#{"t_start": 1543938945.6083071, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,112.56302
0.0,129,120.916221
1.0,173,132.486474
2.0,202,150.831367
0.0,127,159.194612
3.0,230,170.683464
1.0,173,180.574451
3.0,250,193.990886
0.0,127,201.262204
4.0,322,220.101077
1.0,176,230.143555
4.0,301,245.765059
5.0,328,264.013519
0.0,125,270.848438
0.0,127,277.403892
4.0,299,295.401711
0.0,129,302.085885
0.0,127,309.047109
0.0,125,315.800724
0.0,129,322.718196
1.0,172,332.423022
0.0,129,339.389212
0.0,129,345.975855
4.0,322,364.751495
2.0,218,377.620235
2.0,222,390.335557
0.0,129,396.959918
0.0,125,403.993919
4.0,299,422.125037
0.0,127,429.317387
0.0,129,437.216106
1.0,152,445.553831
1.0,177,455.731787
2.0,202,466.892766
1.0,175,475.652171
0.0,125,482.140171
2.0,218,495.336198
4.0,302,514.436239
2.0,203,525.55825
0.0,129,532.434416
0.0,129,539.952193
1.0,153,548.582219
0.0,129,555.54637
1.0,157,563.815907
0.0,129,571.710415
8.0,352,591.124959
5.0,352,613.238524
2.0,198,624.720957
1.0,171,633.406966
0.0,129,640.998177
4.0,299,658.49686
2.0,200,670.231276
0.0,127,678.149895
2.0,224,690.814673
0.0,129,697.672785
1.0,173,707.477433
2.0,205,718.428647
1.0,155,726.563194
2.0,201,739.012175
0.0,125,746.309009
0.0,129,753.523709
0.0,125,760.201545
2.0,200,770.951087
1.0,153,779.442139
3.0,255,792.783586
2.0,219,806.137206
2.0,201,817.408332
1.0,177,828.787476
1.0,176,837.734019
0.0,125,844.702912
1.0,173,855.514803
4.0,298,875.538492
0.0,125,882.691929
0.0,125,889.460674
0.0,129,895.978039
0.0,129,903.390318
2.0,200,914.47485
10.0,450,940.932646
0.0,125,947.222109
2.0,202,958.812202
4.0,301,976.6178
4.0,298,994.513386
0.0,125,1000.902346
0.0,125,1007.555362
3.0,274,1024.000301
1.0,175,1033.815968
0.0,127,1040.340518
0.0,127,1046.53111
1.0,173,1055.114772
0.0,127,1061.183415
1.0,170,1069.379872
4.0,298,1085.390126
0.0,127,1092.080261
0.0,125,1098.992762
1.0,154,1108.114822
0.0,129,1114.870314
2.0,201,1124.498475
0.0,127,1132.304897
1.0,153,1140.698174
0.0,125,1148.520259
1.0,178,1158.373507
1.0,156,1167.389221
0.0,127,1174.738992
0.0,129,1180.791877
1.0,155,1188.772141
3.0,250,1201.98673
5.0,371,1223.466842
0.0,125,1230.567983
0.0,127,1237.511368
1.0,175,1247.331299
0.0,125,1252.991328
1.0,172,1261.910229
1.0,173,1270.612664
2.0,207,1280.291501
2.0,200,1291.63457
0.0,125,1298.432649
0.0,127,1305.246519
