episode_length,fps,PMM:episode_rewards,policy_entropy,grad_norm,epoch_idx,P09:episode_rewards,P01:episode_rewards,explained_variance,policy_loss,frames,advantage_norm,value_loss
179.94,269,1.34,1.3672052860260009,0.3171373119231084,25,3.0,0.0,0.6551998835802079,0.0004982227078289725,200000,1.3301229222118855,0.013068817854800727
183.0,271,1.42,1.3709048998355866,0.31666687725397313,26,4.0,0.0,0.6954670852422714,-0.0030819152400363235,208000,1.3058233723044395,0.013140746501740068
186.58,272,1.52,1.3691178226470948,0.3234115659685154,27,4.0,0.0,0.6922559720277787,-0.00313406680492335,216000,1.277797148525715,0.01213112328929128
187.63,272,1.58,1.3660657060146333,0.31795350000691947,28,4.0,0.0,0.8193667429685593,-0.0017004293856734876,224000,1.324594796001911,0.013024230424780398
194.52,272,1.76,1.369157065153122,0.30232940050477886,29,5.0,0.0,0.789135337471962,0.0013255949679296464,232000,1.3199069541692734,0.012455067314440384
206.64,273,2.11,1.3566488587856294,0.2707901920196427,30,5.0,0.0,0.8560670924186706,-0.0002662093212711625,240000,1.1534467989206314,0.009774091832805426
209.93,274,2.23,1.3461986684799194,0.2406827595349066,31,6.1000000000000085,0.0,0.8639510434865951,-0.0016585289686918258,248000,1.066841680407524,0.008645515384851024
201.43,274,1.97,1.3532413232326508,0.21051484885796012,32,6.0,0.0,0.9110003405809403,0.0011918975971639157,256000,0.9726152139902114,0.007103531833272427
205.56,274,2.04,1.3550391328334808,0.26750077013592644,33,5.0,0.0,0.8508473372459412,0.0006238747356110253,264000,1.209655692577362,0.010988994882791304
215.22,274,2.31,1.3609458875656129,0.23727127919158342,34,6.0,0.0,0.9198916256427765,-0.0007141865062294528,272000,1.0556655755639077,0.007819188090506942
210.21,275,2.22,1.358371272087097,0.23311400098908044,35,5.200000000000017,0.0,0.9149257910251617,3.916238492820412e-05,280000,0.9740094235539436,0.007340479894191958
201.77,275,1.96,1.3549896466732025,0.22105851156972112,36,5.0,0.0,0.9033706116676331,-0.0008317820203228621,288000,0.9629067692160607,0.007793965610326268
197.66,275,1.88,1.3517966294288635,0.17208974552533976,37,5.0,0.0,0.9646506625413894,-0.0004800002959382255,296000,0.7273289608955383,0.00415169644576963
197.24,275,1.84,1.3405208945274354,0.20605394111097222,38,5.0,0.0,0.9325936275720597,-0.0012252277677180245,304000,0.8503177380561828,0.005955080775020178
207.35,275,2.06,1.3399620306491853,0.20121182555539008,39,5.1000000000000085,0.0,0.944405915737152,-0.00035462085681501774,312000,0.8737896516919136,0.005810459574568085
207.57,275,2.07,1.3468594551086426,0.22000060293182336,40,6.0,0.0,0.9260745823383332,-0.002763315235206392,320000,0.9237359571456909,0.006676176060573198
199.51,276,1.87,1.3506179237365723,0.20906752545803975,41,5.0,0.0,0.9361880284547806,-0.0007548091375792865,328000,0.8896761403977871,0.006372081314329989
192.41,276,1.69,1.3291205728054047,0.14836299799459518,42,5.0,0.0,0.9656484723091125,-0.0021810284460661933,336000,0.6502302406728268,0.003251656357606407
210.73,276,2.18,1.3377101063728332,0.17688099154152842,43,6.1000000000000085,0.0,0.9443068450689316,0.0009818447177531197,344000,0.7880354239046574,0.0050403443493996745
205.13,276,1.99,1.351704967021942,0.1463261868685093,44,6.0,0.0,0.9523037767410278,-0.0009451622428605333,352000,0.6611571921408177,0.0036144370844704097
189.51,275,1.62,1.338824726343155,0.148462697337274,45,5.0,0.0,0.950780890583992,-3.900194809830282e-05,360000,0.6295935694873332,0.0033766681233828423
198.83,276,1.81,1.3414584493637085,0.17328430783575768,46,5.0,0.0,0.9533106011152267,-0.0008149471078650095,368000,0.7601684466004371,0.004787944559357129
220.71,276,2.43,1.3375156605243683,0.16270668300241323,47,6.0,0.0,0.9552099984884262,-0.0010357600878342056,376000,0.7524736279249191,0.004601036286912858
216.86,276,2.38,1.3400469422340393,0.14518192926246806,48,6.0,0.0,0.9633487516641617,-0.001237022154236911,384000,0.6359590630233288,0.003684238671849016
194.86,276,1.81,1.33757542014122,0.12611250106156122,49,5.0,0.0,0.973845232129097,-0.00039212854549987243,392000,0.5522204479575157,0.0023754201999690847
195.97,276,1.77,1.3468984985351562,0.17391734304421572,50,5.0,0.0,0.9593656700849533,-0.0009761147704557515,400000,0.7302589458227158,0.004510085090005305
194.81,276,1.8,1.3459607136249543,0.12655636861762457,51,5.0,0.0,0.9736827039718627,-0.0007355436882062349,408000,0.5421938289701939,0.0027047290360496844
197.15,276,1.91,1.3348758721351623,0.16862729621565686,52,6.0,0.0,0.9533879745006562,-0.0005142624277505092,416000,0.6984568502753973,0.00481165495046298
208.55,276,2.16,1.332108874320984,0.17294496753020222,53,6.0,0.0,0.9445892935991287,-0.0019795381961739624,424000,0.772127872556448,0.005207259345042985
210.97,276,2.22,1.3400654411315918,0.15700666588175413,54,6.0,0.0,0.956236070394516,-0.0008624887764744926,432000,0.6986226628720761,0.004232332572282758
208.3,276,2.11,1.3459986972808837,0.1333099473908901,55,5.0,0.0,0.9660247027873993,-0.00032938972290139643,440000,0.6176444102823734,0.0033447615323530045
202.37,277,1.95,1.353155472278595,0.16042742216990788,56,5.0,0.0,0.95990314245224,-0.0003121826671122108,448000,0.706850965321064,0.004279282304341905
207.18,277,2.11,1.3500045680999755,0.18336367839164144,57,5.0,0.0,0.93291867852211,-8.638190920464694e-05,456000,0.8400406783819199,0.005741248238482512
206.85,277,2.06,1.3492111313343047,0.13812911931171304,58,5.0,0.0,0.9657510322332382,-0.0014507810523355148,464000,0.6451994435489178,0.003452987268392462
215.32,277,2.33,1.349165700674057,0.16053925028375185,59,5.0,0.0,0.9586839771270752,-0.0006683432747377082,472000,0.7252766443789005,0.004365994101681281
208.64,277,2.09,1.3423762953281402,0.1173684745627208,60,5.0,0.0,0.9773596006631852,-0.0009810088655649452,480000,0.5352242965996266,0.002386409782193368
194.69,277,1.78,1.3430573046207428,0.1831071789422264,61,5.0,0.0,0.9425479817390442,-0.00027590955956839023,488000,0.8391338872909546,0.005846280220430345
202.18,277,1.97,1.37440745472908,0.1983984592431164,62,5.0,0.0,0.8842820847034454,0.00016172351432032882,496000,0.9391162392497062,0.007103486889973283
206.53,277,2.1,1.3695190727710724,0.22205241030798195,63,5.0,0.0,0.8230159646272659,-0.0017108637318597175,504000,1.061827257871628,0.009095248325029387
199.15,277,1.94,1.3512560224533081,0.1620062014145221,64,5.0,0.0,0.9520467001199723,-0.0008923246141057462,512000,0.7545665511488915,0.004434387417277321
203.27,277,2.09,1.3444076466560364,0.12469154005755348,65,6.0,0.0,0.9639242190122604,-7.314037837204524e-05,520000,0.5694999568164348,0.003303651325404644
207.79,277,2.16,1.3601089000701905,0.1676872209460351,66,6.0,0.0,0.9507852709293365,-0.0011522374975902494,528000,0.7643260487914085,0.004951457047136501
205.73,278,2.11,1.3462857031822204,0.1503550880030823,67,5.0,0.0,0.9554285490512848,-0.0012452791597024771,536000,0.6810491964221,0.0037376503832638264
208.27,278,2.27,1.3418792057037354,0.1407364652245673,68,8.100000000000009,0.0,0.9673900353908539,-0.0003673937218991341,544000,0.6212107200920581,0.0036192516337905543
209.57,278,2.26,1.3524930679798126,0.14248486779265387,69,7.0,0.0,0.9700313049554825,-0.0007053757540415972,552000,0.682827545106411,0.003699386574444361
214.78,278,2.3,1.359206086397171,0.17598128868619664,70,5.1000000000000085,0.0,0.9191620683670044,-0.0004392003592965921,560000,0.8324840430915356,0.006173102036409545
230.19,278,2.71,1.3502219450473785,0.19183288109363716,71,8.0,0.0,0.9353224897384643,-0.0008550230356922839,568000,0.8773818999528885,0.006408711714902893
226.79,278,2.65,1.3574931275844575,0.20842147507671385,72,8.0,0.0,0.9194007611274719,-0.0011170436683460138,576000,0.9615926761925221,0.007366374343691859
226.27,277,2.62,1.345077804327011,0.19468913086461595,73,8.0,0.0,0.9311598819494248,0.0004467687150463462,584000,0.9260290819406509,0.0068715740623883905
224.33,277,2.47,1.3573937034606933,0.17755073353276563,74,6.0,0.0,0.9355246609449387,1.597735652467236e-05,592000,0.830055549442768,0.005604495027218945
221.89,277,2.36,1.3608013010025024,0.1806880130589239,75,6.0,0.0,0.937189490199089,-0.0012775082632288104,600000,0.8202817133069038,0.00529718650621362
232.07,277,2.68,1.3516457426548003,0.1497042828653943,76,6.0,0.0,0.9594809842109681,-0.0009845619584666564,608000,0.6761816404759884,0.0038321542768971996
224.19,277,2.64,1.3358687460422516,0.14204292495854806,77,9.0,0.0,0.9631371533870697,-0.0012915438897834973,616000,0.6520244942605495,0.0038926286371133755
220.81,277,2.61,1.3561120975017547,0.16646844935901706,78,9.0,0.0,0.9433348751068116,0.00040642953536007553,624000,0.7642041240632534,0.005543815152777825
213.21,277,2.38,1.3688590848445892,0.16838861525006565,79,9.0,0.0,0.9264812934398651,-4.3496288344613274e-05,632000,0.8352143469452858,0.0058133072016062215
205.27,277,2.05,1.368182852268219,0.1788573224381051,80,6.0,0.0,0.9239197623729706,-0.0009374195696727839,640000,0.8193304270505906,0.005288092843838968
197.79,277,1.81,1.3637237203121186,0.2552179374112555,81,4.0,0.0,0.9083264034986496,-0.00045133974141208454,648000,1.1152960932254792,0.009583580247708596
201.26,277,1.94,1.365324901342392,0.21327659881950045,82,5.0,0.0,0.9171924662590026,-0.0009169787249993532,656000,0.9669070914387703,0.007652064524008893
220.99,277,2.42,1.3555161702632903,0.2078127678051923,83,5.0,0.0,0.9209787708520889,-0.0007189237716374919,664000,0.9456987822055817,0.007261118517490104
221.9,277,2.42,1.349552369117737,0.1731633146528082,84,5.1000000000000085,0.0,0.9396387100219726,-0.000513000718128751,672000,0.8162819780409336,0.005134169890516205
227.27,277,2.59,1.3467324340343476,0.2079013899348,85,6.0,0.0,0.9498765653371811,-0.001568239959779021,680000,0.8316364219784737,0.00577118980960222
226.85,277,2.61,1.3585283160209656,0.2042385737952009,86,6.1000000000000085,0.0,0.9378730762004852,-0.001177413066616282,688000,0.8893396699428558,0.006425548067782074
214.81,277,2.37,1.359357385635376,0.23845317869450816,87,6.0,0.0,0.884632738828659,-0.0014608761220006273,696000,1.1150027334690094,0.00992882242106134
215.85,277,2.38,1.3434693908691406,0.2277137628761465,88,5.1000000000000085,0.0,0.8879195898771286,-0.0010432112315902485,704000,1.0858197063207626,0.009021612500655465
225.74,277,2.49,1.346210676431656,0.214392415908136,89,6.0,0.0,0.8859398317337036,-0.0017422828153939919,712000,0.950316689312458,0.006960357936332002
225.74,277,2.49,1.3391627645492554,0.2987087617231263,90,6.0,0.0,0.7457525217533112,9.543868276523426e-05,720000,1.339777665734291,0.013573755146644544
230.99,278,2.68,1.351621662378311,0.2524587248635757,91,6.0,0.0,0.8941628283262253,0.0009229675700771622,728000,1.1569295614957809,0.009545710023958235
225.33,278,2.55,1.3556905841827394,0.24655863458250823,92,5.1000000000000085,0.0,0.8845920103788376,-3.395551204448566e-05,736000,1.1284620907902718,0.009832068223622627
221.87,278,2.48,1.3529148650169374,0.2719762179338142,93,5.1000000000000085,0.0,0.8687250167131424,-0.0008928502397611737,744000,1.1201431784033775,0.00937318939191755
215.71,279,2.35,1.344826102256775,0.2424394140385459,94,6.0,0.0,0.8878707253932953,0.00032384905218350466,752000,1.0673329257965087,0.008785902605741285
227.48,279,2.63,1.3500671076774597,0.22317774456905995,95,7.0,0.0,0.910307542681694,-0.0010148548425058833,760000,1.0329014626145363,0.008643942279741168
226.92,278,2.63,1.3586303806304931,0.22631083325871412,96,7.0,0.0,0.9035961031913757,-0.00040774340857751667,768000,1.0288796299695968,0.008134364464785904
230.38,279,2.74,1.345344420671463,0.2527368547676891,97,7.0,0.0,0.8811456823348999,-0.0028215422824723647,776000,1.09234562844038,0.008799578553298487
218.02,279,2.43,1.3551596546173095,0.22311137084204144,98,5.0,0.0,0.8970283085107803,-0.0016131072875577956,784000,1.0349442660808563,0.008174180576461368
221.14,279,2.5,1.35116926074028,0.245364868207249,99,5.0,0.0,0.8988117390871048,-0.0005397101324342657,792000,1.1036207231879234,0.008752547791227699
227.08,279,2.58,1.349278073310852,0.24650808615013697,100,5.0,0.0,0.8707723522186279,-0.0024728345396579244,800000,1.1139534050226212,0.00905830855946988
230.48,279,2.72,1.3384156227111816,0.24310787410528462,101,5.1000000000000085,0.0,0.8937266701459885,-0.0018678952916525305,808000,1.1277988561987877,0.008990640284027905
225.62,279,2.65,1.3430359399318694,0.21066851239981743,102,6.0,0.0,0.9311541378498077,-0.0019511023399536498,816000,0.8816338613629341,0.006151323754456825
224.27,279,2.74,1.3298618638515471,0.28059031833817366,103,7.1000000000000085,0.0,0.8383684027194976,-0.002515520630404353,824000,1.297368242740631,0.01242372001404874
232.94,279,2.87,1.3303763794898986,0.25442579923784353,104,7.0,0.0,0.9114641439914704,-0.0006638185918563977,832000,1.1197206923365592,0.00915280288492795
241.48,279,3.13,1.352208034992218,0.27725429832067644,105,8.0,0.0,0.8196822768449783,0.0017088956935549504,840000,1.2196690493822098,0.011432424659724348
235.73,279,2.97,1.3444137918949126,0.2853769554875618,106,7.0,0.0,0.875458407998085,-0.0008811013592639938,848000,1.2436840099096298,0.011354423506418243
237.07,279,3.01,1.3521060466766357,0.2338810390656425,107,7.200000000000017,0.0,0.9227840173244476,-0.001152385851892177,856000,1.0293998956680297,0.007558933467371389
230.09,279,2.75,1.349641934633255,0.19987336516344956,108,6.0,0.0,0.9434110534191131,-0.0006383770068714512,864000,0.9436526170372963,0.006634987046709284
233.42,279,2.9,1.3385081207752227,0.2825682952288189,109,6.200000000000017,0.0,0.9013883978128433,0.00019572789955418557,872000,1.1758281162381172,0.010353746239561588
239.22,279,3.11,1.3334350061416627,0.26589918225344056,110,8.100000000000009,0.0,0.8947427725791931,-0.0019704753553378396,880000,1.1413740611076355,0.00984485423658043
245.18,278,3.3,1.3268045043945313,0.3041849126464704,111,9.0,0.0,0.8667695862054825,-0.002249607470657793,888000,1.2868056783080102,0.011795511258533224
244.53,279,3.3,1.3482051301002502,0.22597104456185396,112,10.0,0.0,0.9219060480594635,-0.000678318694117479,896000,0.9734656471014023,0.007404553132364527
246.7,279,3.37,1.3471916937828063,0.2519941075781719,113,10.0,0.0,0.8977887856960297,0.0016586702071072067,904000,1.121580825150013,0.009606363454950043
249.17,279,3.43,1.3207853543758392,0.307552434303134,114,10.0,0.0,0.8919091540575027,-0.004459544515411835,912000,1.3309348872303963,0.012440273846732453
250.84,279,3.38,1.3191427302360534,0.2742266928030909,115,9.0,0.0,0.8880305421352387,-0.0022738297551404686,920000,1.1667586651444435,0.010212527893017978
244.6,279,3.23,1.3149380135536193,0.25325440183443204,116,8.100000000000009,0.0,0.9195366388559342,-0.00397070812934544,928000,1.0686450758576393,0.008237199426512234
245.06,279,3.29,1.308103152513504,0.29690482389484457,117,9.0,0.0,0.9046573156118393,-0.0025760040745080913,936000,1.1993427619338035,0.010782607729779556
243.83,279,3.26,1.3205963885784149,0.26785886298578143,118,9.0,0.0,0.913445109128952,0.0001236530888127163,944000,1.0168351358175278,0.00800063909497112
232.75,279,2.89,1.3327231884002686,0.2432417877626891,119,7.0,0.0,0.9154812115430832,0.00013805175462039187,952000,1.0170835837721826,0.007500445449259132
235.18,279,2.94,1.333482995033264,0.275611465678045,120,8.100000000000009,0.0,0.9115595299005509,-0.003123149778111838,960000,1.0950825858116149,0.008646985514787956
247.57,279,3.48,1.3378232085704804,0.2649461936309131,121,9.0,0.0,0.9038989359140396,-0.0019738234581018334,968000,1.1122540578246116,0.008849852276034654
247.87,279,3.67,1.3033008098602294,0.29614571345064883,122,10.0,0.0,0.8917732781171799,-0.0012644530372926965,976000,1.2340045362710952,0.010543366647325456
248.72,279,3.64,1.3232706153392793,0.22968287930586967,123,9.100000000000009,0.0,0.9369680613279343,-0.0012976425956003367,984000,0.9335772743821145,0.006510667341644876
250.36,279,3.65,1.3231187343597413,0.2876229780947913,124,9.100000000000009,0.0,0.8724014717340469,-0.0004074590757954866,992000,1.210073110461235,0.010382689989637584
246.14,279,3.35,1.3421996247768402,0.2634542889465237,125,9.0,0.0,0.8974564301967621,0.0007715828687651083,1000000,1.1058189284801483,0.00886496314429678
241.76,280,3.15,1.3336887073516845,0.24677068801170163,126,6.1000000000000085,0.0,0.9193278563022613,-0.002774887060804758,1008000,1.0592699232697487,0.007826692911330611
240.5,280,3.15,1.3168078446388245,0.286108288244841,127,6.1000000000000085,0.0,0.9076809173822403,-0.003467630428785924,1016000,1.1425645804405213,0.008850531603675335
243.35,280,3.31,1.3227747642993928,0.32728786014141387,128,8.100000000000009,0.0,0.8623194050788879,-0.0004018527769949287,1024000,1.3064713495969773,0.011765639215009288
261.08,279,3.86,1.2988681542873382,0.31749833150751733,129,9.0,1.0,0.8567675650119781,-0.003318308876478113,1032000,1.3469212049245833,0.01285960097098723
270.67,279,4.18,1.2898444628715515,0.3584193565128257,130,9.0,1.0,0.8568563395738602,-0.002265416457739775,1040000,1.4314782810211182,0.01397483283886686
283.74,279,4.51,1.3053064620494843,0.3511816619751005,131,9.0,1.0,0.8624429714679718,-0.0002593048315611668,1048000,1.4010294383764268,0.013334321400616318
295.27,279,4.87,1.3007253062725068,0.3265951834934098,132,9.0,1.0,0.8963257122039795,-0.00496097686351277,1056000,1.260644298195839,0.010757991429418325
287.95,279,4.66,1.292910624742508,0.3355318105092641,133,9.0,1.0,0.8583764672279358,-0.00386537520600541,1064000,1.2921047443151474,0.011378257855540141
283.2,279,4.58,1.2939348649978637,0.3376567405218694,134,9.100000000000009,1.0,0.8703843593597412,-0.001996610399801284,1072000,1.285017076730728,0.01116967824054882
274.65,278,4.39,1.290421380996704,0.30726582141462694,135,9.0,1.0,0.8934606730937957,-0.0007868647304712795,1080000,1.2279654604196548,0.0101131569291465
284.15,278,4.69,1.2834030127525329,0.40098666448421594,136,10.0,1.0,0.8525986450910569,-0.008126890748826554,1088000,1.5010992681980133,0.015638729634229093
286.19,278,4.86,1.2582601046562194,0.4060360788173651,137,10.0,1.0,0.8384645754098892,-0.0061390909166948405,1096000,1.5007560414075851,0.01504069523885846
305.92,278,5.46,1.2697550439834595,0.42827662359591046,138,10.0,2.0,0.8042579752206802,-0.003051318134239409,1104000,1.6041238963603974,0.017327218553982674
308.26,278,5.53,1.2654773581027985,0.39707702736892714,139,10.0,2.0,0.8406374979019166,-0.004430321859254036,1112000,1.523946639895439,0.015418433668091893
318.87,278,5.81,1.2493683350086213,0.4173546448338887,140,10.0,2.0,0.8157064819335937,-0.0029977631752262823,1120000,1.6009472680091859,0.01717495169956237
322.93,278,5.9,1.2568793296813965,0.46727793306467397,141,10.0,2.0,0.7856456744670868,-0.00381316637081909,1128000,1.7120663118362427,0.019327748850919306
323.25,278,6.06,1.2851960241794587,0.4004212919855632,142,10.0,2.0,0.81496262550354,-0.0018550449202302843,1136000,1.5532828712463378,0.016423100638203323
329.52,278,6.52,1.2193994343280792,0.4500788361888536,143,12.0,3.0,0.7992212122678757,-0.005152752313879318,1144000,1.6761110347509385,0.018752842182293533
329.33,279,6.83,1.2168926894664764,0.4147503964441285,144,12.0,3.0,0.796219272017479,-0.0025667529151542114,1152000,1.6388272643089294,0.01820077560376376
332.27,279,6.8,1.2408782541751862,0.39359431021428676,145,12.100000000000009,3.0,0.8349873864650726,-0.004066975942369027,1160000,1.4346350663900376,0.014002973262686283
330.64,279,6.81,1.1972951781749726,0.4351982622053082,146,12.100000000000009,3.0,0.8005768895149231,-0.008917875507468125,1168000,1.6113901048898698,0.017257348448038102
328.62,279,6.57,1.1725867176055909,0.4360954936596572,147,12.100000000000009,3.0,0.8199485808610916,-0.004270708348485641,1176000,1.597567808032036,0.01746070637367666
330.27,279,6.64,1.1826357942819596,0.47293199990137763,148,12.100000000000009,3.0,0.8110573917627335,-0.0031929474882781504,1184000,1.6925845962762833,0.018937936085276306
330.14,279,6.8,1.2067602324485778,0.396573652714231,149,13.0,3.0,0.8112229388952256,-0.0015672305051703005,1192000,1.5407288986444474,0.015845458884723485
338.58,279,6.86,1.2472609996795654,0.40594901017031515,150,12.0,3.0,0.8395518380403518,-0.002100721952447202,1200000,1.5381151497364045,0.01579484940506518
352.27,279,7.37,1.2258212411403655,0.46674146299268654,151,12.100000000000009,3.0,0.7981427079439163,-0.009317905932548456,1208000,1.7016432625055313,0.019420930873602627
357.03,280,7.29,1.239112801551819,0.40746341657332397,152,12.0,3.9000000000000004,0.8441123354434967,0.00019231714424677193,1216000,1.49799336373806,0.015599814548622817
358.14,280,7.38,1.2470541954040528,0.3751239970457854,153,12.0,4.0,0.8538184171915054,-0.002427564252866432,1224000,1.4151293379068375,0.01326584731694311
365.8,280,7.69,1.2050552237033845,0.4386740133424689,154,12.0,4.0,0.8167652124166489,-0.005655784098998993,1232000,1.5920104473829269,0.016728965998627245
354.18,280,7.4,1.171308182477951,0.4315907856375917,155,12.0,4.0,0.8153663843870163,-0.0033964908627967818,1240000,1.590827317237854,0.016658452609553932
360.51,280,7.77,1.1988298964500428,0.43121630318009807,156,12.100000000000009,4.0,0.7893436014652252,-0.004253870498796459,1248000,1.6033724743127822,0.017077389569021762
354.36,280,7.41,1.2460902035236359,0.4042182023875652,157,12.0,4.0,0.836055439710617,-0.005019854141282849,1256000,1.503638504743576,0.015047154352068902
361.69,280,7.6,1.2090208065509795,0.4452058359705675,158,12.0,4.0,0.7904031598567962,-0.0036555887330541738,1264000,1.6482079023122786,0.01812367029255256
364.96,280,7.89,1.2180542683601379,0.41517519130561537,159,12.0,4.0,0.8204558199644089,-0.0045915791136212645,1272000,1.5983207160234452,0.016817467366345228
363.84,280,8.17,1.185060783624649,0.44593055380175917,160,12.0,4.0,0.8141946041584015,-0.002818277848273283,1280000,1.6737947762012482,0.0187144639226608
371.44,280,8.79,1.1907742631435394,0.43831549057734276,161,13.100000000000009,4.0,0.8000700885057449,-0.005540878615138353,1288000,1.6946014565229417,0.018825049907900394
372.53,280,9.35,1.190583769083023,0.48770510838856845,162,13.100000000000009,5.0,0.7818734985589981,-0.005056052220170386,1296000,1.7722652781009673,0.02091087283566594
379.12,280,9.7,1.2036948919296264,0.4965386831174778,163,14.0,5.0,0.7791782885789871,-0.0026037857681512834,1304000,1.7253968191146851,0.019572308915667237
390.71,280,10.04,1.1625873303413392,0.4792880815279132,164,15.100000000000009,5.0,0.8082589286565781,-0.008272765206347685,1312000,1.7005734676122666,0.01906177055090666
401.6,280,10.17,1.1906302952766419,0.47572993551490717,165,16.0,5.0,0.7764995205402374,-0.002613157997839153,1320000,1.7317409843206406,0.019505417724139988
409.36,280,10.41,1.1373572140932082,0.5337290745387135,166,16.0,5.0,0.7404397869110108,-0.00943496273161145,1328000,1.796448832154274,0.021558307968080045
416.81,279,10.24,1.1054551655054092,0.5131040763715109,167,15.0,5.0,0.7845364689826966,-0.007259823800995946,1336000,1.7202673631906509,0.01956395021174103
409.03,279,9.94,1.1323363083600997,0.46249218963268596,168,15.0,5.0,0.7971899116039276,-0.005968307865550741,1344000,1.681417989730835,0.018545558881014584
406.32,279,9.98,1.1397524130344392,0.45986865466538546,169,14.100000000000009,5.0,0.7966055941581726,-0.004526090929284692,1352000,1.6726451587677003,0.018549174340441822
412.17,280,10.25,1.128289258480072,0.5567651505046958,170,15.0,5.0,0.7467616033554078,-0.003577075069770217,1360000,1.9595238065719605,0.025613810615614057
415.1,280,10.2,1.1499431788921357,0.5044807604651854,171,16.0,5.0,0.7563381117582321,-0.004883653227370815,1368000,1.803985025882721,0.021865807389840484
422.42,280,10.43,1.1627176082134247,0.4583872745483098,172,16.0,6.0,0.8018780571222305,-0.0013229840056737884,1376000,1.651586503982544,0.017851782457437366
430.83,280,10.61,1.1772492396831513,0.45601868627701486,173,16.0,6.0,0.8084058499336243,-0.006367625819984823,1384000,1.6680393195152283,0.01813058276195079
440.23,280,10.87,1.1865873432159424,0.4533490869608453,174,16.0,6.9,0.8154113954305648,-0.002314119368675165,1392000,1.6152705484628678,0.017798248576000333
