frames,policy_entropy,episode_length,fps,advantage_norm,explained_variance,P09:episode_rewards,P01:episode_rewards,epoch_idx,policy_loss,PMM:episode_rewards,value_loss,grad_norm
3008000,0.979599061012268,1151.89,216,2.103040936589241,0.661545358300209,94.20000000000002,24.9,376,-0.011005378861445933,61.45,0.03334267212077975,0.6692567284878338
3016000,0.9542229481041431,1132.94,216,2.322674502134323,0.6677786493301392,86.20000000000002,24.9,377,-0.01706504809973012,57.92,0.03911075848620385,0.7786703809211495
3024000,0.9890275716781616,1126.83,216,2.0358535128831865,0.6901538449525834,86.20000000000002,24.9,378,-0.014654301370901521,56.76,0.03035993218421936,0.6654345922261384
3032000,0.8488015649467706,1099.39,216,2.667856435775757,0.4829590719938278,85.10000000000001,24.0,379,-0.025557573882397263,54.58,0.05828582743182778,0.95214847673031
3040000,0.9901577401161193,1080.9,216,1.8542622548341752,0.7146607118844986,84.0,21.9,380,-0.0027131840216407,52.51,0.027068932778201996,0.6099292439592575
3048000,0.9608067497611046,1063.33,215,3.428799111843109,0.6186964827775955,84.0,21.9,381,-0.029367875822354107,52.89,0.13842736419755966,1.7010936554514864
3056000,0.9578010568022728,1101.57,215,2.270504800081253,0.6307567894458771,84.20000000000002,27.0,382,-0.0112991453014547,55.55,0.039943342311307785,0.8629367461384231
3064000,0.9923146250844002,1115.2,215,2.3032971853017807,0.6333793610334396,84.20000000000002,27.0,383,-0.02290758821356576,56.21,0.042604959793388845,0.7990517769273887
3072000,0.9399677926301956,1117.94,215,2.2265490818023683,0.613699768781662,84.20000000000002,27.0,384,-0.015720809063168417,56.23,0.03875781354028732,0.7338474279995191
3080000,0.9550078636407853,1135.65,215,2.6658304750919344,0.6815002703666687,86.20000000000002,28.799999999999997,385,-0.022568930980996812,59.38,0.05830509786028415,1.255049231157641
3088000,1.0165626162290573,1160.75,215,2.3520702600479124,0.6688830310106277,88.40000000000003,29.9,386,-0.022305633719661273,60.48,0.042650152165442705,0.8078491835304215
3096000,1.0139242005348206,1157.19,215,2.1008875626325607,0.6506727546453476,88.40000000000003,30.900000000000002,387,-0.0052447411499451846,60.66,0.034535132052842525,0.6697763187712253
3104000,1.026277791261673,1144.06,215,2.414401656985283,0.6362827044725418,82.20000000000002,30.900000000000002,388,-0.01963646712130867,57.8,0.04581920403521508,0.9467242438132668
3112000,1.0064325100183487,1149.65,215,2.513580732345581,0.6189469736814499,88.30000000000003,29.9,389,-0.03282972206376144,58.83,0.05100653314497322,0.8486500486398917
3120000,0.9977775019407272,1128.84,215,2.243320143222809,0.6530918067693711,88.30000000000003,29.0,390,-0.021206628479994834,57.9,0.03990287227090448,0.8415010202540946
3128000,0.9728395587205887,1121.61,215,2.4465443909168245,0.6051277852058411,88.30000000000003,29.0,391,-0.018761937716335525,57.7,0.04547617641277611,0.8901907220516785
3136000,0.9649918889999389,1126.79,215,2.3402397632598877,0.6463179236650467,84.40000000000003,29.0,392,-0.0134566099580843,58.34,0.041209663692861796,0.9138203108824676
3144000,0.9939411008358001,1114.92,214,2.300153204202652,0.6808312571048737,83.10000000000001,29.9,393,-0.018497403688379564,57.94,0.042596768741495906,0.7334645539616192
3152000,0.990730961561203,1143.87,214,2.3271671217679977,0.6673489499092102,86.0,32.8,394,-0.019419400865499484,60.57,0.04278440316673368,0.8527658298706922
3160000,0.9754140365123749,1152.41,214,2.4368474787473677,0.6532915318012238,86.0,34.800000000000004,395,-0.02535682035584614,61.31,0.04970750134671107,0.8804944033649116
3168000,0.9306872361898422,1150.75,214,2.5589751946926116,0.6641725337505341,86.0,37.900000000000006,396,-0.0032365170268167276,60.88,0.052751806806772945,1.0508140914667856
3176000,1.0020998114347457,1157.42,214,2.7126186150312424,0.5881658214330673,88.20000000000002,38.0,397,-0.021965371021433384,62.66,0.10345716194715351,0.9700493937687102
3184000,0.9985476118326188,1170.15,214,2.4426697993278506,0.6511146324872971,88.20000000000002,38.0,398,-0.019278266848123168,64.15,0.04518218888901174,0.751732226730472
3192000,0.9971974563598632,1170.93,214,2.22838074862957,0.649290491938591,90.10000000000001,38.0,399,-0.01733709978085244,64.47,0.03864021235145629,0.7613154697185267
3200000,1.0124749583005905,1164.56,214,2.337267457842827,0.6590475606918335,91.10000000000001,38.0,400,-0.009551090882159769,63.03,0.044006334762088956,0.69866967092896
3208000,1.013667009472847,1171.97,214,2.274977007508278,0.6446806442737579,92.30000000000003,38.900000000000006,401,-0.012780430586426519,63.99,0.04069709625095129,0.6900249439154184
3216000,1.007599595785141,1162.61,214,2.4693866419792174,0.573217687010765,92.10000000000001,38.900000000000006,402,-0.014172068170155398,64.81,0.04593645920045674,0.8473495988749796
3224000,1.0141618061065674,1172.63,214,2.3412709897756576,0.6507852828502655,93.20000000000002,38.900000000000006,403,-0.008540313004050403,65.13,0.042908322005532684,0.7007639671863664
3232000,1.0113062357902527,1174.09,213,2.2934859800338745,0.6510757154226303,95.10000000000001,40.9,404,-0.013340772085357458,65.67,0.039658799590542915,0.6929141337049622
3240000,1.0006921708583831,1188.1,213,2.94268362224102,0.606386701464653,95.20000000000002,40.9,405,-0.020054063892275736,68.08,0.07523826384916901,1.241265384519033
3248000,1.002380849123001,1206.76,213,2.513370209932327,0.7201591628789902,100.10000000000001,41.0,406,-0.015073928625934058,72.8,0.046182802985422315,1.0042888366741813
3256000,0.9931218481063843,1201.89,213,2.4412707763910295,0.5365008825063705,100.10000000000001,41.0,407,-0.016914825770654715,72.37,0.04637845937628299,0.7793964799774354
3264000,0.9766536945104599,1213.03,213,2.614536172747612,0.683346329331398,101.10000000000001,41.0,408,-0.009054090060817543,74.62,0.055488345478661355,1.1643996874230098
3272000,1.0065237468481063,1220.76,213,2.3057901811599733,0.6316895747184753,104.60000000000005,40.9,409,-0.010975005580839935,75.49,0.03983730041887611,0.7291299136640234
3280000,0.987264734506607,1227.98,213,2.532012574672699,0.6328756362199783,104.60000000000005,41.0,410,-0.017125141749420435,75.62,0.04961280477233231,0.7984009152305431
3288000,1.059050993025303,1128.27,213,2.347875832617283,0.18729659795761108,102.20000000000002,14.700000000000001,411,-0.02204666448174976,67.32,0.04458516388665885,0.8746602416858
3296000,1.040455566048622,1087.92,212,1.9281473869085313,0.6894389218091965,101.30000000000003,9.0,412,-0.0035961536120157687,64.31,0.029845967097207902,0.656469373032224
3304000,0.9935574251413345,1056.1,212,2.196337038874626,0.6726809012889862,97.10000000000001,9.0,413,-0.013471867012558505,61.25,0.03760487070772797,0.7133360231753422
3312000,0.9676927101612091,1052.14,212,2.305931825041771,0.6462406903505326,97.0,9.0,414,-0.01837260764732491,60.63,0.04170852550305426,0.8549452864841285
3320000,1.0008567708730698,1061.76,212,2.2635032790899277,0.6759980720281601,97.10000000000001,9.0,415,-0.020782670997723473,60.62,0.04352334540337324,0.7163078190275597
3328000,0.9363315245509147,1047.82,212,2.383672810792923,0.40535286903381346,93.20000000000002,9.0,416,-0.017293572737253272,58.57,0.04395120810251683,0.8476812009815707
3336000,0.9860332351922989,1032.09,212,2.109057555198669,0.6525414782762528,93.20000000000002,9.0,417,-0.017197077321470716,56.99,0.036518647244665775,0.7914769981571375
3344000,0.9390873175859451,1002.02,212,2.5758948969841002,0.600183185338974,85.30000000000003,9.0,418,-0.01998841528198682,52.72,0.05188553397776559,0.9052282143630306
3352000,0.967827005982399,1006.56,212,2.3311583977937698,0.5918538075685501,84.10000000000001,9.0,419,-0.015736580545490143,50.65,0.045857922211289405,0.8416238762054823
3360000,0.9528322553634644,1012.58,212,2.4095609360933303,0.6326469546556472,81.20000000000002,9.0,420,-0.019845956732460764,49.81,0.04708460940979421,0.7908638987491555
3368000,0.9665043294429779,1009.47,212,2.176050063371658,0.6699576199054718,85.20000000000002,9.0,421,-0.008868376631580759,50.23,0.03522196049336344,0.6483467509073867
3376000,0.9860536682605744,1020.9,212,2.016750493645668,0.7087999296188354,85.20000000000002,9.0,422,-0.015621433277265168,50.5,0.03234543705359101,0.6378198182911718
3384000,0.9975418919324874,1029.13,212,2.372736257314682,0.6495325517654419,88.10000000000001,9.0,423,-0.017001649183803237,51.23,0.04346135574858636,0.7751115158088066
3392000,0.9810574471950531,1037.54,212,2.206639077067375,0.6757329285144806,89.60000000000005,9.0,424,-0.018915577559528173,52.14,0.03968783300369978,0.7245661727604278
3400000,0.9762354421615601,1075.03,212,2.2495890927314757,0.6194884634017944,89.60000000000005,14.9,425,-0.015693512280558933,54.63,0.03885620911605656,0.7180020716854091
3408000,0.9418353882431983,1125.71,212,2.6142847484350202,0.34899599373340606,95.10000000000001,19.700000000000003,426,-0.019139614621162763,58.25,0.05148838029243052,0.9741862287828043
3416000,0.98594555914402,1125.29,212,1.9420466440916062,0.677413621544838,95.10000000000001,19.700000000000003,427,-0.004170370013453066,58.34,0.030206120978109537,0.5628448992946153
3424000,0.9798320400714874,1112.78,212,2.0934123295545577,0.6944580078125,95.10000000000001,19.700000000000003,428,-0.012952688302611932,56.96,0.03616838856600225,0.7033644418843586
3432000,0.9948200261592866,1115.96,212,2.453566984534264,0.6546161371469498,89.30000000000003,19.700000000000003,429,-0.02724644047091715,56.38,0.05077031951397657,0.8310104069194848
3440000,0.9661638677120209,1123.51,212,2.5131417322158813,0.6281144380569458,99.10000000000001,20.0,430,-0.022626194017357194,58.96,0.05315176381729543,0.8008045281314348
3448000,0.954907728433609,1123.33,211,2.0241562205553056,0.6999305826425553,99.10000000000001,23.6,431,-0.006553193831350655,59.99,0.03242142651462927,0.6222595690465144
3456000,0.942959351837635,1156.31,211,2.884414865374565,0.7094101309776306,100.50000000000004,23.6,432,-0.009145467652124352,66.14,0.07788135531824082,1.5077705351973376
3464000,0.9996496427059174,1163.31,211,2.1749975937604904,0.6637573629617691,104.10000000000001,23.6,433,-0.0118810338473304,66.32,0.03817326522897929,0.699133741596594
3472000,0.9930100297927856,1166.52,211,2.3259205162525176,0.631950209736824,105.60000000000005,23.6,434,-0.018319548163526635,66.78,0.04240653798915446,0.8449928905076993
3480000,0.9794530355930329,1162.49,211,2.402165202498436,0.6496971172094345,105.30000000000003,23.6,435,-0.019016893480875298,66.43,0.04602798369247466,0.8793975821684455
3488000,0.9740397518873215,1156.72,211,2.2407021057605743,0.6466453361511231,104.10000000000001,23.6,436,-0.015567914415150881,66.56,0.04272229365073144,0.7380176336130506
3496000,0.9273827588558197,1157.37,211,3.124253525137901,0.42146830081939696,108.30000000000003,23.6,437,-0.024315468506683827,69.03,0.11059959403704851,1.2303834572350012
3504000,0.9764592838287354,1160.21,211,2.4645480018854142,0.6281272727251053,114.30000000000003,24.0,438,-0.015744974311674015,70.06,0.0486780941253528,0.8079570529129733
3512000,0.9559591537714005,1159.48,210,2.0851584059000015,0.6910451847314835,114.30000000000003,24.0,439,-0.019706561597122346,70.12,0.0364586569275707,0.7715715521455832
3520000,0.8976172876358032,1162.42,211,2.943213925361633,0.6677090626955032,117.20000000000002,24.0,440,-0.016974129919544792,73.37,0.07204426120966673,1.2673489600794634
3528000,0.9383623242378235,1221.12,210,2.7964375442266465,0.6506043326854706,124.40000000000003,25.9,441,-0.01420241034742503,80.41,0.06584127619396896,1.162568373864205
3536000,0.938796055316925,1247.95,210,2.057289999127388,0.6486907196044922,124.40000000000003,35.6,442,-0.01472017563355621,82.33,0.0332753431238234,0.6293101292446382
3544000,0.9491762161254883,1283.41,210,2.824319921731949,0.4644180899858475,124.40000000000003,43.0,443,-0.021130897540133448,85.99,0.06248950755223632,0.9614166467914599
3552000,0.9544603335857391,1295.0,210,2.4818164998292924,0.6169626629352569,128.9000000000001,43.9,444,-0.015201303490903229,88.12,0.04924764235969633,0.8035785588320885
3560000,0.9571868777275085,1284.56,210,2.4157382065057753,0.6217216908931732,128.9000000000001,43.0,445,-0.01203852178179659,87.96,0.05007830289658159,0.807845516110027
3568000,0.9859564989805222,1284.85,210,3.499962440729141,0.5737846630811692,129.60000000000014,43.0,446,-0.021370134248281828,89.52,0.16090073683764786,2.2203666643790236
3576000,0.9890080308914184,1290.31,210,2.3472434884309767,0.6339600932598114,129.60000000000014,43.9,447,-0.010021188078681006,90.6,0.04386876838747412,0.7544541823516375
3584000,0.9971625304222107,1278.05,210,2.3073253655433654,0.6522716653347015,122.0,43.9,448,-0.01575107847689651,86.43,0.04444198375567794,0.840083196636003
3592000,0.9757526904344559,1288.02,210,2.4671019500494005,0.6060684221982956,122.30000000000003,43.9,449,-0.020843803754250986,87.83,0.049029134628362954,0.8305079030692011
3600000,0.9612523370981216,1287.39,210,2.420100990533829,0.6365294605493546,125.30000000000003,45.800000000000004,450,-0.010644421856850385,88.35,0.04405518855433911,0.815318131431081
3608000,0.9589651679992676,1285.27,210,2.3156520456075667,0.6327992308139802,125.30000000000003,46.0,451,-0.010825018335599451,88.77,0.04208035549381748,0.8022303266567735
3616000,0.9497281056642533,1292.66,210,2.4361703300476076,0.6658200347423553,144.10000000000002,46.900000000000006,452,-0.008849653970682993,91.03,0.049519238006323574,0.898551901190869
3624000,0.9448062464594841,1289.27,210,3.1963751238584517,0.5299993932247162,144.10000000000002,46.900000000000006,453,-0.017759381677315104,89.46,0.12039632030762731,1.3956850325981787
3632000,0.9473862880468369,1289.1,210,2.406600834131241,0.6046313548088074,145.3,46.900000000000006,454,-0.012039495831122621,89.56,0.045145267769694325,0.7876187071163409
3640000,0.9763299399614334,1276.84,210,2.5648358672857285,0.6294267833232879,145.3,47.0,455,-0.020337677369534502,89.19,0.05230302260722965,0.8692362973375442
3648000,0.9778029304742814,1265.4,209,2.175183333158493,0.6567736983299255,130.80000000000007,46.900000000000006,456,-0.011955866741482168,85.52,0.03808306486345828,0.7100332094069026
3656000,0.9757893884181976,1260.27,209,2.469279806017876,0.5996011728048325,137.10000000000002,46.900000000000006,457,-0.008734115459083114,84.79,0.04910812532529235,0.8247038887801562
3664000,0.9626307433843613,1296.45,209,2.8119667661190033,0.07601468026638031,138.3,48.0,458,-0.010045880805701018,89.53,0.16799079661257565,1.240895978196742
3672000,0.965367295742035,1303.89,209,2.1225160002708434,0.68128526866436,138.3,48.0,459,-0.014550985845053219,89.71,0.03779929234646261,0.70484120470776
3680000,0.9553361243009567,1306.5,209,2.6286839294433593,0.6427106577157974,138.3,49.0,460,-0.02263490336277755,90.41,0.053872808357700704,0.9679494822279696
3688000,0.9637784916162491,1321.06,209,1.9726883244514466,0.6706458616256714,138.3,50.800000000000004,461,-0.012642603503190913,91.52,0.03152487047016621,0.7615499878450016
3696000,0.9625484901666641,1329.29,209,2.3675379103422163,0.638926357626915,138.3,49.9,462,-0.01912448785296874,90.93,0.04747290878556669,0.7844965984893044
3704000,0.9354490000009537,1349.05,209,2.477327518463135,0.6094692802429199,137.10000000000002,49.9,463,-0.02170524449888035,90.53,0.048040095390751957,0.9481413237510259
3712000,0.9583780038356781,1353.32,209,2.1505988317728044,0.6348260444402695,137.10000000000002,49.0,464,-0.010005620448209811,90.26,0.03662197621539235,0.6785803701777564
3720000,0.8817500312626362,1312.74,209,2.4031125676631926,0.40508286118507386,137.10000000000002,44.5,465,-0.019656302456151024,85.46,0.0489106111228466,0.7697697907547821
3728000,1.0108413726091385,1276.64,209,2.1549812507629396,0.6455347162485122,130.70000000000005,34.900000000000006,466,-0.005623621457489208,81.32,0.037955397334881125,0.673233607456695
3736000,0.9785862797498703,1271.88,209,2.775184073448181,0.655153158903122,137.10000000000002,34.900000000000006,467,-0.014645490685652476,81.69,0.06917395664844662,1.3820569300475631
3744000,0.9840322202444076,1262.6,209,2.3667669105529785,0.5857503628730774,128.20000000000002,34.900000000000006,468,-0.015382582800084492,80.43,0.04244716426357627,0.8357839437196501
3752000,1.016597061753273,1272.86,209,2.515678073167801,0.6426804852485657,124.40000000000003,34.900000000000006,469,-0.023405693429704114,80.68,0.05320668853120878,0.8248952439603124
3760000,1.0094559049606324,1261.48,209,2.4014667749404905,0.6000179153680801,123.0,33.8,470,-0.0203978274326073,78.33,0.045392556863371285,0.74800881192499
3768000,1.008905147910118,1269.31,209,2.415511159300804,0.6920845437049866,123.0,33.8,471,-0.012334571742103435,79.83,0.050586947863921525,0.8040046462903412
3776000,1.0084082078933716,1259.79,209,2.6248612356185914,0.670902452468872,121.20000000000002,34.900000000000006,472,-0.017601499313896055,80.08,0.05099522178061307,0.9361216723207303
3784000,1.0275199270248414,1249.87,209,1.8816042757034301,0.696567160487175,117.0,34.900000000000006,473,-0.0089234464277979,77.82,0.02754646735265851,0.6018998357731518
3792000,1.000397253036499,1244.41,209,2.3464350455999377,0.6612753939628601,117.0,34.900000000000006,474,-0.0172673314223357,76.88,0.04316037753596902,0.7203525979374058
3800000,0.9966383188962936,1226.55,209,2.434263905286789,0.6567490893602371,116.10000000000001,33.8,475,-0.011490000288467854,75.33,0.04821326011326164,0.7180150832780308
3808000,0.9769802355766296,1213.42,209,2.372788994312286,0.6503227865695953,113.30000000000003,33.8,476,-0.020844059848459436,74.45,0.04535670350771397,0.7857535562402365
3816000,0.986074241399765,1200.81,209,2.5041890931129456,0.6528498685359955,113.30000000000003,33.8,477,-0.012160253144684248,74.08,0.05229082924313843,0.7964782425829418
3824000,0.9938930875062942,1189.16,208,2.4864557576179505,0.6282856428623199,113.0,33.8,478,-0.0183984847782267,76.22,0.048444320524577054,0.7249660937554023
3832000,1.0303101140260695,1195.28,208,2.078624477982521,0.6629482364654541,113.0,33.8,479,-0.009938344326219522,76.61,0.03325112757273018,0.6096720332471824
3840000,1.0116691726446152,1211.62,209,2.4964505141973494,0.6237740647792817,113.0,36.9,480,-0.012367730268160813,78.98,0.04943797038402408,0.7292389268639766
3848000,0.939303319901228,1259.92,209,2.761424251794815,0.7076525092124939,113.0,43.0,481,-0.006764473417588306,85.42,0.07417153018992394,1.286159571302415
3856000,0.9737605637311936,1265.38,209,2.4166645157337188,0.6401382434368134,113.0,44.9,482,-0.019039405634393915,86.42,0.04633107766043395,0.883736207304527
3864000,0.9530300915241241,1270.06,209,2.8121803039312363,0.5323291701078415,113.50000000000004,45.900000000000006,483,-0.01364227905345615,86.58,0.0868514462420717,0.9972456365484405
3872000,0.965519979596138,1264.96,209,2.63758890748024,0.6814072155952453,118.20000000000002,45.900000000000006,484,-0.017208374007495877,86.78,0.07487725296756252,1.0097410526770567
3880000,0.9750476175546646,1270.68,208,2.4489825981855393,0.708919420838356,118.20000000000002,45.900000000000006,485,-0.01775425218977034,87.39,0.05160894328262657,0.8482106618318125
3888000,0.9822261732816696,1292.99,208,2.9638465708494186,0.5647398757934571,141.3,47.9,486,-0.010620554202469067,91.87,0.08782550042960793,1.0394699198503121
3896000,0.9900631302595139,1296.88,208,2.3173252522945402,0.6681240457296371,144.60000000000005,47.9,487,-0.014865563823259436,93.73,0.04811655832454562,0.8526854715205577
3904000,0.9746817511320114,1293.41,208,2.6095313948392866,0.5929098087549209,122.10000000000018,45.900000000000006,488,-0.028538806806973297,90.21,0.0566304285870865,0.9199028097284468
3912000,0.9551535421609878,1298.35,208,2.5929566872119905,0.7206912839412689,144.60000000000005,45.900000000000006,489,-0.010528879118501209,95.41,0.055302308336831627,0.9265536861422707
3920000,1.0004133278131484,1292.66,208,2.686819328665733,0.55514184653759,144.60000000000005,45.0,490,-0.029906885460950435,95.17,0.05987478676252067,1.1139846415158257
3928000,0.9594714030623436,1287.47,208,2.68355677485466,0.7245333182811737,144.60000000000005,45.0,491,-0.016037075321364683,95.01,0.06217411092016846,1.1797039825733746
3936000,0.9842135405540466,1292.93,208,2.5994291961193086,0.6493509727716446,150.70000000000005,46.800000000000004,492,-0.01893131738412194,96.36,0.05707260590977967,0.8536554900469595
3944000,0.9882798725366593,1296.6,208,2.2386537331342695,0.6768291187286377,150.70000000000005,49.699999999999996,493,-0.016534019226455712,95.47,0.03881692523602396,0.6897710756616202
3952000,0.975495942234993,1302.17,208,1.9433613729476928,0.70356509745121,144.60000000000005,48.8,494,-0.01023932139214594,93.62,0.030849191923625768,0.5473905085624495
3960000,0.9922067761421204,1289.82,208,2.4886642158031465,0.5725400614738464,144.60000000000005,48.8,495,-0.010764466098044068,92.4,0.04887386286631226,0.7961284586006384
3968000,0.9729022288322449,1307.58,208,2.7741317516565323,0.6178794556856155,150.70000000000005,48.8,496,-0.018962233589481913,94.62,0.0822327895509079,1.2844362697399896
3976000,0.7881886775232851,1265.88,208,3.952513493299484,-0.12903103947639466,158.10000000000008,43.8,497,-0.02725276391429361,91.39,0.17235349274240433,1.5514355178013883
3984000,0.53288822930881,929.57,208,2.1565922713279724,0.024710314869880675,104.20000000000002,0.0,498,-0.007063777068960348,60.34,0.033905216599814596,0.7361072634613194
3992000,0.9972256869077682,906.41,208,2.0727696412801744,0.6601557266712189,104.20000000000002,0.0,499,-0.004415824366878951,58.36,0.03478487907443196,0.7459406315994386
4000000,0.964050709605217,806.06,208,2.6400208389759063,0.469522151350975,94.20000000000002,0.0,500,-0.029240947348680494,45.24,0.05896887437906116,1.0089628831412991
4008000,1.0030664801597595,787.23,208,2.082249460220337,0.6808678919076919,94.0,0.0,501,-0.015857799213845284,41.46,0.03591739528579638,0.6950040097386712
4016000,1.0102605777978897,791.83,208,2.2486456203460694,0.6687370526790619,94.0,0.0,502,-0.00894303960405523,40.68,0.041123100421391424,0.6947559507308546
4024000,0.933596016317606,767.27,208,2.577892045378685,0.49355618536472323,94.0,0.0,503,-0.015971848955377937,40.15,0.054163616406731306,0.910255309895957
4032000,0.966391039043665,703.0,208,2.4391713416576386,0.578515345454216,74.30000000000003,0.0,504,-0.015822188504826043,34.04,0.048994713881984356,0.864081167291304
4040000,1.025887284874916,690.08,208,1.9944941848516464,0.7131149822473526,64.30000000000003,0.0,505,-0.0068240647041238845,31.66,0.03201313919387758,0.5720387408487162
4048000,0.9833777832984925,691.69,208,2.822675948739052,0.6400645440816879,67.60000000000005,0.0,506,-0.020420468716329198,30.33,0.07320874048862606,1.0502390036636655
4056000,0.9969432258605957,742.31,208,2.5834347188472746,0.6952375864982605,79.0,0.0,507,-0.029681630298728123,37.57,0.06066150802653283,1.0227611939296848
4064000,0.992339460849762,799.71,208,2.794425377845764,0.6275796389579773,90.40000000000003,0.0,508,-0.014104493322429334,44.08,0.07138239131774754,0.9756460247415478
4072000,0.9905617952346801,896.68,208,2.4884787076711654,0.6012589001655578,117.2000000000001,2.0,509,-0.02332496573770186,51.9,0.050160567993298176,0.8911053287285445
4080000,0.9732539135217667,928.54,208,2.622827477455139,0.6541669714450836,117.2000000000001,2.9000000000000004,510,-0.014347535991946643,54.42,0.06552578350529074,1.2132248603904419
4088000,0.9611371284723282,1000.88,208,3.003248596191406,0.6088959032297134,135.0,9.9,511,-0.02996463649906218,62.23,0.08035432220436632,1.2563223390788862
4096000,0.9200426930189133,1076.01,208,2.5544362723827363,0.5122358477115632,135.3,17.9,512,-0.01671266216078948,68.44,0.07464483484625817,0.9433389395509559
4104000,0.9470388895273208,1096.26,208,2.4504990005493164,0.6058017486333847,135.3,19.8,513,-0.014692728666996118,71.41,0.04775667703710496,0.7760171698964878
4112000,0.9657185393571853,1141.68,208,3.0856177937984466,0.5525183874368668,143.20000000000005,23.400000000000002,514,-0.03053278768900782,78.05,0.09513382136821746,1.1985103358442475
4120000,0.9690705746412277,1188.74,208,2.2569540369510652,0.6465657567977905,143.20000000000005,32.0,515,-0.024377226065844297,82.61,0.04218223037663847,0.7468646087296666
4128000,0.9347017413377762,1222.65,207,2.743384081721306,0.6971696662902832,145.90000000000006,33.0,516,-0.013750121222110466,87.28,0.07316596292424947,1.182348961060454
4136000,0.9163194394111633,1242.64,207,3.1321928024291994,0.6903999048471451,155.40000000000012,34.900000000000006,517,-0.017946319399634376,91.6,0.08180661943275482,1.3808016256552478
4144000,0.9568094253540039,1250.02,207,2.736749231815338,0.5379459309577942,169.00000000000009,35.0,518,-0.01474313838989474,94.63,0.06926750184502453,1.0399018306144139
4152000,0.9754537886381149,1253.83,207,2.0311029624938963,0.6829879039525986,169.00000000000009,35.0,519,-0.013352723166462965,95.24,0.03524839501595125,0.6153694545665368
4160000,0.9451411944627762,1308.54,207,3.1134322559833527,0.7155080360174179,178.9000000000001,42.900000000000006,520,-0.015411233223276213,102.89,0.09007756969658658,1.2497168495260982
4168000,0.9886130684614182,1322.77,207,2.134021114706993,0.655412386059761,188.1000000000001,44.8,521,-0.010130604950827547,105.35,0.0392713205749169,0.6928758476459289
4176000,0.9700715965032578,1353.62,207,2.935440303683281,0.5856847751140595,198.70000000000005,56.5,522,-0.02400565496121999,110.23,0.06978404686786234,1.2775622919959175
4184000,0.9480614525079727,1360.75,207,2.793609693646431,0.6449137383699417,198.70000000000005,61.50000000000001,523,-0.02631864733368275,111.63,0.07995813795831054,0.9838265949032783
4192000,0.9097834527492523,1357.82,207,2.816005630493164,0.6773163175582886,205.60000000000002,56.5,524,-0.012373202584276441,112.87,0.07237290961202233,1.0590949529239224
4200000,0.9392474710941314,1359.78,207,3.278579329252243,0.5901965856552124,211.10000000000002,61.50000000000001,525,-0.014364075545963716,115.14,0.10530116296373308,1.2163246416626492
4208000,0.970527600646019,1367.03,207,2.3228825443983077,0.6276495444774628,211.10000000000002,61.60000000000001,526,-0.011743593706341926,115.45,0.04376298361923545,0.8079741949865337
4216000,0.9569082391262055,1360.93,207,2.7896293717622758,0.6544189691543579,211.10000000000002,62.900000000000006,527,-0.011722711656038881,115.8,0.0733301566215232,1.068849393440374
4224000,0.9644966661930084,1375.66,207,2.922921168208122,0.6652658832073212,212.60000000000005,64.8,528,-0.010356402040924877,117.66,0.09153314867988228,1.0258885259980512
4232000,0.9694092309474945,1381.16,206,3.0416374146938323,0.6446990144252777,218.70000000000005,66.8,529,-0.007383440337434877,121.28,0.09119676175061614,1.1979345155744325
4240000,0.9792119860649109,1373.48,206,2.3358912259340285,0.608249351978302,218.70000000000005,64.8,530,-0.01476448363496388,119.91,0.045554757295176385,0.6986449203178947
4248000,0.9962942481040955,1372.39,206,2.4496371853351593,0.6063238394260406,218.70000000000005,64.8,531,-0.016094447888899594,118.91,0.05037093871505931,0.7773848595054537
4256000,0.9922764599323273,1377.12,206,2.5663714706897736,0.6382819765806198,218.70000000000005,62.900000000000006,532,-0.027103120139863678,117.92,0.05353567275218665,0.909084060767155
4264000,0.9774369174242019,1384.28,206,2.2079545325040817,0.6986666232347488,218.50000000000006,62.900000000000006,533,-0.003278228826238774,118.12,0.04683882607612759,0.7408363161126104
4272000,0.9426246082782745,1383.87,206,2.5117500841617586,0.59320960521698,223.10000000000002,62.900000000000006,534,-0.026204072579857893,118.28,0.054688763064332305,0.8318007801879171
4280000,0.9615194684267044,1388.82,206,2.6344885993003846,0.5963878518342972,218.50000000000006,64.9,535,-0.023210482687900366,116.14,0.06157399289309978,0.8539821637064954
4288000,0.9620626771450043,1388.47,206,2.5807454305887223,0.7137687480449677,224.10000000000002,66.8,536,-0.012489609704134636,119.12,0.07006614291109145,0.9137990995315124
4296000,0.9397988659143448,1400.23,206,3.6387500309944154,0.6858031284809113,228.20000000000002,64.9,537,-0.010776261652936228,120.88,0.14277525996323676,1.5522978112069195
4304000,1.0116245979070664,1392.08,206,2.669703788757324,0.6988285136222839,228.9000000000001,63.9,538,-0.02187964507684228,121.55,0.06410654549952596,0.9604746877553376
4312000,0.9919018137454987,1382.16,206,2.654632635116577,0.5937934422492981,228.9000000000001,57.9,539,-0.014612966702152334,120.42,0.08573535562492907,0.8570990503184639
4320000,1.0166521018743515,1371.69,206,2.313494686484337,0.6706612491607666,224.40000000000003,49.0,540,-0.013869109313236549,116.02,0.045460988923441616,0.7522495081471913
4328000,1.0060775136947633,1364.29,206,2.6426172006130217,0.5944457674026489,218.50000000000006,49.0,541,-0.028432355700351762,111.74,0.056605882116127756,0.9159334869295392
