P01:episode_rewards,fps,advantage_norm,frames,grad_norm,PMM:episode_rewards,policy_entropy,epoch_idx,value_loss,policy_loss,P09:episode_rewards,episode_length,explained_variance
0.0,244,1.5311426566168667,8000,1.1713927060845426,0.9111111111111111,1.3530728673934938,1,0.03350980978501866,-0.004427856403635815,2.0,164.06666666666666,-1.2037671905755998
0.0,165,1.2099410443753005,16000,0.2058008674318671,1.064516129032258,1.368161426782608,2,0.013642214962874277,8.963687345385552e-05,3.0,168.70967741935485,-0.005553891062736511
0.0,172,1.3871455700322985,24000,0.17869549358730594,1.23,1.3765193581581117,3,0.016413778035466748,0.00044734368892022756,3.0,174.83,-0.01381189227104187
0.0,179,1.3126134039461612,32000,0.16074241182823015,1.46,1.3832267785072327,4,0.015622950509605289,0.001983565973932855,4.0,184.33,-0.01816949009895325
0.0,185,1.1649353048205375,40000,0.14786630874531653,1.65,1.3846142566204072,5,0.013119602389597276,0.0027367403847165404,4.0,188.78,-0.013038906455039977
0.0,191,1.321277205515653,48000,0.16649342962135166,1.47,1.3838010776042937,6,0.0144487854625595,-0.0004181464749854058,4.0,182.45,-0.011198688745498658
0.0,195,1.3458009684085845,56000,0.1806959708778912,1.51,1.3831057369709014,7,0.01626064245876478,0.0010063741635531187,4.0,185.35,-0.009609882235527039
0.0,198,1.046028338521719,64000,0.1328026923847519,1.52,1.3812802517414093,8,0.010539185241468659,0.00016035288106650114,3.1000000000000085,183.23,-0.006530238389968872
0.0,202,1.218473363146186,72000,0.1609851735070459,1.26,1.3776924085617066,9,0.013604528310570458,0.0003635278490219207,3.0,174.02,-0.003892449140548706
0.0,201,0.9072121723182499,80000,0.13023594365286262,1.13,1.3732496678829194,10,0.009352897667390607,0.00015568013070151209,3.0,170.2,-0.003173335790634155
0.0,201,1.1038601045310497,88000,0.16854879177650114,1.07,1.3800621032714844,11,0.012003965809781221,0.0027610106812790036,2.1000000000000085,167.27,-0.029532724022865296
0.0,204,1.0947240359336137,96000,0.16749282853413938,1.19,1.3832174265384674,12,0.011951501514813572,-0.00044595781597308817,3.0,172.89,-0.03620636880397796
0.0,203,1.236086726859212,104000,0.22027628006985128,1.2,1.3774816811084747,13,0.015051249483894935,0.004982479859609157,3.0,174.92,-0.01256150722503662
0.0,203,1.1893883328139783,112000,0.20043260667659396,1.36,1.378852424621582,14,0.012819729216134874,0.0006331426114775241,3.0,179.18,-0.02894009828567505
0.0,205,1.1934359470009803,120000,0.23698495785973164,1.47,1.3833066642284393,15,0.013650082248204853,0.0009650969970971346,3.0,185.2,-0.014534158706665039
0.0,207,1.5663006128370762,128000,0.39494080167692597,1.6,1.378345398902893,16,0.02214651402377058,0.0044319521955912934,3.1000000000000085,189.37,-0.25672209918498995
0.0,208,1.2582058380544185,136000,0.3011036953828089,1.34,1.374419902563095,17,0.013070661349920555,-0.00119153704479686,3.0,181.27,0.24610384821891784
0.0,208,1.434245193004608,144000,0.5251728583288614,1.42,1.37091677069664,18,0.022994447420933282,-0.0014486013929126784,3.0,184.53,0.09199165046215058
0.0,208,1.2963770160079002,152000,0.3298085567559206,1.44,1.3777960729599,19,0.012772250343696214,-0.00012781044715666213,3.0,184.06,0.5579951220750808
0.0,209,1.3227567780017853,160000,0.31450541675362437,1.42,1.3652510499954225,20,0.012901667424594053,-0.0010127691972593312,4.0,183.05,0.702391128540039
0.0,211,1.3991158896684646,168000,0.3547160359746767,1.95,1.3480255281925202,21,0.013864415276329964,-0.0028174833531375044,5.1000000000000085,201.58,0.7099578154087066
0.0,211,1.2352590948343276,176000,0.3287989096899653,1.76,1.3626811766624451,22,0.01091689034481533,-0.0035310422896873204,5.0,194.8,0.7753007733821868
0.0,211,1.2912650153040885,184000,0.3763348960934866,1.94,1.3700900888442993,23,0.0124611032998655,-0.002500451110827271,5.0,201.38,0.7679732984304428
0.0,212,1.1813161239027976,192000,0.3049703752138059,1.66,1.3645016241073609,24,0.01179018576949602,-0.0032575469644507394,5.0,192.87,0.8501012474298477
0.0,211,1.0343958935141564,200000,0.31279809003752046,1.43,1.3440715754032135,25,0.0087783065502299,0.0002148028981173411,4.1000000000000085,184.99,0.7442659276723862
0.0,212,1.0439003005623817,208000,0.3053841044773339,1.45,1.3668235909938813,26,0.008068813979625701,-0.0042593246349133555,5.0,185.15,0.887797971367836
0.0,213,1.0690486398339272,216000,0.3023626150695392,1.51,1.3444021093845366,27,0.009223084656987339,-0.0017862906270602252,4.0,185.19,0.8628956979513168
0.0,212,0.977567326426506,224000,0.2513945420137729,1.82,1.3447524535655975,28,0.0071198846632614735,-0.00043826613371493293,4.1000000000000085,195.16,0.9010943853855133
0.0,212,0.8254788587987423,232000,0.20640012514198375,1.61,1.3581446862220765,29,0.005537846590741537,-0.0016435906471451744,5.0,188.21,0.9260458588600159
0.0,212,0.868248526751995,240000,0.2252932046317589,1.67,1.3449641704559325,30,0.005391877731308341,-0.0009053555365244392,5.0,193.14,0.9427846562862396
0.0,213,0.9853859528899193,248000,0.25411818096130595,1.71,1.3373255729675293,31,0.007184159023454413,-0.0020322366231994237,5.0,194.45,0.9317579364776611
0.0,213,0.7422949743270874,256000,0.16958163060435016,1.93,1.34229918718338,32,0.004209800317184999,-0.00040040215535555037,5.0,203.4,0.9483434498310089
0.0,214,0.7983705580234528,264000,0.19210194383764795,1.8,1.3495412170886993,33,0.004905122188793029,-8.221798925660551e-05,5.0,198.07,0.9531641966104507
0.0,214,0.8456208476424217,272000,0.22081759496572836,1.68,1.3587549090385438,34,0.005607630416925531,-0.0003299822953704279,5.0,192.14,0.9455606377124787
0.0,213,0.7438059511780739,280000,0.16924362907041005,1.96,1.3482424700260163,35,0.004537588852690533,-0.001601887995348079,5.0,202.73,0.952914627790451
0.0,214,0.758832885324955,288000,0.1664123939031228,2.02,1.3566365110874177,36,0.0046477751724887635,0.00010365630270825932,7.200000000000017,202.43,0.9525954234600067
0.0,213,0.8320408387482167,296000,0.21512814159130036,2.2,1.3493605637550354,37,0.005466925631335471,-0.0018818384941550904,6.200000000000017,210.7,0.9500625306367874
0.0,214,0.9005278228223323,304000,0.24048803978068223,2.43,1.3523920392990112,38,0.008080425581720192,-0.0013684064449921607,6.200000000000017,218.28,0.9151281094551087
0.0,213,0.7002470195293427,312000,0.16020540940483727,2.07,1.361637910604477,39,0.003926908991124947,-0.00047241286025382576,5.1000000000000085,204.18,0.9528330081701278
0.0,214,0.6431226551532745,320000,0.1549318033783331,1.73,1.3399103307723998,40,0.0033220607740804555,-0.0005331326893065124,5.0,193.83,0.9703795379400253
0.0,214,0.5997619402408599,328000,0.1338762066972395,1.8,1.356806001663208,41,0.0031033694348298014,0.00014935066508769523,5.0,197.04,0.9037398087978363
0.0,213,0.8319766534864903,336000,0.20055891698576733,1.9,1.3561634624004364,42,0.00526167408155743,-0.0024803672084817664,5.0,200.72,0.9402155447006225
0.0,213,0.7622702559828758,344000,0.17652435214018733,1.84,1.3497088396549224,43,0.004475833377218805,-0.0013801942259306088,5.0,199.93,0.9563590586185455
0.0,213,0.6024719202518463,352000,0.14132857440479113,2.12,1.3548513638973236,44,0.0029497417114907874,0.0008029931725468487,5.0,211.36,0.9734602689743042
