explained_variance,q_loss,PMM:episode_rewards,policy_entropy,grad_norm,advantage_norm,frames,policy_loss,P09:episode_rewards,episode_length,P01:episode_rewards,epoch_idx,avg_q_retraced,policy_gradient_bias_correction,policy_gradient_loss,model_prob_std,avg_q_selected,rollout_prob_std,fps
-5.099561389287313,0.0004539570437676351,0.0,2.1827441891034445,0.06224251808328612,0.10092535316944122,7200,1.1642025917050584e-05,0.0,0,0.0,1,-0.004256496322341263,0.0,1.1642025917050584e-05,0.010303640893350044,-0.004108846748325353,0.010303640908872088,313
-5.562646778424581,7.493982387435002e-05,0.0,2.194461385409037,0.028298942314977257,0.04860501457005739,14400,0.00034629122219484996,0.0,0,0.0,2,-0.0023649155045859516,0.0,0.00034629122219484996,0.004781933625539144,-0.0027032535950032373,0.004781933536287397,356
-5.6513740221659345,1.6307052525614078e-05,0.0,2.1968324104944865,0.00444740492797908,0.030954635391632717,21600,0.00016734938714459228,0.0,0,0.0,3,-0.0016321748533907035,0.0,0.00016734938714459228,0.00270445984788239,-0.0018212425212065378,0.0027044598207188147,395
-4.41418817838033,2.876707661319718e-05,0.0,2.1963450352350873,0.005306940906296831,0.04977128549168507,28800,0.0002949556071750218,0.0,0,0.0,4,-0.003382301592985944,0.0,0.0002949556071750218,0.004428828404828286,-0.0036299714224393635,0.004428828232145558,419
-5.1137453556060795,7.692550423143984e-06,0.0,2.1970220804214478,0.0019024807602939001,0.022659130456546942,36000,3.363940015409146e-05,0.0,0,0.0,5,-0.0005665073258569464,0.0,3.363940015409146e-05,0.0017375341092702,-0.0006069202627865404,0.001737534039421007,433
-5.117828369140625,9.372670137963724e-06,0.0,2.196925338109334,0.002126869934653336,0.026597566436976194,43200,0.00010282977330765183,0.0,3324.6666666666665,0.0,6,-0.0008023440323692437,0.0,0.00010282977330765183,0.002282380636703844,-0.0009021418368016991,0.002282380621181801,441
-5.509358580907186,4.897802645587035e-06,0.0,2.197135829925537,0.0016725381926169273,0.01190108290563027,50400,2.220000989533825e-05,0.0,3324.6666666666665,0.0,7,0.0005555715656858713,0.0,2.220000989533825e-05,0.0008016643744970983,0.0005086380774931361,0.0008016643075582882,448
-5.560843849182129,1.9256767075148672e-06,0.0,2.1971954107284546,0.0008411730401018199,0.010796053148806096,57600,-1.5569601477712542e-05,0.0,3324.6666666666665,0.0,8,7.986493292264641e-05,0.0,-1.5569601477712542e-05,0.0006864073075121269,0.00010016160243443058,0.0006864072871394456,452
-4.733138370513916,3.859187526700225e-06,0.0,2.197107927004496,0.0010905135559539742,0.016826160981630287,64800,3.488801106262448e-05,0.0,3324.6666666666665,0.0,9,-0.00017617336804202446,0.0,3.488801106262448e-05,0.0013714768128314367,-0.0002223094479025652,0.001371476769175691,457
-5.0824061870574955,2.217289763706276e-06,0.0,2.197149705886841,0.0007383468262683333,0.0116312534470732,72000,-3.4998507301982804e-05,0.0,3324.6666666666665,0.0,10,0.0002824777698454758,0.0,-3.4998507301982804e-05,0.0009879742739334083,0.0003308576347383981,0.0009879742491951523,462
-4.500933957099915,3.2419721340678126e-06,0.0,2.197111129760742,0.0010082117491124693,0.017525508642817537,79200,2.0947073448951414e-05,0.0,3324.6666666666665,0.0,11,-0.00013602967374026775,0.0,2.0947073448951414e-05,0.0015202246717914629,-0.0001669414166826755,0.0015202245912708653,465
-5.722803608576457,4.593071642725969e-07,0.0,2.1972078323364257,0.0002899656191900814,0.004504905536305159,86400,-2.0972508878003282e-05,0.0,3324.125,0.0,12,0.0008022441674256697,0.0,-2.0972508878003282e-05,0.000338739731523674,0.0008078433573246002,0.00033873970411756694,468
-5.737253793080648,1.4255727707042828e-06,0.0,2.1972031195958457,0.0006112513105854644,0.005129874194972217,93600,-3.4144366039375504e-05,0.0,3324.125,0.0,13,0.00036373628754517997,0.0,-3.4144366039375504e-05,0.00038542053395455395,0.00039109148947318316,0.0003854205249808729,473
-5.512387720743815,3.728471887380162e-07,0.0,2.1972145080566405,0.00032724777994343326,0.004231664639276763,100800,-1.4231106615625321e-05,0.0,3324.125,0.0,14,0.0006589121733062105,0.0,-1.4231106615625321e-05,0.000309388396757034,0.0006593201868478597,0.0003093883725038419,475
-4.823782221476237,1.8026611722158728e-06,0.0,2.1971667925516765,0.0006471401168836067,0.013316325443641593,108000,1.793387083732038e-05,0.0,3324.125,0.0,15,0.00017141431517302407,0.0,1.793387083732038e-05,0.001145784733671462,0.0001472980079701832,0.0011457847169367597,479
-5.2608648300170895,4.142819991947988e-07,0.0,2.197212068239848,0.0002207146938179532,0.004466521648767715,115200,-2.1659252130727206e-05,0.0,3324.125,0.0,16,0.0006543347709036122,0.0,-2.1659252130727206e-05,0.0003521192292585814,0.0006586562942175079,0.0003521192270757941,485
-4.402786392711459,1.2276693845370532e-06,0.0,2.1971808887947173,0.0005321298919584063,0.010804289627888625,122400,-5.8125350935572214e-06,0.0,3324.0833333333335,0.0,17,0.0003921595404002195,0.0,-5.8125350935572214e-06,0.0009594120148289047,0.0003826214201820668,0.0017854225814427616,485
-4.467086834283102,3.4516785020175276e-07,0.0,2.197214248303383,0.00022741067248534765,0.005196760419094639,129600,-1.896079588487423e-05,0.0,3324.0833333333335,0.0,18,0.0006573016887751504,6.327151395405887e-11,-1.8960859149325686e-05,0.00043604157703186264,0.0006630387313276832,0.0028390170696392094,478
-4.187079442067752,2.1085589266580027e-07,0.0,2.19721845168916,0.0001634603578646522,0.004240714712068439,136800,-2.017744345996634e-05,0.0,3324.0833333333335,0.0,19,0.0004885017586870134,-6.593858915672336e-12,-2.01774368671403e-05,0.00034629774597710324,0.0004984027982988794,0.0025182367497741543,470
-4.4978885563214615,1.4659284139096344e-07,0.0,2.1972202066611994,0.00011941566042034764,0.0035615428574584215,144000,-1.9667581899293738e-05,0.0,3324.0833333333335,0.0,20,0.0004968755199260876,-3.755572043827118e-12,-1.966757814004897e-05,0.00029803996504130533,0.0005054468015672654,0.0022182664960875686,462
