approx_kl_divergence,advantage_norm,grad_norm,frames,PMM:episode_rewards,clip_fraction,P09:episode_rewards,policy_loss,episode_length,epoch_idx,value_loss,fps,policy_entropy,P01:episode_rewards,explained_variance
0.05582721779856058,15.968719053268433,139.70004470588628,10240,53.90625,0.3266357421875,145.0000000000001,0.01313767201754672,296.96875,1,16.11749515264528,190,1.5766850816085936,0.0,-0.035384053364396095
0.0031690480121170594,15.968718236684799,0.7655196911694995,20480,73.10606060606061,0.226904296875,150.0,-0.001209523336001439,297.8030303030303,2,0.03313867787946947,177,1.74557693824172,0.0,2.6077032089233397e-09
0.0015428320430089571,15.968718218803406,0.2590866912060157,30720,102.52525252525253,0.1005615234375,230.00000000000009,-0.0015702060150942997,309.35353535353534,3,0.02068304469285067,184,1.775357224047184,0.0,-8.195638656616212e-09
0.0010474857399771053,15.96871834397316,0.2054782973137755,40960,133.75,0.0643798828125,277.5000000000002,-0.0013489365186615033,322.17,4,0.022655606185435318,189,1.7743536546826362,0.0,-9.313225746154785e-09
0.000713569451968965,15.968718028068542,0.13464695164414936,51200,183.75,0.029052734375,475.0,-0.0012052320282236906,336.65,5,0.021803211318911053,192,1.7591497167944907,25.0,-3.7252902984619143e-10
0.0003616359156325188,15.968718200922012,0.09728218529371832,61440,212.25,0.01025390625,525.0,-0.0010113344687852077,347.55,6,0.02222844481584616,193,1.7683833964169025,47.50000000000001,-1.9371509552001954e-08
0.00035515913929486944,15.968718475103378,0.07900442928263982,71680,223.0,0.0,525.0,-0.0010114859378518304,345.67,7,0.026999905199045316,195,1.7668819412589074,50.0,-5.960464477539063e-09
0.0003609034326334637,15.968718373775483,0.0842918806796999,81920,229.5,0.0031494140625,525.0,-0.0010301843976776581,346.91,8,0.023970021816785446,195,1.7527202554047108,50.0,-1.6391277313232423e-08
0.0002148491333691993,15.96871838569641,0.09122186353740586,92160,232.75,0.0021484375,525.0,-0.0006310608521744143,352.73,9,0.02531898763263598,195,1.7710469625890255,75.0,7.82310962677002e-09
0.00017446128452078825,15.96871822476387,0.07204391260502337,102400,241.75,0.0017578125,552.5000000000002,-0.0005545635203816346,359.41,10,0.022278254147386177,196,1.7727722637355328,75.0,-7.82310962677002e-09
0.00021871583248866955,15.968718135356903,0.07021424653278666,112640,197.75,0.00361328125,382.5000000000007,-0.0007076307520037517,347.67,11,0.02038716255337931,195,1.7787448361515998,75.0,1.3783574104309083e-08
0.00020680296213058114,15.968717920780183,0.06879407546354274,122880,184.75,0.0,352.5000000000002,-0.0008838997357088374,341.72,12,0.018589546834118665,194,1.7754729017615318,50.0,-2.6077032089233397e-09
