P01:episode_rewards,PMM:episode_rewards,policy_entropy,value_loss,advantage_norm,grad_norm,P09:episode_rewards,episode_length,frames,policy_loss,explained_variance,epoch_idx,fps
0.0,0.8936170212765957,1.3218414878845215,0.24407453907519083,2.7739438100159166,9.1733811031148,2.0,158.91489361702128,8000,0.05271079495898448,-0.8657000154256821,1,224
0.0,0.91,1.3701632738113403,0.006666137108841213,0.716507682390511,0.11585922611185134,2.0,160.99,16000,0.0009548584563890472,-1.9865178561210632,2,234
0.0,1.16,1.3779920864105224,0.00903740015722633,0.9231405994668603,0.1208536900391001,2.1000000000000085,170.74,24000,0.00031416283687576654,-0.384417222738266,3,242
0.0,1.26,1.3790647161006928,0.008318301334020362,0.8241973098367452,0.12526300646471386,3.0,175.01,32000,0.0016321776644326747,-0.23449161827564238,4,249
0.0,1.34,1.3806444334983825,0.009030061049652432,0.9097580452635884,0.13606678255700425,4.0,180.6,40000,-0.0016623692051507533,-0.18423186361789703,5,253
0.0,1.27,1.3789512038230896,0.008990828028909164,0.9295221827551723,0.1258544114673789,3.0,178.5,48000,0.0003431875887326896,-0.13111097991466522,6,257
0.0,1.34,1.3783191454410553,0.010623537903065881,1.0637583580613137,0.17687917910618153,3.0,180.37,56000,0.0014780943343794205,-0.2598267388343811,7,257
0.0,1.29,1.3740146327018739,0.008406222814733156,0.8688794558495283,0.16198463312694827,3.0,176.56,64000,-0.0001537758469203254,-0.5248377722501755,8,256
0.0,1.21,1.3769669246673584,0.009299880027701874,0.92044393889606,0.15408126026831712,3.0,172.4,72000,0.0015409737116715404,-0.21950591921806337,9,258
0.0,1.34,1.3822534036636354,0.007323418583691819,0.7810216746851801,0.13282263591942856,3.0,177.83,80000,-0.0008094600275944685,-0.22122379899024963,10,259
0.0,1.11,1.3838520753383636,0.009919730783349224,0.9623620313778519,0.14478441238487336,3.0,170.18,88000,0.0006472057150676846,-0.16623414695262909,11,258
0.0,1.33,1.3838972544670105,0.00960442623558265,0.945769026055932,0.1317529449643235,4.0,181.66,96000,8.464077953249216e-05,-0.14012350261211395,12,259
0.0,1.73,1.3841537141799927,0.010206690579652787,1.0459910576790572,0.11815325020441922,5.0,197.47,104000,-0.0003173855075147003,-0.09000817358493805,13,259
0.0,1.74,1.384703335762024,0.009053720288511613,0.92779511757195,0.11000001009606329,5.0,196.33,112000,2.3437360650859772e-05,-0.15982012331485748,14,261
0.0,1.51,1.3844898903369904,0.008585709426952234,0.8737940043956042,0.10917001427483929,4.0,187.65,120000,0.0005848702089861035,-0.11930403470993042,15,262
