policy_loss,explained_variance,PMM:episode_rewards,P01:episode_rewards,fps,frames,advantage_norm,episode_length,value_loss,epoch_idx,policy_entropy,P09:episode_rewards,grad_norm
0.0016807052814328926,-1.0711032462120056,1.4615384615384615,0.0,711,8000,1.2947747124359013,185.87179487179486,0.015283135334011605,1,1.3838725233078002,3.0,0.0951995991262023
0.00336377876898041,0.06161444962024689,1.3103448275862069,0.0,688,16000,1.1103513807803393,180.1494252873563,0.012171881826343451,2,1.3846310412883758,3.0,0.040011729388248735
0.004687966287601739,0.017312939167022704,1.25,0.0,677,24000,1.2386203995347023,176.88,0.014060646973412076,3,1.3851058208942413,3.0,0.04404972454589734
0.0009143502684310079,0.03740750372409821,1.44,0.0,673,32000,1.3064071649685502,186.18,0.014358960459339869,4,1.3852327346801758,3.0,0.04086359901418807
0.0007418468012474477,0.06310990989208222,1.5,0.0,671,40000,1.0556364595517516,186.16,0.011457227589762625,5,1.385940533876419,3.0,0.03287012877251707
0.0013374826865037903,0.08100746870040894,1.28,0.0,668,48000,0.9262970969825983,175.11,0.009236195131852582,6,1.3855604970455169,3.0,0.026442078437165097
0.0020488444867078214,0.1651431703567505,1.16,0.0,669,56000,1.1312742580473423,173.39,0.012765317595421948,7,1.385090582370758,3.1000000000000085,0.038275414969413515
0.0002967656877444824,0.19615283906459807,1.32,0.0,667,64000,1.131559481099248,180.35,0.012439864306543313,8,1.3842598915100097,4.0,0.040021534071766854
0.0019033333142579067,0.1768250024318695,1.34,0.0,667,72000,1.320774972140789,180.77,0.014741507623257348,9,1.382711454629898,4.0,0.048169001192226606
0.0030584382609231396,0.20487594306468965,1.77,0.0,669,80000,1.2805198504030704,197.81,0.014769599537539762,10,1.381624630689621,5.0,0.053164305755997246
-0.001230926297721453,0.2779816162586212,1.78,0.0,667,88000,1.23372851960361,198.23,0.013626656420456129,11,1.3819793772697448,5.0,0.04731278569687409
0.003328178263036534,0.2873270696401596,1.41,0.0,666,96000,1.25364093542099,183.9,0.014208311496186071,12,1.3833356189727783,4.1000000000000085,0.049333214543420975
0.00011456549284048378,0.24858579754829407,1.39,0.0,664,104000,1.1718495536595583,183.5,0.012704116897366476,13,1.382879364490509,4.0,0.04676187137024801
4.887522431090474e-05,0.29244621872901916,1.33,0.0,664,112000,1.1216480080783366,180.26,0.01180517659697216,14,1.3832900965213775,3.1000000000000085,0.04457276036125218
0.002279006024618866,0.33538717091083525,1.31,0.0,663,120000,1.1359328307211398,179.12,0.011363161172848777,15,1.3845242774486541,3.0,0.045186092283546406
0.0004862583772046491,0.42361284136772154,1.33,0.0,664,128000,1.2487165467441081,181.57,0.013299228555843002,16,1.3843714845180513,3.0,0.05893943946369131
0.0016601673560217023,0.4863083165884018,1.39,0.0,665,136000,1.2147926446795463,186.44,0.012047648340521846,17,1.382691628932953,4.0,0.07078768328811612
0.0027698285214682985,0.47394208967685697,1.56,0.0,666,144000,1.4027932158112526,191.7,0.01612682151942863,18,1.3822758603096008,4.0,0.0900182449434002
0.000449590872740373,0.5869249963760376,1.47,0.0,665,152000,1.1013366296887397,184.79,0.010183469768671785,19,1.3792974722385407,3.1000000000000085,0.07842227118314361
0.0016931084959651344,0.5392898523807526,1.25,0.0,665,160000,1.2505896148085593,177.02,0.011960217990563252,20,1.3809108543395996,3.0,0.07876892523175458
0.0009409096068702639,0.6186849790811538,1.71,0.0,666,168000,1.4908305451273918,196.77,0.015929615419590846,21,1.3787599170207978,4.0,0.11591424482630815
0.002435066605103202,0.6719891130924225,1.68,0.0,666,176000,1.313532754778862,194.31,0.012547635671216995,22,1.3799207890033722,4.0,0.08861597966369894
-0.00017855313548352568,0.5510763657093048,1.39,0.0,666,184000,1.2863773253560067,181.82,0.012508125338063109,23,1.383070056438446,3.0,0.11276721605437619
0.0001589107292238623,0.6295165646076203,1.52,0.0,666,192000,1.2657867300510406,185.81,0.012142970516579225,24,1.3847501790523529,3.1000000000000085,0.11560727875209235
0.0017605216591618956,0.6659666991233826,1.28,0.0,665,200000,1.2829980444908142,176.45,0.011963607214856892,25,1.384994226694107,3.0,0.10521854043328346
0.00014672014367533848,0.5758152794837952,1.28,0.0,665,208000,1.2350567078590393,177.08,0.011054503928753547,26,1.3859372425079346,3.0,0.10289962718396524
0.00026406834804220124,0.7120399898290635,1.27,0.0,664,216000,1.1487368938326836,178.49,0.009577680084621534,27,1.3859931910037995,3.0,0.08398797929132128
0.00011171387392096221,0.7781429535150528,1.23,0.0,664,224000,1.2040088433027267,177.07,0.010283602070994675,28,1.3855696523189545,3.1000000000000085,0.09390562854987738
-0.00021418939446448348,0.7548997807502746,1.36,0.0,665,232000,1.2701344561576844,182.36,0.01150464048376307,29,1.385152462720871,3.0,0.10299487650614551
-0.0005884921527467668,0.8159379249811173,1.53,0.0,666,240000,1.2333411666750909,189.64,0.010959938474697992,30,1.3851144886016846,4.0,0.10498052468291796
-0.0026275707021704876,0.8096546137332916,1.9,0.0,666,248000,1.386025643348694,202.59,0.013398060613544658,31,1.3806272995471955,4.1000000000000085,0.10903312297130656
-0.0008756344332368826,0.8193543130159378,1.98,0.0,667,256000,1.3486845129728318,206.84,0.01254516715882346,32,1.3763410031795502,5.0,0.10405976872427365
-0.000946209269168321,0.8733886182308197,1.78,0.0,666,264000,1.1115884616971017,198.23,0.008749006104189903,33,1.3691796815395356,5.0,0.09875915145173787
-0.00035890538536477836,0.8692901015281678,1.63,0.0,667,272000,1.2427795827388763,191.67,0.010627759697381407,34,1.3692078363895417,5.0,0.11595964059612932
-0.00014408957737032323,0.8937487173080444,1.6,0.0,667,280000,1.2431410974264145,191.34,0.010403723594499752,35,1.3621351063251494,5.0,0.11075444779866585
-0.000794843783514807,0.8941497755050659,1.88,0.0,668,288000,1.156814249753952,202.75,0.00942029049154371,36,1.363878356218338,6.0,0.08846128405948842
-0.001294341812026687,0.8748592412471772,1.89,0.0,668,296000,1.1493003141880036,203.21,0.009597045099362732,37,1.363849971294403,5.0,0.0953606459248936
-7.48025844222866e-05,0.8934531307220459,1.88,0.0,669,304000,1.1055657291412353,199.43,0.008736040531657637,38,1.359405082464218,5.1000000000000085,0.09106796781887817
0.0006239682636169164,0.8917018151283265,1.83,0.0,668,312000,1.0684985136985778,198.12,0.008277979604899883,39,1.3646902561187744,6.0,0.08616094468343577
0.00012054522812832147,0.9110070484876632,1.66,0.0,668,320000,1.0593519833683969,193.26,0.008090739583130925,40,1.3671378123760223,5.1000000000000085,0.08723922351488651
-0.0029605174070457,0.9171306258440017,1.63,0.0,669,328000,1.10233802318573,192.25,0.008600816995603965,41,1.355207291841507,5.0,0.10533884008698155
-0.0008357665489893407,0.900906172990799,1.98,0.0,670,336000,1.104780937731266,205.33,0.008856927360175177,42,1.3531964099407197,6.0,0.09196430893496482
0.0021963567587954458,0.9043616557121277,1.97,0.0,670,344000,1.0329641193151473,203.08,0.00782627407927066,43,1.3643339693546295,5.1000000000000085,0.07676407800698129
