#{"t_start": 1541704672.9543343, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,221,6.579106
0.0,129,9.35283
0.0,127,12.009392
0.0,129,14.98826
2.0,204,19.541552
4.0,302,26.498578
0.0,125,29.178841
2.0,200,33.664962
1.0,175,37.520501
5.0,351,45.705698
2.0,223,50.809937
0.0,127,53.459271
1.0,157,56.853898
0.0,127,59.576189
0.0,125,62.495602
1.0,173,66.431906
3.0,233,71.665679
0.0,127,74.580247
3.0,274,80.489094
1.0,174,84.253008
0.0,127,87.163845
3.0,249,92.775778
2.0,202,97.316122
4.0,299,104.272649
0.0,127,106.997883
4.0,299,113.644838
1.0,155,116.756313
1.0,171,120.499069
5.0,331,128.254319
1.0,173,132.123856
0.0,127,135.002895
4.0,297,141.907223
1.0,173,145.725855
1.0,175,149.834979
0.0,129,152.768795
4.0,279,159.325936
1.0,153,162.737439
12.0,541,175.435411
0.0,125,178.107301
1.0,172,181.888196
3.0,230,187.157039
1.0,173,190.762382
5.0,351,198.779478
0.0,123,201.324023
2.0,226,206.248267
2.0,202,210.940474
6.0,379,219.497194
0.0,125,222.297316
1.0,157,225.787807
1.0,157,229.118187
2.0,200,233.743312
1.0,157,237.227676
0.0,129,239.900176
2.0,202,244.468145
0.0,123,246.922207
2.0,202,251.188986
2.0,203,255.78061
4.0,273,261.955324
0.0,129,264.603589
2.0,199,269.098953
0.0,129,271.809395
2.0,224,276.682917
0.0,129,279.569723
1.0,153,282.944188
0.0,125,285.667583
0.0,127,288.346814
0.0,125,291.319936
0.0,125,294.121477
0.0,127,296.911076
2.0,202,301.409948
2.0,206,306.058868
0.0,129,308.782496
1.0,155,312.205115
1.0,177,316.381389
0.0,129,319.23733
0.0,127,321.888335
1.0,176,325.783979
7.0,426,335.665814
1.0,157,339.02008
0.0,127,341.804914
0.0,129,344.517924
2.0,183,348.250561
2.0,198,352.703907
0.0,129,355.362129
0.0,125,357.964879
1.0,157,361.230103
2.0,202,365.876276
5.0,367,373.878846
2.0,202,378.539537
0.0,123,381.012331
0.0,129,383.621579
0.0,129,386.53615
0.0,127,389.291646
2.0,202,393.772176
0.0,127,396.460548
0.0,127,399.219512
9.0,404,408.209691
0.0,127,411.090553
4.0,297,417.84804
0.0,127,420.495881
2.0,202,424.933542
1.0,175,428.673873
4.0,290,435.032537
3.0,248,440.372874
1.0,173,443.985474
2.0,202,448.341929
3.0,230,453.254519
2.0,202,457.975908
1.0,157,461.443758
0.0,125,464.138264
0.0,127,466.832011
0.0,125,469.654527
1.0,155,472.872039
0.0,127,475.604052
1.0,153,478.733462
0.0,129,481.628873
5.0,350,489.076302
5.0,352,496.700957
2.0,224,501.680477
0.0,129,504.579357
3.0,253,510.077049
0.0,127,512.777754
0.0,129,515.49232
1.0,177,519.459493
0.0,127,521.894756
1.0,175,525.480704
0.0,129,528.270748
0.0,129,530.894741
2.0,200,534.973112
9.0,404,543.934507
2.0,202,548.465465
0.0,129,551.420054
0.0,129,554.137441
3.0,248,559.783515
5.0,350,567.393277
0.0,129,570.077661
2.0,200,574.608312
11.0,478,585.30116
1.0,174,589.158543
0.0,129,591.872816
0.0,127,594.331195
9.0,404,603.049705
2.0,202,607.355108
5.0,350,615.246262
5.0,350,623.412328
2.0,202,627.88431
3.0,230,632.942398
9.0,404,641.497272
2.0,200,645.871851
3.0,246,651.076246
0.0,127,653.865857
0.0,127,656.603045
2.0,202,660.893954
2.0,202,665.249968
0.0,129,668.244347
0.0,129,670.976671
0.0,129,673.605791
1.0,155,676.770823
3.0,248,682.220839
0.0,123,684.759577
2.0,198,689.19031
5.0,350,696.830882
10.0,451,706.842809
10.0,454,716.781439
9.0,401,725.807727
8.0,480,736.794641
2.0,198,740.945981
0.0,127,743.303572
0.0,127,745.803104
1.0,173,749.560254
0.0,127,752.221828
2.0,202,756.487997
6.0,400,765.212166
1.0,153,768.309235
9.0,402,777.374236
0.0,127,779.984186
9.0,404,788.976781
2.0,202,793.31768
0.0,129,796.086999
4.0,297,802.410644
2.0,202,806.852899
5.0,350,814.214159
0.0,127,817.028099
1.0,154,820.165996
0.0,129,822.737493
0.0,129,825.253416
9.0,426,835.109792
1.0,177,838.867777
1.0,155,842.372188
3.0,252,847.928368
1.0,155,850.990715
1.0,158,854.501484
7.0,451,864.564202
2.0,202,868.554731
0.0,123,871.05355
2.0,202,875.510846
3.0,269,881.270911
2.0,200,885.765507
11.0,481,896.12
2.0,202,900.633511
2.0,201,904.932255
5.0,350,912.500446
0.0,129,915.168546
0.0,127,917.83007
0.0,129,920.552049
5.0,349,927.958129
5.0,350,935.661221
1.0,175,939.308104
3.0,270,945.463611
11.0,469,955.685436
2.0,187,959.582601
3.0,228,964.475168
3.0,247,969.846871
0.0,129,972.375937
3.0,231,977.301735
2.0,200,981.48506
2.0,223,985.980474
4.0,297,992.601514
17.0,586,1005.574502
0.0,127,1008.100864
0.0,129,1010.810235
3.0,230,1015.664914
4.0,297,1022.072653
0.0,129,1024.852244
5.0,355,1032.306824
0.0,129,1035.155413
2.0,199,1039.109936
1.0,155,1042.289543
3.0,268,1048.291059
1.0,177,1051.936527
1.0,158,1055.186764
5.0,350,1063.078777
4.0,321,1070.055275
4.0,297,1076.26306
0.0,127,1078.848768
