value_loss,episode_length,epoch_idx,explained_variance,advantage_norm,fps,PMM:episode_rewards,policy_entropy,frames,policy_loss,grad_norm,P09:episode_rewards,P01:episode_rewards
0.5172224565083706,179.26829268292684,1,-3.010716544389725,3.8252218206971884,227,1.2926829268292683,1.3207097837328912,8000,0.09416609147418058,16.358303113259232,3.0,0.0
0.008120877641604239,180.27586206896552,2,-1.0188995862007142,0.8534921338781715,225,1.3448275862068966,1.377083739042282,16000,-0.00029828833939973267,0.12243094867616815,3.0,0.0
0.009966671555430366,185.21,3,-0.3115603083372116,0.9741524041630327,240,1.41,1.3823634254932404,24000,0.0005206384597113356,0.1504666771026101,4.0,0.0
0.008621191973766144,184.15,4,-0.20169275343418122,0.9116521028056741,249,1.37,1.3840281295776367,32000,0.001205438428441994,0.11656239212105919,4.0,0.0
0.010273468152572605,183.62,5,-1.6781781953573227,1.0319243485480547,254,1.42,1.3850159907341004,40000,0.0009336678935142117,0.1343811863596854,3.1000000000000085,0.0
0.007087769171221225,183.58,6,-0.3351959592103958,0.7514502501115203,253,1.4,1.3847730267047882,48000,7.915700582088902e-05,0.1269455148933344,3.0,0.0
0.010594004671220318,180.74,7,-0.2688291776180267,1.0320802769437432,252,1.4,1.3842711174488067,56000,0.002049008853500709,0.1572588022816373,3.1000000000000085,0.0
0.009241587129845357,179.57,8,-0.32355624973773955,0.9375372029095889,252,1.36,1.3855146884918212,64000,0.000679075634587889,0.14661862716714114,4.0,0.0
0.008127483669727553,181.45,9,-0.25908360064029695,0.8313308543525636,253,1.35,1.384522601366043,72000,0.0013848225644323975,0.1382059874418692,3.1000000000000085,0.0
0.008606084141247266,175.89,10,-0.21559616386890412,0.886323619261384,254,1.21,1.3842535889148713,80000,0.0002931950270431116,0.14608205018980797,3.0,0.0
0.009182026745384065,177.25,11,-0.10181443274021149,0.9393181389570237,254,1.28,1.3851550614833832,88000,-9.222136926837266e-05,0.15593293018340718,3.0,0.0
0.007742929074320273,180.13,12,-0.18170990765094758,0.8296249866485595,254,1.38,1.3850595927238465,96000,-7.851016707718372e-06,0.12726038469485693,3.0,0.0
0.009359968413973548,183.71,13,-0.044153674244880675,0.9908864903077483,256,1.42,1.3842127525806427,104000,0.0010682642625761218,0.1575757997027923,4.0,0.0
0.007765284324614185,188.42,14,-0.2647376871109009,0.8753988582268357,256,1.48,1.3831744194030762,112000,0.0011553553870908217,0.1551680788356684,4.0,0.0
0.007495437582219893,178.21,15,-0.19512961089611053,0.8368680335581302,256,1.31,1.3819090127944946,120000,-0.0011632756306789816,0.16323425561499846,3.0,0.0
0.007561677500343649,177.43,16,-0.09875868320465088,0.9073363580554724,257,1.3,1.381280198097229,128000,-0.00012489963555708527,0.18187972373190553,3.1000000000000085,0.0
0.008644158050228725,188.72,17,-0.20148928761482238,0.9855510866641999,257,1.59,1.3809346771240234,136000,0.0003346291642810684,0.18842808024089128,4.0,0.0
0.007688937648053979,194.87,18,-0.5618998545408249,0.9217881022393704,257,1.7,1.382863211631775,144000,-0.0006433498329715804,0.21351782371068884,4.0,0.0
0.005743677643185947,180.19,19,-0.24127471387386323,0.7266612034291029,257,1.29,1.3845981979370117,152000,0.0005673883749113883,0.16143935115204783,3.0,0.0
0.007832417899335269,183.59,20,0.1825280338525772,0.9511282460391521,258,1.35,1.3825405526161194,160000,-0.0007227059674914927,0.20171674744292856,4.0,0.0
0.005547218386927852,192.08,21,-0.34985303997993467,0.7569665615260601,259,1.61,1.3830472481250764,168000,-0.0003711183630366577,0.17222167940355337,4.0,0.0
0.005950644903132343,183.28,22,-0.13762050867080688,0.7808802378177643,260,1.38,1.3808637106418609,176000,0.0010911628326903155,0.178677635952752,4.0,0.0
0.006407486961979885,176.66,23,0.19969260334968567,0.8549137614667416,261,1.2,1.3841889214515686,184000,-0.00024252986506326124,0.17359445204667934,3.0,0.0
0.007336343831702834,186.01,24,0.021225264072418214,0.8952056680619717,262,1.47,1.3825847315788269,192000,-0.00044787254417315124,0.20036573737706664,4.0,0.0
0.006889594183012378,192.04,25,0.3555778104066849,0.8917582815885544,261,1.66,1.3839379560947418,200000,0.0015634730638703332,0.17015856821113182,4.1000000000000085,0.0
0.006634811670664931,192.71,26,-0.020639277696609497,0.85021414488554,262,1.66,1.3840875005722046,208000,-0.0004922326101223007,0.16543900711182058,5.0,0.0
0.006685399827256333,188.93,27,0.03852432131767273,0.8451312063634395,262,1.5,1.3824871981143951,216000,-0.00012094281722966116,0.16771308129987753,4.0,0.0
0.005205264249962056,182.98,28,-0.34990570425987244,0.7225845102965832,263,1.4,1.3769970655441284,224000,-0.0007585556946287397,0.14737570208082912,4.0,0.0
0.00505523775202164,174.89,29,-0.27367897450923917,0.7095829769968987,263,1.25,1.3757198452949524,232000,-0.0003063887330972648,0.13840507614908565,3.0,0.0
0.006140110713604372,170.96,30,-0.24461763262748717,0.82674710765481,264,1.13,1.3722238969802856,240000,-0.0012760272899322446,0.1937528600807294,2.0,0.0
0.004201657897938276,165.69,31,-0.714044982790947,0.6352090565115214,264,1.01,1.3700907516479492,248000,-0.0006763413732551271,0.12773811746106126,2.1000000000000085,0.0
0.004684855403975234,171.09,32,0.27154458940029147,0.7124735940247774,264,1.1,1.3735129392147065,256000,-0.000949980050791055,0.1587910280258587,3.0,0.0
0.0049594726411305605,177.48,33,0.2411698192358017,0.6919946719706058,265,1.22,1.3782894206047058,264000,-0.00016328951045579742,0.14997963374866508,3.0,0.0
0.004750965908751823,180.75,34,0.18331324815750122,0.6967807820439339,265,1.33,1.37850240111351,272000,-0.0005272419076936785,0.1584424404984921,4.0,0.0
0.0048264454775198825,175.7,35,-0.8293104410171509,0.7210053086280823,265,1.22,1.3775739467144013,280000,0.00095686510008818,0.15203293872542573,4.0,0.0
0.006381381115497789,186.24,36,0.24761655628681184,0.8331150159239769,265,1.53,1.3782661259174347,288000,-0.0014804213926436205,0.17237309227520833,4.1000000000000085,0.0
0.005206908064283197,187.86,37,-0.23143309950828553,0.7480660459399223,265,1.64,1.378487823009491,296000,-0.0003828297075233422,0.15211663068477368,4.0,0.0
0.005085808924341109,170.78,38,-0.03700774610042572,0.748659425675869,265,1.18,1.3814800000190735,304000,-0.0005357940126850735,0.15883877627772047,3.0,0.0
0.004453923485416453,171.74,39,-0.5950184422731399,0.7099475279450417,265,1.14,1.384178754091263,312000,-0.0003307630612107459,0.1642473373976429,3.0,0.0
0.004771772416788735,180.14,40,0.35236311495304107,0.7420466148853302,266,1.29,1.3788280129432677,320000,0.000645161402062513,0.15596832215608897,4.0,0.0
0.005604223350528628,186.88,41,-0.02737472653388977,0.8298831467330455,266,1.48,1.381446076631546,328000,0.00031792009860510007,0.17181485557727869,4.0,0.0
0.004451218586291361,173.74,42,-0.21163036227226256,0.6788351089507342,266,1.2,1.3799071276187898,336000,-0.0003915263332601171,0.13823444766945941,3.0,0.0
0.006586889260433964,173.41,43,-0.646931735277176,0.8538162514567376,266,1.16,1.3809527051448822,344000,-0.0013465845583777991,0.20112106060129903,3.0,0.0
0.005833675038447836,179.96,44,0.08747484624385833,0.8324911682307721,266,1.32,1.37697230219841,352000,-0.0006258449994493276,0.16761307428520186,3.0,0.0
0.006432045960027608,180.75,45,-0.21327394723892212,0.873534193187952,266,1.4,1.381661021709442,360000,0.00018033793749054893,0.1840769300152053,3.0,0.0
0.005151287471235264,176.48,46,0.14480547487735748,0.7769040879607201,265,1.32,1.3733456063270568,368000,-0.0010595942494546762,0.17060655508512607,3.0,0.0
0.005246005688459263,173.32,47,-0.09990939319133758,0.7311063022911548,265,1.23,1.3772240316867828,376000,-0.00047633034031605346,0.151559092668821,3.0,0.0
0.006214101356745232,169.41,48,-0.06596663653850555,0.8248683457821607,266,1.13,1.3811567103862763,384000,-0.0009954606748942751,0.18555611786512238,3.0,0.0
0.00571167002999573,172.47,49,0.050527865886688235,0.8375912295281887,266,1.22,1.3811312472820283,392000,-0.0009535384518676438,0.1847914190905404,3.0,0.0
0.0049617772091005465,176.21,50,-0.04355533540248871,0.7522408504039049,266,1.29,1.3778014123439788,400000,0.0009842821977144923,0.14932976478035967,4.0,0.0
