P09:episode_rewards,episode_length,P01:episode_rewards,fps,frames,policy_entropy,value_loss,grad_norm,PMM:episode_rewards,advantage_norm,explained_variance,epoch_idx,policy_loss
4.0,177.74,0.0,211,112000,1.3730540442466737,0.013404160063946619,0.37884795313241443,1.29,1.3161589473485946,0.6564037281274796,14,-0.003498365136911161
3.1000000000000085,182.5,0.0,213,120000,1.3710835266113282,0.009728202561673243,0.3052153516730849,1.4,1.1386849242448807,0.5186270403862,15,-0.0026296567590907215
3.1000000000000085,185.14,0.0,212,128000,1.3705473256111145,0.014552631452679633,0.40129853353465106,1.52,1.382815680205822,0.7374389052391053,16,-0.0033270818996243177
4.0,183.13,0.0,213,136000,1.3435503846406938,0.024868981587933377,0.6101505563128058,1.45,1.5367811262607574,0.6997329288721085,17,-0.002827765624388121
5.0,207.41,0.0,212,144000,1.3464334774017335,0.011733694977592676,0.41843164906965774,2.01,1.2750652569532395,0.8596905672550201,18,-0.004314053530106321
6.1000000000000085,215.39,0.0,214,152000,1.3305981314182282,0.008528463904513046,0.32861324406826503,2.35,1.1123096504807473,0.9021801942586899,19,-0.0010386829150957056
9.0,222.34,0.0,215,160000,1.3399001288414,0.007222147841821425,0.2957598259171762,2.59,0.9999593913555145,0.923524090051651,20,-0.0017847424233332276
5.400000000000034,211.08,0.0,218,168000,1.3268501377105713,0.005696761185536161,0.23617160438658139,2.25,0.8704785728454589,0.9425513058900833,21,-0.0011118386188900332
6.0,204.91,0.0,219,176000,1.3048948380351066,0.013866272543091328,0.40903735163388205,2.0,1.1328878083825111,0.8879161125421524,22,0.0006217861617915332
5.1000000000000085,203.93,0.0,220,184000,1.321663063764572,0.004653318054624833,0.23852724180195345,1.95,0.7957550555467605,0.9596974045038223,23,-0.0005343225110846106
6.0,208.61,0.0,220,192000,1.3277152025699615,0.004105099477164913,0.19254719117232938,2.13,0.740824312120676,0.9568724423646927,24,-0.0008782553300261497
6.200000000000017,208.27,0.0,220,200000,1.3302977001667022,0.0034269324247725307,0.19171727893280413,2.19,0.6867238727211952,0.9689664828777313,25,-0.0015701103510218672
5.0,190.27,0.0,222,208000,1.337472517490387,0.004056064429314574,0.20540602175702308,1.65,0.7159253078699112,0.9493129074573516,26,-0.0012562338402494788
5.0,187.72,0.0,222,216000,1.3331290292739868,0.0036752071740920656,0.17768784612596708,1.54,0.6754343684017659,0.9448150366544723,27,-0.0010133308940567076
5.0,186.94,0.0,222,224000,1.343795177936554,0.0027996818865358365,0.16333659867081615,1.52,0.6138973331451416,0.9674918562173843,28,0.00036337611731141807
5.0,191.28,0.0,222,232000,1.3617245662212372,0.006638979940325953,0.2378531928959073,1.62,0.8985696956515312,0.9250235813856125,29,-0.0009556252644688357
5.0,189.95,0.0,221,240000,1.3418458902835846,0.0067001273544155995,0.2602398884891665,1.64,0.884011117219925,0.9204701793193817,30,-0.0014635295772677636
6.0,201.2,0.0,221,248000,1.3248762011528015,0.004469864455750212,0.19305021559640262,2.02,0.7438590204715729,0.9598649710416793,31,-0.0004045532828240539
6.200000000000017,214.29,0.0,221,256000,1.3482978427410126,0.004406074993021321,0.17548405756562382,2.34,0.7271216240525246,0.9628922355175018,32,-0.0010752592186327092
6.300000000000026,217.21,0.0,221,264000,1.3542420434951783,0.0037646593355748336,0.174114013827045,2.42,0.6696327961981297,0.9356446933746337,33,0.0001766092560137622
6.0,207.29,0.0,221,272000,1.343321099281311,0.005390303169260733,0.22032975904985722,2.11,0.8335272398591042,0.9464955168962479,34,-0.0009067545600555605
5.1000000000000085,204.21,0.0,221,280000,1.3332585179805756,0.003260680853272788,0.1772659569604458,2.04,0.6269495685398578,0.9744728261232376,35,-0.0009810721984831617
9.0,220.86,0.0,221,288000,1.344125828742981,0.0036715014523360876,0.16918840047440445,2.51,0.6699710299074649,0.9672362279891967,36,-0.0016448627601494082
9.0,216.37,0.0,221,296000,1.3552046477794648,0.005504861652152613,0.21015751584043538,2.45,0.8039075903594494,0.938743913769722,37,0.0002007536674500443
9.0,217.85,0.0,222,304000,1.3490132510662078,0.003416695112828165,0.16664914764268557,2.55,0.6694401235878468,0.9668041485548019,38,-0.0017472106270724908
5.0,201.3,0.0,221,312000,1.3561690616607667,0.0033993151427421254,0.16301471497271916,1.98,0.6381726652383805,0.9646538764238357,39,-2.4426428599326755e-05
5.1000000000000085,204.63,0.0,222,320000,1.3721092283725738,0.005746456267079338,0.20035186393684792,2.08,0.8428327532112598,0.9152492767572403,40,-0.0005455149257613812
6.0,209.27,0.0,222,328000,1.3539510333538056,0.005424766775977332,0.21120661071631738,2.16,0.8277812290191651,0.9499249327182769,41,0.0010018438121187502
6.0,208.37,0.0,223,336000,1.355867587327957,0.0046319464189582505,0.1863414911028449,2.11,0.7281251372396946,0.953309720158577,42,-0.001702159897540696
6.1000000000000085,204.37,0.0,223,344000,1.3380280923843384,0.0023415171094529797,0.12308438469652891,2.1,0.5136138381063938,0.9722374069690705,43,-0.00040525797307054744
5.0,200.3,0.0,222,352000,1.358757826089859,0.005091950409987476,0.19707520354932914,1.94,0.7768314242362976,0.9425682997703553,44,-0.0020317770738620313
5.0,202.89,0.0,222,360000,1.349722796678543,0.003618215117166983,0.15883247301736106,1.99,0.6393546226620674,0.968253709077835,45,-0.00032749105976108693
6.1000000000000085,215.1,0.0,222,368000,1.3593624246120453,0.0032171123259468,0.16076014251146029,2.3,0.654103136062622,0.9668514198064804,46,-0.000700672131497413
8.100000000000009,225.63,0.0,222,376000,1.350443470478058,0.004379372633848106,0.17742502425236345,2.66,0.7260167162120342,0.958683357834816,47,-0.0015435874863760546
7.1000000000000085,223.75,0.0,222,384000,1.3543838024139405,0.004040184746263549,0.16160824937030788,2.53,0.6797655794024468,0.9594573724269867,48,-6.724985723849386e-05
9.0,223.46,0.0,223,392000,1.3574122869968415,0.002896407562220702,0.145644856576924,2.55,0.5907844896614551,0.9683917379379272,49,-0.0007088063581613824
5.1000000000000085,203.45,0.0,223,400000,1.351761088371277,0.0036983112595044077,0.16293386322938416,2.0,0.6526171618700027,0.9635896772146225,50,-0.00039747095142956824
5.0,201.73,0.0,223,408000,1.3701865112781524,0.005427119646628853,0.18968570091811887,1.86,0.8169514855742455,0.9389769160747528,51,-0.0007084671747907123
5.0,201.64,0.0,222,416000,1.3635025596618653,0.00535625264106784,0.183967780176441,1.88,0.8208451718091965,0.933226575255394,52,-0.000575805727567058
5.0,209.8,0.0,222,424000,1.358379964828491,0.00558887542487355,0.21032434474709538,2.13,0.8425538703799248,0.9432786828279496,53,-0.0002261795327649452
7.1000000000000085,221.88,0.0,221,432000,1.3456174504756928,0.005185154702630825,0.19242007521175622,2.5,0.7989974218606949,0.9460051214694977,54,-0.00037404010363388805
7.0,226.46,0.0,221,440000,1.3429045581817627,0.004392949428874999,0.18128557249707092,2.56,0.7367288447916508,0.9641102874279022,55,-0.0012856228975579142
7.0,223.55,0.0,221,448000,1.3517326462268828,0.006769815750303678,0.21141451562916105,2.5,0.9302620857954025,0.9245779931545257,56,-0.0010770255139505025
5.0,227.77,0.0,222,456000,1.365314383506775,0.009949801105540246,0.2971945440377497,2.58,1.1496862238645553,0.8793242144584655,57,-0.00022957843088079245
5.0,218.55,0.0,223,464000,1.3658691489696502,0.00787668274191674,0.26425276418665944,2.33,1.016128838658333,0.921861714720726,58,-0.0008208988987644261
5.0,227.88,0.0,223,472000,1.3572340726852417,0.011454561440623366,0.29942713061272513,2.57,1.2421596044301986,0.8568697917461395,59,-0.0037486137670930475
5.1000000000000085,214.68,0.0,223,480000,1.3599301612377166,0.005887989627663046,0.22437274087201473,2.36,0.8897642773389817,0.9359063154459,60,-0.0010141507805383298
5.0,213.55,0.0,222,488000,1.3474375462532044,0.0069257378857582805,0.23761369439803318,2.29,0.9563722142577171,0.9323108315467834,61,0.00017999879753915593
8.0,217.18,0.0,222,496000,1.362660230398178,0.01010787246748805,0.29716882423268065,2.49,1.168840092420578,0.8664232629537583,62,-0.0003970872290665284
6.0,227.92,0.0,222,504000,1.3528865921497344,0.006500754270527978,0.23347296254175418,2.62,0.9263137581944466,0.9314323949813843,63,-0.0008300349379351246
5.0,223.53,0.0,222,512000,1.3578485310077668,0.005033012662315741,0.1918725262772232,2.47,0.818531122803688,0.9449646031856537,64,0.00010433977236971259
5.0,235.6,0.0,223,520000,1.357767049074173,0.007125245585339144,0.26092523870823753,2.76,0.9923419409990311,0.9130260968208312,65,-0.0005116280086804181
5.0,222.26,0.0,222,528000,1.360168880224228,0.008315533894347027,0.2706702626886413,2.43,1.0724712058901786,0.9135023862123489,66,-0.0023272197153710295
5.0,215.68,0.0,222,536000,1.3594365859031676,0.009179412096273154,0.2667460045872886,2.29,1.1236979421973228,0.9054003739356995,67,-0.0010414374569882056
6.0,219.82,0.0,222,544000,1.3546497762203216,0.006595202579628676,0.2439495388119828,2.44,0.9500627416372299,0.9397275960445404,68,-0.0013681475249904906
6.1000000000000085,228.36,0.0,222,552000,1.3620448458194732,0.01105196688324213,0.3113006281223343,2.79,1.2307422596216202,0.8684072417020797,69,-0.0005658913357183337
5.1000000000000085,224.04,0.0,222,560000,1.3520789766311645,0.009431456715683453,0.27828271337313626,2.68,1.1300294509530067,0.893013380765915,70,-0.00036848202719284016
6.200000000000017,231.35,0.0,223,568000,1.3328831160068513,0.005873531347024254,0.21613808429819042,2.9,0.8692916712164879,0.9504458206892014,71,-0.001056636202192749
9.0,236.72,0.0,223,576000,1.3481307578086854,0.00669743690348696,0.215605141159534,3.08,0.9558789032697678,0.9297815257310867,72,-0.0012475558408914366
9.0,244.18,0.0,223,584000,1.3559163689613343,0.00860066300840117,0.24112527351923274,3.24,1.0400617402791976,0.9052767050266266,73,0.0002738934382796288
9.0,241.0,0.0,223,592000,1.3307711732387544,0.007128235601703637,0.25196035637211295,3.13,0.9923758071660995,0.9327270328998566,74,-0.0008146182913333177
9.0,240.23,0.0,223,600000,1.3516564071178436,0.006356568788760342,0.2019027749488859,3.09,0.9160000938177109,0.9401247042417527,75,-0.0003798709093825892
9.0,247.03,0.0,224,608000,1.3427430307865142,0.009121241279644891,0.2606422099264591,3.36,1.12612242937088,0.9093549257516861,76,-0.0007252534938743338
9.0,249.91,0.0,224,616000,1.3489542067050935,0.005677063711918891,0.19622528448048102,3.49,0.8674067467451095,0.9344178521633149,77,-0.0009342956395994406
9.0,243.16,0.0,224,624000,1.3532771968841553,0.008545559428166599,0.2546332336702903,3.21,1.0890423256158828,0.9114779114723206,78,-0.0004739888824951777
9.0,238.06,0.0,223,632000,1.360295342206955,0.004476769719040021,0.1812999139447831,2.99,0.7837432685494423,0.9456569993495941,79,-0.0006992963660741225
6.0,221.31,0.0,223,640000,1.3584866058826446,0.0068425433168886225,0.21473387519109796,2.47,0.9518608111143112,0.9147863852977752,80,-0.0012794136226875709
7.200000000000017,224.8,0.0,223,648000,1.35511195063591,0.005729553188430146,0.20655283963577595,2.62,0.8647398599982261,0.9475744831562042,81,0.0006218907379661687
7.200000000000017,234.31,0.0,223,656000,1.3495328307151795,0.006944178439443931,0.2265794950511848,2.85,0.9840595847368241,0.9179444950819016,82,-0.001681156330741942
7.1000000000000085,236.59,0.0,223,664000,1.3593626356124877,0.007076740827178582,0.23777811470806356,2.91,0.988781481385231,0.9250843107700348,83,-0.0012193016661331058
6.0,225.25,0.0,223,672000,1.3559605014324188,0.007810942141804844,0.24678437987201124,2.5,1.041405774950981,0.9100738090276718,84,-0.0015346928511280567
6.0,227.63,0.0,223,680000,1.3507943952083588,0.007081519701750949,0.24002407429981795,2.6,1.0002320033311844,0.9223730051517487,85,-0.0002796543383738026
6.0,236.07,0.0,223,688000,1.3294029283523559,0.012249957018648274,0.3648507954004719,2.91,1.2813468086719513,0.8514323222637177,86,-0.003275483679753961
5.0,221.24,0.0,222,696000,1.3376209127902985,0.008537190377246588,0.2554453069136564,2.57,1.0794642916321755,0.9063497871160507,87,-0.0008286357342149131
5.0,222.66,0.0,222,704000,1.3299496960639954,0.005953649734146893,0.22053948495331405,2.58,0.9117583671212196,0.9378622531890869,88,-0.0028520549190579913
7.200000000000017,228.89,0.0,222,712000,1.3371988320350647,0.006455230822321027,0.22258381543202418,2.77,0.9289199757575989,0.9310125303268433,89,-0.002146300760450686
9.100000000000009,251.1,0.0,222,720000,1.3503662478923797,0.00784391924738884,0.24743147671165389,3.47,1.0516373389959335,0.9175671404600143,90,-0.0015762781485682354
9.0,246.77,0.0,222,728000,1.337139892578125,0.008153659524978138,0.26317066496781605,3.31,1.0626059368252754,0.918469467163086,91,0.0007273698836797848
8.100000000000009,239.94,0.0,223,736000,1.3360422265529632,0.009395580110140144,0.2783726674969532,3.1,1.1405682852864265,0.9043116724491119,92,-0.0018723357061389834
6.1000000000000085,236.63,0.0,223,744000,1.3477821338176728,0.008102158156689257,0.2518336738867896,2.96,1.073571971654892,0.906087400317192,93,-0.0003787547370302491
8.100000000000009,240.95,0.0,223,752000,1.3210863709449767,0.009695601015118882,0.2772222485556777,3.13,1.1514664760231972,0.8905763924121857,94,-0.002230778217090119
10.0,253.78,0.0,223,760000,1.3257503938674926,0.008509906247491017,0.25344727476926016,3.6,1.103363557457924,0.899885048866272,95,-0.0010966759815346449
10.0,254.93,0.0,223,768000,1.3390816974639892,0.010556651665829121,0.3071397775736661,3.64,1.2406788104772568,0.8626525723934173,96,-0.00252458037546603
9.100000000000009,250.55,0.9000000000000004,223,776000,1.3280964028835296,0.010683080006856471,0.3074702715228808,3.5,1.2352067703008651,0.8869532406330108,97,-0.001455397546524182
6.1000000000000085,250.59,1.0,223,784000,1.3227100443840027,0.012252445889171213,0.42247796589040854,3.3,1.2966427838802337,0.8919607317447662,98,-0.004435690621030517
7.0,267.63,1.0,223,792000,1.2992701053619384,0.0126383054908365,0.3261886242691519,3.62,1.3703580117225647,0.8413849478960037,99,-0.003822952720511239
7.1000000000000085,268.81,1.0,223,800000,1.2780207288265228,0.013217744863359257,0.33401236904596393,3.71,1.3725433826446534,0.8630471783876419,100,-0.000980297004134627
8.100000000000009,281.75,1.0,223,808000,1.3075860524177552,0.014336793157272041,0.35745658054948654,4.16,1.4349295604228973,0.8327245044708252,101,-0.0016178839327767492
9.0,278.05,1.0,223,816000,1.3224992907047273,0.011402942036511377,0.3315641960012687,4.21,1.2756206649541855,0.8860812264680863,102,-0.00031856781744863836
9.0,283.89,1.0,223,824000,1.319986709356308,0.012861940031871199,0.38539550022375046,4.41,1.3708777630329132,0.8695591133832932,103,-0.002211584004398901
8.100000000000009,278.25,1.0,222,832000,1.297476761341095,0.01051880549872294,0.29830620131206453,4.15,1.2436479717493056,0.8984704631567001,104,-0.00335399236966623
7.0,273.83,1.0,222,840000,1.2776986491680145,0.011716975772287697,0.3167716753607127,3.95,1.30212944149971,0.8762557065486908,105,-0.0037453242077026515
7.0,272.46,1.0,222,848000,1.285013076066971,0.00996537138009444,0.2999539753871596,3.91,1.1893940576910973,0.9058504796028137,106,-0.0002936429015244357
8.0,273.85,1.0,222,856000,1.3015199601650238,0.010117102699587122,0.29765957045618924,4.04,1.2109218269586564,0.8926636111736298,107,-0.0023864919944753637
10.0,289.89,1.0,222,864000,1.2842397141456603,0.015089789819903672,0.38818358004950854,4.56,1.4843867444992065,0.8272103160619736,108,-0.004027065103582572
10.100000000000009,305.39,2.0,222,872000,1.2454928958415985,0.01820371799170971,0.5174353791930953,5.07,1.6652766674757005,0.7813387006521225,109,-0.0051234202311025
10.100000000000009,317.9,1.0,221,880000,1.246675978899002,0.016519914295058696,0.4249666378233751,5.39,1.574537189602852,0.8275916230678558,110,-0.0037385391868883745
10.100000000000009,322.46,2.0,221,888000,1.2591479647159576,0.015243707611225545,0.41308334148061354,5.64,1.5051946932077407,0.8320526862144471,111,-0.007299883299856447
10.0,324.7,2.0,222,896000,1.2735012233257295,0.01677587640238926,0.41113545050564604,5.78,1.5699696427583694,0.8166585355997086,112,-0.0007751661509973929
11.0,340.21,2.0,221,904000,1.2597192633152008,0.013874032916501165,0.38685780449308355,6.26,1.4438897770643235,0.8561116081476211,113,-0.006044096379773691
12.0,346.79,2.0,221,912000,1.233957153558731,0.019780240678228436,0.4555664990028499,6.63,1.7074684417247772,0.7932234370708465,114,-0.006601258247392252
12.0,358.83,3.0,221,920000,1.2393528771400453,0.016526844343170522,0.43880947770945233,7.03,1.5804973012208938,0.8289888346195221,115,-0.006814850948867388
12.0,368.13,3.0,221,928000,1.2426915657520294,0.019392051505856215,0.4618309471062072,7.27,1.7072049111127854,0.8116224324703216,116,-0.004012998775579035
12.0,366.21,3.0,221,936000,1.2202538561820984,0.01791707501746714,0.4746472749527166,7.38,1.6571369254589081,0.7949963861703873,117,-0.007021253179991618
12.0,360.58,3.0,221,944000,1.2370912992954255,0.01671414147131145,0.4364646457595289,7.41,1.5909151226282119,0.8187376201152802,118,-0.002925433517393685
12.100000000000009,369.68,4.0,221,952000,1.2274780404567718,0.01644325424917042,0.48529180771657837,7.58,1.5545547223091125,0.8102752697467804,119,-0.005279360904132772
13.0,374.21,4.0,221,960000,1.2443391358852387,0.016207645032554865,0.4090431804087124,7.83,1.5588564050197602,0.8217996597290039,120,-0.002617188437798177
13.0,382.73,4.0,221,968000,1.2500942611694337,0.018651813752949237,0.47573175244190224,7.96,1.666881412267685,0.7963129580020905,121,-0.004807262190734036
13.100000000000009,386.27,4.0,221,976000,1.2329075825214386,0.018398213973268865,0.45426844178591197,8.09,1.6747218298912048,0.8189488780498505,122,-0.0050734814442694185
13.100000000000009,386.08,4.0,221,984000,1.2250813686847686,0.018130188840441406,0.4519315363427433,8.08,1.6505626595020295,0.8027540212869644,123,-0.002760756136558484
14.0,388.12,4.9,221,992000,1.220545196533203,0.019065158490557222,0.4833656629172501,8.35,1.7015012258291244,0.836185427904129,124,-0.0028940986217639874
13.0,384.49,4.0,221,1000000,1.2318074405193329,0.01773514597211033,0.4445191616387358,8.05,1.6397575360536576,0.8331397563219071,125,-0.0031525993792456573
13.0,388.83,4.0,221,1008000,1.173658571243286,0.01950423298869282,0.46517286670765373,8.21,1.7070036506652833,0.8011632621288299,126,-0.009107676499843365
13.0,389.81,4.0,221,1016000,1.1930392897129058,0.017263952447101473,0.4536698066715105,8.41,1.6083525919914246,0.8311358994245529,127,-0.006562376799702179
13.0,400.06,4.0,221,1024000,1.2122360098361968,0.020963853313587605,0.5110314067186416,8.5,1.7825379002094268,0.7851464396715164,128,-0.005402350099975592
15.0,419.25,4.9,221,1032000,1.223456461429596,0.020823971075005828,0.4798205563490823,9.04,1.781995341181755,0.7958162361383438,129,-0.0016742760600754992
15.0,426.55,5.0,221,1040000,1.251536158323288,0.019488587416708468,0.46090503179758213,9.29,1.7037996697425841,0.7885551887750626,130,-0.0021645144348440225
15.0,420.4,5.0,221,1048000,1.244222650527954,0.017979627852328123,0.4413747392035202,9.2,1.6323690235614776,0.8047523653507233,131,-0.00741436944110319
15.0,427.3,5.0,221,1056000,1.2364687299728394,0.017331104595214128,0.4358639096064734,9.39,1.6218811994791031,0.8218633788824081,132,-0.006081183917849557
15.0,428.5,5.0,221,1064000,1.204836882352829,0.021232636705972256,0.48106363773326455,9.4,1.792267874479294,0.7950752466917038,133,-0.007850726765755099
15.0,419.6,4.9,221,1072000,1.124956493973732,0.024263112139888108,0.5692305342196718,9.26,1.9222185122966766,0.7747027719020844,134,-0.005624933843500912
15.0,419.1,4.0,221,1080000,1.1827653133869171,0.022857731357216835,0.5306048473263896,9.59,1.8739400792121887,0.7646484023332596,135,-0.0028569497325224803
15.0,419.71,4.0,221,1088000,1.2216122543811798,0.01872444141190499,0.4426323513531228,9.66,1.676738547682762,0.8084130531549454,136,-0.005159655996831134
15.0,422.12,5.0,221,1096000,1.2267979788780212,0.020453011011704804,0.46628500349839525,9.71,1.7477699667215347,0.7493468630313873,137,-0.0034456374548608435
16.10000000000001,433.69,4.9,221,1104000,1.2185503780841827,0.023115084702149034,0.543134901981903,10.31,1.8186262136697768,0.741762351989746,138,-0.006777922454057261
18.0,438.5,4.0,221,1112000,1.1837158405780792,0.019174891603179277,0.4791412412248166,10.53,1.7071132385730743,0.7895738071203232,139,-0.007506047546630725
17.10000000000001,436.62,5.0,221,1120000,1.1983281230926515,0.0201868745777756,0.4806359524365853,10.35,1.7455986493825912,0.7904933977127075,140,-0.007117035485571251
16.0,435.42,4.9,221,1128000,1.1873397374153136,0.018757186466827988,0.43842378796051357,10.28,1.671859893798828,0.7499829143285751,141,-0.0008764274331042543
16.200000000000017,444.79,4.0,221,1136000,1.218707970380783,0.021496821362525224,0.4968280357886223,10.68,1.8050433379411697,0.7822970479726792,142,-0.007548439319944009
16.200000000000017,433.64,4.0,221,1144000,1.2099897181987762,0.02137842449825257,0.49234606924976565,10.52,1.7919799762964248,0.790355789065361,143,-0.0036999456008197738
18.0,449.23,5.0,221,1152000,1.217120614051819,0.018895429112017154,0.4434346723103303,10.95,1.7018290758132935,0.8096197772026063,144,-0.004998563612316502
18.10000000000001,448.38,5.0,221,1160000,1.1859834372997284,0.02494561436586082,0.5343953729434481,11.2,1.9378320276737213,0.7298292279243469,145,0.0009326928158407099
18.0,465.94,5.0,221,1168000,1.1961932802200317,0.024140659244731067,0.5518916944500638,11.6,1.859194294810295,0.7709568208456039,146,-0.00855389712320175
18.0,476.02,5.0,221,1176000,1.1486184096336365,0.02130424174014479,0.4981524413734698,11.97,1.7936174529790878,0.7694064515829087,147,-0.007056368242192548
18.0,480.56,6.0,221,1184000,1.1455440402030945,0.021170681132934986,0.5002368707667167,12.27,1.803800381422043,0.785046968460083,148,-0.0060155385745019885
18.10000000000001,507.19,7.0,221,1192000,1.1078246909379958,0.023142735669389368,0.5184720343656061,13.1,1.85257173538208,0.7481644374132156,149,-0.011828029518947005
18.10000000000001,515.02,7.0,221,1200000,1.1235433386266231,0.022417286043055356,0.5283671940804077,13.06,1.81811583340168,0.7331718140840531,150,-0.011523987255059183
18.10000000000001,512.89,8.0,221,1208000,1.1797344708442687,0.01817501923535019,0.425575794493155,12.96,1.6511957275867462,0.7781155097484589,151,0.0001232074973449926
18.10000000000001,501.71,7.0,221,1216000,1.2096057164669036,0.019542672079987822,0.43687976928182715,12.5,1.7217460602521897,0.7918765592575073,152,-0.0007249946746742353
18.10000000000001,494.52,7.0,222,1224000,1.2185225307941436,0.017950743176043032,0.41090631494015356,12.51,1.6423651695251464,0.7988452452421189,153,-0.005646051261282992
17.0,488.2,6.0,222,1232000,1.1822737336158753,0.01846129187848419,0.47853813384869304,12.1,1.6775916415452956,0.8134450227022171,154,-0.004133452368550934
17.0,480.83,6.9,222,1240000,1.1546307003498077,0.02094410892575979,0.4821978251138009,11.94,1.7874163657426834,0.7905222004652024,155,-0.00516002435790142
17.0,467.8,6.9,222,1248000,1.1813307452201842,0.020763054224662483,0.45300720204928724,12.04,1.7782662045955657,0.7686167508363724,156,-0.0004800398778388626
18.0,479.99,7.0,222,1256000,1.1869249284267425,0.023859143746085464,0.4985822138426563,12.38,1.8902812904119493,0.7616079986095429,157,-0.0060204800992505626
18.0,475.56,7.0,222,1264000,1.1460805135965346,0.021680744527839125,0.5102784601236571,12.4,1.81615209877491,0.7817064142227172,158,-0.006131239933674806
18.0,479.46,7.0,222,1272000,1.1704126000404358,0.01896313211414963,0.4511150923487006,12.32,1.7049946194887162,0.8062142407894135,159,-0.0026440859882859514
19.0,482.27,7.0,222,1280000,1.191347062587738,0.021507200011983515,0.49164357578950807,12.54,1.8074132931232452,0.779173926115036,160,-0.008221939995419234
19.0,489.46,7.0,222,1288000,1.1720327270030975,0.021239651516079903,0.5037306493231204,12.75,1.7858112561702728,0.7602631187438965,161,-0.0037129405362065883
19.0,500.3,7.0,222,1296000,1.1841678047180175,0.021284560482017698,0.5312158289239467,12.91,1.798165864944458,0.78653882086277,162,-0.003996216008672491
19.0,500.3,7.0,222,1304000,1.1909950518608092,0.022155488734133543,0.5141195827666691,13.05,1.8309501218795776,0.7512593752145768,163,-0.0048387868225108835
19.0,514.53,7.9,223,1312000,1.1487054574489592,0.022845496386289597,0.5516262733751535,13.33,1.8711003816127778,0.7421661293506623,164,-0.0031688875996042044
19.0,522.97,8.9,223,1320000,1.139182276725769,0.0249722168315202,0.554762326504139,13.8,1.950479370355606,0.7500714468955993,165,-0.01113918202201603
19.0,528.2,9.0,223,1328000,1.149533632993698,0.023784177778288722,0.5575083899696092,13.89,1.8963498210906982,0.7374562954902649,166,-0.004945434643659609
19.10000000000001,534.5,8.9,223,1336000,1.171723144054413,0.021404543942771852,0.5271641244763271,14.03,1.796278470158577,0.7484738945960998,167,-0.003315145544038387
20.0,532.78,8.0,223,1344000,1.1554508602619171,0.02122223696205765,0.5048050197374111,14.07,1.792034170627594,0.7797290003299713,168,-0.005357013207976706
20.10000000000001,552.34,9.0,222,1352000,1.1616290217638017,0.024507746207527815,0.5584216053413025,14.83,1.8894415092468262,0.7517700898647308,169,-0.006400205683312379
21.0,551.52,9.0,222,1360000,1.1552370941638948,0.02387047252152115,0.5474525029850571,14.82,1.896595155596733,0.7636001920700073,170,-0.005191741861635819
21.0,551.08,8.0,223,1368000,1.1813506186008453,0.025279455026611684,0.6112795750985908,14.6,1.9563644599914551,0.7548014408349991,171,-0.008974394283723087
22.0,553.94,8.0,223,1376000,1.132075124979019,0.027251689247787,0.6286971430275874,14.82,2.0166616904735566,0.7156612139940262,172,-0.004209501123987138
22.0,542.21,8.0,223,1384000,1.1269040489196778,0.02919012320227921,0.6565470408346791,14.55,2.079220176935196,0.6637186974287033,173,-0.004698881658550817
