clip_fraction,policy_entropy,policy_loss,episode_length,fps,PMM:episode_rewards,value_loss,grad_norm,epoch_idx,frames,P01:episode_rewards,P09:episode_rewards,approx_kl_divergence,explained_variance,advantage_norm
0.50791015625,1.216775091097952,0.05867898834767402,322.1666666666667,252,155.0,264316248.04430062,465638023.31998634,1,10240,0.0,455.0000000000001,4164371.218173176,-0.3457450903952122,15.968718039989472
0.2002197265625,1.4796833634376525,-0.0008433507289737463,331.7118644067797,252,166.52542372881356,0.012526428310957271,0.07542220310173649,2,20480,20.000000000000018,350.0,0.003024813219440148,5.215406417846679e-09,15.96871782541275
0.1455078125,1.4091429494321346,-0.0010851979241124354,335.43333333333334,252,190.27777777777777,0.013938164473802316,0.07215534030186102,3,30720,25.0,400.0,0.002626425519702025,5.960464477539063e-09,15.968717783689499
0.1427490234375,1.3661020390689373,-0.001518873874374549,343.82,252,218.5,0.01618946947855875,0.06081599237784983,4,40960,50.0,355.00000000000045,0.002279164733627681,-3.948807716369629e-08,15.968717885017394
0.0927978515625,1.2943012423813343,-0.0006488755585451145,345.81,252,249.5,0.01759223274711985,0.05674287184536344,5,51200,75.0,400.0,0.0019870886618264193,7.450580596923828e-09,15.96871789097786
0.155517578125,1.4038856945931912,-0.0013753586790699046,348.09,251,261.75,0.017292949941474945,0.061391797837746044,6,61440,125.0,400.0,0.002658357067144834,-1.1548399925231934e-08,15.968717986345291
0.1498046875,1.4158139996230603,-0.0015731270828837295,348.35,252,285.5,0.01700800209218869,0.05873666270615865,7,71680,175.0,400.0,0.0024246214881458172,1.1920928955078126e-08,15.968717873096466
0.131005859375,1.377745757251978,-0.0009379655264638131,347.88,252,283.0,0.01627916440484114,0.05434498989317212,8,81920,175.0,400.0,0.002144862360182742,2.6077032089233397e-09,15.968717873096466
0.163134765625,1.4277466230094433,-0.0016686673465301284,346.23,252,278.75,0.015604116863687522,0.05646404819224989,9,92160,150.0,402.5000000000002,0.0025592150647639755,-4.8428773880004884e-09,15.968717724084854
0.1367919921875,1.4687670268118382,-0.0010517887014430017,350.57,255,271.0,0.014327848120592535,0.05328527312386381,10,102400,150.0,402.5000000000002,0.0022708676770207604,2.458691596984863e-08,15.968717831373215
0.202490234375,1.4749915555119515,-0.0008873122107615928,345.22,256,228.25,0.01075753657351015,0.05289508727213339,11,112640,97.5,375.0,0.0030912619243736116,4.8428773880004884e-09,15.96871758699417
0.1353759765625,1.5372657738626003,-0.000881404394749552,341.63,257,196.25,0.011984582323930227,0.052101660365506355,12,122880,75.0,300.0,0.0022573430100294445,-3.2782554626464846e-08,15.96871775984764
0.166796875,1.5558910354971887,-0.0015481205264222808,337.37,258,185.25,0.012864445107697974,0.054987130758631306,13,133120,72.50000000000001,302.5000000000002,0.002444147663680951,-1.1175870895385742e-08,15.968717938661575
0.196337890625,1.6045762598514557,-0.0015397629311337368,326.82,258,174.75,0.01141107956536871,0.0550229969175388,14,143360,50.0,277.5000000000002,0.0026563990505167113,-1.1920928955078126e-08,15.968717712163926
0.1807861328125,1.5518957510590554,-0.0016533969119336689,328.41,257,193.75,0.012461872873973334,0.056662900910995684,15,153600,50.0,325.0,0.0025114349708132977,-3.3527612686157227e-09,15.96871787905693
0.127734375,1.4374287076294423,-0.0010346968614612707,328.13,256,192.25,0.011924382106008125,0.048377862993982224,16,163840,50.0,352.5000000000002,0.0022553641425218985,7.82310962677002e-09,15.968717712163926
0.1581787109375,1.4388180688023566,-0.000873001646323246,329.03,256,192.25,0.010037566372557195,0.051770720956675544,17,174080,50.0,402.5000000000002,0.0022743641531064894,-2.905726432800293e-08,15.968717730045318
0.1740234375,1.4482903219759464,-0.0011205254937522112,326.75,257,177.0,0.011319823127996642,0.053940469688400605,18,184320,47.50000000000001,352.5000000000002,0.0029069063810425178,-1.862645149230957e-09,15.96871783733368
0.190625,1.4573070116341114,-0.0012055518342094728,325.26,257,171.5,0.011632134023966501,0.05732995342756486,19,194560,50.0,302.5000000000002,0.0026668199098594412,-1.2293457984924316e-08,15.968717992305756
0.20859375,1.4670348286628723,-0.0015658868607715704,326.52,257,176.25,0.011262765250285156,0.05448092627109741,20,204800,47.50000000000001,325.0,0.0029853743690239297,2.2351741790771484e-09,15.968718004226684
0.20654296875,1.480239849537611,-0.0014718747861479642,331.06,258,203.5,0.01298992006923072,0.0594341703660531,21,215040,50.0,425.0,0.0026367858690775846,-2.16066837310791e-08,15.968717867136002
