advantage_norm,P09:episode_rewards,value_loss,grad_norm,fps,frames,policy_entropy,P01:episode_rewards,approx_kl_divergence,PMM:episode_rewards,explained_variance,epoch_idx,episode_length,policy_loss,clip_fraction
15.9687180519104,300.0,523710714.9809122,537234991.1076725,542,10240,0.7737573859749591,135.0,359001.11017392145,226.0,-6.602767599001527,1,362.12,0.05589845823888027,0.330517578125
15.968717753887177,365.0000000000002,0.014693268474002253,0.10245435851483593,605,20480,1.3940876089036465,150.0,0.0036873908245524945,247.16981132075472,3.725290298461914e-09,2,364.22641509433964,-0.0003504599164443789,0.1920654296875
15.968717831373215,400.0,0.013612707567517646,0.06591020113245717,604,30720,1.5459363296628,125.0,0.0032733068038851344,252.94117647058823,-1.1175870895385742e-09,3,358.5764705882353,-0.0016163652213435852,0.2016845703125
15.968717861175538,400.0,0.012429636620981909,0.05488873764691214,593,40960,1.562362751364708,125.0,0.00314285417659903,247.25,4.470348358154297e-09,4,352.93,-0.001396662968181772,0.2116943359375
15.968717688322068,500.0,0.013002998086449225,0.0553887268069027,578,51200,1.5859974026679993,75.0,0.003239757006713262,249.75,-1.1548399925231934e-08,5,348.79,-0.0011374073579645482,0.2122802734375
15.968717700242996,375.0,0.010391384312242735,0.05352460444390027,569,61440,1.5726214192807675,72.50000000000001,0.0038519861937004406,217.5,-2.1979212760925294e-08,6,343.87,-0.0018008514656685294,0.242236328125
15.968717652559281,387.5000000000011,0.009979680631658994,0.05203401436297639,561,71680,1.5575006425380706,50.0,0.0027253283961499617,211.5,-7.450580596923828e-09,7,346.7,-0.0015827095216081944,0.1901123046875
15.968717473745347,430.0000000000004,0.008993027691030876,0.05219626444170624,558,81920,1.4746581718325615,50.0,0.00362869537469237,199.5,-1.2293457984924316e-08,8,351.49,-0.0010782541963635594,0.205712890625
15.968717873096466,452.50000000000017,0.010617952960637922,0.05446642823654289,559,92160,1.5085597597062588,50.0,0.0031232370868337967,190.0,-8.940696716308593e-09,9,353.84,-0.0012707159501587739,0.2346435546875
15.968717402219772,475.0,0.008947441755890396,0.05344770470330258,558,102400,1.481755068898201,50.0,0.002961154247219611,205.25,-8.195638656616212e-09,10,365.26,-0.0008659117578645237,0.199072265625
15.968717741966248,427.5000000000002,0.008101082295252127,0.048723697190428766,552,112640,1.5432420335710049,47.50000000000001,0.0034915668206963344,189.75,-7.078051567077636e-09,11,355.82,-0.001147367666271748,0.22001953125
15.968717849254608,350.0,0.01022965364600168,0.05320290310512592,551,122880,1.633645398914814,25.0,0.003837982379400273,171.0,2.6077032089233397e-09,12,343.4,-0.0010083569475682452,0.2670166015625
15.96871771812439,350.0,0.010434130808789632,0.05699075484099336,551,133120,1.672495649755001,25.0,0.0036980214082859677,180.25,1.862645149230957e-09,13,344.39,-0.0013179802554077469,0.24541015625
15.968717455863953,430.0000000000004,0.01038202366562473,0.05323413650286093,551,143360,1.6026773184537888,25.0,0.003068596132311541,196.25,-4.8428773880004884e-09,14,343.97,-0.0011954568264627597,0.2217041015625
15.968717694282532,430.0000000000004,0.009315123846317875,0.05279536542069735,550,153600,1.6110221058130265,25.0,0.0031671693948823075,203.75,7.82310962677002e-09,15,351.63,-0.0012999911123188213,0.2312255859375
15.96871782541275,357.5000000000007,0.0076047529002607915,0.0502803305556903,549,163840,1.5758097179234027,25.0,0.003280062399767303,173.5,-3.3527612686157227e-09,16,342.51,-0.001230665506591322,0.2302490234375
15.968715435266494,302.5000000000002,0.00874285695416006,0.05133701207030141,546,174080,1.524403730034828,25.0,0.002852734107591459,157.0,-1.1548399925231934e-08,17,342.64,-0.0014046850985323545,0.2111572265625
15.968717378377914,302.5000000000002,0.006530399065741222,0.051008255759113885,546,184320,1.5057897605001926,22.500000000000007,0.002482907155058456,144.25,-1.0058283805847169e-08,18,339.45,-0.0008636354643385858,0.1610595703125
15.968717217445374,452.50000000000017,0.007721694310316707,0.049926810006909704,544,194560,1.4669278867542743,0.0,0.002559365219372012,151.25,8.568167686462402e-09,19,340.37,-0.0005212970136199147,0.149853515625
15.96871738433838,477.5000000000002,0.007906078107862414,0.05012090560096579,544,204800,1.5297248087823392,0.0,0.002682388490018184,155.0,3.7252902984619143e-10,20,345.5,-0.0008240262730396352,0.191259765625
15.96871782541275,452.50000000000017,0.010208091003732989,0.0569908971670652,544,215040,1.596646797657013,25.0,0.0028294709549300024,168.25,-1.2293457984924316e-08,21,349.17,-0.0011588003864744679,0.210595703125
15.968714904785156,252.50000000000023,0.004666080098374437,0.04870752495877264,543,225280,1.5667621314525604,25.0,0.004301780012156087,142.5,-1.080334186553955e-08,22,341.2,-0.0022741680120816456,0.336474609375
15.968708837032318,225.0,0.0037786605670362405,0.04533726875217217,543,235520,1.401900766044855,0.0,0.0034269747755274692,100.5,1.9371509552001954e-08,23,319.05,-0.0007379786526144017,0.2420166015625
15.968711864948272,127.50000000000021,0.004502883324808238,0.04852864699817507,542,245760,1.554093286395073,0.0,0.0038853283478147206,67.0,-2.2351741790771484e-09,24,305.93,-0.0010996657438226976,0.247265625
15.968717074394226,150.0,0.005352312308878027,0.048826627324665015,542,256000,1.6004403837025165,0.0,0.003296908739287119,81.0,-1.0058283805847169e-08,25,307.14,-0.00044000266352668406,0.2157470703125
15.968714517354964,150.0,0.004473993547969712,0.045789349429449434,543,266240,1.608153898268938,0.0,0.00345946316200525,86.25,-7.450580596923829e-10,26,306.66,-0.0011841568961244776,0.244384765625
15.968696093559265,127.50000000000021,0.0034276615689353917,0.04546307033218192,543,276480,1.6085472270846366,0.0,0.006077613464958631,78.25,-3.129243850708008e-08,27,304.71,-0.0014934908791474299,0.3392333984375
15.968715465068817,100.0,0.002944411844850947,0.04769909718029773,543,286720,1.6681409247219563,0.0,0.005571768422726109,48.25,-8.195638656616212e-09,28,297.0,-0.0013621344602142925,0.344921875
15.96871576309204,100.0,0.0039683644535330135,0.045371469623325326,544,296960,1.6878925383090972,0.0,0.004989399736200539,47.25,-4.8428773880004884e-09,29,297.39,-0.0013488050579326227,0.3179931640625
15.968699902296066,125.0,0.0041249566291512,0.04790469709112002,543,307200,1.6910299882292747,0.0,0.005206596779134998,53.25,-6.332993507385254e-09,30,299.34,-0.001457535434383317,0.330810546875
15.968716996908189,150.0,0.006123901551472954,0.04818225566300198,542,317440,1.6734014719724655,0.0,0.0037754610886281625,71.0,-8.940696716308593e-09,31,303.88,-0.001533841050695628,0.2816650390625
15.968717795610427,200.0,0.008891448966278404,0.05350850840221322,541,327680,1.6871613383293151,0.0,0.0036897022683660906,98.75,1.0430812835693359e-08,32,310.48,-0.0010469759261468425,0.2289306640625
15.968718004226684,250.0,0.009471957817549993,0.05410441777482623,540,337920,1.6941993802785873,22.500000000000007,0.003240019398856475,131.75,-1.1548399925231934e-08,33,318.67,-0.0016414805268141208,0.246728515625
15.968717736005782,277.5000000000002,0.009889030656631803,0.05416905845750094,540,348160,1.6880044355988502,25.0,0.0029918326831761986,159.5,-2.2351741790771484e-09,34,330.69,-0.0015219778186292387,0.23486328125
15.968712270259857,277.5000000000002,0.004752583898806506,0.046759720312421024,539,358400,1.6411408990621568,25.0,0.003726519258390226,145.25,-1.4901161193847657e-09,35,327.92,-0.0014881292605423368,0.264208984375
