advantage_norm,epoch_idx,frames,P01:episode_rewards,approx_kl_divergence,value_loss,explained_variance,PMM:episode_rewards,episode_length,policy_entropy,P09:episode_rewards,grad_norm,clip_fraction,policy_loss,fps
15.96871582865715,1,10240,125.0,15781409.943623964,2884237658.1832223,-3.0426074117422104,131.25,346.7916666666667,0.38946112478624995,184.99999999999997,2210363504.956485,0.3783447265625,0.07506853332724858,501
15.968717563152314,2,20480,75.0,0.006479295261488005,0.00879503605510763,2.644956111907959e-08,139.73214285714286,359.01785714285717,1.3372607760131359,225.0,0.1101999019192093,0.246142578125,0.0018440080304571893,542
15.968717676401138,3,30720,50.0,0.003878244078987336,0.009281891157252175,7.450580596923829e-10,152.05882352941177,360.8,1.3745893083512783,240.00000000000023,0.0794201495010819,0.181640625,-0.00045684137076023034,520
15.968717479705811,4,40960,50.0,0.004283854663867714,0.0076896479176866706,9.685754776000977e-09,153.25,364.4,1.4658713951706885,250.0,0.04639723078611107,0.249853515625,-0.0012335031104157678,498
15.96871730685234,5,51200,50.0,0.003310029602505438,0.00890708884758169,4.470348358154297e-09,170.25,358.06,1.5973186127841472,312.5000000000011,0.05423153563318639,0.2445556640625,-0.0008408459229030995,492
15.968717801570893,6,61440,50.0,0.0045228540340758626,0.00961811376728292,-8.195638656616212e-09,172.5,352.8,1.6336563423275947,312.5000000000011,0.053535758926155017,0.2473876953125,-0.0014927523159713018,491
15.96871782541275,7,71680,50.0,0.0029655178702228113,0.011980765171756502,1.2665987014770507e-08,191.25,347.54,1.6067135237157344,450.0,0.05078679920767502,0.1865966796875,-0.0012579296355397674,485
15.968717831373215,8,81920,50.0,0.0026642094516887483,0.013666035948699574,-1.862645149230957e-09,210.0,348.23,1.5839931026101113,325.0,0.051968127787296994,0.1779296875,-0.0010723279559897493,484
15.968717819452285,9,92160,75.0,0.003063684229186947,0.014875840880267787,-8.195638656616212e-09,218.0,339.71,1.483104268461466,325.0,0.055945032446082045,0.209765625,-0.0016681721346685663,482
15.96871793270111,10,102400,122.5,0.0023063242671582883,0.015447807240707333,1.4156103134155273e-08,245.5,339.54,1.5208979748189448,377.5000000000002,0.0525751562235056,0.151123046875,-0.001364286929674563,481
15.968717789649963,11,112640,125.0,0.0023815988763004727,0.014408521240693518,-2.421438694000244e-08,259.75,341.75,1.5294706977903842,402.5000000000002,0.050981026819025485,0.16533203125,-0.0015964165148034226,479
15.968717634677887,12,122880,125.0,0.002193778947560077,0.013168502290500327,-6.7055225372314455e-09,278.75,347.44,1.5665052331984044,552.5000000000002,0.05264421552718087,0.1492919921875,-0.0009096536097786157,478
15.968717902898788,13,133120,125.0,0.002139637071832112,0.015496737745706923,2.9802322387695314e-09,270.5,339.9,1.5226003982126712,505.00000000000045,0.0517245470188115,0.1287109375,-0.0007093590269505512,474
15.968717765808105,14,143360,125.0,0.0023725029709112276,0.014711799078213517,-1.5273690223693846e-08,267.0,333.76,1.499851108342409,500.0,0.04996877932533861,0.1517578125,-0.0013223700545495376,474
15.968717938661575,15,153600,147.5,0.002840809892325069,0.016842631818144584,-7.450580596923829e-10,271.5,335.82,1.494410951435566,477.5000000000002,0.056234184622617464,0.1990234375,-0.001916095174237853,475
