episode_length,PMM:episode_rewards,policy_loss,fps,frames,epoch_idx,grad_norm,policy_entropy,advantage_norm,value_loss,P01:episode_rewards,P09:episode_rewards,explained_variance
183.23,1.44,-9.279325138777494e-05,947,2592000,324,0.07970061747270239,1.3841587436199188,0.45844148404896257,0.0018535771701135672,0.0,3.0,0.5784360748529435
175.73,1.25,-0.00013881282222428127,947,2600000,325,0.06915580077550999,1.3848339128494263,0.38386767752468587,0.0015549735165768651,0.0,3.0,0.4230208194255829
169.61,1.1,-0.00020682549758930692,947,2608000,326,0.07300226673250122,1.3844569873809816,0.4126843890547752,0.0015950519282341702,0.0,2.0,0.5145383548736572
168.97,1.07,-0.000606038206606172,947,2616000,327,0.07603164875986065,1.3852742469310761,0.4099964130669832,0.0017898929067087011,0.0,3.0,0.6665387827157975
183.54,1.36,9.422256844118238e-06,947,2624000,328,0.07459441397551651,1.3852041172981262,0.4494608911126852,0.001806898756767623,0.0,4.0,0.7993893474340439
194.81,1.62,-1.4888777222950011e-05,947,2632000,329,0.059647684018768805,1.384955232143402,0.3755294192582369,0.0013266821081924717,0.0,4.0,0.5285956108570099
194.3,1.61,0.0002727402272284962,947,2640000,330,0.061598384580665376,1.385329580307007,0.363990613669157,0.001087434699657024,0.0,4.0,0.6235964524745942
179.43,1.28,-0.00011708195681421785,947,2648000,331,0.05328592943466586,1.3854105436801911,0.34298551350831985,0.0010230580502320662,0.0,4.0,0.6021931499242783
183.27,1.4,-6.715938790875953e-05,947,2656000,332,0.08572768730583803,1.3840495812892915,0.4856276960670948,0.001909984473240911,0.0,3.0,0.6616336184740067
175.91,1.25,0.00023062398028741882,947,2664000,333,0.05714971378909381,1.3828612530231477,0.356153622046113,0.0011602107120779691,0.0,3.0,0.1920168912410736
175.67,1.21,-0.00024401802701504494,947,2672000,334,0.07022118890176882,1.3833816623687745,0.3924058033525944,0.0012934062550630189,0.0,3.0,0.7321098870038987
180.66,1.35,-7.188536568719428e-05,947,2680000,335,0.054424679703153206,1.3836890351772309,0.35263820976018906,0.001107740744628245,0.0,3.0,0.6705928516387939
174.16,1.19,0.00013052903159405105,947,2688000,336,0.07877244353697792,1.3846124589443207,0.455059552192688,0.0018137194782320875,0.0,3.0,0.43312298476696015
174.62,1.15,-1.2441712897270918e-05,947,2696000,337,0.050718127272712736,1.3852292156219483,0.32977005273103716,0.0009392502337141195,0.0,3.0,0.5669293487071991
171.89,1.1,-0.0001780075116403168,947,2704000,338,0.057933556581328434,1.3848575127124787,0.3336595170199871,0.0010322781678041792,0.0,3.0,0.5284804171323776
175.04,1.22,2.311499201823608e-06,947,2712000,339,0.06845955652631926,1.385315741300583,0.4085183125734329,0.0015104515650455142,0.0,3.0,0.40121878921985626
186.43,1.5,-0.0001782486095908098,947,2720000,340,0.07908348433825756,1.3842348599433898,0.44674954272806644,0.0019656934816157444,0.0,4.0,0.511439927816391
191.59,1.64,-9.254666292690671e-06,947,2728000,341,0.04661895457242643,1.3847399353981018,0.3124373333901167,0.0008442602926152176,0.0,4.0,0.5968575656414032
185.86,1.46,-0.0002241133385541616,947,2736000,342,0.07505422034405941,1.3845831072330474,0.39876544922590257,0.0014972799195675178,0.0,4.0,0.7846232348680496
179.22,1.24,-0.0001888222912384663,947,2744000,343,0.06072763982417651,1.3845094120502472,0.35994073659181597,0.0012211303534786567,0.0,3.1000000000000085,0.40936159908771513
163.75,0.89,0.00029978993468830593,947,2752000,344,0.04492389186113698,1.385231729745865,0.2769609556347132,0.0006984200553779374,0.0,2.1000000000000085,0.2440108209848404
155.12,0.74,-7.629593590536388e-05,947,2760000,345,0.053642690413302316,1.3844335782527923,0.3391141987591982,0.0009411874076977255,0.0,2.0,0.3557836943864822
167.51,1.08,9.393476502737031e-05,947,2768000,346,0.06773504645480731,1.384268285036087,0.40458385363221167,0.001421709401111002,0.0,2.1000000000000085,0.6012408411502839
174.1,1.23,-6.944120264961385e-05,947,2776000,347,0.06834487595175091,1.3824149656295777,0.40566637068986894,0.0014986953682091552,0.0,3.0,0.5897151106595993
171.75,1.14,-0.00012629574397578835,947,2784000,348,0.0696572415413803,1.381294276714325,0.37245242223143576,0.0012038122249214212,0.0,3.0,0.2475723683834076
175.34,1.27,-8.735467866060276e-05,947,2792000,349,0.06810558566946673,1.3851521849632262,0.3909297076612711,0.0013731193580315449,0.0,3.0,0.706123040318489
181.29,1.36,0.0002088919238303788,947,2800000,350,0.07940151540764238,1.3855104529857636,0.44474293299019335,0.001637592202387168,0.0,3.0,0.5672339051961899
182.21,1.36,-0.00013243961140688043,947,2808000,351,0.06854614528726541,1.38463996052742,0.3948667035996914,0.0015248236418119632,0.0,3.0,-3.159210720658302
174.44,1.2,-0.00012493690150222392,946,2816000,352,0.062198608717963066,1.3852014899253846,0.37115933522582056,0.0012371085506674717,0.0,3.0,0.592441463470459
173.83,1.13,-0.00018309691025933717,947,2824000,353,0.05343672631435013,1.385579732656479,0.30940875902771947,0.0008263642849851749,0.0,3.0,0.7698333156108856
176.86,1.2,-9.544193744659424e-06,947,2832000,354,0.07076950851647693,1.385423504114151,0.398151676133275,0.0014546519600844477,0.0,3.0,0.715124529004097
189.59,1.54,0.00020843653444899246,947,2840000,355,0.05491615324361764,1.383386471271515,0.36743768461048604,0.0010952498410188127,0.0,4.0,0.843383172750473
192.43,1.58,-0.0003337668953463435,947,2848000,356,0.06450852613012209,1.3819000947475433,0.409155806414783,0.0014418838116034749,0.0,4.0,0.7037924379110336
182.88,1.32,0.000331623899837723,947,2856000,357,0.05506703212077734,1.3848083674907685,0.3540052985399961,0.0010990857968499767,0.0,3.1000000000000085,0.7174824023246765
180.96,1.3,-0.00010230997715552803,947,2864000,358,0.05691887447471889,1.3856492459774017,0.33540303230285645,0.000937991791179229,0.0,3.0,0.6659722262620926
181.78,1.34,-0.00012027892167679965,947,2872000,359,0.06177306737862968,1.3841275012493133,0.3604014664143324,0.0012464528385680751,0.0,3.0,0.5889739787578583
177.12,1.25,0.00020374715299112723,947,2880000,360,0.05366167975392757,1.3844571459293364,0.34380259983241557,0.0010201669460366248,0.0,3.0,0.2063726478815079
174.97,1.23,-0.0002010564333613729,947,2888000,361,0.044765631776566395,1.3852679538726806,0.28932258777320385,0.0007820494943553058,0.0,3.0,0.6505147272348404
173.24,1.16,-0.00011772487629968964,947,2896000,362,0.05383790060567652,1.3838763976097106,0.3383913607150316,0.0010638222315901657,0.0,2.1000000000000085,0.5402207976579666
178.82,1.3,-0.00012758147951899446,947,2904000,363,0.06853210377548687,1.3847728788852691,0.39486170046031477,0.001352882003193372,0.0,3.0,0.6210430800914765
188.28,1.54,-0.0004619664995880157,947,2912000,364,0.08814439001595414,1.3850782108306885,0.4628338333964348,0.0019269481493392959,0.0,4.0,0.2620391368865967
191.62,1.65,-4.580391752824653e-05,947,2920000,365,0.0528584837924155,1.3830980122089387,0.3543452204018831,0.0010944883875345112,0.0,4.0,0.7170972913503647
183.51,1.45,-0.0007169612385041546,947,2928000,366,0.07907484936581408,1.3826979684829712,0.42298220075666904,0.0018288188136648387,0.0,4.0,0.7056521964073181
190.77,1.65,0.0005306023600860499,947,2936000,367,0.05759971120650951,1.3832927167415618,0.38000094436109066,0.0012623825460286752,0.0,4.0,0.7956138384342194
191.83,1.68,3.735884827619884e-05,947,2944000,368,0.05957675327185718,1.3849289846420287,0.3735121551901102,0.0012871586917026433,0.0,4.0,0.7793981289863586
179.34,1.31,3.4079126489814374e-05,947,2952000,369,0.052479615716289396,1.3856681609153747,0.3324343065544963,0.0009246901683764009,0.0,4.0,0.5036952620744706
178.85,1.26,0.0001903833968390245,947,2960000,370,0.062392988921847276,1.3856370508670808,0.3680234031379223,0.001102311303220631,0.0,4.0,0.8807250571250915
181.12,1.33,-0.00013509484422684183,947,2968000,371,0.042054161807846185,1.3853443515300752,0.27547602869570254,0.0007188888028031215,0.0,3.1000000000000085,0.7413650584220887
180.01,1.31,-0.00013607256725663318,947,2976000,372,0.06336459298433857,1.3854295599460602,0.3653536799550057,0.0012057748924780753,0.0,3.1000000000000085,0.6925977838039398
178.66,1.29,5.780220453743823e-05,947,2984000,373,0.05940895222891264,1.3856162869930266,0.3763979522138834,0.001207830435196229,0.0,3.1000000000000085,0.6475719517469406
194.83,1.71,0.00018790395239193458,947,2992000,374,0.06440457408038731,1.3847250401973725,0.3948104302585125,0.001384441679547308,0.0,4.0,0.8971982663869857
193.83,1.67,-0.0002560629886284005,947,3000000,375,0.05034755114796388,1.3846771824359894,0.32837219804525375,0.0008681923981566797,0.0,4.0,0.4084237343072891
187.76,1.51,0.00014541234821081162,947,3008000,376,0.07773337603283138,1.385205498933792,0.4491998979449272,0.0017946815373215941,0.0,4.0,0.7769871777296067
180.16,1.32,0.00013848877664713656,947,3016000,377,0.05138399574159882,1.3839012908935546,0.32634562253952026,0.0009104281580039242,0.0,3.0,0.714225212931633
180.74,1.42,6.918353948094591e-05,947,3024000,378,0.06220220226240898,1.3854061102867126,0.3840017642825842,0.0013891124464498717,0.0,3.1000000000000085,0.6596631306409836
182.67,1.49,-0.00010590164991299389,947,3032000,379,0.06182834692030343,1.3850980031490325,0.3793531595915556,0.0014799174988365848,0.0,4.0,0.735234934091568
184.2,1.47,2.5614255138748378e-05,947,3040000,380,0.06049098716861479,1.385498789548874,0.3691658628731966,0.001230453929056239,0.0,4.0,0.8770723092556
180.15,1.38,-0.00011417681382681621,947,3048000,381,0.0607254029582011,1.3855537366867066,0.32567963808774947,0.0009134619524411392,0.0,3.1000000000000085,0.2688398241996765
179.18,1.31,-9.322730793428491e-06,947,3056000,382,0.05949664855510434,1.3854494893550873,0.37821946904063225,0.0012740075642977899,0.0,3.1000000000000085,0.5786415219306946
186.32,1.46,-2.204580778197851e-05,947,3064000,383,0.056171002604107984,1.3850602006912232,0.3495104670524597,0.0012295890937457444,0.0,4.0,0.7422991222143174
188.93,1.61,-0.00021237727341940626,947,3072000,384,0.052106842299165755,1.3856509470939635,0.328199225589633,0.0009502749655439402,0.0,4.0,0.8093745803833008
185.39,1.52,0.0001606048789653869,947,3080000,385,0.03981422506238279,1.3855824065208435,0.25044600695371627,0.0005881151189532829,0.0,3.1000000000000085,0.5704281753301621
178.29,1.25,-0.00013117705777403898,947,3088000,386,0.07795417647702664,1.3856203591823577,0.4229173809289932,0.001729439941700548,0.0,3.0,0.6418370258808136
184.47,1.43,-0.00025452483248955104,947,3096000,387,0.05506467314855367,1.3852283215522767,0.32847220547497274,0.0011756865017741802,0.0,4.0,0.49345478355884553
183.17,1.42,8.670423907460645e-05,947,3104000,388,0.0565284160462573,1.384854348897934,0.3476890814304352,0.0010894846042356222,0.0,4.0,0.82175530731678
178.19,1.33,0.0004157470557402121,947,3112000,389,0.04927802355358324,1.3849963319301606,0.30748848799616096,0.0007823990612268972,0.0,4.0,0.6073610281944275
180.05,1.38,9.679022143245675e-05,947,3120000,390,0.0609666041532423,1.3856166672706605,0.3856326711922884,0.00120593427302083,0.0,3.1000000000000085,0.8600355398654937
184.94,1.46,-0.0002685073879547417,947,3128000,391,0.06051508793505252,1.3844787073135376,0.35366227574646475,0.0011338572690146975,0.0,3.1000000000000085,0.7496230119466781
184.82,1.41,-0.000181205473782029,947,3136000,392,0.03958359619029347,1.3836836516857147,0.2628406708687544,0.0005584092274511931,0.0,4.0,0.8540417689085007
184.34,1.38,0.00019958250626132213,947,3144000,393,0.04714326108159079,1.3850178444385528,0.2995729108154774,0.0007905286566892755,0.0,4.0,0.7719053512811661
189.4,1.56,1.8648677651071923e-05,947,3152000,394,0.04704871168256727,1.3852268946170807,0.31942180812358856,0.0009365861021797173,0.0,4.0,0.819149665236473
191.11,1.62,6.82670965034049e-06,947,3160000,395,0.0508799331192443,1.3844238102436066,0.3162606920301914,0.0008123976352726459,0.0,3.1000000000000085,0.6242072576284409
182.33,1.38,-8.325301348662607e-05,947,3168000,396,0.05967706888752081,1.3840258073806764,0.37573303960263726,0.0013091493085448747,0.0,3.0,0.7158596634864807
183.29,1.41,-2.950153429992497e-06,947,3176000,397,0.03999295381645527,1.384949563741684,0.25906500972807406,0.0005648103231214918,0.0,3.0,0.817890494465828
184.91,1.41,-0.0007180969181354158,947,3184000,398,0.051373035982781756,1.3844139504432678,0.3334624280780554,0.0011403502466055216,0.0,3.1000000000000085,0.8430708515644073
192.29,1.56,0.0004264154594329739,947,3192000,399,0.05339768251834566,1.3842515301704408,0.346097696274519,0.0010890813846708624,0.0,4.0,0.8547641444206238
186.48,1.43,-0.0005540372997347731,947,3200000,400,0.07066024475688674,1.3833878350257873,0.3791524583101273,0.0013294241817857254,0.0,4.0,0.5434542226791382
201.07,1.86,0.00018705824855715038,947,3208000,401,0.055921366728603615,1.38346688747406,0.33790084086358546,0.001200193688746367,0.0,5.0,0.8606766039133071
192.22,1.64,0.0003491956976358779,947,3216000,402,0.05297985189250135,1.3854030251502991,0.34356754399836065,0.0010552172684037942,0.0,5.0,0.7837135833501816
187.99,1.52,-0.0003210314014359028,947,3224000,403,0.05135094110240759,1.3854886484146118,0.31872220523655415,0.0008934153340305784,0.0,4.1000000000000085,0.7468727844953537
181.2,1.39,0.00031044498346091134,947,3232000,404,0.0544064388542919,1.3843798696994782,0.34186785243451595,0.001168622965378745,0.0,3.0,0.6765520280599594
186.93,1.52,1.4956276718294248e-05,947,3240000,405,0.0775620685652621,1.384584755897522,0.45966738142073155,0.0018003115651663393,0.0,4.0,0.7385953909158707
184.33,1.48,-0.00014333447741591955,947,3248000,406,0.05565722138704509,1.3848688340187072,0.3331712230294943,0.0008722157620650251,0.0,3.1000000000000085,0.7703273111581802
172.91,1.2,0.0002836634404229699,947,3256000,407,0.060126376571328424,1.3853794097900392,0.36069889038801195,0.0010862417085081687,0.0,3.0,0.5355394566059113
173.63,1.16,-6.763859855709597e-05,947,3264000,408,0.05121299744770491,1.3853515160083771,0.2999465612322092,0.0007748033434108948,0.0,3.0,0.3544249325990677
170.18,1.07,0.00013481472250532534,947,3272000,409,0.06202632784987385,1.3847313821315765,0.3681239727139473,0.0012677333587998874,0.0,3.0,0.555399786233902
180.23,1.32,-0.0002628809575253399,947,3280000,410,0.04463129081637136,1.383694944381714,0.28442097149789336,0.0006931598215305712,0.0,4.0,0.8966184920072555
178.17,1.26,9.515899921098026e-05,947,3288000,411,0.04782539542647437,1.3851799881458282,0.28153013691306117,0.0007821096425323048,0.0,3.0,0.7731692469120026
179.31,1.28,-3.861382749164477e-05,947,3296000,412,0.05187858604621231,1.3845015799999236,0.3248676973581314,0.0010035493913892425,0.0,3.1000000000000085,0.8936050713062287
190.39,1.56,-0.0003975343401543796,947,3304000,413,0.06086376647205653,1.3846046912670136,0.38016309328377246,0.0011812946438294603,0.0,4.0,0.8142339247465133
186.01,1.42,0.0002780256952974014,947,3312000,414,0.053802990974768046,1.3848935651779175,0.33314596973359584,0.000991677694291866,0.0,3.1000000000000085,0.3165766227245331
176.08,1.18,-2.529400124331005e-05,947,3320000,415,0.061855920060858056,1.3843088233470917,0.336798028126359,0.0010821502473118017,0.0,3.0,0.3665277647972107
177.45,1.23,-0.0002723100970069936,947,3328000,416,0.06261154070777639,1.3852676117420197,0.36809605486691,0.0011945326493150788,0.0,3.0,0.3647138148546219
183.81,1.4,-0.0004598981959861703,947,3336000,417,0.06089745889274153,1.3850392091274262,0.35191258788108826,0.0010780111718122498,0.0,4.0,0.5604636371135712
187.1,1.43,0.00013178834266000194,947,3344000,418,0.039182190400373726,1.383150646686554,0.23386223152279853,0.0005387797337243682,0.0,4.0,0.885993459224701
188.28,1.53,-9.032632304297295e-05,947,3352000,419,0.05787725500379137,1.3834834945201875,0.358295885771513,0.0011888948962950963,0.0,4.0,0.8424290955066681
186.8,1.57,2.8823540313283046e-05,947,3360000,420,0.05301647858239058,1.3844229388237,0.33968224212527276,0.0011266934854938882,0.0,4.0,0.8224995154142379
180.28,1.38,-1.7250492364837556e-05,947,3368000,421,0.04150604966497865,1.384654586315155,0.27357724457979204,0.0006965928865247406,0.0,3.0,0.7129902231693268
177.67,1.26,-3.646688484877814e-05,947,3376000,422,0.05614108802038714,1.38400359749794,0.3477309587597847,0.0010883374957120395,0.0,3.0,0.8522080910205841
177.51,1.21,-0.00026197387975116724,947,3384000,423,0.05547859375091358,1.3851043558120728,0.3305563485622406,0.001008037855172006,0.0,3.0,0.5993271422386169
175.16,1.15,0.0003818481084454106,947,3392000,424,0.04483044994870077,1.385279916524887,0.2922097248956561,0.0008021233274303085,0.0,3.0,0.7123793029785156
176.25,1.18,9.217966959113255e-05,947,3400000,425,0.042118735832526066,1.385560450553894,0.27187616169452666,0.0007143047931458569,0.0,3.0,0.7721314376592636
184.78,1.42,-0.0005309925076699074,947,3408000,426,0.05190614457291368,1.3855144035816194,0.3366667030006647,0.0009876529347820906,0.0,3.1000000000000085,0.8991770625114441
183.44,1.41,0.00021317751703463727,947,3416000,427,0.05854493770442961,1.3857459247112274,0.3581307868659496,0.0013014776632553548,0.0,3.0,0.6350839161872863
175.86,1.23,5.2481564780464395e-05,947,3424000,428,0.0467872189955584,1.3856650710105896,0.3055581673979759,0.0008738142238144065,0.0,3.0,0.6017656880617142
176.47,1.22,-0.0001105622791510541,947,3432000,429,0.04987766546400642,1.3857328069210053,0.2838263595849276,0.0007215942273614928,0.0,3.0,0.5743956297636033
175.91,1.17,0.0002415685851519811,947,3440000,430,0.039084504098959215,1.3856164014339447,0.24024830281734466,0.0004915248364341096,0.0,3.0,0.9158114886283875
180.66,1.29,0.0001214825158513122,947,3448000,431,0.06938955248916105,1.3856139779090881,0.37458427250385284,0.0012963977763138246,0.0,3.0,0.23916110455989836
189.48,1.47,-0.0002674142788600875,947,3456000,432,0.0535478907168023,1.384820671081543,0.3276534878462553,0.0009130206907866522,0.0,4.0,0.710279130935669
186.81,1.42,-0.00026003821287304166,947,3464000,433,0.0658783622944244,1.3840807092189789,0.39184007212519645,0.0013855790439993142,0.0,4.0,0.5110644173622131
185.44,1.4,-5.017323652282357e-05,947,3472000,434,0.04745043651916992,1.3831720888614654,0.2965941177308559,0.0008119853158495971,0.0,4.0,0.7160070556402206
179.55,1.29,0.00018432696495437995,947,3480000,435,0.04445648667167844,1.3830156207084656,0.2740421722829342,0.0008050358320360829,0.0,4.0,0.7565034586191177
182.6,1.46,-1.1887527216458693e-05,947,3488000,436,0.05552827958673804,1.384586548805237,0.32023772116750476,0.0009299615565396379,0.0,3.0,0.5300312227010727
183.93,1.45,0.00020408608434081544,947,3496000,437,0.05392745533798461,1.3855617594718934,0.3372334358841181,0.001081111613457324,0.0,3.0,0.5727904635667801
181.97,1.29,-0.0002629253866325598,947,3504000,438,0.0471399423825797,1.3846173250675202,0.2943835707008839,0.0007130055136804004,0.0,3.0,0.5484503483772278
170.96,1.07,-0.00015962821729772258,947,3512000,439,0.04720610410513311,1.3859020626544953,0.2756768436729908,0.0007507664050717722,0.0,3.0,0.7031500005722046
173.15,1.17,6.31858958513476e-05,947,3520000,440,0.05701695768972304,1.3853934836387634,0.3701350636035204,0.0012156253441935405,0.0,3.0,0.8273634058237076
188.02,1.6,-0.000444377825333504,947,3528000,441,0.052631678783739436,1.3838321661949158,0.30939860656857493,0.0008017009549803333,0.0,3.0,0.8934861439466476
192.85,1.69,0.00010954761659377254,947,3536000,442,0.0695706584118701,1.3842393243312836,0.42108069971203804,0.001493491531109612,0.0,3.0,0.6539621829986573
194.29,1.64,-0.00017817653108068043,947,3544000,443,0.06740181817839541,1.382515491247177,0.3976648172736168,0.0014773602251443663,0.0,4.0,0.5849571853876114
192.84,1.59,0.00015254907921189443,947,3552000,444,0.06402384951580713,1.3830060267448425,0.42012650921940803,0.0016661199153168128,0.0,3.1000000000000085,0.8413600695133209
180.56,1.31,-0.00033719747196300884,947,3560000,445,0.06022912779275745,1.3839097225666046,0.37249034084379673,0.0012427233213020373,0.0,3.0,0.7637718158960343
176.31,1.24,0.0001688446670414123,947,3568000,446,0.04546941662785604,1.3856753146648406,0.3025348360836506,0.0007704754358928767,0.0,3.0,0.4519055092334747
172.28,1.11,-5.074786529803532e-05,947,3576000,447,0.035439855497423144,1.3858675920963288,0.2263107218593359,0.00040263305858388775,0.0,3.0,0.5862000900506973
171.52,1.1,2.0132939680479468e-05,947,3584000,448,0.05718572033109199,1.3849922573566438,0.32949835661798715,0.0010251483065985667,0.0,3.0,0.8493017017841339
181.81,1.39,0.00018027946702204646,947,3592000,449,0.05264310021890568,1.3838418233394623,0.33325816579163076,0.0009186444428632967,0.0,3.0,0.6486610412597656
189.52,1.59,-0.00017712271350319497,947,3600000,450,0.06754595249909269,1.3844473230838776,0.39645322903990743,0.0013873022767074872,0.0,3.1000000000000085,0.7085409659147263
187.37,1.5,0.00016909209174627903,947,3608000,451,0.053549656907204694,1.3856424915790557,0.32431293062865735,0.0008676679991549463,0.0,4.0,0.7038282334804535
183.55,1.38,-0.0002922994723485317,947,3616000,452,0.058210608936983085,1.385108734369278,0.32110079400241376,0.0009406468440283788,0.0,3.0,0.720006269812584
178.22,1.26,0.0003998105222126469,947,3624000,453,0.05143202616094558,1.3855392193794251,0.315995864123106,0.0008813821926742094,0.0,3.0,0.7254525583982467
178.79,1.29,-0.00027271987412859746,947,3632000,454,0.05807865127664253,1.3850405251979827,0.35353084161877635,0.0010759962176234694,0.0,3.0,0.65047188103199
183.84,1.49,-0.0002929620379291009,947,3640000,455,0.05232239735640116,1.3826464676856995,0.3392331609874964,0.001272662505543849,0.0,3.0,0.6922055053710937
187.3,1.54,9.86709337303182e-05,947,3648000,456,0.05565884290738165,1.3834063661098481,0.34765114322304724,0.0011185767193819629,0.0,4.0,0.6932754218578339
183.18,1.37,-7.515616620366927e-05,947,3656000,457,0.049050250739593355,1.384558345079422,0.3085780465602875,0.0008212790835386841,0.0,4.0,0.8261928951740265
185.08,1.46,-3.896370879374445e-05,947,3664000,458,0.05012194232431349,1.3857028257846833,0.31789124473929403,0.0008331297780387103,0.0,4.0,0.7420685601234436
198.44,1.81,0.000712945272680372,947,3672000,459,0.06055567223537921,1.3852863645553588,0.37752926871180537,0.0011100270463794005,0.0,4.1000000000000085,0.7907332187891006
197.22,1.74,-0.0008919978499761783,947,3680000,460,0.07103919944999763,1.3854776060581206,0.38685930423438547,0.001552669889642857,0.0,4.1000000000000085,0.6082585448026657
187.7,1.48,9.161983456579037e-05,947,3688000,461,0.04943237323021475,1.3837833333015441,0.32698569051921367,0.0009565949642274063,0.0,4.0,0.6425555109977722
184.15,1.43,2.9294581181602553e-05,947,3696000,462,0.049400016275521666,1.3846195113658906,0.330603451281786,0.0008751960453446373,0.0,3.1000000000000085,0.5199698448181153
177.4,1.29,-0.00045009606106759747,947,3704000,463,0.06642494368669571,1.3847083795070647,0.37553720489144327,0.0013003360457150847,0.0,3.0,0.7170056909322738
179.43,1.4,0.0001537358380664955,947,3712000,464,0.055868979770032176,1.384690454006195,0.3519015222042799,0.001005935761531873,0.0,4.0,0.8693393021821976
180.2,1.43,0.00013160156267986168,947,3720000,465,0.037844692446212684,1.3853499269485474,0.256985871270299,0.0005451622180771664,0.0,4.0,0.7438452357053756
168.35,1.09,2.683501539650024e-05,947,3728000,466,0.037569547646739775,1.3841441774368286,0.24728963159024717,0.0005431757308178931,0.0,3.0,0.7405875855684281
169.4,1.08,-0.00010489057414815761,947,3736000,467,0.06052845479250523,1.3842565143108367,0.35739276953041554,0.00121000425730017,0.0,3.0,0.6519470846652985
175.01,1.21,0.0002989615006663371,947,3744000,468,0.04065792283624349,1.385095053911209,0.2754612468928099,0.0007266916434309678,0.0,3.0,0.43085031330585477
176.78,1.22,-9.697968052932993e-05,947,3752000,469,0.05778417938786396,1.3836349308490754,0.35606491833925247,0.0010629596519720508,0.0,3.0,0.7366594302654267
184.84,1.42,-0.00113197987593594,947,3760000,470,0.06668784138098306,1.3852587485313415,0.3547527828067541,0.0012913977496282314,0.0,4.0,0.626250262260437
185.13,1.42,0.0002791790038099862,947,3768000,471,0.04194246867924241,1.3851971650123596,0.27914539657533166,0.0006712550685188034,0.0,4.0,0.5173364496231079
177.08,1.24,-0.0006863543195504462,947,3776000,472,0.06386199698765073,1.385436121225357,0.3006875889003277,0.0008803032851574244,0.0,3.0,0.7813630294799805
180.76,1.39,8.31195491264225e-05,947,3784000,473,0.06954766505400051,1.3847532427310945,0.3972268594801426,0.0013593835001665866,0.0,3.1000000000000085,0.6408054798841476
182.99,1.42,-0.00033774134935811163,947,3792000,474,0.07515921892026248,1.3843850243091582,0.3934299742430449,0.0014647708535994752,0.0,3.0,0.5638133424520493
174.88,1.19,-3.123155198409222e-05,947,3800000,475,0.05141063376303816,1.3853455114364623,0.32896454751491544,0.0009202824823660194,0.0,3.0,0.6567428547143936
177.58,1.25,-9.29195253411308e-05,947,3808000,476,0.040394306116505324,1.3856766283512116,0.2645475782826543,0.0005954046694751014,0.0,3.0,0.7438879913091659
184.08,1.44,-7.780517305945978e-05,947,3816000,477,0.06523625917247036,1.3850223350524902,0.3855234185606241,0.0013493132202711422,0.0,3.0,0.6339000976085662
184.74,1.44,-4.674741452618037e-05,947,3824000,478,0.050962798649810966,1.3856138718128204,0.301883135586977,0.000899852120273863,0.0,4.0,0.6693302565813064
180.04,1.29,0.0001550127292284742,947,3832000,479,0.04535506850155447,1.3857842016220092,0.3099665790051222,0.0007889414652163396,0.0,4.0,0.824393190741539
174.28,1.17,-0.0001084094011457637,947,3840000,480,0.043167872060927356,1.3854443275928496,0.29053317733108996,0.0007095673967342009,0.0,3.0,0.8072330403327942
181.54,1.37,-0.00015945642662700265,947,3848000,481,0.06025147485990932,1.3846680903434754,0.34649356283247473,0.0010476059876964427,0.0,3.0,0.7731175339221954
178.8,1.32,-0.0004034750639402773,947,3856000,482,0.06034374909192057,1.3851128005981446,0.34065766878426074,0.0012434104239582666,0.0,3.0,0.7409647208452225
180.32,1.33,-0.00015161055889620912,947,3864000,483,0.04551418587835108,1.3839976513385772,0.29436517886817454,0.0007931041739357169,0.0,4.0,0.41053094089031217
178.59,1.26,0.0004470371043862542,947,3872000,484,0.05892243234376601,1.384519546031952,0.3692603050917387,0.0011969007596053416,0.0,4.0,0.7434725612401962
170.97,1.06,-0.0003696820310142357,947,3880000,485,0.05317915728874528,1.3846750056743622,0.33016602888703345,0.0009396205606026343,0.0,3.0,0.7145379453897476
172.25,1.11,1.0226493031950668e-05,947,3888000,486,0.058106224443476025,1.3843285369873046,0.3399867275357246,0.0009792905922222416,0.0,3.0,0.5934149044752121
183.29,1.37,-8.977054330898682e-05,947,3896000,487,0.04556341739851789,1.3856105852127074,0.29411588460206983,0.0007797684919569292,0.0,4.0,0.7594615000486374
178.46,1.28,-8.921767999709118e-05,947,3904000,488,0.05256864809587713,1.3857691621780395,0.30852392308413984,0.000830012932929094,0.0,4.0,0.2829961639642715
172.94,1.17,4.830957681406289e-05,947,3912000,489,0.057257447050771224,1.3849301755428314,0.3679911960661411,0.0013126839110918808,0.0,3.0,0.6745247179269791
186.87,1.5,-3.2687421844457277e-06,947,3920000,490,0.050540921924478344,1.3855666291713715,0.3036535433679819,0.0008148745605285512,0.0,4.0,0.827198668718338
180.87,1.35,0.00015702002980106045,947,3928000,491,0.04524332434822912,1.3859611773490905,0.282775187715888,0.0007353588547266554,0.0,3.1000000000000085,0.8448523133993149
168.5,1.04,-8.050996984820814e-06,947,3936000,492,0.0414420796680908,1.3855415034294127,0.28008193396031855,0.0007547949409490684,0.0,3.0,0.7136165082454682
170.85,1.08,-4.757375992994639e-05,947,3944000,493,0.03871394146839787,1.3856046068668366,0.241499128267169,0.0004910348581324797,0.0,3.0,0.7215572947263718
175.7,1.18,-4.939584759995341e-06,947,3952000,494,0.05538802952134754,1.38415092587471,0.3182551632076502,0.0009281757169446791,0.0,3.0,0.8142734009027481
