#{"t_start": 1543773036.330484, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,157,21.601076
1.0,158,27.805415
1.0,154,33.516695
0.0,129,39.253237
0.0,125,44.586236
1.0,157,50.932715
0.0,129,57.186927
9.0,404,75.001385
4.0,303,87.604536
1.0,153,93.278542
0.0,129,99.102397
0.0,127,105.054265
1.0,173,112.263196
0.0,127,117.852473
1.0,178,125.877103
0.0,129,130.834781
2.0,221,139.837412
0.0,127,144.591602
0.0,129,149.572897
3.0,230,158.971148
2.0,185,167.385096
3.0,248,177.905921
2.0,183,185.676379
1.0,171,192.096474
2.0,186,198.04261
1.0,155,203.646234
3.0,234,211.853668
1.0,173,219.755249
0.0,127,224.989279
6.0,373,240.608033
1.0,173,248.186246
3.0,252,259.957275
0.0,125,264.833316
2.0,220,277.042842
3.0,255,288.683695
0.0,127,294.083441
2.0,200,303.107641
4.0,322,317.707499
0.0,123,323.330906
0.0,125,328.723622
0.0,125,332.611027
2.0,185,342.426022
3.0,250,356.434537
0.0,127,361.912813
2.0,224,373.761152
0.0,129,379.352855
1.0,155,384.229103
0.0,129,391.99747
0.0,127,396.890668
1.0,171,404.764965
5.0,312,418.579959
0.0,125,424.469409
2.0,200,433.200716
0.0,123,438.318959
5.0,350,451.988997
0.0,127,458.1404
0.0,127,461.226597
1.0,155,466.269404
0.0,127,471.974546
0.0,129,477.735653
2.0,200,484.682801
4.0,319,499.168178
0.0,125,505.178693
0.0,125,509.940914
8.0,350,525.924744
2.0,200,535.53616
0.0,127,540.191442
9.0,380,554.268514
5.0,346,565.419688
0.0,125,572.137078
0.0,129,577.900177
0.0,127,582.83292
0.0,127,587.830859
0.0,125,592.717949
0.0,129,597.560794
0.0,129,602.004964
6.0,400,619.928068
4.0,297,630.575803
0.0,125,636.562803
0.0,127,641.293534
2.0,200,649.095888
5.0,352,664.227954
0.0,127,669.86466
0.0,125,675.201928
2.0,202,684.736733
3.0,248,697.908828
3.0,248,708.273665
1.0,157,714.619093
5.0,350,732.20919
6.0,376,747.385678
8.0,375,763.113286
0.0,129,768.314325
0.0,127,771.425354
4.0,301,781.965902
0.0,127,786.501705
0.0,125,792.132562
0.0,129,796.609631
1.0,159,802.16095
0.0,129,806.81712
0.0,129,812.355063
0.0,125,817.541077
0.0,129,823.10006
1.0,176,827.416167
0.0,127,831.487586
6.0,382,847.181691
2.0,202,855.257401
0.0,129,858.460636
1.0,176,864.201861
0.0,127,868.391968
4.0,297,881.343033
2.0,202,889.214314
