frames,P01:episode_rewards,epoch_idx,grad_norm,policy_loss,episode_length,explained_variance,fps,policy_entropy,value_loss,advantage_norm,PMM:episode_rewards,P09:episode_rewards
112000,0.0,14,0.46670150189015275,-0.0016919212398352102,168.4,0.43725249826908114,263,1.3639716243743896,0.014597209825296886,1.4163085675239564,1.07,3.0
120000,0.0,15,0.3760254683328277,-0.0013301264840629302,170.01,0.4860475224256515,264,1.3554993987083435,0.013054791761678643,1.2942400592565537,1.15,3.0
128000,0.0,16,0.40875523801688535,-0.004366394575044979,164.4,0.5538547950983047,263,1.3203351652622224,0.012538157717208377,1.2572660019993782,1.13,3.0
136000,0.0,17,0.37624444962860837,-0.004115316466777585,161.02,0.6363587284088135,263,1.303194797039032,0.012357444624067284,1.2389560264348984,1.1,3.0
144000,0.0,18,0.3435441762875942,-0.000456144258932909,162.24,0.674482883810997,263,1.3423277723789215,0.009644532830570825,1.1402937284111976,1.09,3.0
152000,0.0,19,0.4573170046903027,-0.003439708281548519,169.5,0.7512362337112427,264,1.3580459535121918,0.013386279586702585,1.4072870135307312,1.2,3.0
160000,0.0,20,0.4773054579536785,-0.004520705309259938,196.6,0.5857804012298584,264,1.3625307083129883,0.015594898874405771,1.454696541428566,1.8,5.0
168000,0.0,21,0.38617458921612313,-0.00376360657683108,202.24,0.7558535349369049,264,1.372426402568817,0.011989303058944642,1.2991844579577445,1.88,4.1000000000000085
176000,0.0,22,0.38950428254079517,-0.0008005301383673213,195.42,0.8122629934549331,264,1.3621844947338104,0.010491917092585935,1.175915283560753,1.71,4.1000000000000085
184000,0.0,23,0.36424625725607773,-0.0005796951052036548,198.31,0.864395802617073,264,1.3551842772960663,0.009626980447210371,1.1426895743608474,1.74,5.0
192000,0.0,24,0.38665328692552436,-0.0011506731135887095,207.97,0.804388330578804,265,1.3625904428958893,0.011922102074604481,1.2980803084373473,2.01,5.0
200000,0.0,25,0.2821450660895509,-6.796277215471491e-05,198.0,0.8888892781734467,265,1.357216569185257,0.007121577874640934,0.9996289280056954,1.79,5.0
208000,0.0,26,0.34744035398549145,-0.0029534701036754997,197.73,0.8945438480377197,265,1.344140123128891,0.008335688231745735,1.0838815653324128,1.76,5.0
216000,0.0,27,0.294034446431809,-0.0015083692129701377,195.86,0.9215349739789963,266,1.3413388681411744,0.00709495471441187,0.9936536011099816,1.77,5.0
224000,0.0,28,0.2557554110909456,-0.00045095955982105807,208.04,0.9500434595346451,266,1.347791908979416,0.005353757027769461,0.8764731562137604,2.08,5.0
232000,0.0,29,0.34594569088395744,-0.0021078765166021186,207.55,0.9038280695676804,266,1.3642467427253724,0.008497037229826674,1.0910430720448494,2.1,5.0
240000,0.0,30,0.3094159133302559,-0.00094992499507498,212.81,0.9149374401569367,266,1.3576289129257202,0.007571587699931115,1.0331222334504127,2.08,5.0
248000,0.0,31,0.29757532071338255,0.0006492718608933501,214.61,0.8924650979042054,267,1.357773163318634,0.007716061254031956,1.0310881513357162,2.14,5.0
256000,0.0,32,0.23512708756570866,-0.00036297871731221675,216.15,0.9155643892288208,267,1.3471093773841858,0.0049474840000038964,0.8166915419697761,2.23,5.0
264000,0.0,33,0.18942922809278553,-0.0002005537084187381,200.09,0.9645519781112671,267,1.3453867948055267,0.00345651845127577,0.6835208010673522,1.9,5.0
272000,0.0,34,0.2582751948759876,-0.0006358116646151757,199.4,0.9440496569871902,268,1.3493704581260682,0.005800911008263938,0.888274030983448,1.93,5.0
280000,0.0,35,0.2251864543881849,-0.0015685671468963847,202.53,0.9497804456949234,268,1.3414247035980225,0.004174706544727087,0.7450483033061027,1.95,5.0
288000,0.0,36,0.18740662429222288,-0.00021861328496015632,190.08,0.9483862364292145,268,1.3546403002738954,0.0033439892224851066,0.6636433503031731,1.56,5.0
296000,0.0,37,0.21763054218938635,-0.0005108031511190347,189.66,0.94837715446949,268,1.3583324730396271,0.004443549638963305,0.7891198465228081,1.63,5.0
304000,0.0,38,0.23950377286058355,0.0002203365102468524,203.22,0.936758685708046,269,1.356430288553238,0.005959519182797521,0.9072317725419998,1.95,5.0
312000,0.0,39,0.22061494595815107,-0.0009498586889822036,209.97,0.9399506938457489,268,1.366830769777298,0.004799132720800117,0.8024520161747932,2.13,5.0
320000,0.0,40,0.17915884553907613,-0.0008551372267538681,196.53,0.9660492050647735,268,1.3673757100105286,0.0031114454654743895,0.649133138358593,1.66,5.0
328000,0.0,41,0.2477630744580288,-0.0017961290717357769,190.56,0.935909833908081,267,1.3617564618587494,0.006023053859244101,0.9075883677601815,1.5,4.0
336000,0.0,42,0.20764178650518392,-0.0012060763561748899,205.3,0.9570816081762313,267,1.358732178211212,0.004426044900319539,0.7620403859019279,1.87,5.0
344000,0.0,43,0.24922706857360424,-0.0009095447571598925,219.53,0.9066964793205261,267,1.3689239394664765,0.006940476179588586,0.9519207149744033,2.29,5.0
352000,0.0,44,0.33836770361516844,-0.0014466386364074425,227.15,0.8990439820289612,267,1.367040797472,0.010201996136456727,1.1525363647937774,2.49,5.1000000000000085
360000,0.0,45,0.2486560398897237,-0.0005332233884837479,204.84,0.895514909029007,267,1.364182586669922,0.006185826894361526,0.9120509549975395,1.89,5.0
368000,0.0,46,0.24892764191624384,0.00043755948689067737,198.83,0.926476092338562,267,1.3591133964061737,0.0067985862668138,0.963595624268055,1.75,5.0
376000,0.0,47,0.269092720161356,-0.0020584428030997514,211.31,0.922827290892601,268,1.3638213574886322,0.006920478302054107,0.9852685910463334,2.1,5.0
384000,0.0,48,0.250895688608072,-0.00012513199268141762,209.93,0.9099130803346633,268,1.3633260059356689,0.00699294638063293,0.9759534400701523,2.11,5.0
392000,0.0,49,0.29616058999639616,0.00045959236100316046,197.96,0.8934323477745056,268,1.3564377319812775,0.008639488870394417,1.0571301823854446,1.82,5.0
400000,0.0,50,0.34307438712110105,-0.0021550092906181817,204.99,0.8692656284570695,268,1.3583061909675598,0.011463655104162172,1.2652519908547402,2.0,5.0
408000,0.0,51,0.33240549340640885,-0.0023663785889220888,207.95,0.8386234843730926,269,1.356065411567688,0.00972038893145509,1.147564585208893,2.08,5.1000000000000085
416000,0.0,52,0.3730937390287126,-0.0029633595894119936,202.09,0.8795733255147934,268,1.3374878108501433,0.011257667141617276,1.2520225405693055,2.01,5.0
424000,0.0,53,0.3808765079309548,-0.0018062778841704131,204.87,0.8420784372091293,268,1.3196620225906373,0.012634966906625777,1.3427346378564835,2.11,5.0
432000,0.0,54,0.33804389802436396,-0.0013141378993168473,228.67,0.8713920205831528,268,1.3290193963050843,0.010442205063300207,1.2245753687620162,2.71,5.0
440000,0.0,55,0.34144594292319824,-0.002985782368668879,228.31,0.8440991353988647,268,1.331073421239853,0.011562868509208783,1.2732557752728462,2.72,5.0
448000,0.0,56,0.30942587874807265,-0.0012746507482370361,223.03,0.8928550916910172,269,1.3302634000778197,0.010258000553585589,1.1738984128832817,2.51,5.0
456000,0.0,57,0.28093565681414495,-0.0015635384504275862,229.41,0.9084436362981796,268,1.3286784482002258,0.008393906394485385,1.1011949196457862,2.77,7.0
464000,0.0,58,0.18749260783761998,-0.0004694703055429272,247.48,0.9589237451553345,266,1.3244594657421112,0.0043140659632626924,0.7548964831233025,3.32,9.0
472000,0.0,59,0.22493360901676027,0.00016884334268979728,259.27,0.9408372932672501,266,1.3341198003292083,0.005375264927279204,0.8522203323245049,3.7,9.0
480000,0.0,60,0.23159473681818907,0.0001841967130530975,254.82,0.9203992331027985,266,1.3458584690093993,0.006649711362551897,0.9553499314188957,3.46,9.0
488000,0.0,61,0.25883566121823764,-0.0008185641810996458,243.99,0.921787543296814,266,1.3588304269313811,0.007393837208510377,1.014457510113716,3.16,9.0
496000,0.0,62,0.29405935653576626,0.0005142059823265299,230.1,0.9011492615938187,266,1.3492391121387481,0.008655040399171412,1.0856182891130448,2.8,7.1000000000000085
504000,0.0,63,0.32672990991207024,-0.002089421746786684,233.18,0.8435915017127991,266,1.3580692398548126,0.010515447433572262,1.207192714214325,2.92,8.0
512000,0.0,64,0.38806506046769984,-0.005959923220216296,237.35,0.901189551949501,266,1.3336681997776032,0.010359578329371288,1.1442455878853799,3.07,8.100000000000009
520000,0.0,65,0.2913289810294982,-0.00043172369521926157,232.39,0.8956036901473999,266,1.3502486419677735,0.008717129174619913,1.0893897542357445,2.85,6.200000000000017
528000,0.0,66,0.29768766817657794,-0.0008051568374503404,238.55,0.8889065623283386,267,1.3551094388961793,0.009906779273878783,1.1814053216576577,3.0,7.1000000000000085
536000,0.0,67,0.36460409790130505,-0.002951285530580208,253.49,0.8663110321760178,267,1.331025652885437,0.012593949502334,1.3578348851203919,3.37,8.100000000000009
544000,0.0,68,0.3105597298163548,-0.004334040803078096,252.33,0.9081974631547928,267,1.3333280551433564,0.008891393373487518,1.1483195552229881,3.38,9.0
552000,0.0,69,0.29033919661250973,0.0006278396386187523,246.36,0.8888831835985184,268,1.321276868581772,0.008900332216871903,1.1233550775051118,3.2,7.200000000000017
560000,0.0,70,0.25229586148449207,-0.0021629056600067998,240.4,0.9280438846349717,268,1.3315429294109344,0.006524997770320624,0.9644099652767182,3.05,7.200000000000017
568000,0.0,71,0.36892307123700435,-0.0027287037498899738,258.12,0.8636935997009277,268,1.3251804029941558,0.011799187937285752,1.2983664989471435,3.55,9.0
576000,0.0,72,0.3203949115473154,-0.0027106696952250786,271.55,0.8601601111888886,269,1.3216777813434601,0.010415570626500994,1.2364988201856613,3.89,9.0
584000,0.0,73,0.3243856503758519,-0.001010374484339991,273.34,0.907604495882988,269,1.3085637092590332,0.010534287157934159,1.2299905890226364,3.96,9.0
592000,0.0,74,0.33858985497086586,-0.0047383495605026835,266.81,0.8935731190443039,269,1.2893412244319915,0.01049962039804086,1.2495169055461883,3.76,9.0
600000,0.0,75,0.2941118454208804,-1.0862386552616954e-05,270.99,0.8961201024055481,269,1.3084521007537842,0.009528454657411202,1.1607214894890785,3.96,10.0
608000,0.9000000000000004,76,0.3365874772791599,-0.0021309324588946765,287.73,0.893108172416687,269,1.311518850326538,0.010998924640007316,1.2853830337524415,4.42,10.0
616000,0.0,77,0.3183482662525363,-0.0008912968082586304,284.07,0.890722079873085,269,1.3066787588596345,0.010146826338022948,1.1919994109869003,4.26,10.0
624000,0.0,78,0.6508544989871524,-0.004414937119581737,282.5,0.6591775488853454,269,1.2649629318714142,0.02435401742812246,1.8007024067640305,4.32,10.0
632000,0.9000000000000004,79,0.6342363392505529,-0.012399040985910688,287.83,0.7648089092969894,269,1.2582477688789369,0.02793305428698659,1.8253811830282212,4.31,9.0
640000,1.0,80,0.4474421414321814,-0.0027317529392894358,290.57,0.8483480906486511,269,1.2613554799556732,0.016526612786110492,1.572819305062294,4.4,8.0
648000,1.0,81,0.49582494521934045,-0.006362516221997794,300.61,0.7832489550113678,269,1.2193438136577606,0.018619326427578926,1.6663078647851943,4.83,9.0
656000,0.9000000000000004,82,0.513231590011976,-0.008265656180883525,317.0,0.8307664316892623,270,1.2101959574222565,0.018118495368398727,1.6408364713191985,5.24,10.0
664000,0.0,83,0.4046307782841392,0.0010897143889451399,325.9,0.8562601667642593,270,1.2533291137218476,0.014612666622269899,1.4804785084724426,5.62,10.0
672000,0.0,84,0.4243144484963981,-0.004232812161790207,331.57,0.8150158888101577,270,1.2572006380558014,0.015837801839224994,1.5489926260709763,5.88,11.0
680000,0.9000000000000004,85,0.44034717037655385,-0.005590096216183156,338.16,0.7942073839902878,271,1.2657183003425598,0.017022953568957746,1.564446093440056,5.94,11.0
688000,1.9000000000000004,86,0.4503818387622944,-0.006922759595909156,343.12,0.8450631678104401,271,1.2353206658363343,0.016045272243209185,1.5570868694782256,6.0,10.100000000000009
696000,1.0,87,0.36759489519089633,-0.002682899722130969,328.85,0.8612378233671188,271,1.218788822889328,0.012286064140498638,1.3672769141197205,5.77,10.0
704000,0.0,88,0.4121013254111747,-0.003112533854437061,322.87,0.874840893149376,271,1.2486464512348174,0.012900339467450976,1.4037768524885177,5.54,10.0
712000,0.0,89,0.3734182533912247,-0.004871028525867587,309.12,0.8928374892473221,272,1.2523484206199647,0.012351685403846204,1.3477047598361969,5.25,10.0
720000,0.9000000000000004,90,0.3740984046328338,-0.0007771297008730471,315.31,0.8376885151863098,272,1.2629676580429077,0.013946917450521141,1.4382897353172301,5.5,11.100000000000009
728000,1.9000000000000004,91,0.3604023878044599,-0.0013325848526437767,321.35,0.8645260608196259,272,1.3002424621582032,0.01273634517332539,1.3657265883684158,5.6,11.100000000000009
736000,0.0,92,0.3090231498244825,-0.00424721440533176,316.59,0.8861045092344284,272,1.2998710215091704,0.010244382456876337,1.2274621659517289,5.53,10.100000000000009
744000,0.0,93,0.4001558937058551,-0.004464225710835308,318.23,0.8682122540473938,273,1.2730751144886017,0.01458920187316835,1.4735062605142593,5.48,10.0
752000,0.0,94,0.4104504381424755,-0.003338505694991909,308.3,0.8254705220460892,273,1.2283995294570922,0.0160925999074243,1.560707556605339,5.14,10.0
760000,0.9000000000000004,95,0.4269892804669259,-0.0052185665309662,318.79,0.8592169535160065,273,1.2589322865009307,0.014469235595315695,1.465320529937744,5.39,10.100000000000009
768000,2.0,96,0.3769312584955149,-0.003565892542246729,343.83,0.8641210860013961,273,1.24324285030365,0.014772569010965526,1.4878669995069504,6.14,11.0
776000,2.0,97,0.4054216361310427,-0.0036214454262517392,354.0,0.8435424852371216,273,1.2529099559783936,0.015295763197354973,1.51654811501503,6.35,11.0
784000,2.0,98,0.42868139025758834,-0.0036324768350459637,366.15,0.8210480201244355,273,1.260045552253723,0.017666918360628187,1.6148178404569626,6.84,12.0
792000,2.0,99,0.3917040649701635,-0.0029866265349119204,365.79,0.8591544216871262,274,1.2592522430419921,0.014724543560296297,1.4854526764154434,6.83,12.0
800000,2.0,100,0.3880982881094145,-0.00023380005339276977,369.89,0.8614092940092086,274,1.2941432094573975,0.01389483833219856,1.4472756314277648,6.85,11.100000000000009
808000,0.9000000000000004,101,0.34266003835058656,-0.003280913035196136,344.26,0.8823690700531006,274,1.2929602599143981,0.01145893358392641,1.3059975242614745,6.13,10.100000000000009
816000,0.0,102,0.34348704039987604,-0.003357685854425654,333.14,0.8732351356744766,274,1.275244243144989,0.012003620988689363,1.3383273077011109,5.78,10.0
824000,1.9000000000000004,103,0.43110524193406596,-0.0024263472814345733,339.51,0.7914527636766434,274,1.2355512964725495,0.01749068422242999,1.6280042082071304,5.89,11.0
832000,1.9000000000000004,104,0.4498698769414402,-0.006643117880448699,339.2,0.822322369813919,274,1.1870084047317504,0.01700449054129422,1.6006992387771606,6.1,11.100000000000009
840000,2.0,105,0.44519379210524174,-0.005847672307627363,352.26,0.8396421509981156,274,1.2327630805969239,0.018211590775754304,1.6541547614336014,6.41,12.0
848000,2.0,106,0.4547360218256658,-0.0030707344873735563,353.85,0.8549793815612793,274,1.23308624625206,0.01692800784483552,1.59435285449028,6.48,12.0
856000,2.0,107,0.43063765402690946,-0.0038084021944087,356.31,0.8232850694656372,274,1.2180029737949372,0.01725346544291824,1.6112266272306441,6.72,13.0
864000,2.0,108,0.41697545157375565,-0.006238873983747908,367.05,0.8264289319515228,274,1.2402854144573212,0.01657234998419881,1.5691722702980042,7.03,13.0
872000,0.9000000000000004,109,0.3396292021820368,-0.0010392840177519246,368.78,0.8749091702699662,274,1.2782403695583344,0.012102806139737368,1.3379714357852937,7.12,13.0
880000,0.0,110,0.3814224844964549,-0.005954468676063698,363.35,0.8506867778301239,274,1.2541355860233308,0.014948340959381311,1.4965698271989822,7.01,13.0
888000,0.9000000000000004,111,0.37671318827993217,-0.0024570808229327666,370.86,0.8637022334337234,274,1.2608581185340881,0.012843879922293126,1.3726572757959365,7.02,13.0
896000,0.0,112,0.4035964380057379,-0.003158487123437226,356.28,0.85549695789814,274,1.2433870482444762,0.013486160698812455,1.4272356379032134,6.47,12.100000000000009
904000,0.0,113,0.45568628186326565,-0.006425896302098408,355.68,0.8357900500297546,274,1.2218748617172241,0.01668966676108539,1.5800260716676713,6.34,12.0
912000,0.0,114,0.415311005271646,-0.00420108705322491,369.31,0.8126079446077347,274,1.2438776838779448,0.015749025989789514,1.5368386083841323,6.83,13.0
920000,2.0,115,0.42904811917166613,-0.005036146576712781,376.71,0.8530190366506577,275,1.2657927942276002,0.016197328546550125,1.5660152995586396,7.15,13.0
928000,0.0,116,0.43096804032577013,-0.0016324857099971268,371.56,0.8479424864053726,275,1.2492115020751953,0.015810507512651385,1.5499055045843124,7.19,14.0
936000,1.9000000000000004,117,0.4350526413971507,-0.003773794320295565,376.27,0.8187519907951355,275,1.2321262347698212,0.016339621739462018,1.5712422633171081,7.31,14.0
944000,2.0,118,0.4096942553592665,-0.002361627095087897,377.98,0.8691576129198074,275,1.2235765552520752,0.014540506107732654,1.4808319407701491,7.26,14.0
952000,0.9000000000000004,119,0.43423891257853564,-0.008744386340258642,374.04,0.8421069991588592,275,1.2081926739215851,0.017649270468391477,1.6412039083242416,7.12,13.0
960000,2.0,120,0.4247532065695754,-0.0026132627879269423,392.25,0.8340649318695068,275,1.1841574478149415,0.017484351331368088,1.6199370127916337,7.66,13.0
968000,2.0,121,0.35686522579851654,-0.007424301756545901,389.78,0.9086863893270493,275,1.26175910115242,0.011697331499308348,1.3274505013227462,7.54,13.0
976000,2.0,122,0.41631693813384163,-0.0007484525861218571,393.47,0.8210443615913391,275,1.234822516441345,0.017698398772627116,1.626302443742752,7.84,14.0
984000,2.0,123,0.4556276969347131,-0.004253314768357086,394.34,0.8288718122243881,275,1.2155377888679504,0.018202362745068968,1.6776273667812347,7.83,13.100000000000009
992000,2.0,124,0.4614410152433041,-0.006408121266867965,396.9,0.8340398401021958,275,1.2114016211032868,0.018247702573426068,1.668339765071869,7.86,14.0
1000000,2.0,125,0.5322143465133721,-0.007851023580296896,409.86,0.8019520008563995,275,1.1687385439872742,0.020207919902168213,1.749040488600731,8.15,14.100000000000009
1008000,2.9000000000000004,126,0.41894445901190575,-0.0032137599063571543,429.62,0.8130906683206558,275,1.2357123410701751,0.01752019555773586,1.6216742545366287,8.97,15.0
1016000,2.0,127,0.43347343197399424,-0.004903314654657151,429.48,0.8366081035137176,275,1.2423965728282929,0.01620230618864298,1.5537951225042343,8.86,14.100000000000009
1024000,2.0,128,0.4242357977451144,-0.0033006713824579492,434.79,0.8488777488470077,275,1.2344681453704833,0.016935598608106374,1.6015669828653336,9.07,15.0
1032000,2.0,129,0.4238610663160038,-0.001970952044939622,436.99,0.8613693177700043,275,1.2267787969112396,0.01537163364700973,1.523702371120453,9.03,14.0
1040000,2.0,130,0.4364506297385509,-0.0038147402938921004,424.51,0.8704319882392884,276,1.2482350718975068,0.015428033787757159,1.530192463994026,8.71,14.0
1048000,2.0,131,0.5160731359188548,-0.004813055713893846,419.69,0.8237277257442475,275,1.2049424469470977,0.018922837795689703,1.687393412590027,8.43,14.0
1056000,0.0,132,0.4235291041723985,-0.005612119304423686,402.03,0.8754357713460922,275,1.1985767829418181,0.014646475438494235,1.4707022023200989,8.07,15.0
1064000,0.0,133,0.5176622798510562,-0.007948957635235274,399.81,0.814839044213295,275,1.1213401299715042,0.01996780370362103,1.7386741173267364,8.32,15.0
1072000,0.0,134,0.4026584697458614,-0.0002877009176881984,396.07,0.8539660239219665,276,1.207924609184265,0.015047714300453662,1.5087545746564865,8.29,15.0
1080000,0.0,135,0.444334289128703,-0.004111791234463453,402.39,0.8468875348567962,276,1.2239767014980316,0.016931540756486355,1.599549167752266,8.59,15.0
1088000,0.0,136,0.4517947313542522,-0.00086001567018684,396.7,0.8477052706480026,276,1.2160917520523071,0.01836041450034827,1.6589100128412246,8.49,15.0
1096000,1.8000000000000007,137,0.47957472398381434,-0.003656124507979257,420.52,0.7977136081457138,276,1.1718709963560103,0.02057840406894684,1.76766736805439,9.28,15.0
1104000,2.0,138,0.43240421412049534,-0.005254865602619247,394.73,0.8707590192556381,276,1.2238302075862884,0.015438190368004144,1.526384041905403,8.03,15.0
1112000,2.0,139,0.4539472130158988,-0.0023528850157163105,405.45,0.8267413401603698,276,1.2322665178775787,0.017991253403015436,1.645882592201233,8.37,15.0
1120000,2.0,140,0.42810930795110996,-0.004602238297084113,403.27,0.8532405197620392,276,1.2329584228992463,0.01579826257424429,1.5283010029792785,8.28,15.0
1128000,2.0,141,0.45927536812767494,-0.0028359829407418147,408.69,0.8380013966560363,276,1.2298067927360534,0.017549041626043618,1.6236026310920715,8.46,15.0
1136000,2.0,142,0.4375878910126161,-0.004358694439288229,413.46,0.846084121465683,276,1.2416013991832733,0.016054509766399862,1.5467261052131653,8.37,15.0
1144000,2.0,143,0.5000443239781441,-0.0064358121471013875,421.83,0.8320952701568604,276,1.2250836217403411,0.018307914813049136,1.6620183628797531,8.76,15.0
1152000,2.0,144,0.3603086279402007,-0.0006309835996944457,432.61,0.8672706973552704,276,1.2385970890522002,0.01384824292268604,1.439322472214699,9.13,15.0
1160000,2.0,145,0.47073225812603775,-0.004567730245325947,434.53,0.7974025541543961,277,1.2023387408256532,0.019906784438062458,1.7290127420425414,9.19,15.0
1168000,2.0,146,0.46602468231964617,-0.00295542350737378,443.75,0.8245794320106506,276,1.2163104915618896,0.01870834390632808,1.674307405948639,9.43,16.0
1176000,2.0,147,0.4428692790464694,0.000930795012973249,444.53,0.8095939761400223,276,1.2445400273799896,0.01768456886988133,1.6349199521541595,9.45,15.0
1184000,2.0,148,0.48501764958750926,-0.004682121521327644,453.46,0.8198464804887772,277,1.2350670599937439,0.018975292979739607,1.6995718628168106,9.83,16.0
1192000,2.0,149,0.39789245298521075,-0.0016849094140343368,455.54,0.8570902645587921,277,1.2547515869140624,0.013985489937476813,1.4409595668315887,9.98,16.0
1200000,3.0,150,0.49085220208852837,-0.005787772651528939,466.74,0.7977657699584961,277,1.251477073431015,0.01979881805367768,1.7015849763154984,10.64,17.0
1208000,2.9000000000000004,151,0.4365807214079884,0.00013441054994473234,450.74,0.8264432829618454,277,1.2518747925758362,0.016852309501264245,1.563886870741844,10.22,16.0
1216000,3.0,152,0.5092860979229034,-0.007580238652735716,455.21,0.8203516286611557,277,1.2289524579048157,0.019425138239748774,1.707111097574234,10.39,16.10000000000001
1224000,2.0,153,0.49719428065120697,-0.005884644584148191,443.49,0.8202249479293823,277,1.2117367470264435,0.018408565865829587,1.6565372085571288,10.08,17.0
1232000,1.9000000000000004,154,0.42366856903890204,-0.002420616422459716,445.96,0.8369716215133667,277,1.2119662618637086,0.017627278584986927,1.6269952601194382,10.19,17.10000000000001
1240000,2.0,155,0.4363447479093237,-0.002045625263126567,449.02,0.8100047892332077,277,1.2238652431964874,0.01673112213378772,1.5805096781253816,10.26,18.10000000000001
1248000,1.9000000000000004,156,0.4446288596704147,-0.002870182393817231,451.81,0.8293194621801376,277,1.2313090193271636,0.018056563823483883,1.652605299949646,10.13,17.10000000000001
1256000,2.0,157,0.5111506446947369,-0.004209168711786333,451.38,0.8426877170801162,277,1.1890162801742554,0.01796685140579939,1.6467354226112365,10.06,19.0
1264000,2.0,158,0.561224979031966,-0.006662702184403315,464.58,0.7947128927707672,277,1.185388572216034,0.02131333087105304,1.7944872713088988,10.47,18.10000000000001
1272000,2.0,159,0.4739480425188604,-0.002726200025936123,474.31,0.8083160293102264,277,1.1908850598335265,0.019953053491190077,1.7214641427993775,10.85,19.0
1280000,2.0,160,0.5172811929845111,-0.0057890396239236,482.19,0.8156432014703751,278,1.203110809326172,0.019664747663773595,1.7316304874420165,11.11,18.10000000000001
1288000,2.9000000000000004,161,0.43505655141354405,-0.0025011650132364593,489.43,0.843899873495102,278,1.2072758078575134,0.016243879212997855,1.5493231368064881,11.03,18.0
1296000,2.0,162,0.44046972259592304,-0.002655061667319387,482.92,0.8197748553752899,278,1.2497888922691345,0.017191427659709005,1.6155545902252197,10.69,18.0
1304000,3.9000000000000004,163,0.4871452477564368,-0.005456305257757777,488.55,0.8217775106430054,278,1.2420831203460694,0.017665296606719495,1.6276205879449845,10.81,18.0
1312000,3.9000000000000004,164,0.4765636810341143,-0.006575778944534249,490.11,0.8318333548307418,278,1.2237633597850799,0.01777225919533521,1.6099835354089738,10.8,18.0
1320000,4.0,165,0.43907265266193457,-0.0010995775077026336,488.5,0.8288421481847763,278,1.220273402929306,0.017032556738704442,1.602156845331192,10.63,18.0
1328000,4.0,166,0.4962649969397399,-0.006159521030494944,484.65,0.837448799610138,278,1.2260460352897644,0.017559832958504558,1.6278407382965088,10.54,17.10000000000001
1336000,2.0,167,0.46144197253809816,-0.006019700865726918,471.69,0.8375265336036682,278,1.1955269503593444,0.017791011808440088,1.6445564615726471,10.28,17.0
1344000,2.9000000000000004,168,0.47659143743813503,-0.003321644081152044,484.03,0.8031470221281052,278,1.1577123779058456,0.018494747318327426,1.6695058804750442,10.76,18.10000000000001
1352000,2.0,169,0.49116190304068363,-0.0032819110923446716,489.58,0.787949287891388,278,1.206409183740616,0.02108435083180666,1.7853842622041702,11.04,19.0
1360000,2.0,170,0.4847752129626917,-0.00702725874085445,482.61,0.8422606295347214,278,1.2030944085121156,0.01965984417591244,1.7243478471040725,10.93,19.0
1368000,2.0,171,0.4519378919664822,-0.005034440032613929,476.48,0.8419178557395935,278,1.2005498337745666,0.017549674678593873,1.6209238713979721,10.8,19.0
1376000,2.0,172,0.44523050906241707,-0.00490742774651153,461.28,0.887425743341446,278,1.2230067813396455,0.01645496081095189,1.5545325303077697,10.34,19.0
1384000,2.0,173,0.4703304331784235,-0.0027252469141967593,479.77,0.77085744202137,278,1.1988876271247864,0.018893559887073932,1.6840948843955994,11.0,19.10000000000001
