fps,P09:episode_rewards,frames,grad_norm,policy_loss,episode_length,advantage_norm,PMM:episode_rewards,explained_variance,epoch_idx,policy_entropy,P01:episode_rewards,approx_kl_divergence,value_loss,clip_fraction
221,382.5000000000007,204800,0.05129220049230924,-0.0007605769736983347,362.61,15.968717855215072,233.0,6.332993507385254e-09,20,1.6101705878973007,75.0,0.0026265128599334275,0.011605131370015443,0.1710205078125
222,352.5000000000002,215040,0.0506465224401748,-0.0017585163692274363,349.83,15.968717575073242,205.25,-1.4156103134155273e-08,21,1.5572706632316113,75.0,0.003193761754903335,0.011081048796313553,0.216748046875
222,450.0,225280,0.04484675355583857,-0.0012794224316166948,347.63,15.96871775984764,213.75,1.3411045074462891e-08,22,1.4090060204267503,75.0,0.002050035485569879,0.011837374736205674,0.14169921875
223,480.00000000000045,235520,0.04316139311842616,-0.0008916738635889488,351.12,15.968717688322068,223.5,-1.3783574104309083e-08,23,1.3393023550510406,75.0,0.002220680406878728,0.010099545136108645,0.1493408203125
222,527.5000000000002,245760,0.041630031404234075,-0.0009931364373187534,358.34,15.96871771812439,221.75,-9.313225746154785e-09,24,1.3107692778110505,50.0,0.002482727679205254,0.01044706428911013,0.1676025390625
223,525.0,256000,0.041278415416755754,-0.0010453780381794787,369.17,15.96871782541275,235.75,1.3411045074462891e-08,25,1.2835348159074784,50.0,0.00270925062706624,0.011034799025583197,0.1593994140625
223,502.5000000000002,266240,0.04196266940629981,-0.0005943906697211787,372.16,15.96871801018715,230.5,-5.215406417846679e-09,26,1.3944055885076523,50.0,0.002827904196556119,0.010358105569321197,0.16748046875
223,527.5000000000002,276480,0.050940055236132806,-0.0009454025639570318,373.64,15.968717700242996,248.25,-9.685754776000977e-09,27,1.5663503043353557,50.0,0.0029379808725366273,0.01257522991800215,0.2031005859375
223,575.0,286720,0.05371891810034969,-0.0005640355097057181,371.67,15.968717920780183,269.75,3.7252902984619143e-10,28,1.6257711835205555,72.50000000000001,0.0032627463031985825,0.012125096821182523,0.2150146484375
223,577.5000000000002,296960,0.05390190537154667,-0.0012569317632369348,358.72,15.968717765808105,254.5,-7.450580596923828e-09,29,1.7283378332853316,50.0,0.00387397582497897,0.008833466803116608,0.276123046875
224,552.5000000000002,307200,0.05360679241070358,-0.0014501761866995365,354.13,15.968717604875565,236.5,-1.601874828338623e-08,30,1.7291605010628701,47.50000000000001,0.0039037905507598226,0.0077093164114558025,0.2923095703125
224,477.5000000000002,317440,0.04912137818811564,-0.0023429424729329183,332.03,15.96871674656868,164.0,-2.0116567611694337e-08,31,1.7314221754670143,25.0,0.004636075385064942,0.005349668851874867,0.34326171875
224,177.50000000000023,327680,0.05048696439975601,-0.0010289470985298977,314.01,15.968716901540756,100.0,1.4901161193847657e-09,32,1.7092444241046905,25.0,0.0032319841941671258,0.005665402762497251,0.242529296875
224,150.0,337920,0.04762915585820791,-0.0013567787798820063,304.88,15.968716752529144,77.5,-5.215406417846679e-09,33,1.671242007613182,0.0,0.004189038542335766,0.0043966234593654,0.2814208984375
225,125.0,348160,0.04524087024729522,-0.0014197483178577386,300.02,15.968705850839616,60.5,2.2351741790771484e-09,34,1.6378100104629993,0.0,0.004452582040767083,0.003393444622438757,0.302978515625
225,125.0,358400,0.05153727548151121,-0.0008052548615523847,301.01,15.968717223405838,61.75,-4.470348358154297e-09,35,1.7123618312180042,0.0,0.0042709121865527775,0.005345606836544903,0.290283203125
225,175.0,368640,0.05237591461284191,-0.0010173098631639731,306.72,15.968716877698899,73.0,-1.30385160446167e-08,36,1.7370240971446038,0.0,0.003858973170417812,0.00618808744038688,0.281298828125
225,175.0,378880,0.04876583635446365,-0.0021797689601953606,307.67,15.968716818094254,82.25,8.568167686462402e-09,37,1.7235567577183246,0.0,0.004949267995039008,0.005752475478038832,0.3445068359375
225,175.0,389120,0.049398356588295576,-0.0012455752854293677,306.22,15.968717205524445,82.75,1.30385160446167e-08,38,1.720045305788517,0.0,0.004425612444811123,0.005046465626583086,0.31826171875
226,175.0,399360,0.049291773207307155,-0.001657719534341595,304.5,15.968717247247696,77.75,-6.332993507385254e-09,39,1.6997753225266934,0.0,0.004621024923551431,0.004899799083295875,0.3172119140625
226,175.0,409600,0.050951278018530374,-0.0015894041272986215,305.23,15.968709450960159,79.75,-1.0430812835693359e-08,40,1.7160061575472354,0.0,0.0051727257101674695,0.00541338468599406,0.3554931640625
226,175.0,419840,0.05402963309599189,-0.001219814466094249,314.47,15.96871750354767,87.25,-1.2665987014770507e-08,41,1.6991801977157592,0.0,0.00333112183443518,0.006687459627482894,0.2468505859375
226,202.50000000000023,430080,0.05012594099605505,-0.0017514004466647748,319.58,15.96871746778488,103.25,3.3527612686157227e-09,42,1.6157811842858791,0.0,0.0035097495888862795,0.006743976301459042,0.24365234375
226,227.5000000000002,440320,0.04788240836660565,-0.001741628678610141,324.24,15.96871746778488,127.5,1.2293457984924316e-08,43,1.5691405177116393,22.500000000000007,0.003741632747437507,0.006615658640475886,0.2604248046875
226,225.0,450560,0.04837438990248409,-0.0017002984350256156,314.57,15.968717455863953,123.5,-5.587935447692871e-09,44,1.5921619445085526,25.0,0.00448696736899592,0.00681263098481395,0.274462890625
226,175.0,460800,0.04670037158474209,-0.001162426025257446,305.08,15.968714654445648,103.5,6.7055225372314455e-09,45,1.6109327509999276,0.0,0.004404465272375546,0.004305601221130928,0.2744873046875
226,150.0,471040,0.04650801461837033,-0.0009987740580982064,300.48,15.96867794394493,74.75,-5.587935447692871e-09,46,1.6306154973804952,0.0,0.004193176442549884,0.004064943500379314,0.286279296875
226,127.50000000000021,481280,0.050805094791992855,-0.0009092580770811764,296.22,15.968681633472443,60.25,-8.568167686462402e-09,47,1.6608107894659043,0.0,0.0035290823782816007,0.00465193554501866,0.264501953125
226,150.0,491520,0.04908578293102619,-0.001077217108104378,303.9,15.96871738433838,79.25,-4.470348358154297e-09,48,1.6950547397136688,0.0,0.003092658564401063,0.005851398738013813,0.2130615234375
226,150.0,501760,0.051123486505816884,-0.0012690807938270155,304.25,15.968712615966798,80.25,8.195638656616212e-09,49,1.6496336229145527,0.0,0.003920187850826551,0.004051097571908713,0.3001953125
226,125.0,512000,0.04406273520875494,-0.0018542808953498024,299.78,15.968713718652726,68.0,-5.587935447692871e-09,50,1.6112943388521672,0.0,0.004705974130098411,0.003003504510036237,0.32607421875
226,125.0,522240,0.04765723407246577,-0.0021168255290831437,296.17,15.968717485666275,55.25,-1.4528632164001465e-08,51,1.6329899281263351,0.0,0.005025310525365967,0.005609002385790518,0.3183837890625
226,150.0,532480,0.04882570870148882,-0.0010668108974641656,298.45,15.968688440322875,66.75,-1.4156103134155273e-08,52,1.6565182648599148,0.0,0.0035583984528329894,0.004652619328743413,0.2714599609375
226,150.0,542720,0.050605364550902476,-0.0006764253696019296,302.26,15.968717086315156,82.0,-5.215406417846679e-09,53,1.7019602455198766,0.0,0.004158953141120492,0.005997367659983865,0.2836669921875
226,150.0,552960,0.04997453865629157,-0.0008946459885919467,299.25,15.96871384382248,78.75,1.080334186553955e-08,54,1.7375761181116105,0.0,0.004958221381286876,0.0050886467954796896,0.3160888671875
225,150.0,563200,0.04657855615811034,-0.0019442127784714102,302.14,15.968702590465545,88.0,1.1175870895385742e-09,55,1.7072984628379344,0.0,0.004142378478354658,0.005665652357405193,0.30546875
226,177.50000000000023,573440,0.052162708439787854,-0.0013387821883952711,307.85,15.968717157840729,99.25,-1.0058283805847169e-08,56,1.7011453814804554,0.0,0.002967489100376497,0.007567842843468497,0.23759765625
225,250.0,583680,0.04696664033377708,-0.0013473512466589455,309.12,15.968712258338929,100.0,-5.215406417846679e-09,57,1.5764345966279507,0.0,0.003254191935593553,0.004982466510573147,0.2467041015625
225,177.50000000000023,593920,0.04017408797989981,-0.0013139771526766708,305.88,15.968678969144822,84.0,1.4901161193847657e-09,58,1.490682451426983,0.0,0.0036364261063738467,0.0035078975204555717,0.2194580078125
225,102.50000000000021,604160,0.043395294012287464,-0.0008851652444718638,298.22,15.968701177835465,58.5,-1.4156103134155273e-08,59,1.5094715796411038,0.0,0.003293547365476002,0.0034470670643756305,0.203857421875
225,100.0,614400,0.04289084150636406,-0.0018190942122600974,294.57,15.968689316511155,49.5,1.9744038581848144e-08,60,1.4640990287065505,0.0,0.004589369677702848,0.0043428946257776605,0.250390625
225,100.0,624640,0.04244492929411843,-0.0007643084274604917,298.32,15.968710625171662,56.25,8.568167686462402e-09,61,1.6058830827474595,0.0,0.004035528970081259,0.003370608491086813,0.264404296875
226,102.50000000000021,634880,0.04783287888414695,-0.001407826887043484,297.09,15.968715119361878,61.75,1.0430812835693359e-08,62,1.5901237577199936,0.0,0.0045595874757623275,0.004302260564924154,0.287109375
226,100.0,645120,0.045622976727751896,-0.0017721670865284977,297.34,15.968674820661544,55.25,-4.8428773880004884e-09,63,1.572937400639057,0.0,0.0041673674365313215,0.0024042034640668676,0.3447265625
226,100.0,655360,0.04605020614586886,-0.0009597465541446581,296.51,15.968705785274505,47.5,0.0,64,1.5698014616966247,0.0,0.004346268532566455,0.0038707251567565494,0.279248046875
226,127.50000000000021,665600,0.05190659463743744,-0.0013038320550549543,302.02,15.968717813491821,62.0,-1.862645149230957e-09,65,1.6260020017623902,0.0,0.0035620423106138333,0.007484248297987506,0.2703125
226,202.50000000000023,675840,0.05245288382979694,-0.0009524993925879244,315.43,15.968717795610427,95.75,-1.3783574104309083e-08,66,1.613247534632683,0.0,0.0028209479008069137,0.00807988565939013,0.2356201171875
226,227.5000000000002,686080,0.049506924016078216,-0.0008260795591922942,326.34,15.968717581033706,134.0,-2.2351741790771484e-09,67,1.5952557772397995,25.0,0.0028542290618418066,0.009910957875945314,0.2097900390625
226,305.00000000000045,696320,0.04913119287912397,-0.0007033486057480331,335.02,15.96871775984764,181.75,5.587935447692871e-09,68,1.442061333358288,25.0,0.0021027884592967894,0.013156177454220597,0.1458740234375
226,432.5000000000006,706560,0.050972973455628456,-0.00025199677620548757,342.06,15.968717694282532,218.25,-9.313225746154785e-09,69,1.4576486706733705,75.0,0.001908073995457471,0.013974939339459525,0.1394287109375
226,430.0000000000004,716800,0.048097484635684265,-0.0004644259541237261,346.22,15.968717730045318,240.25,-4.470348358154297e-09,70,1.4515564650297166,75.0,0.0018946280197212674,0.012990684767646598,0.1466552734375
227,425.0,727040,0.04663089255835899,-0.0012669992804148933,350.21,15.968717950582505,249.25,-1.30385160446167e-08,71,1.382117433845997,125.0,0.0024598075622748183,0.013186617706378457,0.168505859375
226,327.5000000000002,737280,0.04469882926505813,-0.0007053686251310865,349.9,15.968717795610427,219.75,1.1175870895385742e-09,72,1.3396399110555648,125.0,0.0024530132744473576,0.010754739987896755,0.1497802734375
226,275.0,747520,0.04004935404264891,-0.0008324605696543586,353.65,15.96871782541275,200.5,5.960464477539063e-09,73,1.300778966397047,125.0,0.002366305373277555,0.010942061290188576,0.170849609375
226,275.0,757760,0.04727841326198161,-0.0011014258951036026,356.62,15.968717741966248,209.5,-1.4528632164001465e-08,74,1.363832711428404,125.0,0.0023891002221034796,0.013111890177242458,0.1642578125
226,300.0,768000,0.03890094988250149,-0.0013187884800572648,361.37,15.968717962503433,221.75,1.3411045074462891e-08,75,1.1832484185695649,125.0,0.001837218651985495,0.014074747034464962,0.1264892578125
226,325.0,778240,0.03767760370295554,-0.00048013324158091564,356.88,15.968717765808105,225.75,1.3411045074462891e-08,76,1.0916328478604556,150.0,0.0018434972753169632,0.012798809837840963,0.1146728515625
226,302.5000000000002,788480,0.04188543810106685,-0.0010611458536004647,352.29,15.96871770620346,224.75,8.568167686462402e-09,77,1.1846531383693217,150.0,0.0021129171290908745,0.01453525465040002,0.145849609375
226,325.0,798720,0.04848007506963588,-0.0012204689690406667,353.01,15.968717789649963,234.75,-1.6763806343078613e-08,78,1.2740099906921387,150.0,0.002783968159502592,0.014299653824127744,0.184765625
226,325.0,808960,0.048347600846172886,-0.0003486151068500476,349.43,15.96871782541275,239.5,4.8428773880004884e-09,79,1.2915278933942318,150.0,0.0024482367429868646,0.014914187793328893,0.1587158203125
226,327.5000000000002,819200,0.045651123786161665,-0.0009980605165765156,350.22,15.968717807531357,244.75,-2.123415470123291e-08,80,1.344103465974331,150.0,0.002489883498844847,0.014000867458889843,0.1588623046875
226,350.0,829440,0.05421465693332874,-0.0007786989488522522,346.18,15.968717914819717,255.75,-2.6822090148925782e-08,81,1.3758416227996348,150.0,0.001980057442233374,0.01699694653507322,0.1591064453125
226,375.0,839680,0.05052076994941758,-0.0006555444149853428,343.71,15.968717944622039,278.0,-1.1920928955078126e-08,82,1.432849507778883,150.0,0.0020048039454763967,0.01719328056788072,0.1447509765625
226,377.5000000000002,849920,0.05744813655702138,-0.0015318037283577723,346.81,15.96871801018715,290.75,-2.60770320892334e-08,83,1.4340905249118805,175.0,0.0025740672866390924,0.01571455652010627,0.19697265625
226,400.0,860160,0.052083933208027566,-0.0010741020374553044,344.69,15.96871787905693,286.0,1.0430812835693359e-08,84,1.3855181701481343,150.0,0.0021301048971508864,0.01579261981532909,0.1594482421875
226,375.0,870400,0.054962245407765745,-0.000821052465471439,343.9,15.968717831373215,281.25,-6.7055225372314455e-09,85,1.4382115937769413,175.0,0.0022230100337537807,0.017492407208192163,0.1633056640625
226,375.0,880640,0.05836227751321184,-0.0007841301390726585,341.94,15.968717867136002,280.75,1.6763806343078613e-08,86,1.530430369824171,197.5,0.0019759512799510047,0.017195425095269456,0.1585693359375
227,400.0,890880,0.053132686529532014,-0.0011460068453743588,345.36,15.968717920780183,300.0,-1.4528632164001465e-08,87,1.5448037140071391,200.0,0.0018718679575158604,0.016298095328966155,0.1453369140625
227,552.5000000000002,901120,0.052349452708822776,-0.000871094146350515,356.91,15.96871789097786,315.0,-5.215406417846679e-09,88,1.58313372656703,200.0,0.0018547004668107547,0.01564610946079483,0.1441162109375
227,505.00000000000045,911360,0.05505043768139919,-0.0010780764128867303,363.88,15.968717801570893,302.0,-1.4528632164001465e-08,89,1.601225772500038,150.0,0.0023808764929071913,0.012885791271401104,0.1730224609375
227,477.5000000000002,921600,0.057226340353337776,-0.001920813437027391,370.67,15.96871801018715,278.0,3.725290298461914e-09,90,1.6357172556221484,125.0,0.0028128292349720143,0.012049973486864474,0.2504150390625
227,450.0,931840,0.05939213702958829,-0.0015967921855917667,363.16,15.968717861175538,251.25,-1.3783574104309083e-08,91,1.6062003687024116,100.0,0.003033381090904186,0.013433907075523166,0.2387939453125
227,375.0,942080,0.055469386613740325,-0.002203067915979773,350.72,15.968717700242996,217.25,1.862645149230957e-09,92,1.6108592584729196,72.50000000000001,0.002826161024609064,0.00974474353970436,0.25087890625
227,352.5000000000002,952320,0.05381453312568428,-0.0017137073642516042,342.52,15.968717819452285,208.75,-1.0058283805847169e-08,93,1.5602927088737488,50.0,0.0027651459955166046,0.012544196376984474,0.1999267578125
227,302.5000000000002,962560,0.05713630851247649,-0.0012564577169541734,334.89,15.968717968463897,194.5,-1.1175870895385742e-09,94,1.572129090875387,72.50000000000001,0.002332903701994837,0.012717437733954284,0.193701171875
227,350.0,972800,0.05514482367943911,-0.0011477556072350126,336.42,15.968717753887177,212.75,2.8312206268310546e-08,95,1.602262768149376,72.50000000000001,0.0024454763527046453,0.011664375862346787,0.1867431640625
227,380.00000000000045,983040,0.054982358965307274,-0.001780621321449871,336.76,15.968717938661575,220.5,-2.0489096641540527e-08,96,1.6287068903446198,75.0,0.00303585022597872,0.011521047248970717,0.259619140625
227,432.5000000000006,993280,0.05474725606434346,-0.0015017994799563894,337.7,15.968717873096466,223.5,-5.960464477539063e-09,97,1.62423684746027,50.0,0.0030942362826294812,0.013664266475825571,0.2455810546875
227,380.00000000000045,1003520,0.054293429760690536,-0.0010331695244531146,343.47,15.96871782541275,231.5,1.564621925354004e-08,98,1.6352627620100975,75.0,0.002214431049947052,0.012542743141239043,0.18095703125
227,375.0,1013760,0.05534109524686961,-0.0017501851521956268,345.9,15.968717658519745,227.0,-8.195638656616212e-09,99,1.6133653797209262,50.0,0.0031044946732549763,0.009690264968048723,0.2588623046875
227,350.0,1024000,0.05678486078109611,-0.0012718801281152992,345.14,15.968717688322068,216.5,-1.7508864402770997e-08,100,1.6453253328800201,50.0,0.0023454275817385906,0.012214325852983165,0.210693359375
227,352.5000000000002,1034240,0.05211022627070516,-0.0007134856794436927,342.61,15.968717819452285,211.5,2.2351741790771484e-09,101,1.636313157528639,50.0,0.002250544445314517,0.010967912920204981,0.18466796875
227,477.5000000000002,1044480,0.055472710366015296,-0.0011260577510256553,347.25,15.968717801570893,225.0,-1.080334186553955e-08,102,1.6405757911503316,50.0,0.0027024685312483144,0.011429103506088722,0.2432861328125
227,452.50000000000017,1054720,0.05336280105731148,-0.001377548211530666,358.02,15.968717712163926,237.0,2.6077032089233397e-09,103,1.605399265885353,75.0,0.0026060155258164743,0.01281691971962573,0.209326171875
227,477.5000000000002,1064960,0.05150673996689821,-0.0009142629663983825,372.35,15.968717843294144,254.25,-4.8428773880004884e-09,104,1.5499917194247246,97.5,0.002613700522243789,0.01174530160278664,0.1921142578125
227,450.0,1075200,0.05160179805204943,-0.0011208145275304559,373.04,15.96871775984764,235.75,1.862645149230957e-09,105,1.6114892154932021,100.0,0.0025949483234285254,0.01053764727403177,0.1880859375
227,427.5000000000002,1085440,0.05224367763138368,-0.0012834783126891125,364.27,15.968717807531357,220.0,8.568167686462402e-09,106,1.6077756986021996,50.0,0.0029715121819208433,0.010611702414553292,0.2473876953125
227,425.0,1095680,0.05019807480428943,-0.0013979387578729075,349.74,15.96871600151062,196.0,-7.078051567077636e-09,107,1.6287905625998973,25.0,0.0024537273472560626,0.008714983926324749,0.2070068359375
227,505.00000000000045,1105920,0.056084718931594744,-0.0017277567407290918,339.4,15.96871789097786,197.75,-5.215406417846679e-09,108,1.716003505140543,25.0,0.0037503251881162215,0.010193987586535513,0.3032958984375
227,450.0,1116160,0.054721305369706943,-0.00145896923422697,328.48,15.968717557191848,175.5,1.3411045074462891e-08,109,1.7608825013041496,25.0,0.0030837268904406303,0.008771804747357236,0.2763916015625
227,502.5000000000002,1126400,0.05459695045286682,-0.0016085852188552963,327.51,15.968717402219772,187.75,-9.685754776000977e-09,110,1.7566134847700596,25.0,0.003756655048641733,0.009250307370120937,0.3151123046875
227,450.0,1136640,0.053191705176233416,-0.0010635824884957402,325.2,15.968716984987259,172.25,2.6077032089233397e-09,111,1.7298309542238712,25.0,0.002708858637652156,0.007707297910428679,0.24599609375
227,335.00000000000085,1146880,0.04960103475762746,-0.0010453792761836666,321.97,15.968679076433181,138.75,1.4901161193847657e-09,112,1.7042953357100488,22.500000000000007,0.0032770694222335806,0.005120970444476481,0.268359375
227,250.0,1157120,0.05096890043223575,-0.0010840001501492224,318.03,15.968709337711335,106.75,1.899898052215576e-08,113,1.7130212143063546,0.0,0.003975787247225071,0.004888079723480132,0.2769287109375
227,200.0,1167360,0.048744549532435594,-0.0013962983997771517,314.93,15.968714851140977,89.75,-3.3527612686157227e-09,114,1.6902155458927155,0.0,0.00293540109529431,0.006233327971096969,0.263427734375
227,202.50000000000023,1177600,0.04888561627224279,-0.0015927098305837718,315.63,15.968698781728744,90.75,-1.30385160446167e-08,115,1.7038105048239232,0.0,0.00401032198149096,0.004932033077503206,0.311376953125
227,175.0,1187840,0.04622975212240075,-0.0015221853122056928,316.15,15.96870910525322,80.75,1.080334186553955e-08,116,1.7005259618163109,0.0,0.0037455219624177973,0.004735360528645316,0.3007080078125
227,202.50000000000023,1198080,0.05360973018602695,-0.0010035371844423935,321.68,15.968717724084854,92.25,-1.5273690223693846e-08,117,1.7252969317138196,0.0,0.003101024663078533,0.008098564856300072,0.254052734375
227,200.0,1208320,0.04989462786157587,-0.0011836223566206172,325.99,15.968717485666275,107.25,-2.0489096641540527e-08,118,1.684841251373291,25.0,0.0028847946846099148,0.006778799515814171,0.2343017578125
227,200.0,1218560,0.04873442244388747,-0.0018861397431464866,325.88,15.968717312812805,114.5,-1.30385160446167e-08,119,1.6853565581142902,25.0,0.0037332080520627643,0.005593942951327336,0.333447265625
227,127.50000000000021,1228800,0.0467900329116576,-0.0011572566250833915,311.94,15.968693435192108,82.75,0.0,120,1.6088159255683423,0.0,0.004057563926360785,0.0027438223329991017,0.354638671875
227,100.0,1239040,0.04816630027108146,-0.001047079842282983,300.11,15.96867311000824,52.25,6.7055225372314455e-09,121,1.6802775256335736,0.0,0.004709741648008503,0.003296831236709519,0.3645263671875
227,100.0,1249280,0.049534076701332946,-0.0010942507140498492,296.99,15.968697130680084,42.25,-1.2665987014770507e-08,122,1.6806992389261723,0.0,0.0037849026914841487,0.0034142871534861285,0.2855712890625
227,100.0,1259520,0.049279670996235994,-0.0008854073188558686,301.85,15.968428057432174,47.5,-1.862645149230957e-09,123,1.6629854559898376,0.0,0.003916545118556769,0.0036571312989545747,0.3206787109375
227,102.50000000000021,1269760,0.04883122495572689,-0.0009566289181748289,306.08,15.968716603517532,55.0,-2.2351741790771484e-09,124,1.667605885118246,0.0,0.0033405353973137153,0.0036216511620636993,0.304248046875
227,127.50000000000021,1280000,0.0502838434269343,-0.0012093187888240209,309.49,15.96871377825737,63.0,-7.450580596923829e-10,125,1.6508844323456286,0.0,0.0031984320879644202,0.005341995297402491,0.2670654296875
227,175.0,1290240,0.04742682516302019,-0.0013382211858697702,316.86,15.968686318397522,82.0,-1.564621925354004e-08,126,1.6274801470339297,0.0,0.0032970524596748875,0.004926171563100467,0.260107421875
228,175.0,1300480,0.045575589205779234,-0.0013159305475710426,313.76,15.968693387508392,74.0,-1.4901161193847656e-08,127,1.6039437606930733,0.0,0.004587086573667421,0.0029000088075708417,0.3450927734375
228,125.0,1310720,0.04844662636128294,-0.0010887477248616051,309.11,15.96871629357338,67.25,-1.1920928955078126e-08,128,1.5919591300189495,0.0,0.0031237511040274057,0.00459157058251094,0.2647705078125
228,125.0,1320960,0.049832807210579734,-0.001244818035775097,305.2,15.968712902069091,54.25,5.215406417846679e-09,129,1.5669107735157013,0.0,0.00237974927146638,0.004480601568406328,0.205078125
227,125.0,1331200,0.04940093211495673,-0.0012029112382151651,307.57,15.968696421384811,61.5,4.097819328308106e-09,130,1.5492365494370461,22.500000000000007,0.00302681778312035,0.004281252409685976,0.258984375
227,125.0,1341440,0.051051020771297174,-0.0009106298224651254,310.49,15.968715399503708,63.5,5.960464477539063e-09,131,1.5509829744696617,22.500000000000007,0.0026678275726681024,0.005624836322112969,0.2621826171875
227,150.0,1351680,0.053182461322653654,-0.0008259545680630254,316.74,15.96870977282524,79.25,1.080334186553955e-08,132,1.5456078097224235,25.0,0.0034574300466033493,0.006997039541829508,0.277880859375
227,177.50000000000023,1361920,0.04628813890536909,-0.0013469665485899896,321.26,15.968709748983382,92.0,9.685754776000977e-09,133,1.5401193544268608,0.0,0.0027525900554906,0.004353054837581282,0.2463623046875
227,175.0,1372160,0.04620585906403255,-0.0009989230595238042,313.34,15.968704134225845,84.5,-1.1548399925231934e-08,134,1.5431003518402577,0.0,0.0034781623849198693,0.003827987215736783,0.267578125
227,175.0,1382400,0.05084103032794433,-0.001036667589141871,309.54,15.9687175989151,76.0,6.332993507385254e-09,135,1.5870673306286336,0.0,0.0034778493266230726,0.005884492716722889,0.303076171875
227,175.0,1392640,0.051711466674502916,-0.0009193968693580245,308.5,15.968717688322068,78.0,-1.5273690223693846e-08,136,1.6926158241927625,0.0,0.0035843033192463737,0.006370986004367296,0.258056640625
227,175.0,1402880,0.05213989331924794,-0.0017681867870123825,314.12,15.968717324733735,93.25,0.0,137,1.6977039352059364,0.0,0.003595368398998744,0.007086976341952322,0.2848876953125
