q_loss,policy_entropy,P09:episode_rewards,avg_q_selected,PMM:episode_rewards,rollout_prob_std,episode_length,advantage_norm,explained_variance,frames,epoch_idx,model_prob_std,avg_q_retraced,P01:episode_rewards,policy_gradient_bias_correction,policy_gradient_loss,grad_norm,fps,policy_loss
0.00035306319896335483,2.184040041764577,0.0,0.00452929781167768,0.0,0.009376222097004453,0,0.03089610959092776,-53.08139413197835,7200,1,0.009376222337596118,0.00473018097691238,0.0,0.0,-3.667912318263689e-05,0.05109718559991509,317,-3.667912318263689e-05
8.937199084660582e-05,2.194941846529643,0.0,0.0029220096480761034,0.0,0.0049390089387695,0,0.01819829527909557,-96.15102440516154,14400,2,0.004939008977574607,0.0029245265565502145,0.0,0.0,-5.776415706956565e-05,0.0205428302788168,178,-5.776415706956565e-05
1.1855405894796907e-05,2.196981430053711,0.0,0.0009992374997333778,0.0,0.0021904703152055543,0,0.013153228381027778,-34.46288588841756,21600,3,0.0021904703113250434,0.0009484633551134418,0.0,0.0,-2.368096513691853e-05,0.0022790013638225607,211,-2.368096513691853e-05
1.994091436851401e-05,2.196564284960429,0.0,8.04217133615263e-05,0.0,0.003881038259714842,0,0.025476452397803464,-28.789018376668295,28800,4,0.003881038174343606,0.00021148445986606627,0.0,0.0,-2.3622133530428375e-06,0.0030622167495954486,240,-2.3622133530428375e-06
6.307046146503126e-06,2.1970497290293376,0.0,0.000842819367149635,0.0,0.0016760349875160803,0,0.011415497415388625,-50.28515335718791,36000,5,0.001676034906025355,0.0008309682869973282,0.0,0.0,-1.9568000485984764e-05,0.001089745356056575,266,-1.9568000485984764e-05
8.388117953472829e-06,2.1969308694203695,0.0,0.0003486451805050213,0.0,0.002359974031181385,3324.5833333333335,0.01685212670514981,-37.67614618937174,43200,6,0.0023599740408826618,0.0004487792490787494,0.0,0.0,2.8545688716500686e-08,0.0016338029291664542,286,2.8545688716500686e-08
3.5904359037886024e-06,2.197173317273458,0.0,0.0004607292824137706,0.0,0.0008880310032206277,3324.5833333333335,0.005801069255297383,-64.16066341400146,50400,7,0.0008880309876985848,0.0004694153176387772,0.0,0.0,-5.433204819382809e-06,0.000860467978080318,304,-5.433204819382809e-06
3.2091552384372335e-06,2.1971654891967773,0.0,0.0010568034350095937,0.0,0.001098046903886522,3324.5833333333335,0.006573953557138642,-17.72871468861898,57600,8,0.0010980469058267772,0.0011023606018473705,0.0,0.0,-2.9921320416785115e-05,0.0008507563676348961,318,-2.9921320416785115e-05
3.5993836452992886e-06,2.197104072570801,0.0,0.0006249267239278804,0.0,0.0015017914061900227,3324.5833333333335,0.010510326192403833,-16.591300010681152,64800,9,0.0015017913770861923,0.0006184372158410649,0.0,0.0,-1.3616403827162078e-05,0.0007814029900555539,330,-1.3616403827162078e-05
2.5812743236504805e-06,2.197150206565857,0.0,0.0004833028404391371,0.0,0.0010860329416270058,3324.5833333333335,0.007214821599579106,-50.39376810391744,72000,10,0.0010860329425971334,0.0005034089816035702,0.0,0.0,-1.1719869621629187e-05,0.0006265412896095706,340,-1.1719869621629187e-05
3.49553818637105e-06,2.197094464302063,0.0,0.0007253924355609343,0.0,0.0016584604794237141,3324.5833333333335,0.012915802692684034,-19.016824022928873,79200,11,0.0016584604959158848,0.0006703490498087679,0.0,0.0,-1.3469029418899936e-05,0.0008386864178479026,350,-1.3469029418899936e-05
1.1580793928563556e-06,2.197204867998759,0.0,0.0003021289967970612,0.0,0.0005261535261524841,3324.1666666666665,0.003572433612619837,-85.74062999089558,86400,12,0.0005261535310031226,0.00031921611468230064,0.0,0.0,-7.512325384813797e-06,0.0003245427587483515,358,-7.512325384813797e-06
1.2540607902640962e-06,2.1971986055374146,0.0,0.0006707540776308937,0.0,0.0006724828999722376,3324.1666666666665,0.0039065424624520045,-30.758193715413412,93600,13,0.0006724828941514716,0.0006642424530582502,0.0,0.0,-1.477834332869558e-05,0.0005253160064108937,365,-1.477834332869558e-05
8.791528699703121e-07,2.197206672032674,0.0,0.0004953795578330755,0.0,0.0005099958177500715,3324.1666666666665,0.0034882011629330614,-27.131256262461346,100800,14,0.0005099958090189223,0.00048314669644848135,0.0,0.0,-1.1742361955195217e-05,0.0002982861358237007,372,-1.1742361955195217e-05
2.2586378321420854e-06,2.1971458514531452,0.0,0.0005892373126698657,0.0,0.0013535639280841374,3324.1666666666665,0.010259313184845572,-29.696247593561807,108000,15,0.0013535639290542653,0.0005820129023049958,0.0,0.0,-1.4051786293123314e-05,0.0006423289326905231,378,-1.4051786293123314e-05
6.40513220654763e-07,2.197206401824951,0.0,0.00026278605995078884,0.0,0.0004842183960136026,3324.1666666666665,0.0031067068475143364,-96.62073717117309,115200,16,0.0004842183994090495,0.00027289902839887267,0.0,0.0,-3.9253861613038526e-06,0.0002542075111833469,384,-3.9253861613038526e-06
1.5231917398179146e-06,2.1971668046712876,0.0,0.00043448072736888816,0.0,0.0017297955107521072,3324.3888888888887,0.008951249545320429,-19.168822087976665,122400,17,0.001102595784323057,0.00044667873610604954,0.0,5.3930412491354215e-09,-1.1433428214522066e-05,0.0004865383119470303,387,-1.1428035173936104e-05
