epoch_idx,frames,P09:episode_rewards,policy_entropy,advantage_norm,P01:episode_rewards,value_loss,episode_length,approx_kl_divergence,fps,grad_norm,explained_variance,policy_loss,PMM:episode_rewards,clip_fraction
14,143360,525.0,1.7820273377001286,15.968718230724335,47.50000000000001,0.022886759281391278,350.04,0.0001668099389881661,199,0.0680713852636088,-1.0058283805847169e-08,-0.0005091143610115978,211.0,0.0
15,153600,352.5000000000002,1.7834495261311532,15.96871801018715,25.0,0.018633054863312282,341.89,9.90051812756576e-05,199,0.06352020368532649,5.215406417846679e-09,-0.000374389602256997,187.5,0.0
16,163840,327.5000000000002,1.7828703448176384,15.968717986345291,25.0,0.020258988614659756,337.91,0.00012645754880544758,200,0.05585168202289729,-2.123415470123291e-08,-0.0005556825133680831,175.0,0.0
17,174080,327.5000000000002,1.7788873985409737,15.968718147277832,47.50000000000001,0.023363232769770547,337.75,0.00014387458703737365,200,0.056499347069531615,-1.564621925354004e-08,-0.0006230718521692324,182.0,0.0
18,184320,327.5000000000002,1.7808372296392918,15.968718141317368,50.0,0.02225253213837277,341.93,0.00011175127589879708,200,0.05870371603498833,-1.30385160446167e-08,-0.0004968055001882022,195.25,0.0
19,194560,300.0,1.7799699299037457,15.968717950582505,50.0,0.019783046084921808,343.39,0.00012202560287448705,200,0.05669242461111992,1.899898052215576e-08,-0.0005180543386813952,191.75,0.0
20,204800,475.0,1.781426701694727,15.96871812939644,50.0,0.023144633101765066,337.4,0.0001269812503720047,201,0.05622628306199079,1.6391277313232423e-08,-0.0005178663577680709,195.5,0.0
21,215040,402.5000000000002,1.7778461918234825,15.968718045949936,50.0,0.019760751791181974,330.37,7.462759798890773e-05,201,0.05065975684710024,-3.5762786865234374e-08,-0.0002887019010813674,181.25,0.0
22,225280,550.0,1.776386945694685,15.968718159198762,47.50000000000001,0.0224878657667432,333.61,7.903192547615845e-05,201,0.055247071434994535,-7.078051567077636e-09,-0.00031122696100283065,202.75,0.0
23,235520,482.5000000000007,1.7824300833046436,15.96871821284294,50.0,0.022621152660576627,341.98,0.0001469285429699596,202,0.058546859122928355,-2.4959444999694825e-08,-0.0006162339457659982,205.25,0.0
24,245760,300.0,1.7794456101953984,15.968717914819717,25.0,0.016879184430581517,337.69,0.00011352729439302322,202,0.055081944544280746,2.1979212760925294e-08,-0.000459853983920766,174.75,0.0
25,256000,300.0,1.7789653569459916,15.968717980384827,25.0,0.014377167078419007,329.66,0.00011420255403002955,202,0.053942692761871455,0.0,-0.00045412917652356557,151.5,0.0
26,266240,252.50000000000023,1.7847146444022655,15.968717968463897,25.0,0.019506210085819476,323.93,0.00012736410705009859,202,0.05424311161770915,-6.7055225372314455e-09,-0.0005725755905586994,138.25,0.0
27,276480,377.5000000000002,1.7764932274818421,15.96871812939644,25.0,0.021510684042004867,328.16,0.0001328184485327455,202,0.05508479410130325,-2.9802322387695314e-09,-0.0005455656373669626,156.75,0.0
28,286720,477.5000000000002,1.781080973893404,15.968718165159226,25.0,0.022589355421951042,335.94,8.529754644257537e-05,202,0.05383389290766619,-1.6763806343078613e-08,-0.0003019871550350217,183.5,0.0
29,296960,500.0,1.78699773773551,15.96871811747551,47.50000000000001,0.02145561145443935,342.99,9.244820249083574e-05,202,0.05464198278424067,2.7567148208618165e-08,-0.0003526615440932801,203.5,0.0
30,307200,425.0,1.7852218508720399,15.968718147277832,25.0,0.020521115203155204,339.7,9.07229617610028e-05,203,0.05604016960976016,-1.0058283805847169e-08,-0.00043238270009169353,187.5,0.0
31,317440,475.0,1.784075815975666,15.96871817111969,25.0,0.020046835811808706,341.63,0.00011174626707113333,203,0.053374836846322306,1.6763806343078613e-08,-0.0004465223380975658,187.75,0.0
32,327680,380.00000000000045,1.7824024580419064,15.968718087673187,25.0,0.020878996624378487,338.79,0.00014892412611366979,203,0.057537919262867096,-1.6763806343078613e-08,-0.0007189561089035124,178.75,0.0
33,337920,385.00000000000085,1.778208778053522,15.968718141317368,25.0,0.022178671974688768,337.3,0.00012687616805777678,202,0.05616695595784325,1.564621925354004e-08,-0.0005102107195853022,186.0,0.0
34,348160,362.5000000000011,1.7782517738640309,15.968718302249908,50.0,0.02206046615319792,340.53,0.00011523459600404351,202,0.055899442771092114,-1.9371509552001954e-08,-0.00047570576607540714,194.25,0.0
35,358400,362.5000000000011,1.7718609228730202,15.96871822476387,50.0,0.025181169505231082,340.0,0.00011746228433686667,203,0.056574574882565384,-1.899898052215576e-08,-0.000587513823484187,198.25,0.0
36,368640,477.5000000000002,1.7698634572327137,15.968718159198762,50.0,0.02354691218934022,342.52,0.00015916388683585582,203,0.056102531827583124,-1.6391277313232423e-08,-0.0006547144854266662,211.25,0.0
37,378880,552.5000000000002,1.782635349035263,15.96871812939644,50.0,0.02271950580761768,341.04,8.855586811815642e-05,203,0.054948081183386246,1.30385160446167e-08,-0.000333948596380651,227.0,0.0
38,389120,507.5000000000006,1.7768475048244,15.968718236684799,50.0,0.02036401241493877,333.72,0.00013531413484866306,203,0.05607111840877223,5.587935447692871e-09,-0.0006353594009851804,211.5,0.0
39,399360,407.5000000000006,1.7720325969159603,15.968718093633651,25.0,0.019550141057698055,330.92,0.00012435490929547656,203,0.056801007481330115,-1.862645149230957e-08,-0.0004836252017412335,184.5,0.0
40,409600,305.00000000000045,1.7693314336240291,15.96871811747551,25.0,0.020985217599081805,331.15,9.639219707047175e-05,203,0.05279611706878634,7.82310962677002e-09,-0.0003709919277753215,168.25,0.0
41,419840,357.5000000000007,1.7794387556612492,15.968718028068542,25.0,0.021104904601816087,342.3,0.00015352735187015298,203,0.05582989069740042,-4.6566128730773926e-08,-0.0006792445936298463,187.5,0.0
42,430080,502.5000000000002,1.7747877724468708,15.968718284368515,50.0,0.022999874962260948,347.5,0.00012124034769556147,203,0.05273905612978043,-2.2351741790771484e-08,-0.0005386120079492685,211.75,0.0
43,440320,480.00000000000045,1.7709622457623482,15.968718415498733,50.0,0.026890106342034415,355.51,0.00010573341960409265,203,0.05388751180666649,1.862645149230957e-09,-0.000447917626297567,226.5,0.0
44,450560,525.0,1.7806238681077957,15.968718349933624,50.0,0.02237459855095949,350.19,8.836701212970866e-05,203,0.053918179270838154,7.82310962677002e-09,-0.0003717887473612791,236.75,0.0
45,460800,525.0,1.779927957803011,15.968718308210374,50.0,0.02569647672062274,353.96,0.00010417923335133139,203,0.056570242420513527,8.568167686462402e-09,-0.0004065738747158321,242.75,0.0
46,471040,525.0,1.7872973270714283,15.968718039989472,50.0,0.02003864761791192,339.91,0.00012550823899601938,203,0.055883151136796705,-1.3783574104309083e-08,-0.0005225741493632086,209.75,0.0
47,481280,400.0,1.7837947823107243,15.968718028068542,25.0,0.016118353122874397,337.13,0.0001659374310401418,203,0.05827232827097643,-4.097819328308106e-09,-0.0009016498372147908,184.0,0.0027587890625
48,491520,400.0,1.7854292526841165,15.96871834397316,25.0,0.023514815562521107,334.97,0.00015696544283017033,203,0.053927925989514326,-3.2782554626464846e-08,-0.0006129026151029393,178.5,0.0
49,501760,352.5000000000002,1.7878955379128456,15.968718028068542,25.0,0.02035685982555151,330.39,8.361066470108369e-05,203,0.05556479173375435,-1.9744038581848144e-08,-0.00032412921318609734,169.25,0.0
50,512000,502.5000000000002,1.7876229919493198,15.968718236684799,47.50000000000001,0.021526938982424325,340.66,0.00012995354819693715,203,0.05804937944231203,-2.644956111907959e-08,-0.0005940233168075792,202.75,0.0
51,522240,407.5000000000006,1.789990396797657,15.968718034029006,25.0,0.017553179514652583,334.63,0.0001464643433514823,203,0.055525647090203224,6.332993507385254e-09,-0.0006311070024821675,175.25,0.0
52,532480,480.00000000000045,1.7836551241576672,15.968718218803406,25.0,0.021549112565116955,338.26,0.0001280073940948867,203,0.05244599442482338,-2.6077032089233397e-09,-0.0005920195395447081,183.25,0.0
53,542720,302.5000000000002,1.785062588751316,15.968718218803406,25.0,0.021723160936380735,333.17,0.00011484806304640216,203,0.054197163333341444,-1.1920928955078126e-08,-0.00039583865600434365,168.0,0.0
54,552960,450.0,1.7830875866115092,15.968718278408051,50.0,0.02474104118300602,341.56,0.0001347072797070581,202,0.05781528324309034,7.078051567077636e-09,-0.0006916272184753324,199.75,0.0
55,563200,477.5000000000002,1.7746166929602623,15.96871833205223,50.0,0.02253887738334015,350.39,9.697721829491358e-05,202,0.05544967265692165,-1.9371509552001954e-08,-0.00041051852713280823,216.5,0.0
56,573440,450.0,1.7759419307112694,15.968718189001084,75.0,0.022474251285893844,352.29,0.00012844211049980458,203,0.05547793597389865,-8.568167686462402e-09,-0.0005840911334416887,212.75,0.0
57,583680,477.5000000000002,1.7719331040978432,15.968718248605729,75.0,0.025298983859829604,358.04,9.483255841438165e-05,202,0.054516263498544625,-1.30385160446167e-08,-0.00037039033413748256,220.0,0.0
58,593920,425.0,1.782615704089403,15.968717986345291,50.0,0.02069194756622892,350.12,7.751420631976202e-05,202,0.055640056856577656,6.7055225372314455e-09,-0.0003336808309541084,204.5,0.0
59,604160,430.0000000000004,1.7811166048049927,15.968718266487121,50.0,0.02330983738065697,347.67,0.00011349186373941223,202,0.05377067241305093,-4.097819328308106e-09,-0.0004593084822772653,208.0,0.0
60,614400,477.5000000000002,1.7790150389075279,15.968718141317368,50.0,0.021946445715730078,342.94,7.40060302229395e-05,202,0.05244928680397378,-1.7136335372924803e-08,-0.00029372685858106704,201.25,0.0
61,624640,405.00000000000045,1.782355109602213,15.968718087673187,25.0,0.022836946102324875,341.17,0.0001365351227498479,202,0.05870297666290706,-8.940696716308593e-09,-0.0006212755637534428,194.75,0.0
62,634880,400.0,1.7847667351365089,15.968718135356903,25.0,0.019646029741852544,334.61,0.00014175991481550908,202,0.05474082836157053,-1.7508864402770997e-08,-0.0006040618089173222,180.5,0.0
63,645120,300.0,1.7851993054151536,15.968717926740647,25.0,0.01918467883951962,334.67,0.0001268045343820745,202,0.056522786238887165,-2.123415470123291e-08,-0.0005697377720935038,169.75,0.0
64,655360,277.5000000000002,1.781075305491686,15.96871799826622,25.0,0.019939077731396537,324.87,0.00011697729707531579,202,0.057835184309280495,-8.195638656616212e-09,-0.0006126197273260914,152.25,0.0
65,665600,277.5000000000002,1.7772985123097897,15.968718165159226,47.50000000000001,0.02140794563747477,329.21,0.00010913605329427866,202,0.0565172416688234,-5.587935447692871e-09,-0.0003980045483331196,158.0,0.0
66,675840,350.0,1.7858821220695973,15.96871821284294,25.0,0.02317592399485875,340.94,0.00013343345530003603,202,0.05581275500577365,-5.587935447692871e-09,-0.0006133798891823971,184.75,0.0
67,686080,527.5000000000002,1.7851037450134755,15.96871801018715,47.50000000000001,0.019630348985083403,347.77,7.633928511374677e-05,202,0.05311834014154304,-1.080334186553955e-08,-0.0003528463228576584,209.25,0.0
68,696320,527.5000000000002,1.790478566288948,15.968717926740647,47.50000000000001,0.01820741003321018,346.44,9.519955462344853e-05,202,0.057089834309421675,1.080334186553955e-08,-0.00041829526253422955,208.25,0.0
69,706560,502.5000000000002,1.7882156282663346,15.968718057870865,47.50000000000001,0.019242071884218604,336.1,0.00010637435248934679,202,0.056633750132445815,-2.2351741790771484e-08,-0.0004325797061028425,196.25,0.0
70,716800,377.5000000000002,1.7871885366737843,15.968718135356903,25.0,0.015242005119216629,323.93,9.886050071870046e-05,202,0.054391555617200674,8.568167686462402e-09,-0.0004049325845699059,151.75,0.0
71,727040,377.5000000000002,1.784330677986145,15.968717974424361,25.0,0.01836005281074904,326.62,0.00013111094218007935,202,0.05786147134335208,-1.1175870895385742e-09,-0.0006699221947201294,153.75,0.0
72,737280,277.5000000000002,1.7771701902151107,15.968718016147614,25.0,0.019981517852284015,329.32,8.108216546993674e-05,202,0.054722152981340665,-1.4156103134155273e-08,-0.0003243043154725456,149.5,0.0
73,747520,277.5000000000002,1.7813829623162747,15.968718194961548,25.0,0.01963068254990503,332.87,8.980154431252885e-05,202,0.05448086143791978,-1.4528632164001465e-08,-0.0003988354579632869,155.0,0.0
74,757760,250.0,1.7826487578451633,15.968717908859253,25.0,0.017549588563269936,325.69,9.07682600058024e-05,202,0.054819621503175195,-9.313225746154785e-09,-0.00047299531506723725,142.75,0.0
75,768000,275.0,1.779961673170328,15.968718373775483,25.0,0.02423198928590864,319.59,0.00017572358348640904,202,0.056026638937811624,1.1175870895385742e-09,-0.0007785488523950335,145.5,0.0
76,778240,325.0,1.7815469294786452,15.968718153238296,25.0,0.020071136657497844,326.49,0.00014340568157837906,202,0.058174360652680626,9.685754776000977e-09,-0.0006789570586988702,167.25,0.0009765625
77,788480,427.5000000000002,1.7855202436447144,15.968717992305756,47.50000000000001,0.01860289768956136,330.35,0.00013069928569180432,202,0.05518612688160911,-1.825392246246338e-08,-0.0005713011743864627,182.0,0.0
78,798720,427.5000000000002,1.7812174201011657,15.968718093633651,25.0,0.018565955926897006,333.18,9.296683838933006e-05,202,0.052769432695307004,-1.1920928955078126e-08,-0.00043092763062304586,178.0,0.0
79,808960,427.5000000000002,1.7857948400080204,15.968718415498733,50.0,0.024295407941099256,342.43,7.853968716986515e-05,202,0.056375048779617944,-6.7055225372314455e-09,-0.00032679402283974923,187.25,0.0
80,819200,302.5000000000002,1.7816234990954398,15.968718105554581,47.50000000000001,0.018435959654743782,337.69,0.00013681242551335515,202,0.05762006719783599,-1.4901161193847656e-08,-0.0006956927056307905,176.75,0.0
81,829440,500.0,1.776553349941969,15.968718177080154,50.0,0.024210650008171797,353.52,8.415496548543899e-05,202,0.05487691862811783,5.215406417846679e-09,-0.0003193589916918427,213.25,0.0
82,839680,502.5000000000002,1.7779448613524438,15.968718075752259,47.50000000000001,0.021186989929992704,351.5,0.00014988490428038403,202,0.056594422118684026,-1.7508864402770997e-08,-0.0006615527832764201,212.0,0.0
83,849920,430.0000000000004,1.7851301848888397,15.968718039989472,50.0,0.01887465952313505,351.32,8.197237680214186e-05,202,0.05360651293386169,5.960464477539063e-09,-0.00035505783234839327,208.0,0.0
84,860160,355.00000000000045,1.7891944289207458,15.96871782541275,25.0,0.016535282306722365,336.65,0.00010529631674600637,202,0.05343169741377314,1.1548399925231934e-08,-0.000451858750966494,172.25,0.0
85,870400,275.0,1.7868986330926417,15.968718153238296,25.0,0.01814518546743784,331.91,0.00012578996092464932,202,0.05538347565541103,-4.097819328308106e-09,-0.0005788983609818388,148.0,0.0
86,880640,250.0,1.789137027412653,15.968717950582505,25.0,0.018741231848252937,324.46,9.894427206926792e-05,202,0.05392781852859017,-3.091990947723389e-08,-0.00041073181855608707,137.75,0.0
87,890880,275.0,1.785956408083439,15.968718081712723,25.0,0.017967314802808686,329.34,7.737884988472388e-05,201,0.054707256401611594,-2.0489096641540527e-08,-0.0003487406776912394,146.5,0.0
88,901120,252.50000000000023,1.7834194242954253,15.968717902898788,25.0,0.01872293389751576,334.43,0.00010787431331387154,201,0.05363695349241632,-2.5331974029541015e-08,-0.0005301008659444051,149.5,0.0
89,911360,275.0,1.7840365156531335,15.968718200922012,47.50000000000001,0.020352190686389805,333.44,0.00012322526387755772,201,0.0588201056045178,-6.7055225372314455e-09,-0.0005384882366342936,151.5,0.0
90,921600,252.50000000000023,1.7826192036271096,15.968718063831329,50.0,0.020354367914842443,334.65,6.132419994635541e-05,201,0.053374005887065125,1.3783574104309083e-08,-0.0002507710207282798,161.0,0.0
91,931840,250.0,1.7875426337122917,15.968718147277832,50.0,0.020525404828367753,328.98,6.051131765225648e-05,201,0.05400955724887111,4.470348358154297e-09,-0.0002543127817261848,157.75,0.0
92,942080,300.0,1.789613813906908,15.968717920780183,25.0,0.01610512325714808,329.73,0.00012393647933492958,201,0.05631323911692497,-8.195638656616212e-09,-0.0005311733693815768,148.25,0.0
93,952320,350.0,1.7843177318572998,15.968717831373215,22.500000000000007,0.01750697228417266,330.26,0.00012097903230667839,201,0.057766446368472016,-2.123415470123291e-08,-0.0005711951564080664,149.25,0.0
94,962560,305.00000000000045,1.7804227232933045,15.968718260526657,25.0,0.020957796231959945,330.3,5.956987935036295e-05,202,0.05448994797973872,1.825392246246338e-08,-0.0002325873174413573,154.0,0.0
95,972800,305.00000000000045,1.7794557936489581,15.968717992305756,25.0,0.016681815130868926,329.19,7.670105780448467e-05,201,0.05239093446773733,4.097819328308106e-09,-0.00030800317435932814,160.0,0.0
96,983040,275.0,1.7819913111627101,15.968718206882476,25.0,0.018858548637945206,327.36,0.00011443674108484459,202,0.05358626251540537,-4.097819328308106e-09,-0.0005378621266572736,158.5,0.0
97,993280,292.5000000000015,1.7835401326417923,15.968718022108078,25.0,0.01691438754205592,325.02,0.0001046824580912542,201,0.056513534356896176,-1.0430812835693359e-08,-0.0004638920394427259,153.25,0.0
98,1003520,452.50000000000017,1.7845257572829722,15.968718087673187,25.0,0.018350922933313994,329.88,0.0001255879269065119,201,0.05602765026366757,-4.470348358154297e-09,-0.0006039206833520439,169.5,0.0025146484375
99,1013760,475.0,1.7841505117714405,15.96871817111969,25.0,0.02044122770312242,328.92,0.00020913917921063784,201,0.059413886676838466,-2.905726432800293e-08,-0.0009299230128817726,175.0,0.0011962890625
100,1024000,450.0,1.7882325112819673,15.968717926740647,25.0,0.018584829691099,332.59,0.0001077886344351242,201,0.05482468770811536,-7.078051567077636e-09,-0.0005291540266625816,184.25,0.0
101,1034240,427.5000000000002,1.7882653020322323,15.968718141317368,25.0,0.017824570994707755,330.68,0.00017977032892133594,201,0.05715651753578579,-1.2293457984924316e-08,-0.0008894229060388171,169.25,0.0
102,1044480,285.00000000000085,1.7757163017988205,15.968718057870865,25.0,0.018984160816762595,327.26,0.0001251752409974216,201,0.05649844916702923,-3.3527612686157227e-09,-0.0006890261067383108,155.5,0.0
103,1054720,377.5000000000002,1.7825355894863606,15.968718403577805,25.0,0.02514968321775086,338.94,0.00010183012026772076,201,0.05619874428413892,-3.725290298461914e-09,-0.00041951811836042906,174.0,0.0
104,1064960,400.0,1.7787224382162095,15.968718099594117,25.0,0.023295353882713244,345.91,0.00010669710581012737,201,0.05399480816706065,-2.905726432800293e-08,-0.0004944642128975829,197.75,0.0
105,1075200,432.5000000000006,1.7807232953608036,15.968718105554581,50.0,0.021434459200827406,354.66,0.0001155852641225863,201,0.05407370919754859,-5.960464477539063e-09,-0.000561788591221557,211.25,0.0
106,1085440,477.5000000000002,1.7807539857923984,15.968718308210374,50.0,0.021426523951231503,354.18,0.0001550286847702864,201,0.0575067542273203,6.7055225372314455e-09,-0.0007024378995993174,207.0,0.0
107,1095680,375.0,1.7832906119525433,15.968718069791795,50.0,0.017657695480738766,346.9,8.575747152814728e-05,201,0.0546958980114289,1.1920928955078126e-08,-0.0004051188148878282,178.0,0.0
108,1105920,300.0,1.7814034894108772,15.968717819452285,25.0,0.01542122346436372,340.65,9.173412607879072e-05,201,0.05389236079817148,-1.4156103134155273e-08,-0.00039344795877696017,160.75,0.0
109,1116160,275.0,1.7829847499728202,15.968718075752259,25.0,0.017925818261574022,331.54,0.0001840037039592346,201,0.05665745676756469,3.725290298461914e-09,-0.00086080613964441,145.25,0.0
110,1126400,455.0000000000004,1.7798180863261224,15.968718266487121,25.0,0.02448777996469289,336.19,0.00014651746650358178,201,0.055448635837923435,-7.450580596923829e-10,-0.0006834414300101344,177.25,0.0
111,1136640,360.0000000000009,1.7765394732356072,15.968718314170838,25.0,0.023541559217846952,340.96,6.967892325491221e-05,201,0.05538380732008966,-3.3527612686157227e-09,-0.00025845397831290027,193.25,0.0
112,1146880,382.5000000000007,1.7793817885220051,15.968718338012696,50.0,0.023683757966500706,347.33,8.199497636773856e-05,201,0.05609376425789858,-1.4901161193847657e-09,-0.000398507370846346,214.75,0.0
113,1157120,375.0,1.7861870527267456,15.968718236684799,50.0,0.024583951162640005,345.33,0.00013847301768379338,201,0.056382357431590244,-5.215406417846679e-09,-0.0006429840810596943,206.25,0.0
114,1167360,330.0000000000004,1.7823725417256355,15.96871812939644,50.0,0.02372749674250372,345.06,8.301831781789559e-05,201,0.05366325060651065,-1.4901161193847656e-08,-0.0003664485368062742,201.25,0.0
115,1177600,505.00000000000045,1.7822070442140103,15.968718254566193,47.50000000000001,0.023464949949993753,348.98,0.00011023376391996464,201,0.05588452421293755,-1.7136335372924803e-08,-0.00048229873827949633,221.25,0.0
116,1187840,500.0,1.7815378032624722,15.968718087673187,25.0,0.020022301867720672,343.23,8.024706582503427e-05,201,0.05753404757777393,-5.215406417846679e-09,-0.00038162016498972663,206.25,0.0
117,1198080,432.5000000000006,1.778159548342228,15.968718087673187,25.0,0.018272633181186392,338.07,0.00010834077677621679,201,0.05759248349680507,-1.1175870895385742e-08,-0.0005098037516290787,183.75,0.0
118,1208320,455.0000000000004,1.7802656322717667,15.968718302249908,25.0,0.026451284484937786,341.05,9.516327692162818e-05,201,0.053955827039633954,-1.080334186553955e-08,-0.0003727348623215221,191.0,0.0
119,1218560,550.0,1.7804424300789834,15.968718153238296,25.0,0.0210258689490729,340.79,9.06611012780445e-05,201,0.057859313970895464,-1.2293457984924316e-08,-0.0004977226479240926,198.0,0.0
120,1228800,550.0,1.7744907140731812,15.968718135356903,50.0,0.020874897588510067,341.09,9.337688545798528e-05,201,0.0560366973219768,-5.960464477539063e-09,-0.00037420026819745544,208.5,0.0
121,1239040,550.0,1.784357213973999,15.968718183040618,47.50000000000001,0.023391804317361674,346.64,0.00013472870541733072,201,0.057496733336950726,-6.7055225372314455e-09,-0.0006192301185365068,211.25,0.000830078125
122,1249280,482.5000000000007,1.780525738745928,15.96871839761734,50.0,0.023293571567046457,341.84,0.0001237121529044316,201,0.05527541762791031,-1.1548399925231934e-08,-0.0006704582589009078,204.0,0.0
123,1259520,550.0,1.771266832947731,15.968717992305756,50.0,0.02037597929011099,341.03,8.26215668236152e-05,201,0.053973445729432044,-2.9802322387695314e-09,-0.0003824280973276473,204.25,0.0
124,1269760,277.5000000000002,1.7821249775588512,15.968718069791795,47.50000000000001,0.019743443588959055,334.44,0.0001208007068672856,201,0.05762217854460847,-1.3411045074462891e-08,-0.0005474009572935757,175.0,0.0
125,1280000,330.0000000000004,1.7847498416900636,15.968718034029006,25.0,0.016844154548016375,326.22,0.00012903382755098393,201,0.05721504831237306,0.0,-0.000617867713663145,160.75,0.0
126,1290240,277.5000000000002,1.7801219724118709,15.968717986345291,25.0,0.019995745063351934,325.56,9.192666364903346e-05,201,0.05409135014890655,7.82310962677002e-09,-0.00038346204928529914,148.75,0.0
127,1300480,302.5000000000002,1.7779771476984023,15.968718034029006,25.0,0.021389729020302183,326.45,0.00013954078633675592,201,0.058206155301925536,-2.7194619178771972e-08,-0.0006231128936633468,150.75,0.0
128,1310720,325.0,1.7838760301470757,15.968718081712723,25.0,0.017774245029431767,330.41,0.0001570189344434425,201,0.058000766129256275,1.1175870895385742e-09,-0.000726639636195614,162.25,0.0
129,1320960,425.0,1.783186712861061,15.968718248605729,25.0,0.02343945116735995,336.39,8.336766653513906e-05,201,0.05687783949337673,-1.2665987014770507e-08,-0.0003567999944607436,185.25,0.0
130,1331200,400.0,1.7802428610622882,15.96871822476387,47.50000000000001,0.021010191214736552,335.2,0.00010393693418482286,201,0.056599668023653,-1.601874828338623e-08,-0.0005423563545264188,181.5,0.0
131,1341440,332.5000000000006,1.7669939145445823,15.968718403577805,50.0,0.026032334339106455,336.97,8.018845524233597e-05,201,0.053550341098035095,-7.078051567077636e-09,-0.0004242945193254855,182.25,0.0
132,1351680,325.0,1.77527746707201,15.968718248605729,50.0,0.024117440020199866,342.27,0.00013495004514787467,201,0.05545468449297673,-2.9802322387695314e-09,-0.000595641927793622,189.25,0.0
133,1361920,357.5000000000007,1.7757900767028332,15.968718242645263,75.0,0.023893561953445896,347.88,8.652045629098382e-05,201,0.052730166987706294,-1.6763806343078613e-08,-0.000330325821050792,210.25,0.0
134,1372160,355.00000000000045,1.7772872947156428,15.968718218803406,72.50000000000001,0.021755349630257114,344.45,6.773974047398212e-05,201,0.05469977954237469,-5.587935447692871e-09,-0.0003397895674424944,204.25,0.0
135,1382400,327.5000000000002,1.779642777889967,15.968718153238296,50.0,0.02264660107612144,337.52,8.089477995270045e-05,201,0.05603398777911987,1.862645149230957e-09,-0.0003286499468231341,187.25,0.0
136,1392640,500.0,1.7768550001084804,15.968718320131302,50.0,0.02188659625244327,338.31,0.0001117854862101808,201,0.05644582594680157,-9.313225746154785e-09,-0.0006279954415731482,198.25,0.0
137,1402880,477.5000000000002,1.7716880917549134,15.96871845126152,50.0,0.02551887132576667,342.76,6.6324266215112e-05,201,0.05264599114731727,3.091990947723389e-08,-0.00023150474444264547,203.25,0.0
138,1413120,502.5000000000002,1.7759883277118207,15.968718487024308,50.0,0.025749598984839396,347.85,6.127226316445799e-05,201,0.0530764691598425,-5.960464477539063e-09,-0.00026272549293935297,227.75,0.0
139,1423360,500.0,1.7776506841182709,15.968718194961548,50.0,0.019686198115232402,344.82,9.53326926945941e-05,201,0.0532243844564539,-7.450580596923828e-09,-0.00042163300568063276,225.25,0.0
