episode_length,PMM:episode_rewards,P09:episode_rewards,epoch_idx,frames,advantage_norm,fps,policy_entropy,P01:episode_rewards,policy_loss,explained_variance,value_loss,grad_norm
207.85,2.06,5.1000000000000085,14,112000,1.4138437193632125,204,1.3497230446338653,0.0,-0.0027432729464635488,0.7801586937904358,0.01452898128889501,0.36866720064197295
213.01,2.17,6.0,15,120000,1.2502943274378777,204,1.3407254886627198,0.0,-0.0037208452044433216,0.8491149669885636,0.011899691722355783,0.33243332928693514
211.66,2.12,5.1000000000000085,16,128000,1.195017949938774,204,1.3309225928783417,0.0,-0.002649566634063376,0.8506140404939652,0.010924626608612016,0.356176241356294
211.03,2.16,5.1000000000000085,17,136000,1.2171290719509125,206,1.3219934403896332,0.0,0.00015688130501075647,0.8474461781978607,0.010998151139356196,0.3984483708663356
220.23,2.5,7.200000000000017,18,144000,1.2189465355873108,206,1.335621138215065,0.0,-0.0017816569257411174,0.6162583619356156,0.011388433981919662,0.40408817528613233
192.13,1.69,5.0,19,152000,0.9389179572463036,208,1.3440342116355897,0.0,-0.0015679526746680494,0.8438777017593384,0.007495975615165662,0.2834015772769598
192.2,1.74,5.0,20,160000,0.9124249830842018,207,1.350412220954895,0.0,-0.00040543198061641304,0.9303708344697952,0.006600933606387116,0.2513700346844432
197.56,1.93,5.1000000000000085,21,168000,0.9764277189970016,207,1.3471270179748536,0.0,-0.002824791091843508,0.9369245010614395,0.007090269519831054,0.2743899103342305
207.15,2.22,6.300000000000026,22,176000,0.9391963618993759,207,1.3275232529640197,0.0,-0.003323396628111368,0.9398456615209579,0.0067446024401579055,0.2422408302620807
211.63,2.29,6.300000000000026,23,184000,0.7159794484078884,207,1.333354823589325,0.0,-0.0005037978648033459,0.953538082242012,0.0039852007135050375,0.17255145688595125
210.56,2.26,9.0,24,192000,0.8551490202546119,207,1.329358273744583,0.0,-0.0010878687490185257,0.9364354085922241,0.005675787474610843,0.21004457595658063
200.76,1.96,6.0,25,200000,0.8169390955567359,207,1.347081743478775,0.0,-0.0006899927888298407,0.9356158417463303,0.005320262443856336,0.19801411929575582
201.46,1.98,6.0,26,208000,0.8964056192338467,208,1.3487511301040649,0.0,-0.0019948318685783306,0.9327385282516479,0.006869650365551934,0.25104946678100953
189.19,1.67,5.0,27,216000,0.8238839796185493,209,1.3585909724235534,0.0,-8.837516652420163e-06,0.9368566477298736,0.005426047093351372,0.2025313120811538
187.02,1.58,5.0,28,224000,0.7361472859978676,210,1.3460409772396087,0.0,-0.0016690443264087663,0.9615594333410263,0.00418625011399854,0.17418879166274773
203.11,1.97,5.0,29,232000,0.7568249171972274,211,1.3369676566123962,0.0,-0.0016879732481902465,0.9458292782306671,0.004646609154879116,0.18428355599586607
197.71,1.81,4.1000000000000085,30,240000,0.8308106927573681,211,1.3300966620445251,0.0,-0.0011591938265155476,0.9492467510700225,0.0056634091475280006,0.21992099583332425
198.75,1.9,5.0,31,248000,0.6731317020952702,212,1.3447882044315338,0.0,-0.00217276530500385,0.9694172823429108,0.0037051131342013834,0.17167912920660316
210.95,2.27,5.1000000000000085,32,256000,0.6119690126180649,212,1.3267981708049774,0.0,-0.0009193913824856281,0.9752845585346221,0.002865951922140084,0.13973440827213776
206.34,2.02,6.0,33,264000,0.620693046450615,212,1.3310931634902954,0.0,-0.0007066417676105629,0.974233433008194,0.0032525343768065795,0.14836117431583934
207.23,2.07,5.1000000000000085,34,272000,0.6194604429602623,212,1.3335540318489074,0.0,-0.0011783512843976495,0.9734585845470428,0.0032255581911886113,0.14847162084513957
208.76,2.24,6.0,35,280000,0.7977013564109803,213,1.3523245894908904,0.0,-0.0006121920885925647,0.9493186503648758,0.005218296997772995,0.18440646612736017
210.97,2.32,9.0,36,288000,0.4846695351600647,214,1.3439611411094665,0.0,-0.001429813770155306,0.9832724499702453,0.001910863121447619,0.1168271987892188
193.54,1.73,5.0,37,296000,0.6534271769225597,214,1.3448118698596954,0.0,-0.001254484509699978,0.9584965533018113,0.003656484554958297,0.1618532086655941
200.83,1.89,5.0,38,304000,0.6821963323652744,214,1.3533623683452607,0.0,-2.628997764986707e-05,0.9583696031570434,0.004250295284728054,0.1577114975499752
213.45,2.21,5.1000000000000085,39,312000,0.6656522069871426,214,1.3518365108966828,0.0,-0.0011429986366420053,0.9627589082717896,0.003694098676496651,0.16438847438956472
205.33,1.97,5.0,40,320000,0.6185948972404003,215,1.3604306721687316,0.0,-0.0006939935931222863,0.9672475290298462,0.0032606562618457246,0.1392701387788062
195.44,1.77,5.0,41,328000,0.8083934906125069,215,1.3689470648765565,0.0,0.0005877240830159281,0.9388153427839279,0.005381194278597832,0.19491018429593437
191.96,1.72,5.0,42,336000,0.5894306406378746,216,1.3566023445129394,0.0,-0.001282726302742958,0.9670701950788498,0.002745283714612015,0.1386501673561483
187.83,1.61,4.1000000000000085,43,344000,0.5814626052975654,217,1.3600528287887572,0.0,-0.0001480630088917678,0.9640673011541366,0.0029982161229418127,0.13381741911337353
192.27,1.63,5.0,44,352000,0.5657727113366127,216,1.33995187997818,0.0,-0.001933268509528716,0.9776105344295501,0.0024352893407922236,0.1315022048241378
211.0,2.1,5.0,45,360000,0.6784527100622654,216,1.3528459763526917,0.0,0.0009100986475823448,0.9559682554006577,0.004185351082414854,0.15512314545036876
221.92,2.46,6.0,46,368000,0.8264992366731166,216,1.3657152462005615,0.0,0.00014764361549168825,0.9290446847677231,0.005558260059042368,0.19024856057091719
222.26,2.54,6.1000000000000085,47,376000,0.7827563226222992,216,1.3646625232696534,0.0,-0.0013573098632332402,0.9522144502401352,0.004962422427051933,0.17401058805683042
226.09,2.69,9.0,48,384000,0.7909278057515621,217,1.3574597001075746,0.0,-0.0012459459427191177,0.938845945596695,0.005428064017760335,0.1800397135274607
214.23,2.25,5.1000000000000085,49,392000,0.7973907721042633,217,1.3539316046237946,0.0,-0.0016873857602331555,0.9568693435192108,0.005155150828650221,0.1874904963264046
215.82,2.3,6.0,50,400000,0.7085273139178753,217,1.3539101779460907,0.0,-0.0007470973033923655,0.9497011464834213,0.004365883649734314,0.16391765926671045
212.68,2.29,7.0,51,408000,0.7020668494701385,218,1.348319320678711,0.0,-0.000585697123897262,0.957373514175415,0.00409088845102815,0.16150289152896505
207.3,2.21,8.100000000000009,52,416000,0.7041638934612274,218,1.3511869299411774,0.0,-0.0006427355909181642,0.9615526193380356,0.0039681328964070416,0.159878280593992
218.7,2.5,8.100000000000009,53,424000,0.6084564439952374,218,1.354016537666321,0.0,-0.001166737196035683,0.9661173272132874,0.003050891345337732,0.14266986061210798
214.99,2.35,8.0,54,432000,0.7467821887135506,218,1.3518116295337677,0.0,-0.0010259411273273145,0.9470812809467316,0.004463635924621485,0.17559827601466937
199.15,1.99,5.0,55,440000,0.6102485525608062,218,1.3591522347927094,0.0,-0.0012534617217897902,0.9334918743371964,0.0030505313219327946,0.14011274437590693
189.59,1.68,5.0,56,448000,0.9233886161446572,217,1.3736935532093049,0.0,0.00018895896326284856,0.9158018380403519,0.006459920076886192,0.23276228432400944
193.85,1.76,5.0,57,456000,1.1248317953944207,218,1.368352893590927,0.0,-0.004298281516821589,0.8833508348464966,0.009410644760355353,0.29884861476234964
194.31,1.81,4.0,58,464000,0.8725812929868698,217,1.3525289130210876,0.0,0.0009537473236559891,0.9260339379310608,0.006524888192652725,0.21358620339626072
207.64,2.19,5.0,59,472000,1.1638405832648278,218,1.3609102201461791,0.0,-0.000551336713906494,0.8617557042837143,0.009647226522210985,0.27218951503401484
215.57,2.36,6.0,60,480000,1.034539902508259,218,1.3627824294567108,0.0,-0.0019661723435274326,0.8515877956151963,0.00792589366203174,0.24741978326531627
224.04,2.48,6.0,61,488000,0.8728528559207916,218,1.355853897333145,0.0,-0.00045674390508793295,0.9413820475339889,0.005762048421893269,0.21998152032957077
230.16,2.66,7.0,62,496000,1.0983373603224755,218,1.3570876097679139,0.0,-0.0030514318240238937,0.9018075376749038,0.00871169226244092,0.29281475545481656
225.23,2.57,6.0,63,504000,1.1569957739114762,218,1.3473972070217133,0.0,0.0001383091749448795,0.8873413914442062,0.009681948350043967,0.2831934068910314
218.17,2.37,5.1000000000000085,64,512000,1.1564276763796806,218,1.3528465008735657,0.0,-0.003760936244871118,0.8797154235839844,0.009971513349446468,0.2880701629290412
227.26,2.59,5.1000000000000085,65,520000,0.9370917084813118,219,1.350526796579361,0.0,-0.0011379908997332677,0.919624136686325,0.006611534449621104,0.22802704332508927
234.36,2.72,6.1000000000000085,66,528000,1.057531706392765,219,1.342902845144272,0.0,-0.0011673091154079883,0.9068765300512314,0.008361572458525188,0.2549353352713468
241.11,3.09,9.0,67,536000,1.1461260282993317,219,1.3188714742660523,0.0,-0.005673291753337253,0.8402959436178208,0.011387529927887954,0.3248186371969988
248.44,3.28,9.0,68,544000,1.1399261382222177,219,1.320190201997757,0.0,-0.0018213828024454416,0.8991114777326584,0.009296651601325721,0.29793561096342247
238.53,2.98,8.0,69,552000,1.031803135573864,219,1.3218171083927155,0.0,0.00010661873835488223,0.9310234272480011,0.007788244169205427,0.251343891265723
239.75,3.07,8.0,70,560000,1.07299306422472,219,1.3436204051971437,0.0,-0.0010862862781505101,0.8910015517473221,0.0084225814929232,0.24824175670993195
225.0,2.61,6.0,71,568000,1.046799143254757,219,1.3424948227405549,0.0,-0.0023597539479351328,0.9069599968194961,0.007883600426721387,0.2790497773866562
221.91,2.51,6.0,72,576000,1.358364164531231,219,1.3291978597640992,0.0,-0.0002700515100877965,0.8537683665752411,0.012802845566766337,0.33075930615753535
221.57,2.43,5.1000000000000085,73,584000,1.146743612587452,219,1.3197568082809448,0.0,-0.0016313402191735803,0.8584976094961166,0.009424060931196436,0.26391878334865315
220.12,2.48,5.1000000000000085,74,592000,1.4296978333592414,219,1.318900501728058,0.0,-0.005943128047219943,0.8445013296604157,0.014682631735922769,0.4085430656873202
223.76,2.58,5.1000000000000085,75,600000,1.172466665506363,219,1.3132533395290376,0.0,-0.0005482264078455046,0.8372762393951416,0.010039590566884726,0.29657445767442203
229.88,2.76,5.0,76,608000,1.0553055009245873,219,1.3322746872901916,0.0,-0.0013667404399893713,0.9115985673666,0.008341283401241526,0.25696211349128834
224.58,2.56,5.0,77,616000,1.300605753660202,219,1.3119130420684815,0.0,-0.0014539840098586865,0.8741273164749146,0.01207467817584984,0.32453476029709316
230.62,3.0,7.200000000000017,78,624000,1.4039365607500076,218,1.2524957740306855,0.0,-0.0015730343823088333,0.8660173314809799,0.01386249038623646,0.325593709120092
243.11,3.39,9.0,79,632000,1.0441029676795006,219,1.3035220420360565,0.0,-0.003714656622032635,0.9219161504507065,0.008459499568562023,0.27891013385856434
252.64,3.87,10.0,80,640000,1.2380761021375657,218,1.2956319212913514,0.0,-0.004069649184821174,0.8833188050985337,0.010524338954128324,0.318943660471669
241.04,3.32,9.0,81,648000,1.1184002405405045,219,1.2940268635749816,0.0,-0.0005949465668527409,0.9121011012792587,0.008629913938930258,0.2941637564667305
224.01,2.83,8.0,82,656000,1.158275266289711,218,1.296777834892273,0.0,-0.0036541000829311086,0.9082815414667129,0.009292007172480226,0.30797211889777926
234.78,2.99,7.1000000000000085,83,664000,1.0085714003443718,219,1.3100602006912232,0.0,-0.0007098320231307298,0.9310565513372421,0.006976542790653184,0.26253025509377825
239.0,3.1,7.0,84,672000,1.099440022110939,219,1.3271056056022643,0.0,-8.643582434160635e-05,0.9023208260536194,0.008428167443489655,0.2776126891750333
246.7,3.26,6.0,85,680000,1.1343140929937363,219,1.3211399137973785,0.0,-0.0008027219481300563,0.8994157063961029,0.009262111184652895,0.27777368460567564
240.65,3.18,6.300000000000026,86,688000,1.1291959682106971,219,1.3257772600650788,0.0,-0.004527064782741945,0.8680472207069397,0.010504473749315367,0.3118977987369364
250.15,3.37,9.0,87,696000,1.0624977776408195,219,1.3282113921642305,0.0,0.00129622614607797,0.9289558428525925,0.008089181863470003,0.26787101829583393
253.13,3.46,9.0,88,704000,1.0890921980142594,219,1.3045937716960907,0.0,-0.004463433292403352,0.9266235876083374,0.007994857225567103,0.28019808282427566
266.76,3.79,9.0,89,712000,1.423530346751213,219,1.271790983080864,0.0,-0.0035145346690842417,0.8276458942890167,0.016943412348628045,0.4218371827110652
251.57,3.42,7.0,90,720000,1.4192079192399978,219,1.2721302342414855,0.0,-0.004152175847557373,0.8506361198425293,0.013770805348176509,0.4183699668372307
252.21,3.58,9.0,91,728000,1.1366787773370743,220,1.3099001777172088,0.0,-0.0002305629815782595,0.9043719869852066,0.008812421092297882,0.2912290806169422
252.99,3.6,9.0,92,736000,1.1595242178440095,219,1.2898230397701262,0.0,-0.0034024099759335513,0.9022456032037734,0.009397525507956743,0.29432581974384653
268.61,4.08,9.100000000000009,93,744000,1.2144619196653366,219,1.2886541676521301,1.0,2.800711037707515e-05,0.8970041042566299,0.010309528057696297,0.3107533481141343
279.59,4.29,11.0,94,752000,1.2919660049676895,219,1.3176563584804535,1.0,-0.0033925538418770884,0.8353242021799088,0.011850524074397982,0.3315205233503445
286.47,4.36,11.0,95,760000,1.343389949798584,219,1.3295945167541503,1.0,-0.000683082146133529,0.8658026361465454,0.01227488051634282,0.30961445453974323
283.1,4.21,10.100000000000009,96,768000,1.3820286816358567,219,1.3200696527957916,1.0,-0.0027245428345622712,0.857379613518715,0.012868968178518117,0.355032841992962
268.71,3.73,7.0,97,776000,1.3342440384626388,218,1.3244254350662232,1.0,-0.0030925537046277898,0.866522552371025,0.012177063934504986,0.32201367885950005
285.08,4.23,7.0,98,784000,1.3271285283565522,218,1.3122382938861847,1.0,-0.002095260419882834,0.8576204347610473,0.01197861070977524,0.35600607041121957
282.61,4.23,8.100000000000009,99,792000,1.401023312807083,218,1.3156632459163666,1.0,-0.0011023009450877906,0.856787741780281,0.013187653177883476,0.3630358527812325
270.29,4.01,8.0,100,800000,1.3186093312501908,219,1.3058774197101592,1.0,-0.002660969378121081,0.8471957504749298,0.011795053912792355,0.34284803682621745
273.83,4.61,10.0,101,808000,1.5965345740318297,218,1.2676654255390167,1.0,-0.0010257388080935925,0.8121440476179123,0.01701249040896073,0.4329533388716609
276.94,4.95,10.0,102,816000,1.3183249622583388,218,1.2903979349136352,1.0,-0.002493499551928835,0.8715330421924591,0.011665562891867012,0.3233425347621357
297.87,5.7,11.0,103,824000,1.4433038121461867,218,1.2806859636306762,1.0,-0.004723497735349156,0.8484348392486573,0.01375071159331128,0.37325751057610906
315.38,6.37,12.0,104,832000,1.4682691198587419,218,1.2498481726646424,2.0,-0.003239108971902169,0.8522389352321624,0.014475204227492213,0.3806937729056197
326.88,6.44,12.0,105,840000,1.2146896034479142,218,1.2956469655036926,2.0,-0.0013196552149020136,0.9027407252788544,0.009990772621240467,0.3231667265853034
333.71,6.57,12.0,106,848000,1.3409389299154282,218,1.2907720577716828,2.0,-0.0026346801122417675,0.874665516614914,0.012115553978364915,0.3431178613448854
328.32,6.34,12.0,107,856000,1.454128239452839,218,1.2512426728010178,1.9000000000000004,-0.005091611104726326,0.7899002647399902,0.014390530408127234,0.38972779473437447
319.74,6.03,12.0,108,864000,1.2996168673038482,218,1.2585407066345216,1.0,-0.003268084137234837,0.8771268171072006,0.011455179490149021,0.3221798413662599
314.62,6.0,12.0,109,872000,1.4764433950185776,218,1.2271594524383544,1.0,-0.0048250518604254465,0.8505770927667617,0.014506011013872921,0.40723906722032127
320.03,6.3,12.100000000000009,110,880000,1.631131842136383,217,1.189847501516342,1.0,-0.008505674252810423,0.8212993985414505,0.01776601661927998,0.4641240445136402
330.47,6.75,13.0,111,888000,1.400841035246849,218,1.2290498971939088,1.0,-0.0033256078256818002,0.8575549936294555,0.013239770636428148,0.3586363286951903
356.69,7.71,13.100000000000009,112,896000,1.5861855447292328,217,1.264055153131485,2.9000000000000004,-0.001051958304742584,0.8244870805740356,0.016825266706291586,0.4505094901181607
360.84,7.84,14.0,113,904000,1.4298698514699937,217,1.2824532532691955,2.9000000000000004,-0.005646080318838358,0.8528571379184723,0.01376747682923451,0.36860200310402774
361.04,8.06,13.100000000000009,114,912000,1.583608780503273,217,1.2520554375648498,3.0,-0.004167115612654015,0.8323732900619507,0.016821094723418355,0.4159500015335765
346.36,7.51,13.0,115,920000,1.569501312971115,217,1.2621704196929933,3.0,-0.004387103121262044,0.8328089725971222,0.01637819780735299,0.4195304613462904
339.02,6.81,12.0,116,928000,1.5539085721969605,217,1.27747606754303,3.0,-0.0025948438077466563,0.8448244911432267,0.015882171052508057,0.4125562655541528
340.38,6.68,11.100000000000009,117,936000,1.6145825904607773,217,1.2504608952999114,3.0,-0.004305880290921778,0.8268162453174591,0.017287906282581388,0.4337523760443155
359.02,6.96,12.0,118,944000,1.6819643896818162,218,1.2453859567642211,3.0,-0.0026234890759224074,0.772555204629898,0.01888132557272911,0.4242062253839297
359.65,6.86,12.0,119,952000,1.7349648302793503,218,1.230001803636551,3.0,-0.006064009016263298,0.7736607563495635,0.02049188238568604,0.4900732734068977
387.1,7.85,13.0,120,960000,1.5714892429113387,218,1.2300310039520264,3.0,-0.004751152474782429,0.8131351709365845,0.016195954736322165,0.40363808182241157
393.2,8.11,13.0,121,968000,1.7240213823318482,218,1.212350116968155,3.0,-0.007240750567871146,0.782987293601036,0.01962639214936644,0.4706470624232124
394.31,8.33,14.0,122,976000,1.4960907727479935,218,1.1667459350824356,4.0,-0.0027102358936099335,0.8124138945341111,0.014955162829719483,0.4021629116857684
395.28,8.4,14.0,123,984000,1.6534248298406602,218,1.208722348213196,4.0,-0.00245057474123314,0.8196687966585159,0.01772500461898744,0.42278140870171294
361.5,7.47,14.0,124,992000,1.6143233782052995,218,1.1490058422088623,2.0,-0.008465918840374797,0.7125086528062821,0.01733618004247546,0.4816198121147893
355.74,7.68,14.0,125,1000000,1.6147923612594604,218,1.1679346108436583,2.0,0.00024316914292285219,0.7835234969854354,0.017419433072209358,0.4395057651910388
363.68,7.85,14.0,126,1008000,1.4786825847625733,218,1.2466064190864563,2.0,-0.0047919797198846936,0.8440833842754364,0.01469161061104387,0.3629498255412607
367.82,8.03,14.0,127,1016000,1.58483418405056,218,1.2667596423625946,2.0,-2.241322916233912e-05,0.794562684893608,0.016489434975665063,0.3987668618557801
373.47,8.25,14.0,128,1024000,1.7700722604990005,218,1.2401980078220367,2.0,-0.006799937677569688,0.7603784590959549,0.02071408148854971,0.4516749859899775
405.93,8.96,14.0,129,1032000,1.6537831842899322,218,1.2023574197292328,5.0,-0.005325397480628453,0.7974666875600814,0.01820102659985423,0.4496135240793498
416.36,8.98,14.0,130,1040000,1.8158196932077408,219,1.199353414773941,4.9,-0.0008184995519695804,0.7782983142137527,0.021794553138315676,0.5327021339895437
410.42,8.88,14.0,131,1048000,1.6473237645626069,218,1.2156802904605866,4.0,-0.0026372652081772686,0.8124084752798081,0.017791386796161532,0.4646696130298271
413.39,8.97,14.0,132,1056000,1.6061567294597625,219,1.2132260513305664,5.0,-0.0033742504444671793,0.8222126984596252,0.017060316712595523,0.4397185099358494
408.64,8.75,14.0,133,1064000,1.5924002754688262,219,1.210039942264557,4.0,-0.004243083339533768,0.8201782029867172,0.01675654947757721,0.41298954282234585
388.81,8.16,13.0,134,1072000,1.6746775394678115,219,1.1808470451831818,3.0,-0.002910986784263514,0.7386367124319076,0.019133275304920972,0.4773845868526665
387.32,7.93,13.0,135,1080000,1.8443328833580017,219,1.1800990688800812,3.9000000000000004,-0.006115679555587121,0.7667206811904907,0.022258627181872725,0.5367220366462755
387.77,7.77,13.0,136,1088000,1.8112354862689972,219,1.073138832859695,3.0,-0.005662006510101491,0.5813999164104462,0.024467924861237406,0.5824925508516291
396.27,8.13,14.0,137,1096000,1.83380242228508,219,1.158801662325859,3.0,-0.003846872439899016,0.7465187084674835,0.02229036604054272,0.5235975158817624
405.86,8.45,14.0,138,1104000,1.7765776002407074,219,1.1641130936145783,3.0,-0.008303268230811227,0.7602158862352372,0.021544130374677478,0.504288345477277
427.22,9.34,14.100000000000009,139,1112000,1.71439306974411,219,1.1453802716732024,4.0,-0.0077088022622047,0.7907023727893829,0.019447534531354903,0.48222944675742424
432.18,9.73,15.100000000000009,140,1120000,1.6625581222772599,219,1.1689824414253236,4.0,-0.002605551283049863,0.7842417651414871,0.01814856466371566,0.45193797535809693
429.2,9.83,15.0,141,1128000,1.667326689362526,219,1.1706306898593903,4.0,-0.003267299412400462,0.782779198884964,0.018081257306039333,0.45202298148628417
429.65,9.79,15.0,142,1136000,1.6373848539590836,219,1.1931007289886475,4.9,-0.0014078822336159647,0.8235204964876175,0.017500399705022575,0.4519564298747604
428.78,9.71,16.0,143,1144000,1.6294640409946441,219,1.0445975708030164,3.9000000000000004,-0.007737843456270639,0.7157585179805755,0.018040357732679695,0.5070030189006213
413.67,9.03,15.0,144,1152000,1.5609188157320022,219,1.1564016443490983,3.0,-0.0022211694245925172,0.8053155905008316,0.01607845166232437,0.41644048792880517
419.55,9.17,15.0,145,1160000,1.6584265923500061,219,1.166138665676117,4.0,-0.003429023522767238,0.807960399389267,0.01800057457294315,0.45603930581687935
437.38,9.73,15.0,146,1168000,1.6431611394882202,219,1.1650068318843843,5.0,-0.002742268607398728,0.7870242309570312,0.017860849956050515,0.4286470362657752
447.77,10.12,16.0,147,1176000,1.8006365406513214,220,1.1980779230594636,5.0,-0.0045208165806252506,0.7675998693704605,0.021300730733200907,0.499965775352615
438.86,9.85,15.0,148,1184000,1.7376979941129684,220,1.2143350982666015,5.0,-0.006871104904566891,0.7870503789186478,0.019958590185269715,0.4769955514674936
454.72,10.34,15.0,149,1192000,1.6443450075387955,220,1.2185171020030976,6.0,-0.0024521107926557305,0.8142525321245193,0.017979952688328922,0.4269882961417168
478.57,11.13,16.0,150,1200000,1.7914447152614594,220,1.1805242347717284,6.9,-0.0037829414715088204,0.7812507027387618,0.02109880490228534,0.5020442715615689
496.74,11.86,18.0,151,1208000,1.79426653444767,220,1.171520357131958,7.0,-0.00826111983624287,0.7985324877500534,0.02110535151325166,0.5023586029022965
495.88,11.76,18.0,152,1216000,1.7359952384233475,221,1.1796163833141327,7.0,-0.002281885184929706,0.7708944565057755,0.02013161935377866,0.47542750582785914
492.0,11.59,17.10000000000001,153,1224000,1.8131062030792235,221,1.1299783617258072,6.9,-0.006232910827384331,0.7720325899124145,0.0216861784318462,0.5258522811474113
494.96,11.7,17.0,154,1232000,1.7796671772003174,221,1.151340178847313,6.9,-0.0039027399476617573,0.7648670250177383,0.02085376769769937,0.4707115820657695
505.17,12.42,19.10000000000001,155,1240000,1.7390792733430862,221,1.1829590725898742,6.9,-0.0067838629396283065,0.7744865077733993,0.0201445567375049,0.47244708554556153
499.42,12.06,19.10000000000001,156,1248000,1.7616488254070282,221,1.1989559209346772,6.0,-0.008286773204163182,0.7903144663572311,0.020780778732150795,0.4882406893251258
500.1,12.03,20.10000000000001,157,1256000,1.7376499503850937,221,1.1525998902320862,6.0,-0.0037177552084904164,0.7823121100664139,0.019793981127440928,0.49515326541461
503.7,12.06,20.10000000000001,158,1264000,1.9029908668994904,221,1.1541738820075989,6.0,-0.006470354483171832,0.7377242863178253,0.024082626262679697,0.5949679240642551
511.24,12.33,20.10000000000001,159,1272000,1.8001096421480178,221,1.1864729857444762,6.0,-0.0064388754987157884,0.776158754825592,0.02119953521993011,0.50952568070025
513.72,12.7,20.10000000000001,160,1280000,1.866922252178192,221,1.1722282433509827,6.0,-0.003127297010651091,0.7316936361789703,0.022755032894201575,0.574719800355877
521.93,12.59,20.10000000000001,161,1288000,1.7427796912193299,221,1.1827893435955048,6.0,-0.007621048397122649,0.7885061252117157,0.019823878747411074,0.5036038902204728
517.96,12.72,19.10000000000001,162,1296000,1.7606821036338807,221,1.144941531419754,7.0,-0.003000887630878424,0.7671650004386902,0.020224140798673032,0.5180488908998961
519.3,12.7,18.10000000000001,163,1304000,1.9461237818002701,221,1.1786976337432862,7.0,-0.006075116297288332,0.7411553007364273,0.02532866456080228,0.5411082341982641
528.7,13.34,19.0,164,1312000,1.905504742860794,221,1.135092535018921,7.0,-0.0036028559500118715,0.7391904330253601,0.023908493230119347,0.6239953267333445
527.25,13.27,19.0,165,1320000,2.081667809486389,222,1.1324850058555602,7.0,-0.008868656342383475,0.7144903415441513,0.028550366973504424,0.6199607859558687
531.99,13.37,20.0,166,1328000,1.8935364413261413,221,1.145068610906601,7.0,-0.005902797423768789,0.7263802605867385,0.02334191065747291,0.5539451904951617
540.81,13.79,23.0,167,1336000,2.1763460028171537,222,1.1060280865430832,6.0,-0.014256075207085814,0.6828006219863891,0.03171631900593638,0.6577492835069425
555.36,14.72,24.0,168,1344000,2.0399455696344377,222,1.064154879450798,7.0,-0.009470383996376768,0.7274889039993286,0.02750037529040128,0.6291190993267616
565.86,15.11,24.0,169,1352000,1.9432371068000793,221,1.1224975806474686,7.9,-0.005743982198619051,0.7476427012681961,0.024993585273623466,0.5890408897225318
571.93,15.18,24.0,170,1360000,2.0098730754852294,221,1.0929090404510498,8.9,-0.009157661323260981,0.7080596649646759,0.027068528132513165,0.6206414395684142
595.98,16.02,24.0,171,1368000,2.1195503056049345,221,1.0924181181192398,9.0,-0.015642452945758122,0.6818790054321289,0.029866460878401994,0.679448270676601
603.86,16.29,24.0,172,1376000,1.966793966293335,221,1.1304527831077575,9.0,-0.007265271873329766,0.742752400636673,0.025422948240302504,0.6102270733025218
603.62,16.38,24.10000000000001,173,1384000,1.875178735256195,221,1.1528390014171601,9.0,-0.0052032485815652766,0.756530585885048,0.023471158766187727,0.5464362831588307
