avg_q_selected,advantage_norm,policy_loss,rollout_prob_std,episode_length,grad_norm,policy_entropy,PMM:episode_rewards,policy_gradient_loss,epoch_idx,model_prob_std,q_loss,frames,P09:episode_rewards,explained_variance,policy_gradient_bias_correction,fps,P01:episode_rewards,avg_q_retraced
0.013255287054926157,0.03794849204520385,-9.009882060126984e-05,0.012570725140782694,0,0.08368756431137704,2.1746622284253436,0.0,-9.009882060126984e-05,1,0.012570725140782694,0.0005337910405311656,7200,0.0,-104.24413763682047,0.0,325,0.0,0.013225584011524915
0.008251478618573553,0.021293013480802377,-5.5112826885306276e-05,0.0075653270352631806,0,0.05189429893518913,2.189558974901835,0.0,-5.5112826885306276e-05,2,0.007565327074068288,0.0002746707854385022,14400,0.0,-114.22449762821198,0.0,193,0.0,0.008319256183070441
0.004074362735264003,0.0162213746458292,-8.857366986679457e-05,0.0030342930151770514,0,0.003860443276566054,2.196748956044515,0.0,-8.857366986679457e-05,3,0.003034293046221137,1.927189623529557e-05,21600,0.0,-29.729716746012368,0.0,226,0.0,0.003911901637911797
0.002917659884163489,0.02595016222136716,-6.316214295717751e-05,0.004389054165221751,0,0.004260631886771683,2.196407135327657,0.0,-6.316214295717751e-05,4,0.0043890541264166435,2.688164277060423e-05,28800,0.0,-28.28989551862081,0.0,257,0.0,0.0028660000767558812
0.0023347450148624676,0.013399682364736994,-5.3038604058504764e-05,0.0020305191283114254,0,0.0016466225014813225,2.1969932238260905,0.0,-5.3038604058504764e-05,5,0.0020305191554750007,1.2176273988491934e-05,36000,0.0,-61.650844526290896,0.0,282,0.0,0.0023599420635340112
0.0020366676384583116,0.01998595759893457,-5.1831145447067685e-05,0.002680398632461826,3324.25,0.0020518782757155012,2.196884266535441,0.0,-5.1831145447067685e-05,6,0.0026803985781346756,1.2396074801775588e-05,43200,0.0,-29.787930711110434,0.0,304,0.0,0.0020836602081544696
0.0012825410817337494,0.009117182328676183,-3.683184616723641e-05,0.0014244424858285735,3324.25,0.001397189267423672,2.1971029599507648,0.0,-3.683184616723641e-05,7,0.00142444246642602,8.087278441356224e-06,50400,0.0,-47.522858174641925,0.0,323,0.0,0.0012647685170425879
0.0006411163935960455,0.007667862173790733,-7.665768825049213e-06,0.0013927421260935566,3324.25,0.0012304797202374307,2.197136958440145,0.0,-7.665768825049213e-06,8,0.0013927421299740673,5.938725462328876e-06,57600,0.0,-41.75599724451701,0.0,338,0.0,0.0006514397971689808
0.0016925229147697488,0.01378715339427193,-3.346539931499137e-05,0.0018666191356411824,3324.25,0.001063200973695622,2.197052518526713,0.0,-3.346539931499137e-05,9,0.0018666191201191396,6.066002538318571e-06,64800,0.0,-18.757224210103352,0.0,352,0.0,0.001697997578109304
0.0012766247130154321,0.009373691041643421,-3.193754054488333e-05,0.0012824355595512315,3324.25,0.0007604534219000957,2.197125220298767,0.0,-3.193754054488333e-05,10,0.001282435548879827,3.919875401455404e-06,72000,0.0,-51.751742378870645,0.0,364,0.0,0.0013024975506899259
