episode_length,value_loss,grad_norm,P01:episode_rewards,PMM:episode_rewards,fps,explained_variance,policy_entropy,policy_loss,frames,epoch_idx,advantage_norm,P09:episode_rewards
168.925,0.10946341217193549,3.341539394640484,0.0,1.05,1031,-2.4463360130786898,1.278100568316877,-0.03217407884716522,8000,1,2.2185575763881205,3.0
177.08988764044943,0.012560816756877102,0.23363377867280544,0.0,1.2584269662921348,1034,-0.08063670873641968,1.3784475171566009,-0.00014797892530623357,16000,2,1.1056615607440472,3.0
178.62,0.01226784043945372,0.2165723841426118,0.0,1.28,929,-0.006187615990638733,1.3795755589008332,0.0018018086394295096,24000,3,1.1319324644654989,3.1000000000000085
175.72,0.012478749969081946,0.2314141729424941,0.0,1.2,889,-0.05333282351493836,1.3783686769008636,0.00210036055999808,32000,4,1.1047979618422687,4.0
181.66,0.017328305202245247,0.29275608324922503,0.0,1.35,878,-0.04814569592475891,1.3809711849689483,0.005006736250361427,40000,5,1.404468349441886,4.0
182.03,0.012685847837819892,0.2451194698586413,0.0,1.39,867,-0.05810857236385345,1.3792369747161866,0.000533217300180695,48000,6,1.1445359577983618,4.0
177.3,0.011708174938285083,0.2496761227624425,0.0,1.31,860,-0.023767009377479553,1.3828167510032654,0.001798694380413508,56000,7,1.1024918433278799,3.0
183.3,0.055869496328450625,1.3187142834085606,0.0,1.38,858,-0.04132018804550171,1.3305206993222236,0.00017239623644854874,64000,8,1.734409049153328,3.0
205.38,0.026620513632078655,0.6281314777745521,0.0,1.88,858,0.26384359896183013,1.3576511985063553,-0.003151143787545152,72000,9,1.7708381769061088,4.1000000000000085
217.5,0.038389027305529455,0.9572573309387391,0.0,2.2,857,0.4014562475681305,1.3242151872068644,-0.015010310677171219,80000,10,1.8398485165834426,5.1000000000000085
201.2,0.013802209290442988,0.48209856094810166,0.0,1.85,857,0.6500321763753891,1.3569550395011902,-0.005307817486682325,88000,11,1.3647854980826377,5.0
183.81,0.011424393148045055,0.39595243244858547,0.0,1.47,855,0.6879907870292663,1.3469044220447541,-0.0017650659597711637,96000,12,1.2063722652196884,4.0
185.14,0.01164988290227484,0.4387187059117014,0.0,1.58,853,0.6798849380016327,1.3746259582042695,-0.0046749812393682075,104000,13,1.239171772301197,5.0
191.44,0.03429691898520105,0.6567581776615828,0.0,1.69,851,0.6061024022102356,1.354188152551651,-0.004234946804645006,112000,14,1.527009941637516,5.0
198.38,0.009664276118273847,0.3776732748113148,0.0,1.8,848,0.823419125676155,1.3648202896118165,0.00017292550473939626,120000,15,1.1580693501234054,5.0
202.73,0.010620082948589698,0.39641572274256687,0.0,1.9,845,0.8360095810890198,1.358300391435623,-0.0020292673395306336,128000,16,1.2235301139950752,4.0
196.03,0.00940310152596794,0.35852852127920476,0.0,1.74,845,0.8350231802463531,1.3631701946258545,0.00046694551681866867,136000,17,1.1257997557520867,4.0
206.96,0.010180746439145879,0.38964453834948093,0.0,1.99,841,0.864755984544754,1.3576425457000731,0.00013223549365648068,144000,18,1.2029528051614762,5.0
203.25,0.008129664249136113,0.3410642069287435,0.0,1.91,840,0.9011131376028061,1.3562758541107178,-0.0004316657816525549,152000,19,1.0132782098650932,5.0
213.94,0.007326469917898066,0.32432346765798203,0.0,2.19,840,0.9181900846958161,1.3496580815315247,-0.003696134453639388,160000,20,1.005069849193096,5.0
208.82,0.00511666408914607,0.28059739298073905,0.0,2.1,840,0.9483072495460511,1.3527194893360137,-0.0024093552911654114,168000,21,0.8233432328701019,5.0
216.11,0.005116753622423857,0.2748194965843892,0.0,2.31,841,0.9496458268165588,1.3425858223438263,-0.0008089971484150737,176000,22,0.843516176044941,6.0
211.28,0.004868761864490807,0.26451703094682594,0.0,2.1,841,0.9498303306102752,1.3435581588745118,-0.0022755492231226527,184000,23,0.7782599385082721,5.0
206.99,0.003630717108899262,0.21265751730036242,0.0,2.04,841,0.9599720984697342,1.337090754508972,-0.0015317424059321638,192000,24,0.6855852419137954,5.0
198.34,0.004668645708879922,0.23823953548919216,0.0,1.81,840,0.9337275022268295,1.336072677373886,-0.0005996595518081449,200000,25,0.7720311880111694,5.0
196.63,0.005194231514469721,0.24061754203148225,0.0,1.8,840,0.9474036669731141,1.35211439371109,-0.0009204379081347724,208000,26,0.7843128767609596,5.1000000000000085
216.32,0.004390492828097194,0.23154577318135608,0.0,2.29,841,0.9527659666538238,1.3371137046813966,-0.0007913408878084737,216000,27,0.7528606486320496,6.0
