policy_loss,P01:episode_rewards,explained_variance,value_loss,episode_length,policy_entropy,clip_fraction,frames,epoch_idx,advantage_norm,grad_norm,fps,P09:episode_rewards,PMM:episode_rewards,approx_kl_divergence
0.011314919299911708,25.0,-0.0025496713817119597,1.9008456476318316,305.0967741935484,1.7255850175395608,0.2509765625,10240,1,15.96871777176857,22.89471365896147,268,175.0,81.45161290322581,0.41167268061819884
-0.0018805366791639245,25.0,-1.2293457984924316e-08,0.017022581718629227,311.69354838709677,1.7739785842597484,0.1025146484375,20480,2,15.968717956542969,0.15476013183753606,247,175.0,109.6774193548387,0.0014698057432383394
-0.0006695037922327174,25.0,-1.0430812835693359e-08,0.01980438589816913,321.5833333333333,1.7752558276057244,0.0,30720,3,15.968718105554581,0.09109427422846748,256,250.0,129.6875,0.0002629796498744952
-0.000996486000258301,50.0,-8.940696716308593e-09,0.025995118945138528,330.5,1.753247258812189,0.0073974609375,40960,4,15.968718409538269,0.07520462531608989,266,325.0,165.0,0.0003240249707083365
-0.0006493311066151364,50.0,6.7055225372314455e-09,0.022840250239823945,332.83,1.777926404029131,0.0013671875,51200,5,15.968718230724335,0.0703504065857663,276,327.5000000000002,178.5,0.00022985068642427108
-0.0004890656557108742,47.50000000000001,-1.601874828338623e-08,0.020431144157191737,333.81,1.788904382288456,0.0,61440,6,15.96871829032898,0.06318845630191788,280,327.5000000000002,185.25,0.00013728545751803267
-0.0005004194026696496,50.0,-2.9802322387695314e-09,0.023045184469083324,332.61,1.7839273497462274,0.0,71680,7,15.968718165159226,0.06666727233509226,281,325.0,181.0,0.00014476541641066375
-0.0011372458226105663,50.0,-1.0058283805847169e-08,0.02476705682929605,334.02,1.7370775528252125,0.00888671875,81920,8,15.968718177080154,0.07267578225881507,283,302.5000000000002,182.5,0.00036810238701576734
-0.0006591314977413276,50.0,-5.215406417846679e-09,0.021499077964108437,336.39,1.7516095392405986,0.0047119140625,92160,9,15.968718069791795,0.06865048924794484,284,327.5000000000002,193.0,0.0003645365884743512
-0.0008331083994562505,50.0,-5.215406417846679e-09,0.01950762151100207,337.05,1.7851336613297462,0.0,102400,10,15.96871812939644,0.05447568099045299,286,350.0,191.5,0.0002116616102281199
-0.00038063102911110034,50.0,1.3783574104309083e-08,0.019255982650793157,344.15,1.7840558007359504,0.0,112640,11,15.96871817111969,0.052549991059346615,285,350.0,189.0,0.00010191488357875755
-0.0005618959905405064,25.0,-1.3783574104309083e-08,0.018542607498238793,339.08,1.7840561531484127,0.0,122880,12,15.96871793270111,0.05849163626470129,285,350.0,176.0,0.0001412409328576558
-0.0010350775777624222,25.0,-1.825392246246338e-08,0.01675915799860377,331.67,1.782006311416626,0.0,133120,13,15.968718004226684,0.05867776858744358,286,350.0,160.0,0.00021427843695178694
-0.00045728147251793415,0.0,2.0489096641540527e-08,0.018639506751787847,325.17,1.7622166268527508,0.0,143360,14,15.96871799826622,0.05814251123736756,285,300.0,148.5,0.00012418017741921972
-0.0005971727663563797,22.500000000000007,-2.2724270820617674e-08,0.021298764587845652,328.36,1.7726576887071133,0.0,153600,15,15.968718409538269,0.05507010847043829,285,325.0,158.0,0.00013504419698442404
-0.0007060977979563177,25.0,1.1175870895385742e-09,0.026080799056217074,346.93,1.7712278254330158,0.0,163840,16,15.96871846318245,0.058790605909245994,286,500.0,201.75,0.0001775790937347921
-0.00046013395658519587,25.0,-2.421438694000244e-08,0.017424686945741997,348.01,1.77055379524827,0.0,174080,17,15.968717908859253,0.057014544085294216,287,477.5000000000002,202.75,9.571788343389897e-05
-0.0009681880103016738,47.50000000000001,-2.2351741790771484e-08,0.02558153335703537,354.29,1.7648807428777218,0.00419921875,184320,18,15.968718409538269,0.06087724226515354,287,550.0,223.75,0.00021930462779522485
-0.0006488411094323965,47.50000000000001,-4.470348358154297e-09,0.021755539692821912,347.5,1.7627658434212208,0.0,194560,19,15.968718284368515,0.05760123319537945,287,500.0,209.75,0.00014311143251202196
-0.0002410319209957379,50.0,2.6077032089233397e-09,0.02521249301498756,342.2,1.7621553346514702,0.0,204800,20,15.968718272447585,0.053639700648740476,287,500.0,212.25,7.332488302651541e-05
-0.0004085118729562964,50.0,-1.1175870895385742e-09,0.02306083255680278,335.47,1.7777203992009163,0.0007080078125,215040,21,15.968718087673187,0.05469820376150116,287,377.5000000000002,202.0,0.00010192519847116444
-0.0006263357234274735,50.0,3.725290298461914e-09,0.02346922062570229,337.64,1.772007028758526,0.0,225280,22,15.968718183040618,0.05635346066648954,288,400.0,208.0,0.00012948884462957722
-0.0004279460019461112,50.0,4.8428773880004884e-09,0.02378113354789093,341.08,1.7688127316534519,0.0,235520,23,15.968718296289444,0.05473238966748084,288,330.0000000000004,197.25,9.676721431048919e-05
-0.0004179850795480888,50.0,-3.3527612686157227e-08,0.022626993039739317,346.93,1.767968237400055,0.0,245760,24,15.968717992305756,0.05591263730328198,288,432.5000000000006,212.0,0.00010625918852635863
-0.0007297020943951793,50.0,-1.4528632164001465e-08,0.023976185551146046,354.93,1.7694243162870407,0.0027099609375,256000,25,15.968718373775483,0.05988918724980667,288,525.0,225.0,0.00016838060157979838
-0.0003993931783043081,50.0,-1.4528632164001465e-08,0.02398012554622255,358.09,1.7825873255729676,0.0,266240,26,15.968718272447585,0.05443849147696743,288,527.5000000000002,222.5,0.00010918468383813718
-0.0006668495103440364,50.0,-4.097819328308106e-09,0.022090670641046018,362.21,1.7769585877656937,0.0,276480,27,15.968718141317368,0.056954744073329656,288,600.0,236.75,0.00012336288774346117
-0.000342698013264453,25.0,-3.4645199775695803e-08,0.018494631577050315,352.48,1.7809606894850731,0.0,286720,28,15.968718034029006,0.0532774020926323,287,400.0,195.5,9.634567795266947e-05
-0.0004134413793508429,25.0,1.7881393432617187e-08,0.024223427631659432,347.7,1.776972198486328,0.0,296960,29,15.968718296289444,0.052547293025515904,287,410.00000000000085,198.25,8.165632799190803e-05
-0.000550709011440631,25.0,-2.6077032089233397e-09,0.02532888704445213,338.73,1.7755317404866218,0.0,307200,30,15.968718361854553,0.05743339276062329,286,302.5000000000002,180.75,0.00013605977666149017
-0.0005250938003882766,25.0,-7.82310962677002e-09,0.022721140392241067,345.38,1.7722628697752953,0.0,317440,31,15.968718254566193,0.05599165144629322,285,525.0,214.75,0.00011810659696465109
-0.000544224213808775,25.0,5.215406417846679e-09,0.02405101619369816,340.7,1.7748129054903985,0.0,327680,32,15.96871845126152,0.055446909161313174,285,502.5000000000002,207.0,0.00013023855370519755
-0.0006285848045081366,25.0,-2.0116567611694337e-08,0.022313707752618938,339.63,1.7767805702984334,0.0,337920,33,15.968718057870865,0.05671605999894056,285,550.0,208.75,0.00016108281629669818
-0.0007607680610817625,25.0,-1.862645149230957e-08,0.023181333584943786,335.87,1.7842196382582187,0.0,348160,34,15.968718141317368,0.059739226489951024,285,450.0,197.75,0.00016434536697502723
-0.00105922186976386,25.0,-1.1548399925231934e-08,0.018711406554211864,341.75,1.7825255326926708,0.00126953125,358400,35,15.968718039989472,0.05902947078052508,285,502.5000000000002,216.75,0.00022854634820639318
-0.0003559610111551592,25.0,-1.2293457984924316e-08,0.018753112835111097,336.76,1.785769845545292,0.0,368640,36,15.968718039989472,0.052684958349815326,284,500.0,199.5,8.701541934463819e-05
-0.0004248117926181294,25.0,7.450580596923828e-09,0.018032860261155293,332.84,1.7872073233127594,0.0,378880,37,15.968717974424361,0.05130536340820707,284,430.0000000000004,176.5,0.00010063522446603911
-0.0007044722493446898,25.0,7.82310962677002e-09,0.019259332897490822,327.23,1.7870502203702927,0.0,389120,38,15.968718141317368,0.05893990143759207,283,350.0,161.0,0.00014533746752221077
-0.0005868014919542475,25.0,-1.2665987014770507e-08,0.018697308728587814,324.93,1.7820998147130012,0.0,399360,39,15.968717992305756,0.05677678593520349,283,277.5000000000002,146.25,0.00013757498177113803
-0.0006088520727644209,25.0,4.8428773880004884e-09,0.023659568547736855,328.7,1.7808775685727596,0.0,409600,40,15.968718189001084,0.06069464560483974,283,302.5000000000002,169.5,0.0001402147290793465
-0.0006377453661116306,25.0,2.1979212760925294e-08,0.021087837711093016,329.96,1.7749241776764393,0.0,419840,41,15.968718099594117,0.05492470230160803,283,300.0,175.5,0.0001345567836189332
-0.0006583104932360584,50.0,1.1175870895385742e-09,0.025025623763212934,345.42,1.776164074242115,0.0,430080,42,15.968718177080154,0.05636310427935024,283,552.5000000000002,226.75,0.00014339367996161201
-0.0004751626755023608,50.0,-1.1548399925231934e-08,0.02274086558027193,348.69,1.7773439899086951,0.0,440320,43,15.968718248605729,0.05632445807919726,284,450.0,213.25,0.00011030056446728053
-0.0004850041132158367,50.0,-1.7508864402770997e-08,0.02201208840124309,349.85,1.779434611648321,0.0,450560,44,15.96871822476387,0.05421108205392322,284,500.0,221.5,0.00012623235293851565
