policy_gradient_loss,q_loss,model_prob_std,P09:episode_rewards,avg_q_selected,avg_q_retraced,episode_length,P01:episode_rewards,explained_variance,PMM:episode_rewards,frames,fps,advantage_norm,grad_norm,policy_loss,rollout_prob_std,policy_gradient_bias_correction,epoch_idx,policy_entropy
0.00023630660598428221,0.00039762626353573674,0.008131427271291614,0.0,-0.009834545276438197,-0.009445212843517462,0,0.0,-98.11435298919677,0.0,7200,313,0.03746086712926626,0.03235748299266269,0.00023630660598428221,0.008131427317857742,0.0,1,2.1917276859283445
1.6908290490391664e-06,0.00018254182923556074,0.005749772818914304,0.0,-0.006043284780268247,-0.00590712070115842,0,0.0,-231.822074953715,0.0,14400,173,0.018847015065451462,0.036920302934414936,1.6908290490391664e-06,0.005749772912046562,0.0,2,2.192317819595337
1.6589358892815653e-05,3.200176685519788e-05,0.0018094928197873136,0.0,-0.0006009005107140789,-0.0007891480146402803,0,0.0,-165.19811267852782,0.0,21600,206,0.01206851409127315,0.002292152211885001,1.6589358892815653e-05,0.0018094927965042493,0.0,3,2.197008156776428
4.9569620716738425e-05,1.768076414615886e-05,0.0033622420916799454,0.0,-0.0019630291149951517,-0.0019097574734284232,0,0.0,-57.348187891642254,0.0,28800,236,0.024749803620701036,0.002641230574843564,4.9569620716738425e-05,0.0033622421188435206,0.0,4,2.1967288494110107
9.16711806174438e-06,1.0344928296035504e-05,0.0014218419072373459,0.0,-0.0006497925895018852,-0.0006736921728588641,0,0.0,-160.49741794268292,0.0,36000,258,0.010065248942313094,0.0009958711299822536,9.16711806174438e-06,0.0014218419208191335,0.0,5,2.197092604637146
5.233740577447558e-05,9.329064975342286e-06,0.0019952038147797186,0.0,-0.0009849186873907457,-0.0009787977933077249,3324.75,0.0,-92.73339473406473,0.0,43200,277,0.015958804838980236,0.0013691479043428413,5.233740577447558e-05,0.001995203794407037,0.0,6,2.19700342019399
1.149149521969169e-06,1.820932610219946e-05,0.0008723958094681923,0.0,-0.0003753339526895161,-0.0003844539136480307,3324.75,0.0,-171.12085981369017,0.0,50400,294,0.008562411305805047,0.0016389165548088029,1.149149521969169e-06,0.0008723958104383201,0.0,7,2.1971015771230062
2.935571077766023e-05,5.879472034090819e-06,0.0006947593744068096,0.0,-0.001090127146502103,-0.0010200013809177715,3324.75,0.0,-139.25623604456584,0.0,57600,308,0.006697038747370243,0.0007539212836267624,2.935571077766023e-05,0.0006947593714964266,0.0,8,2.197200870513916
2.0097832390320035e-06,4.605126954023339e-06,0.001225749987255161,0.0,-0.00038501614374884715,-0.000408239505001499,3324.75,0.0,-97.55925197601319,0.0,64800,317,0.010282571342152854,0.0007334685738314954,2.0097832390320035e-06,0.0012257499668824796,0.0,9,2.1971383333206176
8.032676453240128e-06,3.5497769014606697e-06,0.0009452030877582729,0.0,-0.00013354295660974457,-0.0001201066760889565,3324.75,0.0,-251.66331009864808,0.0,72000,328,0.008730508336642136,0.0006185962073669872,8.032676453240128e-06,0.0009452030673855916,0.0,10,2.197162167231242
5.8578758247070555e-06,3.0238462386478205e-06,0.001342514291657911,0.0,-0.000607164335087873,-0.0006374590030948942,3324.75,0.0,-71.60081923802694,0.0,79200,337,0.012020705209579319,0.000691981518698687,5.8578758247070555e-06,0.0013425143314331458,0.0,11,2.197137459119161
2.2663695063348162e-05,1.4399275623115197e-06,0.00035389231100756054,0.0,0.0001882214875270923,0.0002211683997302316,3324.875,0.0,-242.04862928390503,0.0,86400,344,0.003157762197467188,0.00024537223128534065,2.2663695063348162e-05,0.0003538923085822413,0.0,12,2.1972103198369344
8.451169755592976e-06,7.11173778616588e-06,0.000627126059650133,0.0,-0.0004371557544800453,-0.0003635461451873804,3324.875,0.0,-158.99087419509888,0.0,93600,351,0.007059667240052174,0.001407187687378304,8.451169755592976e-06,0.0006271260712916653,0.0,13,2.1971725940704347
9.330788638332403e-07,1.5521393512093104e-06,0.0003423222825707247,0.0,9.33088973397389e-05,8.444471556382875e-05,3324.875,0.0,-179.7920451482137,0.0,100800,357,0.003642367230107387,0.00030922290253985763,9.330788638332403e-07,0.00034232228305578855,0.0,14,2.1972153107325236
6.259374094004973e-06,1.8598093352769258e-06,0.0011315153800145101,0.0,-0.00027311935785595174,-0.00025701424674480223,3324.875,0.0,-46.94569317499796,0.0,108000,362,0.010443030647002161,0.0005585971871317946,6.259374094004973e-06,0.001131515396021617,0.0,15,2.1971672693888347
-7.314264037934966e-06,5.898179575562305e-07,0.0003517771709690957,0.0,0.00025716797196461506,0.00023402049021873002,3324.875,0.0,-232.58499334653217,0.0,115200,368,0.003039958104879285,0.00017170585944199657,-7.314264037934966e-06,0.0003517771838232875,0.0,16,2.1972127755482993
1.7526685500773026e-05,1.3375596269253852e-06,0.000887368547892471,0.0,-0.00010258696358989025,-0.00010598456178847356,3325.1111111111113,0.0,-32.32149139377806,0.0,122400,371,0.008636643119486202,0.00041884836087747643,1.7526685500773026e-05,0.0016031594194597374,0.0,17,2.1971869274548124
-1.6516452484590821e-06,1.417025331876638e-06,0.0004961197376044683,0.0,0.0001770603065487045,0.0001855035599126293,3325.1111111111113,0.0,-62.054340591599384,0.0,129600,368,0.005578951033173504,0.0003425261493621867,-1.6516452484590821e-06,0.0023310950244562474,0.0,18,2.19720774353812
-2.8292775122676462e-06,6.718478982379481e-07,0.0004381865561509301,0.0,0.00013641638831777815,0.00012812804377943624,3325.1111111111113,0.0,-49.44257657502064,0.0,136800,365,0.005145758761525112,0.0002770525636463551,-2.8292775122676462e-06,0.0024575728280994496,0.0,19,2.1972151092404406
-4.441549234562939e-06,4.153416598458126e-07,0.00035482938277967,0.0,0.0002484341151088942,0.0002468203145655126,3325.1111111111113,0.0,-50.016482567355396,0.0,144000,362,0.004268712801421175,0.0002047267018537759,-4.441549234562939e-06,0.0022714788198238533,0.0,20,2.197218223055892
-4.8483923124932985e-06,2.970558729495849e-07,0.00032205353346463595,0.0,0.00025129846536228365,0.00024975628265950297,3325.1111111111113,0.0,-68.35424571898957,0.0,151200,359,0.003349817102392047,0.0001358789050984123,-4.8483923124932985e-06,0.0023960048884440832,0.0,21,2.197219320548274
-4.899438691038107e-06,3.203693038458138e-07,0.00031028925097291383,0.0,0.0002645228317091115,0.0002603457242882719,3325.1111111111113,0.0,-31.346462414972684,0.0,158400,357,0.0034053948202172595,0.00013721246193139288,-4.899438691038107e-06,0.001962851143952027,0.0,22,2.197219808710315
-4.943739769987753e-06,3.5803877443921384e-07,0.00027279257621439277,0.0,0.00026793419716440503,0.0002605264696277974,3324.6875,0.0,-76.31246018384451,0.0,165600,354,0.0033396035967084357,0.00015491767481452923,-4.943739769987753e-06,0.00218161621603595,0.0,23,2.1972204314973425
-3.581193272079449e-06,3.8773579874014354e-07,0.00025537657307903293,0.0,0.00022723172772672002,0.00022860649415070797,3324.6875,0.0,-24.57127235970327,0.0,172800,353,0.0030662533968094817,0.0001646072100560992,-3.581193272079449e-06,0.0014481655276834815,0.0,24,2.1972205415163093
-4.1412468819182375e-06,2.4304515526444104e-07,0.000228588247707107,0.0,0.0002667393510675224,0.00027149043596154745,3324.6875,0.0,-103.72786911945273,0.0,180000,350,0.002943531010255467,0.00015027322739068837,-4.1412468819182375e-06,0.0018117733970799813,0.0,25,2.19722165950449
-5.879390127347467e-06,1.5690184489899262e-07,0.00024751576875664484,0.0,0.00027916992448779866,0.00027275911619666554,3324.6875,0.0,-15.888139888432924,0.0,187200,348,0.0029892029739962056,0.00011615186442581388,-5.879390127347467e-06,0.0017904853089366134,0.0,26,2.197221454082343
-4.391305485818009e-06,2.0364940627026232e-07,0.00019510969372428616,0.0,0.0002879656831175943,0.0002844189899573509,3324.6875,0.0,-107.77970627006084,0.0,194400,348,0.0023674888858471283,0.00010589225446213918,-4.391305485818009e-06,0.0017710606835098157,0.0,27,2.197222444490781
-4.7646449991065825e-06,1.2985026465253607e-07,0.00021572314134895798,0.0,0.0002857377149196091,0.000281045969595508,3324.8,0.0,-37.62860321708457,0.0,201600,347,0.0023540912432905296,8.053816504166326e-05,-4.7646449991065825e-06,0.0017578444630415772,0.0,28,2.1972221367258244
-7.02871400126654e-06,3.814332197216252e-07,0.00019153040332892286,0.0,0.00027995817005098113,0.00028776114660263014,3324.8,0.0,-80.3350141940798,0.0,208800,345,0.0027223556771977676,0.00012760492953016372,-7.02871400126654e-06,0.0014930615239965182,0.0,29,2.1972218207045207
-4.380326152924017e-06,1.3387409557209934e-07,0.0001958343188676187,0.0,0.00028400710214747637,0.0002806414323230644,3324.8,0.0,-54.91812564580528,0.0,216000,345,0.0021202408963939185,9.768930081902372e-05,-4.380326152924017e-06,0.0016885846125872677,0.0,30,2.1972226483449737
-6.2507874745775185e-06,9.243276285729286e-08,0.00016202725186365265,0.0,0.0003230693594513877,0.0003225523297365721,3324.8,0.0,-251.15361341898546,0.0,223200,344,0.0018129924926952176,7.803552955923019e-05,-6.2507874745775185e-06,0.001448897125915368,0.0,31,2.197223112342267
-6.66355957072502e-06,2.8715342769074517e-07,0.0001863378075162107,0.0,0.00032839855975234293,0.00032143632393161263,3324.8,0.0,-217.17908071936438,0.0,230400,343,0.0025037985271696276,0.00010531707483559717,-6.66355957072502e-06,0.0018924137964268807,0.0,32,2.197222414694766
-7.0937832880235815e-06,1.2621607719962675e-07,0.00016533841396187835,0.0,0.000328757004649055,0.00032775039701379475,3324.8,0.0,-193.03739516350012,0.0,237600,342,0.0020013517694537743,7.6306019748538e-05,-7.0937832880235815e-06,0.0017068338501141109,0.0,33,2.1972231698225415
-4.54346901955626e-06,2.040946745473648e-07,0.00015827834540436205,0.0,0.0003327465492003722,0.00033017486280105047,3324.875,0.0,-445.81702818336305,0.0,244800,342,0.002251165140177118,0.00010132325811519314,-4.54346901955626e-06,0.00163300786113246,0.0,34,2.1972230947837628
-6.411786860019852e-06,3.315540936324615e-07,0.0001826595244460203,0.0,0.00030455023474488857,0.0003041097412569413,3324.875,0.0,-233.70255297610524,0.0,252000,342,0.00277096659541356,0.00014913122668201763,-6.411786860019852e-06,0.0012221276918871662,0.0,35,2.1972222451684336
-7.0804400368052445e-06,1.7381697461969752e-07,0.00014644102441692785,0.0,0.00032310944957100133,0.00032977143932218917,3324.875,0.0,-483.3485540172032,0.0,259200,343,0.0021260473463458073,0.00010457934777057707,-7.0804400368052445e-06,0.0013349166662463552,0.0,36,2.1972234333318377
-7.249913235415696e-06,9.675403852635482e-08,0.00014867112490486202,0.0,0.0003504168142446948,0.0003435084724764305,3324.875,0.0,-94.32407233245789,0.0,266400,342,0.0018312081669229507,7.267163312106375e-05,-7.249913235415696e-06,0.0013971342185541721,0.0,37,2.1972235154127944
-7.331223307599623e-06,5.9731702321177e-08,0.00011829548252616667,0.0,0.00034192259317991094,0.00034026106106235625,3324.875,0.0,-490.32166353161386,0.0,273600,342,0.0012663662873346189,4.039276277543865e-05,-7.331223307599623e-06,0.001398645078828478,0.0,38,2.19722390644134
-7.142755824522059e-06,6.26171379740337e-08,0.00013980321879764098,0.0,0.0003330119379562448,0.00032969736308683257,3324.75,0.0,-350.4290012095719,0.0,280800,342,0.0015760662291174252,5.267216676872107e-05,-7.142755824522059e-06,0.001423166080919131,0.0,39,2.197223667023043
-7.789805374057154e-06,9.725693080229856e-08,0.00012246292849992578,0.0,0.0003337588861660349,0.0003358499698569412,3324.75,0.0,-893.0649061773158,0.0,288000,341,0.0017648533554151186,7.203304522624981e-05,-7.789805374057154e-06,0.0014979072068242428,0.0,40,2.1972238533301325
-7.173012208165837e-06,3.993161538251842e-07,0.00016710661062176323,0.0,0.0003100938475882498,0.00030207140417804195,3324.75,0.0,-73.17997921853785,0.0,295200,340,0.002660977334203741,0.00012427563613822497,-7.173012208165837e-06,0.0015695918634614395,0.0,41,2.197222858099711
-7.527879684524229e-06,8.349624353446137e-08,0.00012110532278867464,0.0,0.0003284239282852423,0.00032457489580429874,3324.75,0.0,-380.7278753772425,0.0,302400,340,0.001624739455348487,6.082177480793025e-05,-7.527879684524229e-06,0.0012814482051949974,0.0,42,2.197224016801963
-6.532882234053301e-06,1.3099803874396934e-07,0.00012470557172350927,0.0,0.00032418025139382473,0.00031772961256224555,3324.75,0.0,-195.7781729126639,0.0,309600,340,0.0014822705094516891,5.0441068654367056e-05,-6.532882234053301e-06,0.001467393201250168,0.0,43,2.1972238658344936
-6.19888328304736e-06,1.0029011332709852e-07,0.00012557716512113018,0.0,0.0003131370171849128,0.00030962441534727257,3324.75,0.0,-338.1500346151484,0.0,316800,340,0.0014884569516141796,5.4164186181549776e-05,-6.19888328304736e-06,0.0013383730875696147,0.0,44,2.197223977850228
-6.273094857441058e-06,4.780754150475948e-08,0.00010865630558744372,0.0,0.0003095685184860332,0.00030462335593285157,3324.78125,0.0,-1122.1403162888573,0.0,324000,339,0.0012636553332012945,4.1255658645409694e-05,-6.273094857441058e-06,0.001215174258306082,0.0,45,2.1972242443397563
-6.483640191962848e-06,1.5893403526282435e-07,0.00012020889891864595,0.0,0.00029114714586458355,0.0002883084724894303,3324.78125,0.0,-640.452635942234,0.0,331200,339,0.0017044455894088132,7.17827544073958e-05,-6.483640191962848e-06,0.001306802184253852,0.0,46,2.1972238699658204
-5.948758035180604e-06,6.952442918622078e-08,0.00011094877327166244,0.0,0.0002899286340112985,0.0002875073009797941,3324.78125,0.0,-302.59100353186096,0.0,338400,339,0.0013176643530634522,4.984459603373213e-05,-5.948758035180604e-06,0.0013035415534713554,0.0,47,2.197224107450909
-4.447466162476666e-06,2.400742716199087e-08,0.00010169948701222558,0.0,0.0002934952266826128,0.0002911028502696941,3324.78125,0.0,-207.4979079930808,0.0,345600,339,0.0011060526512425449,3.904252025470068e-05,-4.447466162476666e-06,0.001077133187144641,0.0,48,2.197224361391925
-6.495113385717941e-06,6.43473391578216e-08,9.407229981902593e-05,0.0,0.0002899589682075176,0.0002880568032244903,3324.78125,0.0,-1745.3080599970738,0.0,352800,339,0.0011524592263329816,4.056280965152215e-05,-6.495113385717941e-06,0.0010465391677211904,0.0,49,2.197224460738161
-5.606330519817169e-06,1.3956850127764852e-07,0.00012358707223928008,0.0,0.0002808223367658987,0.00027890315213361256,3324.78,0.0,-45.78349841645786,0.0,360000,338,0.001853985435414177,7.123824996292475e-05,-5.606330519817169e-06,0.0010611855686313845,0.0,50,2.1972240951231545
-6.409914614793132e-06,6.852920750265806e-08,8.377602093269665e-05,0.0,0.00028242058457383077,0.000280620718500965,3324.78,0.0,-1494.2825625814994,0.0,367200,338,0.0011546160293005774,4.461913829116156e-05,-6.409914614793132e-06,0.001086026553112907,0.0,51,2.1972246099369865
-5.292125822497909e-06,1.562989314433431e-07,0.00011726901956968676,0.0,0.0002603991285263513,0.0002597437932663957,3324.78,0.0,-28.640851559752512,0.0,374400,338,0.0016117491477399158,6.983205450516238e-05,-5.292125822497909e-06,0.0010082653011896684,0.0,52,2.197223976197697
-6.474620306438367e-06,6.245317362909117e-08,9.091298330365554e-05,0.0,0.0002736684027245029,0.0002707972317015417,3324.78,0.0,-284.7727254940782,0.0,381600,338,0.001363723119876586,5.449190194505977e-05,-6.474620306438367e-06,0.0009874776412546757,0.0,53,2.197224517540326
-5.316241875877547e-06,9.862661297447462e-08,0.00011774406662211322,0.0,0.0002621148770016608,0.00026381142754250923,3324.78,0.0,-260.75085890139695,0.0,388800,338,0.0017594210681399708,7.350253964083029e-05,-5.316241875877547e-06,0.0010652445900008166,0.0,54,2.1972241618330517
-5.51496463424285e-06,5.640959869255202e-08,9.383312076922851e-05,0.0,0.0002703033263184359,0.00026867189746746265,3324.78,0.0,-597.8333798441307,0.0,396000,338,0.0011689503843080704,4.033908147893879e-05,-5.51496463424285e-06,0.0008917674645730616,0.0,55,2.1972245336430416
-4.557446596403187e-06,6.405326407627909e-08,9.446348742675168e-05,0.0,0.0002678811549154854,0.00026393247917151294,3324.76,0.0,-884.2586074511717,0.0,403200,338,0.0011024564669498923,3.3002474492440144e-05,-4.557446596403187e-06,0.0012088900973411436,0.0,56,2.197224454886068
-5.657924060220281e-06,1.6965088415503638e-07,9.774479885355845e-05,0.0,0.00025482054470355955,0.00024989627742412924,3324.76,0.0,-865.071489309615,0.0,410400,338,0.0013330546699039853,5.1079217198764694e-05,-5.657924060220281e-06,0.0011840361694669176,0.0,57,2.197224332359102
-5.005818425426339e-06,9.34321283548779e-08,9.322115667898474e-05,0.0,0.0002496307726297998,0.0002473787216017038,3324.76,0.0,-534.0387707375643,0.0,417600,338,0.0011902149839421196,4.3062365397947016e-05,-5.005818425426339e-06,0.0013206316964102904,0.0,58,2.1972245650288
-6.1553974493898265e-06,6.899167985026877e-08,8.306024727524453e-05,0.0,0.00024999806715100457,0.00024560522293895346,3324.76,0.0,-155.8747182551121,0.0,424800,338,0.0010858345434470148,2.956333061109919e-05,-6.1553974493898265e-06,0.0009459606374429045,0.0,59,2.1972247617998164
-5.143608724619752e-06,2.549917295291922e-08,7.724079454763318e-05,0.0,0.00024541142695520574,0.0002438715685027077,3324.76,0.0,-888.1682803259956,0.0,432000,338,0.0009533484561208233,2.7156544962443707e-05,-5.143608724619752e-06,0.0009085019887343891,0.0,60,2.1972246913399016
-4.300520308585679e-06,5.684113128325172e-08,0.00010369826205309408,0.0,0.00024043914942070382,0.0002403430555447509,3324.6,0.0,-118.66663947624819,0.0,439200,338,0.0012856612132707106,3.768794587628108e-05,-4.300520308585679e-06,0.0010754467371212842,0.0,61,2.1972244772740774
-4.738176193263459e-06,7.641612995454548e-08,7.036128289340644e-05,0.0,0.00023824321329583175,0.00023822339736656882,3324.6,0.0,-1536.0436120255133,0.0,446400,338,0.0009251825747742593,3.28063919825367e-05,-4.738176193263459e-06,0.0010128677414241315,0.0,62,2.197224808947362
-5.0305764441531404e-06,8.855822689122954e-08,9.885456824555322e-05,0.0,0.00022751591489371595,0.00022571804011628654,3324.6,0.0,-222.19269594217104,0.0,453600,338,0.0013743664317461912,5.4250940118884e-05,-5.0305764441531404e-06,0.001062377266775502,0.0,63,2.197224344961227
-5.301948479228562e-06,4.7185135840476875e-08,7.820875648041125e-05,0.0,0.00023762661515402164,0.000236316292177733,3324.6,0.0,-957.3808776736291,0.0,460800,338,0.0009508218024892759,3.001342948713361e-05,-5.301948479228562e-06,0.0011836062644493442,0.0,64,2.197224738124817
-5.302885902409948e-06,3.565811896344447e-08,7.962658053268343e-05,0.0,0.00023643294009152138,0.00023499807964692573,3324.6,0.0,-271.7930456697689,0.0,468000,338,0.0009918004320227994,2.6501823307152897e-05,-5.302885902409948e-06,0.0009103696765710178,0.0,65,2.1972248428397707
-4.703589771298746e-06,5.545344671219025e-08,7.179795507001567e-05,0.0,0.00023358997968923114,0.0002265620062066758,3324.6,0.0,-694.981546509272,0.0,475200,338,0.0008713215568953119,2.7869049746244142e-05,-4.703589771298746e-06,0.0008685744842826158,0.0,66,2.197224791463377
-4.657320970821313e-06,4.603188312326267e-08,7.968320609200143e-05,0.0,0.00021972765106641288,0.0002195355303718883,3324.72,0.0,-605.1315506908438,0.0,482400,339,0.0009136186765677637,2.6766623477693784e-05,-4.657320970821313e-06,0.001312996806576013,0.0,67,2.197224754959187
-4.6668667625316695e-06,5.643900274638227e-08,7.01837375842059e-05,0.0,0.0002143255657546791,0.00021534894116284904,3324.72,0.0,-1178.1671011202302,0.0,489600,338,0.0009387580751669672,3.656912656162985e-05,-4.6668667625316695e-06,0.0008859189623217005,0.0,68,2.197224794615562
-4.973123676087822e-06,6.697227767411805e-08,7.942060863508722e-05,0.0,0.0002146160507312281,0.00021202208457763181,3324.72,0.0,-420.85570179840875,0.0,496800,339,0.0011206594926212376,3.92975912452472e-05,-4.973123676087822e-06,0.000976857126826027,0.0,69,2.1972247673783984
-4.58506380781759e-06,1.9645188431164935e-08,6.989292165431359e-05,0.0,0.0002146606229634638,0.00021269970737078454,3324.72,0.0,-809.2404301725651,0.0,504000,339,0.0008873793689997997,2.4615116684786325e-05,-4.58506380781759e-06,0.0008231844314999457,0.0,70,2.1972248685359954
-4.608793778931622e-06,2.3774703392399806e-08,5.949747187990532e-05,0.0,0.0002110326366620563,0.00021047324327367483,3324.72,0.0,-891.3702589664541,0.0,511200,339,0.0007054435627113885,1.7735963054639652e-05,-4.608793778931622e-06,0.0007192820203868441,0.0,71,2.197224987966043
-4.221510954186074e-06,3.621974827212527e-08,7.999206353416053e-05,0.0,0.00020623040237291852,0.00020625808593545153,3324.68,0.0,-219.17049803048215,0.0,518400,338,0.000978771594377627,2.5835410431736167e-05,-4.221510954186074e-06,0.0006572374694698787,0.0,72,2.1972247847162114
