fps,epoch_idx,advantage_norm,PMM:episode_rewards,P01:episode_rewards,P09:episode_rewards,value_loss,policy_loss,frames,explained_variance,grad_norm,episode_length,policy_entropy
261,13,1.0807444486767053,1.25,0.0,3.0,0.01417387726738525,-0.0048251615818594475,104000,-0.3660434103012085,0.3056990123033372,176.6,1.3799056565761567
261,14,0.9402383127808571,1.49,0.0,4.0,0.008955767649094924,-0.0005724360528984108,112000,-0.25157268583774567,0.11694242340417761,185.65,1.3791492640972138
262,15,0.9788506711274385,1.73,0.0,4.0,0.009261488355041364,0.00042582464302540755,120000,-0.3502002996206284,0.14578077403929843,193.1,1.3794412684440613
262,16,0.887357279881835,1.49,0.0,3.0,0.008188190561995726,0.0010392011990188622,128000,-0.402085040807724,0.16317741371226951,183.46,1.3799797570705414
262,17,0.8275682901591063,1.1,0.0,3.0,0.007473387071077014,0.00030254860903369265,136000,-0.3668062090873718,0.12633869447165938,171.29,1.3800772500038148
263,18,0.7280346512794494,1.09,0.0,3.0,0.0057985642615676625,-0.00019737345864996315,144000,-0.48186333060264586,0.12068061958864901,171.64,1.3836693060398102
263,19,0.7954328507930041,1.15,0.0,3.0,0.006405846447669319,0.0006338899485126603,152000,-0.5774142241477966,0.13750020763923737,174.62,1.380486887693405
262,20,0.8701162452995778,1.27,0.0,3.0,0.007566910651148646,0.0004807888847426511,160000,-0.40775415420532224,0.15108041583065307,178.8,1.376157168149948
263,21,1.0670068795979022,1.34,0.0,3.0,0.009964904107619077,0.0006185003617429174,168000,-0.19700134217739104,0.2503010628706923,180.51,1.3731909954547883
263,22,0.7648194334656,1.3,0.0,3.0,0.006016039443275076,-3.951152611989528e-06,176000,-0.5167174637317657,0.13331481572776996,177.96,1.379333927631378
263,23,0.984031076207757,1.3,0.0,3.0,0.012881173095447594,0.0076825096210609446,184000,-0.35135911762714384,0.5158605864708138,178.68,1.3787780404090881
263,24,0.9138208445906639,1.2,0.0,3.0,0.009700714501741458,0.006470341008389368,192000,-0.49486119866371153,0.4121766643846321,173.97,1.3735116636753082
263,25,0.8754888506978751,1.27,0.0,3.0,0.006835309768939623,6.804536468735023e-05,200000,-0.2107767015695572,0.16495460595724387,176.45,1.3805297422409057
264,26,0.8807828825712204,1.47,0.0,3.0,0.006551333764655283,-1.5863406006246805e-05,208000,-0.5767572736740112,0.16599317731331198,185.51,1.377813173532486
264,27,0.8268090690672397,1.39,0.0,3.1000000000000085,0.005941698081878713,0.0007828767347928078,216000,-0.2919043630361557,0.15153128028676704,181.84,1.3836827850341797
264,28,0.7517877985537053,1.1,0.0,3.0,0.005178220458037686,-0.0019316103907112848,224000,-0.7794033545255661,0.16581112071558907,171.04,1.3847599375247954
264,29,0.7706208184361458,1.09,0.0,3.0,0.005225993292915518,6.500317249447107e-05,232000,-0.010956220030784607,0.1498500991631766,171.56,1.384405733346939
264,30,0.7734624995291233,1.18,0.0,3.0,0.0051614071044605225,0.00021309633157216013,240000,0.21370018839836122,0.16020422902928316,175.18,1.3848418700695038
264,31,0.8105789896845818,1.28,0.0,4.0,0.005723643462260952,-0.0005843899634783156,248000,0.10801708400249481,0.15197695038172612,178.26,1.3835529160499573
264,32,0.781628399938345,1.26,0.0,4.0,0.005347717434633523,0.0004658202425343916,256000,-0.17743276536464692,0.15461080891285936,176.59,1.384802175760269
265,33,0.7593546690791846,1.19,0.0,3.0,0.005054123501104187,-0.00047695076922536826,264000,-0.09754940629005432,0.1489704716554366,174.97,1.3845764005184173
265,34,0.7692499844729901,1.31,0.0,3.0,0.005003020117583219,0.0001388353604124859,272000,0.05078665375709534,0.14813762476842363,180.38,1.383977074623108
265,35,0.7924546502530575,1.31,0.0,4.0,0.005273731362831313,-0.00019368841627510848,280000,-0.05751926720142365,0.14810579638216598,180.55,1.3838966071605683
265,36,0.8265629571676254,1.38,0.0,4.0,0.006077213559037773,0.0004314262021216564,288000,0.2321291309595108,0.14406138740968447,182.27,1.3820185828208924
265,37,0.7676146344840526,1.48,0.0,4.0,0.0051066341251862464,0.0008019761380273849,296000,0.2361775231361389,0.13753294459620546,184.24,1.3813307189941406
265,38,0.7441238623857498,1.64,0.0,4.0,0.005169926556845894,-0.0007785277569200843,304000,0.06277983903884887,0.13726852592007927,191.56,1.3821396124362946
266,39,0.7134050787985324,1.44,0.0,4.0,0.004722159075172385,0.0022899380640592428,312000,-0.09398915350437165,0.13821476085966514,183.89,1.3841315877437592
266,40,0.8369311730563641,1.5,0.0,4.0,0.005899822280189255,-0.0009829926147941136,320000,0.5142847102880478,0.157366366823,185.11,1.3749390292167663
267,41,0.7331282258033752,1.57,0.0,4.0,0.004954768955067266,0.0006081938516581431,328000,0.22811277747154235,0.13837237364850544,190.39,1.3822040450572968
267,42,0.7398317744582892,1.56,0.0,4.0,0.004645531802234473,0.0005060230626258999,336000,-0.11056159496307373,0.1343978398161621,189.21,1.3797053575515748
267,43,0.8127697433531285,1.25,0.0,3.0,0.005710851198236924,0.0012181733729084954,344000,0.05758621096611023,0.1551809679627734,176.12,1.3826336753368378
267,44,0.831066115796566,1.43,0.0,3.0,0.006050042214774294,-0.000687343802783289,352000,-1.0731482768058778,0.15246413837886358,185.27,1.382474534511566
267,45,0.8142247427999973,1.34,0.0,3.0,0.006043421236681752,-0.0012094521000108216,360000,-0.2242889040708542,0.15037009046977037,181.97,1.3826683640480042
267,46,0.9062266843020916,1.52,0.0,4.0,0.0068257276201620695,-0.0008944334788247943,368000,-0.02494721591472626,0.16165641685451354,186.19,1.3847065663337708
267,47,0.7889694383740425,1.56,0.0,4.0,0.005407040113350376,0.0010237736797353136,376000,-0.0713753753900528,0.14093275848288594,187.51,1.384296406507492
267,48,0.7479095959663391,1.52,0.0,4.0,0.004803151382220676,-0.0008953981843660586,384000,0.02873413324356079,0.1292298263956528,189.25,1.3832961666584014
267,49,0.7693148659914733,1.69,0.0,4.0,0.005297555621873471,-0.000465734169119969,392000,0.03935605227947235,0.15175147041332104,196.15,1.3815481162071228
267,50,0.6919297896325588,1.51,0.0,4.0,0.00459094839708996,0.0006187606236198917,400000,0.25109961032867434,0.12876563412261782,188.08,1.3820461332798004
267,51,0.7653099231421947,1.57,0.0,4.1000000000000085,0.004917056499543833,6.357491994549492e-05,408000,0.35559386253356934,0.13795618594733566,187.87,1.3782741808891297
267,52,0.6873208849132061,1.46,0.0,4.0,0.004648273070706636,-0.0012105797359254211,416000,-0.32338701248168944,0.13018102319887348,183.06,1.3793559455871582
267,53,0.7249962106347084,1.01,0.0,2.0,0.004941661227057921,0.0008182323336950503,424000,-0.8035083562135696,0.130620280843705,168.45,1.3775458073616027
267,54,0.7916158294677734,1.22,0.0,3.0,0.005175502531201346,-0.00013683874931302853,432000,-0.07368405342102051,0.1501143699050822,176.09,1.3818570864200592
268,55,0.7836941070854664,1.4,0.0,3.0,0.005890701066964539,0.0010466757870744915,440000,-0.042756308317184445,0.1483813268862977,181.34,1.3844777059555053
268,56,0.7596480251848697,1.38,0.0,3.0,0.005135961741907522,-0.00112981281185057,448000,0.4579167693853378,0.13844584016091788,182.43,1.3828073418140412
268,57,0.7918957695364952,1.49,0.0,3.1000000000000085,0.005558179411164019,0.00034316004312131556,456000,-0.3063977915048599,0.14573034676556054,189.15,1.3833190703392029
268,58,0.7097120884805918,1.46,0.0,4.0,0.004429204389816732,-0.0010582888282078785,464000,0.1681810039281845,0.13006714574270745,188.43,1.3820124661922455
268,59,0.7867059218883514,1.72,0.0,4.0,0.005553390029599541,-0.000274043262907071,472000,0.3183839952945709,0.13996249679037656,194.47,1.3814301872253418
268,60,0.5932167030125857,1.47,0.0,3.0,0.0031577510009083197,-6.871033692732454e-06,480000,-0.18843138337135315,0.11243544046248433,184.33,1.3819321084022522
268,61,0.7334320801496506,1.19,0.0,3.0,0.004550381005428789,0.00043771533935796467,488000,0.49378492176532746,0.12221418106288494,174.35,1.3771419441699981
268,62,0.7586366865038872,1.58,0.0,4.1000000000000085,0.004864795264147688,-0.00024194150464609265,496000,0.017157303094863893,0.1366871700552784,189.74,1.381627904176712
268,63,0.7340157105773687,1.8,0.0,5.0,0.004555109923239797,-6.790979598008561e-05,504000,0.1163364839553833,0.1359554395665175,198.63,1.3821064364910125
268,64,0.7673359549045563,1.68,0.0,4.0,0.0050380220080842265,0.0007265494641615078,512000,0.494892480969429,0.13916680191908548,195.56,1.3798906183242798
268,65,0.7318875961005687,1.95,0.0,4.1000000000000085,0.004558801007951843,0.00016600512608420104,520000,0.6304023987054825,0.12085577077188402,204.74,1.3818856036663056
269,66,0.7462399932742119,1.65,0.0,4.0,0.0048136358444025975,-0.0003805596992606297,528000,0.16055909812450408,0.13397806836512235,192.53,1.3846066510677337
269,67,0.7182828586548566,1.62,0.0,4.0,0.004274057757211267,0.0005821819882839918,536000,0.2873966372013092,0.1308925488840082,193.02,1.3841620862483979
269,68,0.6425178028643131,1.41,0.0,3.0,0.00391027575089538,-0.00020269937809644034,544000,-0.023552821278572084,0.1130801073106289,184.29,1.3847802138328553
269,69,0.6773989409208298,1.21,0.0,3.0,0.00398065353576385,-0.0008496075267612469,552000,0.41625171720981596,0.11813324556080376,175.33,1.372742282152176
269,70,0.715773803293705,1.42,0.0,4.0,0.004504247942313668,-0.0010659347579348832,560000,0.38789448082447053,0.12913275239905958,183.65,1.3784132754802705
269,71,0.7478019806742668,1.66,0.0,4.0,0.004762843512144173,0.0009431150992168113,568000,0.3736646115779877,0.13852460109939796,193.82,1.3797677040100098
269,72,0.6619123192876577,1.56,0.0,4.0,0.004025174310154398,-8.518900023773312e-05,576000,0.037755942940711974,0.11348402638880119,190.77,1.381731014251709
269,73,0.7744440165162086,1.6,0.0,4.0,0.005144223367387894,0.0007433346821926534,584000,0.6460558396577835,0.13617912667989873,191.09,1.3821484196186065
270,74,0.7571297577023506,1.62,0.0,4.0,0.004823885359073756,-0.0004007472103694454,592000,0.4086741048097611,0.13320680771841262,190.65,1.3840879166126252
270,75,0.6863775217533111,1.68,0.0,4.0,0.004239872017133166,0.0004079153254861012,600000,0.4260466140508652,0.11140712222315159,193.29,1.3843196940422058
270,76,0.7520094496011734,1.39,0.0,3.1000000000000085,0.00478094641584903,0.00037235251860693095,608000,0.20052114725112916,0.1364529967794343,181.13,1.384851142168045
270,77,0.6937685240805149,1.36,0.0,4.0,0.004507151093057473,-0.0020698386330695938,616000,-0.037669604420661924,0.12269004523063182,177.53,1.3809273052215576
270,78,0.8087619322538376,1.48,0.0,4.0,0.005479481949587353,-0.0001396988850319758,624000,0.1769232153892517,0.14138567717804348,180.72,1.3806539869308472
270,79,0.6514174824208021,1.4,0.0,4.0,0.003648035298974719,0.0002959879361151252,632000,-0.0780769258737564,0.11376265185655156,179.95,1.3832466220855713
270,80,0.8040415308624506,1.42,0.0,3.0,0.005446305262084934,-0.0004152365366462618,640000,-0.049845367670059204,0.15012232210941873,180.95,1.3804807412624358
270,81,0.6308860851824284,1.39,0.0,3.0,0.0035819488101697062,-0.000190318097556883,648000,0.14351374745368958,0.10910324428061868,181.0,1.3781876420974732
270,82,0.7745046590268612,1.2,0.0,3.0,0.0052709659940592245,-0.00034268836039700543,656000,0.08343019485473632,0.14692953899284922,174.89,1.3805638527870179
270,83,0.7035041989386082,1.4,0.0,4.0,0.0040792112157214434,0.00013953242887509987,664000,0.11911682188510894,0.11788346883041964,182.44,1.3831566548347474
271,84,0.6361262296885252,1.51,0.0,4.0,0.0036767654692812356,-0.0005541219757868987,672000,0.16536242842674256,0.1086167966724783,184.88,1.3805671322345734
271,85,0.6734541201591492,1.3,0.0,3.0,0.003842680308589479,-9.717221924802288e-05,680000,0.3106062787771225,0.11545955989325785,177.73,1.378369814157486
271,86,0.8229903280735016,1.49,0.0,3.0,0.005713088497286662,-4.376212687930092e-05,688000,0.397665895819664,0.14072824621880986,185.27,1.3798007297515869
271,87,0.7405701583623886,1.62,0.0,4.0,0.004865889785287436,-0.0002698337228503078,696000,0.40961946189403536,0.12825429529420798,190.49,1.3778619861602783
270,88,0.7014084799587726,1.69,0.0,4.0,0.004106646981817903,-0.0002324305783258751,704000,0.4758372813463211,0.11389120500821422,193.64,1.3777761673927307
270,89,0.6060006139427423,1.62,0.0,5.0,0.0033440818844246677,-0.0003087000691448338,712000,0.5499737650156021,0.10242519535435383,190.46,1.3778490269184112
270,90,0.7500470845401287,1.5,0.0,5.0,0.005134018477547215,-0.00030602865328546616,720000,0.18372792959213258,0.13390576050277483,185.81,1.3753449428081512
270,91,0.8020312310755253,1.63,0.0,5.0,0.005009630130516598,-0.0006638020556420088,728000,0.27704807341098786,0.14387145724349287,190.55,1.3719886720180512
270,92,0.6991262061148882,1.67,0.0,4.0,0.004272874213274918,0.0005767440781892219,736000,0.2475243753194809,0.11943881921775605,191.48,1.3779236102104186
270,93,0.6173641243577004,1.46,0.0,3.0,0.003250755077897338,0.0011921490024542436,744000,0.27593216598033904,0.11163760250951832,186.65,1.383283290863037
270,94,0.6030031043291092,1.26,0.0,3.0,0.003202263054990908,-0.00031319954374339434,752000,0.17422383785247803,0.10533611907543498,177.64,1.3834207367897033
270,95,0.4989246978610754,1.03,0.0,2.0,0.002275967576133553,-0.0002565677292295732,760000,0.12379547119140626,0.08103884495631687,166.41,1.3851784014701842
270,96,0.6430411133170127,1.04,0.0,2.0,0.003730221214464109,0.0002857543383470329,768000,0.07576268672943115,0.10676550248633813,167.9,1.383600924015045
270,97,0.7021944303065538,1.31,0.0,3.0,0.004525834087107796,0.00022976426967943553,776000,0.47601638853549955,0.12226978048149904,178.43,1.3843944013118743
270,98,0.5353091559559107,1.35,0.0,3.0,0.002575828876142623,-0.0002637198384763906,784000,0.2781350827217102,0.094754911537141,179.32,1.384776406288147
270,99,0.5624690314382315,1.14,0.0,3.0,0.002804247087915428,0.00017174126085592434,792000,0.28980050444602967,0.10282821434919871,171.98,1.3839422750473023
269,100,0.7199910524487495,1.31,0.0,3.1000000000000085,0.004306002592929872,-0.00044150403191451916,800000,0.5285130697488785,0.13019135470033097,178.5,1.3800086212158202
269,101,0.6339803721010685,1.69,0.0,4.0,0.0036139588853984607,-0.0010658400913052901,808000,0.5349934422969818,0.12029406382171796,193.27,1.3801651787757874
269,102,0.5950793904066086,1.54,0.0,4.0,0.0034339564383117248,0.0005159390031258226,816000,0.4691793811321259,0.1109494447591221,186.96,1.3809537231922149
269,103,0.6925038833916187,1.42,0.0,3.0,0.004180487626144896,0.0006910916656488553,824000,0.4679020839929581,0.12266634428287902,181.5,1.3814210033416747
269,104,0.6771591839194298,1.51,0.0,3.0,0.003910226316802437,-0.0002721288148313761,832000,0.4615765124559402,0.10473288839499141,186.34,1.3839371967315675
269,105,0.8089225196838379,1.63,0.0,3.0,0.0053331719209381845,0.00011383649900380987,840000,0.05692154288291931,0.13968182420695932,189.99,1.384201673269272
269,106,0.6585556177794933,1.53,0.0,3.0,0.0036886188523931195,0.00019007476628758014,848000,0.4336970180273056,0.10897514906024128,186.75,1.384714652299881
269,107,0.6834970562160015,1.25,0.0,3.0,0.003909481519149267,0.0001766409125411883,856000,0.4377549535036087,0.11672342987838936,176.88,1.3845936417579652
269,108,0.6743463099747896,1.4,0.0,4.0,0.004110272450416233,-3.9456647937186065e-05,864000,0.40192157924175265,0.11899251685091987,183.54,1.3810800504684448
269,109,0.6627262875437736,1.44,0.0,4.0,0.0036814267544832547,-1.9792473613051697e-05,872000,0.39315167486667635,0.11067943616581948,184.28,1.382435519695282
269,110,0.7238340343534947,1.45,0.0,4.0,0.004513656034250743,-0.00033470659400336444,880000,0.37712866723537447,0.12861292483459313,184.17,1.3850173163414001
269,111,0.540361198335886,1.21,0.0,3.0,0.0025547573232324794,-0.00025046704395208507,888000,-0.7084900486469269,0.09336970116772111,175.73,1.3844939744472504
269,112,0.6950637073814869,1.2,0.0,3.0,0.004244300544160069,0.00029312691302038727,896000,0.3208510375022888,0.12242587757639979,171.28,1.3849955761432649
269,113,0.6843545836210251,1.44,0.0,4.0,0.004025725750325364,-2.392700407654047e-06,904000,0.5137323057651519,0.1152261570641183,180.98,1.3836176478862763
269,114,0.7270856182277202,1.45,0.0,4.0,0.004630548635032028,-0.00032548755101743156,912000,0.491460400223732,0.12783706352237809,186.22,1.384566376209259
269,115,0.7161171497404575,1.43,0.0,4.0,0.004501457912701881,0.0002049441760755144,920000,0.4136959969997406,0.1190909856628547,186.06,1.3840163803100587
269,116,0.6217356488108635,1.45,0.0,4.0,0.0032355908067984275,-0.00020467748021474108,928000,0.3449663043022156,0.10804117919351303,185.92,1.384380941390991
269,117,0.6654406908154488,1.47,0.0,4.0,0.003834381335618673,-0.00037626291683409365,936000,-0.2633345836400986,0.11910228011995183,187.81,1.3795830202102661
269,118,0.640517498254776,1.28,0.0,3.0,0.003563609946286306,4.694099567132071e-05,944000,0.29693621695041655,0.113961100642192,178.78,1.3790405070781708
269,119,0.6598710271716118,1.13,0.0,3.0,0.003853011714818422,0.0006018186171422713,952000,-1.2409350311756133,0.12049810182336598,171.73,1.3792846202850342
269,120,0.6217541332542896,1.21,0.0,3.0,0.003399473103490891,-0.0007555607136600883,960000,0.5418554192781448,0.11231313354746769,176.22,1.3785574340820312
269,121,0.6170688077807427,1.25,0.0,3.0,0.003413050648159697,-0.0002431100935791619,968000,-0.7509012705087662,0.10788830221564266,178.87,1.3815356338024138
269,122,0.5506233249604702,1.24,0.0,3.0,0.0028380527591434657,-8.494729030644521e-05,976000,0.3878902715444565,0.10071830293664975,178.68,1.3842383527755737
269,123,0.606518387645483,1.22,0.0,3.0,0.003276514906392549,-7.742536785372067e-05,984000,0.49069376587867736,0.10133480157112022,176.68,1.3825115847587586
269,124,0.5406546150147915,1.27,0.0,3.0,0.0025643644011142898,-0.0008969761429762002,992000,0.6086453080177308,0.09914594302488376,178.53,1.3844692206382752
269,125,0.678879809603095,1.21,0.0,3.0,0.004029016531676461,-0.00018181566323619336,1000000,0.25333365201950075,0.12052690803196818,174.7,1.3819628977775573
269,126,0.6456342206895351,1.25,0.0,3.0,0.00364023842048482,0.00024210612020397092,1008000,-0.19886767446994782,0.11647752522512787,174.61,1.384746812582016
268,127,0.7171853648126125,1.42,0.0,3.1000000000000085,0.004281617255619494,-4.229299636790529e-05,1016000,0.26280571401119235,0.12687987875539142,184.14,1.3838084435462952
268,128,0.5551094274222851,1.22,0.0,3.0,0.0029051873729986255,0.00021758504313766026,1024000,0.4222430098056793,0.09234476660601432,177.01,1.3847208368778228
269,129,0.6691889581084252,1.26,0.0,3.1000000000000085,0.0039949804036587015,-0.0007721761601897015,1032000,0.4689742648601532,0.11606358987088107,178.21,1.383683841228485
268,130,0.5338761662691831,1.36,0.0,4.0,0.0025327215471406817,0.0006242672930238768,1040000,0.2643556874990463,0.0923047298749319,183.01,1.3846872389316558
268,131,0.6783375504612923,1.29,0.0,3.1000000000000085,0.003791263807215728,-0.0003247598384041339,1048000,0.6023345595598221,0.11819292059312611,178.1,1.383055945634842
268,132,0.7047922536730766,1.65,0.0,4.0,0.004486410189419985,0.00013277624908369034,1056000,0.4753279024362564,0.11992408730268674,190.82,1.3837808561325073
268,133,0.5497026869654655,1.47,0.0,3.0,0.002630578171956586,0.000547302075283369,1064000,0.3509258460998535,0.09425777520239773,185.05,1.384768031835556
269,134,0.6806785883009434,1.4,0.0,3.0,0.004195616367069306,-0.00013105916557833551,1072000,0.5661905300617218,0.12137113981867725,181.77,1.3839490830898284
268,135,0.5679430270195007,1.54,0.0,3.0,0.0028037191581825028,-0.0004420987034973223,1080000,0.6326086407899857,0.1009574545709733,186.42,1.385204701423645
269,136,0.7112727484107018,1.61,0.0,4.0,0.00414165675334516,0.0006512289884085476,1088000,0.447411932349205,0.12649030069205536,190.02,1.3840596783161163
269,137,0.6752472597360611,1.68,0.0,4.0,0.003986674693733221,-0.0009561814057815354,1096000,0.5058733409643174,0.12517572076396571,191.69,1.384797327518463
268,138,0.6407908733189106,1.43,0.0,4.0,0.0036949318838014732,-1.7367034452036023e-05,1104000,0.35154404878616335,0.11161045403291757,184.67,1.3838491106033326
269,139,0.6940567495673895,1.59,0.0,4.0,0.004300473020848585,-0.000278429462123313,1112000,0.3798361426591873,0.10741410584978985,189.97,1.3839358079433441
269,140,0.5666812302172184,1.48,0.0,4.0,0.002997412081385846,0.0002448296916554682,1120000,0.5640619510412216,0.0909507632972519,186.26,1.38185751080513
269,141,0.5869282527267933,1.17,0.0,3.0,0.0031587446641060525,-0.0007415566087001934,1128000,0.4517086684703827,0.10483743804636793,176.29,1.3811939477920532
269,142,0.5345692863315343,1.03,0.0,3.0,0.0026695634426505423,0.00026351597261964343,1136000,0.1508896142244339,0.09341202761825577,168.34,1.382343018054962
269,143,0.5888789875805378,1.22,0.0,3.0,0.0030872394973266637,-0.00020270712120691315,1144000,0.5060795754194259,0.09014800527744989,176.14,1.3804814803600312
269,144,0.6298518373072147,1.44,0.0,4.0,0.003417624939320376,-2.233002283901442e-05,1152000,0.7249884086847306,0.11398574245716718,183.39,1.3821630442142487
269,145,0.6503404261171818,1.38,0.0,3.0,0.0034881924945511854,0.00015886692548519932,1160000,0.3711887925863266,0.10932815070341817,180.61,1.3841517996788024
269,146,0.5300427210330964,1.41,0.0,3.0,0.0024215197165904103,-0.00018712129589403047,1168000,0.6007903444766999,0.08560787396527098,182.87,1.3844880914688111
269,147,0.6335010191053152,1.32,0.0,3.0,0.00340896784538927,-8.368690221686847e-05,1176000,0.33837501764297484,0.10555560514875838,177.82,1.38317329287529
269,148,0.49250546485185626,1.32,0.0,4.0,0.002296224691963289,0.00018048429818009025,1184000,0.5495206534862518,0.07350348253726385,180.25,1.3844789063930512
269,149,0.6500651217997074,1.5,0.0,4.0,0.0036066038069839123,0.00028157478314824405,1192000,-0.10699852645397186,0.10314390454494085,187.5,1.383866047859192
269,150,0.6868799440562725,1.42,0.0,4.0,0.004078951107003377,-0.00045880457546445543,1200000,0.5336540049314499,0.11397248455803753,185.35,1.3847550630569458
269,151,0.5873970643430948,1.3,0.0,4.0,0.003333368251696811,-0.00094670096423215,1208000,0.48004835307598115,0.092993072135176,179.99,1.3811173057556152
269,152,0.5932667419314385,1.38,0.0,4.0,0.0032116590491932584,0.0002045090837054886,1216000,0.6350437372922897,0.09043946635206704,180.53,1.3807108008861542
269,153,0.5916108912974596,1.5,0.0,4.0,0.0033157536487851756,-0.00010918594256509095,1224000,0.5183667927980423,0.09429731862274363,184.8,1.3824028503894805
269,154,0.5269708120077848,1.41,0.0,4.0,0.0024703498334565665,0.00039496943994890896,1232000,0.2666892355680466,0.08748996385507635,181.78,1.3822820854187012
269,155,0.6306593014299869,1.18,0.0,3.0,0.0033877603987639304,0.0005227346301580838,1240000,0.2113997894525528,0.10824649031042952,173.46,1.3843396866321565
269,156,0.6565751266479493,1.34,0.0,3.0,0.0036225039806595306,-0.00023691811140452045,1248000,0.30175946295261385,0.10588565662515464,180.49,1.38399582862854
269,157,0.6224012695997954,1.39,0.0,4.0,0.003341085175125045,0.00012563520285766572,1256000,0.5240932869911193,0.09978077471164454,183.92,1.38488086104393
269,158,0.612394349500537,1.37,0.0,3.0,0.0031406589602556777,0.0004712214708706597,1264000,0.5935070866346359,0.09883115678121208,179.84,1.3852252805233
269,159,0.5714011412858963,1.42,0.0,3.0,0.0032101740262442035,-0.00012753401782902073,1272000,-0.7612538743019104,0.09801030788556185,181.57,1.3844383406639098
269,160,0.6551110135018825,1.3,0.0,3.0,0.003654975406752783,-0.00014484819570498075,1280000,0.471543904542923,0.10156636088160904,178.62,1.3848848402500153
269,161,0.668644132167101,1.5,0.0,3.1000000000000085,0.0038956834029522723,-0.0001202151882898761,1288000,0.2939559131860733,0.10413253415772745,185.82,1.3814850091934203
269,162,0.5583424092829228,1.5,0.0,3.1000000000000085,0.0027565074270387412,-3.6008518654853106e-05,1296000,0.3433745646476746,0.10566283965838126,186.53,1.3833828103542327
269,163,0.6369835659116506,1.27,0.0,3.0,0.00350824642679072,0.00024043969111517071,1304000,0.4636505800485611,0.10461757228683072,178.01,1.384037059545517
269,164,0.488852394297719,1.18,0.0,3.0,0.0021369486843468622,-0.0005205701424711151,1312000,0.30675350487232206,0.08152689087057903,174.89,1.3838567435741425
269,165,0.6109946638345718,1.34,0.0,3.0,0.003298311521211872,0.00032197643944527956,1320000,0.32740484476089476,0.09592439218063248,182.48,1.384021122455597
269,166,0.6150778988003731,1.45,0.0,3.0,0.003659248617768753,-0.0003897142405912746,1328000,0.41712832391262056,0.1129361070783395,186.14,1.3854098474979402
269,167,0.5386716939508915,1.44,0.0,4.0,0.002672243066226656,-0.0002970052065211348,1336000,0.35686992526054384,0.08397433062984634,183.73,1.3849178123474122
269,168,0.5885042054951191,1.32,0.0,3.1000000000000085,0.003152661660715239,-9.81684292491991e-05,1344000,0.33977593183517457,0.09068958378117972,179.87,1.3847756695747375
269,169,0.6777435860037804,1.35,0.0,3.0,0.003714389269880485,0.0001773393943949486,1352000,0.5714379370212554,0.10289559478880081,183.27,1.3850661242008209
269,170,0.6375610407441854,1.54,0.0,3.1000000000000085,0.0035398598451865837,0.0004644579545129091,1360000,0.5674457722902297,0.09634468310503273,187.12,1.3851757383346557
269,171,0.6145468267798424,1.57,0.0,3.1000000000000085,0.003203981624028529,9.016442840220406e-05,1368000,0.6915716117620468,0.09794466594040639,188.01,1.3835004341602326
269,172,0.6621992783248425,1.55,0.0,3.0,0.0036872206802945583,-0.00095850344732753,1376000,0.6461104327440261,0.11051862640994989,188.69,1.384663188457489
269,173,0.5842133469879627,1.51,0.0,3.0,0.002979267835689825,1.0750013025244698e-05,1384000,0.011063923835754394,0.0944133128829976,185.73,1.384679833650589
