PMM:episode_rewards,frames,clip_fraction,value_loss,P01:episode_rewards,epoch_idx,advantage_norm,explained_variance,policy_entropy,policy_loss,episode_length,approx_kl_divergence,P09:episode_rewards,fps,grad_norm
230.5,286720,0.2074462890625,0.011378819148376351,72.50000000000001,28,15.968717628717423,3.725290298461914e-09,1.7143268965184688,-0.0014227901763661066,351.17,0.002865129536144195,455.0000000000004,232,0.05106535589157041
260.0,296960,0.192431640625,0.014552251955319662,75.0,29,15.968718147277832,-2.2351741790771484e-09,1.6814798422157764,-0.0011593199149501742,356.65,0.0027512264010397303,527.5000000000002,232,0.05323221320655058
259.25,307200,0.2409423828125,0.012638725669239648,75.0,30,15.96871770620346,-7.450580596923829e-10,1.6614028930664062,-0.0011070564964029473,357.21,0.003275704575298732,502.5000000000002,232,0.05762128686452202
260.0,317440,0.168017578125,0.014834484124730807,122.5,31,15.968717885017394,2.0116567611694337e-08,1.576364466547966,-0.0012173781771707582,357.47,0.002495568510846624,455.0000000000004,232,0.05339394388331451
259.75,327680,0.178955078125,0.012250009755371138,122.5,32,15.96871793270111,8.568167686462402e-09,1.5550712212920188,-0.0010022624410339631,358.87,0.0024591203376985505,500.0,232,0.05080105123408357
259.0,337920,0.171142578125,0.01468289100957918,125.0,33,15.968717914819717,-5.960464477539063e-09,1.6097804673016072,-0.0013317522156285123,358.92,0.0025385123357636987,455.0000000000004,233,0.050716235007473756
264.75,348160,0.219384765625,0.013452277111355215,125.0,34,15.968717801570893,4.470348358154297e-09,1.6624740965664386,-0.0017298719936661654,362.66,0.003164436556471628,507.5000000000006,233,0.05763590649173178
286.5,358400,0.1826904296875,0.015438157982134725,125.0,35,15.96871771812439,-2.3469328880310058e-08,1.6159271158277988,-0.0014294444787083193,361.75,0.0023763582365745606,602.5000000000002,233,0.05656785077809583
273.5,368640,0.157763671875,0.012831190534052439,125.0,36,15.968717956542969,1.0430812835693359e-08,1.5802739039063454,-0.0008068007620749996,358.76,0.0022994706510075956,577.5000000000002,234,0.0523112903188737
266.0,378880,0.1440185546875,0.01517470225226134,125.0,37,15.968717992305756,5.960464477539063e-09,1.5389485247433186,-0.0012976504858670523,351.21,0.0020264720272621163,462.500000000001,234,0.052059504937462066
274.0,389120,0.1691650390625,0.016167965537169947,125.0,38,15.968717873096466,-6.7055225372314455e-09,1.5409600101411343,-0.0012315375799516915,352.43,0.0024309828947593815,575.0,234,0.05370611031548304
289.25,399360,0.1707275390625,0.01613628398918081,150.0,39,15.968717908859253,0.0,1.5545110687613488,-0.0011424689004343237,353.61,0.002466872922281027,575.0,234,0.05361195537235569
298.0,409600,0.14755859375,0.01540899879328208,150.0,40,15.968717873096466,-1.4901161193847657e-09,1.5558423176407814,-0.0013727437624766025,352.81,0.00227555693048771,577.5000000000002,235,0.055097191283426786
286.5,419840,0.1794189453125,0.016763944090052975,150.0,41,15.96871777176857,-7.82310962677002e-09,1.520580630004406,-0.0013446504002786242,346.66,0.0024682339127821253,425.0,235,0.05398599974113962
286.0,430080,0.2021240234375,0.016490957073983736,175.0,42,15.968717908859253,3.725290298461914e-09,1.5094476602971554,-0.0015209469114779496,347.34,0.0027716393027503727,400.0,235,0.056735491882361974
284.0,440320,0.143798828125,0.016645792298368177,175.0,43,15.968717956542969,7.078051567077636e-09,1.6038864329457283,-0.0006545902644575108,344.3,0.002052236736295754,375.0,235,0.05589751346684975
300.25,450560,0.2036865234375,0.015320421301294119,175.0,44,15.968717849254608,-1.2293457984924316e-08,1.6713548809289933,-0.00088829999549489,355.24,0.002628594672478357,400.0,236,0.05764744528571066
284.75,460800,0.1625732421875,0.013561896650389826,172.5,45,15.968717634677887,-1.862645149230957e-09,1.6432868048548699,-0.0006830061120126629,355.37,0.0023206616361392206,407.5000000000006,236,0.05252303519091269
270.5,471040,0.1667236328125,0.01586202785547357,150.0,46,15.9687180519104,-1.862645149230957e-08,1.5558444000780582,-0.0017223889590241015,354.84,0.0024256811198313244,400.0,236,0.052447528768425
261.0,481280,0.1847412109375,0.015144135765149258,150.0,47,15.968717855215072,-1.9744038581848144e-08,1.5350805550813675,-0.00127497053508705,348.28,0.0025984344063203933,375.0,236,0.054386565047083744
264.0,491520,0.2108642578125,0.016559015651000663,150.0,48,15.968717950582505,1.0430812835693359e-08,1.5604720748960972,-0.002097966629662551,342.96,0.0027981764067021688,375.0,236,0.05832227502220801
288.25,501760,0.1898193359375,0.015094679355388507,150.0,49,15.968717867136002,2.2351741790771484e-09,1.6437659777700901,-0.0012572483392432332,344.87,0.002592903878530706,527.5000000000002,236,0.057783627637813695
297.75,512000,0.1926025390625,0.012670365047233645,150.0,50,15.96871777176857,1.1920928955078126e-08,1.670373521745205,-0.0017242760412045754,352.37,0.0027134770329780623,577.5000000000002,236,0.05476526687504084
280.5,522240,0.2103271484375,0.011252075822267216,100.0,51,15.968717688322068,-2.3469328880310058e-08,1.6068478025496007,-0.0019998125593701844,352.05,0.0025674275934534307,552.5000000000002,236,0.05088234817816686
254.75,532480,0.248876953125,0.010936612757905095,75.0,52,15.96871789097786,-1.862645149230957e-08,1.6324769958853722,-0.0014909807781805285,359.7,0.0027372680280905114,500.0,236,0.056705696538415985
231.75,542720,0.220458984375,0.012283279101393419,75.0,53,15.968717604875565,-1.2293457984924316e-08,1.6175374619662761,-0.0017425341851776467,360.47,0.0028878620131791875,455.0000000000004,236,0.05455335965483166
220.75,552960,0.2018798828125,0.011620540989679285,75.0,54,15.968717885017394,-2.1979212760925294e-08,1.6593291565775872,-0.0015003048112703255,354.67,0.0027703699621838495,352.5000000000002,237,0.05368245641256473
216.5,563200,0.2525634765625,0.011034616804681718,75.0,55,15.96871777176857,6.332993507385254e-09,1.6507349222898484,-0.0018424657369905616,351.21,0.0030931341252426136,375.0,236,0.05801030987609388
206.25,573440,0.154931640625,0.011557146791710693,75.0,56,15.968717694282532,5.960464477539063e-09,1.6034481532871723,-0.0006512487798318034,343.31,0.002122777347926785,352.5000000000002,236,0.0537081077344053
212.5,583680,0.2204833984375,0.013460742590905284,75.0,57,15.968717777729035,-4.097819328308106e-09,1.5832795605063439,-0.001715293209417723,351.9,0.002679973067540686,350.0,236,0.056289918933071004
204.0,593920,0.2379150390625,0.007737546693715558,50.0,58,15.968717789649963,7.450580596923828e-09,1.58013761267066,-0.0014324700219731311,346.83,0.0027471868019574687,375.0,236,0.05133843899296039
187.0,604160,0.246240234375,0.006933557633874443,47.50000000000001,59,15.968717432022094,4.8428773880004884e-09,1.5956011332571507,-0.0015715779954916798,344.28,0.003532216648039821,430.0000000000004,237,0.05251241131031313
127.75,614400,0.23779296875,0.0042097348380707444,0.0,60,15.968709999322892,-1.2665987014770507e-08,1.5341936774551868,-0.0017389014597938512,323.21,0.003459845974600739,307.5000000000006,236,0.04273480412250924
81.75,624640,0.2371826171875,0.004196192360308615,0.0,61,15.968695133924484,2.2351741790771484e-09,1.555585014075041,-0.0009222145861713215,312.35,0.0036218974376822644,150.0,237,0.044540573207805044
78.25,634880,0.2832763671875,0.006577981895702578,0.0,62,15.968716579675675,6.332993507385254e-09,1.5689210034906864,-0.0013788118048978504,303.35,0.0035660379386797557,150.0,237,0.047169618615157324
86.25,645120,0.249169921875,0.005858188178808632,0.0,63,15.968717443943024,1.862645149230957e-08,1.6057500861585141,-0.0010197542043897557,300.0,0.003195319474616554,177.50000000000023,237,0.04859845997348138
80.5,655360,0.2791259765625,0.0034384456346003844,0.0,64,15.968690711259843,-2.2351741790771484e-08,1.4829429402947425,-0.0014331239315652055,296.28,0.0033625589394546294,177.50000000000023,237,0.0429786805187163
60.75,665600,0.2322021484375,0.0027809994577443044,0.0,65,15.968633842468261,-3.725290298461914e-09,1.531984169781208,-0.00024246861285064368,291.96,0.0036421356907112568,150.0,237,0.043919346215707325
54.75,675840,0.2888671875,0.004263754217467763,0.0,66,15.968701326847077,-1.6763806343078613e-08,1.6416089087724686,-0.0007920335625385633,294.02,0.004372125691213568,102.50000000000021,237,0.048892457179895876
58.25,686080,0.251611328125,0.005181240303172708,0.0,67,15.968695139884948,2.2351741790771484e-09,1.6319779850542546,-0.0006031857388734352,295.53,0.003386977869934071,125.0,237,0.04957209601128304
80.5,696320,0.2545166015625,0.007718233946070541,0.0,68,15.968717205524445,-7.450580596923828e-09,1.696510697901249,-0.00088891698687803,302.01,0.003324869723883239,152.50000000000023,236,0.053647805325892285
115.25,706560,0.28896484375,0.008687875822579372,22.500000000000007,69,15.96871766448021,-4.470348358154297e-09,1.734969050437212,-0.0016975548081973103,313.46,0.0040141752301678935,225.0,236,0.054681047935988346
143.0,716800,0.2341064453125,0.00901139376210267,22.500000000000007,70,15.968717634677887,5.587935447692871e-09,1.7205990515649319,-0.0007497832761146128,326.32,0.003032580685840003,277.5000000000002,236,0.05437021878768237
154.25,727040,0.274560546875,0.008745444104715717,50.0,71,15.968717831373215,6.332993507385254e-09,1.766762012988329,-0.0013195589868701062,329.85,0.003926551160265035,302.5000000000002,237,0.05398118756616518
143.25,737280,0.2791259765625,0.007316433759240226,25.0,72,15.9687165081501,1.1175870895385742e-09,1.7773677237331866,-0.0016571369778830558,329.92,0.003709132865799347,275.0,237,0.05219232284303529
153.75,747520,0.1925048828125,0.011752965650521219,25.0,73,15.968717795610427,-8.568167686462402e-09,1.7743951685726642,-0.0009680130537162768,329.39,0.002253245786050684,277.5000000000002,237,0.05577841373510619
170.75,757760,0.2660400390625,0.011097434695875564,47.50000000000001,74,15.968717694282532,1.825392246246338e-08,1.758138782531023,-0.0022442773912189295,331.22,0.00314737509150973,350.0,237,0.05410340501317849
210.25,768000,0.2154052734375,0.011928367265500128,50.0,75,15.968717801570893,1.4901161193847657e-09,1.7365484431385994,-0.0010201594141108217,343.02,0.0026500920153807784,477.5000000000002,237,0.0572622860788272
245.75,778240,0.2805419921875,0.013554187600675505,50.0,76,15.96871770620346,-8.195638656616212e-09,1.7232448115944863,-0.0024347107693756696,353.1,0.0032891455929529912,527.5000000000002,237,0.05907686383119305
275.0,788480,0.194287109375,0.014131917405757121,50.0,77,15.968717819452285,-2.4959444999694825e-08,1.687625391036272,-0.0010439129371661692,361.6,0.0023422318123039075,602.5000000000002,237,0.05630216429211341
281.5,798720,0.192236328125,0.01235682940168772,75.0,78,15.968717658519745,-3.3527612686157227e-09,1.7172047443687917,-0.0016427691120043165,360.52,0.002468702362273234,625.0,237,0.05301214036977399
273.25,808960,0.2100341796875,0.01428974868322257,75.0,79,15.968717694282532,7.078051567077636e-09,1.728077417612076,-0.001239369041286409,355.67,0.0025600798963751003,600.0,236,0.05984883874899418
266.5,819200,0.2148193359375,0.014150709010573337,75.0,80,15.968717730045318,2.2351741790771484e-09,1.7100829117000103,-0.0014511339588352712,355.91,0.002429654368415868,552.5000000000002,237,0.05549738413915991
274.25,829440,0.16650390625,0.014166338129143696,147.5,81,15.968717849254608,-9.685754776000977e-09,1.6345973499119282,-0.0010092862172314198,362.79,0.0020557940552464516,527.5000000000002,237,0.05791905052887345
265.0,839680,0.1824462890625,0.014987744801328518,150.0,82,15.968717807531357,3.725290298461914e-09,1.5353013776242732,-0.0013725498189160134,360.06,0.002180520986041756,402.5000000000002,237,0.05633802069055364
273.25,849920,0.14052734375,0.015555181697709485,175.0,83,15.968717753887177,-2.570450305938721e-08,1.5585013076663017,-0.0011083245728514158,365.46,0.0020801630270057105,402.5000000000002,237,0.05295672904468916
262.5,860160,0.175390625,0.015199638235208113,175.0,84,15.968717885017394,-3.7252902984619143e-10,1.5603496044874192,-0.0010146137588890269,357.27,0.0023287955336513733,350.0,237,0.05930768165418673
275.5,870400,0.14970703125,0.01541772297641728,172.5,85,15.968717914819717,-7.450580596923828e-09,1.5643179096281528,-0.0011196588158782106,358.34,0.0018210229112867182,375.0,237,0.053943791435008735
283.25,880640,0.1991455078125,0.014355476769560482,150.0,86,15.968717914819717,7.450580596923829e-10,1.5818070404231548,-0.0013662004152138253,359.32,0.002292264787433851,377.5000000000002,237,0.060123206063154896
279.5,890880,0.1700439453125,0.014296448093500658,147.5,87,15.968717622756959,5.960464477539063e-09,1.5476143456995488,-0.0011244987952522933,349.59,0.0023387632501680857,452.50000000000017,237,0.0553728513039228
267.25,901120,0.171240234375,0.01464444184093736,150.0,88,15.968717974424361,8.940696716308593e-09,1.5115805938839912,-0.00138611663642223,352.22,0.002243653327661832,400.0,237,0.05368726578261275
280.5,911360,0.163037109375,0.016161563611240125,150.0,89,15.968717944622039,-4.470348358154297e-09,1.4838901109993459,-0.001094641154486453,353.52,0.0022018258397338286,450.0,237,0.054386848272131014
286.75,921600,0.2181396484375,0.01578676230565179,150.0,90,15.968717843294144,-3.7252902984619143e-10,1.4993636943399906,-0.001950857953124796,355.32,0.002484386316035625,450.0,237,0.05746178325558967
287.5,931840,0.177392578125,0.015651069683372043,150.0,91,15.968718004226684,-1.080334186553955e-08,1.519198042154312,-0.0007962753083120333,355.01,0.0022828072632819383,405.00000000000045,237,0.05252663741053952
280.75,942080,0.181396484375,0.012546412024494202,150.0,92,15.968717569112778,-1.7881393432617187e-08,1.5047941945493222,-0.0013615598028991372,354.13,0.0025613568816197584,405.00000000000045,237,0.048946604481151755
262.0,952320,0.176318359375,0.013486470127827489,125.0,93,15.96871783733368,-1.0430812835693359e-08,1.540580940246582,-0.000747232362482464,347.96,0.002480200152456291,377.5000000000002,237,0.05120565604100728
244.5,962560,0.1662109375,0.013206860389618668,125.0,94,15.968717724084854,1.1175870895385742e-09,1.5290960274636745,-0.0011549692044354742,351.34,0.002234413252051581,327.5000000000002,237,0.046066665945635195
240.5,972800,0.18271484375,0.012537799720303156,125.0,95,15.968717849254608,-1.1548399925231934e-08,1.513377607613802,-0.0007503276538045611,348.06,0.0023993689113012808,302.5000000000002,237,0.04898774331156765
215.25,983040,0.1902099609375,0.011812883990933188,125.0,96,15.968718069791795,6.7055225372314455e-09,1.6142322085797787,-0.0011823157205071767,349.13,0.0026018334170430533,300.0,237,0.051784487746007024
216.5,993280,0.2187255859375,0.01071619354916038,75.0,97,15.968717741966248,3.3527612686157227e-08,1.636202724277973,-0.0012278896720090415,350.51,0.003128855013875409,302.5000000000002,237,0.053226899610516264
207.5,1003520,0.20048828125,0.01050116883998271,50.0,98,15.968717855215072,-1.6763806343078613e-08,1.6072527207434177,-0.0010069189740534057,350.18,0.0026114703988469046,327.5000000000002,237,0.052537308517460725
200.75,1013760,0.19921875,0.010679408380383393,50.0,99,15.96871771812439,-5.960464477539063e-09,1.5516103304922582,-0.0015510285447817296,348.65,0.0026172772882205207,350.0,237,0.049713817976006644
210.5,1024000,0.1825439453125,0.012017231300706043,72.50000000000001,100,15.968717736005782,-2.6077032089233397e-09,1.5127029210329055,-0.0010053404250356835,351.06,0.00232417782816583,350.0,237,0.05013542623218825
207.5,1034240,0.1734130859375,0.012005198054976064,97.5,101,15.968717724084854,4.8428773880004884e-09,1.3802932798862457,-0.0015309995771531249,351.94,0.00271036013371031,300.0,237,0.04312772229768726
212.25,1044480,0.1724853515625,0.011239331122487784,125.0,102,15.968717807531357,1.1548399925231934e-08,1.3652041390538217,-0.0007519232862250646,354.87,0.002484407748858786,300.0,237,0.046067879566797636
193.75,1054720,0.1850830078125,0.011934303764428477,125.0,103,15.968717592954636,1.564621925354004e-08,1.4043098725378513,-0.0015013043142971584,344.37,0.002662380842946277,277.5000000000002,237,0.045426575901164536
192.0,1064960,0.11806640625,0.012579658023605588,125.0,104,15.968717950582505,-5.960464477539063e-09,1.3267618656158446,-0.0007569590790808434,342.18,0.0014069995796266,300.0,237,0.0412071383469407
213.0,1075200,0.1496337890625,0.012968339935468975,125.0,105,15.968717789649963,1.30385160446167e-08,1.413155449181795,-0.00046145195556164255,351.42,0.0020085498965784153,300.0,237,0.044868851918485955
224.25,1085440,0.1842041015625,0.012009921767457854,125.0,106,15.968717986345291,-3.725290298461914e-09,1.47222535982728,-0.0011580032882193337,353.22,0.002542220157937436,302.5000000000002,237,0.045789466202037374
214.0,1095680,0.21689453125,0.009803281471977243,100.0,107,15.96871789097786,-4.8428773880004884e-09,1.5656644344329833,-0.0006364986948028672,352.92,0.0027410277083902202,325.0,237,0.050935788759442976
205.75,1105920,0.2007080078125,0.012214769340062048,72.50000000000001,108,15.968717867136002,-1.7508864402770997e-08,1.5239218965172767,-0.0012324611823714803,348.07,0.0028440534201877197,325.0,237,0.05070070076212503
208.0,1116160,0.22431640625,0.012261571831186303,50.0,109,15.968717652559281,-1.7508864402770997e-08,1.5050607748329639,-0.0014976979829953053,349.98,0.0027727869618900058,302.5000000000002,237,0.05006241865882495
216.75,1126400,0.187744140625,0.011073187411238906,75.0,110,15.968717813491821,2.0116567611694337e-08,1.443753496557474,-0.0011365298050804995,356.16,0.0024835042971176335,300.0,237,0.04830068705032655
243.5,1136640,0.1997314453125,0.014681624618970091,125.0,111,15.968717694282532,-6.332993507385254e-09,1.5164772786200047,-0.0008287322878459235,361.47,0.0024800740214914185,452.50000000000017,237,0.05318913977522825
229.25,1146880,0.2224853515625,0.011441530447336845,125.0,112,15.968717646598815,-6.332993507385254e-09,1.5475084617733956,-0.0008848882371239597,356.28,0.0029398501110563303,350.0,238,0.05291647691518721
233.0,1157120,0.2035400390625,0.012279339767701458,125.0,113,15.96871789097786,-1.1175870895385742e-09,1.6481647208333015,-0.0012268076425243635,356.11,0.0023964872491774258,405.00000000000045,237,0.05419569393647208
239.0,1167360,0.2452880859375,0.011824262568552513,122.5,114,15.968717813491821,1.1920928955078126e-08,1.675533065199852,-0.001459513332156348,356.64,0.0025710928904800314,455.0000000000004,237,0.05695233390204677
225.25,1177600,0.239892578125,0.010530665420810692,75.0,115,15.968717628717423,-8.568167686462402e-09,1.6286506660282611,-0.0016069323966803495,357.99,0.002617627158346636,452.50000000000017,237,0.053838700668331886
215.5,1187840,0.22666015625,0.008273494778768509,75.0,116,15.968717724084854,-5.587935447692871e-09,1.5597452595829964,-0.0013778323896985966,356.65,0.0025637110606567147,452.50000000000017,237,0.055426155359045035
199.25,1198080,0.2273193359375,0.011567492717404093,75.0,117,15.96871766448021,-8.195638656616212e-09,1.5393313631415366,-0.0016681436223734635,352.19,0.0029422949438924206,425.0,237,0.049716191661964095
206.25,1208320,0.148388671875,0.01133985401247628,72.50000000000001,118,15.968717849254608,-6.332993507385254e-09,1.4178004734218121,-0.0007825333763321396,359.56,0.0017741137305137046,425.0,237,0.04692615014731996
229.5,1218560,0.182421875,0.01201792995998403,75.0,119,15.968717813491821,1.899898052215576e-08,1.413884384930134,-0.0009821657953580144,366.2,0.002035616611453861,475.0,237,0.0487712083771144
254.5,1228800,0.16083984375,0.012277457627351395,125.0,120,15.968717849254608,1.30385160446167e-08,1.492152849584818,-0.0006599752294278005,374.84,0.0023413162901078977,480.00000000000045,238,0.050408244034379504
251.5,1239040,0.211669921875,0.010607679504391853,100.0,121,15.968717807531357,1.4901161193847657e-09,1.5414129815995694,-0.0010984494034346425,370.25,0.002761039077336136,550.0,238,0.05285330581799713
239.25,1249280,0.1851318359375,0.011813403818450752,50.0,122,15.968717861175538,-1.3783574104309083e-08,1.6047264747321606,-0.0012793634683475829,351.78,0.002181851344766983,575.0,238,0.05142368286925518
203.75,1259520,0.2152099609375,0.010537360493981397,50.0,123,15.96871787905693,1.5273690223693846e-08,1.6355071902275085,-0.0010238237358862535,349.35,0.0026756952048572202,350.0,238,0.05367894123077014
215.25,1269760,0.22548828125,0.011463640018155275,75.0,124,15.968717592954636,4.470348358154297e-09,1.5823361426591873,-0.0013115738736814819,352.06,0.002387918631620778,357.5000000000007,238,0.056637805704267054
212.0,1280000,0.1997314453125,0.00952764677349478,50.0,125,15.968717795610427,-9.685754776000977e-09,1.5755182325839996,-0.0009452254766074475,358.16,0.002378983880839769,357.5000000000007,238,0.04939132301495269
205.75,1290240,0.2061279296875,0.011135991958144586,50.0,126,15.968717592954636,-3.725290298461914e-09,1.5351257108151912,-0.0012887980603409233,355.95,0.0023714254892297504,350.0,238,0.05353970783366966
219.0,1300480,0.176708984375,0.01191679768380709,72.50000000000001,127,15.968717765808105,1.1175870895385742e-09,1.4613567672669887,-0.001009883016013191,355.56,0.0019616139988585246,475.0,238,0.04793450676328502
229.0,1310720,0.19541015625,0.012541805667387962,75.0,128,15.968717747926712,2.0116567611694337e-08,1.4733070820569991,-0.0013831237931299257,351.38,0.002384632367233053,477.5000000000002,238,0.052690614570464776
255.25,1320960,0.2294189453125,0.013570877820893657,125.0,129,15.968717861175538,8.940696716308593e-09,1.5538186490535737,-0.0010829735387233087,359.44,0.0028301362437275655,550.0,238,0.05462519055027777
257.0,1331200,0.1969482421875,0.013847571385849734,100.0,130,15.968717944622039,-4.097819328308106e-09,1.5443987175822258,-0.0008333192639838671,356.38,0.002396015716635702,502.5000000000002,238,0.0552332724010922
278.5,1341440,0.1650634765625,0.014999233614071272,125.0,131,15.968717873096466,1.4901161193847657e-09,1.524987944960594,-0.0014991288175224327,361.7,0.002128765223187656,502.5000000000002,238,0.05353393188060078
283.0,1351680,0.19521484375,0.0135976009289152,147.5,132,15.96871789097786,-1.9744038581848144e-08,1.567299062013626,-0.0008967227720859227,365.04,0.0022906631457772163,527.5000000000002,238,0.05445244909031509
279.25,1361920,0.198583984375,0.015138088061939925,150.0,133,15.968717914819717,-4.097819328308106e-09,1.5977034457027912,-0.0015267113703885116,365.82,0.002469858062380581,375.0,238,0.05817535515534924
277.5,1372160,0.203369140625,0.01470492740845657,150.0,134,15.968717694282532,-2.0489096641540527e-08,1.5781542360782623,-0.001235638679281692,363.72,0.002107781005395282,392.5000000000015,238,0.05550025230801808
284.25,1382400,0.19208984375,0.013100798662344459,150.0,135,15.968717736005782,-2.0116567611694337e-08,1.6312186405062676,-0.001095881615037797,363.36,0.002064870075284375,552.5000000000002,238,0.05512754395836894
271.25,1392640,0.178515625,0.012110963501618244,125.0,136,15.968717741966248,-2.2351741790771484e-09,1.6533352442085743,-0.0012592737872182624,358.99,0.0021399983960520784,552.5000000000002,238,0.05289004035988765
256.25,1402880,0.216845703125,0.011599074538025889,97.5,137,15.968717747926712,-1.4901161193847657e-09,1.6541506692767143,-0.001042069265167811,364.77,0.0026051916607912062,575.0,238,0.0541747300947252
