explained_variance,value_loss,policy_loss,frames,grad_norm,PMM:episode_rewards,P01:episode_rewards,episode_length,policy_entropy,epoch_idx,advantage_norm,P09:episode_rewards,fps
-0.4880444914102554,0.046096675033986685,-0.024363905870122837,8000,1.1947088689884975,0.8571428571428571,0.0,159.71428571428572,1.3508809632062913,1,1.587755130417645,2.0,186
-0.023713513016700744,0.012812931309399573,0.0019075559900375084,16000,0.2148014081405533,1.0769230769230769,0.0,170.56043956043956,1.372692220211029,2,1.1866390965506435,3.0,167
-0.19959274768829346,0.024494802426579552,0.0038169338410079944,24000,0.43862809137466735,1.58,0.0,191.99,1.3623735970258712,3,1.4681812935322522,4.0,179
-0.06433555364608765,0.012455756778908835,0.0010099939341307617,32000,0.23122783688280646,1.52,0.0,189.61,1.3712491977214813,4,1.1048220854252577,4.0,189
-0.021375982761383056,0.015371855258890718,0.0016942078538704664,40000,0.2679415937818569,1.4,0.0,183.75,1.3617745673656463,5,1.3340780419111251,3.0,193
0.057971744537353515,0.016430858941021143,0.0006444706188631244,48000,0.298143396519663,1.57,0.0,188.26,1.3581833827495575,6,1.378814382329583,4.0,195
0.03959208071231842,0.014922160897622234,-0.004754804561598575,56000,0.34210254953103464,1.63,0.0,191.66,1.3517028415203094,7,1.2301951883733273,4.0,197
0.003547563552856445,0.01048298697642167,0.00025208977414877155,64000,0.2643350838764292,1.28,0.0,180.0,1.3683719754219055,8,1.0845931117981673,3.0,196
0.31903716444969177,0.021098661125288343,-0.003929699301079381,72000,0.5136975203065363,1.24,0.0,179.12,1.3596536809206008,9,1.3745352970063687,3.0,196
0.6039674139022827,0.012360532218008303,-0.0006950392527505755,80000,0.3309979576565409,1.54,0.0,189.56,1.3818758523464203,10,1.2865455278754234,4.0,197
0.5785125231742859,0.014592168556409888,-0.006671295446576551,88000,0.4091098421391848,1.55,0.0,191.37,1.3826040828227997,11,1.3025429616868496,4.0,199
0.7990481573343277,0.012119331544090528,-0.0030458945740247144,96000,0.3578249658888615,1.42,0.0,186.4,1.3714914155006408,12,1.2721593004465104,4.0,200
0.8223045933246612,0.012237508251564578,-0.0038932963807019405,104000,0.3881154308376296,1.41,0.0,184.34,1.3436218619346618,13,1.3090606766939163,4.1000000000000085,204
0.846971275806427,0.011746518466388807,-0.0018885512626729906,112000,0.3396275662572923,1.99,0.0,203.04,1.3497606384754182,14,1.245213699042797,5.1000000000000085,205
0.9172766309976578,0.006781152275507339,-0.0038657388366846136,120000,0.26535984135201934,2.14,0.0,205.55,1.3431065309047698,15,0.9634292688965798,6.0,207
0.9222105532884598,0.006352773469116073,-0.0011370788782369345,128000,0.24922608582052294,2.16,0.0,207.41,1.3347524499893189,16,0.9383402022719384,5.1000000000000085,210
0.9284658443927765,0.006197520736604929,-0.0001608132618275704,136000,0.25207153372119895,2.03,0.0,205.44,1.3365553283691407,17,0.9278066781163216,5.0,211
0.9281457084417343,0.004756084590917453,-0.0006765464445925317,144000,0.20843028343788383,1.56,0.0,186.43,1.3277366483211517,18,0.7951745229959488,5.0,211
0.9320764857530593,0.007183900278178044,5.502939498001069e-05,152000,0.2543823971629481,2.0,0.0,200.92,1.337642912864685,19,0.9618025383353234,5.0,213
0.9352690589427948,0.0060112957019009625,-0.0005143586712074466,160000,0.21787550921482773,2.08,0.0,202.48,1.325785094499588,20,0.88675652384758,6.1000000000000085,213
0.9359901142120362,0.0065635208768071605,-0.0003342806061846204,168000,0.22670063808637014,2.2,0.0,208.21,1.3422331142425536,21,0.8861519968509675,6.0,214
0.9507997763156891,0.004551402286451776,-0.0005956412405066657,176000,0.17781408066498947,2.15,0.0,209.5,1.3533866381645203,22,0.763240365833044,5.0,213
0.9550854790210724,0.004335296907229349,-9.894047834677622e-05,184000,0.1822083382674802,2.07,0.0,206.43,1.3520019674301147,23,0.7148521453142166,5.0,213
0.9204561948776245,0.005938916427548974,2.9029188372078352e-05,192000,0.2333662767502281,1.84,0.0,197.57,1.3645055174827576,24,0.8814333632588387,5.0,213
0.9479466211795807,0.004489843290066346,-0.0013257123783114366,200000,0.19783674414826485,1.66,0.0,188.25,1.362257823944092,25,0.7542140769958496,5.0,213
0.9201165771484375,0.0038720039458712565,-0.0002588644018396735,208000,0.1716649731468904,1.75,0.0,191.51,1.3505300033092498,26,0.7015635366737842,5.1000000000000085,214
0.9599060130119323,0.003301455847977195,-0.0012862899666652083,216000,0.17293321929442912,1.44,0.0,182.59,1.3469204902648926,27,0.6607687544822692,4.1000000000000085,214
0.9559561997652054,0.0036088628711149796,-0.0004803761024959385,224000,0.1471772686966297,1.55,0.0,185.19,1.3294821858406067,28,0.6456734089553356,5.1000000000000085,214
0.9708572781085968,0.0034849352479795924,-0.0014495188975706696,232000,0.1622585713764762,1.78,0.0,194.61,1.3433210408687593,29,0.6537744891643524,6.0,214
0.9585670644044876,0.0038502332905773072,-0.00040838601016730537,240000,0.1778579336166745,1.69,0.0,194.38,1.3487519526481628,30,0.6929268896579742,5.0,214
0.9735761201381683,0.0025150831232895144,0.00011572782939765602,248000,0.1449539457882403,1.76,0.0,199.89,1.3558780801296235,31,0.5434338258206844,5.0,214
0.9632424825429916,0.004276460179971764,-0.001983852632074559,256000,0.17985192001997283,1.92,0.0,203.28,1.343972190618515,32,0.7095636494457722,5.0,214
0.9693428838253021,0.0031113031510903964,-0.0008889986638678238,264000,0.13674118855784978,1.75,0.0,193.79,1.34673077583313,33,0.5904371376335621,5.0,214
0.9656298500299454,0.0037811716739088296,-0.0015868272509396775,272000,0.16459316214554687,2.13,0.0,209.49,1.3471210300922394,34,0.694566285610199,5.0,214
0.9598623698949814,0.003691451639751904,-0.0002827998946304433,280000,0.15234187403200047,2.52,0.0,223.83,1.338577412366867,35,0.6529699935019017,6.0,213
0.9770612061023712,0.0023647591345070398,-0.0006235099137120414,288000,0.12118637179297571,2.17,0.0,211.86,1.3566173660755156,36,0.537239206135273,6.0,213
0.8703126204013825,0.0072959711152361705,-0.0017970061470987276,296000,0.21687347021812906,1.51,0.0,190.16,1.3701871132850647,37,0.8582102482020855,5.0,213
0.9676033091545105,0.0033060174739512147,-0.0007681744643195997,304000,0.13648511491723828,1.4,0.0,184.5,1.3594182205200196,38,0.6306990160048008,5.0,214
0.9603011721372604,0.003933585884369677,-0.0009672716408385896,312000,0.15000404621883867,1.75,0.0,193.91,1.3477836048603058,39,0.6808443787693977,5.0,214
0.9451140236854553,0.004413723928155378,-0.00017286552814766766,320000,0.15061380269384775,1.94,0.0,197.47,1.3637226176261903,40,0.6957357443869114,6.200000000000017,213
0.949671465754509,0.004119207714102231,-0.0014806441028486007,328000,0.15239814554548395,1.87,0.0,196.22,1.350724915266037,41,0.6791590800881386,7.0,213
0.9675836277008056,0.002265806073701242,-2.6859722274821252e-05,336000,0.11971625147089013,1.62,0.0,190.94,1.361604380607605,42,0.5141060446202755,5.0,213
0.9466351413726807,0.003886025122337742,-0.0018089124612743035,344000,0.156878798322669,1.57,0.0,188.64,1.3461401855945587,43,0.6759790205955505,5.0,215
0.9788784098625183,0.0025501420482760295,-0.0002811375660530757,352000,0.1268946205976392,1.54,0.0,187.76,1.351243064403534,44,0.5453630396723748,5.0,215
0.9412152791023254,0.005904037773725577,-0.001214966426778119,360000,0.17974824480840912,1.97,0.0,203.78,1.3535122561454773,45,0.8532072600722312,5.1000000000000085,215
0.9481345248222351,0.005056779364822433,-0.0006328862544614822,368000,0.16638723915332498,2.37,0.0,217.47,1.3558278489112854,46,0.7681182752549648,7.1000000000000085,215
0.9160963594913483,0.007610190602135845,0.000981775273612584,376000,0.2108458779407572,2.83,0.0,233.67,1.3605489695072175,47,0.9737461489439011,8.100000000000009,215
0.9500899702310562,0.005094198786537163,-0.0018653007264947518,384000,0.18846367728549343,2.54,0.0,222.45,1.3569914424419403,48,0.8143368288874626,7.0,215
0.9348612195253372,0.007467234905343503,-0.0002901823143474758,392000,0.22243000874739313,2.72,0.0,226.87,1.3644905591011047,49,0.9761603966355323,9.0,215
0.8653014260530472,0.011763817803002894,-0.0005583040876081213,400000,0.2756351096867682,2.81,0.0,233.31,1.368021968603134,50,1.2561235436797142,7.1000000000000085,216
0.9077501481771469,0.007186377912876196,0.0001251561945537105,408000,0.21209002911849353,2.64,0.0,227.46,1.3666172206401825,51,0.9845912012457848,7.0,216
0.8886867040395736,0.009920961768366397,0.0009986215642129536,416000,0.2667298135718837,2.47,0.0,219.48,1.362981115579605,52,1.1470449587702751,7.0,216
0.9094218468666077,0.007854857157217338,-0.002814238938735798,424000,0.24215198461562276,2.72,0.0,226.81,1.3586763191223143,53,1.0120116409659385,8.0,216
0.936126989722252,0.007210372984409332,-0.0007115501053340267,432000,0.2166301426067649,2.49,0.0,224.18,1.3497195541858673,54,0.9776907175779342,5.1000000000000085,216
0.8884030491113662,0.00942633572849445,-0.0016116130555747076,440000,0.27813960771695173,2.34,0.0,220.05,1.3432804667949676,55,1.0313082000613212,5.0,217
0.9006254440546035,0.009609021660871804,-0.00250525935261976,448000,0.2536894983368443,2.5,0.0,227.07,1.3509754061698913,56,1.1287865749001502,5.1000000000000085,217
0.8343073779344559,0.0125856654078234,0.0012256489496212453,456000,0.28800655699035843,2.62,0.0,229.05,1.3542779397964477,57,1.28603753387928,6.1000000000000085,217
0.8894880682229995,0.009757590306107886,-0.0020015358651289715,464000,0.26061484736993074,2.43,0.0,220.69,1.3473681271076203,58,1.1299975064396859,5.0,217
0.9399339556694031,0.006800567776081152,-0.000813810296531301,472000,0.21277708350948069,2.52,0.0,221.45,1.346145168542862,59,0.9366918617486953,5.1000000000000085,218
0.8738710105419158,0.008341066225548276,-0.0014029522133205319,480000,0.24640833186591102,2.24,0.0,210.02,1.356735279560089,60,1.0590420779585838,5.0,217
0.8995857524871826,0.008860663675004616,-0.002025312542391475,488000,0.24495681523921117,2.35,0.0,213.67,1.3400441706180573,61,1.1019300350546837,5.0,218
0.8967583912611008,0.010047483199741691,-0.0005927785474341363,496000,0.2617358954812167,2.39,0.0,216.18,1.3360365319252014,62,1.1661140039563178,5.1000000000000085,218
0.9218117207288742,0.007872245438629761,-0.0020729647551343076,504000,0.2399899903126645,2.66,0.0,226.31,1.3324978518486024,63,1.0463546514511108,6.0,218
0.8999755513668061,0.011006864150986076,-0.0008163236646851147,512000,0.2965083965509644,2.98,0.0,237.81,1.3231367981433868,64,1.2136010119318963,6.0,219
0.863572359085083,0.011735328373033553,9.67369123827666e-05,520000,0.3167901846791715,2.79,0.0,231.1,1.3312501120567322,65,1.2644329550862312,6.0,218
0.925703507065773,0.008284405261510983,-0.0025959835125831886,528000,0.2398552434667025,3.12,0.0,243.73,1.328275159597397,66,1.0666456377506257,6.1000000000000085,219
0.9221412539482117,0.007371395413647406,-0.0008732627004064853,536000,0.24114743824064655,2.76,0.0,231.39,1.324044634103775,67,0.997937192618847,6.0,219
0.882637038230896,0.01084939285297878,-0.0013113420072477311,544000,0.26672474088945913,3.27,0.0,249.04,1.32691796541214,68,1.228479999601841,7.0,219
0.9047792118787765,0.008958836316596717,-0.0013840790471294894,552000,0.2502285370810122,3.04,0.0,240.6,1.3294124853610993,69,1.1137929821014405,7.0,219
