P09:episode_rewards,frames,approx_kl_divergence,grad_norm,fps,PMM:episode_rewards,episode_length,epoch_idx,advantage_norm,policy_entropy,P01:episode_rewards,policy_loss,clip_fraction,explained_variance,value_loss
300.00000000000034,10240,599123.0732313662,618915843.8198981,197,174.16666666666666,324.93333333333334,1,15.968717885017394,1.6881236576882657,25.0,0.022121035939198917,0.298193359375,-0.4646426260471344,641589912.0719974
425.00000000000034,20480,0.0031663168275258614,0.05607216553755721,182,202.11864406779662,334.9830508474576,2,15.968717652559281,1.747682162374258,50.0,-0.0020938622918038165,0.235595703125,-1.4901161193847657e-09,0.012403206710223458
525.0,30720,0.0023958965227620864,0.056064479640211884,196,214.72222222222223,339.24444444444447,3,15.968717885017394,1.6907548278570175,50.0,-0.0004110495046916185,0.1548583984375,-1.0058283805847169e-08,0.012568886712688253
525.0,40960,0.003576298215114093,0.05503604904659767,203,244.25,349.08,4,15.96871783733368,1.625129272043705,75.0,-0.002050395516380377,0.23349609375,-1.862645149230957e-08,0.013288743299563066
425.0,51200,0.0031188370261077125,0.053957981010326186,209,234.0,352.1,5,15.968717819452285,1.5858108803629876,72.50000000000001,-0.0015181430164375343,0.21552734375,-1.5273690223693846e-08,0.013154664386820513
502.5000000000002,61440,0.0024665863449740756,0.05231084146642606,215,261.0,360.2,6,15.968717843294144,1.6039703868329525,122.5,-0.0018104968698025915,0.1791259765625,-7.078051567077636e-09,0.013395713512727525
375.0,71680,0.003000678022158354,0.052631586094200544,217,236.75,353.69,7,15.968717813491821,1.6057550340890885,97.5,-0.0015761353381094523,0.1906982421875,-7.450580596923828e-09,0.013560885449987837
477.5000000000002,81920,0.0034298144729859813,0.05355349806257838,220,235.0,352.08,8,15.968717688322068,1.7019397884607315,75.0,-0.0015650403904146515,0.2507568359375,1.6763806343078613e-08,0.009978143448461197
475.0,92160,0.0027696229682305784,0.052497101391135816,220,230.25,354.59,9,15.968717789649963,1.6967695973813535,75.0,-0.0017761253020580625,0.214990234375,2.0116567611694337e-08,0.010643487757988623
475.0,102400,0.002742827968515371,0.053627969696067534,223,215.75,348.11,10,15.968717920780183,1.649098551273346,50.0,-0.0019203564690542408,0.213671875,-5.215406417846679e-09,0.011526311402121792
500.0,112640,0.0032573045558478954,0.050227940865750276,224,241.5,359.24,11,15.968717736005782,1.550433272868395,72.50000000000001,-0.0018313975320779718,0.1893798828125,5.587935447692871e-09,0.012367503157656756
500.0,122880,0.0027492324912373077,0.04978247773629722,224,236.5,357.49,12,15.968717592954636,1.549493281543255,75.0,-0.0013058747434115503,0.206201171875,-1.0058283805847169e-08,0.010067169429385103
502.5000000000002,133120,0.002871689980810288,0.049746148945133316,225,234.0,363.16,13,15.968717724084854,1.5363407202064991,50.0,-0.0011358750223735114,0.196337890625,3.7252902984619143e-10,0.00945933929633611
500.0,143360,0.0035197058043166863,0.05385326752056422,226,222.5,360.37,14,15.968717670440673,1.6219970859587192,50.0,-0.001485444015270332,0.2529052734375,2.2351741790771484e-09,0.00999412145702081
477.5000000000002,153600,0.002990045323576851,0.0524889062119826,226,194.75,346.73,15,15.96871777176857,1.6937514960765838,50.0,-0.0008626192440715386,0.20400390625,-1.2665987014770507e-08,0.008828646007168572
477.5000000000002,163840,0.004097405048059955,0.05222911643482351,226,168.5,338.25,16,15.968717527389526,1.7326258182525636,25.0,-0.0014120641659246757,0.262939453125,-1.4156103134155273e-08,0.006543238590984402
275.0,174080,0.004818262645085269,0.04699395778077839,226,115.75,322.12,17,15.968636000156403,1.7140189744532108,0.0,-0.001499182899169682,0.3209228515625,-7.078051567077636e-09,0.0042032396448128395
225.0,184320,0.004387635360967579,0.05151472051124001,226,95.25,315.58,18,15.968712431192397,1.6849677808582784,0.0,-0.0011446879416325828,0.292138671875,-2.0489096641540527e-08,0.007107133826292511
300.0,194560,0.004030736704999071,0.05482652148343127,227,118.0,318.0,19,15.96871709227562,1.6803460381925106,0.0,-0.0018563074088888242,0.292529296875,4.8428773880004884e-09,0.008616642910328664
502.5000000000002,204800,0.0036946548048490515,0.054173014160108654,228,171.5,328.17,20,15.968717646598815,1.6609083853662014,22.500000000000007,-0.001946861694159452,0.2764892578125,-2.6077032089233397e-09,0.00940166308409971
525.0,215040,0.002699596607027388,0.05387662220350577,228,199.5,338.11,21,15.968714916706086,1.6667223498225212,25.0,-0.0010846897544979583,0.19208984375,-7.82310962677002e-09,0.008750764015621826
477.5000000000002,225280,0.003147955004033065,0.05150970357863147,228,209.5,340.02,22,15.968717610836029,1.6668892666697501,50.0,-0.0016466788802063093,0.205859375,3.7252902984619143e-10,0.009786836507919361
425.0,235520,0.0026653589030274814,0.05220344968782907,228,179.75,336.43,23,15.968717569112778,1.687819629907608,25.0,-0.0010937157308944733,0.2066650390625,-7.450580596923829e-10,0.010633534757698727
475.0,245760,0.0037098850133816088,0.05535874784826313,228,213.5,341.84,24,15.968717831373215,1.7270610354840756,50.0,-0.0015784126000653487,0.2340576171875,0.0,0.010899703412360396
502.5000000000002,256000,0.003366521026373448,0.05636366693237915,228,226.25,351.69,25,15.968717789649963,1.7413561649620533,50.0,-0.0016431761363492115,0.231103515625,1.7881393432617187e-08,0.012384121835930273
502.5000000000002,266240,0.0031388620478082887,0.05671497926791309,229,237.75,356.76,26,15.96871770620346,1.7160547107458115,50.0,-0.0013632639922434465,0.2427978515625,-4.470348358154297e-09,0.01263679990224773
430.0000000000004,276480,0.0024367977790916485,0.05852691205014735,229,241.75,360.61,27,15.968717956542969,1.6639967262744904,100.0,-0.0012123675744078355,0.1708740234375,6.7055225372314455e-09,0.013515551929594949
402.5000000000002,286720,0.00260546975260354,0.05688419537708524,229,237.75,353.65,28,15.968717700242996,1.6761571012437344,100.0,-0.001174768824421335,0.190966796875,-1.6763806343078613e-08,0.013307363037893084
525.0,296960,0.0029890113495980586,0.05392926277490008,229,246.0,354.77,29,15.968717920780183,1.6864735335111618,100.0,-0.0015349960056482814,0.2149658203125,-8.195638656616212e-09,0.011029186989617301
480.00000000000045,307200,0.0038352266000856615,0.049408359071013506,230,219.5,349.1,30,15.96871703863144,1.635704579204321,25.0,-0.0014782426820602267,0.2631103515625,2.9802322387695314e-09,0.005685662328778563
502.5000000000002,317440,0.0033477372044828256,0.05354520472259224,230,194.75,344.38,31,15.968717610836029,1.636761099845171,25.0,-0.001218889140727697,0.236865234375,-1.4901161193847657e-09,0.009317756893506158
500.0,327680,0.003286130757993533,0.048564806054730694,230,174.0,335.9,32,15.968717610836029,1.591379552334547,25.0,-0.0015865518696955405,0.213232421875,-2.9802322387695314e-09,0.00819378772212076
500.0,337920,0.0031118218376605,0.0503760620824376,230,180.0,342.9,33,15.968717777729035,1.5955023124814034,25.0,-0.0017057610424672021,0.2434326171875,-2.2351741790771484e-09,0.008648790698134689
477.5000000000002,348160,0.0028848360059669175,0.04780163413877412,230,177.25,341.56,34,15.968717670440673,1.58570446819067,25.0,-0.001365056489521521,0.2055419921875,2.6077032089233397e-09,0.006844216802346636
305.00000000000045,358400,0.004210347866802522,0.04819947700696918,230,133.5,332.1,35,15.968708312511444,1.5764064818620682,22.500000000000007,-0.001833340261146077,0.3138427734375,-5.215406417846679e-09,0.005846235179450154
300.0,368640,0.0029982960010102033,0.05222643139192924,230,127.5,329.15,36,15.968717688322068,1.6369151055812836,0.0,-0.0008000837144209072,0.2091064453125,-1.080334186553955e-08,0.008500781241764344
357.5000000000007,378880,0.003328005480352658,0.053817589874160465,230,150.25,331.99,37,15.968717777729035,1.6779203966259957,22.500000000000007,-0.0011340504199324642,0.248876953125,-1.1175870895385742e-08,0.009653524546592962
427.5000000000002,389120,0.0036532161337504477,0.05051515175350646,231,163.5,338.6,38,15.968717223405838,1.7113107703626156,25.0,-0.0007920445568743162,0.242626953125,6.332993507385254e-09,0.006879184596658661
425.0,399360,0.004695901541788316,0.050075368069012804,231,145.0,331.52,39,15.96871742606163,1.7550824724137783,25.0,-0.001656262725009583,0.297314453125,-3.3527612686157227e-09,0.006312318448817677
285.00000000000085,409600,0.003767875979610835,0.055311148908307614,231,138.5,331.75,40,15.968717813491821,1.745831760764122,0.0,-0.0019619443170086014,0.281201171875,2.2351741790771484e-09,0.00980729826260358
425.0,419840,0.00284483688101318,0.055498136177484426,231,160.25,336.07,41,15.968717849254608,1.7193123742938041,22.500000000000007,-0.0016465006356156664,0.2284912109375,-1.7508864402770997e-08,0.010230527498788434
425.0,430080,0.0029159149524161875,0.05096029840753143,232,190.75,350.29,42,15.968717736005782,1.5840027064085007,25.0,-0.001857859391020611,0.220458984375,-7.82310962677002e-09,0.0109311250555038
477.5000000000002,440320,0.0030594736188731984,0.05122824616935294,232,216.5,360.52,43,15.968717592954636,1.5643387041985988,72.50000000000001,-0.0020526873755443375,0.2406982421875,2.421438694000244e-08,0.011188836286601144
552.5000000000002,450560,0.001971462477470709,0.047003583212593805,232,230.5,367.94,44,15.968717902898788,1.5077476784586907,75.0,-0.0009706001033919165,0.13974609375,1.4901161193847657e-09,0.012651673934306018
550.0,460800,0.003776571258202921,0.0481911660390711,232,248.25,376.64,45,15.96871782541275,1.5085579417645931,75.0,-0.001195827095580171,0.2238525390625,-3.7252902984619143e-10,0.011372753711475525
550.0,471040,0.002859254672742395,0.04600858835215786,232,246.25,376.04,46,15.968717569112778,1.5904769495129585,50.0,-0.0015142492185987067,0.1981689453125,1.862645149230957e-08,0.008389504901606415
477.5000000000002,481280,0.003106503888932366,0.04945724286014667,232,196.75,359.74,47,15.968714284896851,1.582218686491251,25.0,-0.0011136827160953544,0.2237548828125,-7.450580596923828e-09,0.005629580801337397
402.5000000000002,491520,0.003914124367770455,0.04975548829336279,232,152.25,338.57,48,15.968716967105866,1.5249459482729435,0.0,-0.0016367377967981156,0.294580078125,-1.1548399925231934e-08,0.008097630259260313
305.00000000000045,501760,0.003323450195694022,0.04603676704791729,232,137.75,338.06,49,15.968680089712143,1.5889933466911317,0.0,-0.0015022562802187167,0.2079345703125,-5.960464477539063e-09,0.008336066071700543
382.5000000000007,512000,0.0031419660208939605,0.050046522679526716,232,145.5,341.42,50,15.968713319301605,1.6397238820791245,0.0,-0.001226404913541046,0.2306396484375,-2.6077032089233397e-09,0.006443535329367478
352.5000000000002,522240,0.004327038224607805,0.04829744525051011,232,147.0,339.9,51,15.968714195489884,1.6635308213531972,0.0,-0.0015150054357945919,0.284521484375,3.725290298461914e-09,0.006805148996858889
307.5000000000006,532480,0.0038063040146198547,0.05373145684565739,232,135.0,332.08,52,15.968717730045318,1.6809617556631564,0.0,-0.000944706588779809,0.281494140625,2.868473529815674e-08,0.008943096353686997
277.5000000000002,542720,0.003451807241435745,0.04761397021134811,232,130.5,328.28,53,15.968711239099502,1.6216414473950862,0.0,-0.0008479116571834311,0.236328125,-2.6822090148925782e-08,0.00562873042114802
250.0,552960,0.00441924835282066,0.048669845342036624,232,118.0,320.1,54,15.968712973594666,1.6577489629387856,0.0,-0.0011741342626919505,0.3301025390625,3.7252902984619143e-10,0.004602263197622847
175.0,563200,0.004652172239036645,0.05158849804282569,232,87.25,308.3,55,15.968529349565506,1.6710304409265517,0.0,-0.001086672570090741,0.2838623046875,-1.3783574104309083e-08,0.0063102728342910195
277.5000000000002,573440,0.002787212970241626,0.05676779195323652,232,113.75,318.08,56,15.96871746778488,1.704963581264019,0.0,-0.00114943619191763,0.203564453125,1.3783574104309083e-08,0.01003264605633376
335.00000000000085,583680,0.003335799199567191,0.05196933951714501,232,146.0,332.38,57,15.968717271089554,1.6932951584458351,0.0,-0.0018912326828285585,0.283642578125,-1.3411045074462891e-08,0.008265304125779948
335.00000000000085,593920,0.003935124145027657,0.05306045182889909,232,157.0,337.73,58,15.968717610836029,1.7140767619013786,25.0,-0.0010721437483880436,0.2868408203125,-4.097819328308106e-09,0.007294779265157559
425.0,604160,0.0038465069499352468,0.052313043202449214,232,159.0,336.55,59,15.968717807531357,1.7271168939769268,25.0,-0.0014709008173667826,0.26220703125,4.470348358154297e-09,0.009159079364872013
335.00000000000085,614400,0.003940347122966159,0.04992343732458495,232,146.75,327.94,60,15.968717527389526,1.691951121389866,25.0,-0.0019339619153470266,0.276611328125,2.2351741790771484e-09,0.0069594645776305695
252.50000000000023,624640,0.0042931351981678745,0.0514303487604993,233,135.75,322.76,61,15.968716979026794,1.6313000455498696,25.0,-0.0018928272358607501,0.324169921875,9.313225746154785e-09,0.005907818691150623
225.0,634880,0.003361421296347089,0.05199303311344931,233,110.75,313.34,62,15.968714261054993,1.6356613129377364,25.0,-0.0016288645801978419,0.292041015625,-9.313225746154785e-09,0.00646080825736135
225.0,645120,0.003722056932849682,0.04899745175079819,233,93.5,306.5,63,15.968717032670975,1.619096578657627,25.0,-0.0013610282141598873,0.26513671875,-1.4901161193847657e-09,0.006142020883135047
250.0,655360,0.0036224686539185315,0.052306642568000106,233,108.75,307.19,64,15.968717831373215,1.6493635222315788,25.0,-0.0011568813177291303,0.26064453125,1.564621925354004e-08,0.0066094786872781695
227.5000000000002,665600,0.0030830453964597383,0.05377694487673346,233,113.75,310.61,65,15.968717283010482,1.6497714251279831,25.0,-0.001281505652150372,0.2811767578125,6.7055225372314455e-09,0.006810848148779769
227.5000000000002,675840,0.0030543507768697963,0.05329505558049359,233,118.75,314.15,66,15.968717569112778,1.6015348240733147,25.0,-0.0013941595076175871,0.23935546875,-1.4901161193847657e-09,0.007675623049817659
227.5000000000002,686080,0.002848098879724148,0.049509365034135985,233,126.75,320.96,67,15.968716490268708,1.6190448202192784,25.0,-0.0011860240130772582,0.224462890625,0.0,0.0067390334838250965
177.50000000000023,696320,0.0033734609273778915,0.050738944783394725,233,113.5,320.69,68,15.968716990947723,1.6524101421236992,25.0,-0.0009979632799513639,0.302197265625,-5.960464477539063e-09,0.005351939820889129
225.0,706560,0.003117824614946585,0.04881354178342755,233,106.25,317.12,69,15.968714737892151,1.6581863321363925,22.500000000000007,-0.001098225800160435,0.2451416015625,1.6763806343078613e-08,0.005755309112669238
175.0,716800,0.0036046635934553705,0.05161680864153456,233,87.5,308.26,70,15.968716537952423,1.5883513756096364,0.0,-0.0017414620189811103,0.30029296875,6.7055225372314455e-09,0.005377427679809444
225.0,727040,0.002629804846009165,0.04188284877399305,233,90.75,313.06,71,15.968717366456985,1.4107470765709877,0.0,-0.001406058434804436,0.1781494140625,-6.7055225372314455e-09,0.005710234128946468
175.0,737280,0.0038590435377045653,0.04513513299985524,233,78.0,312.43,72,15.968714874982833,1.5260040163993835,0.0,-0.0009761522767803398,0.2506591796875,1.4901161193847656e-08,0.003868963568226036
152.50000000000023,747520,0.004215384295866898,0.04424383825123446,233,67.0,311.07,73,15.968702000379562,1.5659358114004136,0.0,-0.001102669841293391,0.2797119140625,6.7055225372314455e-09,0.003042245491846529
127.50000000000021,757760,0.0033815761109963205,0.0517562798453302,233,66.0,307.28,74,15.968717014789581,1.6538147397339344,0.0,-0.0008368720475118608,0.263037109375,7.450580596923828e-09,0.007250849353431477
250.0,768000,0.0033038424896858487,0.051563427180933874,233,96.5,318.6,75,15.968717312812805,1.6700169742107391,0.0,-0.0013238406769232824,0.2703125,1.1175870895385742e-08,0.006470024795635254
400.0,778240,0.0036238340917748245,0.05194407818709679,233,135.5,328.57,76,15.968717527389526,1.7143956281244754,0.0,-0.0016789494417025707,0.3024169921875,-1.0430812835693359e-08,0.007136467484360765
400.0,788480,0.0029713273830111577,0.05230949880948763,233,158.75,337.85,77,15.968717473745347,1.6918946117162705,0.0,-0.0016162969106517267,0.2263916015625,2.2351741790771484e-09,0.010500865574476848
452.50000000000017,798720,0.0034525058025337784,0.056293367777325,233,181.25,336.89,78,15.968717652559281,1.6793418653309344,0.0,-0.0012308964505791664,0.268017578125,-7.82310962677002e-09,0.009116371509844613
452.50000000000017,808960,0.002807483989829507,0.049978855051785995,233,185.5,337.72,79,15.968717402219772,1.57208222001791,50.0,-0.0012380208383547143,0.1924072265625,-2.9429793357849122e-08,0.00861496700645148
427.5000000000002,819200,0.0032022635724842986,0.0521711814254331,233,175.5,335.16,80,15.968717658519745,1.620340397208929,50.0,-0.001837742425959732,0.2861083984375,1.7881393432617187e-08,0.007501449777919333
375.0,829440,0.0021266690372272025,0.05088467170680887,233,181.5,339.0,81,15.968717789649963,1.592599241435528,50.0,-0.0010594838746328604,0.1466552734375,-1.564621925354004e-08,0.012027571152430028
452.50000000000017,839680,0.0022824247515643493,0.049056725261333575,233,190.75,344.41,82,15.96871775984764,1.5234725788235663,50.0,-0.0013367664862016682,0.18642578125,-3.725290298461914e-09,0.010935333896486554
475.0,849920,0.0027585424684730244,0.04882851960422866,233,220.75,354.94,83,15.968717736005782,1.5070178791880608,75.0,-0.0011590744717977941,0.20380859375,-5.960464477539063e-09,0.011201192032604012
500.0,860160,0.002652614369105777,0.05009985909433125,233,228.5,360.23,84,15.968717563152314,1.5025166526436806,75.0,-0.000906876760564046,0.185791015625,-3.7252902984619143e-10,0.010839211111306212
385.00000000000085,870400,0.0031259699328870737,0.05289040703706257,233,208.5,358.6,85,15.968717908859253,1.5546225011348724,75.0,-0.0014543311968736815,0.2413330078125,1.4528632164001465e-08,0.010426374335656874
