P01:episode_rewards,fps,explained_variance,episode_length,clip_fraction,policy_loss,value_loss,PMM:episode_rewards,approx_kl_divergence,grad_norm,P09:episode_rewards,advantage_norm,policy_entropy,epoch_idx,frames
0.0,807,-0.622088149935007,294.84375,0.278515625,0.04412230886046018,228714430.59091562,37.5,1108530.2431115669,255159271.869845,100.0,15.968715834617615,0.0694972732793877,1,10240
0.0,734,-1.862645149230957e-08,289.90140845070425,0.02783203125,0.00010555659093824943,0.1856391961845006,17.95774647887324,0.3144644427507373,0.8954201692407286,25.0,15.968691843748093,0.01718498299972978,2,20480
0.0,775,-2.2351741790771484e-09,288.73,0.0,2.17948991121375e-07,2.055739631942304e-05,11.5,0.0,0.007300224687985847,0.0,15.69378274679184,2.7091329783957008e-06,3,30720
0.0,778,-1.3783574104309083e-08,286.18,0.0,-4.835100412492465e-07,4.862450756180803e-12,0.5,0.0,4.174401291419379e-06,0.0,8.582505364343524,2.8698173991870136e-06,4,40960
0.0,787,5.215406417846679e-09,286.48,0.0,-2.213819477958623e-07,3.319926626568703e-13,0.0,0.0,1.7966913287524875e-06,0.0,7.859984324872494,3.1440730921872272e-06,5,51200
0.0,789,-1.4901161193847657e-09,286.14,0.0,2.0231124722158711e-07,4.3270277043317764e-13,0.0,0.0,1.966899396947527e-06,0.0,6.557641622051596,3.549611896858096e-06,6,61440
0.0,788,-2.2351741790771484e-09,286.49,0.0,5.224463052400097e-07,0.0008223395173951422,0.0,1.1084466677857563e-13,0.04424021531314668,0.0,14.647176760435105,8.598113197422208e-06,7,71680
0.0,789,1.4156103134155273e-08,286.19,0.0,7.723493808953207e-08,2.7461399629162446e-06,0.0,2.1351522039481097e-05,0.0030527929139537308,0.0,15.49945821762085,0.0025894036076351767,8,81920
0.0,792,-1.862645149230957e-08,286.37,0.09375,0.009116596304883729,0.0022112884337044452,0.0,3.752952138334513,0.07429152957266859,0.0,15.953053677082062,0.005381945642109298,9,92160
0.0,795,-6.332993507385254e-09,286.18,0.0,2.0827826574532082e-07,9.034432458761301e-11,0.0,0.0,1.3201431754720234e-05,0.0,11.891769228875637,4.110516888644611e-07,10,102400
0.0,798,3.3527612686157227e-09,286.22,0.0,-4.6324771574290935e-08,3.7257949263634825e-13,0.0,0.0,1.4755964486905615e-06,0.0,8.837118443101645,4.1215569499541973e-07,11,112640
0.0,799,nan,286.23,0.0,-2.939642698152056e-08,7.071517114240439e-13,0.0,0.0,1.928775977607963e-06,0.0,7.006211060285568,4.1338320766470815e-07,12,122880
0.0,801,-8.568167686462402e-09,285.99,0.0,1.2839382634410868e-06,1.6025191555037071e-09,0.0,0.0,3.142962568675238e-05,0.0,12.197752174735069,4.147295209477875e-07,13,133120
0.0,803,-1.601874828338623e-08,286.32,0.0,-3.0275586482275685e-07,0.0009216660698827976,0.0,1.1937117960769684e-13,0.03529408888137726,0.0,15.95103429555893,3.4250939979685314e-05,14,143360
0.0,804,-8.195638656616212e-09,286.15,0.0,3.9793972064217085e-07,1.4534540385810924e-11,0.0,5.968558980384842e-14,2.2048055012248578e-05,0.0,12.011880837380886,7.184660989878466e-05,15,153600
0.0,805,4.8428773880004884e-09,286.24,0.0,3.395302712760895e-07,1.4552860452380318e-11,0.0,3.893774191965349e-13,4.157695853081537e-05,0.0,14.191779986023903,0.00015516442044827272,16,163840
0.0,803,2.2724270820617674e-08,285.78,2.44140625e-05,1.4370658391271719e-06,3.878374814841029e-08,0.0,3.652878120874448e-07,0.00036647252295095073,0.0,15.607764291763306,0.000966146723840211,17,174080
0.0,804,2.2351741790771484e-09,286.98,0.345654296875,0.004089938478580279,0.0016740448936460393,5.5,0.029780954739041476,0.04089360705623733,25.0,15.96596052646637,0.813502728290041,18,184320
0.0,804,-0.29158987328410146,289.68,0.4423583984375,0.009336453086143592,207.71650819985172,19.5,227.17790085078732,7772.599929037911,50.0,15.968633180856704,1.267140025053959,19,194560
0.0,804,-2.421438694000244e-08,289.95,0.317724609375,0.002756598012183531,0.003707598143581059,24.75,0.015763333251197765,0.06474101459074376,75.0,15.968533825874328,1.1253666538745164,20,204800
0.0,806,5.587935447692871e-09,290.52,0.3240478515625,0.0009874014336674008,0.0025144625068845073,27.5,0.006917223235586789,0.0424961893016814,75.0,15.968517029285431,1.3945638917386531,21,215040
0.0,804,-3.725290298461914e-09,293.75,0.2783935546875,-0.0002504566033167066,0.004360931891720554,35.25,0.005233565181195843,0.042919506207239874,100.0,15.968707591295242,1.460772605240345,22,225280
0.0,804,-1.862645149230957e-09,301.28,0.29384765625,-0.0009169575103442184,0.005222330546496323,62.25,0.00464801075864898,0.04853934771062973,150.0,15.968717193603515,1.6160898812115192,23,235520
0.0,804,-4.470348358154297e-09,306.89,0.2888916015625,-0.0009761150584381539,0.0046717135406902695,77.0,0.004541093337900292,0.04919352143751157,175.0,15.968701642751693,1.6524823293089868,24,245760
0.0,805,-2.570450305938721e-08,308.19,0.2542724609375,-0.0007633565619471483,0.005942378104373347,86.5,0.004260149855826967,0.04934768899898282,225.0,15.968717271089554,1.6823951475322247,25,256000
0.0,805,1.862645149230957e-09,304.46,0.2876953125,-0.001433752205048222,0.005266718839766327,83.75,0.005015434449296663,0.045276906087045786,175.0,15.96871725320816,1.689775263518095,26,266240
0.0,805,1.4528632164001465e-08,310.93,0.236767578125,-0.0015162089435762026,0.008270954412000719,96.0,0.0033781449856405744,0.0512109217521536,177.50000000000023,15.968717515468597,1.6614105157554149,27,276480
0.0,805,2.123415470123291e-08,317.9,0.285302734375,-0.0009346663271571742,0.007608448142087809,114.75,0.00414042789893756,0.052025821729664266,225.0,15.968713802099227,1.6701269134879113,28,286720
25.0,805,-2.9802322387695314e-09,321.16,0.2624267578125,-0.0009046929950272897,0.008060641726478935,126.25,0.00358751502932364,0.052355690260820056,252.50000000000023,15.96871787905693,1.6866154193878173,29,296960
0.0,806,-8.568167686462402e-09,327.2,0.2712158203125,-0.0011555908553418704,0.006933940058206645,150.0,0.003827192337826091,0.0522806069933631,427.5000000000002,15.968717539310456,1.6963609658181666,30,307200
0.0,806,-3.7252902984619143e-10,324.51,0.295751953125,-0.0014294912103650858,0.00872183445317205,149.5,0.0040409917912938905,0.05550223116431134,425.0,15.968717563152314,1.683351743221283,31,317440
0.0,804,4.097819328308106e-09,330.4,0.230322265625,-0.0012410111499775666,0.0072901362826655715,147.0,0.003363790998287186,0.04968478664998595,402.5000000000002,15.968717437982558,1.6715621002018453,32,327680
0.0,804,1.2665987014770507e-08,334.97,0.207470703125,-0.0011678125796606765,0.009126288580046094,156.25,0.0028518782504306727,0.05217215264462062,310.00000000000085,15.96871775984764,1.6641604043543339,33,337920
25.0,805,8.195638656616212e-09,340.07,0.2289306640625,-0.0012116798036004184,0.005911394441397988,139.0,0.0032087428662407546,0.05131884780017855,250.0,15.968715608119965,1.6438392288982868,34,348160
25.0,804,1.7136335372924803e-08,336.21,0.2604248046875,-0.001299662215024,0.00698182134237868,135.5,0.003639523394258504,0.05055443986002085,250.0,15.968717551231384,1.663851397484541,35,358400
0.0,804,-1.4156103134155273e-08,322.36,0.2564208984375,-0.0016485700376506428,0.004144161839411941,103.0,0.0031751336040656496,0.04481486379644185,227.5000000000002,15.96869066953659,1.6165588036179543,36,368640
0.0,804,1.1175870895385742e-09,310.65,0.2830322265625,-0.0019386672982363961,0.004937989776841789,84.75,0.003886168595215622,0.04943008689989125,177.50000000000023,15.968710428476333,1.59209948182106,37,378880
0.0,804,-3.725290298461914e-09,308.5,0.245068359375,-0.001297059204080142,0.005356633698283986,84.5,0.0033132295789755515,0.04629849959888601,150.0,15.968716603517532,1.5135706342756747,38,389120
0.0,804,1.080334186553955e-08,305.85,0.2982666015625,-0.0013887746703403537,0.003914414993602122,75.75,0.004174041199848944,0.0461616535539926,125.0,15.968709218502045,1.5016896083950997,39,399360
0.0,804,7.82310962677002e-09,299.27,0.235986328125,-0.0010764765611384064,0.0045342133476346195,64.5,0.0034747062490623646,0.0485444779525402,125.0,15.968713688850404,1.5664192400872707,40,409600
0.0,804,-1.601874828338623e-08,301.95,0.217919921875,-0.0009818826765695121,0.008117946709535317,73.75,0.0030804495375718944,0.053273615132553555,175.0,15.968717390298844,1.576646663993597,41,419840
25.0,805,-1.1175870895385742e-08,311.23,0.186572265625,-0.0010246089383144862,0.00888315840929863,103.75,0.0025397168450354,0.05113409371450559,200.0,15.968717670440673,1.5368839971721173,42,430080
25.0,804,-1.3411045074462891e-08,321.63,0.156884765625,-0.0010543774027610199,0.009998452555737457,131.25,0.0023364779308565177,0.04801883549757327,250.0,15.968717843294144,1.499476882815361,43,440320
50.0,805,3.725290298461914e-09,330.66,0.1717529296875,-0.0007062360120471567,0.008879719160904642,142.5,0.002421854575771931,0.05026867477643497,250.0,15.968717575073242,1.4611067295074462,44,450560
50.0,805,-6.332993507385254e-09,336.52,0.1971923828125,-0.001674705252662534,0.010003320620307931,167.75,0.0026360684591168137,0.048732820725882156,275.0,15.968717634677887,1.3943377710878848,45,460800
50.0,805,-7.078051567077636e-09,344.01,0.1962890625,-0.0006660359686065931,0.01279192518122727,190.5,0.002895543736485706,0.05340372971573707,277.5000000000002,15.96871770620346,1.3011915802955627,46,471040
75.0,805,-3.725290298461914e-09,341.29,0.1791015625,-0.001015440680203028,0.012001597040216439,202.75,0.002367771178282396,0.052903868985162215,302.5000000000002,15.968717801570893,1.3779007539153099,47,481280
97.5,806,3.7252902984619143e-10,340.99,0.205419921875,-0.0015782200978719629,0.012203849069192075,218.75,0.0031071682322362905,0.052757170053934044,302.5000000000002,15.968717807531357,1.4651468135416508,48,491520
75.0,806,3.3527612686157227e-09,334.99,0.15361328125,-0.0006975177362619434,0.011489231650193688,201.5,0.002232667426983426,0.051357566945511114,277.5000000000002,15.968717795610427,1.4364418223500253,49,501760
50.0,806,-8.195638656616212e-09,336.62,0.16416015625,-0.001041225585504435,0.009600702227908186,192.75,0.002458191286208944,0.049193951722491754,277.5000000000002,15.968717843294144,1.415692027658224,50,512000
75.0,806,-5.960464477539063e-09,335.72,0.1635498046875,-0.0015039856923976913,0.01204803221480688,193.75,0.0023653543008208544,0.04988399316980184,300.0,15.968717682361603,1.4185321561992168,51,522240
72.50000000000001,806,-1.0058283805847169e-08,332.98,0.231884765625,-0.0017730144885717892,0.009618681505526184,181.75,0.0036094741148986033,0.04720006637094296,300.0,15.96871770620346,1.3956433594226838,52,532480
75.0,806,-2.4959444999694825e-08,335.72,0.20166015625,-0.0013967338516522431,0.011628511775779771,196.5,0.00362662685196824,0.04264268768150011,302.5000000000002,15.968717795610427,1.3115131229162216,53,542720
75.0,806,7.82310962677002e-09,342.07,0.19951171875,-0.001365034898117301,0.012803419306874276,201.25,0.002796408119502303,0.04829735091384328,300.0,15.96871782541275,1.4480740822851659,54,552960
75.0,806,4.8428773880004884e-09,352.84,0.1951904296875,-0.0007333644723985344,0.01225813312048558,220.0,0.0028373024540996996,0.05599241027459432,325.0,15.968717819452285,1.6395525209605695,55,563200
97.5,807,7.450580596923829e-10,352.04,0.21025390625,-0.0016105823568068444,0.011507765721762552,227.0,0.00290706166642849,0.05486282349883755,350.0,15.968717831373215,1.6954912453889848,56,573440
72.50000000000001,807,-5.587935447692871e-09,345.63,0.2030029296875,-0.0008062479060754413,0.013204566884814995,219.0,0.002704338148168972,0.0561962355397818,375.0,15.968717896938324,1.758247323334217,57,583680
72.50000000000001,807,-1.0058283805847169e-08,348.1,0.287060546875,-0.0017155287485365988,0.011880402373935794,230.0,0.0035779874005129387,0.056952387117263435,402.5000000000002,15.96871782541275,1.768429061025381,58,593920
50.0,807,1.3411045074462891e-08,343.7,0.2575439453125,-0.0015860985371546122,0.010257111185637768,222.75,0.0029101201429512003,0.05706254861078806,477.5000000000002,15.968717616796493,1.765869416296482,59,604160
50.0,807,-1.564621925354004e-08,343.34,0.25068359375,-0.0015141542058699996,0.009198326313162397,208.5,0.003434667542785519,0.052633297354211725,452.50000000000017,15.968717670440673,1.7111322090029717,60,614400
25.0,807,-7.078051567077636e-09,331.93,0.2543701171875,-0.0015734294582216534,0.00936086631627404,175.5,0.004121006079515155,0.05152107390935471,332.5000000000006,15.968717741966248,1.675156682729721,61,624640
47.50000000000001,807,-2.9802322387695314e-09,327.97,0.23115234375,-0.0014125969479209743,0.010163629061753453,158.5,0.0030301736624039678,0.05210087096803573,275.0,15.968717634677887,1.64378028139472,62,634880
25.0,807,3.3527612686157227e-09,333.08,0.2337158203125,-0.0010563533593085594,0.00968732897663358,160.0,0.003082851129931896,0.05375860773734288,275.0,15.968717616796493,1.6800478741526603,63,645120
50.0,807,-9.313225746154785e-09,343.66,0.203515625,-0.0013915501956944353,0.009083632800593478,168.0,0.0025357134503337874,0.05557700520274117,275.0,15.968717712163926,1.6729324460029602,64,655360
50.0,807,5.587935447692871e-09,351.13,0.2682373046875,-0.000725401884119492,0.009017039558648321,171.75,0.003823468408006647,0.054511831025128674,300.0,15.968716716766357,1.6829734660685063,65,665600
50.0,807,-3.725290298461914e-09,351.45,0.21240234375,-0.0014883711395668798,0.008830497676353844,164.5,0.002894527477161546,0.051678245500715723,275.0,15.968717575073242,1.6034292094409466,66,675840
