grad_norm,value_loss,fps,policy_loss,approx_kl_divergence,clip_fraction,explained_variance,episode_length,P09:episode_rewards,epoch_idx,policy_entropy,advantage_norm,P01:episode_rewards,PMM:episode_rewards,frames
246.3263722940209,33.29772935982328,177,0.00855741967279755,0.4890163713385853,0.280859375,-0.016312739998102187,315.6,235.00000000000014,1,1.6987565756775438,15.968719345331191,25.0,110.0,10240
0.830042034303823,0.041003441147040576,183,-0.0019507911752953077,0.0024610412943218305,0.179638671875,3.7252902984619143e-10,318.33870967741933,269.99999999999994,2,1.7744588270783423,15.968718701601029,25.0,112.90322580645162,20480
0.3262019490874883,0.025767749326769264,188,-0.0017338655745334109,0.0012494283129768746,0.0776611328125,-1.862645149230957e-09,325.1595744680851,275.0,3,1.7801583595573902,15.968718248605729,25.0,131.38297872340425,30720
0.13645586250730157,0.024691630713641645,190,-0.0014859077436994994,0.0007893903210998588,0.0421142578125,-1.30385160446167e-08,332.26,277.5000000000002,4,1.773113989830017,15.968718314170838,25.0,157.75,40960
0.10750689440049602,0.024601589163648897,192,-0.0011602055237744935,0.0005641843548879422,0.019677734375,0.0,344.25,352.5000000000002,5,1.7658614650368691,15.968718320131302,50.0,191.5,51200
0.08114685790903513,0.021352909784764052,193,-0.000735256420011865,0.00029087172471093937,0.0,7.078051567077636e-09,346.56,375.0,6,1.7854244858026505,15.968718272447585,50.0,195.25,61440
0.07076647889057926,0.02012199477176182,193,-0.0005128863929712679,0.0001668943967459313,0.0,-3.129243850708008e-08,346.87,402.5000000000002,7,1.7838366843760014,15.968718135356903,47.50000000000001,197.0,71680
0.07245706349177528,0.023369320374331436,193,-0.0009096553039853461,0.00020356027097427897,0.0009765625,-7.82310962677002e-09,344.68,502.5000000000002,8,1.7819433517754077,15.968718260526657,25.0,197.5,81920
0.07341086049565385,0.02477597822144162,193,-0.000580111144881812,0.0001418982804209712,0.0,3.725290298461914e-09,349.03,550.0,9,1.76687041670084,15.96871833205223,50.0,215.5,92160
0.06969778576821019,0.02253799421596341,193,-0.0007577289430628298,0.00020118330719647303,0.0,-6.7055225372314455e-09,352.95,550.0,10,1.7772694855928421,15.968718099594117,50.0,224.5,102400
0.07212103423425856,0.022114281528047286,193,-0.00036480754024523774,0.00011514502433964679,0.0,-1.2293457984924316e-08,353.68,575.0,11,1.7827281378209592,15.968718093633651,50.0,232.25,112640
0.06713246799326802,0.02080807666061446,193,-0.0008595835104642901,0.00018094031137785293,0.0,-1.9371509552001954e-08,339.58,407.5000000000006,12,1.7793286107480526,15.968718004226684,47.50000000000001,194.0,122880
0.06792890688798275,0.02028351505723549,193,-0.0006722264981362969,0.00016158889086383965,0.0,-1.4528632164001465e-08,340.18,402.5000000000002,13,1.77032670378685,15.968717944622039,25.0,186.0,133120
0.06628336577821047,0.02418432346312329,193,-0.0005036033162468811,0.00014036243353388045,0.0,-4.470348358154297e-09,341.13,455.0000000000004,14,1.7726271867752075,15.968718260526657,25.0,193.25,143360
0.06354963716025107,0.019821012995089406,194,-0.0006730020948452875,0.00017616521307139976,0.0,-2.0861625671386717e-08,340.3,402.5000000000002,15,1.787183763831854,15.968718034029006,50.0,186.75,153600
0.06363874148020834,0.019984721575747245,194,-0.0006353681048494764,0.00014371484639070787,0.0,-2.905726432800293e-08,342.74,325.0,16,1.7861449405550958,15.968718147277832,50.0,179.5,163840
0.0651330124573222,0.020391921178088523,194,-0.0003494996333756717,8.55652034671195e-05,0.0,4.097819328308106e-09,336.71,252.50000000000023,17,1.7776718206703663,15.968718194961548,50.0,163.75,174080
0.0674886560531027,0.02369473637372721,193,-0.0006798236317990813,0.00016867967813460893,0.0,-1.0430812835693359e-08,344.48,275.0,18,1.781812035292387,15.968718320131302,50.0,172.5,184320
0.06782618762250103,0.02002975341747515,193,-0.0007122593044186943,0.00016283794004934293,0.0,-1.1548399925231934e-08,338.36,300.0,19,1.7883968241512775,15.96871811747551,50.0,178.25,194560
0.066042627314974,0.019856051256647335,194,-0.0007885080343839945,0.00018198252365415614,0.0,-1.080334186553955e-08,341.92,327.5000000000002,20,1.7793205313384532,15.968718069791795,50.0,186.0,204800
0.06461235408866484,0.020139659085543826,195,-0.0006983626091823681,0.00018215165957720104,0.0,3.7252902984619143e-10,337.5,325.0,21,1.778478067368269,15.968718034029006,50.0,174.25,215040
0.06370049149110417,0.019022133853286504,195,-0.0005239588690528763,0.00013896245847888622,0.0,2.6077032089233397e-09,337.45,302.5000000000002,22,1.7873470947146415,15.968717944622039,47.50000000000001,164.75,225280
0.06011951482057537,0.01811394445830956,195,-0.00041717965286807156,9.440902042747723e-05,0.0,6.332993507385254e-09,335.17,302.5000000000002,23,1.7867569871246816,15.96871799826622,25.0,155.0,235520
0.05782611971384701,0.019125637254910545,195,-0.0005022624711273238,0.00011825797770725899,0.0,2.6077032089233397e-09,334.31,360.0000000000009,24,1.788937421888113,15.968718183040618,25.0,160.0,245760
0.055314846682721505,0.02236994804115966,194,-0.000460616188502172,9.966293387115854e-05,0.0,1.825392246246338e-08,335.86,327.5000000000002,25,1.7854110576212405,15.968718159198762,25.0,169.75,256000
0.054833271128635744,0.022074249247089027,195,-0.0006550135349243646,0.0001435496252121027,0.0,-1.080334186553955e-08,340.28,327.5000000000002,26,1.7776274234056473,15.968718236684799,50.0,179.25,266240
0.05608823417498556,0.01910571181215346,195,-0.0007231942807266023,0.0001622874065560609,0.000732421875,4.470348358154297e-09,340.26,355.00000000000045,27,1.7824836872518062,15.968718063831329,50.0,184.0,276480
0.05799873926331985,0.02153914535010699,195,-0.0005553532948397333,0.00012133014683826104,0.0,-1.080334186553955e-08,338.26,500.0,28,1.7860012084245682,15.96871822476387,25.0,190.75,286720
0.05662508706436127,0.021976674563484268,195,-0.0006110979993536603,0.00014715119379253848,0.0,-1.3411045074462891e-08,340.52,500.0,29,1.7838823914527893,15.968718284368515,25.0,199.5,296960
0.0539092994085837,0.021969619163428433,195,-0.0005872939815162681,0.00011956167520352779,0.0,-2.0116567611694337e-08,340.13,502.5000000000002,30,1.7781786918640137,15.96871834397316,25.0,198.25,307200
0.05598892485777286,0.022633673954987898,195,-0.0005768650426034583,0.00014139224002320815,0.0,-1.3411045074462891e-08,341.73,452.50000000000017,31,1.770589754730463,15.968718284368515,25.0,197.5,317440
0.05724875182565627,0.021336448358488268,195,-0.0005009134300053119,0.00010303292043971624,0.0,9.685754776000977e-09,336.01,402.5000000000002,32,1.7741633877158165,15.968718087673187,47.50000000000001,187.75,327680
0.056979239771801936,0.02161648723995313,194,-0.00046102625601633916,0.00011515162772042231,0.0,-1.5273690223693846e-08,332.6,400.0,33,1.7771496050059796,15.96871812939644,50.0,181.25,337920
0.0562536827488607,0.01687916888622567,194,-0.0003908000730007188,9.620472603497632e-05,0.0,-1.601874828338623e-08,332.35,277.5000000000002,34,1.7796149417757987,15.968717873096466,50.0,169.0,348160
0.05539926812629128,0.02029747532797046,194,-0.000514262175784097,0.00011491481102687828,0.0,-1.564621925354004e-08,333.59,332.5000000000006,35,1.7831460908055305,15.968718296289444,50.0,170.75,358400
