#{"t_start": 1542563573.5958073, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,224,6.77343
0.0,127,9.355609
0.0,129,12.214908
2.0,206,17.011242
4.0,297,23.825931
2.0,190,28.256371
0.0,127,30.951792
0.0,127,33.617191
0.0,127,36.265965
3.0,250,42.172279
0.0,127,44.955229
2.0,224,50.001132
0.0,125,52.842263
1.0,175,56.538151
0.0,129,59.384626
0.0,127,62.140967
0.0,125,64.91785
0.0,127,67.561332
0.0,127,70.334448
2.0,182,74.16664
0.0,129,77.081951
0.0,129,79.867086
0.0,127,82.492494
1.0,173,86.356478
0.0,127,89.329008
1.0,154,92.678187
1.0,154,95.997182
2.0,187,100.278167
0.0,125,103.072733
0.0,127,105.783706
0.0,125,108.627877
2.0,203,113.304323
0.0,129,116.114473
0.0,127,118.59883
0.0,127,121.32402
9.0,380,130.503675
0.0,129,133.12572
2.0,223,138.327796
0.0,125,140.960352
3.0,248,146.436066
0.0,129,149.205134
2.0,202,153.659303
4.0,301,160.443763
0.0,127,163.163278
5.0,351,171.173683
0.0,129,174.181337
1.0,157,177.692265
0.0,127,180.372759
2.0,204,185.264899
0.0,125,187.898324
0.0,125,190.621307
1.0,173,194.359256
2.0,200,198.894266
1.0,153,202.059945
9.0,404,211.523872
0.0,125,214.149576
4.0,302,221.115842
0.0,125,223.621436
0.0,129,226.338483
2.0,200,230.948442
0.0,127,233.733155
0.0,129,236.41429
0.0,127,239.097814
5.0,350,247.204911
0.0,127,250.007428
5.0,352,258.021532
2.0,202,262.481014
0.0,127,265.085724
5.0,352,273.189085
5.0,329,280.485201
0.0,127,283.201294
1.0,174,286.925222
0.0,127,289.576829
0.0,129,292.325197
5.0,350,300.10655
9.0,404,309.35896
5.0,326,316.752914
0.0,129,319.387836
1.0,155,322.687217
0.0,125,325.266452
0.0,129,328.090429
2.0,202,332.425963
0.0,129,335.052122
4.0,297,341.88009
2.0,200,346.295356
0.0,127,348.84654
6.0,421,358.284091
0.0,127,360.828871
0.0,129,363.660047
10.0,454,374.058026
0.0,129,376.719332
0.0,125,379.413123
5.0,350,387.367008
0.0,127,389.803466
3.0,248,395.199543
0.0,129,398.072668
0.0,125,400.785179
5.0,350,409.024045
5.0,350,416.956613
2.0,200,421.652986
5.0,350,429.485737
2.0,202,433.962915
0.0,129,436.647036
0.0,129,439.477427
2.0,202,444.018027
3.0,248,449.584903
3.0,251,455.163052
1.0,173,459.037531
2.0,202,463.334984
0.0,125,465.954164
4.0,299,472.59692
0.0,125,475.197694
11.0,479,486.007122
4.0,319,493.31306
0.0,129,495.846872
0.0,127,498.648113
4.0,297,505.416492
1.0,177,509.261628
9.0,404,518.433152
0.0,125,520.93087
0.0,127,523.645752
3.0,248,529.308771
7.0,322,536.319468
0.0,125,539.030817
