policy_loss,P09:episode_rewards,epoch_idx,advantage_norm,frames,value_loss,policy_entropy,clip_fraction,PMM:episode_rewards,grad_norm,fps,explained_variance,episode_length,approx_kl_divergence,P01:episode_rewards
0.011950647968842532,300.0,1,15.968719482421875,10240,18.05240051737055,1.691552672162652,0.3516357421875,106.45161290322581,148.39280588392074,250,-0.07093278989195824,314.258064516129,0.06242999757014385,25.0
-0.0007861183888962841,325.0,2,15.968719440698624,20480,0.1606257301289588,1.7369963683187961,0.18095703125,165.83333333333334,1.7926293954872974,248,-2.123415470123291e-08,334.25,0.002846301335057433,25.0
-0.0009173220585580566,375.0,3,15.968719065189362,30720,0.06437752192141488,1.762724617868662,0.1201904296875,179.44444444444446,0.9774464546506809,263,-7.82310962677002e-09,338.1333333333333,0.0016728108767438243,25.0
-0.0015121290109163966,330.0000000000004,4,15.96871829032898,40960,0.02642988539300859,1.7607892535626888,0.1029296875,184.25,0.37648357252436115,272,-4.470348358154297e-09,337.85,0.001473582447266608,50.0
-0.0018514326178774355,400.0,5,15.968718034029006,51200,0.018742154704523274,1.7785475037992,0.0302978515625,175.75,0.1339204775946103,279,4.470348358154297e-09,330.15,0.0007314338612175675,47.50000000000001
-0.0007240206687129103,400.0,6,15.96871799826622,61440,0.016685816561221145,1.7729818798601626,0.0,146.0,0.08573424919134745,285,3.7252902984619143e-10,321.87,0.0002767108357247139,25.0
-0.0009670114332038793,402.5000000000002,7,15.968718016147614,71680,0.019393651402788238,1.7736401431262494,0.0,166.5,0.07722364931268362,288,-1.1920928955078126e-08,331.67,0.000342932045476374,25.0
-0.0005067031324870186,425.0,8,15.968717914819717,81920,0.01687229687522631,1.7821291089057922,0.0,158.5,0.07370289857960101,290,-1.7881393432617187e-08,329.21,0.00014783077078561746,25.0
-0.001119392044711276,427.5000000000002,9,15.968718135356903,92160,0.017427484586369245,1.7870814375579358,0.0,168.5,0.07866845252820119,294,-2.644956111907959e-08,330.75,0.0003292812515638843,25.0
-0.001131358746533806,302.5000000000002,10,15.968717986345291,102400,0.017132766502618323,1.7789805248379706,0.0042236328125,145.5,0.07216554868970869,296,3.3527612686157227e-09,323.23,0.00026233488395988047,25.0
-0.000824785401346162,252.50000000000023,11,15.968718034029006,112640,0.016743559821043162,1.764657386392355,0.0,138.5,0.06438132820767335,297,1.564621925354004e-08,320.11,0.0001888326360685255,25.0
-0.0006427224972867407,252.50000000000023,12,15.968717968463897,122880,0.018302490143105386,1.760573397576809,0.0035400390625,140.25,0.06597227741677515,298,-6.7055225372314455e-09,325.14,0.0002548161587107245,25.0
-0.0005609910549537744,310.00000000000085,13,15.968718123435973,133120,0.019442719785729423,1.7802570834755898,0.0,154.75,0.07176325444007306,299,1.2665987014770507e-08,326.31,0.00014278589260960928,25.0
-0.0008088379516266286,450.0,14,15.968718409538269,143360,0.024558045802405105,1.783797412365675,0.003076171875,191.75,0.06898326357177956,298,1.1175870895385742e-08,339.33,0.0002070115577071263,50.0
-0.0004343009164585965,457.5000000000006,15,15.96871839761734,153600,0.024646935798227788,1.7856587491929532,0.0,204.75,0.06853213776713106,300,4.470348358154297e-09,339.81,0.00011527021720141306,50.0
-0.0006859099950816017,527.5000000000002,16,15.968718415498733,163840,0.024984362057875843,1.7719892390072345,0.0,213.75,0.07075810288596586,301,3.3527612686157227e-09,343.36,0.00017053894551866122,50.0
-0.000632796988429618,452.50000000000017,17,15.968718057870865,174080,0.020998114321264437,1.7784080684185029,0.0,214.75,0.06807031941171168,300,1.899898052215576e-08,346.92,0.00015965322745117305,50.0
-0.0006241860173759051,477.5000000000002,18,15.968718147277832,184320,0.0223469577729702,1.775268740952015,0.0,212.75,0.06699005236548383,300,-2.2351741790771484e-09,348.83,0.00016400533314495647,50.0
-0.00044261842158448416,382.5000000000007,19,15.968718236684799,194560,0.023790422652382404,1.7834692172706128,0.0,201.25,0.05511579190496461,300,5.215406417846679e-09,343.62,0.00010523358140517303,50.0
-0.0006139137367426883,477.5000000000002,20,15.968718135356903,204800,0.02235619436833076,1.785350226610899,0.0,207.25,0.057017737810127186,300,2.6077032089233397e-09,342.64,0.00014019199935617622,50.0
-0.0006641594940447248,450.0,21,15.968718087673187,215040,0.020426338183460756,1.7797993175685405,0.0,191.75,0.056075847410975245,300,-8.195638656616212e-09,342.9,0.00014731863037980019,50.0
-0.0006818569694587495,525.0,22,15.968718105554581,225280,0.023960388932027853,1.7742602966725827,0.0,207.75,0.05916700793736536,300,-1.2665987014770507e-08,347.82,0.00017084408677447982,47.50000000000001
