clip_fraction,fps,frames,epoch_idx,policy_entropy,value_loss,PMM:episode_rewards,approx_kl_divergence,episode_length,advantage_norm,P01:episode_rewards,policy_loss,explained_variance,P09:episode_rewards,grad_norm
0.3592041015625,165,10240,1,1.4352568551898002,1.060789340455085,218.0,0.009096895096901182,372.96,15.968719333410263,110.0,0.007109500186925288,0.09295165613293647,460.00000000000034,34.959863636366435
0.1925048828125,149,20480,2,1.6453871846199035,0.1946319231297821,221.8181818181818,0.002846825137249311,359.0181818181818,15.968719214200974,100.0,-0.002807172032771632,0.38891943767666814,470.0000000000003,4.900926740237807
0.155615234375,157,30720,3,1.672335831820965,0.18396774511784314,223.51190476190476,0.002392241967846106,358.5357142857143,15.968719118833542,82.50000000000001,-0.002961891345694312,0.5412128131836653,375.0,5.2783692061042675
0.1322021484375,163,40960,4,1.7122587516903878,0.15313257868401706,240.75,0.0020703882438969567,358.17,15.96871924996376,100.0,-0.0033535185946675485,0.6634858012199402,385.00000000000085,4.464192066045357
0.156982421875,167,51200,5,1.7255262784659862,0.14911433905363083,261.25,0.0024309967842331215,362.51,15.968719416856766,122.5,-0.003717478583712364,0.7118071861565113,527.5000000000002,4.217466724252768
0.1191650390625,169,61440,6,1.7243680082261563,0.14922265806235374,280.5,0.001944534312451984,370.28,15.968719285726547,150.0,-0.004259056196679012,0.6137136869132519,550.0,3.6091664466175266
0.1619873046875,171,71680,7,1.7204054675996303,0.15653763259761036,288.0,0.0024703066902023985,374.8,15.968719333410263,150.0,-0.004099116732686525,0.6475639507174492,575.0,3.9112133104178377
0.1106689453125,173,81920,8,1.7158310458064079,0.13816443779505788,288.75,0.001903330002369644,377.26,15.968719357252121,150.0,-0.004849750045104883,0.6660873237997293,575.0,3.3692433894004252
0.106689453125,174,92160,9,1.7203966923058034,0.14134686468169094,289.25,0.0017824351562697501,372.27,15.968719166517257,150.0,-0.005018793314229697,0.6712508883327246,575.0,3.0868996559735438
0.16474609375,176,102400,10,1.7127567417919636,0.13685185136273503,300.5,0.0025541924539996584,382.06,15.968719166517257,150.0,-0.005415878917119699,0.7929043009877205,552.5000000000002,2.8396340580241537
0.13662109375,177,112640,11,1.715802086889744,0.13087139884009957,318.75,0.002120413876264434,383.22,15.968719345331191,150.0,-0.007005135231156601,0.82539745233953,577.5000000000002,2.4981114242752818
0.1463134765625,178,122880,12,1.725595097243786,0.1451671921648085,335.75,0.002384706381940615,391.01,15.968719321489335,150.0,-0.006957669138500933,0.7827513262629509,600.0,2.561458412308546
0.1420166015625,178,133120,13,1.7259900845587253,0.13263667803257703,327.0,0.0022442650634733052,391.19,15.968719345331191,172.5,-0.005970178735151421,0.772471210360527,552.5000000000002,3.124868499343917
0.126953125,179,143360,14,1.716685090959072,0.10896754891145974,319.5,0.002036933363638397,386.02,15.968719244003296,150.0,-0.006701228160818573,0.7389819949865342,600.0,2.036899764137916
0.1159423828125,179,153600,15,1.7292719610035419,0.11969251907430589,340.25,0.0018776410070816137,393.38,15.96871930360794,150.0,-0.006905187651136657,0.774543346837163,625.0,2.06185838695753
