clip_fraction,episode_length,P09:episode_rewards,fps,value_loss,P01:episode_rewards,PMM:episode_rewards,frames,approx_kl_divergence,policy_loss,advantage_norm,grad_norm,epoch_idx,policy_entropy,explained_variance
0.0,333.33,352.5000000000002,189,0.023163000034401193,25.0,172.0,348160,0.00011771660245187831,-0.0005455237798742019,15.96871829032898,0.054221905924186145,34,1.7741811163723469,-5.587935447692871e-09
0.0,339.24,302.5000000000002,189,0.02053371908259578,25.0,167.75,358400,8.19845894394433e-05,-0.0003327095095301047,15.96871821284294,0.0523596008813624,35,1.7701721504330634,-2.2351741790771484e-08
0.0,339.32,302.5000000000002,189,0.02367796913604252,50.0,180.25,368640,9.102402021206046e-05,-0.0003433962352573872,15.968718320131302,0.0554641032982624,36,1.769382069259882,-3.3527612686157227e-09
0.0,341.2,480.00000000000045,189,0.02329224336426705,50.0,199.0,378880,7.602899930603257e-05,-0.00028182838432257997,15.968718278408051,0.05438022506236334,37,1.7787294059991836,3.3527612686157227e-09
0.0,341.27,525.0,189,0.021424963185563684,50.0,203.0,389120,0.00012075365124708526,-0.0005487644270033343,15.968718087673187,0.0555129717114593,38,1.7828926019370557,-2.7567148208618165e-08
0.0,342.57,550.0,190,0.021340611192863436,50.0,213.75,399360,0.00016129998849834237,-0.0006732706693583168,15.968718218803406,0.05813442950668204,39,1.7802437521517276,-5.960464477539063e-09
0.0,345.95,475.0,190,0.02098939115239773,50.0,201.25,409600,8.743652824350079e-05,-0.0003634232583863195,15.96871812939644,0.05256408576634926,40,1.7827907830476761,-4.8428773880004884e-09
0.0,342.18,402.5000000000002,190,0.021108770012506283,47.50000000000001,190.5,419840,0.00014318214778512582,-0.0006108047025918494,15.968718004226684,0.05213931176029161,41,1.7793794833123684,-4.1350722312927245e-08
0.0,338.81,302.5000000000002,189,0.020605117484228684,25.0,173.75,430080,0.00015717655346989546,-0.000700437639534357,15.968718081712723,0.05602672202905834,42,1.7807426862418652,-1.1920928955078126e-08
0.0,333.49,302.5000000000002,190,0.019924828663351945,25.0,170.75,440320,0.00011949428696027553,-0.0004657810819480801,15.968718200922012,0.05864926317921987,43,1.785686655342579,1.3411045074462891e-08
0.0,340.82,330.0000000000004,190,0.023108674614923073,25.0,189.75,450560,0.00011583672117581046,-0.0005213406999246218,15.968718159198762,0.0549296477704632,44,1.7845700919628142,-9.313225746154785e-09
0.0,342.99,350.0,190,0.0215671483281767,25.0,190.25,460800,0.00013495185901248873,-0.0005469806361361407,15.9687180519104,0.05750670227608231,45,1.7809629455208777,3.725290298461914e-09
0.0,344.74,407.5000000000006,190,0.019813257845817132,47.50000000000001,194.25,471040,0.00015886361969918994,-0.0006693227741379814,15.968718057870865,0.05688478916345709,46,1.7796670198440552,4.8428773880004884e-09
0.0,343.03,452.50000000000017,190,0.02034316669451073,25.0,190.25,481280,9.455453195670316e-05,-0.0003554467022695462,15.968717980384827,0.05390793820997601,47,1.7854981288313865,1.862645149230957e-08
0.0,335.89,475.0,190,0.0186085308319889,47.50000000000001,179.25,491520,0.00015044153025627337,-0.0006650728897511726,15.968718099594117,0.05698288216435012,48,1.7854912489652635,-9.685754776000977e-09
0.0,335.19,402.5000000000002,190,0.022797421435825527,50.0,176.25,501760,0.00010454591781847711,-0.00041560278696124443,15.968718159198762,0.053670027661294716,49,1.7824618883430958,-1.1920928955078126e-08
0.0,327.29,257.5000000000006,190,0.017539769926224837,50.0,156.75,512000,8.319916144472472e-05,-0.0003366977678524563,15.968717908859253,0.05134444100107607,50,1.7841317310929299,-6.7055225372314455e-09
0.0,326.35,325.0,190,0.021736686036456378,50.0,165.75,522240,0.00011672988020805519,-0.0005400509860919555,15.96871801018715,0.05639859710053883,51,1.7871796280145644,-1.1175870895385742e-09
0.0,327.99,277.5000000000002,190,0.019633371906820685,50.0,153.0,532480,0.00013799438317718682,-0.0005707081476430176,15.968718147277832,0.055034252072642585,52,1.7843029975891114,-1.1175870895385742e-08
0.0,329.15,300.0,190,0.018350854940945283,25.0,158.5,542720,0.00012906118803179822,-0.0005462275272293482,15.968718039989472,0.05644860549577313,53,1.7754180133342743,1.4901161193847657e-09
0.0,332.48,300.0,190,0.02016110160620883,25.0,158.5,552960,0.0001669739787722335,-0.0007832446051907027,15.968718236684799,0.05751709325149831,54,1.7765675008296966,1.0058283805847169e-08
0.0,330.41,300.0,190,0.02223362068179995,25.0,154.5,563200,0.00012571041474114254,-0.00047738755110913187,15.96871817111969,0.05290469770895463,55,1.7764250807464124,-8.940696716308593e-09
0.0,336.87,307.5000000000006,190,0.02052765334228752,47.50000000000001,171.25,573440,0.0001279017363732038,-0.0006172329791297671,15.968718069791795,0.05697652718179062,56,1.783171721547842,-1.7508864402770997e-08
0.0,339.08,410.00000000000085,190,0.024956849566660822,47.50000000000001,193.0,583680,0.00015437078204314503,-0.0006653526696027256,15.968718403577805,0.05691990691883013,57,1.7810465648770333,-6.7055225372314455e-09
0.0,337.48,377.5000000000002,190,0.018557341617997734,50.0,184.5,593920,0.0001377981524292693,-0.0005493572411069181,15.96871811747551,0.055378063118535235,58,1.7838578425347804,-8.195638656616212e-09
0.0,336.42,377.5000000000002,190,0.021604958834359422,25.0,179.25,604160,0.00011561808555313747,-0.0005391111379140056,15.96871811747551,0.05648254054088936,59,1.7847405321896077,-1.4901161193847656e-08
0.0,340.4,325.0,190,0.023073862510500476,50.0,178.25,614400,9.22367264557522e-05,-0.0003954112802603049,15.968718284368515,0.0566430311781085,60,1.7735759153962136,1.1548399925231934e-08
0.0,341.4,325.0,189,0.021645468170754613,50.0,179.25,624640,0.000122922237443035,-0.0005687546414264944,15.968718326091766,0.056648468765916206,61,1.7788290783762932,-7.450580596923829e-10
0.0,346.05,360.0000000000009,189,0.024935975385596977,50.0,201.0,634880,8.867446244877896e-05,-0.0003764918454180588,15.968718165159226,0.05402327029779014,62,1.7723272740840912,2.2351741790771484e-08
0.0,346.45,350.0,189,0.027890687409671953,50.0,203.75,645120,0.00012717566408211313,-0.0005289978649670957,15.968718421459197,0.05739558882303412,63,1.7749960243701934,-2.60770320892334e-08
0.0,350.81,450.0,189,0.027815318934153767,75.0,222.25,655360,0.00014655816609447924,-0.0007141340320231393,15.968718469142914,0.060396798693952036,64,1.7797184094786644,1.2665987014770507e-08
0.0,360.32,477.5000000000002,190,0.02315021557442378,75.0,249.75,665600,0.00012688860525447154,-0.00046840698050800713,15.968718230724335,0.057378710456764945,65,1.7848204955458642,-1.1548399925231934e-08
0.0,353.07,525.0,189,0.02035861662006937,50.0,233.25,675840,8.450286150196717e-05,-0.0003635048946307506,15.968718081712723,0.05248644944699048,66,1.7814449965953827,2.7567148208618165e-08
0.0,349.99,530.0000000000005,189,0.023072108259657397,50.0,232.25,686080,0.00014746621826979833,-0.0006486255530035123,15.968718302249908,0.053676215855586754,67,1.779125951975584,-1.6391277313232423e-08
0.0,342.66,450.0,190,0.018389569126884452,50.0,195.75,696320,8.849532105319469e-05,-0.000370039025983715,15.968717944622039,0.05505574357558261,68,1.78027710840106,3.3527612686157227e-09
0.0,342.19,427.5000000000002,190,0.019900727266212927,50.0,189.5,706560,0.00021078726292316218,-0.0009374206332722679,15.968717938661575,0.0580397273569061,69,1.7828653492033482,-4.8428773880004884e-09
0.0,333.02,325.0,190,0.01995882428018376,25.0,161.0,716800,9.501248000702845e-05,-0.00039947806108102667,15.968718045949936,0.05604351925447256,70,1.7817644037306308,-3.7252902984619143e-10
0.0,330.66,427.5000000000002,190,0.017630520515376703,25.0,166.0,727040,0.0001117203054825211,-0.0005353974656827631,15.968718081712723,0.055089122588075023,71,1.783483112603426,-1.564621925354004e-08
0.0,326.07,377.5000000000002,190,0.021602045238250867,22.500000000000007,161.0,737280,0.0001510218654157569,-0.0007018981930741574,15.96871811747551,0.05637085040946832,72,1.782556950300932,-2.0489096641540527e-08
0.0,327.31,352.5000000000002,190,0.015331002064340283,0.0,153.0,747520,0.00014798401823084005,-0.0006375636019583907,15.968717849254608,0.05572116102908187,73,1.7847036771476268,-2.60770320892334e-08
0.0,327.22,405.00000000000045,190,0.01873088528227527,25.0,161.75,757760,0.00012177802128832127,-0.0005180225816729944,15.968718045949936,0.05141491351552091,74,1.785660993307829,-1.1175870895385742e-09
0.0,332.13,477.5000000000002,190,0.021393644236377442,25.0,175.5,768000,0.00015814057369958334,-0.0006833714913227595,15.968718355894088,0.05771531815186719,75,1.788618190586567,-1.564621925354004e-08
0.0,333.84,525.0,190,0.016918763163266702,25.0,176.5,778240,9.044018941750664e-05,-0.0004224641874316148,15.968717962503433,0.0566087455575711,76,1.7862083658576011,-5.215406417846679e-09
0.0,340.45,477.5000000000002,190,0.021960968885105105,25.0,184.25,788480,0.00015279362389719608,-0.0006948737602215261,15.968718081712723,0.0556735843521599,77,1.7775784000754355,-3.166496753692627e-08
0.0,339.67,475.0,190,0.01951729122665711,25.0,173.75,798720,0.00010341553987345265,-0.00040091647097142415,15.968717962503433,0.05789706295289941,78,1.785683511942625,1.4901161193847657e-09
0.0,335.84,355.00000000000045,190,0.02222593740152661,50.0,177.75,808960,0.00010247191299477265,-0.00045808147860952885,15.968718177080154,0.0552378918084937,79,1.784551926702261,-2.0861625671386717e-08
0.0,339.27,355.00000000000045,190,0.01974368029041216,50.0,183.0,819200,0.0001070852860417304,-0.0004807824868294119,15.968718004226684,0.05706534269278594,80,1.783612996339798,-1.7508864402770997e-08
0.0,341.74,327.5000000000002,190,0.022374735254561528,50.0,175.25,829440,0.00012851705442962214,-0.000550126347297919,15.968718183040618,0.05774134691849303,81,1.783957903087139,-1.601874828338623e-08
0.0,345.89,350.0,190,0.02091547094460111,50.0,184.5,839680,8.865654201670737e-05,-0.00041046079932129944,15.968717992305756,0.053849679367083535,82,1.7812771573662758,1.1175870895385742e-09
0.0,346.75,377.5000000000002,190,0.02049222318455577,25.0,188.0,849920,7.108600866718717e-05,-0.0003189106140780495,15.968718189001084,0.05500567733149685,83,1.7772922091186047,-8.940696716308593e-09
0.0,346.86,427.5000000000002,190,0.021875233331229538,25.0,199.5,860160,0.00013240739911335453,-0.0005907729646423832,15.968718063831329,0.05439335144735634,84,1.782551921904087,-2.16066837310791e-08
0.0,340.98,425.0,190,0.019276558747515084,47.50000000000001,189.25,870400,0.00012978491750637033,-0.0007306029187020613,15.96871799826622,0.055193259261541186,85,1.773976856470108,-2.2351741790771484e-08
0.0,340.74,327.5000000000002,190,0.0252518846973544,50.0,186.75,880640,0.00010494881615965567,-0.0004318309285736177,15.968718409538269,0.05769205795660357,86,1.745728425681591,-3.799796104431152e-08
0.0,340.88,325.0,190,0.024195062028593384,50.0,189.0,890880,0.00014484335709212813,-0.0005893742012631264,15.968718308210374,0.05703192213768556,87,1.7570133663713932,-2.421438694000244e-08
0.0,351.41,552.5000000000002,190,0.023487179464427754,50.0,229.25,901120,9.293647452390807e-05,-0.00036908639740431683,15.968718183040618,0.055539446140493096,88,1.7679828733205796,-1.3411045074462891e-08
0.0,346.85,600.0,190,0.020758297241991387,47.50000000000001,226.5,911360,0.00012179835021726148,-0.0004967852932168171,15.968717944622039,0.058229692191796675,89,1.782514037936926,-1.2665987014770507e-08
0.0,344.52,530.0000000000005,190,0.025604176975321025,25.0,222.25,921600,0.00011558295182290124,-0.000582960154133616,15.968718278408051,0.055527233151037934,90,1.7765916600823402,5.587935447692871e-09
0.0,335.93,377.5000000000002,190,0.025022763770539313,47.50000000000001,198.25,931840,0.00017068786213449982,-0.0007961393439472886,15.96871833205223,0.05808872090830812,91,1.7772251687943936,7.450580596923829e-10
0.0,341.65,375.0,190,0.022625817655352876,47.50000000000001,199.25,942080,0.00012469094238909406,-0.0005612027413008036,15.968718189001084,0.05825823949035043,92,1.780138136446476,1.1175870895385742e-09
0.0,343.04,400.0,190,0.022462593152886255,50.0,202.0,952320,0.00010194036844382026,-0.0004857628038735129,15.968718105554581,0.0529692187898372,93,1.7703024342656135,1.7508864402770997e-08
0.0,343.57,400.0,190,0.02407618539291434,50.0,190.75,962560,0.00015153144441146794,-0.0006514874821732519,15.968718349933624,0.054615103158537084,94,1.7699239812791348,-3.948807716369629e-08
0.0,337.07,327.5000000000002,190,0.01920772375233355,50.0,178.25,972800,0.00010099222784925033,-0.0004295199360058177,15.9687180519104,0.05804791300268597,95,1.7863754987716676,-1.7881393432617187e-08
0.0,334.87,302.5000000000002,190,0.019238978301291353,47.50000000000001,160.5,983040,6.680436428112557e-05,-0.0002495290547813056,15.96871799826622,0.05302135385240806,96,1.7875260792672634,1.862645149230957e-09
0.0,323.95,275.0,190,0.019087249063886702,25.0,146.25,993280,0.0001206893779123419,-0.000577295462062466,15.96871812939644,0.053654575059371254,97,1.7890311293303967,-1.3411045074462891e-08
0.0,324.77,250.0,190,0.018265524675371125,25.0,144.0,1003520,7.513238217509155e-05,-0.0003225150695470802,15.968718087673187,0.05435708420861861,98,1.7859404921531676,5.587935447692871e-09
0.0,325.58,252.50000000000023,190,0.016661793434468563,25.0,148.5,1013760,0.0001149423321248122,-0.0004992176993255271,15.968717956542969,0.054747305925069156,99,1.7896195955574512,-2.0116567611694337e-08
0.0,329.3,355.00000000000045,190,0.019048524971003643,25.0,160.75,1024000,7.848739839815267e-05,-0.0003727207054907922,15.968717974424361,0.05792339644624241,100,1.7901766508817674,2.9802322387695314e-09
0.0,331.21,355.00000000000045,190,0.01864625753078144,25.0,164.75,1034240,0.00013640612191245793,-0.0005853609160112683,15.968718057870865,0.0579824548536079,101,1.7892455168068409,-4.1723251342773435e-08
0.0,335.86,450.0,190,0.02455870999256149,25.0,180.0,1044480,0.00013354929855466935,-0.0005955151280431891,15.968718379735947,0.05642443150922984,102,1.7860640071332454,2.9802322387695314e-09
0.0,346.09,450.0,190,0.021496428310638294,50.0,195.25,1054720,6.316148106133568e-05,-0.0002954343846795382,15.968718063831329,0.054153326824185055,103,1.7900401450693608,-1.4528632164001465e-08
0.0,336.31,425.0,190,0.017875378621101844,50.0,185.25,1064960,8.437474300420078e-05,-0.00039669472389505247,15.968717861175538,0.053722790507049756,104,1.7878034248948098,-8.940696716308593e-09
0.0,329.62,425.0,190,0.018388388279709032,50.0,174.0,1075200,0.00010944587474917,-0.000495646350827883,15.968717902898788,0.05866720377592398,105,1.787040050327778,2.9802322387695314e-09
0.0,329.34,525.0,190,0.024190031172474848,50.0,188.5,1085440,0.00010195409215540963,-0.00048036721454991493,15.96871833205223,0.057426185840847424,106,1.78212253972888,-1.5273690223693846e-08
0.0,338.0,550.0,190,0.022705402111751028,50.0,204.0,1095680,0.0001900000753241926,-0.000938791756198043,15.968718165159226,0.060282251539682565,107,1.7816861361265182,2.0489096641540527e-08
0.0,345.1,552.5000000000002,190,0.022668608027743176,47.50000000000001,220.0,1105920,0.00012162113686180476,-0.0005411540136265103,15.968718200922012,0.05475039545361924,108,1.7842212967574596,2.6822090148925782e-08
0.0,336.99,477.5000000000002,190,0.017401398933725432,47.50000000000001,190.25,1116160,0.00011722583537725484,-0.0005780346447863849,15.968717986345291,0.058415703794048465,109,1.781565122306347,8.568167686462402e-09
0.0,337.45,450.0,190,0.01962482343078591,25.0,177.75,1126400,0.00011068516666021822,-0.0005129342582222308,15.968718111515045,0.053154174691435595,110,1.7794870056211949,-2.6077032089233397e-09
0.0,336.38,450.0,190,0.023039995052386075,25.0,175.0,1136640,9.81512981960364e-05,-0.0005198843024118105,15.968718326091766,0.05597516290230083,111,1.783714482933283,9.313225746154785e-09
0.0,339.21,427.5000000000002,190,0.017892819273401982,25.0,181.75,1146880,0.00010610969073567844,-0.0004609515804986586,15.968717974424361,0.058200293975358995,112,1.7798217363655566,2.16066837310791e-08
0.0,336.67,307.5000000000006,190,0.02029406888759695,25.0,171.5,1157120,9.89346005077607e-05,-0.00040398142518824896,15.96871812939644,0.05401999489254172,113,1.7769444204866887,-1.6763806343078613e-08
0.0,335.73,307.5000000000006,190,0.020623247930780055,25.0,168.5,1167360,0.00010189032273117959,-0.000437736964886426,15.968718159198762,0.05643100520034987,114,1.7804206386208534,-8.568167686462402e-09
0.0011474609375,334.66,300.0,190,0.020770854846341537,25.0,159.75,1177600,0.00014608883981388489,-0.0007473179324733792,15.968718177080154,0.06009457600556003,115,1.7832899123430253,-1.4156103134155273e-08
0.0,335.39,325.0,190,0.02256864124792628,25.0,167.25,1187840,0.00010190482184846417,-0.00044510414390970255,15.968718153238296,0.05374766846942845,116,1.7826635427772999,2.3469328880310058e-08
0.0,333.21,352.5000000000002,190,0.02161403266363777,25.0,179.25,1198080,8.155451030535942e-05,-0.00038564438691537364,15.968718093633651,0.053632507988732724,117,1.7867279030382632,-4.209578037261963e-08
0.0,337.5,525.0,190,0.02365382661228068,47.50000000000001,207.75,1208320,0.00013741304132217636,-0.0006785882775147911,15.968718236684799,0.055449213704355224,118,1.7825738303363323,-1.6763806343078613e-08
0.0,336.93,457.5000000000006,190,0.020197989462758414,47.50000000000001,201.25,1218560,9.625817518141844e-05,-0.0004157426574238343,15.968718236684799,0.05207918836261706,119,1.7877030871808528,6.7055225372314455e-09
0.0,344.75,427.5000000000002,190,0.022182474087458104,50.0,199.0,1228800,7.27702967468602e-05,-0.00031927895397529935,15.968718045949936,0.053145197742709135,120,1.7874900594353675,-3.3527612686157227e-09
0.0,339.45,280.00000000000045,190,0.018420901481295004,47.50000000000001,169.0,1239040,6.059785511922655e-05,-0.000285878177601262,15.968717974424361,0.05297589177530929,121,1.7868772745132446,1.1548399925231934e-08
0.0,336.94,302.5000000000002,190,0.019141585120814854,50.0,163.25,1249280,9.08493446739378e-05,-0.00047063726087799297,15.9687180519104,0.05468348869326556,122,1.7863344535231591,-1.4528632164001465e-08
0.0,334.39,305.00000000000045,190,0.018630675980239174,25.0,155.5,1259520,0.00010026371211644403,-0.00036800640154979194,15.968718159198762,0.05494327989622981,123,1.78588934764266,3.7252902984619143e-10
0.0,331.49,300.0,190,0.018819191982038318,25.0,154.25,1269760,0.0001151866084995845,-0.0005606740516668652,15.96871793270111,0.05385461155090702,124,1.7862190790474415,-2.2351741790771484e-09
0.0,338.09,350.0,190,0.018218825454823673,47.50000000000001,158.25,1280000,0.00013808974166096277,-0.0006580766188562847,15.96871799826622,0.05755623043507233,125,1.7795746609568597,-4.1723251342773435e-08
0.0,334.3,277.5000000000002,190,0.01897502632054966,25.0,141.75,1290240,0.0001311547566160698,-0.0006364730274071917,15.968718028068542,0.05571693117168689,126,1.7812766805291176,-7.078051567077636e-09
0.0,332.55,300.0,190,0.019602156052133068,25.0,151.25,1300480,9.092252848663662e-05,-0.00041085673474299255,15.968718045949936,0.05631478310668144,127,1.7729554519057273,9.685754776000977e-09
0.0,330.92,275.0,190,0.01983639748650603,47.50000000000001,154.0,1310720,0.00010294519834062044,-0.000483031029580161,15.968718302249908,0.05658945910492129,128,1.7724884532392025,1.7136335372924803e-08
0.0,330.66,275.0,190,0.019569812569534405,47.50000000000001,164.75,1320960,0.00010925885528152434,-0.0004796013508894248,15.968717938661575,0.054544558055045544,129,1.780655784904957,1.3411045074462891e-08
0.0,328.22,280.00000000000045,190,0.021936187660321592,47.50000000000001,169.75,1331200,9.813793543536064e-05,-0.00043519729624676986,15.968718087673187,0.05920187092533239,130,1.787733892351389,8.568167686462402e-09
0.0,327.23,300.0,190,0.018178816128056496,25.0,161.75,1341440,9.325297619522388e-05,-0.0004354733660875354,15.968718081712723,0.05298302726026333,131,1.7887345977127551,-1.080334186553955e-08
0.0,327.58,302.5000000000002,190,0.015439163835253567,25.0,154.75,1351680,8.689791501783616e-05,-0.00039693623984931036,15.968717944622039,0.05379727502025107,132,1.7897146433591842,2.7194619178771972e-08
0.0,326.38,300.0,190,0.01589840514207026,25.0,139.25,1361920,7.900479186808695e-05,-0.0003805264313996304,15.96871793270111,0.0565040547741658,133,1.785228119790554,8.195638656616212e-09
0.0,323.63,300.0,190,0.01837798332417151,25.0,132.75,1372160,0.00013046452615554925,-0.0006198949171448475,15.968718034029006,0.056720854698157096,134,1.7827204331755637,1.4156103134155273e-08
0.0009521484375,326.24,325.0,190,0.02224716191412881,25.0,151.0,1382400,0.0001366575036326978,-0.0006817531408159994,15.968718361854553,0.05720843859171508,135,1.7748179651796818,-1.1548399925231934e-08
0.0,337.36,325.0,190,0.02224190926353913,25.0,163.5,1392640,9.134398158607837e-05,-0.0004932408715831116,15.968718349933624,0.05797717755022887,136,1.7714497745037079,-1.080334186553955e-08
0.0,337.82,325.0,190,0.020233292653574608,50.0,177.0,1402880,0.00019373220330756168,-0.0009016963689646218,15.968717956542969,0.056698029351370784,137,1.7659250795841217,1.4901161193847657e-09
0.0,339.58,330.0000000000004,190,0.02135424386942759,50.0,179.0,1413120,0.00011073145654680872,-0.0005556881907978096,15.96871812939644,0.05549805578185933,138,1.774895614385605,7.82310962677002e-09
0.0,335.22,430.0000000000004,190,0.022474202513694762,50.0,184.75,1423360,8.053021464533572e-05,-0.0003608300712585333,15.968718296289444,0.053521288604149064,139,1.7748631432652473,-9.313225746154785e-09
