advantage_norm,P01:episode_rewards,grad_norm,explained_variance,clip_fraction,policy_loss,PMM:episode_rewards,frames,fps,value_loss,P09:episode_rewards,approx_kl_divergence,epoch_idx,episode_length,policy_entropy
15.968718189001084,20.000000000000007,67.09957958478908,-0.015157955512404443,0.2903564453125,0.012048598473302263,109.48275862068965,10240,302,6.439025195460999,225.0,0.13893802935765526,1,326.9310344827586,1.7536212412640453
15.968718004226684,25.0,0.260736768939287,-1.4901161193847656e-08,0.10712890625,-0.001076127932901727,126.22950819672131,20480,267,0.01865199450403452,225.0,0.001729199573145479,2,325.9836065573771,1.7813181214034557
15.968717896938324,25.0,0.15514462800315787,-1.0430812835693359e-08,0.0711181640625,-0.0012495860306444228,125.79787234042553,30720,275,0.016840750418487004,250.0,0.00114897609607425,3,321.8404255319149,1.7811079166829586
15.968718135356903,25.0,0.10986066020119527,5.960464477539063e-09,0.0302734375,-0.0014507100375340087,149.5,40960,285,0.023761884390842168,277.5000000000002,0.000740962071270701,4,325.1,1.770005712658167
15.968718081712723,25.0,0.085000653760587,-6.7055225372314455e-09,0.0011962890625,-0.0005469437477586325,163.25,51200,291,0.019919051325996407,352.5000000000002,0.00037237794180384755,5,329.36,1.7737371794879437
15.968717873096466,25.0,0.07131076553532772,-7.82310962677002e-09,0.0017333984375,-0.0006882027730171103,166.5,61440,295,0.017115375169669277,327.5000000000002,0.0002181692157030568,6,334.24,1.7866816811263562
15.968718177080154,25.0,0.06885894294031678,-5.587935447692871e-09,0.001513671875,-0.0010998097870469792,167.25,71680,296,0.022041954306769185,327.5000000000002,0.0002806834527918411,7,337.18,1.7860766753554345
15.968718415498733,47.50000000000001,0.07499167890898707,-2.9802322387695314e-09,0.0,-0.0007594790035909682,172.5,81920,298,0.02321623145835474,325.0,0.0002928978494793455,8,337.61,1.7660084567964076
15.968718415498733,50.0,0.07420143219198808,-3.3527612686157227e-09,0.0,-0.0005957813929853728,193.25,92160,302,0.02526231554656988,350.0,0.00013862650415354948,9,344.8,1.7767692811787128
15.968718284368515,50.0,0.06746751046022867,3.3527612686157227e-09,0.0,-0.0007014134560449747,210.25,102400,304,0.02371439541457221,402.5000000000002,0.00016812924214093528,10,348.21,1.77416897341609
15.968718278408051,50.0,0.06563911120618546,1.0058283805847169e-08,0.0,-0.00039281167919398287,208.0,112640,306,0.022822820220608265,427.5000000000002,0.00010268513096853838,11,348.07,1.7721111342310905
15.9687180519104,50.0,0.06089552532815096,-8.940696716308593e-09,0.0,-0.0006022273253620369,197.5,122880,305,0.018455587899370584,332.5000000000006,0.00015933582618181673,12,345.03,1.7728153824806214
15.968718260526657,25.0,0.054897174007578264,-1.7881393432617187e-08,0.0,-0.00047832854752414276,175.5,133120,306,0.022823670704383403,327.5000000000002,9.741650853563044e-05,13,337.49,1.7837745733559132
15.968718075752259,25.0,0.058783467456635916,-1.080334186553955e-08,0.0,-0.00064236421167152,177.75,143360,307,0.019949499907670542,427.5000000000002,0.00016117653983709345,14,333.85,1.786545594781637
15.968717849254608,25.0,0.056401749454946956,-3.874301910400391e-08,0.0,-0.0004135070445954625,179.0,153600,306,0.018179982181754893,430.0000000000004,9.168654236866303e-05,15,336.2,1.7835613124072551
15.96871799826622,25.0,0.054473251761309995,8.195638656616212e-09,0.0,-0.0003862188663333654,177.75,163840,308,0.017677787752472796,430.0000000000004,9.744642647682155e-05,16,335.69,1.7847346305847167
15.968718123435973,22.500000000000007,0.055636864775148495,-2.7939677238464355e-08,0.0,-0.00037544403749052436,161.75,174080,309,0.018644632276846096,325.0,9.611014667072481e-05,17,330.23,1.7803267538547516
15.968717992305756,0.0,0.056024246547517954,-9.685754776000977e-09,0.0,-0.000791648963058833,142.75,184320,309,0.017354831311968154,302.5000000000002,0.00015791954881745341,18,325.33,1.7818420067429543
15.968718045949936,25.0,0.057529067869696894,-5.587935447692871e-09,0.0,-0.0006677005399978953,145.0,194560,308,0.019601848133606836,302.5000000000002,0.00017627921843654804,19,324.58,1.7736378632485867
15.96871817111969,25.0,0.05711586239955931,-2.2351741790771484e-09,0.0,-0.00037281740878825076,168.75,204800,307,0.02298210075532552,425.0,9.552401755819062e-05,20,334.25,1.7868569575250148
15.968718278408051,25.0,0.05513060196939586,2.0489096641540527e-08,0.0,-0.0006204509249982948,190.0,215040,306,0.020953386626206338,500.0,0.00012934815785712317,21,337.47,1.7883544601500034
15.968718260526657,25.0,0.05628139416499832,-1.564621925354004e-08,0.0,-0.0003303540448541753,190.5,225280,306,0.022284741164185107,500.0,8.018708768755544e-05,22,340.74,1.7861142702400685
15.96871821284294,25.0,0.05675541282502006,-1.825392246246338e-08,0.0,-0.0003592192315409193,187.25,235520,305,0.020298265881137922,407.5000000000006,9.140299734839985e-05,23,341.27,1.783619713038206
15.968718034029006,25.0,0.058376413540031445,-2.8312206268310546e-08,0.0,-0.0007052031113744306,191.25,245760,305,0.020487591918208637,377.5000000000002,0.00016726182077544393,24,343.86,1.781878536939621
15.968718326091766,50.0,0.056296043051462116,-1.564621925354004e-08,0.0,-0.0007790255353029351,180.25,256000,305,0.023633081902517006,302.5000000000002,0.0001779431344360205,25,340.33,1.778989890217781
15.96871812939644,50.0,0.055525514224643004,-9.313225746154785e-09,0.0,-0.0003465934642008506,191.75,266240,304,0.021584338718093933,327.5000000000002,8.848383259039139e-05,26,342.28,1.7838591180741787
15.96871829032898,50.0,0.05544702529677283,1.4901161193847657e-09,0.0,-0.00035442938133201096,185.5,276480,304,0.02225964913959615,327.5000000000002,9.885001482139444e-05,27,340.81,1.7856336258351804
15.968718099594117,50.0,0.0539964055662268,-3.054738044738769e-08,0.0,-0.0004122883568925317,172.75,286720,304,0.019318124238634483,325.0,8.882763004525174e-05,28,337.5,1.7877385146915912
15.968718403577805,50.0,0.05820203335276238,8.940696716308593e-09,0.0,-0.00062915224043536,187.75,296960,303,0.02376878042414319,425.0,0.00014075822353083468,29,340.9,1.785572948306799
