frames,policy_entropy,approx_kl_divergence,P09:episode_rewards,P01:episode_rewards,advantage_norm,epoch_idx,policy_loss,PMM:episode_rewards,explained_variance,clip_fraction,fps,episode_length,value_loss,grad_norm
296960,1.7191872730851174,0.0019289059811629396,675.0,200.0,15.96871913075447,29,-0.007937365726502322,420.0,0.8637334547936917,0.121044921875,241,408.82,0.11244982788339257,2.3083792712178783
307200,1.7274749353528023,0.002269833775199275,675.0,225.0,15.968719202280045,30,-0.008737916473182849,422.5,0.9018162988126278,0.1444091796875,241,407.75,0.10050758244469762,2.0988494538046356
317440,1.7202000707387923,0.002071298472037874,675.0,250.0,15.968719226121902,31,-0.008143645559903235,432.75,0.8833145041018724,0.1380615234375,241,412.96,0.1434903114568442,2.3059331107394
327680,1.721235178411007,0.0018058911027654119,675.0,250.0,15.968719375133514,32,-0.006967450326192193,427.75,0.8632576752454042,0.10927734375,241,413.65,0.16172347692772746,2.6976554429330717
337920,1.7262728363275528,0.0019223746448122244,677.5000000000002,247.5,15.968719285726547,33,-0.007699440193391638,445.0,0.8663735590875149,0.1156494140625,242,415.69,0.13377090271096675,1.8650544188970506
348160,1.7175112888216972,0.001904330287084389,675.0,247.5,15.968719220161438,34,-0.007555409863925888,435.5,0.868785147741437,0.1156005859375,242,414.97,0.13663059894461185,2.0295873405847673
358400,1.7394658394157887,0.0017775073759483285,677.5000000000002,225.0,15.968719136714935,35,-0.00824605840316508,435.25,0.8629899241030217,0.1076171875,242,412.3,0.11562586664222181,1.9867988661117857
368640,1.727076455205679,0.0021075688293879487,700.0,250.0,15.968719160556793,36,-0.009036034894052136,448.0,0.8794463641941548,0.129833984375,241,421.48,0.125057362485677,1.921659242737346
378880,1.7241389237344265,0.001800568928024673,675.0,250.0,15.968719297647477,37,-0.00759167880678433,437.5,0.8387981072068215,0.106982421875,241,423.56,0.16386157714296132,2.426754135267392
389120,1.7177560433745385,0.0021081002004396535,677.5000000000002,250.0,15.968719190359115,38,-0.009588455535413232,438.0,0.8922944504767656,0.1319580078125,241,427.18,0.11199043404776603,1.9092679983603396
399360,1.7160172864794732,0.0021065955958309126,675.0,247.5,15.968719285726547,39,-0.009435133037914056,429.25,0.8735509540885686,0.127734375,241,421.85,0.12206287691369652,2.145507239043998
409600,1.7115455284714698,0.002077571927520978,675.0,247.5,15.968719160556793,40,-0.0094795799581334,434.5,0.7767510026693344,0.1207275390625,242,425.66,0.1322765606455505,2.2010242843240184
419840,1.7179983504116536,0.002104959216092352,702.5000000000002,250.0,15.968719285726547,41,-0.010043414307074273,474.75,0.9044904489070177,0.1308837890625,242,439.0,0.10013703836593776,1.7439227815696448
430080,1.7052653566002847,0.00223926232329206,702.5000000000002,272.5,15.968719238042832,42,-0.009757108218764188,484.25,0.8907838337123394,0.142919921875,242,446.95,0.11686628498136997,1.9798716951344262
440320,1.6976424343883991,0.0025139560865002552,725.0,250.0,15.968719220161438,43,-0.010679752695432398,483.5,0.8980228688567877,0.1540283203125,241,455.61,0.11069188655819744,1.868727810698432
450560,1.6924976482987404,0.0021859072201326117,725.0,272.5,15.968719214200974,44,-0.009104330265108729,498.25,0.8622083548456431,0.1350341796875,241,458.95,0.1407159013208002,2.0405007640809054
460800,1.6976614430546761,0.0024812403668082114,702.5000000000002,250.0,15.968719202280045,45,-0.011021340766455978,479.75,0.8896442838013172,0.1516357421875,241,450.32,0.10833520893938839,1.6864276330078707
471040,1.7031292133033276,0.0023978223962106337,702.5000000000002,247.5,15.968719232082368,46,-0.01026597836644214,468.75,0.807383093982935,0.1553955078125,241,442.09,0.17629140624776482,1.9215977203962278
481280,1.6907259859144688,0.002225496466906269,730.0000000000005,250.0,15.968719106912612,47,-0.009749444623594172,488.75,0.7918982386589051,0.13994140625,241,441.58,0.17985481864307076,2.0794013232069952
491520,1.6878245808184147,0.0018631655372931349,780.0000000000005,250.0,15.968719315528869,48,-0.01024769601845037,486.75,0.8431504979729653,0.11494140625,241,443.1,0.12521552019752563,1.868000234967892
501760,1.6991775929927826,0.002367773753121835,950.0,250.0,15.968719333410263,49,-0.010565407750254963,515.25,0.8788895774632692,0.1375,241,455.86,0.13258147705346346,1.7770218456377385
512000,1.6879720903933049,0.0024191627566554656,780.0000000000005,250.0,15.968719226121902,50,-0.009805916759069078,526.75,0.913387355580926,0.1418212890625,241,456.65,0.11821882370859385,2.1812155443735586
522240,1.6786725781857967,0.002683552512872037,750.0,272.5,15.968719440698624,51,-0.01093484687335149,537.25,0.9060255408287048,0.172216796875,241,456.34,0.12318319196347147,1.810856845036593
532480,1.6881848096847534,0.0025802375211472503,750.0,297.5,15.96871919631958,52,-0.011460907440050506,548.5,0.9111893601715565,0.165478515625,241,465.97,0.12547079741489142,1.7241001272931817
542720,1.688538522273302,0.002165342460921542,750.0,297.5,15.968719321489335,53,-0.01105875941721024,537.5,0.9004644680768251,0.12998046875,241,462.7,0.1416896438691765,1.8095294800672392
552960,1.7008784681558609,0.002356933627834494,750.0,275.0,15.968719226121902,54,-0.01095453119414742,537.75,0.8856089446693659,0.1476806640625,241,459.39,0.13380782569292932,1.7288394362873991
563200,1.7058211535215377,0.002208671293692813,802.5000000000002,275.0,15.968719232082368,55,-0.010632887300016592,563.0,0.871372277289629,0.1381103515625,241,467.98,0.1641778948251158,1.8510343396059994
573440,1.7027438059449196,0.002262559237022119,875.0,272.5,15.968719273805618,56,-0.011358208273304627,566.25,0.8979239322245121,0.1336669921875,241,472.07,0.12882513282820582,1.6453160719599336
583680,1.690060143172741,0.0022004257076107974,802.5000000000002,272.5,15.968719226121902,57,-0.0118697854471975,543.75,0.9205036759376526,0.130859375,241,460.64,0.09902744544669986,1.66080429891399
593920,1.6939665913581847,0.002163274127611015,805.0000000000005,272.5,15.9687191426754,58,-0.011219610804255353,556.25,0.8809360411018133,0.1245361328125,241,467.4,0.10005966706667095,1.5924652699471016
604160,1.6896441079676152,0.0023958757753464923,852.5000000000002,297.5,15.968719279766082,59,-0.012121610002213856,563.75,0.914349227771163,0.1443359375,241,471.28,0.09103043591603636,1.789746242000632
614400,1.6718368992209434,0.0023378304604651295,775.0,297.5,15.968719232082368,60,-0.010440243267657934,553.25,0.8961005926132202,0.1483642578125,241,466.06,0.1286851763026789,1.8150169049001597
624640,1.668444811552763,0.002397563142494919,775.0,300.0,15.968719291687012,61,-0.010890876648772974,558.5,0.8974252060055733,0.1505615234375,241,464.08,0.13717451491393148,1.632524495764671
634880,1.6692388296127318,0.0022797247243718866,777.5000000000002,300.0,15.968719071149826,62,-0.011692932721416582,560.5,0.9430185686796904,0.1326171875,241,462.97,0.08177186019020155,1.631385329734535
645120,1.667168702185154,0.0027432517940045318,777.5000000000002,300.0,15.968719267845154,63,-0.011687135917600244,559.75,0.9235018376260996,0.15615234375,241,448.39,0.1163796278880909,1.7248833883225203
655360,1.6746498331427575,0.0026862377345767963,752.5000000000002,322.5,15.968719255924224,64,-0.011784799646557076,559.5,0.919879911839962,0.1568359375,241,450.54,0.10144179821945727,1.6671848636950344
665600,1.67560540959239,0.0022075371186022893,750.0,322.5,15.968719202280045,65,-0.010744069539214252,564.25,0.9156487382948398,0.1329345703125,241,449.26,0.11373841401655227,1.7723331857598914
675840,1.6928604640066625,0.0018414043372675336,752.5000000000002,325.0,15.968719220161438,66,-0.009763894361094571,568.0,0.8755823045969009,0.11201171875,241,459.99,0.15968684516847134,1.9804100794664556
686080,1.6850360326468945,0.0020587562563380768,750.0,325.0,15.96871926188469,67,-0.010579360817064298,570.0,0.9204842060804367,0.1280517578125,241,469.88,0.11189479106105864,1.6710612452220448
696320,1.673221441358328,0.00240634012225232,750.0,325.0,15.968719244003296,68,-0.01159127037608414,551.0,0.9042041741311551,0.1412109375,241,467.89,0.1423391919117421,1.687663050495918
706560,1.6632369138300418,0.0025719626170942573,752.5000000000002,325.0,15.968719321489335,69,-0.011249037593370304,583.25,0.9330287933349609,0.1531982421875,241,473.14,0.08863308631116525,1.7068836511964804
716800,1.6732046127319335,0.002416860263088296,750.0,325.0,15.968719387054444,70,-0.010899333529596333,578.75,0.9033348944038153,0.151708984375,241,463.67,0.14323626314289867,1.9856808158800032
727040,1.6814150661230087,0.002242135440826872,750.0,325.0,15.968719214200974,71,-0.0112533395185892,587.25,0.9066422652453184,0.1271240234375,241,466.5,0.1417038774350658,1.7522668826583874
737280,1.6917748734354974,0.0021776627940656122,775.0,350.0,15.968719184398651,72,-0.011478082406210888,604.0,0.9364780776202679,0.14150390625,241,470.52,0.10177575664129108,1.7583042391745167
747520,1.6704679973423482,0.0022890083778978106,775.0,350.0,15.968719345331191,73,-0.011546038015148951,605.75,0.8923244699835777,0.149072265625,240,470.74,0.14051294643431902,1.7044315475917835
757760,1.6703615963459015,0.002505296626168575,750.0,350.0,15.968719244003296,74,-0.011415500923612853,606.0,0.9320291019976139,0.1450927734375,240,468.03,0.10665691050235182,1.669221456790949
768000,1.6664963886141777,0.0023910558058904316,750.0,350.0,15.968719363212585,75,-0.010572568538918858,606.5,0.9278490036725998,0.1402099609375,240,464.94,0.12723715705797076,1.9303096119258694
778240,1.6532014891505242,0.002553451389394786,750.0,350.0,15.968719184398651,76,-0.01197107556363335,592.5,0.8950350765138865,0.1594970703125,241,451.88,0.14364998149685562,1.8774063911912606
788480,1.6654942870140075,0.0023559699317278115,750.0,350.0,15.968719267845154,77,-0.01077012730675051,576.0,0.9051374584436417,0.1474365234375,241,449.46,0.13871294567361475,1.9832183518121245
798720,1.6854463681578635,0.0022938696482018043,750.0,325.0,15.968719315528869,78,-0.011160011896572541,561.25,0.9101964768022299,0.1418701171875,240,447.11,0.15738109736703337,1.9728933520588154
808960,1.6852983802556991,0.0023208879924939705,752.5000000000002,325.0,15.968719226121902,79,-0.010142053297749953,561.5,0.895611708983779,0.136669921875,240,442.62,0.17357437869068235,2.0251317493936307
819200,1.6609595842659473,0.0027409431144522585,775.0,297.5,15.968719244003296,80,-0.013479503750568255,565.75,0.9052921667695045,0.156396484375,240,449.58,0.12041879871394486,1.6526168756918491
829440,1.654945231974125,0.0029054904429361523,775.0,297.5,15.968719226121902,81,-0.012666813580290181,590.25,0.9129079777747393,0.1782470703125,240,458.58,0.13717699225526303,1.9314185109342366
839680,1.6488625027239323,0.0027697131064545306,775.0,322.5,15.968719238042832,82,-0.012014104341142228,618.5,0.9415126509964467,0.167919921875,240,468.04,0.10927389340940863,1.8529350517536265
849920,1.6434836193919182,0.0027542923823378604,802.5000000000002,325.0,15.968719351291657,83,-0.01088440065850591,645.5,0.898484593629837,0.1595703125,241,490.27,0.12191140174400061,1.7847336838739445
860160,1.6543584562838078,0.0022637972678128896,877.5000000000002,375.0,15.968719351291657,84,-0.011890786682124599,686.0,0.9263309419155121,0.147265625,240,514.35,0.10801048876019195,1.6393584708015976
870400,1.6607643961906433,0.0024855601709535373,877.5000000000002,400.0,15.96871938109398,85,-0.011600723936862779,701.25,0.9151290044188499,0.135546875,240,517.03,0.15057954557705672,1.7586086493476025
880640,1.6583260521292686,0.0021639256418782863,912.500000000001,400.0,15.96871930360794,86,-0.010856522585527273,726.5,0.8741964790970087,0.12958984375,240,530.96,0.28854845836758614,1.7403660174421767
890880,1.6597289949655534,0.0023401592758776533,957.5000000000007,400.0,15.968719255924224,87,-0.011858008650597185,707.25,0.8964121002703905,0.1500732421875,240,537.22,0.14479388832114637,1.850946175933926
901120,1.6724019706249238,0.0024277597820403685,855.0000000000005,350.0,15.96871948838234,88,-0.01206496900995262,678.75,0.9166520666331053,0.1526611328125,240,514.69,0.14369076816365123,1.8104147881781851
911360,1.671268666535616,0.0023789299602870453,825.0,347.5,15.968719297647477,89,-0.01103243465840933,648.75,0.8870392046868801,0.1425537109375,240,505.26,0.14710577689111232,1.8539235417203828
921600,1.6640758521854877,0.002441613040423668,827.5000000000002,347.5,15.968719333410263,90,-0.012868913092825096,646.0,0.9437269441783428,0.1492919921875,240,497.39,0.09131754082627594,1.6786328403597213
931840,1.67030905559659,0.0024864562848736873,802.5000000000002,325.0,15.968719375133514,91,-0.012008851898281136,601.75,0.871860183402896,0.1408447265625,240,488.18,0.16851584813557566,1.765796890785952
942080,1.6792852133512497,0.002095054551114408,825.0,350.0,15.968719279766082,92,-0.011098449839664681,643.0,0.8638916574418545,0.1251220703125,240,491.38,0.3012569421436638,1.8698907942450222
952320,1.6701706066727637,0.0021619182457246508,825.0,372.5,15.968719416856766,93,-0.0127576419912657,648.25,0.9292616240680218,0.1390625,240,505.86,0.11823234735056758,1.916942605422178
962560,1.6783969126641751,0.0023977798928970645,850.0,397.5,15.96871919631958,94,-0.012846366927988129,659.75,0.9319794550538063,0.1466796875,240,512.65,0.1349472905509174,1.878134930288136
972800,1.6698052763938904,0.0027711863214452503,850.0,400.0,15.968719202280045,95,-0.012771448102284921,701.5,0.8700621962547302,0.154931640625,240,539.15,0.24654802039731294,1.8496171693452113
983040,1.6628874450922013,0.00261229265195228,850.0,422.5,15.968719047307967,96,-0.011315259357797914,754.75,0.8966917734593153,0.1565673828125,240,548.13,0.3212731468025595,1.9423609474945018
993280,1.6670005321502686,0.0023629099342091296,850.0,425.0,15.968719321489335,97,-0.011068631915713922,779.0,0.8639113068580627,0.16044921875,240,556.08,0.31725258033256976,2.049751736033186
1003520,1.6717055760324002,0.002531251566984176,827.5000000000002,425.0,15.968719226121902,98,-0.012395407866279129,773.25,0.9320633459836245,0.167333984375,240,552.41,0.12485226623248309,1.8352739313893849
1013760,1.657329348474741,0.0025492860983379823,825.0,450.0,15.968719291687012,99,-0.012107570845546433,798.75,0.9608951266855001,0.14453125,241,559.28,0.09968054873170332,1.808943698626391
1024000,1.6694513626396656,0.0020442884771798937,910.0000000000008,475.0,15.968719410896302,100,-0.010073123284746544,875.5,0.8477902591228486,0.1283447265625,241,557.58,0.4680230949656107,2.0240000838415098
1034240,1.6638040326535701,0.002135690368675413,910.0000000000008,472.5,15.968719279766082,101,-0.010334663764297147,842.5,0.8444518391042948,0.118310546875,240,547.5,0.5251471078488976,2.134532390241559
1044480,1.6700434304773808,0.002147614126818404,1277.5000000000002,425.0,15.968719255924224,102,-0.01094417775166221,879.25,0.8819084003567695,0.123291015625,240,548.1,0.33304485147818924,1.8701406261014875
1054720,1.6718252152204514,0.0021791252205392323,1300.0,425.0,15.96871938109398,103,-0.010581199970147281,959.5,0.83831498734653,0.14443359375,240,558.14,0.42732644812203946,1.9706482699056074
1064960,1.6673139110207558,0.0025118375436480587,1302.5000000000002,400.0,15.968719190359115,104,-0.011483832523845194,944.0,0.8919069297611714,0.1619384765625,240,556.25,0.29138045192230494,1.9901313386788977
1075200,1.664768923074007,0.0021974230162303205,1300.0,400.0,15.968719166517257,105,-0.011519817671796773,923.25,0.886802215129137,0.1444091796875,240,550.88,0.305792849464342,1.9610306392478924
1085440,1.6515370815992356,0.002463995606740672,1300.0,400.0,15.968719220161438,106,-0.012458207721647341,870.5,0.9568186640739441,0.1628173828125,240,550.45,0.07726629611570388,1.5891152328907767
1095680,1.660861011594534,0.002201698534168226,1302.5000000000002,400.0,15.96871924996376,107,-0.011279434160678647,906.5,0.8877385899424552,0.1335693359375,240,559.69,0.44092974493978543,2.212256723408041
1105920,1.6573869645595551,0.0023249718627769865,1050.000000000002,400.0,15.968719226121902,108,-0.012616107341455064,795.5,0.9450377069413662,0.15185546875,240,550.32,0.10705201725941152,1.7758340389967493
1116160,1.669623752683401,0.0020791057979184365,1275.0,400.0,15.968719160556793,109,-0.010151622485136614,889.0,0.8032575357705355,0.134619140625,240,565.19,0.6973123441799544,2.555519420103068
1126400,1.6630730971693992,0.0028053291149948,1275.0,400.0,15.96871936917305,110,-0.011611815074866172,896.5,0.9122318148612976,0.1512939453125,240,577.16,0.170778681547381,1.9724418701270021
1136640,1.6715135507285594,0.002415090080558269,1302.5000000000002,425.0,15.968719238042832,111,-0.010857971759105568,930.0,0.8531129132956267,0.1521728515625,240,587.59,0.5110012463061139,2.0649378098486935
1146880,1.6738331973552705,0.0022959187094787315,1275.0,450.0,15.96871938109398,112,-0.012084320932626725,924.0,0.9318321466445922,0.155322265625,240,583.35,0.12402396963443607,1.8430009330150632
1157120,1.6720159225165845,0.002260826741462863,1085.000000000001,450.0,15.968719232082368,113,-0.011272131274017739,856.75,0.9233953971415758,0.14482421875,240,585.44,0.16199470682768152,2.2296435845438736
1167360,1.6691739693284036,0.0018301023691722866,1277.5000000000002,475.0,15.968719363212585,114,-0.009551495035702828,961.0,0.7702010657638312,0.1215576171875,240,583.66,0.6706349956337363,2.685665488096562
1177600,1.6853733971714973,0.0022497977355331565,1027.5000000000002,472.5,15.96871920824051,115,-0.01158918317341886,835.25,0.8832364391535521,0.13662109375,240,566.23,0.1825845146086067,1.9348308743647533
1187840,1.675341235101223,0.0021862106420715544,1030.0000000000005,472.5,15.968719220161438,116,-0.012253037354093976,840.5,0.8663679290562868,0.1353271484375,240,565.39,0.46818506517447533,2.000244331040816
1198080,1.6642193458974361,0.0021417689885768762,1085.000000000001,397.5,15.96871926188469,117,-0.010430096691925428,849.5,0.8488833419978619,0.1324951171875,240,557.21,0.3754439860349521,2.12749215146724
1208320,1.6530023112893104,0.0025125451640636174,1300.0,422.5,15.968719363212585,118,-0.010844753914352624,883.75,0.9075913045555353,0.1377685546875,240,561.21,0.3189029540983029,2.0080117668055184
1218560,1.6691047705709934,0.0020810393230479536,1142.5000000000016,422.5,15.968719184398651,119,-0.010012871181970695,842.75,0.8823618173599244,0.1263671875,240,563.02,0.2786718094488606,1.843672417607906
1228800,1.6790416575968266,0.00197444026705427,1300.0,375.0,15.968719273805618,120,-0.009351866165161482,846.5,0.849026994034648,0.1145263671875,240,569.55,0.4101818417664617,2.1384514654568165
1239040,1.6744412660598755,0.0024269498733590785,1300.0,375.0,15.96871926188469,121,-0.01256130994806881,836.0,0.9101575758308172,0.1487548828125,240,576.54,0.3011317998636514,1.7368169015799026
1249280,1.6532885275781155,0.002350256604325121,1255.0000000000005,375.0,15.968719154596329,122,-0.011525191891996656,868.0,0.8817939408123493,0.1459716796875,240,573.21,0.5016956904204563,2.1916552836539926
1259520,1.6405096277594566,0.0021797642030609164,1580.0000000000196,400.0,15.968719220161438,123,-0.00938037450214324,1006.0,0.8390784874558449,0.137353515625,240,580.15,0.8590534694492817,2.5484899658407394
1269760,1.6745387673377992,0.0018585683392078035,3680.0000000000027,422.5,15.968719297647477,124,-0.009286289024021243,1075.0,0.8377914857119322,0.118896484375,240,577.22,0.6907248598756268,2.8157626785808114
1280000,1.67615797072649,0.001958769165276243,3680.0000000000027,447.5,15.96871924996376,125,-0.010034002362954198,1081.0,0.9084969226270914,0.125634765625,240,570.65,0.35225632367655635,2.250648016644942
1290240,1.6725667089223861,0.0018732760776290895,3680.0000000000027,472.5,15.968719220161438,126,-0.011628289372674771,1116.0,0.950121422111988,0.1283447265625,240,574.04,0.13112328853458166,1.7231815362610203
1300480,1.6581276796758175,0.0021093465040056027,3747.500000000002,472.5,15.968719285726547,127,-0.009981813217018498,1122.75,0.8444424510002136,0.1193603515625,240,571.08,0.546202657953836,2.466284774964969
1310720,1.6576942756772042,0.0021546056716604868,1360.0000000000007,472.5,15.968719267845154,128,-0.010904687607762753,1067.5,0.9181723490357399,0.139404296875,240,566.53,0.36260889791883527,2.2823756552124856
1320960,1.6602710321545602,0.0019364022637890614,1327.5000000000002,472.5,15.96871930360794,129,-0.009506348499053274,989.75,0.9154972802847624,0.1280029296875,240,560.1,0.3505954701686278,2.206673828776732
1331200,1.6690489269793034,0.002119274026290704,1327.5000000000002,450.0,15.968719375133514,130,-0.010522316634160233,960.0,0.86759779676795,0.1270751953125,240,556.25,0.35276068004313854,2.0176232487431145
1341440,1.656571163237095,0.0023060194619236732,1325.0,475.0,15.968719148635865,131,-0.012310798888211138,988.25,0.9272855766117573,0.1392333984375,240,562.34,0.24609095493797212,1.8431786820407166
1351680,1.6549212701618672,0.0024985878445252926,1277.5000000000002,500.0,15.968719291687012,132,-0.012710186401454849,929.75,0.9635324832051992,0.137255859375,240,561.33,0.10977959552546963,1.6761925109099187
1361920,1.650667232275009,0.0019999405875583682,1302.5000000000002,522.5,15.968719255924224,133,-0.010232836296927417,981.0,0.8761730782687664,0.1255615234375,240,581.15,0.5514939232496545,2.3978722137213566
1372160,1.6686181291937827,0.0021006645138189283,1350.0,525.0,15.968719434738158,134,-0.010254222158255288,1065.25,0.8638127319514751,0.118896484375,240,584.02,0.5309605211485178,2.4764803469982253
1382400,1.67727060765028,0.0018540026110602501,1350.0,522.5,15.968719267845154,135,-0.010130261670201434,1058.0,0.9114720340818167,0.11591796875,240,594.03,0.3104329507332295,1.8660982524758842
1392640,1.6694616973400116,0.0019174242945953772,1327.5000000000002,522.5,15.96871907711029,136,-0.011965359656824149,1018.0,0.9540696755051613,0.1266357421875,240,592.42,0.13635092955082656,1.721469797181372
1402880,1.661269898712635,0.002165788908405673,1350.0,525.0,15.968719112873078,137,-0.010989399181562476,1058.25,0.852790854871273,0.1265869140625,240,590.5,0.7077234148047864,2.25445339881918
1413120,1.6651373349130154,0.0018637309724456974,4075.0,522.5,15.96871930360794,138,-0.00928609794791555,1189.5,0.8132315065711737,0.1291748046875,240,602.23,0.8490755201783031,2.7988955417680845
1423360,1.6623200424015523,0.001880285298807668,3872.500000000002,500.0,15.96871926188469,139,-0.008907627660664729,1154.75,0.8843086652457715,0.1004638671875,240,598.48,0.5330529391532763,2.500364462068974
1433600,1.6792660064995288,0.0018784227211543184,3715.000000000003,522.5,15.968719214200974,140,-0.009678840659398702,1143.25,0.8904533658176661,0.1202392578125,239,594.98,0.4149969512829557,2.449463469128711
1443840,1.6703406020998954,0.002083535100723826,3715.000000000003,522.5,15.968719238042832,141,-0.011276310451648897,1151.5,0.9472876507788897,0.1325439453125,239,592.73,0.13933345996774732,1.7728976910619672
1454080,1.661309316009283,0.00200891583027698,4077.5000000000005,520.0,15.968719267845154,142,-0.010619149628473679,1191.5,0.8969152458012104,0.1310302734375,239,599.93,0.4169852913590148,2.0648600822714354
1464320,1.65991136059165,0.00210967843527244,1382.5000000000005,522.5,15.968719357252121,143,-0.011574630808172514,1088.25,0.9575513854622841,0.1419921875,240,595.43,0.12039702871115879,1.8392283932079934
