advantage_norm,PMM:episode_rewards,P09:episode_rewards,explained_variance,P01:episode_rewards,fps,policy_loss,epoch_idx,frames,grad_norm,episode_length,value_loss,policy_entropy
1.800600094869733,1.3529411764705883,3.6999999999999993,-0.5536090165376664,0.0,187,-0.01314733155508293,1,8000,1.109454849061936,181.26470588235293,0.04447242075595568,1.3165181913971902
1.2505955808609723,1.4268292682926829,4.0,-0.08029750585556031,0.0,194,-0.001175676334532909,2,16000,0.2659976938716364,184.6951219512195,0.014123638489691075,1.365361169576645
1.5544873586297034,1.94,5.0,-0.03574297070503235,0.0,198,0.0005969238613033667,3,24000,0.3508490594186948,203.87,0.019311115376331144,1.3572506403923035
1.245161531791091,1.96,5.0,0.14306742668151856,0.0,201,0.00425028945413942,4,32000,0.28805685382440316,204.46,0.013250438861650764,1.3336263489723206
1.309152602404356,1.74,4.0,0.017965954542160035,0.0,204,-0.001328938792576082,5,40000,0.37699707905416896,197.68,0.015216616779798641,1.3568271672725678
1.3189069414138794,1.66,4.0,0.5115927243232727,0.0,204,-0.0019444699090672658,6,48000,0.42496616421635447,192.69,0.01729319095844403,1.3527850311994554
1.4346751222014427,1.96,5.0,0.6749409180879593,0.0,207,-0.004124332140490878,7,56000,0.44669308601646907,201.4,0.015104847979964689,1.362168060541153
1.3264935377240181,1.98,5.0,0.7829353028535843,0.0,211,-0.007397994426355581,8,64000,0.4573698419217907,202.24,0.01318270247313194,1.359388040304184
1.2640953993797301,1.82,5.0,0.8202388304471969,0.0,215,-0.001368525658035651,9,72000,0.39997194043026724,197.08,0.01148177356342785,1.3517828834056855
1.079017641544342,1.81,5.0,0.8686574095487595,0.0,216,0.00030985321558546275,10,80000,0.3209922076639732,194.51,0.007998465035343542,1.342306832075119
1.2045303958654403,2.42,7.1000000000000085,0.851614054441452,0.0,214,-0.0034486333982931684,11,88000,0.38427977307695926,216.63,0.010755530564347282,1.3505667316913605
0.9679062643647194,2.07,5.1000000000000085,0.9253773379325867,0.0,214,-0.00265014216885902,12,96000,0.3379195615571958,204.77,0.007311154557974078,1.345163552761078
0.8728808951377869,1.64,5.0,0.9377967005968094,0.0,214,-0.0006553814593644347,13,104000,0.2582253897129378,190.8,0.0055726584343938155,1.3412598693370819
0.8766881477832794,1.68,5.0,0.9401784378290177,0.0,214,0.0003982821682438953,14,112000,0.2510880875558781,193.75,0.005859475386678241,1.3448455893993378
0.8408860564231873,1.93,5.0,0.9495933395624161,0.0,215,-0.0033993029608973303,15,120000,0.2749712566998839,201.58,0.0056088368708151395,1.323931291103363
0.6947103469073772,1.8,5.0,0.9592222839593887,0.0,214,-0.0009400246611767216,16,128000,0.1972698130652267,197.75,0.0037101734563475476,1.341465232372284
0.8898415580391884,1.69,4.1000000000000085,0.9336221522092819,0.0,215,0.00046906395829864777,17,136000,0.25416414786818825,190.93,0.006048019839508925,1.3608571803569793
1.1060045406222343,1.86,5.0,0.87626728951931,0.0,214,-0.0004437234120996436,18,144000,0.29176797315571185,201.94,0.009322211787221021,1.3575939214229584
0.7032505145668984,2.03,5.0,0.962439940571785,0.0,216,-0.00040003203233936804,19,152000,0.19562492380256039,209.26,0.0037694802219630217,1.353857717514038
0.8706022739410401,1.84,5.0,0.9354989600181579,0.0,216,-0.0005295056925388053,20,160000,0.2447327751051235,202.62,0.005887848350103014,1.3549757206439972
0.8162766651809216,1.92,5.0,0.9414381909370423,0.0,218,-0.0010799364157719538,21,168000,0.21726843988065653,204.92,0.005165174180874601,1.3603717160224915
0.8698277726769448,2.55,9.0,0.9428292220830917,0.0,217,-0.0011396892776247114,22,176000,0.24266614762730343,222.7,0.005857165548659396,1.3520501458644867
0.8214451478421688,2.82,9.0,0.951268098950386,0.0,218,-0.0012131007696734742,23,184000,0.2316682217061267,233.7,0.005475325221777893,1.3430732357501984
0.6192529091238975,2.91,9.0,0.9665555793046952,0.0,219,-0.0012706134998734342,24,192000,0.16202439610943206,236.83,0.003247437213722151,1.3462591648101807
0.7265116840600967,2.69,8.100000000000009,0.9548317849636078,0.0,219,-0.0014475223308545537,25,200000,0.194613463154698,228.04,0.004538752697117161,1.3500217521190643
0.7199056494235992,2.33,6.300000000000026,0.9606104862689971,0.0,219,-0.0006400774064240977,26,208000,0.19652498830258913,212.65,0.004270356146735139,1.3444010281562806
0.6589817953109741,1.81,5.0,0.96412488758564,0.0,220,-0.0006427916005486622,27,216000,0.17174072229169565,196.32,0.003784850668744184,1.346759524345398
0.879977546185255,2.03,5.0,0.9394178974628449,0.0,220,-0.00021297824263456278,28,224000,0.24363377677071102,203.43,0.00636260344152106,1.358399167060852
0.7224813666939736,2.02,5.0,0.9447667115926742,0.0,220,-0.0009421869299876561,29,232000,0.19611900395151693,202.0,0.004505206110188738,1.357199285030365
0.742729273289442,2.19,5.0,0.952516434788704,0.0,220,-0.0011102385428966954,30,240000,0.20358929561434574,210.87,0.0046679905441124,1.3576567375659943
