P09:episode_rewards,policy_loss,policy_entropy,value_loss,advantage_norm,explained_variance,episode_length,clip_fraction,fps,P01:episode_rewards,frames,approx_kl_divergence,grad_norm,epoch_idx,PMM:episode_rewards
127.50000000000021,-0.0008568077491872828,1.5410206481814384,0.004875368799548596,15.968717128038406,4.470348358154297e-09,300.24,0.202001953125,517,0.0,286720,0.003034618512367615,0.04714064865453681,28,75.25
150.0,-0.001178906219865894,1.4571241825819015,0.00673639860451658,15.968717592954636,-3.3527612686157227e-09,304.9,0.2089599609375,518,25.0,296960,0.0030401652836189895,0.04731404101885135,29,84.5
175.0,-0.002017056487238733,1.5811219587922096,0.0058253511309857234,15.968713331222535,-1.862645149230957e-08,303.52,0.2917236328125,518,25.0,307200,0.004585282117841416,0.04622999388948573,30,85.25
175.0,-0.0005283831698761788,1.7135986551642417,0.004868272015914954,15.968716597557068,-1.4156103134155273e-08,302.75,0.2471923828125,519,0.0,317440,0.004158826874356691,0.05038003871420379,31,84.0
200.0,-0.0009489299598499201,1.7107616402208805,0.005166617839466881,15.968703639507293,0.0,300.03,0.276708984375,518,0.0,327680,0.004590251740467011,0.05146922692520563,32,84.75
200.0,-0.0012458761037123622,1.6875079445540906,0.00586237286057667,15.968714570999145,-1.5273690223693846e-08,302.91,0.2990478515625,518,0.0,337920,0.004379340555988165,0.051429677744731714,33,85.25
202.50000000000023,-0.0021483310418261682,1.6273146897554398,0.00649566926595071,15.968716877698899,-7.450580596923829e-10,308.31,0.2689208984375,520,0.0,348160,0.00371965602137152,0.049870864839724784,34,102.5
200.0,-0.0012072800789610482,1.599866271018982,0.005431102382567587,15.968704265356063,-1.4156103134155273e-08,305.01,0.2528564453125,520,0.0,358400,0.0036111537742726796,0.04804137270385318,35,90.0
227.5000000000002,-0.0013059471635642693,1.6456812478601932,0.00860894562156318,15.968717700242996,4.097819328308106e-09,309.15,0.220849609375,521,0.0,368640,0.003166384984569959,0.05077315862593497,36,104.5
225.0,-0.0009449036957448698,1.7099465139210224,0.007210053216022061,15.968717575073242,1.2293457984924316e-08,311.48,0.24736328125,521,22.500000000000007,378880,0.0039759293683658825,0.04920149666997216,37,108.5
250.0,-0.0012045671563100768,1.724143461883068,0.00770872297398455,15.968717795610427,-2.6077032089233397e-09,322.23,0.2927734375,521,25.0,389120,0.003949955683413009,0.053995383344921134,38,128.0
275.0,-0.001447999161973712,1.7213969208300113,0.008619320730940672,15.968717885017394,1.0058283805847169e-08,326.04,0.2705322265625,522,22.500000000000007,399360,0.0037992266838159593,0.053633611701896663,39,140.0
280.00000000000045,-0.0019640075533970958,1.7192853406071662,0.011836987704737113,15.968717908859253,1.4901161193847657e-09,332.61,0.2464599609375,522,25.0,409600,0.0034070382624349803,0.05416995946019064,40,161.0
452.50000000000017,-0.0015488345503399613,1.703129953145981,0.01515920018991892,15.968718016147614,-4.097819328308106e-09,347.34,0.1833740234375,522,50.0,419840,0.0024965250138393458,0.054997396162707005,41,220.0
550.0,-0.0009413439711352112,1.7455196030437947,0.013803242552967276,15.96871789097786,-1.0058283805847169e-08,353.48,0.1937255859375,522,72.50000000000001,430080,0.0027716247288253728,0.05489528818331755,42,252.0
550.0,-0.001494202114190557,1.7319798566401006,0.009080982902014511,15.968717700242996,-3.3527612686157227e-09,358.47,0.24013671875,523,50.0,440320,0.0030630085170685107,0.05278725292174583,43,265.5
527.5000000000002,-0.0010268161069689086,1.7070674426853656,0.01125778902323873,15.968717658519745,-5.215406417846679e-09,353.15,0.1963623046875,522,50.0,450560,0.0027977605776641212,0.05395572733841886,44,249.75
500.0,-0.0015802740286744664,1.688337004184723,0.00971741277116962,15.968717646598815,-1.1175870895385742e-09,339.67,0.2570068359375,522,25.0,460800,0.0031531452458239072,0.05696069216555664,45,200.5
327.5000000000002,-0.0009230111289070919,1.5729284152388572,0.007490695898968625,15.968717002868653,-1.7508864402770997e-08,335.81,0.214892578125,522,25.0,471040,0.0033442610833276376,0.049538503520172264,46,175.0
277.5000000000002,-0.001558850100627751,1.5445693932473659,0.008501075573985873,15.968717724084854,-3.725290298461914e-09,327.78,0.2350830078125,522,25.0,481280,0.003449788079615246,0.049525919299462144,47,146.25
300.0,-0.0016520564298843966,1.6344465993344783,0.0073809722889564,15.968717980384827,2.644956111907959e-08,322.43,0.2687255859375,523,25.0,491520,0.003607980698939173,0.050734913991510054,48,135.0
450.0,-0.0014152391901006921,1.6683189369738103,0.008665778607610263,15.968717229366302,-6.332993507385254e-09,329.93,0.253564453125,523,25.0,501760,0.003216772674375079,0.054790952748194,49,160.0
382.5000000000007,-0.0012922530055220704,1.6919976264238357,0.004933993401408543,15.968716597557068,5.960464477539063e-09,323.93,0.2721435546875,523,22.500000000000007,512000,0.003716166481081018,0.04953910785807008,50,139.25
227.5000000000002,-0.001537087899123435,1.709070597589016,0.0038707163514288823,15.968702405691147,6.332993507385254e-09,313.84,0.311328125,523,0.0,522240,0.004428980317698006,0.046639620727715554,51,106.25
125.0,-0.0016506902356923092,1.6820644550025463,0.003353838588333957,15.968713420629502,3.7252902984619143e-10,297.22,0.3494140625,522,0.0,532480,0.005295410484995955,0.046286460433457834,52,59.25
125.0,-0.0010234666458927677,1.709181559830904,0.004795201406273009,15.96871680021286,1.4156103134155273e-08,295.56,0.2518798828125,522,0.0,542720,0.0034536772181809282,0.049494520071752535,53,54.25
125.0,-0.0015898928675596835,1.71445175409317,0.004185509317068181,15.96871595978737,-1.4156103134155273e-08,295.44,0.3725830078125,522,0.0,552960,0.005852291193968994,0.045502969610960176,54,56.5
177.50000000000023,-0.002152405244851252,1.711774405092001,0.006366182945566834,15.968717563152314,-4.470348358154297e-09,302.51,0.3158203125,522,0.0,563200,0.004445765334003227,0.05071596736334595,55,78.0
227.5000000000002,-0.001984979923690844,1.6716793447732925,0.009639067021527125,15.968717581033706,-4.470348358154297e-09,315.81,0.23515625,523,0.0,573440,0.0031573351252347946,0.053125713587748424,56,112.25
310.00000000000085,-0.0017885633333207807,1.6780707694590091,0.009090053285217437,15.96871766448021,-1.2665987014770507e-08,326.27,0.265283203125,523,22.500000000000007,583680,0.003698849781198987,0.052874925984178665,57,146.5
402.5000000000002,-0.0008030241653614212,1.6174730591475963,0.011064133393665543,15.968717575073242,-4.097819328308106e-09,341.8,0.1855712890625,523,50.0,593920,0.0024603663504422003,0.05165044737320455,58,179.75
352.5000000000002,-0.0010743117054516915,1.6036849990487099,0.011984372025472112,15.968717783689499,-1.1175870895385742e-09,342.38,0.2016357421875,523,25.0,604160,0.002548500987609259,0.05146198675767801,59,181.0
380.00000000000045,-0.0015238470325130038,1.6203176945447921,0.013907519332133234,15.96871783733368,8.940696716308593e-09,351.95,0.2195068359375,523,50.0,614400,0.0029648084815960376,0.05481949101937751,60,220.75
382.5000000000007,-0.0011289994243270484,1.6183924555778504,0.014784202687587822,15.968717831373215,-6.332993507385254e-09,361.66,0.17421875,524,97.5,624640,0.00251340492336567,0.0565306886420856,61,247.5
530.0000000000005,-0.0011089963423728476,1.650367548316717,0.015085561230080202,15.968717861175538,-1.2665987014770507e-08,370.08,0.164990234375,523,147.5,634880,0.0020387612493209415,0.054256882151669995,62,284.75
525.0,-0.0011598604382015766,1.6831382542848587,0.012320322460436729,15.968717741966248,-8.195638656616212e-09,370.94,0.260107421875,523,125.0,645120,0.003584344170803888,0.055116149368124326,63,286.75
502.5000000000002,-0.0012417708232533187,1.6374400287866593,0.011905371421016752,15.968717950582505,-1.2665987014770507e-08,371.61,0.1785888671875,523,125.0,655360,0.0023411981353092413,0.05351877390280466,64,267.5
502.5000000000002,-0.0016941114838118665,1.5882921166718007,0.013567185899592004,15.968717777729035,-3.7252902984619143e-10,367.83,0.20576171875,523,125.0,665600,0.0025478253742846845,0.057249309694589544,65,256.5
552.5000000000002,-0.001158174236115883,1.6240724541246891,0.013486468646442517,15.968717753887177,-1.0058283805847169e-08,364.67,0.17216796875,523,125.0,675840,0.0022868580119848048,0.05631338463973551,66,257.25
550.0,-0.0017983152880333363,1.6225391037762165,0.01389672736695502,15.96871789097786,8.940696716308593e-09,363.62,0.1885498046875,523,125.0,686080,0.0024350384150579885,0.05507629356966093,67,261.5
460.0000000000008,-0.001509383103621076,1.6095920763909817,0.014792570382996927,15.968717855215072,-1.5273690223693846e-08,354.54,0.2206787109375,523,125.0,696320,0.0026457008737111208,0.06089156278305742,68,257.25
375.0,-0.00167551575723337,1.6440201684832574,0.01333900358149549,15.968717867136002,-1.2293457984924316e-08,346.68,0.2208251953125,523,125.0,706560,0.0025957404865721402,0.05938721954397876,69,246.5
377.5000000000002,-0.0008792764525423991,1.6504606135189532,0.01273146591411205,15.968717885017394,7.450580596923829e-10,346.58,0.209326171875,524,100.0,716800,0.0026185495651020576,0.05767480349133618,70,246.25
410.00000000000085,-0.0013972634969832143,1.6565600082278251,0.010923728970192314,15.96871775984764,3.3527612686157227e-09,343.07,0.211474609375,524,75.0,727040,0.0026065533388589302,0.05468539378128281,71,233.75
500.0,-0.0012586011762323324,1.682903803139925,0.012293646844045724,15.96871783733368,-7.450580596923828e-09,350.82,0.191015625,523,75.0,737280,0.002435952954806453,0.05610519063518815,72,245.0
430.0000000000004,-0.0009026880110468482,1.7204928673803805,0.011109677137574181,15.968717843294144,-9.685754776000977e-09,343.47,0.2265380859375,519,75.0,747520,0.002966825668409001,0.055817300022007264,73,218.5
430.0000000000004,-0.0012759149773046373,1.7373752176761628,0.013046118420606944,15.96871787905693,-6.7055225372314455e-09,348.38,0.2180908203125,518,75.0,757760,0.0027235028558493467,0.056567788450347045,74,220.0
475.0,-0.00113726099843916,1.7188786409795285,0.011358509963611142,15.968717741966248,-2.3096799850463868e-08,353.97,0.1966796875,518,75.0,768000,0.002478743574067721,0.05632957754239167,75,229.75
525.0,-0.0009500408137682826,1.7366131111979484,0.009414031492269714,15.968717956542969,-6.7055225372314455e-09,352.47,0.2033203125,517,50.0,778240,0.0025738588331023493,0.052153028394390157,76,229.75
430.0000000000004,-0.0013116276470100275,1.6756410673260689,0.00760783876687583,15.9687171459198,-5.215406417846679e-09,346.6,0.2346435546875,517,50.0,788480,0.0030277085276338767,0.05347428740799922,77,192.5
425.0,-0.0016564913044931017,1.6226994208991528,0.007227297235749575,15.968717437982558,-6.7055225372314455e-09,339.12,0.260009765625,516,25.0,798720,0.0029471387534670155,0.05244340819857736,78,163.75
275.0,-0.001486545205989387,1.628479077666998,0.008832068282026739,15.968717604875565,-9.685754776000977e-09,333.98,0.236572265625,515,25.0,808960,0.0030746573910732876,0.05537652915860235,79,138.0
400.0,-0.0015391743596410378,1.635349589586258,0.010496670161592192,15.968717950582505,-6.332993507385254e-09,341.73,0.2439697265625,514,25.0,819200,0.0032203618421249303,0.0524475657754465,80,169.0
400.0,-0.0014449129488639302,1.6843787908554078,0.008973103805419668,15.968717646598815,-5.587935447692871e-09,337.44,0.2904541015625,512,50.0,829440,0.00343981386699852,0.05445943622636514,81,170.75
400.0,-0.001634944045872544,1.693372155725956,0.0074507514970946435,15.968717497587203,-4.8428773880004884e-09,342.81,0.2806640625,508,50.0,839680,0.0036943938902993523,0.05058854897609801,82,176.0
300.0,-0.0018055398446449543,1.7201347060501575,0.006995178513261635,15.968717789649963,1.7136335372924803e-08,333.47,0.2951416015625,505,25.0,849920,0.0042187855161046174,0.04985461174959002,83,145.25
300.0,-0.001268240797071485,1.7392116516828537,0.008577908082133944,15.96871754527092,-6.7055225372314455e-09,330.28,0.24814453125,501,25.0,860160,0.0030268364281255344,0.05309994498280195,84,141.25
302.5000000000002,-0.0012049404245772165,1.7134536683559418,0.011480433160613757,15.968717765808105,-1.7508864402770997e-08,335.24,0.2309814453125,495,25.0,870400,0.002969602410917105,0.058015272673787456,85,150.25
350.0,-0.0006897493443830171,1.683750931918621,0.011371038014476652,15.968717902898788,-1.080334186553955e-08,348.98,0.173828125,486,25.0,880640,0.0022590440235944697,0.05329509868409858,86,186.0
425.0,-0.0012920344408485108,1.7233768343925475,0.01043082138785394,15.968717700242996,-1.862645149230957e-09,351.23,0.2395751953125,472,25.0,890880,0.002934089898212733,0.0554817019974557,87,207.25
527.5000000000002,-0.00187344899350137,1.7091234423220159,0.013124112182413227,15.968717902898788,-2.6077032089233397e-09,353.99,0.1692626953125,457,50.0,901120,0.0019444426439804373,0.05139148620042879,88,235.75
502.5000000000002,-0.0010864541687624295,1.7225423566997051,0.013171190252251108,15.968717747926712,1.5273690223693846e-08,355.04,0.1880615234375,446,50.0,911360,0.0020932808535974344,0.05471173635867764,89,241.5
527.5000000000002,-0.0014413020195206626,1.7162010669708252,0.011926205598865636,15.968717616796493,9.685754776000977e-09,358.26,0.211767578125,435,50.0,921600,0.0025512081745546313,0.0540618921966497,90,248.0
360.0000000000009,-0.0019135451118927449,1.709945759922266,0.011929910415710765,15.968717777729035,2.9802322387695314e-09,357.18,0.23583984375,425,50.0,931840,0.002808687155709322,0.05424945127671623,91,232.0
455.0000000000004,-0.0017168028985906857,1.7299904592335225,0.011379549361845421,15.968717962503433,-2.384185791015625e-08,357.0,0.2463623046875,415,50.0,942080,0.002923594729645629,0.057416403893681654,92,231.0
500.0,-0.001289636367073399,1.7506154201924802,0.011726672956137918,15.968717688322068,1.3411045074462891e-08,354.51,0.21748046875,407,50.0,952320,0.002658453651065429,0.053956779749002946,93,226.5
525.0,-0.001975380108342506,1.71730053499341,0.012281467093635002,15.968717789649963,1.4901161193847657e-09,351.65,0.2659912109375,399,50.0,962560,0.002993227766023665,0.05640560599843538,94,231.75
502.5000000000002,-0.0013516258033632767,1.6983285777270793,0.013558795436983928,15.968717920780183,-5.960464477539063e-09,347.92,0.187841796875,392,50.0,972800,0.0023297001504033687,0.055141728291913814,95,228.0
527.5000000000002,-0.001684412181202788,1.6825158685445785,0.014130042742181104,15.968717896938324,-1.4901161193847656e-08,356.65,0.22265625,384,122.5,983040,0.002643302305477846,0.05570847293641036,96,257.0
430.0000000000004,-0.001301951488130726,1.713445496559143,0.012254134379872994,15.968717640638351,9.685754776000977e-09,350.72,0.214697265625,378,125.0,993280,0.0028690939170701313,0.054987093452864275,97,246.5
377.5000000000002,-0.0012447631808754523,1.7144698895514012,0.012578889702854212,15.968717712163926,-3.3527612686157227e-09,346.37,0.233447265625,374,100.0,1003520,0.002619066853401364,0.058778957459179756,98,233.5
327.5000000000002,-0.0010982020212395582,1.7097068682312966,0.012887141515966505,15.968717783689499,3.3527612686157227e-09,342.06,0.19228515625,370,97.5,1013760,0.002315156450811173,0.05528368752925078,99,220.75
350.0,-0.0017847614915808662,1.6884418718516827,0.01372732445015572,15.968717944622039,-1.6763806343078613e-08,346.36,0.2448974609375,367,100.0,1024000,0.003016359839062943,0.05760071529611825,100,228.5
350.0,-0.002030423927135416,1.6751234248280524,0.012132592775742523,15.968717831373215,-1.7881393432617187e-08,343.23,0.2531982421875,364,100.0,1034240,0.0028887416828752067,0.0573847431093167,101,218.5
357.5000000000007,-0.0012186683488835115,1.642174455523491,0.009749783376355481,15.968717801570893,-2.0489096641540527e-08,340.58,0.2036376953125,360,50.0,1044480,0.002361909822548114,0.05034758630489318,102,212.75
350.0,-0.001475614794617286,1.6786162801086904,0.011449729668674991,15.968717908859253,-9.313225746154785e-09,340.16,0.232666015625,357,50.0,1054720,0.002747477805746712,0.05505472380182025,103,194.0
352.5000000000002,-0.0010347579125664196,1.7247024334967136,0.010198861910248524,15.968717724084854,3.7252902984619143e-10,335.98,0.2012939453125,353,25.0,1064960,0.002561682486771133,0.055877315901490775,104,186.0
327.5000000000002,-0.0011479043347208061,1.6904628291726111,0.013320731103158323,15.968717622756959,-4.097819328308106e-09,340.1,0.173388671875,350,50.0,1075200,0.0021831971767142023,0.05272392062698443,105,200.0
352.5000000000002,-0.0008388995192945004,1.7235753528773785,0.013611637790017995,15.968717604875565,-2.9802322387695314e-09,344.08,0.1871826171875,347,50.0,1085440,0.002229181231336952,0.053465459676834845,106,225.0
350.0,-0.0011897488751856145,1.7521456763148309,0.011052172251038429,15.9687175989151,-1.862645149230957e-09,347.29,0.2309326171875,344,75.0,1095680,0.0025885195131650105,0.05636397094071407,107,229.0
350.0,-0.0018380576053459662,1.7059675589203835,0.00988283224942279,15.968717616796493,1.4528632164001465e-08,345.27,0.2641357421875,341,50.0,1105920,0.003245956667478822,0.051293045968096494,108,215.25
350.0,-0.0010978146379784447,1.6598270565271378,0.0074926729990579585,15.968717086315156,2.123415470123291e-08,332.43,0.25166015625,339,50.0,1116160,0.0033835405450872713,0.0513994125038872,109,167.0
250.0,-0.0015201625930785668,1.6924631297588348,0.007241888034650401,15.968717455863953,2.9802322387695314e-09,324.11,0.262158203125,336,50.0,1126400,0.0032417035760772704,0.048963901634610105,110,135.0
200.0,-0.0014607425677240827,1.608091838657856,0.007700723113964613,15.968715274333954,-2.2351741790771484e-09,321.07,0.280322265625,334,25.0,1136640,0.003592317501056641,0.05404927997214872,111,119.5
202.50000000000023,-0.00175848573926487,1.6301018118858337,0.008564286064029147,15.968717539310456,-1.3411045074462891e-08,329.06,0.2623046875,331,25.0,1146880,0.0029769453016228907,0.049381848622509286,112,130.5
250.0,-0.0016729001021303703,1.6899675853550433,0.008605355489999056,15.968718069791795,-5.215406417846679e-09,339.07,0.27216796875,329,25.0,1157120,0.0033318739750711757,0.05275434098415603,113,151.75
300.0,-0.0013472173806803767,1.6782289274036883,0.00872795470932033,15.968717777729035,-1.2665987014770507e-08,341.75,0.2807373046875,326,47.50000000000001,1167360,0.0031927754978028134,0.05293353575921224,114,159.25
300.0,-0.0014770048786886037,1.6715599663555623,0.008453722414560615,15.96871766448021,8.940696716308593e-09,340.68,0.2466796875,324,50.0,1177600,0.0029245592996119283,0.052906508622573976,115,162.0
352.5000000000002,-0.0011829307095467811,1.7215895496308804,0.00938495491482172,15.96871771812439,-1.1175870895385742e-09,338.86,0.23603515625,322,25.0,1187840,0.0027645259856399207,0.05415881915418852,116,169.25
350.0,-0.0018551138764451025,1.7520946189761162,0.01057328080814841,15.96871754527092,-1.3783574104309083e-08,338.38,0.254296875,319,50.0,1198080,0.002652835740127557,0.053195781889845105,117,174.5
327.5000000000002,-0.0018234513594507008,1.7491847470402717,0.008142956123447221,15.968717449903489,8.195638656616212e-09,334.45,0.293603515625,318,47.50000000000001,1208320,0.0029913453491417384,0.05401335591084613,118,167.5
250.0,-0.0012873496216343483,1.718779305368662,0.007251460176121327,15.968717408180236,-1.1175870895385742e-08,322.66,0.295703125,316,25.0,1218560,0.003151845108732232,0.05495513597987765,119,136.5
225.0,-0.0014910922687704441,1.621528422832489,0.005258191943630664,15.968716979026794,-2.2351741790771484e-09,311.56,0.27861328125,313,25.0,1228800,0.003552275404683769,0.04720925007503991,120,104.25
175.0,-0.0012256490605068392,1.6115055948495864,0.0037491897450124155,15.968710738420487,1.2293457984924316e-08,304.04,0.2562255859375,312,0.0,1239040,0.003215470169305945,0.044645535823193326,121,81.5
150.0,-0.0013287735600897577,1.555873166769743,0.005815113216613099,15.968717044591903,-1.0058283805847169e-08,303.15,0.343212890625,310,0.0,1249280,0.004052968963685543,0.05487914864084705,122,74.75
150.0,-0.0019374022645934018,1.5132441647350787,0.008225342372315935,15.96871750354767,-8.195638656616212e-09,312.34,0.253125,308,0.0,1259520,0.0025529216671770884,0.05234464728852382,123,82.75
202.50000000000023,-0.0013546746133215493,1.4831155844032764,0.00981530425215169,15.968717497587203,1.1175870895385742e-08,329.81,0.2102783203125,306,25.0,1269760,0.0022401411309942885,0.05120873807104283,124,117.75
252.50000000000023,-0.0012432859039108735,1.476438196003437,0.011438648396142526,15.968717730045318,1.899898052215576e-08,349.22,0.140869140625,304,50.0,1280000,0.0018212352959494638,0.04633732299956968,125,159.0
275.0,-0.0010748978158517275,1.502162681519985,0.01135640006250469,15.968717849254608,-5.587935447692871e-09,363.76,0.215478515625,302,97.5,1290240,0.0024570763848203113,0.05303788758320841,126,188.5
300.0,-0.001243060671913554,1.5119879774749279,0.01169800166717323,15.968717813491821,2.2351741790771484e-09,367.94,0.2185791015625,301,125.0,1300480,0.0028832327169084236,0.05207206296226498,127,208.0
480.00000000000045,-0.0018378518394456477,1.4524388484656812,0.013286547124153003,15.968717688322068,5.215406417846679e-09,379.51,0.2408203125,299,125.0,1310720,0.002790958142850286,0.05819299596086811,128,251.25
527.5000000000002,-0.001386278936479357,1.4054072231054306,0.0122042898539803,15.968717622756959,-7.82310962677002e-09,382.45,0.198486328125,298,125.0,1320960,0.002180539404838555,0.05193524389196019,129,265.25
550.0,-0.0009197412342473399,1.44286889731884,0.010328974513663524,15.968717616796493,8.568167686462402e-09,390.64,0.2043212890625,296,125.0,1331200,0.0024290005568332164,0.05094214656484728,130,271.75
550.0,-0.0011794933816418052,1.533235566318035,0.011996297238874831,15.968717902898788,5.587935447692871e-09,389.8,0.2113037109375,295,125.0,1341440,0.0026111922403174504,0.052110228214184484,131,263.75
475.0,-0.001207502623219625,1.5666001074016094,0.010499324698685086,15.968717849254608,2.868473529815674e-08,390.64,0.2417236328125,294,122.5,1351680,0.0030262565726729917,0.054586168279962564,132,245.25
550.0,-0.0015741080522275297,1.5120751217007637,0.011783607734832913,15.968717801570893,1.1548399925231934e-08,393.58,0.208935546875,292,100.0,1361920,0.0024725867179824943,0.05464162019748657,133,259.0
550.0,-0.0014473904215265066,1.5139428459107875,0.010065171334281331,15.96871777176857,1.4901161193847657e-09,392.89,0.1987060546875,291,75.0,1372160,0.0026739369378731225,0.051030846015693854,134,250.0
527.5000000000002,-0.0014391938682820182,1.4700911566615105,0.009671523254655767,15.968717819452285,-7.078051567077636e-09,385.7,0.1934814453125,290,50.0,1382400,0.0024520795978105526,0.04823699420520504,135,249.0
502.5000000000002,-0.000849382740125293,1.498538428544998,0.010520850288594374,15.968717861175538,-1.1548399925231934e-08,378.35,0.20712890625,289,50.0,1392640,0.002347132359182069,0.04881205970572604,136,230.0
475.0,-0.0006775540496164467,1.6449570305645467,0.01123822097779339,15.968717753887177,7.450580596923829e-10,365.17,0.19169921875,288,50.0,1402880,0.0022247867713645064,0.05355317392735781,137,217.5
475.0,-0.0007813892283593304,1.6893124409019946,0.011383123858104227,15.968717616796493,-1.6391277313232423e-08,351.28,0.2196044921875,286,50.0,1413120,0.0028285919917379943,0.0540483759797213,138,217.75
