clip_fraction,PMM:episode_rewards,advantage_norm,P09:episode_rewards,value_loss,grad_norm,approx_kl_divergence,policy_entropy,P01:episode_rewards,policy_loss,episode_length,epoch_idx,explained_variance,fps,frames
0.193896484375,18.75,15.968684750795365,97.50000000000006,736258951.0501103,681598198.8747146,228131.3581126764,0.13888201896784386,0.0,0.0514634185709383,286.03125,1,-1.4535485446453094,489,10240
0.2149169921875,9.722222222222221,15.968599826097488,25.0,0.028392643981583632,0.4182247257395792,0.011788983992774149,0.4015423104534193,0.0,0.002598334323920426,280.7361111111111,2,-1.7881393432617187e-08,465,20480
0.354150390625,20.25,15.845438081026078,75.0,0.0037277435411383307,0.04207246471013411,0.011322927165656438,1.4701885610818863,0.0,0.000595469304244034,283.95,3,-1.0430812835693359e-08,462,30720
0.345166015625,43.5,15.968716317415238,100.0,0.00401621314009617,0.03778215321125529,0.0065245000907452775,1.4953643307089806,0.0,-0.00204255752669269,290.29,4,-9.313225746154785e-09,465,40960
0.3816162109375,60.25,15.968711352348327,100.0,0.0036617624031038075,0.04226299093344068,0.007791999788992143,1.484951051324606,0.0,-0.0010196069866651668,295.27,5,-4.8428773880004884e-09,465,51200
0.28125,64.75,15.968714904785156,125.0,0.004472989392797899,0.04282674142050408,0.005374611589104461,1.505235631018877,0.0,-0.0011249509818298975,295.99,6,2.6822090148925782e-08,461,61440
0.2950439453125,69.0,15.96871284842491,150.0,0.005831522219187946,0.04349732309369193,0.004850387151236646,1.5180917233228683,0.0,-0.0012729735070024617,295.63,7,4.8428773880004884e-09,458,71680
0.3003173828125,99.0,15.96871691942215,202.50000000000023,0.00712371931524558,0.05214881870665204,0.004343801346158216,1.5939902819693088,0.0,-0.001246962705408805,303.88,8,-8.940696716308593e-09,461,81920
0.23115234375,111.75,15.968717551231384,250.0,0.007148571589823405,0.04897459555552009,0.0037228168587546406,1.519200848788023,0.0,-0.001553446490652277,311.92,9,-5.215406417846679e-09,460,92160
0.2500732421875,130.25,15.968717819452285,275.0,0.008628112730002612,0.05046730968713849,0.0037218859505628644,1.5911588020622731,25.0,-0.0017167437907119165,322.36,10,6.7055225372314455e-09,458,102400
