epoch_idx,frames,PMM:episode_rewards,P09:episode_rewards,policy_entropy,advantage_norm,approx_kl_divergence,P01:episode_rewards,clip_fraction,value_loss,policy_loss,episode_length,explained_variance,fps,grad_norm
250,2560000,2432.75,4402.5,1.6494921803474427,15.968719315528869,0.0014837789914398801,550.0,0.12333984375,0.8234746721107513,-0.010719605902340845,688.51,0.8497169271111489,191,2.1864998157683733
251,2570240,2528.5,4452.5,1.6480455175042152,15.96871919631958,0.0013708298691316747,550.0,0.11064453125,1.9479510042350738,-0.009077717713807942,707.33,0.8133434154093265,191,2.7966971000548697
252,2580480,2500.75,4377.5,1.6404059469699859,15.968719232082368,0.001413136956972943,550.0,0.1110595703125,2.8243211318738757,-0.007243796939474123,695.93,0.741833147406578,191,3.094947336313684
253,2590720,2588.75,4377.5,1.6553144007921219,15.968719160556793,0.0013252122940006186,525.0,0.1004150390625,1.6982634880580008,-0.00772641502917395,688.91,0.7647023189812898,191,3.102823925710292
254,2600960,2335.5,4375.0,1.6495208755135535,15.968719178438187,0.0013440627407082227,500.0,0.1050048828125,2.105608527362347,-0.007572425526450388,664.66,0.7539691906422377,191,2.836055023209584
255,2611200,2375.25,4375.0,1.637582265585661,15.968719291687012,0.001500188728676155,500.0,0.124169921875,2.066054998803884,-0.008226912426471245,671.96,0.7811821766197682,191,2.6646965438383803
256,2621440,2466.75,4330.0,1.6406085625290872,15.968719279766082,0.0016579963621897258,475.0,0.1265869140625,1.8522411370649934,-0.010141985139489407,682.17,0.816033011302352,191,2.6442856484581734
257,2631680,2599.0,4375.0,1.644413087517023,15.968719410896302,0.0012322923075320492,472.5,0.096728515625,2.064142898051068,-0.007972983959552949,694.76,0.7807819552719593,191,2.630977322032387
258,2641920,2441.75,4375.0,1.6604541592299937,15.968719273805618,0.001411546388101595,450.0,0.1091796875,1.6292627927847207,-0.008677689712203573,680.34,0.7789653189480304,191,2.8606694501136025
259,2652160,2261.0,4375.0,1.6525643154978753,15.968719226121902,0.0013820622220241453,422.5,0.1078369140625,1.4128714463673533,-0.007707270233731833,672.39,0.775316296517849,191,2.4796612625656134
260,2662400,2511.75,4427.5,1.6294830799102784,15.968719339370727,0.0012806248512678721,400.0,0.0949951171875,2.314807442761958,-0.006132016347692115,697.14,0.7797786552459002,191,4.031163837754885
261,2672640,2558.5,4482.500000000001,1.6087787635624409,15.968719267845154,0.0015802624874656252,472.5,0.1247314453125,1.5994774974882602,-0.008825074283777212,698.93,0.770557152107358,191,2.730701568097341
262,2682880,2347.0,4482.500000000001,1.624082873761654,15.968719244003296,0.0015753476708600268,475.0,0.12451171875,1.21211091671139,-0.008461455317410582,675.78,0.8058041159063578,191,2.670183309891758
263,2693120,2273.5,4505.000000000001,1.6360999368131162,15.968719416856766,0.0015508212043646088,400.0,0.1303955078125,2.491374963056296,-0.007713403059824486,664.06,0.7240849960595369,191,3.57905554073123
264,2703360,2327.25,4377.5,1.636993170529604,15.968719255924224,0.0014809635132398285,422.5,0.119873046875,1.797677884111181,-0.010078534971944464,663.66,0.8361312691122293,191,2.6339667786559566
265,2713600,2518.5,4455.000000000001,1.6486169174313545,15.968719154596329,0.0013288569808200524,422.5,0.1080322265625,2.4058619941584767,-0.008111089061640087,691.76,0.7676457058638334,191,3.1494420102462186
266,2723840,2653.25,4505.000000000001,1.6598165825009346,15.968719238042832,0.001339413215174949,470.0,0.10859375,2.0957247311249376,-0.007975064338825177,703.17,0.795015124976635,191,3.1384750951330718
267,2734080,2577.25,4402.5,1.6526302359998226,15.968719148635865,0.0014330927418886108,475.0,0.107275390625,1.3090843367390335,-0.009228324556170264,698.27,0.8482510734349489,191,3.0540868008905395
268,2744320,2539.5,4400.0,1.654589695483446,15.968719202280045,0.0014224844340223481,395.0,0.1238525390625,1.7906225205399096,-0.008127029153001786,691.72,0.785271217301488,191,3.00410632109785
269,2754560,2547.0,4400.0,1.635178742557764,15.968719285726547,0.001654357794587133,422.5,0.1157470703125,0.9233662446960806,-0.009947966652543983,690.69,0.8812168885022402,191,2.174771144358462
270,2764800,2446.25,4400.0,1.6398689404129982,15.968719387054444,0.0013316945085879964,472.5,0.10458984375,1.391848060535267,-0.0092068614294476,685.78,0.8637201521545649,191,2.8671471306300638
271,2775040,2330.25,4575.0,1.650644912570715,15.968719112873078,0.0011746908664694634,472.5,0.09716796875,1.5056890337727964,-0.007702377413443174,679.88,0.8293760664761066,191,3.189801819631569
272,2785280,2278.0,4580.0,1.6373658142983913,15.968719398975372,0.0013409555094885384,497.5,0.1043701171875,1.7637857424095273,-0.00852689823259425,678.84,0.8026654183864593,191,2.8566435242619153
273,2795520,2321.0,4627.500000000001,1.6593859516084195,15.968719202280045,0.0013956369540328328,472.5,0.1135009765625,1.9222256077453495,-0.007987640619830927,687.46,0.768985615670681,191,2.9012984453703976
274,2805760,2278.75,4827.5,1.6378208793699742,15.968719178438187,0.0013787219453096885,447.5,0.1197509765625,1.6932233984582126,-0.008911725122379721,684.63,0.8359577666968108,191,3.182724382113647
275,2816000,2445.0,4850.0,1.6262297376990318,15.968719345331191,0.001249590199791298,472.5,0.0973388671875,1.9673627470619977,-0.00734043563461455,702.17,0.8290453810244799,191,3.399366979037788
276,2826240,2626.75,4850.0,1.6312512792646885,15.96871920824051,0.0011878404825613452,475.0,0.10078125,2.618124372512102,-0.006872830021529807,715.07,0.788425586745143,191,3.7913761589558583
277,2836480,2717.5,4850.0,1.6353436216711998,15.968719226121902,0.0012788659058973865,472.5,0.100048828125,1.276024055853486,-0.006852389798586956,729.37,0.8473459776490927,191,3.1898397553220166
278,2846720,2731.75,4825.0,1.6585742458701134,15.968719351291657,0.0017136369947483687,450.0,0.12119140625,1.7963126016780735,-0.008806780488157528,722.36,0.8047287333756685,191,2.6098349359486237
279,2856960,2650.25,4652.5,1.6420848093926907,15.968719238042832,0.001384244116451713,447.5,0.1179443359375,1.1428871056996286,-0.008369047792621131,708.85,0.808889526128769,191,2.707052624887188
280,2867200,2485.5,4625.0,1.6290093310177327,15.968719345331191,0.0012603726856586185,447.5,0.1150634765625,1.6778520551975817,-0.007363588724911096,692.2,0.7566993579268455,191,2.6854790586288244
281,2877440,2479.25,4505.000000000001,1.6294948898255825,15.968719351291657,0.0011625194244633693,397.5,0.0982177734375,2.757165674865246,-0.007493532582338957,677.32,0.7352194860577583,191,3.745209037786109
282,2887680,2550.25,4602.5,1.6366046041250228,15.968719345331191,0.001545927561653951,397.5,0.1134033203125,2.0813478148542344,-0.00793983785151795,682.93,0.8065908703953028,191,3.1938109207425005
283,2897920,2585.75,4627.500000000001,1.6241713806986808,15.968719100952148,0.0013414974399897095,425.0,0.115771484375,1.7855938571039587,-0.008163622364008916,688.23,0.7922066401690244,191,3.4710618696218973
284,2908160,2486.75,4627.500000000001,1.6579103112220763,15.968719214200974,0.0011997704770810292,420.00000000000006,0.1021484375,1.4216843444854022,-0.007741573320345196,679.0,0.7686093494296073,191,2.548613865162608
285,2918400,2474.75,4655.0,1.6692966364324093,15.968719351291657,0.001277659006439441,420.00000000000006,0.1103271484375,1.145463883690536,-0.008044980987688178,684.38,0.8359549853950738,191,2.375096781506656
286,2928640,2558.75,4700.0,1.6610091380774974,15.968719512224197,0.0012332087793883225,425.0,0.1052734375,1.6623263754881918,-0.008210380221862578,678.86,0.8086325149983168,191,2.420712899988838
287,2938880,2353.25,4605.000000000001,1.6446777805685997,15.968719273805618,0.0011801778382452177,445.0,0.08984375,1.3749699172563852,-0.008018980808265042,668.8,0.8115879815071821,191,2.692472842083147
288,2949120,2438.25,4577.5,1.6413647070527078,15.968719232082368,0.0013255980072418947,472.5,0.0917724609375,2.1102038512472063,-0.006106492939579766,681.15,0.7854404781013727,191,3.157488582555806
289,2959360,2264.5,4452.5,1.6400238946080208,15.968719154596329,0.001292647283054703,400.0,0.119189453125,1.3339418466668576,-0.008143739004299277,664.46,0.8231219787150621,191,2.440111835327309
290,2969600,2310.5,4450.0,1.6288380436599255,15.968719160556793,0.001063190980812995,445.0,0.092919921875,2.987696431344375,-0.007313569253165042,665.58,0.7675193458795547,191,3.3882691786057713
291,2979840,2427.75,4482.500000000001,1.6423084892332553,15.968719327449799,0.0013007581832998414,475.0,0.1087890625,1.7422207450959832,-0.00814211295437417,668.57,0.825208704173565,191,3.6142823975082714
292,2990080,2551.75,4482.500000000001,1.6547958426177503,15.96871920824051,0.001196410241016513,500.0,0.10859375,2.5713135838042946,-0.006566592949093319,683.97,0.7513089064508677,191,3.214793708992494
293,3000320,2705.25,4557.500000000001,1.629684152454138,15.96871924996376,0.0012711085226674117,500.0,0.1007568359375,1.8225734824314714,-0.0066837147023761645,702.52,0.7984980553388595,191,3.1458072274577233
294,3010560,3057.0,4655.0,1.6318842396140099,15.96871920824051,0.001134212259217297,572.5,0.1017333984375,1.9159938502125442,-0.006868772880989127,741.67,0.7806541513651609,191,3.8888677597121686
295,3020800,3141.75,4702.5,1.6227954253554344,15.96871920824051,0.0011112212314405869,597.5,0.094677734375,2.4542024557478728,-0.006203536505199736,744.88,0.7754323352128267,191,3.6160604955108866
296,3031040,3137.75,4650.0,1.626944623142481,15.96871942281723,0.001135406915313332,600.0,0.0966796875,1.701882045995444,-0.006787582307879347,749.2,0.8200351294130087,191,3.1771146227426548
297,3041280,3202.25,4702.5,1.6551106706261636,15.968719267845154,0.001414801953757639,570.0,0.097119140625,2.323796713538468,-0.007279121495867002,757.36,0.7729652434587478,191,3.5237034354028838
298,3051520,3246.25,4677.5,1.645108012855053,15.968719404935836,0.0014289376593301538,572.5,0.1279296875,2.539465525187552,-0.007954883175261784,758.39,0.8132917422801256,191,3.6374290775385476
299,3061760,3055.75,4675.0,1.6554153807461263,15.968719345331191,0.0009545738470994374,500.0,0.0814208984375,1.7755733009427785,-0.006502885801455705,728.72,0.8141190011054278,191,3.3963455911931226
300,3072000,2880.0,4605.000000000001,1.657431434094906,15.968719232082368,0.0012664145889407213,400.0,0.1031005859375,1.531479243375361,-0.007202624792989809,697.76,0.8119145229458808,191,3.1513540894514778
301,3082240,2795.25,4577.5,1.6341566517949104,15.968719327449799,0.0013502253800429698,400.0,0.104248046875,2.1241971235722303,-0.006770546091138386,678.19,0.8036342464387417,191,4.561708903263801
302,3092480,2696.75,4652.5,1.6495320811867713,15.968719398975372,0.0013932426897558365,400.0,0.1029296875,1.6529046569485217,-0.008266715254467271,671.43,0.8334245409816503,191,3.512254947749721
303,3102720,2754.0,4605.000000000001,1.6221051797270776,15.96871924996376,0.0012900800357959052,422.5,0.103125,1.686282316315919,-0.007655653308756882,665.88,0.8384230237454176,191,4.02786576220504
304,3112960,2777.0,4652.5,1.6393427558243274,15.968719333410263,0.001389384366496374,525.0,0.1117919921875,1.6664318961557,-0.00807822803108138,671.26,0.7974030636250973,191,2.9926879378469957
305,3123200,2735.25,4700.0,1.5996342338621616,15.968719238042832,0.0012889104918491058,512.5,0.1085205078125,1.7303321517072618,-0.007108124481601408,672.44,0.8378268051892519,191,3.61487461088734
306,3133440,2821.75,4677.5,1.6239741571247577,15.968719375133514,0.0014205799160554452,525.0,0.1112060546875,1.6239512961823492,-0.009070188386976952,685.62,0.8546734631061554,191,3.776359761720709
307,3143680,2833.5,4677.5,1.619645170867443,15.968719214200974,0.001147126578701313,525.0,0.08486328125,1.4793391624465584,-0.006962577856029384,702.83,0.8395949024707079,191,4.990933422623936
308,3153920,3001.5,4677.5,1.6126099176704884,15.96871920824051,0.0010171371376150337,525.0,0.090576171875,2.0303729283623397,-0.006164766991423676,725.58,0.8393051192164421,191,6.329803579307795
309,3164160,3076.75,4675.0,1.6280786335468291,15.96871938109398,0.0011930360019680231,570.0,0.1047607421875,1.2543785685673357,-0.007723489036652609,738.88,0.8712008312344551,191,4.470252645468354
310,3174400,3075.75,4675.0,1.6119582295417785,15.968719398975372,0.001207539770593314,525.0,0.080322265625,1.6988489954732358,-0.006114005506606191,743.66,0.8690764512866735,191,4.628145635252579
311,3184640,3142.0,4675.0,1.6075855672359467,15.968719315528869,0.0012118769322403433,525.0,0.1020751953125,1.3893844607286154,-0.007407395356494817,740.45,0.875171609595418,191,4.345173224585359
312,3194880,3263.5,4675.0,1.6232008539140224,15.96871919631958,0.001085518341398532,525.0,0.084716796875,2.122584769129753,-0.006513519618238206,748.87,0.8036727450788022,191,4.737451805227104
313,3205120,3227.25,4652.5,1.6344424821436405,15.968719285726547,0.0011165423548623215,622.5,0.097607421875,1.875366452522576,-0.006967967691161902,742.91,0.7893146708607673,191,5.153312833118352
314,3215360,3377.75,4702.5,1.6572814248502254,15.968719297647477,0.001011220940592242,690.0,0.083349609375,1.3561822097748517,-0.0075049781815323515,744.3,0.8619811687618494,191,4.334303632583891
315,3225600,3215.75,4727.5,1.6510704927146436,15.968719363212585,0.001040842766406504,547.5,0.091943359375,1.406229609809816,-0.007022002760277246,733.3,0.8495689459145069,191,4.067519066259376
316,3235840,3254.0,4752.5,1.6505011737346649,15.968719190359115,0.0011193900402934071,475.0,0.0898681640625,1.517587447538972,-0.007526733028498711,735.19,0.8615829009562731,191,3.1748082127022603
317,3246080,3083.5,4757.5,1.6560775101184846,15.968719279766082,0.0011128556197438333,475.0,0.0880615234375,1.3087986413389445,-0.0075799513189849675,721.31,0.8535748425871134,191,3.2028484685093113
318,3256320,2942.5,4727.5,1.6481727093458176,15.968719148635865,0.0009388761354050271,472.5,0.0806884765625,1.5927641401998698,-0.006365193997771712,717.48,0.8432513382285833,191,4.273270086470056
319,3266560,2949.0,4757.5,1.624074350297451,15.968719154596329,0.0010042809264410022,472.5,0.093896484375,1.697478695306927,-0.006264661976456409,719.16,0.8406749218702316,191,4.634973812180197
320,3276800,2969.75,4827.5,1.6568648204207421,15.968719214200974,0.0009031820762691074,425.0,0.07333984375,1.2352536732330919,-0.006209551671418012,728.62,0.8762394580990076,191,4.119012242955963
321,3287040,2817.0,4727.5,1.6334274291992188,15.96871920824051,0.0010522170602205812,425.0,0.0867431640625,1.210611852258444,-0.0061219624603836564,719.06,0.8789499245584012,191,4.217708517876541
322,3297280,2817.5,4827.5,1.6546688221395016,15.968719327449799,0.0010884941021861894,422.5,0.089599609375,0.9923703763633966,-0.00788182022424735,707.13,0.8672439604997635,191,4.44893954108408
323,3307520,2804.5,4735.000000000001,1.6146742172539235,15.968719321489335,0.0011388099325989605,422.5,0.095849609375,1.5984052211046218,-0.005824877043778542,699.14,0.8579921662807465,191,6.081715668088735
324,3317760,2878.5,4605.000000000001,1.6165952429175376,15.968719279766082,0.0010331217038361395,422.5,0.087646484375,1.2318943865597247,-0.005533130784169771,692.01,0.8717876270413398,191,6.097876490409567
325,3328000,2776.0,4480.0,1.6203897029161454,15.96871926188469,0.001144290942841544,422.5,0.1028564453125,1.2975107073783874,-0.007034216203464894,686.56,0.8931511849164963,191,5.1053653519795805
326,3338240,2787.75,4580.0,1.6327719628810882,15.968719351291657,0.0012026914197468329,447.5,0.1030517578125,1.1089560186956078,-0.008121198686785647,681.69,0.9019046701490879,191,5.925903988211429
327,3348480,2804.25,4652.5,1.6182892195880414,15.968719321489335,0.0014493516567545526,475.0,0.1137939453125,0.9746028367429972,-0.00625031107920222,696.93,0.8756269227713347,191,7.6863797004812096
328,3358720,2876.25,4677.5,1.6231239803135395,15.968719273805618,0.0013580154110405048,497.5,0.1012451171875,1.146488735731691,-0.0071455825695011296,703.93,0.903318301960826,191,5.397938364113171
329,3368960,3008.25,4580.0,1.6031621403992176,15.968719273805618,0.0009009250209720129,500.0,0.089990234375,1.7150243037380277,-0.0058870551045401955,730.25,0.855399202555418,191,9.743334394733353
330,3379200,3242.5,4630.000000000001,1.5980475395917892,15.96871936917305,0.001034317386382176,525.0,0.0907470703125,1.2621689872816204,-0.00546516839931428,750.49,0.8962962064892054,191,8.39619894358535
331,3389440,3288.25,4800.0,1.621296088397503,15.968719309568405,0.0018031377132506823,525.0,0.12060546875,1.2963239677250384,-0.005479306403140071,768.09,0.8739897724241018,191,7.000044454786684
332,3399680,3331.75,4800.0,1.604367169737816,15.968719214200974,0.0012011057795012511,500.0,0.0998291015625,1.3060703353490681,-0.0073350700688024515,776.59,0.901482842862606,191,6.961293799583743
333,3409920,3466.5,4802.5,1.6469180278480053,15.968719309568405,0.0009274227768064832,522.5,0.086669921875,1.268927221093327,-0.007087161560593813,787.45,0.8574112027883529,191,6.599246736776659
334,3420160,3428.0,4800.0,1.6299337871372699,15.968719351291657,0.000898403465874297,500.0,0.0861328125,1.5862994994968176,-0.006187640407006256,773.24,0.8631921637803316,191,6.487029824321231
335,3430400,3557.0,4800.0,1.634520522505045,15.96871930360794,0.0010347479447209986,500.0,0.0777587890625,1.4103041011840105,-0.005954503214707074,774.12,0.8724554963409901,191,7.59327324908205
336,3440640,3563.75,4825.0,1.624603880941868,15.9687191426754,0.0010832271839893374,522.5,0.10205078125,1.0664116682950406,-0.006217279152770061,763.06,0.888008801266551,191,5.117281552327659
337,3450880,3556.5,4825.0,1.6375335790216923,15.968719178438187,0.0011415549004942245,570.0,0.094091796875,0.9457321632653475,-0.007863005108083599,764.44,0.9157353855669499,191,4.880392925605718
338,3461120,3451.0,4825.0,1.632293388992548,15.968719214200974,0.0011428543696643458,522.5,0.10234375,1.3578211665153503,-0.007682018041305127,753.68,0.8711753956973552,191,4.429996985662896
339,3471360,3476.5,4825.0,1.6179544411599636,15.968719279766082,0.0012683914786355756,572.5,0.110205078125,0.9983136900700629,-0.008265616059361491,744.33,0.9182373031973838,191,4.108528574566359
340,3481600,3419.0,4850.0,1.6507116213440896,15.968719244003296,0.0011288728342212936,572.5,0.0953125,1.0709002640098333,-0.007065500689350301,749.6,0.9006934355944395,191,4.212929336277389
341,3491840,3353.0,4850.0,1.642686089873314,15.968719398975372,0.0009635413189590023,550.0,0.0837646484375,1.391952247917652,-0.006621558535334771,740.85,0.8590237211436034,191,3.936128826683391
342,3502080,3365.25,4850.0,1.6228985376656055,15.968719375133514,0.000824767014279847,547.5,0.07236328125,1.2803712353110313,-0.006785866716018063,746.77,0.8967949274927378,191,6.130073026238687
343,3512320,3057.75,4825.0,1.6082479044795037,15.968719482421875,0.0008595329316682103,522.5,0.0859375,1.456125058606267,-0.005299024605119484,730.24,0.8421727672219277,191,6.415055425031549
344,3522560,3115.5,4827.5,1.612775668501854,15.968719154596329,0.0010052169211183406,522.5,0.0921630859375,1.016798612335697,-0.00711027018733148,730.64,0.936042831838131,191,4.711724733245621
345,3532800,3149.0,4850.0,1.6326433315873146,15.968719351291657,0.0008777086445382503,522.5,0.0814453125,1.4007104193791746,-0.006070653873757692,726.8,0.8904784895479679,191,4.941504213009054
346,3543040,3194.75,4800.0,1.631581785529852,15.968719279766082,0.0008720192340893754,522.5,0.0741455078125,1.156481641251594,-0.006652892270722077,724.5,0.908849572762847,191,4.943444900100501
347,3553280,3246.0,4652.5,1.6186335749924183,15.96871936917305,0.0008435519936858075,550.0,0.078466796875,1.4976495310664177,-0.005365850186353782,733.91,0.9007723011076451,191,8.090457818821804
348,3563520,3356.5,4652.5,1.6432374551892281,15.968719118833542,0.0008984754608780194,572.5,0.0827392578125,1.1792720081284642,-0.006089014822646277,745.43,0.8959211848676205,191,6.407475832584791
349,3573760,3399.0,4652.5,1.6151783533394337,15.968719351291657,0.001034248245685476,575.0,0.08935546875,1.6900798581540584,-0.006120686426766042,742.42,0.8459125354886055,192,7.726831951142541
350,3584000,3577.5,4652.5,1.6295549169182777,15.968719255924224,0.0008835386054164094,600.0,0.0872314453125,1.4015630956739187,-0.006305588843679289,752.9,0.8951313499361276,192,6.645510596054315
351,3594240,3427.5,4560.000000000001,1.6451887898147106,15.968719232082368,0.0008992367700676122,600.0,0.0861083984375,1.6086889334022998,-0.006570908749745285,746.01,0.8528368186205626,192,5.399301369055621
352,3604480,3340.0,4505.000000000001,1.6211529552936554,15.968719393014908,0.0008025337888176238,590.0,0.0736328125,1.9433727610856295,-0.005568808509451628,733.73,0.8486608020961285,192,8.109438993391139
353,3614720,3330.25,4500.0,1.6193479597568512,15.968719309568405,0.001190981336316599,590.0,0.09072265625,1.1132055298425256,-0.007488161780202063,751.88,0.8818918466567993,192,4.827580826666172
354,3624960,3293.5,4505.000000000001,1.6187591709196567,15.968719279766082,0.0009961620161908075,600.0,0.0922607421875,1.5359333557076753,-0.005966570188320475,744.49,0.8620820589363575,192,7.917456447487808
355,3635200,3377.75,4552.5,1.6366622015833854,15.968719220161438,0.000986648844756225,600.0,0.0932373046875,1.1986444042995572,-0.006596633412118536,756.1,0.9144060563296079,192,5.240747202126751
356,3645440,3383.25,4552.5,1.628362225741148,15.968719220161438,0.0009928614216283126,590.0,0.090869140625,1.439056927897036,-0.006841580372201861,754.61,0.8509369470179081,192,4.4523434554665515
357,3655680,3340.75,4580.0,1.615085007250309,15.968719398975372,0.0012148693319664289,500.0,0.0916015625,1.5284357861615718,-0.007474144488514867,758.17,0.8523440409451724,192,5.77832105887417
358,3665920,3398.25,4712.500000000001,1.6452185936272143,15.96871913075447,0.0009899435789810043,500.0,0.0791259765625,1.1380433782935142,-0.006366710275324294,780.12,0.8982319705188274,192,4.967274157282839
359,3676160,3601.75,4830.000000000001,1.6544304728507995,15.968719333410263,0.0009377361582214954,600.0,0.0954833984375,1.4075487152207642,-0.006570993657442159,795.37,0.8839514568448067,192,5.263942846741839
360,3686400,3633.5,4927.5,1.6303461469709872,15.968719238042832,0.000980238049755226,600.0,0.0943603515625,1.4976959003135561,-0.005814791913689987,799.54,0.8865326952189208,192,5.775054529741878
361,3696640,3531.5,4950.0,1.6123152203857898,15.968719351291657,0.0010774830368410304,597.5,0.1109375,1.3533233461901546,-0.00711296248191502,781.89,0.8964149456471204,192,6.548908631797525
362,3706880,3610.0,4950.0,1.6124192371964454,15.968719232082368,0.0009655828153546323,622.5,0.0925537109375,1.6829592516645788,-0.006770291028078646,780.71,0.8804896764457226,192,5.560301943334727
363,3717120,3441.5,4950.0,1.6221070073544979,15.968719100952148,0.0012551137955432348,570.0,0.11865234375,1.518396370485425,-0.00695958453034109,767.71,0.8749387480318547,192,7.036645390949668
364,3727360,3438.25,4950.0,1.6199624761939049,15.968719220161438,0.0009173254433397276,622.5,0.086669921875,1.0668431406840682,-0.006995586339962756,759.25,0.9262372501194477,192,5.0262873313133785
365,3737600,3575.5,4950.0,1.6342170424759388,15.968719446659088,0.0007724421741959403,797.5,0.0738525390625,1.2022600857540966,-0.005701202537602512,768.23,0.9134864378720522,192,7.427993421499151
366,3747840,3454.25,4825.0,1.6238910220563412,15.968719226121902,0.0009226850063788154,647.5,0.08818359375,1.2801640337333082,-0.0073932725488703,748.65,0.9134756959974766,192,6.343802401929605
367,3758080,3425.0,4705.0,1.625963669270277,15.968719255924224,0.0010215666053005352,647.5,0.103662109375,1.4747619733214379,-0.006418890313943848,736.52,0.8596005864441395,192,5.003859758575797
368,3768320,3451.5,4802.5,1.6131880789995194,15.968719094991684,0.001066568529143331,647.5,0.096533203125,1.0538795317523182,-0.006915770021441859,739.79,0.9395553193986416,192,4.75404282856711
369,3778560,3483.75,4802.5,1.588687779009342,15.968719118833542,0.0010246390105754035,622.5,0.100634765625,1.0996789493598045,-0.006512889681107481,748.63,0.9204252876341343,192,5.760894526551833
370,3788800,3588.0,4802.5,1.6058976210653781,15.968719220161438,0.001168696523780523,625.0,0.1091064453125,0.8962564331013709,-0.007487430936816963,766.58,0.9486709706485271,192,5.135555825357384
371,3799040,3695.75,4827.5,1.6043598659336566,15.968719267845154,0.0012329630609491057,625.0,0.1101806640625,1.399821435031481,-0.006727460960792087,778.54,0.9213367808610201,192,6.12528778425817
372,3809280,3664.25,4852.500000000001,1.6118508033454417,15.968719309568405,0.0009778626438623108,622.5,0.0893798828125,1.855004097148776,-0.006350427661163849,766.29,0.9065751224756241,192,7.289104745477951
373,3819520,3716.25,4852.500000000001,1.6265031762421132,15.968719339370727,0.0008365602408394957,622.5,0.078564453125,1.5693430837243796,-0.006190962349501205,770.11,0.9089618731290102,192,5.9634943744060545
374,3829760,3749.75,4880.0,1.59722795560956,15.968719315528869,0.0009092819053711043,622.5,0.077978515625,1.5427276713773608,-0.005528812571355957,763.21,0.9160001132637262,192,7.147036331367977
375,3840000,3783.25,4830.000000000001,1.6423226743936539,15.968719416856766,0.0009029657507602111,622.5,0.0821044921875,1.1582509779371322,-0.006360640712955501,779.03,0.9100585151463747,192,6.445417184900071
376,3850240,3864.0,4830.000000000001,1.627944628149271,15.968719202280045,0.0008961323131876653,672.5,0.091064453125,1.0889507202431559,-0.0067925295574241314,792.08,0.9251176152378321,192,5.434424696223834
377,3860480,3756.75,4830.000000000001,1.6147594407200814,15.968719172477723,0.0008456901868618492,647.5,0.0835693359375,1.54173441613093,-0.006511987782960205,783.14,0.8945332020521164,192,5.430754925768276
378,3870720,3689.5,4757.5,1.6352619521319867,15.968719315528869,0.0011673542260330519,647.5,0.1014404296875,0.8275264813099057,-0.0073001331118575765,779.11,0.9296312134712934,192,4.730735356520994
379,3880960,3655.5,4827.5,1.62081296518445,15.968719315528869,0.0009574087555454996,647.5,0.0975341796875,1.233718901965767,-0.006911376232164912,772.25,0.9212583538144827,192,5.413037715960582
380,3891200,3639.0,4850.0,1.6133592896163464,15.968719309568405,0.0010142400373416227,647.5,0.104638671875,1.4279228594154119,-0.007401379249495221,777.91,0.9136575434356928,192,5.761613193054528
381,3901440,3646.25,4850.0,1.6348016068339348,15.968719273805618,0.0008480327661691673,612.5,0.086083984375,1.2209803841076792,-0.006362536844244459,780.14,0.9206517692655325,192,7.208861204208178
382,3911680,3643.0,4850.0,1.628618983924389,15.96871919631958,0.0009017058543014262,612.5,0.0865234375,1.4016228385269642,-0.006503337346657645,778.01,0.908930130302906,192,5.773402406155764
383,3921920,3612.0,4852.500000000001,1.6387989804148675,15.968719214200974,0.0008506566468787167,500.0,0.08271484375,0.9866342719178647,-0.006415616640515509,767.76,0.9236222565174103,192,5.687887233080789
384,3932160,3662.25,4852.500000000001,1.6453202046453952,15.968719190359115,0.0010409754591824867,500.0,0.093798828125,1.1178446393460035,-0.006911262158973841,764.86,0.9114807330071926,192,5.331429455301999
385,3942400,3560.75,4850.0,1.624107799679041,15.968719255924224,0.0009287460288027379,500.0,0.095556640625,1.6967984698712826,-0.0066908433163916925,749.99,0.8912812888622283,192,7.525418876985822
386,3952640,3532.5,4782.5,1.626002310216427,15.968719398975372,0.0008158026685299205,522.5,0.0791015625,0.8961477439850569,-0.0069159659644356,738.19,0.945151699334383,192,4.565552023069734
387,3962880,3530.5,4852.500000000001,1.6475430943071843,15.96871930360794,0.001137586138640292,547.5,0.1025634765625,0.9215244884602726,-0.008238216893369099,749.22,0.9456034924834966,192,3.6159866616644294
388,3973120,3472.25,4750.0,1.6119250871241093,15.968719309568405,0.0009221409878511869,547.5,0.0949951171875,1.351663053687662,-0.006502999676740728,731.02,0.8991469766944646,192,4.78537223958318
389,3983360,3500.25,4750.0,1.5825721897184848,15.968719321489335,0.0008556011663989564,595.0,0.0756591796875,1.9274355271831154,-0.00525491546432022,733.98,0.9125909380614757,192,9.11451137005719
390,3993600,3623.0,4612.500000000001,1.6306727528572083,15.968719232082368,0.000855603164408134,670.0,0.084326171875,1.3064368320629,-0.006593313391658739,748.75,0.9312088076025248,192,5.95623025988259
391,4003840,3573.5,4577.5,1.6372292459011077,15.968719518184662,0.0007956182231287603,670.0,0.0774658203125,1.197837805747986,-0.00563957234226109,747.8,0.9042371515184641,192,5.1427335695019805
392,4014080,3606.0,4602.5,1.606437337398529,15.96871938109398,0.0008103895006632939,697.5,0.090576171875,1.5141456805169582,-0.006000454337117845,754.93,0.9267546102404595,192,7.598917806662472
