avg_q_selected,explained_variance,policy_entropy,grad_norm,policy_gradient_bias_correction,fps,policy_loss,PMM:episode_rewards,q_loss,rollout_prob_std,policy_gradient_loss,avg_q_retraced,advantage_norm,P09:episode_rewards,frames,episode_length,epoch_idx,model_prob_std,P01:episode_rewards
-0.011805147246923298,-133.53218509753546,2.043687477707863,0.1843406391877692,0.0,327,-0.00048454349266648935,0.0,0.000983627287132549,0.031705702336815494,-0.00048454349266648935,-0.011204764891105393,0.0924993741636475,0.0,7200,0,1,0.031705702065179746,0.0
-0.005667129624634981,-160.09346125920612,2.195139265060425,0.018559056449456837,0.0,194,0.00012033352046879979,0.0,8.759334426334438e-05,0.0046263793328156074,0.00012033352046879979,-0.005567544636627038,0.013423001843815048,0.0,14400,0,2,0.004626379402664801,0.0
-0.004449451233570775,-20.49098909695943,2.196778996785482,0.0032790728561625892,0.0,230,0.00011665966265657819,0.0,1.3635376202122037e-05,0.002863163458338628,0.00011665966265657819,-0.004432220314629376,0.015428340000410875,0.0,21600,0,3,0.0028631634699801604,0.0
-0.0034412632696330546,-21.89012206395467,2.196216511726379,0.0052724802979592965,0.0,258,7.067855436844183e-05,0.0,2.3548655250730613e-05,0.004838687806235005,7.067855436844183e-05,-0.0033401546611761053,0.025055744452401996,0.0,28800,0,4,0.004838687771310409,0.0
-0.0035118985494288304,-45.981553395589195,2.1969210624694826,0.001995873561545918,0.0,284,8.367907527523736e-05,0.0,1.0253894561174093e-05,0.0022794661810621617,8.367907527523736e-05,-0.0035469298095752795,0.011901082377880812,0.0,36000,0,5,0.0022794662392698227,0.0
-0.002386011676086734,-34.255383332570396,2.196815093358358,0.0022635824030869892,0.0,305,5.3038177038426206e-05,0.0,1.1528171474613677e-05,0.002947127853985876,5.3038177038426206e-05,-0.0023055065772496163,0.01820287867449224,0.0,43200,3324.4166666666665,6,0.0029471278578663868,0.0
-0.001960290188435465,-49.62998243967692,2.1971000512441,0.001622784321349357,0.0,324,3.2559208405776494e-05,0.0,5.520058728810303e-06,0.0014944047395450374,3.2559208405776494e-05,-0.001966776609575997,0.0077581576692561304,0.0,50400,3324.4166666666665,7,0.0014944047279035052,0.0
-0.0032673487400946516,-38.21835400263468,2.1971495310465494,0.0012005672338137863,0.0,340,8.146972434891116e-05,0.0,3.8463167660059605e-06,0.0012950585883421202,8.146972434891116e-05,-0.0032576085650362074,0.006049129708359639,0.0,57600,3324.4166666666665,8,0.0012950585689395667,0.0
-0.002072771180731555,-12.634754339853922,2.197018575668335,0.001239259628535637,0.0,353,4.393266002769754e-05,0.0,5.891114919146882e-06,0.0020159813633654267,4.393266002769754e-05,-0.0020551714852141837,0.012347472459077835,0.0,64800,3324.4166666666665,9,0.0020159813944095125,0.0
-0.0018573947755309442,-57.261573235193886,2.197090729077657,0.0009605064700487516,0.0,364,4.161978898385617e-05,0.0,4.223578431113613e-06,0.0015263550584980598,4.161978898385617e-05,-0.001851065169709424,0.00866599518340081,0.0,72000,3324.4166666666665,10,0.0015263550837213795,0.0
-0.0018236201411734024,-21.065766922632854,2.1969864050547283,0.0013002673198721408,0.0,373,3.781704763241578e-05,0.0,6.337960693751181e-06,0.0022714859204522025,3.781704763241578e-05,-0.0018281469975287715,0.01546389856375754,0.0,79200,3324.4166666666665,11,0.0022714859146314363,0.0
-0.0006332573626423255,-35.3890739440918,2.197182027498881,0.000519969973965379,0.0,381,1.6104850396914115e-05,0.0,2.108055188424866e-06,0.0008650196269930651,1.6104850396914115e-05,-0.0006204700621310622,0.0061210106437404955,0.0,86400,3324.375,12,0.0008650196289333204,0.0
-0.0015469178717467003,-25.48930679957072,2.1971925497055054,0.0006449906169500062,0.0,387,2.617813379401923e-05,0.0,1.629202625963444e-06,0.0007852073855853329,2.617813379401923e-05,-0.0015392462761762242,0.004812711663544178,0.0,93600,3324.375,13,0.0007852073855853329,0.0
-0.0009819518153866133,-12.774055417378744,2.197202467918396,0.0003895164214845035,0.0,393,2.6697152507419256e-05,0.0,1.0873396983394438e-06,0.0007089386325484763,2.6697152507419256e-05,-0.0009597252297680825,0.004598322526241342,0.0,100800,3324.375,14,0.0007089386616523067,0.0
-0.0012168959685368464,-14.044574896494547,2.1970832268397014,0.0008829702471549338,0.0,398,2.5155453007149237e-05,0.0,4.4671643308902276e-06,0.0018149904732126742,2.5155453007149237e-05,-0.00118074478135289,0.012847641777868072,0.0,108000,3324.375,15,0.0018149904693321635,0.0
-0.0005417291899599756,-19.81979611714681,2.1971875429153442,0.00038078097139404246,0.0,403,1.0032837429700218e-05,0.0,1.5789788562869945e-06,0.0007272040820680559,1.0032837429700218e-05,-0.0005514374740111331,0.005036101226384441,0.0,115200,3324.375,16,0.0007272041131121417,0.0
-0.000582413426067837,-10.77944516047599,2.1971205420437316,0.0006959995228665826,1.7560747728061373e-08,404,1.2602329266348267e-05,0.0,3.0386990100655314e-06,0.004659102474099547,1.2584768506304133e-05,-0.0005679461529346929,0.011290008116454359,0.0,122400,3324.277777777778,17,0.0015007381117417631,0.0
-0.00016182069405617188,-12.177615912887783,2.1971674047765277,0.0014663019931644738,-1.0277131317258814e-06,398,-0.00029947706813420865,0.0,1.2684663394852334e-05,0.010830644847412172,-0.0002984493466808746,-0.00018031761804362107,0.011080088424089824,0.0,129600,3324.277777777778,18,0.0008924154992275852,0.0
-0.0015676031056646794,-18.765744583594103,2.1972028296807453,0.0004049764647390426,-6.185010342491411e-07,393,3.395246516450823e-05,0.0,1.0994394183036563e-06,0.00428492654371314,3.457096621360884e-05,-0.0015554683557933286,0.004814444417956226,0.0,136800,3324.277777777778,19,0.0006944474040056492,0.0
-0.0009891331010710147,-21.445621241179726,2.19709840046981,0.0023083405539644766,-2.388055790261498e-07,388,-0.00042981397956593366,0.0,1.833241423740925e-05,0.005295532658843542,-0.000429575179964421,-0.000993966321254096,0.013151102881050461,0.0,144000,3324.277777777778,20,0.0012302021850591125,0.0
-0.0007658443653134681,-8.788934804428191,2.197209467537819,0.0002052436056011562,-9.287722215438927e-08,385,1.518002631724038e-05,0.0,4.5163449016510664e-07,0.003711245731030344,1.5272903539394767e-05,-0.0007596892177031215,0.004473495790568579,0.0,151200,3324.277777777778,21,0.0005737278213962868,0.0
-0.00031365621654310695,-12.559912881945804,2.197139852359181,0.0016549601148186897,-9.23239749105341e-08,381,-0.00035589058262752173,0.0,1.4537902578806514e-05,0.00496095646472231,-0.0003557982626260096,-0.0003405458161188426,0.011108381672972989,0.0,158400,3324.277777777778,22,0.001043379363256954,0.0
-9.188277296784065e-05,-8.892722079318666,2.1972149561858045,0.00016756055390255918,1.2919607385847793e-08,378,2.2577678164536682e-06,0.0,2.750906827736694e-07,0.0035705866288966107,2.244848204696667e-06,-9.211361849357823e-05,0.003475358360547082,0.0,165600,3324.4375,23,0.00045558011098263603,0.0
-0.00012080864415616413,-8.245571025411287,2.1972175874974993,0.00015246674023002647,8.626453064961322e-09,375,2.6886148576736665e-06,0.0,1.9772430085712106e-07,0.0050484812724457635,2.679988407294458e-06,-0.00011265474418103672,0.003074795303100328,0.0,172800,3324.4375,24,0.0003917640238629132,0.0
-8.187427405960923e-05,-15.200929945420336,2.1971791039793582,0.0016954457956967412,9.864722233874933e-08,373,-0.0006037568389091906,0.0,2.3378377923064356e-05,0.005607879676817565,-0.0006038554905464945,-0.0001241366396895842,0.013732707936271455,0.0,180000,3324.4375,25,0.0005368895031225057,0.0
-0.000312680347876541,-27.584263433019316,2.197182808206195,0.0005848846311244957,4.63238561678736e-07,370,7.4612368292258955e-06,0.0,4.2692871634048265e-07,0.004596757984211777,6.997998251378365e-06,-0.0002960550544351767,0.003027274423192943,0.0,187200,3324.4375,26,0.0007879784880614829,0.0
-0.00024194921731194015,-9.133310150072056,2.197220035368803,9.615385332753857e-05,4.9164933149844124e-08,369,4.239845181614186e-06,0.0,1.1254718102389065e-07,0.0045325952349154625,4.190680247727482e-06,-0.00023772246417073413,0.0021295201418633086,0.0,194400,3324.4375,27,0.0003072238188509819,0.0
-6.058762061336943e-05,-8.485545225629101,2.1972199613896626,9.295596361123052e-05,-4.1576578364983135e-08,367,4.818362968375133e-08,0.0,1.1901497091822666e-07,0.003146077392354465,8.976021026868115e-08,-5.921890026385843e-05,0.002466656674374395,0.0,201600,3324.5333333333333,28,0.00031397762546023515,0.0
-1.695962102197967e-05,-29.589925783976675,2.1971760664951234,0.0012902189949021074,-1.983378359787585e-07,366,-0.00036225886895745163,0.0,1.417354439780965e-05,0.003945595638234365,-0.00036206053604849193,-4.482152886586387e-05,0.008929088806344514,0.0,208800,3324.5333333333333,29,0.0006313690087620878,0.0
-0.00013625639163603327,-35.93277397773885,2.197218123239184,0.00017642252476229685,-1.9762172094430305e-07,366,4.030955464161727e-06,0.0,2.874115791022543e-07,0.004789837216219644,4.228577188516635e-06,-0.00012942658628277954,0.002278722746705941,0.0,216000,3324.5333333333333,30,0.0003858624715505078,0.0
-0.00025474118737735593,-33.883249214711014,2.197068063525296,0.002249062103576806,6.566071009375366e-08,365,-0.0004377179550571903,0.0,3.531507292456608e-05,0.0057696703352094455,-0.00043778360237251934,-0.00024098778028333292,0.014292418005498663,0.0,223200,3324.5333333333333,31,0.0013305241599189002,0.0
-0.00043965571424494217,-6.474429111972687,2.197219058691509,0.00012792338239017573,-5.8678825185086763e-08,363,1.0191749387732532e-05,0.0,2.2444208733854487e-07,0.003310714562250636,1.0250428213458983e-05,-0.0004349132393228559,0.002653860727247472,0.0,230400,3324.5333333333333,32,0.00035667348262486196,0.0
-0.0003679120054931402,-6.076465725851437,2.1972200833994244,0.00010326695327702502,-4.259031138572605e-08,362,7.85993084293741e-06,0.0,1.6937078496712594e-07,0.004254575149695614,7.902521151832853e-06,-0.00035942174798297597,0.0025725890521587445,0.0,237600,3324.5333333333333,33,0.00031863341640610813,0.0
-0.0002941158421076363,-8.430965300590273,2.1972209969683303,8.264385173346459e-05,-1.319729171377225e-07,361,6.986276594863622e-06,0.0,1.2853558157158265e-07,0.003932992221002269,7.118249513896125e-06,-0.0002917738465267966,0.002305836854149155,0.0,244800,3324.527777777778,34,0.0002714330205720905,0.0
-0.0002799803466565426,-10.711530258510193,2.197221772105663,7.983649251716027e-05,-1.4287944799838844e-07,360,6.1976344630095e-06,0.0,1.0824487659228321e-07,0.003519142331463331,6.340513911007889e-06,-0.0002767856075070501,0.0020382465333964243,0.0,252000,3324.527777777778,35,0.00024100085905113364,0.0
-0.00022509699079068562,-9.945879628771827,2.1972222979926554,6.544494052528316e-05,1.543712227113059e-08,360,4.593435522192775e-06,0.0,8.244550692105666e-08,0.003538586094589885,4.577998397945659e-06,-0.00022157210849515634,0.0018432368259743306,0.0,259200,3324.527777777778,36,0.00021218029146626894,0.0
-0.00017559068791819126,-9.18496182204239,2.1972220831447173,6.671307359495725e-05,-2.775831365258657e-08,359,2.6598621848705764e-06,0.0,8.612084574507444e-08,0.0033019664558799817,2.687620498523163e-06,-0.00017211058416583076,0.0020567064692075957,0.0,266400,3324.527777777778,37,0.00022954514777492955,0.0
-0.0001463881511657236,-10.554636706239961,2.1972232696587444,4.726168311747995e-05,-3.887163049714421e-09,359,3.450408088781237e-06,0.0,5.126062808993374e-08,0.002171546700638063,3.4542952496835337e-06,-0.00014355995953467624,0.0014554065406780132,0.0,273600,3324.527777777778,38,0.0001688029059972443,0.0
-0.0001405854658977655,-9.458604572456348,2.197222570366961,5.8473066270661485e-05,1.5960107759838138e-08,358,3.2914850899667117e-06,0.0,6.39566690733478e-08,0.0032616485211598508,3.2755249838174375e-06,-0.00013914883528370949,0.0019328418211526702,0.0,280800,3324.5833333333335,39,0.00020475216966655418,0.0
-0.00012787526631606933,-10.792367447766049,2.1972238311155765,3.725157697468641e-05,0.0,357,3.109526423366308e-06,0.0,3.187218316955664e-08,0.0015387116921520207,3.109526423366308e-06,-0.00012418083785339375,0.0012984512716140777,0.0,288000,3324.5833333333335,40,0.00013654947193249885,0.0
-0.00013563197310648598,-19.758913231501502,2.1972235067969277,5.553723888448001e-05,1.9156074077251278e-08,357,3.7229356977812746e-06,0.0,4.675226600600851e-08,0.003469788323521642,3.7037796220618796e-06,-0.00013682356104504956,0.0014826891466621192,0.0,295200,3324.5833333333335,41,0.00015611319073575452,0.0
-0.00013933906973155293,-13.595390848110593,2.197223844689036,3.6214529639707664e-05,-1.1752614928658054e-08,355,3.536234819262198e-06,0.0,3.3779264233813055e-08,0.002328677881351463,3.5479874341908557e-06,-0.00014048233524590614,0.0013095341633766473,0.0,302400,3324.5833333333335,42,0.00013579689373937215,0.0
-0.00014470830431073117,-81.90825916632775,2.197223563194275,3.959489268808321e-05,1.4809125466237155e-08,355,3.327906801473546e-06,0.0,3.857205762209267e-08,0.003219789579714069,3.313097679699875e-06,-0.0001443089283600871,0.0014265910293565073,0.0,309600,3324.5833333333335,43,0.0001536443451495582,0.0
-0.00014273582018316518,-19.58368152026777,2.197223806885815,3.58626888506057e-05,5.468079204244228e-09,355,2.8310811084742105e-06,0.0,3.2111616550196425e-08,0.001781797102457666,2.825613029269966e-06,-0.00013997153174603316,0.0013585438715204227,0.0,316800,3324.5833333333335,44,0.00014090549898427857,0.0
-0.00013949403084427499,-13.40999028619635,2.197224070779861,3.0758211070126024e-05,1.8755757243601085e-09,354,3.4833386936778756e-06,0.0,2.6901047686524587e-08,0.002074974281033964,3.481463116650854e-06,-0.00013729970660894878,0.0011625046680501087,0.0,324000,3324.4895833333335,45,0.00012043240553931169,0.0
-0.00013666749779538747,-14.148461804214925,2.197224468125237,3.078042958165819e-05,8.40583262170672e-09,354,3.0441643279935594e-06,0.0,1.8765958583677997e-08,0.0034103041314609154,3.035758498506699e-06,-0.00013445264148195124,0.0010340042910860258,0.0,331200,3324.4895833333335,46,0.00010311987635095503,0.0
-2.4045945514993202e-05,-576.4389328426405,2.197167589087335,0.001089987171258536,-7.549444498116438e-09,354,-0.0002528394212263789,0.0,1.9965168154876877e-05,0.0029614208329787057,-0.00025283186932103445,-1.856830845434512e-05,0.007680534140248585,0.0,338400,3324.4895833333335,47,0.0006820829921640979,0.0
2.359933926397521e-06,-148.4405486542838,2.1971827711283214,0.0011658166824423755,-3.685843030406691e-08,353,-0.000362040964052052,0.0,1.399371064501131e-05,0.0027598913266794834,-0.000362004113224395,-2.5822832325906755e-05,0.007885566907202341,0.0,345600,3324.4895833333335,48,0.0006212446817234093,0.0
6.201645662330851e-05,-30.742887673415833,2.197222866406516,6.382492641873699e-05,-6.181935469208433e-08,353,-1.1343946703996314e-06,0.0,4.583490716268128e-08,0.002438052589635527,-1.0725753154549097e-06,6.319725359122777e-05,0.0011329004874405366,0.0,352800,3324.4895833333335,49,0.00018477525248026866,0.0
1.4870588470498408e-05,-11.897994506277103,2.1972229552174367,4.695642191137744e-05,-1.8758729496497566e-08,353,-1.5947571137689742e-07,0.0,4.2050676915565754e-08,0.002504799643914257,-1.4071698230146222e-07,1.446466819834795e-05,0.0013344031521972275,0.0,360000,3324.68,50,0.0001821990049196872,0.0
-2.0840005804223594e-05,-16.515405319645293,2.1972239588839666,3.4994997786180486e-05,2.6680481527800263e-10,352,5.6055797560000614e-08,0.0,2.0137159882581042e-08,0.0032952180887063846,5.578899278913152e-08,-2.2071435355142076e-05,0.0009241778345393767,0.0,367200,3324.68,51,0.0001258315217522082,0.0
-5.275604508932746e-05,-13.64491416889524,2.197224059937492,4.5354380514705174e-05,1.5137871414372923e-08,352,1.3863997498549834e-06,0.0,1.9662373668709385e-08,0.003627400333285868,1.3712618780616541e-06,-5.161983915217755e-05,0.0009746735466695907,0.0,374400,3324.68,52,0.0001245960280842458,0.0
