explained_variance,PMM:episode_rewards,P09:episode_rewards,avg_q_selected,epoch_idx,avg_q_retraced,episode_length,fps,grad_norm,policy_gradient_loss,frames,policy_loss,q_loss,rollout_prob_std,policy_entropy,advantage_norm,P01:episode_rewards,policy_gradient_bias_correction,model_prob_std
-13.08221848006917,0.0,0.0,0.0008807108514183371,20,0.0008736367374963481,3325.1666666666665,386,0.00025501520035519043,-1.5698227054714444e-05,144000,-1.5721355719848655e-05,5.926615469967596e-07,0.0034890072845627923,2.197211434573093,0.0052170332404877255,0.0,-2.3128671386984938e-08,0.000519342433060802
-24.949793736650836,0.0,0.0,0.0008464144315041181,21,0.0008410092777321262,3325.1666666666665,383,0.00022326653396324768,-2.070341762260247e-05,151200,-2.071774334252849e-05,4.966375520375717e-07,0.0034935796522470824,2.1972143180313566,0.004662275166936322,0.0,-1.4325709820522682e-08,0.00044916889092587914
-15.948751093522896,0.0,0.0,0.0008413111344270873,22,0.0008291940182139763,3325.1666666666665,380,0.00022871216618658487,-1.8661168053529856e-05,158400,-1.869395591282026e-05,3.9743750108666913e-07,0.002789904499363657,2.1972141034073305,0.005212482253808134,0.0,-3.2787858940771857e-08,0.00046567422447460277
-43.71429876130882,0.0,0.0,0.0007983633762942478,23,0.0007935512245746042,3324.8541666666665,378,0.00017356841323618884,-1.8675508332820895e-05,165600,-1.8684323702009424e-05,2.767743547721152e-07,0.002660682416401402,2.1972193243800016,0.0034758423641385637,0.0,-8.815364925272592e-09,0.0003009173513867719
-24.27493117043896,0.0,0.0,0.0008028287043371214,24,0.0007923181255122588,3324.8541666666665,376,0.00020857775663079425,-1.999130376615029e-05,172800,-1.9956236506696385e-05,2.985214918436515e-07,0.0026416677593373915,2.1972190708647332,0.003776677494100849,0.0,3.5067268118863715e-08,0.00030832141097403477
-94.64587205880477,0.0,0.0,0.0007903667022172993,25,0.0007850478430486315,3324.8541666666665,374,0.0001915077089480072,-1.9434757384616907e-05,180000,-1.9430002959250258e-05,5.095440650708674e-07,0.002990213489215939,2.1972194723511844,0.0035467565732686893,0.0,4.754433683538367e-09,0.00028743026752533704
-13.858077781236535,0.0,0.0,0.0007633770134708708,26,0.000755637130616856,3324.8541666666665,372,0.00013428275906202705,-1.5563897978464407e-05,187200,-1.5538986560848266e-05,2.0699573179006669e-07,0.0022084770157246134,2.1972202772684772,0.0032544735617482763,0.0,2.491142064779221e-08,0.000307668423509281
-409.0856459362419,0.0,0.0,0.0007409608433230671,27,0.0007352565674289257,3324.8541666666665,370,0.00016291534806535363,-1.7526959138721724e-05,194400,-1.751592402425804e-05,1.899821146264745e-07,0.0021823435048936132,2.197221450944426,0.0030262803538377817,0.0,1.1035111409484441e-08,0.00023381708059532296
-35.01998257884746,0.0,0.0,0.0007375122771013858,28,0.0007217019960646415,3324.7,368,0.0001467837778739934,-1.7091539199223085e-05,201600,-1.701249124828917e-05,2.9501244472365605e-07,0.002876247296511427,2.1972209957793902,0.003241766876835658,0.0,7.904797255201092e-08,0.00027152552174267944
-64.97199340932663,0.0,0.0,0.000693039412874477,29,0.0006835482431929522,3324.7,366,0.00012499270545161958,-1.5688503744481102e-05,208800,-1.56706643919358e-05,1.7635205735554667e-07,0.002478985378353201,2.197222213357214,0.0025627006200250884,0.0,1.7839340087119934e-08,0.00020641639025323832
-25.601069228909317,0.0,0.0,0.0006825491398760479,30,0.0006796175011388388,3324.7,365,0.00014368920061633546,-1.532823876510116e-05,216000,-1.529897875260513e-05,1.7679431302928718e-07,0.0025317006410026056,2.1972219350413673,0.0026558731772254552,0.0,2.9260008670375793e-08,0.0002093366855067524
-147.53117331612205,0.0,0.0,0.0006727270168341911,31,0.0006619303090736226,3324.7,365,8.141481206612501e-05,-1.5617894124967093e-05,223200,-1.5617894124967093e-05,1.0215968659853534e-07,0.0018122566260266799,2.197222987157958,0.0020456476541028043,0.0,0.0,0.00018234242356995656
-681.9472897674118,0.0,0.0,0.0006411032315291879,32,0.0006306390876748731,3324.7,363,8.910497618463404e-05,-1.5666217138363976e-05,230400,-1.5656458540641486e-05,9.057294097157269e-08,0.0021892192064042176,2.1972227780308042,0.002256748770559791,0.0,9.758595235590898e-09,0.00019546483293406857
-480.8972026702856,0.0,0.0,0.0006297239171671829,33,0.0006242805687338298,3324.7,363,9.360187753209202e-05,-1.3455600586337726e-05,237600,-1.3443465712107748e-05,9.820229683565708e-08,0.0029082439485562874,2.1972224343958358,0.0023803880056500874,0.0,1.2134874130727743e-08,0.00021252392177937884
-490.8326462811136,0.0,0.0,0.0006174038245069188,34,0.0006117183217860724,3324.7638888888887,362,0.00011731646297646457,-1.2977813440784304e-05,244800,-1.2977145190815362e-05,1.838266513064448e-07,0.0021086405135278376,2.197222784205719,0.00255025607549479,0.0,6.682487649653822e-10,0.00018283448198400476
-240.85774308967058,0.0,0.0,0.0005956811211074987,35,0.0005888142876880472,3324.7638888888887,362,6.406560542290062e-05,-1.3352191727121455e-05,252000,-1.3332084572779924e-05,7.532460130574278e-08,0.0021849868551511724,2.1972236351455963,0.001631180715200942,0.0,2.0107151025664884e-08,0.00014358637508071753
-322.22356198358165,0.0,0.0,0.0005824407667987831,36,0.0005745978580694462,3324.7638888888887,361,7.806643741447056e-05,-1.2588225574312502e-05,259200,-1.2585141410505051e-05,1.2141285917747275e-07,0.00232944547891856,2.197223572626947,0.001872249268163282,0.0,3.0841579009196114e-09,0.00013867962583455142
-69.13950999760753,0.0,0.0,0.0005691979654631011,37,0.0005648752084953856,3324.7638888888887,360,7.964905452898499e-05,-1.2485277523054837e-05,266400,-1.2462395333998412e-05,9.852505208749036e-08,0.0024457833262387903,2.1972231601218066,0.002204434357575015,0.0,2.288218838723652e-08,0.00018015981971349524
-1531.7601257994643,0.0,0.0,0.0005556738855360045,38,0.0005498720857803832,3324.7638888888887,360,6.118433683141746e-05,-1.3263507920235332e-05,273600,-1.3263507920235332e-05,5.1525558722909155e-08,0.0012244462520658408,2.197223864002203,0.0016488256659254416,0.0,0.0,0.00013179142943156892
-210.87822630569732,0.0,0.0,0.0005506177514718497,39,0.0005416816274177224,3324.8571428571427,360,7.279283696440593e-05,-1.2274447273568664e-05,280800,-1.2273505158323591e-05,7.895638691009812e-08,0.0018076763049029907,2.19722333782249,0.002046096530514193,0.0,9.421165082636027e-10,0.0001665277734186641
-597.5223883677238,0.0,0.0,0.0005267697389007525,40,0.0005200939384055332,3324.8571428571427,358,7.162375370299394e-05,-1.229464523681773e-05,288000,-1.2290296652476434e-05,6.542354585898594e-08,0.002002459231447112,2.1972238995347704,0.0017560381224526308,0.0,4.348587715809579e-09,0.0001295267654234247
-61.18013299622391,0.0,0.0,0.0005199373872634536,41,0.0005140796035608872,3324.8571428571427,357,0.00012263689348847073,-1.2014383484672791e-05,295200,-1.2021938470714006e-05,1.7387702041360183e-07,0.0019249227712550127,2.1972233780698165,0.0024225624373514346,0.0,-7.554983956955159e-09,0.0001471722376526433
-928.0777947672271,0.0,0.0,0.0004993820412304048,42,0.0004924147511942056,3324.8571428571427,356,7.83456123565509e-05,-1.0965969941398772e-05,302400,-1.096755423721035e-05,7.331455635757783e-08,0.0018225627393635073,2.1972238719274126,0.0018618202343623608,0.0,-1.5842972326633268e-09,0.0001338570936523726
-866.5150201645761,0.0,0.0,0.0004803203527151025,43,0.00047627792886083216,3324.8571428571427,356,7.853935929773485e-05,-1.1709744936861053e-05,309600,-1.1705797693980845e-05,6.177730983764913e-08,0.001758161685524433,2.1972236890830685,0.0019939466625067534,0.0,3.9472264903553064e-09,0.00014188798906589816
-968.1515769345041,0.0,0.0,0.00046364149854135966,44,0.0004559882362624945,3324.8571428571427,356,6.901529156333043e-05,-1.0126763458036264e-05,316800,-1.0125024850711699e-05,5.397364475019078e-08,0.0017724116888398166,2.197223845918973,0.001822530637001898,0.0,1.7386034729706952e-09,0.0001323708412785039
-917.0943711995984,0.0,0.0,0.0004429077218799013,45,0.00043508977069457554,3324.8854166666665,356,5.8158014971417445e-05,-9.174687777756064e-06,324000,-9.17333751766862e-06,9.956121496902054e-08,0.0014924210181103293,2.197224012509225,0.0016326242197219618,0.0,1.3502594953251901e-09,0.00012705169338156946
-532.7091034753029,0.0,0.0,0.0004228102601683488,46,0.0004173187206735805,3324.8854166666665,355,6.856869390005436e-05,-9.368857862371655e-06,331200,-9.369283358640562e-06,5.245092776162807e-08,0.0014532171477350626,2.1972241185392654,0.0016816370594599339,0.0,-4.2549515233943e-10,0.0001167475664168893
-699.5429621305699,0.0,0.0,0.00041789797835114215,47,0.0004145485929162802,3324.8854166666665,355,8.250946729214505e-05,-9.093022673022653e-06,338400,-9.096544400216964e-06,9.091010587137373e-08,0.001680602327757634,2.1972238603092378,0.001852241556478562,0.0,-3.5217259627036884e-09,0.00011769545384008323
-547.6593594958166,0.0,0.0,0.00040224413669486366,48,0.0003970933246249604,3324.8854166666665,355,6.31925247456471e-05,-8.17572318428691e-06,345600,-8.172780584737343e-06,5.804404569972302e-08,0.0019957816617954182,2.197223887531272,0.001746013312974866,0.0,2.942598210248138e-09,0.0001315384501055385
-1319.4504627054112,0.0,0.0,0.000383605308281846,49,0.00037785809608793845,3324.8854166666665,354,6.242299603104911e-05,-9.488901203642446e-06,352800,-9.483177104855667e-06,5.3027795419524845e-08,0.0020117235186361175,2.197224162902151,0.0015454353843280708,0.0,5.7240963337158575e-09,0.00011380980575249994
-67.52357773901379,0.0,0.0,0.00037867420104842895,50,0.0003764210239192706,3324.94,354,7.124673328732954e-05,-1.0401941097015606e-05,360000,-1.0405764740897931e-05,4.540455629516713e-08,0.0015427901544003237,2.197223519571932,0.0019297770942999664,0.0,-3.823645109626093e-09,0.00015402916360212447
-1582.4125025183907,0.0,0.0,0.00036736284850612434,51,0.0003646621473901043,3324.94,354,5.5221201953807984e-05,-7.366900356389453e-06,367200,-7.365274225337418e-06,4.108969423053006e-08,0.0012248253038684492,2.1972242975644964,0.0014462363577392528,0.0,1.6261301046445928e-09,0.0001036971936309422
-126.44096128676934,0.0,0.0,0.0003599351246224682,52,0.00035352312860023057,3324.94,354,7.709572172384741e-05,-7.976063108792363e-06,374400,-7.976332100945361e-06,8.185761664202814e-08,0.001449991273662317,2.1972239844950416,0.0018426423472810136,0.0,-2.6899065296169694e-10,0.00011861259605274229
-1171.6327976617663,0.0,0.0,0.0003413058334636464,53,0.0003370713188677186,3324.94,353,5.428887705531176e-05,-7.301986703161459e-06,381600,-7.304423665919469e-06,4.8847077716157935e-08,0.0016222185970339073,2.197224424277836,0.0013578835052393094,0.0,-2.436963358023705e-09,9.891174665050876e-05
-452.96502598215665,0.0,0.0,0.00032784966226639755,54,0.00032598044126297323,3324.94,353,4.4936545502076966e-05,-7.3437205688430245e-06,388800,-7.344646930611272e-06,3.3343294345823194e-08,0.0015064936924277955,2.197224321709108,0.0013364272344572555,0.0,-9.263617597877696e-10,0.00010920999947391958
-887.8995113372716,0.0,0.0,0.00032282448339706986,55,0.00031893327526085803,3324.94,352,5.9323303454228245e-05,-7.468956825624259e-06,396000,-7.46947968457402e-06,5.2800355378161393e-08,0.0017736552817647529,2.1972242385450036,0.0015755026841007716,0.0,-5.228588456920897e-10,0.00011067070333151939
-937.1696238627227,0.0,0.0,0.00031056097916296006,56,0.0003069576891767424,3324.8,352,4.416090493902897e-05,-7.510895699981899e-06,403200,-7.509189103912499e-06,2.6674641855968844e-08,0.0011189916477152499,2.197224299018345,0.0013272521739421041,0.0,1.7065933851275379e-09,0.00010709515395160814
-973.6960709082072,0.0,0.0,0.0003005369497563507,57,0.00029646598423289743,3324.8,352,3.9510908768937916e-05,-6.443628666451628e-06,410400,-6.446063820325731e-06,3.60153743327385e-08,0.0012861651448833834,2.197224444813199,0.0012669045946209956,0.0,-2.4351525477565396e-09,9.649895293286757e-05
-759.7589620985115,0.0,0.0,0.0002932529374515138,58,0.00029103933975516903,3324.8,351,6.716826427082513e-05,-6.777146692599441e-06,417600,-6.773818994857389e-06,5.611862303683151e-08,0.001720936737623676,2.197224372571738,0.001643402385853064,0.0,3.327697840739398e-09,0.00010177901139591976
-608.3285210934424,0.0,0.0,0.0002876762053997794,59,0.00028611235314023574,3324.8,351,5.123186266677507e-05,-5.99077481266382e-06,424800,-5.990134170129853e-06,3.435432133146257e-08,0.0015794781986182692,2.197224320681007,0.0014225744925437701,0.0,6.406414211587087e-10,0.00010197536265661772
-1475.1617635875248,0.0,0.0,0.0002767424008398035,60,0.0002721961680449399,3324.8,351,3.6328623761352853e-05,-6.378176522473129e-06,432000,-6.3832857453845434e-06,2.5552409048020532e-08,0.002053605302551355,2.1972246107506375,0.0010780881070752398,0.0,-5.109220827155999e-09,8.465839768735436e-05
-1352.9190019009543,0.0,0.0,0.00027094195593351276,61,0.0002661343201738197,3324.65,351,4.2170713679521294e-05,-6.416184612631965e-06,439200,-6.416184612631965e-06,4.0314329292890714e-08,0.0009661859916882434,2.197224255456496,0.0013240979506528637,0.0,0.0,0.00010852037559710539
-1636.8385697962692,0.0,0.0,0.000255826251765828,62,0.0002536568067828994,3324.65,350,5.104785162508509e-05,-5.398246607447382e-06,446400,-5.39168451273591e-06,3.042684969914914e-08,0.002457261035506217,2.197224612705922,0.0013138797504581344,0.0,6.56209088243599e-09,8.632183055931783e-05
-300.255119869217,0.0,0.0,0.00024800967514209565,63,0.00024626009351257896,3324.65,350,5.083793379752625e-05,-5.5816183909676785e-06,453600,-5.57797829606958e-06,4.010194104680249e-08,0.001716293266240319,2.1972245715345653,0.0013495849231364287,0.0,3.6400927664696305e-09,9.019287517351888e-05
-1210.3443402247065,0.0,0.0,0.0002442044850520013,64,0.00024092570578429436,3324.65,349,6.368371962658234e-05,-5.357339724001882e-06,460800,-5.358892353320912e-06,6.254337463464281e-08,0.0016283796488728007,2.1972244069156535,0.0014798070208191434,0.0,-1.5526274203015224e-09,9.310686193786216e-05
-364.4622162528265,0.0,0.0,0.00023502867322450685,65,0.00023366521375767961,3324.65,349,4.012077508428969e-05,-5.1261868260599416e-06,468000,-5.128507553373965e-06,2.984639450999614e-08,0.0012772478283406441,2.1972243932409894,0.0013046911062092623,0.0,-2.3207287351093934e-09,0.00010464584653059249
-1045.898840190995,0.0,0.0,0.00022724649703002162,66,0.0002250545067577078,3324.65,349,3.294226056500836e-05,-4.704330184680087e-06,475200,-4.704330184680087e-06,1.8476570768510792e-08,0.0010276314934808504,2.197224616209666,0.0011169358480426113,0.0,0.0,8.630750679537686e-05
-1066.8422492247566,0.0,0.0,0.00022017998167737256,67,0.0002191556681268762,3324.71,349,3.705827367446564e-05,-4.4150920305347035e-06,482400,-4.415450199025548e-06,2.3353426105152693e-08,0.0013521643652608906,2.1972245280862484,0.00119540533255276,0.0,-3.581679883896391e-10,9.044414795524486e-05
-1147.5687977805921,0.0,0.0,0.0002164200927505133,68,0.00021397246761942944,3324.71,348,2.739968701542047e-05,-4.4423356814973735e-06,489600,-4.443202943812671e-06,2.302480843921092e-08,0.001045942405946974,2.197224753249604,0.0010497042363497397,0.0,-8.672617468619137e-10,7.508270125061412e-05
-664.0291451972975,0.0,0.0,0.00020987245367284652,69,0.00020812860470084674,3324.71,348,5.095824373075743e-05,-5.169586673122029e-06,496800,-5.169586673122029e-06,3.6355963742784397e-08,0.0008110111874346514,2.197224583644716,0.0011533127654319477,0.0,0.0,7.675587588894492e-05
-970.1371268647293,0.0,0.0,0.0002040831776529168,70,0.00020141799463484732,3324.71,348,3.139513663207314e-05,-3.82652274480346e-06,504000,-3.826713183899064e-06,2.4073814443282717e-08,0.0011743377956683551,2.1972247784352175,0.0010125792938725157,0.0,-1.9043954561463276e-10,7.66785723117053e-05
-1120.4906319240886,0.0,0.0,0.00020027397357167773,71,0.00019761988092179987,3324.71,348,3.805852866736203e-05,-4.375872677914437e-06,511200,-4.375872677914437e-06,2.202658830331641e-08,0.0008296605851241762,2.1972247391056134,0.0010699105672367256,0.0,0.0,7.780986928336853e-05
-151.5199202965239,0.0,0.0,0.00019243500808837656,72,0.00018964868539624917,3324.68,348,3.466787153013249e-05,-4.8156178609529604e-06,518400,-4.813025139879734e-06,2.232954977070062e-08,0.0019120745476697391,2.197224494152599,0.0011666403542439081,0.0,2.592727981281044e-09,9.479070117534743e-05
-1577.5168148886687,0.0,0.0,0.0001790497862309585,73,0.0001788924099631403,3324.63,348,2.9241600821075976e-05,-3.7221888565890216e-06,525600,-3.7227866055603303e-06,1.9088908774862074e-08,0.0014082857412285597,2.1972248750199714,0.0008862284164347594,0.0,-5.977483397145989e-10,6.737947066144276e-05
-452.98923546578834,0.0,0.0,0.0001740282415982894,74,0.0001722732778522648,3324.63,348,3.275208040603373e-05,-3.89048251857759e-06,532800,-3.889469195013272e-06,1.9553973559608373e-08,0.001316586298751858,2.19722488869435,0.0009311642669757852,0.0,1.0133237893228397e-09,6.552539618393808e-05
-1413.3698038610717,0.0,0.0,0.00016804134188980305,75,0.00016588658656310241,3324.63,347,5.5100698123092075e-05,-3.7300370589144574e-06,540000,-3.730327894688029e-06,3.7393580820383506e-08,0.001237860892338832,2.197224692484689,0.0012550186120927926,0.0,-2.908366140511968e-10,7.473834530996792e-05
-279.51639225578816,0.0,0.0,0.00016438329855455783,76,0.00016273370557336845,3324.63,347,3.505189748678132e-05,-3.627533494905916e-06,547200,-3.626289986759093e-06,1.9249366392430388e-08,0.0009323423343950574,2.197224660216185,0.0011414234429212614,0.0,1.2435085257796648e-09,8.78257929242522e-05
-1206.90148795547,0.0,0.0,0.0001557803277480869,77,0.00015450286099260826,3324.63,347,2.7618815127929797e-05,-3.833377160699709e-06,554400,-3.831752515660962e-06,1.7213772656958497e-08,0.0013515361139028004,2.1972247838122505,0.0009219009128045875,0.0,1.6246457041760882e-09,7.23104296579665e-05
-918.7183982976751,0.0,0.0,0.00015056948597038937,78,0.00014964399223760073,3324.57,347,2.6427000736947744e-05,-3.6260450039504027e-06,561600,-3.625429522412921e-06,1.6827399038906206e-08,0.0013780090001246062,2.1972246755115568,0.0009377059782162263,0.0,6.154806154681648e-10,8.121645957035501e-05
-1252.502330181324,0.0,0.0,0.00014356892122455137,79,0.00014168500252708332,3324.57,347,3.8650661699915514e-05,-3.0012978025898257e-06,568800,-2.9998995408878467e-06,2.5680656164477e-08,0.001190005617338466,2.1972247737362265,0.0010963378177637655,0.0,1.3982615815816898e-09,7.10643880725254e-05
-453.0230302246348,0.0,0.0,0.00014208515085999146,80,0.00014017577212422914,3324.57,347,4.5306035501311576e-05,-3.4191774331030276e-06,576000,-3.4193251783518665e-06,3.2290895913282144e-08,0.0011550438720615802,2.1972246973413636,0.0011851775797970217,0.0,-1.477463459512559e-10,7.072426846551303e-05
-858.5983605907248,0.0,0.0,0.00014294761155605272,81,0.00014103382790757807,3324.57,347,3.118026113628813e-05,-2.4227638057996828e-06,583200,-2.422260514169089e-06,1.782434256514546e-08,0.0009700990545351586,2.1972247709624186,0.0010009913412764174,0.0,5.032915629228574e-10,7.554159570489085e-05
-1144.7019680950555,0.0,0.0,0.00013642355899022083,82,0.00013575199003434016,3324.57,347,2.678317835954256e-05,-3.079029785513236e-06,590400,-3.079029785513236e-06,1.5189897426111186e-08,0.0008679940655337569,2.197224809917881,0.0008783743475115316,0.0,0.0,6.889185177147341e-05
-280.99937417608214,0.0,0.0,0.00014222543505084626,83,0.00014015332200202458,3324.57,346,3.5312463172404554e-05,-2.572400544367891e-06,597600,-2.5673029392091627e-06,2.4682893775354302e-08,0.0017252411801464774,2.197224615254386,0.0011449709251780897,0.0,5.097605839665675e-09,8.771871044506221e-05
-1688.9863236207623,0.0,0.0,0.00013213395718233347,84,0.00013003217678314761,3324.5,346,3.094269038379184e-05,-3.211406608046211e-06,604800,-3.211755927854e-06,1.6973380791890842e-08,0.0010185664781219715,2.197224871071558,0.0009635420976757729,0.0,-3.493199735820391e-10,6.544514102774738e-05
-522.2173587007767,0.0,0.0,0.00012947119669911127,85,0.00012975225318290784,3324.5,346,3.240982460128643e-05,-3.3392198372097677e-06,612000,-3.3392198372097677e-06,1.699826946532938e-08,0.000658654543006369,2.197224872511932,0.0009863967537841222,0.0,0.0,6.577817139050805e-05
-1298.400079506579,0.0,0.0,0.00011760999961749741,86,9.352435764865144e-05,3324.5,346,0.0004167284082436619,-5.3459515228505006e-05,619200,-5.3459515228505006e-05,3.478267659713222e-05,0.0007427932401773367,2.1972198361379127,0.017891208552318714,0.0,0.0,0.00024199401343411657
-187.81711962601494,0.0,0.0,0.00012311204540887884,87,0.00012193246095396009,3324.5,345,2.718450904352117e-05,-2.4266330182158633e-06,626400,-2.4266330182158633e-06,1.7163714856357796e-08,0.0006261669196361716,2.1972247689489337,0.0009795868237144159,0.0,0.0,7.950710244910754e-05
-1165.6846294704314,0.0,0.0,0.00011673091608827234,88,0.00011545402419003604,3324.5,345,2.625785478620942e-05,-2.2001320976080873e-06,633600,-2.2001320976080873e-06,1.5834695426015973e-08,0.0005243635438465671,2.1972249077236845,0.0008764925835959499,0.0,0.0,6.232122030819628e-05
-579.7755522086492,0.0,0.0,0.00011445728676547155,89,0.0001134241027200857,3324.37,345,2.9168714959988466e-05,-2.367731568522413e-06,640800,-2.367731568522413e-06,1.4410385003430005e-08,0.0004290344978239689,2.197224713980206,0.0010000335556752944,0.0,0.0,7.74847710777993e-05
-1296.2430788180377,0.0,0.0,0.00010726383594980385,90,0.00010608420219969482,3324.37,345,3.713789573583552e-05,-2.520362747305844e-06,648000,-2.520362747305844e-06,1.8791731001517103e-08,0.00042745107984160313,2.197224917232044,0.0010436821462293203,0.0,0.0,6.570332563885333e-05
-372.60393038122425,0.0,0.0,0.00010286843489752972,91,0.00010023909653942351,3324.37,345,5.044198567901909e-05,-2.1360541252286274e-06,655200,-2.1360541252286274e-06,4.266884840646906e-08,0.00039332510249193674,2.197224795525036,0.0012059329500965442,0.0,0.0,6.992173128920181e-05
-803.2519808710139,0.0,0.0,9.38016247858865e-05,92,9.258313394035848e-05,3324.37,345,3.329262249211956e-05,-1.8554748296183918e-06,662400,-1.8554748296183918e-06,1.991703851004025e-08,0.00039472227117276287,2.197224862275931,0.0010550133032671632,0.0,0.0,7.060439149832645e-05
