policy_gradient_bias_correction,policy_gradient_loss,epoch_idx,model_prob_std,advantage_norm,P09:episode_rewards,explained_variance,fps,policy_entropy,q_loss,avg_q_selected,grad_norm,P01:episode_rewards,avg_q_retraced,policy_loss,rollout_prob_std,PMM:episode_rewards,episode_length,frames
0.0,-1.3134712966598995e-06,25,0.0001797983452476389,0.0021211420247635986,0.0,-659.8285905488523,373,2.1972228608812605,8.533596340315035e-08,0.00010908835427442913,7.997690372413114e-05,0.0,0.00010707923501618167,-1.3134712966598995e-06,0.0015656326697945943,0.0,3324.3125,180000
0.0,-1.9880761433868912e-06,26,0.00021131162706460504,0.002236106482298883,0.0,-101.6662848980654,370,2.1972226212832036,7.177632776403772e-08,9.675687575071169e-05,7.249783243687745e-05,0.0,0.00010003177310353889,-1.9880761433868912e-06,0.0014989215069894388,0.0,3324.3125,187200
0.0,-2.6483217003808943e-06,27,0.00014908494382790416,0.0017995434143080198,0.0,-1417.3462186092481,367,2.197223567672508,4.8762507994393416e-08,9.927105251975904e-05,6.148359719974012e-05,0.0,9.848873911843319e-05,-2.6483217003808943e-06,0.001421214445704359,0.0,3324.3125,194400
0.0,-2.3516820384706875e-06,28,0.00018735939447525298,0.0020596026935426636,0.0,-275.3754958342181,365,2.1972229664760925,6.821098725879212e-08,8.651540641833904e-05,6.16632561648947e-05,0.0,8.511607040620423e-05,-2.3516820384706875e-06,0.0017283668014622183,0.0,3324.4166666666665,201600
0.0,-2.8012920251819494e-06,29,0.00016120398859600625,0.0019025687570290823,0.0,-587.1664928892646,364,2.1972229231969274,8.313848603373771e-08,7.275477024068174e-05,7.009881119681522e-05,0.0,7.057372271159676e-05,-2.8012920251819494e-06,0.0015093732246226517,0.0,3324.4166666666665,208800
0.0,-1.7112498406793109e-06,30,0.00013975138522505525,0.0015642350824672906,0.0,-292.8237869784882,362,2.197223697124966,5.273934730780074e-08,7.022468664713391e-05,5.662173276839253e-05,0.0,6.644395948285665e-05,-1.7112498406793109e-06,0.0011893204164563323,0.0,3324.4166666666665,216000
0.0,-1.4033386844200126e-06,31,0.00012701646066673114,0.0013996057910284792,0.0,-908.5481289961665,361,2.197223994842282,3.6564469691099015e-08,5.242271737610542e-05,4.0757349959142085e-05,0.0,4.7894448340018423e-05,-1.4033386844200126e-06,0.0014127751388560612,0.0,3324.4166666666665,223200
0.0,-8.399998405089063e-07,32,0.00013343588639488284,0.0014294800866557305,0.0,-826.3310688466479,360,2.197223874005404,3.7029816343129515e-08,3.358712454534045e-05,4.2009435246187924e-05,0.0,3.3405824419829234e-05,-8.399998405089063e-07,0.0012293793130179265,0.0,3324.4166666666665,230400
0.0,-4.47800249277565e-07,33,0.00014667235117704638,0.0015447134168577992,0.0,-555.1225647873348,359,2.1972237179298246,4.51166618085456e-08,2.865028567213666e-05,4.346567284864264e-05,0.0,2.738533216497699e-05,-4.47800249277565e-07,0.0012826976106937104,0.0,3324.4166666666665,237600
0.0,-8.577443330411505e-07,34,0.000122672943598746,0.0013673403999456797,0.0,-1223.0726866352115,359,2.197224073302809,3.741930989677552e-08,2.33412832566201e-05,4.122804628461138e-05,0.0,2.3656740352439004e-05,-8.577443330411505e-07,0.001419192505075903,0.0,3324.5,244800
0.0,-1.3995845615640453e-07,35,0.00011199418974102726,0.0012140941670535268,0.0,-494.1237897666516,357,2.197224299223335,2.9184694014188713e-08,2.7776927595489816e-05,4.431078951192778e-05,0.0,2.7514622289814907e-05,-1.3995845615640453e-07,0.0011706878771891144,0.0,3324.5,252000
0.0,-7.621708258517544e-07,36,0.00010489880127846528,0.0013396683772537823,0.0,-1156.965928153891,357,2.1972243967699625,3.2324140060871874e-08,1.8365654221961376e-05,4.3954504028370045e-05,0.0,2.0530997777875257e-05,-7.621708258517544e-07,0.0013264963866538618,0.0,3324.5,259200
0.0,-3.715306183400112e-07,37,0.00012364288959959053,0.001564457761713907,0.0,-274.00298978487024,356,2.197224089005006,3.1263601042256604e-08,1.528028134984012e-05,4.420726423788636e-05,0.0,1.537195088146036e-05,-3.715306183400112e-07,0.0014262139947806777,0.0,3324.5,266400
0.0,-3.1753361810392666e-07,38,9.80313850373287e-05,0.0012692224082915796,0.0,-1502.974685431522,355,2.1972244216619976,2.5316013697334655e-08,9.680929725057215e-06,3.886695901419738e-05,0.0,9.376829098082193e-06,-3.1753361810392666e-07,0.0012989834293193302,0.0,3324.5,273600
0.0,-2.330445175516503e-07,39,0.00011772877148951735,0.0012647738984712725,0.0,-414.75078287086785,355,2.1972241920043554,2.739182409027316e-08,3.867930752243012e-06,3.0410558094129276e-05,0.0,4.61991925907277e-06,-2.330445175516503e-07,0.0010038981335203554,0.0,3324.654761904762,280800
0.0,2.961811657837327e-07,40,7.726780185609844e-05,0.0009137715362032851,0.0,-1993.9805362413213,355,2.1972247753319913,1.748060732932548e-08,-1.848709522429959e-06,2.976157776864728e-05,0.0,-1.3149687763334713e-06,2.961811657837327e-07,0.0012819238218561098,0.0,3324.654761904762,288000
0.0,3.0054600151148463e-07,41,0.0001066907464809971,0.0014648929550728665,0.0,-146.6983382198041,354,2.1972244918062573,3.759261013574368e-08,5.707275127320377e-06,5.691785980365532e-05,0.0,5.396524723843874e-06,3.0054600151148463e-07,0.0012866453861262552,0.0,3324.654761904762,295200
0.0,2.4537138047470507e-07,42,8.991146318645733e-05,0.0010072451443014787,0.0,-1329.3117942334115,353,2.1972246451776956,2.1049634635642543e-08,-4.269080698062418e-06,2.808204345416487e-05,0.0,-6.467927013824632e-06,2.4537138047470507e-07,0.0012514588904093938,0.0,3324.654761904762,302400
0.0,1.0400112899837101e-07,43,0.00010930305018446812,0.001322580242741573,0.0,-606.303366470564,353,2.1972243645329956,2.5429643873418082e-08,-1.5597443602412453e-05,3.439119452325226e-05,0.0,-1.5955229664568615e-05,1.0400112899837101e-07,0.0012089522063055116,0.0,3324.654761904762,309600
0.0,2.2193873726774511e-07,44,0.00010882091430811135,0.0011656275015513083,0.0,-647.8078433530483,352,2.197224339038607,2.2625631875939024e-08,-2.2309626564107373e-05,2.71545515049053e-05,0.0,-2.2511108788497343e-05,2.2193873726774511e-07,0.001033006602881667,0.0,3324.654761904762,316800
0.0,9.068841392517822e-07,45,9.489035146496837e-05,0.0010362202414957108,0.0,-1313.3432977881507,352,2.19722448363506,2.2221308451734383e-08,-2.7385705067704944e-05,2.5546777301910164e-05,0.0,-2.6202490558011842e-05,9.068841392517822e-07,0.0010213377312985722,0.0,3324.5625,324000
0.0,5.14495941157002e-07,46,8.17749672475558e-05,0.0009082929585757584,0.0,-777.2193677083463,351,2.1972247753319913,1.8320336524615152e-08,-2.5101086449885752e-05,2.6415994178055903e-05,0.0,-2.472486732282656e-05,5.14495941157002e-07,0.0009950834286388893,0.0,3324.5625,331200
0.0,4.1415619095255043e-07,47,7.603141844196282e-05,0.0011043885647181828,0.0,-1104.1372107105688,351,2.197224774862093,1.98578317371296e-08,-2.5777801496737066e-05,3.381516801019306e-05,0.0,-2.4885453296675193e-05,4.1415619095255043e-07,0.0010442102261540233,0.0,3324.5625,338400
0.0,7.251178850495862e-07,48,8.273634938218699e-05,0.0009909160438839734,0.0,-1119.2786089644967,351,2.197224698534912,1.650997808945083e-08,-2.7760201720440592e-05,2.643121343809127e-05,0.0,-2.780689939047651e-05,7.251178850495862e-07,0.0011788533207445317,0.0,3324.5625,345600
0.0,5.209396355309443e-07,49,6.724415269997865e-05,0.0008595828081139844,0.0,-1484.4509418070886,351,2.197224920048285,1.3282093321539328e-08,-2.8860528931504656e-05,2.3225598907059324e-05,0.0,-2.9803877829210017e-05,5.209396355309443e-07,0.0008856190504363761,0.0,3324.5625,352800
0.0,8.131758692074612e-07,50,9.424786759546817e-05,0.0010492712107458987,0.0,-204.26128441707553,350,2.197224601051601,1.7929597063214022e-08,-3.028636046759735e-05,2.4026307729880044e-05,0.0,-2.9998935247993694e-05,8.131758692074612e-07,0.0009528786645606067,0.0,3324.79,360000
0.0,3.399121674110455e-07,51,6.773026201844251e-05,0.0009369998333224862,0.0,-1873.9270021970208,349,2.197224912923824,1.3844933075925237e-08,-3.179712800932645e-05,2.7000824854950154e-05,0.0,-3.2391746835921504e-05,3.399121674110455e-07,0.0010211040091669646,0.0,3324.79,367200
0.0,8.232558895181384e-07,52,7.391783243656456e-05,0.0008822519698598574,0.0,-195.29451250836271,349,2.1972249283384624,1.5542736135530623e-08,-3.146378214258687e-05,2.4324508393383384e-05,0.0,-3.1545053531653947e-05,8.232558895181384e-07,0.00097711988046069,0.0,3324.79,374400
0.0,1.378038013628639e-06,53,6.779967744299549e-05,0.0008782626769089038,0.0,-1248.4424883933675,348,2.1972249103349357,1.2853425572564902e-08,-3.6068464912118326e-05,2.2594172902004818e-05,0.0,-3.403873604124133e-05,1.378038013628639e-06,0.0008975272905869198,0.0,3324.79,381600
0.0,9.266275497107505e-07,54,7.944550361973414e-05,0.0008963052303764416,0.0,-493.82051450235497,348,2.1972247998298164,1.4109623224835007e-08,-3.040928516615139e-05,2.049577435180774e-05,0.0,-3.160670437669718e-05,9.266275497107505e-07,0.0009604976388266276,0.0,3324.79,388800
0.0,5.524791429886256e-07,55,7.032745659699461e-05,0.0008288104604467162,0.0,-896.7242108587299,347,2.197224854208805,1.1116333032004955e-08,-3.2533861114797505e-05,1.8319316946202487e-05,0.0,-3.168517793611986e-05,5.524791429886256e-07,0.0007239714527891619,0.0,3324.79,396000
0.0,7.304578053368668e-07,56,7.512313155694023e-05,0.0007951604300492643,0.0,-988.754374854825,347,2.197224726498901,1.3154590915239166e-08,-3.23970484430704e-05,1.7726824243361527e-05,0.0,-3.279319073962269e-05,7.304578053368668e-07,0.0008376754990669385,0.0,3324.85,403200
0.0,7.438886345721156e-07,57,5.858993687329277e-05,0.0006528032103015824,0.0,-1210.82991448058,347,2.197225021000892,1.0074765247045201e-08,-3.18521879434128e-05,1.6336750706906416e-05,0.0,-3.041190638120338e-05,7.438886345721156e-07,0.0008856321608254712,0.0,3324.85,410400
0.0,6.885234134905153e-07,58,6.651631053715492e-05,0.0008181180682116079,0.0,-913.9178700019821,347,2.1972249464856253,1.2476373338870203e-08,-2.9506922796863075e-05,2.1063109453198734e-05,0.0,-3.054482132718419e-05,6.885234134905153e-07,0.0007418645851228193,0.0,3324.85,417600
0.0,6.398480466724835e-07,59,6.871726611129804e-05,0.0008145136428151039,0.0,-613.2739359223558,346,2.1972249004481332,1.158467995018915e-08,-3.455946717417767e-05,1.7820278306421747e-05,0.0,-3.329276906613274e-05,6.398480466724835e-07,0.0013689064525083923,0.0,3324.85,424800
0.0,7.69006775756775e-07,60,6.20517360791909e-05,0.000723820841780374,0.0,-1491.9798055870065,346,2.197224948043546,8.800125834998984e-09,-3.327541626439207e-05,1.5865929909660384e-05,0.0,-3.321810750029337e-05,7.69006775756775e-07,0.0009090487603030891,0.0,3324.85,432000
0.0,5.510021555281534e-07,61,8.417999066609424e-05,0.00107581630513459,0.0,-73.2665436176112,346,2.197224729275577,1.4934327146957445e-08,-3.3964529356253664e-05,2.397817021415815e-05,0.0,-3.448063351599134e-05,5.510021555281534e-07,0.0008730499662937033,0.0,3324.89,439200
0.0,9.329016712375119e-07,62,5.703460623594187e-05,0.0006640531503261093,0.0,-1546.721187345149,345,2.1972250045954236,8.79451574636021e-09,-3.675865285379312e-05,1.5114555049910066e-05,0.0,-3.596923624605725e-05,9.329016712375119e-07,0.0008430893108366504,0.0,3324.89,446400
0.0,5.043828119796889e-07,63,6.367442065921418e-05,0.0006839408409930709,0.0,-272.3589958495659,345,2.197225023918051,1.0488134564325073e-08,-2.7381175303125617e-05,1.760635689623041e-05,0.0,-2.668585858260478e-05,5.043828119796889e-07,0.0007945596683335589,0.0,3324.89,453600
0.0,7.203830870351156e-07,64,6.0918656095987105e-05,0.0007853432747602225,0.0,-1282.3340604176012,344,2.1972249166474653,1.139291606948931e-08,-3.367197051857423e-05,1.926590337894107e-05,0.0,-3.193787668387743e-05,7.203830870351156e-07,0.0007801983861793372,0.0,3324.89,460800
0.0,7.650811975040253e-07,65,7.436042853268667e-05,0.0008667018157686672,0.0,-297.141997686757,344,2.197224835441226,1.0367225385305542e-08,-2.939171094336445e-05,1.7758208445214873e-05,0.0,-3.090579861236619e-05,7.650811975040253e-07,0.0008267935961631006,0.0,3324.89,468000
0.0,7.043875887712734e-07,66,6.24859214210742e-05,0.000723574197114556,0.0,-962.4371929905877,344,2.197225002217545,9.568785850340924e-09,-3.196836861471643e-05,1.5523246610449638e-05,0.0,-3.2341150832897774e-05,7.043875887712734e-07,0.0006885998749155221,0.0,3324.89,475200
0.0,9.723724415976341e-07,67,7.45313741120909e-05,0.000865955215033295,0.0,-793.5372942573872,343,2.1972247632723008,1.3798374897582312e-08,-3.318127011453202e-05,1.9861301787200114e-05,0.0,-3.312119526729971e-05,9.723724415976341e-07,0.0008775202573651832,0.0,3324.87,482400
0.0,9.177854406286533e-07,68,5.795035867418081e-05,0.0006789408472489607,0.0,-1314.4530556130599,343,2.197225005740211,1.250445320286114e-08,-2.9107912740881954e-05,1.8384781050113703e-05,0.0,-2.7956026357449963e-05,9.177854406286533e-07,0.0008301675226210403,0.0,3324.87,489600
0.0,3.131952770081129e-07,69,5.5390561676216446e-05,0.0006714374449690321,0.0,-846.3807621266538,344,2.1972250743896238,9.012910803562683e-09,-2.5543244242060478e-05,1.7531577440937546e-05,0.0,-2.4786789603969363e-05,3.131952770081129e-07,0.0009356164709317765,0.0,3324.87,496800
0.0,4.845892389210029e-07,70,6.373616002978422e-05,0.0006953366655810686,0.0,-713.5378873251545,344,2.1972249381031306,9.084384896937105e-09,-3.055631719816019e-05,1.3516024658218835e-05,0.0,-3.0290936526095423e-05,4.845892389210029e-07,0.0007029638868429507,0.0,3324.87,504000
0.0,5.921374386046122e-07,71,5.702379705515944e-05,0.0006464091700174187,0.0,-1295.9007089457687,344,2.1972250295852223,8.105252112445524e-09,-3.0344740087098962e-05,1.3051206285502e-05,0.0,-3.0377943844156762e-05,5.921374386046122e-07,0.0006836647906984021,0.0,3324.87,511200
0.0,7.424288142186268e-07,72,7.565467099499393e-05,0.000840933566343795,0.0,-171.5435909548449,343,2.197224796688746,1.1273984281549037e-08,-3.0641086020931115e-05,1.737564319497763e-05,0.0,-3.0126442767458872e-05,7.424288142186268e-07,0.0008351959491316905,0.0,3324.91,518400
0.0,6.155955330528429e-07,73,4.6291427457237664e-05,0.0004790283055059796,0.0,-1801.076396362113,343,2.1972250785020293,4.7719021672331995e-09,-3.119656066121419e-05,9.444738648399845e-06,0.0,-3.1801731342557345e-05,6.155955330528429e-07,0.0007585026805544797,0.0,3324.95,525600
0.0,4.125017348427899e-07,74,5.575921160194199e-05,0.000612760743070871,0.0,-326.2921219507601,342,2.1972250399955366,7.481617984436578e-09,-2.2404213672883892e-05,1.436713671299934e-05,0.0,-2.1966577876343555e-05,4.125017348427899e-07,0.0007591668458260555,0.0,3324.95,532800
0.0,5.221379592173837e-07,75,5.380064846607648e-05,0.0006452057316857702,0.0,-1154.143590422577,342,2.1972250465622367,8.827613326329547e-09,-2.8259462397846573e-05,1.4538940644249704e-05,0.0,-2.7927372275706453e-05,5.221379592173837e-07,0.0008679552812027734,0.0,3324.95,540000
0.0,5.578004895467893e-07,76,5.246474515375767e-05,0.0005877956779291555,0.0,-292.34778776195316,342,2.1972251103983984,5.51471943600003e-09,-2.9659989078633467e-05,1.1077150008384247e-05,0.0,-2.936124096019436e-05,5.578004895467893e-07,0.0008085935524957223,0.0,3324.95,547200
0.0,8.247291252826292e-07,77,5.276842036607832e-05,0.00061152760322961,0.0,-955.5367436394428,342,2.1972250599331327,6.4558436157429666e-09,-3.1256087784438735e-05,1.1824191996467435e-05,0.0,-3.056092087755739e-05,8.247291252826292e-07,0.0007361622059450055,0.0,3324.95,554400
0.0,5.212304376466417e-07,78,5.724452891374515e-05,0.0006323425678464393,0.0,-924.1403293222977,342,2.1972250003726392,8.229217875376207e-09,-2.931280215238624e-05,1.2387505262997789e-05,0.0,-2.8925552311811674e-05,5.212304376466417e-07,0.0007328483413117746,0.0,3324.81,561600
0.0,7.467722427318475e-07,79,4.368729227446728e-05,0.0004987028526440395,0.0,-1564.0613865090554,342,2.1972251315533167,6.330142340557819e-09,-2.5441854578954035e-05,1.1595129417863489e-05,0.0,-2.50510431978621e-05,7.467722427318475e-07,0.000649574183049293,0.0,3324.81,568800
0.0,3.0326508181584396e-07,80,5.273288813834861e-05,0.0005645081604612526,0.0,-493.2194231026703,342,2.1972250943713716,7.423723578197369e-09,-1.7237025155803538e-05,1.2860714593108459e-05,0.0,-1.6667269696881708e-05,3.0326508181584396e-07,0.0006620886854981715,0.0,3324.81,576000
0.0,5.425245937332752e-07,81,4.864183769859395e-05,0.0005817544270507283,0.0,-804.5057659016526,342,2.1972251199446027,5.461242957335062e-09,-2.7409151680591516e-05,1.0833959353182057e-05,0.0,-2.6950671505056165e-05,5.425245937332752e-07,0.00086584678546016,0.0,3324.81,583200
0.0,4.978077626208211e-07,82,5.089762919366213e-05,0.0006123637443013449,0.0,-1122.9337132878436,342,2.197225076111536,5.51617058526389e-09,-2.7000705798627678e-05,1.2090571334798547e-05,0.0,-2.6034552167676875e-05,4.978077626208211e-07,0.000653648921540231,0.0,3324.81,590400
0.0,3.196557611652664e-07,83,6.43136416160985e-05,0.000747436875882373,0.0,-222.74090949460427,341,2.197224917633422,9.416972774443582e-09,-2.5927122773618875e-05,1.4185767399221097e-05,0.0,-2.6563875981682515e-05,3.196557611652664e-07,0.0006688189959280058,0.0,3324.81,597600
0.0,7.153524634523432e-07,84,4.6260534165001105e-05,0.0005837049416415344,0.0,-1493.7237725887792,341,2.1972250740774095,5.961078175780043e-09,-2.8281139926333608e-05,1.2817644251970727e-05,0.0,-2.865602245604365e-05,7.153524634523432e-07,0.000571747391304706,0.0,3324.75,604800
0.0,3.449411853478823e-07,85,4.361336670005401e-05,0.00043127866754453647,0.0,-641.3872800504374,342,2.197225060570177,5.660893922889816e-09,-1.1346701115748167e-05,1.0922556628850581e-05,0.0,-9.916004798190551e-06,3.449411853478823e-07,0.0003748704225742848,0.0,3324.75,612000
0.0,4.0859528424050927e-07,86,4.7343272028101736e-05,0.0005434869719149338,0.0,-1204.1810049459937,341,2.1972251089634716,5.562888839628366e-09,-2.3969763823883802e-05,1.1497947728777669e-05,0.0,-2.3467921714829393e-05,4.0859528424050927e-07,0.00040960787157279395,0.0,3324.75,619200
0.0,4.995161263536267e-07,87,5.7920572519265985e-05,0.0006796557019212799,0.0,-85.42765603446772,341,2.197225048740705,6.209224629172647e-09,-2.6325746711693098e-05,1.2985876610276362e-05,0.0,-2.660443580014414e-05,4.995161263536267e-07,0.00037246172198126805,0.0,3324.75,626400
0.0,6.557895970658608e-07,88,4.649019720766824e-05,0.0005241551283936336,0.0,-1656.346938089673,341,2.1972250891835605,5.115373606684793e-09,-2.8032544406094666e-05,1.0635375505548463e-05,0.0,-2.8652600221313925e-05,6.557895970658608e-07,0.0002576202969966398,0.0,3324.75,633600
0.0,7.121301186115915e-07,89,5.6790270913532523e-05,0.0005913487391248005,0.0,-687.3612405356255,341,2.1972250000435096,7.39355386390197e-09,-3.0337482754035133e-05,1.1316707563774571e-05,0.0,-3.0070008687963423e-05,7.121301186115915e-07,0.0003053884612386447,0.0,3324.76,640800
0.0,6.57205400030627e-07,90,4.211162622925503e-05,0.00047857817981518267,0.0,-1366.6589682359433,341,2.197225140487706,5.530297166208278e-09,-2.987630361049381e-05,9.810489892430925e-06,0.0,-2.994516516364023e-05,6.57205400030627e-07,0.0002575469374817272,0.0,3324.76,648000
0.0,2.7294505560529226e-07,91,4.4499771116845835e-05,0.0005006908487590292,0.0,-320.6568488458288,341,2.197225142843509,5.73706915288066e-09,-1.176019719906061e-05,1.1711359323614315e-05,0.0,-1.1275211141577212e-05,2.7294505560529226e-07,0.0001957566389378865,0.0,3324.76,655200
0.0,5.909239813023293e-07,92,5.225323835219191e-05,0.0005479509384246592,0.0,-915.8354084582462,341,2.197225049841341,6.431412311193264e-09,-3.0451115939239034e-05,9.988423890102608e-06,0.0,-3.052496767506176e-05,5.909239813023293e-07,0.0002525758689381398,0.0,3324.76,662400
0.0,9.496023573894003e-07,93,4.853407937790031e-05,0.0005545712979676229,0.0,-929.9073938365966,341,2.197225120067596,5.228651378404621e-09,-3.26498373739909e-05,1.0547734417197869e-05,0.0,-3.171128128376459e-05,9.496023573894003e-07,0.00017875292018581083,0.0,3324.76,669600
0.0,8.896036619523852e-07,94,5.876737742182114e-05,0.0006482488672504564,0.0,-569.0032872322817,340,2.1972249633799157,7.590986588687877e-09,-3.1471279473163264e-05,1.1759788425431763e-05,0.0,-3.175046340321729e-05,8.896036619523852e-07,0.00018728347656731009,0.0,3324.76,676800
