P09:episode_rewards,advantage_norm,P01:episode_rewards,value_loss,explained_variance,PMM:episode_rewards,fps,grad_norm,policy_loss,policy_entropy,episode_length,epoch_idx,frames
5.0,0.7611580827832222,0.0,0.004642236358195078,0.949406390786171,1.65,204,0.20125131329088053,-0.0006421624988433905,1.3530894446372985,189.96,27,216000
5.0,0.743046097010374,0.0,0.004559419451106805,0.9605848258733749,1.59,203,0.21704054255857824,-0.0021030553922173566,1.3531715476512909,188.48,28,224000
5.0,0.7563104046881199,0.0,0.0047344289923785254,0.9592513990402222,1.76,204,0.21298760685577459,-0.0007942657959938515,1.3236950194835664,194.08,29,232000
5.0,0.6312368248403072,0.0,0.0033069460751721635,0.9693297183513642,1.9,204,0.1647151783463212,-0.0010482009185943753,1.3226249778270722,198.82,30,240000
5.0,0.6920039947330952,0.0,0.00416449781972915,0.9599550133943557,1.92,204,0.19131377457491167,-0.0007611455698497594,1.3396002519130707,201.47,31,248000
5.0,0.750282058417797,0.0,0.004120776596828364,0.958858557343483,1.54,205,0.19747878973177502,-0.00031424821077962405,1.3498116838932037,189.03,32,256000
5.0,0.8907563795149326,0.0,0.006393972802325152,0.9308588624000549,1.58,206,0.23554341168892257,-0.001714989579450048,1.350935754776001,186.0,33,264000
6.300000000000026,0.7004482191801071,0.0,0.003990778119477909,0.9716504347324372,2.23,206,0.19055510596199265,-0.0015839446161407978,1.355845935344696,208.74,34,272000
5.0,0.5298266154527664,0.0,0.0023337110300781206,0.9732910376787186,1.96,206,0.1326784463831847,-0.0009727664972888306,1.349376482963562,202.62,35,280000
5.0,0.7949187052249909,0.0,0.005244202670000959,0.9604773652553559,2.18,206,0.2434586561597795,-0.0034027402110223194,1.3335943949222564,210.3,36,288000
5.0,0.6371750515699387,0.0,0.0034403493878198787,0.967159953713417,2.07,206,0.1631243943276601,-0.0004965820352663286,1.3594033217430115,204.57,37,296000
5.0,0.7198397232592106,0.0,0.004073630790517199,0.9571334081888199,2.32,206,0.18590840432233893,-0.0007003586065411582,1.3525673627853394,213.28,38,304000
6.0,0.7112060581147671,0.0,0.0045599537616362795,0.9514229410886764,2.21,206,0.1739858224936841,0.0002905576010380173,1.367815158367157,209.1,39,312000
5.0,0.8523793333768844,0.0,0.005799813946068753,0.9328306293487549,1.85,207,0.2182523676450016,-0.0019661240554705727,1.3657074642181397,200.09,40,320000
5.0,0.909342449605465,0.0,0.006652981296938378,0.9168915152549744,1.83,208,0.23677695340287233,5.85864222375676e-05,1.3663870263099671,199.79,41,328000
5.0,0.7133149689435959,0.0,0.004195016665617004,0.9658155447244644,1.7,208,0.18618604920905837,-0.0013758798997150735,1.359845185279846,196.87,42,336000
5.0,0.6010429304838181,0.0,0.0028134704282274468,0.9688468599319457,2.03,209,0.15061849165948243,0.00026631554816049176,1.3569419503211975,204.15,43,344000
5.1000000000000085,0.7200111763179302,0.0,0.004149344546895009,0.9601965236663819,2.04,210,0.18141234694511726,-0.0014058924470445788,1.3659173631668091,204.51,44,352000
6.200000000000017,0.8464776775240899,0.0,0.005546601175446995,0.9488746243715286,2.18,209,0.21654474619505557,-0.00026869444060139357,1.343981019258499,207.65,45,360000
6.300000000000026,0.7650223825871945,0.0,0.004595913217635825,0.9595190131664276,2.34,210,0.200444442509918,0.00021392040704085958,1.3646803450584413,215.41,46,368000
9.0,0.7334429970383645,0.0,0.004140124229015782,0.9633811902999878,2.71,210,0.17518656666346646,-0.0008273560425004689,1.363429309129715,227.46,47,376000
6.1000000000000085,0.6673676317930222,0.0,0.0036845206038560716,0.9589355313777923,2.33,210,0.16725475071131984,-0.00010052002820884809,1.3523724389076233,216.42,48,384000
9.0,0.7071262121200561,0.0,0.004246190080884844,0.9625561439990997,2.42,211,0.18565404269787808,-0.0007601911254459992,1.3409045326709748,215.71,49,392000
5.0,1.1271541228890418,0.0,0.009189962091622874,0.8964796549081803,1.96,211,0.3122976818114196,0.00019174613033101195,1.3670928716659545,201.54,50,400000
6.1000000000000085,1.1300555950403213,0.0,0.008965654139174148,0.8943225902318954,2.32,211,0.2991155693995358,-0.0017584423860535026,1.345808777809143,214.42,51,408000
4.0,1.3072462943196297,0.0,0.01247056683176197,0.8642345362901688,2.07,211,0.38747473716796976,-0.002347119678524905,1.3482938122749328,209.41,52,416000
5.0,1.0177104949951172,0.0,0.00736595670285169,0.9131452006101608,2.46,211,0.26270010435158664,-0.0011472199708805419,1.351111147403717,222.4,53,424000
6.1000000000000085,0.8169019186496734,0.0,0.0053872374817729,0.9418117409944534,2.39,212,0.22294611377284723,-0.0003494147249875823,1.3434412348270417,219.55,54,432000
5.0,0.8635115915536881,0.0,0.006245460538193584,0.9463334745168686,2.05,213,0.2531675693121228,-0.0018013630725909025,1.3585896277427674,207.83,55,440000
5.1000000000000085,0.8758647033572197,0.0,0.00582145313557703,0.9398450368642807,2.22,213,0.21903009636429702,-0.002247227323059633,1.3534235906600953,211.05,56,448000
5.0,1.3158565604686736,0.0,0.012031568235252053,0.8734857916831971,2.24,213,0.3605473351076796,-0.0009325182923930697,1.3401661813259125,215.41,57,456000
5.1000000000000085,1.0937313324213027,0.0,0.008672467410797254,0.9065164786577224,2.51,212,0.2869108524472709,-0.0017975120912888088,1.3470400142669678,223.94,58,464000
5.1000000000000085,1.0225331488251685,0.0,0.00776497462997213,0.9114518773555755,2.46,212,0.29376106219277537,-0.0011521216540131718,1.341297721862793,219.64,59,472000
5.1000000000000085,0.8802219307422638,0.0,0.005698062423034571,0.9328424471616745,2.26,212,0.23500039109641724,-0.00032025697320932524,1.3500156283378602,212.83,60,480000
4.0,1.2092257937788964,0.0,0.010790161922341213,0.885890920162201,1.97,213,0.3299192203879652,-0.0006258146977052093,1.3520239913463592,201.62,61,488000
5.0,1.0044384950399399,0.0,0.00735740706382785,0.9214698493480682,2.41,213,0.2681030397029479,-0.0031009406931116245,1.3337468123435974,217.58,62,496000
5.0,1.0911645063757895,0.0,0.008816937485826203,0.9019519752264022,2.57,213,0.2722427483216624,-0.00039575053968292194,1.3412069308757781,225.41,63,504000
5.0,1.1530823704600335,0.0,0.009527999822748824,0.8781239664554596,2.62,213,0.2956382045771211,-0.001977829668903723,1.3402329623699187,227.68,64,512000
6.0,1.317055611014366,0.0,0.012164809559471905,0.8257993572950363,2.79,214,0.33793187013270254,-0.0024655026861000805,1.3385274457931517,231.33,65,520000
6.0,1.431677139699459,0.0,0.01445347661152482,0.7368955302238465,2.51,213,0.38848636026925476,-0.0037260080879786984,1.2875642561912537,218.06,66,528000
6.0,1.3642468452453613,0.0,0.013648921875283122,0.8106782048940658,2.23,213,0.4007916205128965,-0.0020048192441026913,1.3068530750274658,200.49,67,536000
5.0,1.1555120050907135,0.0,0.009439569945097901,0.8626992446184159,2.2,214,0.3066935985211412,-0.0007740055560134351,1.3255284547805786,203.74,68,544000
6.1000000000000085,1.148102068901062,0.0,0.009636890976689756,0.8913655692338943,2.58,214,0.32200781155412267,-0.001403189617208227,1.3315527355670929,220.65,69,552000
8.0,1.0029890581965446,0.0,0.007201401517959311,0.9235180073976517,3.03,214,0.2619729792781087,-0.0003872354087070562,1.321160752773285,240.24,70,560000
8.0,1.0346166464686393,0.0,0.007949150262866168,0.9136415612697601,3.13,214,0.2561375516526349,-0.0001405452427570708,1.3377784049510957,242.91,71,568000
8.0,0.9319993782043458,0.0,0.006204245868138969,0.9449724280834197,3.14,214,0.25180529243938976,-0.003016721440362744,1.329369626045227,242.17,72,576000
9.100000000000009,1.314804722070694,0.0,0.0119293567026034,0.8699332243204116,3.31,214,0.34681059882805093,-0.0013750013080425561,1.3309057128429413,247.19,73,584000
10.0,1.0259692466259003,0.0,0.00747440226841718,0.9182162547111511,3.57,214,0.28232274438949406,0.00045743390786810777,1.3379973471164703,254.85,74,592000
9.0,1.0464644408226014,0.0,0.007775370755698532,0.9166732889413833,3.61,214,0.2617087997937027,-0.0004621757532004267,1.3412165498733521,260.97,75,600000
9.0,1.1665278288722039,0.0,0.009711521485587581,0.9041116154193878,3.43,214,0.3380432904433986,-0.0028696669114287943,1.332960720062256,255.27,76,608000
6.1000000000000085,0.8459628424048424,0.0,0.005245558722526767,0.9534582573175431,3.0,214,0.2228725741441619,-0.00030806207156274467,1.3391933703422547,243.24,77,616000
6.1000000000000085,0.9594194856286049,0.0,0.0070456070045474915,0.9251948827505112,3.15,214,0.2517591127277719,-0.0013103486111504027,1.34750443816185,246.74,78,624000
6.0,1.121140031516552,0.0,0.008790030099917204,0.9087578773498535,2.73,214,0.3162620014736593,-0.0017887432462885045,1.3347305691242217,228.47,79,632000
7.1000000000000085,1.0754477769136428,0.0,0.008474922220921144,0.9135516440868378,2.97,214,0.292985971367075,0.001687507408496458,1.3296322464942931,237.17,80,640000
8.100000000000009,1.2527595645189284,0.0,0.010522978235967458,0.8797874474525451,2.84,214,0.34345063335996606,-0.004680337521713227,1.3331281161308288,229.49,81,648000
9.0,1.0696348536014557,0.0,0.008287401771522127,0.9101954519748687,3.25,214,0.2977119970250818,-0.0005971750669777976,1.3275353801250458,245.22,82,656000
7.1000000000000085,1.2167409127950668,0.0,0.01016225216910243,0.8976333266496659,2.97,214,0.3148159568533869,-0.003227867786772549,1.3289635813236236,234.65,83,664000
7.1000000000000085,1.1885184341669082,0.0,0.009749010507948696,0.8806680959463119,3.11,214,0.3455664005514904,-0.0009043970904895105,1.3226301717758178,241.26,84,672000
7.1000000000000085,1.3525415629148483,0.0,0.012524502095766365,0.8363257157802582,3.17,214,0.4059692506005343,-0.002392955178511329,1.3129309213161469,244.64,85,680000
9.0,1.286790160536766,0.0,0.011679321258561685,0.8730334770679474,3.71,214,0.3647496368973582,-0.0012667964815045707,1.3016720378398896,258.4,86,688000
9.0,1.2088456457853318,0.0,0.010065237246453761,0.894345359802246,3.64,214,0.33575092445504096,-0.0008127294294536113,1.3225285589694977,258.93,87,696000
9.0,1.2248042637109757,1.0,0.010224356644321232,0.8861845463514328,3.79,214,0.34152112245210836,-0.0037284308901871554,1.2796394062042236,263.15,88,704000
9.0,1.2472491550445557,1.0,0.010718796642031521,0.8855751782655716,4.31,214,0.3472774686257692,-0.0015894626625595266,1.254919421672821,280.04,89,712000
10.0,1.1735314917564392,1.0,0.009577816809760407,0.8932749569416046,4.52,214,0.3118429685278324,-0.001912554074988293,1.2989282631874084,287.53,90,720000
10.0,1.4635576033592224,1.0,0.01442147422581911,0.8116950315237045,4.86,213,0.3946226575745896,-0.0020633157232077793,1.3048852241039277,294.17,91,728000
10.0,1.5455710679292678,1.0,0.015890783416107297,0.8167287129163742,5.03,214,0.4461337296967956,-0.005386933268746361,1.2979080080986023,303.26,92,736000
9.100000000000009,1.4693525928258895,1.0,0.014903459956403822,0.8313401925563813,4.78,214,0.4115715889765632,-0.004550327601100435,1.2758382165431976,294.9,93,744000
9.100000000000009,1.695180692076683,1.0,0.020382577755954118,0.710959934592247,4.62,214,0.520927810004279,0.00155064910184592,1.2851345312595368,288.46,94,752000
10.100000000000009,1.460585263967514,1.0,0.014413267462514342,0.8271039390563965,5.06,214,0.3937553265024399,-0.0028849304120376475,1.314137831926346,301.65,95,760000
10.0,1.4020992940664292,1.0,0.013458544332534074,0.8425576794147491,5.0,214,0.3890813690072284,-0.005508899849955924,1.2963603830337525,302.45,96,768000
10.0,1.7020171082019806,2.0,0.019908641977235676,0.7931582468748093,5.32,214,0.5300450830123662,-0.007831092527194414,1.273574731349945,312.49,97,776000
11.0,1.670060052871704,2.0,0.018395996214821936,0.7893309438228607,5.75,214,0.5009300509720868,-0.0034719835783471355,1.280632531642914,323.12,98,784000
10.0,1.7094040781259536,2.0,0.020768464086577298,0.7450767165422439,5.39,213,0.5451499348884398,-0.002922344159705972,1.2387926882505418,307.76,99,792000
11.0,1.6043185365200043,1.9000000000000004,0.016982221752405168,0.79131895840168,5.58,213,0.4430629796130081,-0.003975182503927499,1.2870495116710663,312.66,100,800000
11.0,1.5689124923944473,1.0,0.01627591091673821,0.8304805040359498,5.58,213,0.4430691501738781,-0.004893335496308282,1.2663475668430328,318.61,101,808000
11.0,1.4996979123353957,2.0,0.01525488712824881,0.8213545215129853,5.54,213,0.41505130673646723,-0.0009219467637012713,1.272324196100235,319.84,102,816000
11.0,1.4789401721954345,2.0,0.014559269563760609,0.8242558068037034,5.83,213,0.43161829766579957,-0.007575264535844326,1.2708554589748382,332.73,103,824000
10.100000000000009,1.7526064360141753,2.0,0.020613728696480392,0.7492289334535599,6.1,213,0.5273518041821653,-0.0073780480830464516,1.165118360519409,343.05,104,832000
11.0,1.6193627911806106,3.0,0.017432956914417444,0.7870231497287751,6.39,213,0.47683828518630095,-0.00537947201123643,1.1229536890983582,347.03,105,840000
11.0,1.350846648812294,3.0,0.012392333270981907,0.8716623866558075,6.69,213,0.3676646324177203,0.00010534574117627926,1.2526758480072022,353.33,106,848000
12.0,1.3876488596200942,2.9000000000000004,0.012774013748858124,0.85633848965168,6.96,212,0.39665209825107645,-0.002954298197164462,1.2763719213008882,355.63,107,856000
11.100000000000009,1.6081636387109757,3.0,0.016848889410030096,0.8115266722440719,6.88,212,0.45564492622509856,-0.006337477689303341,1.262543238401413,354.1,108,864000
12.100000000000009,1.5467834931612015,3.0,0.01708005609223619,0.8208362704515457,7.06,212,0.47646138767911084,-0.00562842141953297,1.2372435462474822,356.38,109,872000
12.100000000000009,1.609938097000122,3.0,0.017473533097654582,0.8171461981534958,7.08,212,0.4246331917270847,-0.004319285572273656,1.2686550831794738,354.72,110,880000
11.0,1.4967815047502517,3.0,0.014893986787647008,0.8213290971517563,6.81,212,0.3997253335113887,-0.002531779988785274,1.2470153629779817,345.2,111,888000
12.0,1.4411510050296783,2.9000000000000004,0.01381043334491551,0.8374685925245285,7.04,212,0.38433677545079653,0.00014993670789408497,1.2693757247924804,346.81,112,896000
12.0,1.620111882686615,2.0,0.018274567928165196,0.7808332288265228,6.95,212,0.4668747968031638,-0.007881705547624733,1.2122132291644812,341.27,113,904000
12.0,1.5148435121774673,2.0,0.015828637515660375,0.8367610853910447,6.86,212,0.4472635964385058,-0.005182872081059031,1.2438593626022338,342.95,114,912000
12.0,1.5261566829681397,3.0,0.015586783662438392,0.8338601213693618,7.17,212,0.4335882930065711,-0.0042542452819179745,1.237676935195923,351.32,115,920000
12.0,1.505845565199852,3.0,0.015397338336333633,0.7937955051660538,7.46,212,0.43107671201244946,-0.004206162062764633,1.2201566410064697,366.14,116,928000
12.0,1.4901303428411483,3.0,0.014732964928261936,0.8289171814918518,7.45,212,0.4255871887528421,-0.0023603839927818625,1.2547247540950774,366.56,117,936000
12.0,1.5314522665739059,3.0,0.015624033820349723,0.8174326741695404,7.44,212,0.43375141027498365,0.0003360590629745275,1.2570527338981627,369.43,118,944000
13.0,1.5206261479854584,3.0,0.01565624770708382,0.8480394518375397,7.62,213,0.4325823938584891,-0.006048958734900225,1.2657436728477478,375.28,119,952000
12.100000000000009,1.5263609379529952,3.0,0.015495827114209533,0.8241720652580261,7.43,213,0.4123386030620429,-0.003171975242730696,1.250679337978363,371.12,120,960000
13.0,1.7107695668935776,3.0,0.01973674840759486,0.7694450509548187,7.88,213,0.4842733727922512,-0.004838458754820749,1.255031955242157,385.8,121,968000
13.0,1.8447993767261506,4.0,0.022816760214045644,0.7279763644933701,8.08,213,0.5419719168191347,-0.004237307728035375,1.2359136688709258,394.27,122,976000
14.0,1.7071785962581634,4.0,0.019494168991222978,0.7600947588682174,8.93,213,0.49032570966392586,-0.008976442614803092,1.2183548033237457,417.97,123,984000
14.0,1.5944952768087388,4.0,0.016832983926869927,0.8117107814550399,8.93,213,0.46560392299527714,-0.005332556114008184,1.2333781576156617,418.78,124,992000
14.0,1.7543714731931686,5.0,0.020857517844997345,0.7737534141540527,9.04,213,0.5498301650925185,-0.006926279957697261,1.2365415513515472,422.49,125,1000000
14.0,1.618228076696396,4.9,0.017237218650989233,0.8121294015645981,9.13,213,0.4999981758329114,-0.003359215014788788,1.2309715735912323,420.92,126,1008000
14.0,1.566529238820076,5.0,0.016389898187480868,0.8219447714090348,8.87,213,0.43999681962376536,-0.0019715292638284154,1.2575095391273499,415.59,127,1016000
13.0,1.5029697185754776,5.0,0.014886304130777716,0.8228039401769638,8.66,213,0.39791323899790065,-0.0020539461704902353,1.2594795203208924,408.45,128,1024000
14.0,1.591189353466034,5.0,0.016857253848575057,0.7949163037538528,9.29,213,0.4345297980562149,-0.0040019346812187,1.2270146048069,422.47,129,1032000
14.0,1.5583656072616576,5.0,0.016437449362128972,0.8220241039991378,9.44,213,0.45558792236201817,-0.004505109422752867,1.2375274860858918,430.56,130,1040000
14.100000000000009,1.5962215369939805,5.9,0.016890066405758263,0.7914266377687454,9.81,213,0.4655477315026792,-0.004929427984752693,1.222286651134491,442.22,131,1048000
15.0,1.7264802467823028,5.0,0.019387520896270872,0.7710554796457291,9.68,213,0.4796631260574217,-0.0049050561629701405,1.2160056114196778,441.47,132,1056000
15.0,1.8195256876945496,4.9,0.021597173567861318,0.7493365740776062,9.98,213,0.5617828972788029,-0.0018224207535968162,1.1985476064682006,448.28,133,1064000
15.0,1.7060045444965362,4.0,0.019207632057368754,0.799207654595375,9.97,213,0.4935185283510415,-0.00905054759583436,1.1931994092464446,444.95,134,1072000
15.0,1.646465482711792,5.0,0.017952723540365697,0.7993799132108689,10.2,213,0.4397829835989767,-0.0020086468651425095,1.2169827282428742,452.07,135,1080000
15.0,1.728321458697319,5.0,0.01962014924734831,0.7992138421535492,10.36,213,0.4913045502578398,-0.005066799176565837,1.231568285226822,453.76,136,1088000
15.0,1.7397834676504136,5.9,0.019884758200496434,0.7960647988319397,10.28,214,0.514720300593888,-0.0038773674167168794,1.233276903629303,457.68,137,1096000
15.0,1.671441038250923,5.9,0.01869096076115966,0.8001528137922287,10.15,213,0.4967894664565315,-0.007782548583345488,1.2170464730262756,456.5,138,1104000
16.0,1.794147772192955,6.0,0.021467074826359747,0.7281483542919159,10.68,214,0.5513763410539305,-0.0032465002062963323,1.1495198345184325,473.02,139,1112000
16.0,1.8041656494140625,6.0,0.021415777108632027,0.7541118621826172,11.05,214,0.5493288839763416,-0.008101221799151972,1.1513731670379639,485.7,140,1120000
16.0,1.7049533653259277,6.0,0.01918359943199903,0.7956743586063385,10.82,214,0.5118589741654652,-0.0026917600319575287,1.1699427485466003,482.99,141,1128000
16.0,1.7433715927600861,6.0,0.020299616227857767,0.756932744383812,10.86,214,0.5310811091684046,-0.007020545118430164,1.1618440890312194,483.14,142,1136000
16.0,1.7941122126579285,6.0,0.021312026167288424,0.7709706723690033,10.98,214,0.5490763506063425,-0.005878052337793633,1.1819410872459413,484.05,143,1144000
16.0,1.714133328795433,6.0,0.019355062544345856,0.8109249418973923,11.01,214,0.5266816410917862,-0.0048006825847551225,1.2174155735969543,483.25,144,1152000
16.0,1.8249539804458619,5.0,0.022023958312347533,0.7836333853006363,10.64,214,0.537991087127006,-0.004895164400222711,1.2218006777763366,470.71,145,1160000
16.0,1.7894983780384064,5.0,0.021122041214257477,0.754778287410736,10.27,214,0.5304689924703766,-0.008057415733583184,1.1926084679365159,457.58,146,1168000
16.10000000000001,1.8066223680973053,5.0,0.02155565386172384,0.7621185469627381,10.28,214,0.5547286224485996,-0.009477584800333717,1.1625197583436966,457.34,147,1176000
17.0,1.8742548316717147,5.0,0.023374246754683553,0.726206556558609,10.45,214,0.5903919150346075,-0.003578961955427076,1.1775493437051774,464.44,148,1184000
17.0,1.755404880642891,5.0,0.02018550510983914,0.753092383146286,10.38,214,0.5269818815207031,-0.0031617215086589567,1.1892011523246766,464.8,149,1192000
17.0,1.9091220587491988,6.9,0.024307320909574628,0.7488466560840606,11.3,214,0.6039170109454415,-0.010862631214549764,1.1546384406089782,485.89,150,1200000
17.0,1.7816951894760131,6.0,0.02092580473050475,0.7853278428316116,11.01,214,0.5478268513184112,-0.009011903713835636,1.1463372039794921,481.21,151,1208000
17.0,1.7458884900808334,6.9,0.02015379323158413,0.7721047294139862,11.17,215,0.5007130255013637,-0.003282111216321937,1.1590399932861328,480.99,152,1216000
18.0,1.7795468771457672,7.0,0.020892770672217013,0.772155374288559,11.58,215,0.5558596851196217,-0.010304930983111263,1.1802343809604645,492.23,153,1224000
18.0,1.8233427727222442,6.9,0.02210936347953975,0.7545978635549545,11.55,215,0.5405862668576021,-0.006340612210478867,1.1738881492614746,489.41,154,1232000
19.10000000000001,1.8733910542726517,7.0,0.023096684203483164,0.7719717979431152,12.37,215,0.610806111341524,-0.006841419152297021,1.1771726083755494,503.08,155,1240000
20.0,1.923447550535202,7.0,0.024228571630083025,0.7313052278757095,12.55,215,0.5837238647328388,-0.008121225240756758,1.1197436547279358,503.7,156,1248000
21.0,1.7861490035057068,7.0,0.021244693570770322,0.7340320950746536,13.06,215,0.5336948592435209,-0.004440497253090143,1.13402494430542,518.01,157,1256000
21.0,1.8161555737257005,8.0,0.02203101278282702,0.7707386970520019,13.63,215,0.5461553943333183,-0.007654291350918357,1.1915539944171905,538.94,158,1264000
21.10000000000001,1.7966939902305603,8.0,0.02130625883117318,0.7487985283136368,14.22,215,0.5190358129244634,-0.006469235502154333,1.1828086256980896,554.87,159,1272000
22.0,1.8316042137145996,8.0,0.021987295136787,0.8002047616243363,14.59,215,0.5468128012784871,-0.0064419347996226865,1.1943532752990722,561.66,160,1280000
22.0,1.8462525224685669,8.9,0.022476625316776334,0.7579706954956055,14.73,215,0.517915502005761,-0.003621899449863122,1.186690661907196,570.25,161,1288000
21.10000000000001,1.8689981180429458,8.0,0.02327324903104454,0.7918412506580352,14.25,215,0.5550105735099363,-0.007494994732842315,1.1947636222839355,565.42,162,1296000
21.0,1.8540371990203857,8.0,0.02253740678075701,0.7701096141338348,14.05,215,0.5432047236540862,-0.005571585147408769,1.1942083883285521,566.48,163,1304000
21.0,1.855564116835594,8.0,0.023097851048223674,0.7490314716100692,13.6,215,0.525451853453514,-0.0035186415706994012,1.2028808081150055,560.15,164,1312000
21.0,1.778298451900482,8.0,0.020899942982941865,0.7760538053512573,13.63,215,0.5094697166101787,-0.0058415869815507905,1.2035445916652678,556.14,165,1320000
20.10000000000001,1.8393222534656524,8.0,0.02252826194744557,0.7327201992273331,13.39,215,0.559576845677617,-0.007505145996328792,1.1760137581825256,560.56,166,1328000
20.0,1.9134883952140809,8.0,0.024325581593438984,0.7288960510492325,13.01,215,0.5593154198112817,-0.007546405371977016,1.1406485831737518,552.57,167,1336000
20.10000000000001,1.8895001441240311,8.0,0.02367211211938411,0.7470238429307937,13.39,215,0.5608511044976164,-0.0035301196681393776,1.1497951221466065,558.35,168,1344000
20.10000000000001,2.177872120141983,8.0,0.038132737930864094,0.6312020212411881,14.01,215,0.7989656749329842,-0.008433812787989154,1.0634189963340759,563.99,169,1352000
20.0,1.774684578180313,8.0,0.02122280070791021,0.7556081056594849,13.8,215,0.5408079784101562,-0.008325236769887851,1.1036126792430878,548.5,170,1360000
21.0,1.8926851671934128,8.9,0.023795748008415104,0.7534867060184479,14.5,215,0.5353595970600793,-0.004173410737421363,1.150435937643051,561.18,171,1368000
22.0,1.9254141974449157,9.0,0.025126897748559713,0.74238121509552,15.06,215,0.6058066412552798,-0.005877255883533507,1.1655724132061005,576.95,172,1376000
22.0,1.959085521697998,8.9,0.025393749978393318,0.7119292461872101,14.71,215,0.630669240664997,-0.008255971793660137,1.0927247947454453,570.59,173,1384000
22.10000000000001,1.9803820639848708,8.0,0.026489346441812812,0.6122881901264191,14.98,215,0.6300790629914412,-0.01218232867991901,1.0661352920532225,568.24,174,1392000
