PMM:episode_rewards,fps,grad_norm,advantage_norm,P09:episode_rewards,approx_kl_divergence,epoch_idx,frames,policy_loss,explained_variance,value_loss,policy_entropy,clip_fraction,episode_length,P01:episode_rewards
139.5,242,0.04984079259417149,15.9687175989151,450.0,0.0017931826448943865,256,2621440,-0.0012328432188951411,-1.2293457984924316e-08,0.007420495518817916,1.4403152875602245,0.22626953125,345.66,0.0
113.25,242,0.05024521141212679,15.968717050552367,250.0,0.0020483412706795434,257,2631680,-0.0008584475555835525,1.862645149230957e-09,0.00497095072769298,1.4346708819270133,0.256396484375,335.69,0.0
99.25,242,0.047501636039222514,15.968716186285018,225.0,0.0018302141686113772,258,2641920,-0.0007472040615539299,-3.725290298461914e-09,0.0055242299395104055,1.495800356566906,0.2026123046875,332.49,0.0
78.0,242,0.04747173056580779,15.968712478876114,150.0,0.0016789177690611722,259,2652160,-0.0006942269606952323,8.195638656616212e-09,0.004189557156450974,1.5044913664460182,0.182861328125,320.34,0.0
70.75,242,0.048304220574061765,15.9687065243721,127.50000000000021,0.0017000106370858247,260,2662400,-0.0006698734036945098,-1.0058283805847169e-08,0.003969078570064255,1.4409241467714309,0.20791015625,315.53,0.0
57.25,242,0.047840710386345894,15.968714958429336,102.50000000000021,0.0020578794019940005,261,2672640,-0.0011027035216102377,1.4901161193847656e-08,0.00307587135989138,1.4684252619743348,0.244970703125,306.78,0.0
47.5,242,0.04711226327195011,15.96871388554573,100.0,0.0023270299191324286,262,2682880,-0.0012183993749204092,-8.568167686462402e-09,0.004155266137041735,1.4946930214762688,0.2572998046875,304.2,0.0
42.25,242,0.050932663119725975,15.968708080053329,100.0,0.0023212350746092624,263,2693120,-0.0005895250124012819,-1.862645149230957e-09,0.0031418175396368043,1.4774870909750462,0.222216796875,301.5,0.0
59.0,242,0.05389698492945331,15.968711006641389,125.0,0.002167273773670786,264,2703360,-0.0011708566213201265,-1.1175870895385742e-08,0.007586508863292351,1.6005618304014206,0.245166015625,310.51,0.0
98.25,242,0.05363703123831102,15.968717521429062,200.0,0.0025221066586709638,265,2713600,-0.0010957858708934508,7.82310962677002e-09,0.007823484065193042,1.6627710819244386,0.28798828125,323.75,0.0
132.75,242,0.05788250116550818,15.968717288970947,225.0,0.0018433073582912129,266,2723840,-0.0010544846918492112,-1.7881393432617187e-08,0.011094711120699685,1.709588823467493,0.21474609375,334.0,25.0
158.75,242,0.057369002205864175,15.968717688322068,310.00000000000085,0.00190352105600482,267,2734080,-0.0011030944559024646,-1.9744038581848144e-08,0.008090347992310853,1.6668633379042148,0.266796875,337.34,25.0
144.5,242,0.048461965170451995,15.968717634677887,300.0,0.0016778368866084748,268,2744320,-0.0011821915330074261,4.470348358154297e-09,0.00826407911717979,1.5826622039079665,0.175537109375,334.0,25.0
129.5,242,0.049876142176949086,15.968707180023193,300.0,0.0020361081816076877,269,2754560,-0.0009766722141648643,-4.8428773880004884e-09,0.0073679515686905,1.5420375779271125,0.22587890625,334.11,25.0
137.25,242,0.05619080718337015,15.96871771812439,300.0,0.0014700113396088454,270,2764800,-0.0007696391454373952,-1.564621925354004e-08,0.011213247021805728,1.5747519426047802,0.17529296875,344.2,25.0
170.0,242,0.05159164467656313,15.968717360496521,477.5000000000002,0.0016784996529722207,271,2775040,-0.0012701708859822248,-1.862645149230957e-09,0.008701081919480203,1.5564083874225616,0.20751953125,350.35,25.0
182.25,242,0.04373205156980636,15.968717616796493,500.0,0.0013955038733456603,272,2785280,-0.0008999084588140249,-1.1175870895385742e-08,0.008612570310197043,1.395390059053898,0.1543701171875,350.67,25.0
169.75,242,0.03964589525592027,15.96871721148491,500.0,0.0017280015163713357,273,2795520,-0.000936557673412608,1.1175870895385742e-09,0.004997593852795035,1.300210364162922,0.182275390625,344.1,25.0
108.5,242,0.03934318446957335,15.968713825941085,210.00000000000085,0.0019543574395783025,274,2805760,-0.00039403734699590133,8.195638656616212e-09,0.003876833633915311,1.374070167541504,0.1677001953125,326.43,22.500000000000007
59.75,242,0.04048527446310477,15.968694925308228,125.0,0.0025676936272702733,275,2816000,-0.0008148934790369822,3.7252902984619143e-10,0.001954926512914623,1.463914082944393,0.29462890625,308.87,0.0
43.5,242,0.04503024297973378,15.968711471557617,77.50000000000021,0.00270499515947904,276,2826240,-0.0011471649351733504,7.450580596923828e-09,0.003853937405010299,1.5682464949786663,0.2993408203125,300.2,0.0
56.75,242,0.04884299017167755,15.968716514110564,102.50000000000021,0.0022118788486181983,277,2836480,-0.0011499203748826404,5.587935447692871e-09,0.0056199808404016945,1.6702775605022908,0.2810791015625,302.24,0.0
94.75,242,0.05552581015626458,15.968717795610427,275.0,0.0015542830456638512,278,2846720,-0.0009587069303961471,0.0,0.010880826423453982,1.7061787761747838,0.205322265625,312.37,0.0
141.5,242,0.05720912790714382,15.968717873096466,327.5000000000002,0.0015533811129103015,279,2856960,-0.0012716052529867738,1.4901161193847657e-09,0.010170646422193386,1.716291405260563,0.2114013671875,330.34,25.0
161.75,242,0.057625452410747104,15.968717902898788,352.5000000000002,0.0024296462332529245,280,2867200,-0.0018545726379670668,-7.82310962677002e-09,0.009471539328660582,1.7336562991142273,0.29443359375,336.63,25.0
176.25,242,0.05692981369912462,15.968717843294144,402.5000000000002,0.002064361214686983,281,2877440,-0.0012393017968861386,2.6077032089233397e-09,0.008240934119385201,1.7057765617966651,0.257373046875,342.42,47.50000000000001
150.0,242,0.057943339280115636,15.968717622756959,355.00000000000045,0.0020237810592959706,282,2887680,-0.001154503252109862,1.5273690223693846e-08,0.007830914033547742,1.7201435416936874,0.2656494140625,330.35,25.0
153.0,242,0.058868720263471376,15.968717795610427,327.5000000000002,0.0017393130108700916,283,2897920,-0.0012664513276831712,4.097819328308106e-09,0.011140334390802309,1.6992103427648544,0.2216552734375,330.53,25.0
150.75,242,0.05693386516062621,15.968717688322068,300.0,0.0018108357889673244,284,2908160,-0.0006553586019435898,1.7881393432617187e-08,0.009437545043692808,1.7031473144888878,0.2200927734375,325.67,25.0
161.5,242,0.05720380267536801,15.968717801570893,300.0,0.001659645811014343,285,2918400,-0.0012407687634549802,-2.2351741790771484e-09,0.012208522191212979,1.620726777613163,0.2181884765625,330.05,47.50000000000001
195.5,242,0.05534141437995373,15.968717885017394,362.5000000000011,0.0014583590789698064,286,2928640,-0.0009011775051476434,-4.8428773880004884e-09,0.012810946947138292,1.5780391275882721,0.1863037109375,342.33,50.0
209.25,242,0.05558761091609913,15.968717885017394,477.5000000000002,0.001514618780447563,287,2938880,-0.0010533675565966405,1.9744038581848144e-08,0.01192507602099795,1.5659889437258243,0.1925537109375,345.8,50.0
223.25,242,0.057583241941318454,15.96871777176857,455.0000000000004,0.0014635739685161298,288,2949120,-0.0009691397754068021,-9.685754776000977e-09,0.013343464504578151,1.57836824208498,0.17314453125,349.17,50.0
236.75,242,0.06435405371885397,15.968717724084854,455.0000000000004,0.0017494756292364855,289,2959360,-0.0013771116678981342,4.8428773880004884e-09,0.014756469969870522,1.6211584687232972,0.2340576171875,346.12,75.0
223.25,242,0.056832633440315306,15.968717986345291,400.0,0.001326835028316964,290,2969600,-0.0010226199803582859,1.2293457984924316e-08,0.01158980854670517,1.6254616498947143,0.173046875,341.73,75.0
213.75,242,0.05442797249988498,15.96871775984764,402.5000000000002,0.001535259707594605,291,2979840,-0.001162020317860879,-8.568167686462402e-09,0.010743317218657466,1.570263934880495,0.1888671875,341.35,75.0
188.25,242,0.05634086953893712,15.968717640638351,307.5000000000006,0.0016157854487346412,292,2990080,-0.001155298535741167,3.3527612686157227e-09,0.010133114855307213,1.5856355771422386,0.2166748046875,334.19,50.0
164.75,242,0.05457476875146352,15.968717819452285,277.5000000000002,0.0017406836978466345,293,3000320,-0.0013517892755771754,1.601874828338623e-08,0.010370655484075541,1.5940031968057156,0.222412109375,328.95,25.0
158.75,242,0.0512920021519924,15.968717747926712,307.5000000000006,0.001531292094176706,294,3010560,-0.000934409939145553,-1.1920928955078126e-08,0.008488506521825912,1.61392368003726,0.208642578125,327.17,25.0
149.25,242,0.05309079025491881,15.968717539310456,300.0,0.0021840839976505324,295,3020800,-0.001092145608708961,1.601874828338623e-08,0.008259416875444004,1.6550330370664597,0.2328857421875,327.7,25.0
142.0,242,0.054790787697860166,15.968717777729035,337.500000000001,0.0020991696938580163,296,3031040,-0.0013417292582744266,7.450580596923829e-10,0.00780560516177502,1.6667121395468711,0.282421875,320.07,0.0
147.0,242,0.05734038576854354,15.968717831373215,337.500000000001,0.001659436974819073,297,3041280,-0.0012524878060503398,1.7881393432617187e-08,0.01052254600181186,1.70237694978714,0.221875,321.46,0.0
164.25,242,0.05622590441414536,15.96871766448021,452.50000000000017,0.0013390238162742207,298,3051520,-0.0008507724000082817,7.078051567077636e-09,0.010327950766077265,1.6777145251631738,0.1731201171875,330.04,0.0
174.75,242,0.0535843401658095,15.968717861175538,327.5000000000002,0.0014993581498629282,299,3061760,-0.0013984655648528132,-3.7252902984619143e-10,0.010727283557207557,1.6464572906494142,0.1974365234375,339.15,25.0
195.75,242,0.053085776681169115,15.96871787905693,327.5000000000002,0.001247438769667042,300,3072000,-0.0007150614146667067,-1.4528632164001465e-08,0.01316235598642379,1.5453787952661515,0.14072265625,350.9,50.0
213.75,242,0.057229837063957345,15.968717795610427,430.0000000000004,0.00168341736880393,301,3082240,-0.001584198985074181,-8.568167686462402e-09,0.013495584603515454,1.5723344005644322,0.1963623046875,356.9,72.50000000000001
243.5,242,0.06372511350300877,15.968718063831329,502.5000000000002,0.0014591689038866208,302,3092480,-0.0012340788212895858,-7.450580596923828e-09,0.01525299563218141,1.5986498445272446,0.1952392578125,357.43,75.0
265.0,242,0.058468277502491194,15.968717902898788,527.5000000000002,0.0012822091352290954,303,3102720,-0.0008183081430615857,-1.6763806343078613e-08,0.014007888981723227,1.6324965991079807,0.1693359375,355.24,97.5
266.5,242,0.05853705784625547,15.968717783689499,552.5000000000002,0.0011283130449555756,304,3112960,-0.0009181015939248027,-1.2293457984924316e-08,0.01545590354653541,1.5968546830117702,0.1501953125,351.31,97.5
268.0,242,0.05349947487122527,15.968717813491821,505.00000000000045,0.0011813834500003396,305,3123200,-0.0008689389389473945,-1.7881393432617187e-08,0.014214245416951599,1.5617699541151524,0.14189453125,355.41,100.0
270.75,242,0.05626815787390375,15.968717962503433,575.0,0.0013168839089928498,306,3133440,-0.001143749840412056,-1.825392246246338e-08,0.014915346636553296,1.5742270305752755,0.175830078125,347.96,100.0
246.5,242,0.05489889956182257,15.968717986345291,455.0000000000004,0.0012693203892354178,307,3143680,-0.0009310923640441615,-3.5390257835388184e-08,0.0137489103974076,1.6140933968126774,0.1653564453125,342.09,75.0
247.0,241,0.05570495358272089,15.968717980384827,450.0,0.0012321462366259085,308,3153920,-0.0010519808001845377,-1.1175870895385742e-09,0.014096831156348345,1.6453733086585998,0.161083984375,346.59,75.0
238.75,241,0.05515187479215723,15.968717896938324,405.00000000000045,0.0012341152971544033,309,3164160,-0.0009788518163986737,-4.8428773880004884e-09,0.013404497393639758,1.6529313407838344,0.1536865234375,347.78,75.0
223.5,241,0.05501550892100968,15.968717604875565,427.5000000000002,0.00151438940947628,310,3174400,-0.0010349701464292594,-1.2293457984924316e-08,0.009336773884751893,1.6675093963742256,0.2184326171875,344.66,50.0
196.25,241,0.05617589534343422,15.96871771812439,427.5000000000002,0.001417785085993728,311,3184640,-0.0012200853307149373,-3.7252902984619143e-10,0.009516355075902538,1.70464955791831,0.2169189453125,333.12,25.0
158.75,241,0.05606923529638321,15.968717801570893,275.0,0.001689593551014923,312,3194880,-0.0010284462456183973,-6.332993507385254e-09,0.010174587814617553,1.7014089711010456,0.221826171875,326.26,25.0
153.25,241,0.053205067294140374,15.968717801570893,252.50000000000023,0.0013824954011852242,313,3205120,-0.0007505746150854975,1.0430812835693359e-08,0.009204807094647549,1.6596352823078633,0.1902587890625,325.87,25.0
125.75,241,0.05344595054253907,15.96871777176857,250.0,0.0016048577386641228,314,3215360,-0.0009819228758715325,2.0861625671386717e-08,0.006198889595361834,1.6608310043811798,0.23974609375,316.34,0.0
115.0,242,0.05453361927399819,15.968717437982558,225.0,0.0014885604681694532,315,3225600,-0.0009409999402123503,-4.097819328308106e-09,0.0074809859643210075,1.6407224759459496,0.2360107421875,313.34,0.0
113.0,242,0.05431986018936001,15.968717777729035,225.0,0.0012702621622906918,316,3235840,-0.0006044277750334004,-9.685754776000977e-09,0.00954999512177892,1.630094439536333,0.1835205078125,313.56,25.0
156.75,241,0.05641796463845052,15.968717849254608,365.0000000000013,0.0014389636887500502,317,3246080,-0.0009700042108306661,2.2724270820617674e-08,0.011175850080689997,1.6659427382051946,0.181494140625,327.72,25.0
159.5,241,0.050810057697707335,15.968717712163926,452.50000000000017,0.0016362053036914404,318,3256320,-0.0010116223551449367,1.5273690223693846e-08,0.007896168139677685,1.6397366128861903,0.2164794921875,325.91,25.0
151.5,241,0.05145047443102459,15.968717730045318,327.5000000000002,0.0017613989897512284,319,3266560,-0.0011179703840753063,1.6763806343078613e-08,0.008214707148954403,1.6048487670719624,0.2393798828125,322.15,25.0
131.75,241,0.049647546008276915,15.968717777729035,252.50000000000023,0.0015542926253203858,320,3276800,-0.0009781455883057788,-7.450580596923828e-09,0.008996579404265504,1.583512956649065,0.19609375,315.37,25.0
160.25,241,0.05668752859669211,15.968717634677887,280.00000000000045,0.0013601393036680065,321,3287040,-0.0007726733027084264,-1.1175870895385742e-09,0.01173045428149635,1.6010547563433648,0.189501953125,324.27,25.0
181.5,241,0.05040056437113879,15.968717747926712,400.0,0.0014364318940408793,322,3297280,-0.0006254136027564527,-1.080334186553955e-08,0.0107443020962819,1.5664166077971458,0.1746337890625,328.85,47.50000000000001
188.25,241,0.05312557238584288,15.968717849254608,325.0,0.0008919367122132371,323,3307520,-0.0004241928800183814,-6.332993507385254e-09,0.01235226702192449,1.5752425394952296,0.1267333984375,334.87,50.0
181.25,241,0.055838882648217306,15.968717610836029,302.5000000000002,0.0012944765401357472,324,3317760,-0.0010144007690541911,-1.1175870895385742e-09,0.011034590020608448,1.6403593607246876,0.1988525390625,334.59,50.0
186.75,241,0.05943798321944651,15.968717801570893,325.0,0.0014078514252162222,325,3328000,-0.0011511233122291741,-1.6391277313232423e-08,0.011699613677774324,1.669668795913458,0.209326171875,336.28,50.0
190.25,242,0.05748578400765687,15.968717908859253,325.0,0.001239762333455019,326,3338240,-0.0008887003190466203,-8.568167686462402e-09,0.013982016069348902,1.6475172951817512,0.1703125,336.57,50.0
205.5,242,0.05706197765363563,15.968717777729035,352.5000000000002,0.0011267950372484848,327,3348480,-0.0009412647210410796,-1.1920928955078126e-08,0.012757299937948118,1.6497834466397763,0.15859375,336.72,50.0
207.75,242,0.0606242968785742,15.968717926740647,350.0,0.0014177499832726426,328,3358720,-0.0012165087551693431,7.450580596923828e-09,0.01208671731656068,1.622649249434471,0.2265380859375,338.58,75.0
193.5,241,0.052173206497504634,15.96871775984764,302.5000000000002,0.0013853964985457879,329,3368960,-0.0012741418846417218,-2.9802322387695314e-09,0.010290567152242146,1.579272958636284,0.2077392578125,336.28,50.0
157.0,241,0.052289025974400674,15.968717074394226,275.0,0.0017351858947051823,330,3379200,-0.0014114674351731083,2.6077032089233397e-09,0.00832816833944321,1.4927108056843281,0.24072265625,327.62,25.0
130.0,241,0.04903787152200771,15.96871758699417,252.50000000000023,0.00133299661412849,331,3389440,-0.0005952746807452059,-3.7252902984619143e-10,0.007607413166260813,1.5515001103281976,0.1703125,318.08,25.0
135.5,241,0.05461949702758554,15.968717831373215,277.5000000000002,0.0013231580880301407,332,3399680,-0.0007883593116275733,3.725290298461914e-09,0.010226593117840821,1.62889196947217,0.2007568359375,316.91,22.500000000000007
145.75,241,0.05528189867393231,15.968717688322068,302.5000000000002,0.0014880837229839018,333,3409920,-0.00106057809516642,-7.450580596923829e-10,0.008878133714461,1.638664000481367,0.21806640625,317.98,25.0
145.0,241,0.054961001226594794,15.968717974424361,300.0,0.0014113376280761258,334,3420160,-0.001142287215043325,-7.078051567077636e-09,0.008355550905980636,1.6533074781298638,0.224169921875,317.53,25.0
154.25,241,0.05493204258563903,15.968717563152314,425.0,0.0015279485573195472,335,3430400,-0.0009227957940311171,2.0489096641540527e-08,0.010223063912417275,1.6414372943341733,0.2145263671875,321.0,25.0
167.5,241,0.05653546408393915,15.96871787905693,425.0,0.001310747965783321,336,3440640,-0.0009163098380668089,1.3411045074462891e-08,0.011561105560394936,1.645576636493206,0.1943115234375,330.1,50.0
190.25,241,0.055660981086385744,15.968717753887177,455.0000000000004,0.001556315076129522,337,3450880,-0.0010350286320317537,-4.470348358154297e-09,0.01174372418290659,1.6579821497201919,0.21064453125,335.42,50.0
175.0,241,0.05533331971968355,15.968717712163926,300.0,0.001400031975794036,338,3461120,-0.0011170536425197497,-5.587935447692871e-09,0.010377790466009174,1.651151617616415,0.1961669921875,326.95,50.0
176.5,241,0.05563808505424119,15.96871770620346,300.0,0.0014441881707682569,339,3471360,-0.001145284066296881,-1.3783574104309083e-08,0.01147021044162102,1.6221194595098496,0.2209228515625,329.21,50.0
172.75,241,0.05311131006658738,15.968717628717423,305.00000000000045,0.0013430799103105074,340,3481600,-0.0008943164175434504,2.2351741790771484e-09,0.00915445569298754,1.556203155964613,0.1918212890625,333.07,25.0
162.75,241,0.04937107167517997,15.96871775984764,375.0,0.0011695887727455555,341,3491840,-0.0007591386558488012,-2.9802322387695314e-09,0.007353318384775776,1.5310315884649754,0.1672119140625,331.81,25.0
150.5,241,0.05485937201229533,15.968717938661575,377.5000000000002,0.0013552812315538176,342,3502080,-0.0009015724092023448,8.940696716308593e-09,0.009878355171531438,1.542202628403902,0.1950439453125,325.64,25.0
141.25,241,0.05430048500006224,15.968717902898788,377.5000000000002,0.0015416276447439258,343,3512320,-0.0009300502264522947,1.825392246246338e-08,0.00790377856392297,1.5197618149220944,0.22900390625,318.07,25.0
131.25,241,0.05144302548949449,15.968717592954636,252.50000000000023,0.0012473697632430004,344,3522560,-0.0010537615049543091,1.862645149230957e-09,0.008555380744292051,1.5281807497143745,0.1965087890625,317.03,25.0
122.0,241,0.051111769505444125,15.968717730045318,225.0,0.0017529439167674355,345,3532800,-0.0009534957298455993,1.7881393432617187e-08,0.008992441665759543,1.5206481888890266,0.2495361328125,314.91,25.0
141.75,241,0.05335280439072654,15.968717867136002,225.0,0.0011800504095447195,346,3543040,-0.0007414160576445283,1.4901161193847657e-09,0.01125404852355132,1.5785642929375172,0.184521484375,321.49,25.0
168.75,241,0.05762220858044268,15.968717974424361,302.5000000000002,0.0013030847863717554,347,3553280,-0.0012791532324627041,-1.0430812835693359e-08,0.01248875692836009,1.5441969983279704,0.2035888671875,326.82,25.0
190.25,241,0.056251275879335406,15.968717712163926,325.0,0.00152319440555857,348,3563520,-0.0010631056124111638,1.4901161193847656e-08,0.012856181282040779,1.5771954886615276,0.208203125,333.4,50.0
204.25,241,0.058130068252550626,15.968717777729035,375.0,0.0011913070240439083,349,3573760,-0.001191324397950666,4.8428773880004884e-09,0.012860102741979063,1.6073609292507172,0.1988037109375,337.79,50.0
208.0,241,0.05761508232318017,15.9687175989151,375.0,0.0011241196675598531,350,3584000,-0.0009463868038437795,0.0,0.013353718761209166,1.606245442479849,0.173779296875,338.37,50.0
216.25,241,0.056960529739274644,15.968717908859253,400.0,0.0012532007330264606,351,3594240,-0.001021240354020847,-2.6077032089233397e-09,0.013270133096375503,1.5738591991364956,0.182177734375,343.74,50.0
230.5,241,110.34698611498818,15.96871782541275,455.0000000000004,0.024354680666635885,352,3604480,0.0017529337048472371,-1.1954436209052801,0.3063670707771962,1.536022997647524,0.2629150390625,345.51,50.0
225.25,241,0.0558805588439691,15.968717736005782,402.5000000000002,0.0012737511475052088,353,3614720,-0.0011291069589788095,-1.601874828338623e-08,0.01385470324603375,1.5160223469138145,0.1862548828125,347.5,50.0
212.25,241,0.052485183027174566,15.968717885017394,400.0,0.0015327302408422838,354,3624960,-0.0007693388470215723,-2.2351741790771484e-08,0.011439179463195615,1.5577433034777641,0.199560546875,341.62,50.0
208.5,241,0.05572851261249995,15.96871787905693,425.0,0.0010643154486871254,355,3635200,-0.0006990833746385761,1.0058283805847169e-08,0.011972638008228387,1.55806894749403,0.1691650390625,339.21,50.0
214.75,241,0.055488392336530946,15.968717807531357,455.0000000000004,0.0010526599909425726,356,3645440,-0.000929557852941798,1.0058283805847169e-08,0.012197848827781854,1.5104180410504342,0.1606201171875,339.43,50.0
198.0,241,0.05535297828188783,15.968717676401138,432.5000000000006,0.001010132214503301,357,3655680,-0.0008569796511437744,-4.097819328308106e-09,0.010985512495972216,1.498391579836607,0.148681640625,336.73,25.0
198.75,241,0.05665335018737881,15.968717730045318,477.5000000000002,0.0013285706547520703,358,3665920,-0.0011061189139581983,-7.078051567077636e-09,0.012534156835681643,1.4969137541949749,0.2078125,332.86,25.0
186.75,241,0.058630071528607344,15.968717640638351,355.00000000000045,0.0011967489884469273,359,3676160,-0.0012169113593699875,-1.4156103134155273e-08,0.011877652183102327,1.4983236894011498,0.1912841796875,330.15,25.0
194.5,241,0.054445793966094745,15.968717461824417,475.0,0.0015052269339861368,360,3686400,-0.0010869397250644398,-5.587935447692871e-09,0.008735302524928556,1.5233410000801086,0.2132080078125,331.27,47.50000000000001
170.25,241,0.05768681103828618,15.96871775984764,325.0,0.0011523602970157753,361,3696640,-0.0009765013135620392,-1.601874828338623e-08,0.010287413292644487,1.5564767688512802,0.2065185546875,328.88,25.0
163.5,241,0.05419036057773143,15.968717867136002,327.5000000000002,0.0014880395523789503,362,3706880,-0.0012474912397010484,1.6391277313232423e-08,0.01113625811995007,1.574980928748846,0.2155517578125,326.43,25.0
169.0,241,0.05613280216046762,15.968717867136002,305.00000000000045,0.0015891401843646236,363,3717120,-0.0013219701952039032,-1.7881393432617187e-08,0.01054392330988776,1.5580755688250065,0.24833984375,328.02,50.0
187.25,241,0.05673477809033075,15.96871789097786,450.0,0.001164307999204084,364,3727360,-0.0008616987772256835,1.862645149230957e-09,0.011954484841953671,1.5267286807298661,0.19150390625,329.84,25.0
194.75,241,0.051814035374830036,15.96871771812439,452.50000000000017,0.0014747541788750595,365,3737600,-0.001223800484513049,-1.0430812835693359e-08,0.010057342371692358,1.540131463855505,0.2051513671875,335.26,25.0
194.5,241,0.053679104922803124,15.968717849254608,477.5000000000002,0.001065213681047794,366,3747840,-0.0006915013909747358,1.0430812835693359e-08,0.011036327939655166,1.5594580739736557,0.1600341796875,338.33,25.0
178.75,241,0.05406410805184183,15.968717914819717,382.5000000000007,0.001186044805979236,367,3758080,-0.0008744187063712161,-4.8428773880004884e-09,0.009767416046088329,1.530684731155634,0.1726806640625,337.6,50.0
155.5,241,0.04862324231160904,15.968717801570893,275.0,0.0010698851979611846,368,3768320,-0.0008616665490990272,6.7055225372314455e-09,0.0084266694910184,1.462987669557333,0.167333984375,335.2,50.0
136.0,241,0.051980774751220406,15.968717157840729,250.0,0.0011168524598133445,369,3778560,-0.0009312202761066146,-9.685754776000977e-09,0.008542658167084483,1.4459443792700768,0.18134765625,328.06,50.0
140.0,241,0.05503069654936173,15.96871770620346,250.0,0.0011701959041886313,370,3788800,-0.0010477816769707716,-1.3411045074462891e-08,0.009834837228117977,1.4739738784730434,0.1857177734375,330.13,25.0
152.75,241,0.05472454233383868,15.968717801570893,277.5000000000002,0.0009515630368014172,371,3799040,-0.0005888538617000449,-7.82310962677002e-09,0.009760719926816819,1.4763511717319489,0.158251953125,330.59,47.50000000000001
161.75,240,0.05486776000630248,15.96871766448021,300.0,0.001363696301126538,372,3809280,-0.0013651826720888494,-2.2351741790771484e-09,0.009619371360895457,1.4511175513267518,0.2396728515625,334.4,50.0
153.5,240,0.0588097518158656,15.968717813491821,277.5000000000002,0.0011288100500919996,373,3819520,-0.0006268714751058724,-1.564621925354004e-08,0.009566401170013705,1.498724953830242,0.1866455078125,328.11,50.0
141.75,240,0.052061305964312674,15.968717670440673,275.0,0.0012884413251754267,374,3829760,-0.00047416098714165856,-1.2293457984924316e-08,0.008805279989701376,1.5565941952168942,0.1729736328125,322.09,25.0
159.25,240,0.056849538383367836,15.96871783733368,300.0,0.0012986797193207168,375,3840000,-0.000716684009967139,-1.5273690223693846e-08,0.010704344314945047,1.606147338449955,0.2078369140625,328.93,50.0
156.5,240,0.05618082361660585,15.96871793270111,312.5000000000011,0.0011058636815761246,376,3850240,-0.0006785088131437078,-9.685754776000977e-09,0.009414809675581637,1.6115749195218085,0.1785888671875,327.64,25.0
207.5,240,0.05675498382481632,15.968717861175538,502.5000000000002,0.0009144867561872161,377,3860480,-0.0007374229910055874,-1.5273690223693846e-08,0.014680834939645138,1.5721261858940125,0.1371826171875,342.2,50.0
215.5,240,0.058465071114290855,15.968717867136002,457.5000000000006,0.0009845378391787562,378,3870720,-0.00061466372499126,-1.1548399925231934e-08,0.013751855084410635,1.5379816815257072,0.1562744140625,338.6,50.0
243.75,240,0.057491605175324464,15.968717873096466,457.5000000000006,0.0011826027450183574,379,3880960,-0.0011861363942443858,-4.0978193283081055e-08,0.013497710075171199,1.5358770668506623,0.180224609375,350.56,75.0
231.25,240,0.0566506763963562,15.968717813491821,402.5000000000002,0.0011075614098146503,380,3891200,-0.0009526238169200951,7.450580596923828e-09,0.013899808973292238,1.5610548660159111,0.1713134765625,349.49,75.0
207.5,240,0.05760579222101699,15.9687175989151,377.5000000000002,0.001204199709070508,381,3901440,-0.0005063023971160873,9.685754776000977e-09,0.010773899916239315,1.5555655159056188,0.188671875,344.77,50.0
213.75,240,0.05742642504355757,15.96871775984764,425.0,0.0010592660755207816,382,3911680,-0.0008194639274734072,-3.3527612686157227e-09,0.01274871901696315,1.5151217252016067,0.17939453125,340.32,50.0
211.5,240,0.05677079841892616,15.968717920780183,425.0,0.0008835536570472868,383,3921920,-0.0006116166852734751,-1.6763806343078613e-08,0.012087861901090947,1.5425160124897956,0.1453125,339.61,50.0
225.0,240,0.053335381743600044,15.968717968463897,427.5000000000002,0.0009057531267245622,384,3932160,-0.0007172032452217536,2.2351741790771484e-09,0.013062771434488241,1.532016633450985,0.141552734375,343.48,50.0
234.75,240,0.05651002896323254,15.968717813491821,462.500000000001,0.0010518352718946744,385,3942400,-0.0011601534853980411,-3.7252902984619143e-10,0.014238000696059317,1.5002739883959293,0.18193359375,344.01,50.0
233.5,240,0.05538762340905403,15.968717819452285,382.5000000000007,0.0010726660660651532,386,3952640,-0.0009871384732832666,-5.587935447692871e-09,0.013455349874857348,1.486033334583044,0.16962890625,346.43,50.0
249.25,240,0.05500590024685278,15.968717867136002,525.0,0.0010323906708208596,387,3962880,-0.0007738424326817039,1.0058283805847169e-08,0.015342270532710246,1.4862144611775876,0.170166015625,347.51,75.0
260.0,240,0.055801283538899515,15.96871801018715,525.0,0.0009359427073832194,388,3973120,-0.0008439446792181116,-1.1548399925231934e-08,0.014913976652314887,1.4606731601059437,0.1443115234375,345.45,75.0
262.5,240,0.05342680173796656,15.968717885017394,530.0000000000005,0.0008271824947470918,389,3983360,-0.0003202716863597743,-1.7881393432617187e-08,0.014371617861615959,1.405339415371418,0.11796875,341.45,75.0
275.0,240,0.05954330234682753,15.968718028068542,525.0,0.0010013364737247344,390,3993600,-0.0009327335581474471,1.6763806343078613e-08,0.01704612249159254,1.391577947884798,0.154541015625,344.42,122.5
277.0,240,0.056685776706200564,15.96871783733368,527.5000000000002,0.0008550958957300736,391,4003840,-0.0006063722506951308,-1.4156103134155273e-08,0.014635751959576736,1.4052591443061828,0.142431640625,346.17,125.0
268.0,240,0.05220686125021541,15.968718028068542,525.0,0.0009089909010754127,392,4014080,-0.0007025495848210994,8.195638656616212e-09,0.015377640660153702,1.3570921190083027,0.155419921875,347.5,147.5
