policy_loss,clip_fraction,episode_length,fps,grad_norm,approx_kl_divergence,P01:episode_rewards,PMM:episode_rewards,explained_variance,frames,epoch_idx,value_loss,policy_entropy,advantage_norm,P09:episode_rewards
-0.01067061066714814,0.15078125,445.71,237,2.0667528191434963,0.0024060551810410843,247.5,482.75,0.8482490945607424,378880,37,0.14775271501857787,1.6949720583856105,15.968719172477723,727.5000000000002
-0.012228637079533655,0.1584228515625,446.16,238,1.5418627806127883,0.003410081178845164,247.5,468.5,0.8530686303973198,389120,38,0.12361100958660245,1.7066837556660175,15.968719232082368,725.0
-0.0113461456643563,0.169287109375,444.26,237,1.873675678532588,0.0026559834043158536,222.5,468.0,0.8493133801966906,399360,39,0.13238015277311205,1.7029257401823998,15.968719071149826,725.0
-0.012016510298417415,0.167578125,443.92,238,1.8896387391964993,0.0026281589772910122,247.5,466.0,0.857394540309906,409600,40,0.1300499777076766,1.6951257169246674,15.968719351291657,725.0
-0.011011699735172442,0.1676025390625,445.1,238,1.9426682709532503,0.002634117939283338,250.0,485.0,0.8630734875798225,419840,41,0.16924200635403394,1.6797189071774483,15.968719190359115,725.0
-0.00939138048197492,0.1288330078125,439.36,238,2.1954276941408364,0.0020528801138655793,200.0,525.25,0.7296493880450725,430080,42,0.3717002295423299,1.7053108021616936,15.968719238042832,727.5000000000002
-0.010713701940403553,0.125390625,434.48,238,1.887199363847747,0.002048932896036894,222.5,523.0,0.8250039517879486,440320,43,0.16967728768941015,1.6976894848048687,15.968719297647477,725.0
-0.012948331829102244,0.1677001953125,441.39,238,1.845067787053019,0.002593004828736726,250.0,538.75,0.8766100537031889,450560,44,0.1335499182343483,1.692145911604166,15.96871930360794,750.0
-0.012842014187117456,0.1661865234375,437.11,238,1.8079706091275374,0.002743479988589887,247.5,510.5,0.8730353187769652,460800,45,0.13609099057503043,1.6961239598691464,15.968719255924224,727.5000000000002
-0.01524412667604338,0.1978759765625,441.7,238,1.5814694552848707,0.003170101140677064,272.5,503.75,0.9111918985843659,471040,46,0.101554120099172,1.6783004388213159,15.968719285726547,725.0
-0.011138701900199522,0.13486328125,443.93,238,2.0290889292663072,0.002263456178366472,250.0,502.5,0.8907709743827581,481280,47,0.14063202564138919,1.6810813702642917,15.968719297647477,727.5000000000002
-0.015179738994629589,0.163916015625,454.3,238,1.553794544185747,0.0028847835631726263,275.0,523.0,0.9104771442711354,491520,48,0.10222708997316658,1.6709778524935246,15.968719166517257,725.0
-0.01292312766017858,0.1750732421875,462.84,238,1.8662404672638004,0.0028084321991631175,297.5,537.5,0.8957728236913681,501760,49,0.1295051409630105,1.6707256406545639,15.968719315528869,725.0
-0.012844408850651235,0.1796630859375,465.75,238,1.9755426025663823,0.002965754449451573,297.5,557.75,0.8925569266080856,512000,50,0.17101420750841498,1.6679306723177434,15.968719279766082,750.0
-0.011327493174030678,0.15419921875,464.68,238,2.0194575598716424,0.0024021421271757945,275.0,538.75,0.8981457084417344,522240,51,0.15099486019462346,1.6778719931840897,15.968719118833542,752.5000000000002
-0.01415225635864772,0.16337890625,460.64,238,1.6276844264946804,0.0026890983590536657,275.0,543.0,0.9047545827925205,532480,52,0.11433823094703258,1.6780581288039684,15.968719118833542,775.0
-0.0116069929463265,0.1570068359375,451.59,238,2.038226187895135,0.0025016165788887164,275.0,552.75,0.8683086410164833,542720,53,0.168439123313874,1.6675008237361908,15.968719094991684,775.0
-0.011794931757322047,0.1640869140625,450.12,238,1.9097841604707597,0.002627695248179759,297.5,551.5,0.9059625547379255,552960,54,0.1425985817797482,1.6638550184667111,15.968719428777694,775.0
-0.014138222034671345,0.1556884765625,447.63,238,1.6454870622295996,0.00264612952122465,300.0,548.75,0.9129176322370768,563200,55,0.12015962153673172,1.6707363612949848,15.968719202280045,775.0
-0.012918942729447736,0.17919921875,449.81,238,1.8607055974353994,0.002964639932224954,300.0,544.0,0.8826138708740473,573440,56,0.15405656169168652,1.6535584233701228,15.968719333410263,775.0
-0.012025336167425849,0.1817138671875,454.65,238,2.005216426727172,0.0028601960777908733,300.0,552.5,0.9321240186691284,583680,57,0.1332069437718019,1.6791433483362197,15.96871920824051,800.0
-0.012768432636949,0.1527099609375,454.38,238,1.6807164336375227,0.0024909242307106704,300.0,558.0,0.9308487046509981,593920,58,0.11127351352479309,1.6807491503655911,15.968719190359115,800.0
-0.014577753213961842,0.1564208984375,465.62,238,1.7687273929752005,0.00280849966084167,372.5,592.25,0.9542075522243977,604160,59,0.08618913639802486,1.6717056088149547,15.968719118833542,800.0
-0.012299529391384567,0.15546875,468.55,239,1.811045670777012,0.002485256960449392,375.0,615.75,0.9176677308976651,614400,60,0.14038912162650377,1.6860172592103482,15.968719238042832,802.5000000000002
-0.012105629196594237,0.15302734375,457.84,239,1.8223338797013813,0.002506932126971468,322.5,584.5,0.9038799252361059,624640,61,0.1603238987736404,1.687104979902506,15.968719154596329,800.0
-0.01419505409503472,0.15751953125,461.82,238,1.5150550283239004,0.0025876200332053305,350.0,592.5,0.9353460744023323,634880,62,0.10715908636339008,1.680329293757677,15.968719255924224,800.0
-0.012937361541116844,0.14912109375,456.57,238,1.7764001779384813,0.0023679894265800053,322.5,561.5,0.8595462903380394,645120,63,0.15405508801341056,1.6915264420211316,15.968719327449799,775.0
-0.013592153556237463,0.15830078125,447.67,238,1.5731538371086204,0.002626203653199215,300.0,533.0,0.8385672140866518,655360,64,0.13296182847116142,1.6820080384612084,15.968719160556793,752.5000000000002
-0.01381100554499426,0.1524169921875,457.97,239,1.582748375828149,0.002551872600111314,300.0,554.25,0.9424382645636797,665600,65,0.08807843981776386,1.6795494623482228,15.96871926188469,775.0
-0.014005640100003802,0.154150390625,469.14,239,1.3417337265428362,0.0027933422909657804,322.5,579.0,0.9214971657842398,675840,66,0.08897108496166765,1.685888224095106,15.968719244003296,775.0
-0.01359737811217201,0.1566162109375,488.7,239,1.462638608491186,0.002576020588412906,325.0,595.0,0.9454437658190727,686080,67,0.0917681619641371,1.6730194576084614,15.968719226121902,775.0
-0.013391309298458508,0.1364990234375,491.84,239,1.7430517427611871,0.0023401747413576337,347.5,627.0,0.9283487763255834,696320,68,0.12550933298189193,1.6674556665122509,15.968719232082368,802.5000000000002
-0.013871876568737207,0.155078125,500.18,239,1.598261161198044,0.0025735207060055415,400.0,663.5,0.9317177295684814,706560,69,0.09808702708687633,1.6646023623645305,15.968719387054444,827.5000000000002
-0.012903388151607941,0.1458984375,495.44,239,1.7096166677605982,0.002506458777179754,397.5,642.0,0.9114958859980107,716800,70,0.1667318477993831,1.6709205344319344,15.968719220161438,825.0
-0.012238190462085186,0.1330810546875,484.58,239,1.6861364954154916,0.002317902653453873,347.5,619.5,0.888807974010706,727040,71,0.15441498660948128,1.6785076953470708,15.968719178438187,825.0
-0.0126490171183832,0.14794921875,474.0,239,1.721761505807833,0.0025575469025173854,347.5,609.75,0.8861375320702791,737280,72,0.1606099744560197,1.6765101619064808,15.96871924996376,825.0
-0.012209650502336444,0.1455322265625,476.81,239,1.8725108434255475,0.0023746829592713402,347.5,604.75,0.9141854450106621,747520,73,0.15621446140576153,1.670474585145712,15.968719351291657,825.0
-0.01455470856235479,0.14677734375,478.32,239,1.714182968403977,0.002448827852174775,325.0,595.5,0.9220890700817108,757760,74,0.14067277861759067,1.664119590818882,15.968719255924224,802.5000000000002
-0.0151591440262564,0.161279296875,482.05,239,1.695119633429632,0.0026501439652296273,350.0,598.0,0.935596351698041,768000,75,0.10062679499387742,1.6669612780213356,15.96871920824051,800.0
-0.014393161968473577,0.1560546875,480.78,239,1.7719006100800712,0.0025108414115723897,350.0,596.25,0.9125576741993427,778240,76,0.14136736660730093,1.6697548821568489,15.968719041347503,800.0
-0.013069400747554027,0.1524658203125,482.31,239,1.7536366044798335,0.003005742393952823,350.0,597.5,0.9067605175077915,788480,77,0.1495809986256063,1.6598050378262996,15.968719285726547,800.0
-0.013239673289717757,0.1556640625,482.22,239,1.796677732266425,0.002759807291545623,350.0,594.5,0.9060837004333735,798720,78,0.15256459694355726,1.6500573828816414,15.968719232082368,800.0
-0.01209972873039078,0.1381591796875,484.04,239,1.942045630328033,0.0024586382471401586,350.0,598.5,0.8947289682924747,808960,79,0.21424993795808406,1.6502564050257207,15.96871919631958,800.0
-0.014845374184369575,0.1735107421875,483.41,239,1.7348949852707651,0.0029417142281321345,350.0,604.25,0.8790672060102225,819200,80,0.16085741540882736,1.6397697195410728,15.968719321489335,800.0
-0.014630568286520429,0.1836181640625,492.4,239,1.609126675904689,0.0029769883729844557,350.0,613.5,0.9550725642591715,829440,81,0.08549985027639195,1.6287946224212646,15.968719083070756,800.0
-0.011955322306312155,0.148291015625,493.33,239,1.7031505461529695,0.002613461849034929,375.0,648.25,0.9156589165329934,839680,82,0.15973496111109853,1.652753046154976,15.968719172477723,802.5000000000002
-0.013453210788429714,0.154931640625,498.33,239,1.8959365157865034,0.002660677310337039,372.5,637.75,0.9016863636672496,849920,83,0.16830468093976378,1.658684366196394,15.96871924996376,802.5000000000002
-0.014633741807483603,0.184716796875,508.38,239,1.5416537498219516,0.00285722264816321,372.5,647.75,0.931532384827733,860160,84,0.086832259548828,1.6602382965385913,15.968719285726547,825.0
-0.012852342467886047,0.1621826171875,520.7,239,1.7178888317498326,0.0026943805434715452,400.0,649.75,0.9330349117517471,870400,85,0.1259785928297788,1.642956480383873,15.968719220161438,827.5000000000002
-0.012756628444549278,0.1531494140625,514.27,239,1.806396387531456,0.00239379935371778,375.0,641.5,0.9149248700588941,880640,86,0.1713173479307443,1.656510443985462,15.96871942281723,867.5000000000015
-0.012538120788667584,0.148876953125,517.91,239,1.7212791492018868,0.0025703338691076528,375.0,617.5,0.9253580011427402,890880,87,0.15032889805734156,1.6535215765237807,15.968719434738158,800.0
-0.014260554036445683,0.1580810546875,515.14,239,1.6042748622975214,0.0026253318304501386,375.0,608.25,0.9527198549360036,901120,88,0.1088162382831797,1.6624110445380211,15.968719184398651,800.0
-0.013224316250125412,0.132861328125,521.12,239,1.7818453661426037,0.0023124652942786888,397.5,652.75,0.9098000206053257,911360,89,0.2873531724791974,1.6587650544941426,15.968719351291657,825.0
-0.01157480049005244,0.1296630859375,518.08,239,2.069972360956245,0.002176059998487622,370.0,677.0,0.8447574570775032,921600,90,0.39555370847228916,1.6636723563075067,15.968719238042832,850.0
-0.012991912861616583,0.147216796875,518.54,239,1.8840964365033461,0.0024445666783325304,325.0,695.25,0.8764050878584385,931840,91,0.3354537668405101,1.6569639801979066,15.968719202280045,850.0
-0.012543593931331998,0.1660888671875,529.75,238,1.9524099575028213,0.002499133260346644,325.0,801.75,0.8430637873709201,942080,92,0.6207143146311864,1.6629805520176888,15.968719285726547,1005.0000000000005
-0.012638413217064225,0.168994140625,542.62,238,1.7737149034214963,0.0028312011215124583,372.5,822.0,0.9370526619255543,952320,93,0.13621191552374512,1.6550582252442836,15.968719267845154,1052.5000000000002
-0.014843331662268611,0.176513671875,544.84,238,1.7725602741162365,0.002897983063553888,347.5,778.25,0.9232944410294295,962560,94,0.15670702108182014,1.6532485716044902,15.968719178438187,982.5000000000007
-0.012283461037714005,0.1660888671875,549.18,238,1.796863561413724,0.0025384451098264963,350.0,834.0,0.8690058186650276,972800,95,0.29349139728583395,1.6672213666141034,15.96871913075447,1157.5000000000007
-0.013810803221122114,0.1633056640625,552.94,238,1.6670429215864544,0.002561288435322582,397.5,782.75,0.9513503801077604,983040,96,0.10160876142326743,1.6745058052241801,15.968719184398651,1052.5000000000002
-0.012965905484452377,0.161279296875,534.5,238,1.7298787217933345,0.0026330128306202684,375.0,683.75,0.9374259810894727,993280,97,0.15672776226419954,1.6651897490024568,15.968719106912612,977.5000000000002
-0.013496467943332391,0.145947265625,522.11,238,1.8773488898458972,0.002320267613424999,375.0,674.5,0.8981123317033053,1003520,98,0.18462061996106058,1.6649734936654568,15.968719273805618,860.0000000000008
-0.013330045360635267,0.169482421875,515.83,238,1.586951575020859,0.0026540906230028034,400.0,679.75,0.9525783848017454,1013760,99,0.10687271999195218,1.6684631913900376,15.968719315528869,825.0
-0.01219696090411162,0.1284423828125,518.07,238,1.737823424033616,0.0019713840187140174,425.0,687.25,0.8896108888089657,1024000,100,0.3367248067399487,1.6750545263290406,15.968719393014908,825.0
-0.012624030836195742,0.147607421875,522.81,238,1.7244063898672626,0.0024156050090599255,425.0,709.25,0.9188585855066776,1034240,101,0.18367003814782948,1.6784899175167083,15.968719297647477,850.0
-0.013528507297451142,0.1267578125,541.92,238,1.7241491458294753,0.002231097213871501,450.0,795.75,0.7975671727210283,1044480,102,0.41747836337890476,1.6703440494835378,15.968719333410263,952.5000000000002
-0.013204221756677726,0.1478271484375,548.65,238,1.6447251089339052,0.002893785273636577,447.5,801.5,0.9266846254467964,1054720,103,0.1542272356338799,1.6710380159318448,15.968719440698624,952.5000000000002
-0.014332306179494481,0.1651123046875,563.74,238,1.5329139152734106,0.002847971502615427,450.0,809.5,0.9425069134682417,1064960,104,0.08874864624813199,1.6683006711304187,15.968719404935836,980.0000000000005
-0.012555004739988362,0.1668212890625,561.75,238,1.5836546679854844,0.0026523788192892766,450.0,852.25,0.9100158520042896,1075200,105,0.24334706121589988,1.6639245659112931,15.968719267845154,1177.5000000000002
-0.012489880586508661,0.1602294921875,568.27,238,1.6249505522382115,0.002969659267000998,475.0,853.25,0.9399615686386824,1085440,106,0.13829772456083447,1.6619237415492534,15.968719345331191,1255.0000000000005
-0.011861579854303273,0.1465087890625,569.38,238,1.8115330055890726,0.00254120036747767,450.0,887.25,0.8598880704492331,1095680,107,0.3535172244301066,1.6751907870173455,15.968719238042832,1205.0000000000005
-0.015081280242520733,0.15517578125,578.3,238,1.341853746937573,0.002974463321902798,450.0,841.75,0.957995331659913,1105920,108,0.08959225380094722,1.6665267489850522,15.968719339370727,1255.0000000000005
-0.012448751530610026,0.1337646484375,585.46,238,1.5609449753753524,0.002218193308931706,475.0,889.0,0.9007083959877491,1116160,109,0.2964482998242602,1.6659979730844499,15.968719327449799,1302.5000000000002
-0.011115037349372869,0.1253662109375,574.24,238,2.1058517467714095,0.00196913262070696,447.5,888.5,0.8243554495275021,1126400,110,0.5592240698169917,1.6555092379450798,15.968719285726547,1302.5000000000002
-0.013152559170703172,0.1615234375,575.37,238,1.850736166791713,0.0023855676555971086,425.0,876.5,0.881353409588337,1136640,111,0.31350389670114964,1.667198509722948,15.96871920824051,1235.000000000001
-0.012412468857655767,0.140283203125,581.95,238,1.9623996489483173,0.0022892829605328955,425.0,914.5,0.8289090100675821,1146880,112,0.6364421264501289,1.658433986455202,15.968719357252121,1235.000000000001
-0.01308255402764189,0.1734375,578.94,238,1.704043819981014,0.002528967727005574,425.0,907.0,0.901660256832838,1157120,113,0.26447881979402155,1.6570821464061738,15.968719315528869,1235.000000000001
-0.012304202247833018,0.1402587890625,574.68,238,1.964121033790287,0.0023653680733108132,425.0,982.5,0.8055790573358536,1167360,114,0.5588343450101092,1.6548661023378373,15.968719404935836,1617.5000000000205
-0.012989019283122617,0.1566650390625,583.74,238,2.101810004926691,0.002546600335097429,422.5,1040.5,0.7944668769836426,1177600,115,0.6131120273610577,1.6466201916337013,15.968719339370727,3877.5
-0.015886877397133504,0.185400390625,594.49,238,1.614467113646414,0.002807988279414849,450.0,998.75,0.9639334920793772,1187840,116,0.08362861745990813,1.6560538098216058,15.96871913075447,1625.0000000000211
-0.013664956521824933,0.1682861328125,596.91,238,1.531092144703002,0.003936069369342783,450.0,956.0,0.9416713077574969,1198080,117,0.12559861768968403,1.6364409297704696,15.96871919631958,1375.0
-0.01076298922780552,0.151611328125,588.77,238,2.34912079635872,0.0023528149628422044,450.0,980.5,0.7981526128947735,1208320,118,0.7482242136495187,1.6424258962273597,15.968719297647477,1382.5000000000005
-0.011812914578331401,0.1356201171875,577.85,238,1.9940717281310882,0.002170367155167997,425.0,1055.5,0.83236911483109,1218560,119,0.6599163985112682,1.6562335833907127,15.968719285726547,3930.0
-0.012182372994720936,0.140576171875,567.35,238,2.0028508109706373,0.0026210600203060977,425.0,1021.75,0.8153053432703018,1228800,120,0.7096632860833779,1.6543302804231643,15.96871930360794,1667.5000000000186
-0.012858803727431223,0.153369140625,568.59,238,1.688280373760263,0.0024320844264142166,425.0,1036.25,0.8873456954956055,1239040,121,0.304660303122364,1.66321020424366,15.96871926188469,1667.5000000000186
-0.011714725834099226,0.133837890625,564.43,238,2.0907453038454893,0.002128258266828044,425.0,1126.0,0.8174614891409874,1249280,122,0.6941065953113139,1.6621824741363525,15.968719172477723,3952.5
-0.01433457254570385,0.1391357421875,557.23,238,1.6857012377222833,0.002273315140269317,425.0,1048.25,0.9425043661147356,1259520,123,0.12842466314323248,1.6758287526667117,15.968719220161438,3632.5000000000005
-0.011761942711018492,0.1471923828125,569.01,238,2.42712225044495,0.0023824952582006875,447.5,1114.0,0.806555263698101,1269760,124,0.8221000148449094,1.6658683642745018,15.968719172477723,3760.000000000001
-0.013286188218626194,0.1506103515625,580.04,238,2.003239736614228,0.0025387791365236037,450.0,1102.5,0.8914422079920769,1280000,125,0.333133104047738,1.6587954387068748,15.968719244003296,3760.000000000001
-0.012189045035120217,0.1403076171875,583.81,237,2.033843865984658,0.0021994642226789893,450.0,1090.75,0.8363225899636746,1290240,126,0.5031272849533707,1.6604330494999886,15.96871926188469,3860.000000000001
-0.011775428010150791,0.1391845703125,581.9,237,1.9274064442152496,0.002279039959762804,450.0,1072.25,0.8537167903035879,1300480,127,0.4670664521167055,1.6667878858745098,15.968719315528869,3860.000000000001
-0.013413085248248535,0.1368896484375,580.22,237,1.748513209437208,0.002335554271326474,450.0,998.25,0.9390312679111957,1310720,128,0.1501977332867682,1.6657550230622291,15.96871919631958,1590.0000000000205
-0.012892434554578358,0.1472412109375,577.5,237,1.6484488805443884,0.002844884935666725,450.0,966.25,0.933025847747922,1320960,129,0.17857576707610862,1.668038309365511,15.968719351291657,1327.5000000000002
-0.013520742541004438,0.153857421875,572.24,237,1.5300888786151914,0.0025810863027348357,450.0,805.25,0.9310252778232098,1331200,130,0.13696350186364725,1.6620337888598442,15.968719118833542,1002.5000000000002
-0.01261503087953315,0.1402587890625,577.1,237,1.6786628426661796,0.002516221237124568,450.0,780.0,0.9390586532652379,1341440,131,0.13868062472902237,1.6612309254705906,15.968719279766082,935.0000000000009
-0.010764069811921217,0.1304443359375,582.89,237,2.0024692588108954,0.0026267982419770565,450.0,834.5,0.8635971244424582,1351680,132,0.4977029324742034,1.653974962979555,15.968719124794006,982.5000000000007
-0.010904971012860188,0.124169921875,589.4,237,1.943662161285019,0.002366786009645552,450.0,870.75,0.8210467163473367,1361920,133,0.6352235154015944,1.653076108545065,15.968719005584717,1165.0000000000014
-0.011373675543291028,0.1532958984375,601.14,237,1.809861583457765,0.0022642035907100323,475.0,924.5,0.8884372796863318,1372160,134,0.4051323451451026,1.644213642179966,15.968719244003296,1305.0000000000005
-0.011878919136506738,0.1721923828125,609.25,237,1.953555907835764,0.0026048993025145663,475.0,1072.0,0.8521956104785204,1382400,135,0.46367986446712167,1.6348499290645122,15.968719279766082,1402.5000000000005
-0.010311826369070331,0.1405517578125,615.05,237,2.289322149904659,0.0023091145649235473,500.0,1201.5,0.7693379700183869,1392640,136,0.8842545236926526,1.6444630838930607,15.968719315528869,3975.0
-0.012418437441374408,0.14169921875,600.46,237,1.7365557062094517,0.00229781006446531,497.5,1199.5,0.9435522984713316,1402880,137,0.18204129638615996,1.6566651456058026,15.968719285726547,3975.0
-0.011840956631931476,0.157763671875,609.79,237,1.8415071371649294,0.002481635937374765,497.5,1175.25,0.9044316612184048,1413120,138,0.33835782480891796,1.6539045810699462,15.96871930360794,3975.0
-0.012950140838802327,0.14404296875,605.6,237,1.638773745148886,0.00236428858547731,500.0,1062.25,0.9623291462659835,1423360,139,0.1068261032924056,1.6695873349905015,15.96871930360794,1380.0000000000005
-0.010405783335590968,0.1207763671875,607.43,237,2.0039782351027564,0.0022897563604832123,500.0,1069.0,0.8821279924362898,1433600,140,0.4816293943906203,1.6578627862036228,15.968719190359115,1375.0
-0.013914097148153814,0.1451416015625,588.56,237,1.5131657742280793,0.0034159396475846085,500.0,985.75,0.9678070705384016,1443840,141,0.09351160211954265,1.661627499014139,15.968719321489335,1235.000000000001
-0.011503559300035705,0.1541259765625,593.54,237,2.020017486971291,0.0024239313861929568,500.0,964.0,0.8412914201617241,1454080,142,0.8322681424207985,1.6581876151263715,15.968719333410263,1235.000000000001
-0.010490222316002473,0.1333251953125,589.42,237,2.2319023838787047,0.002190782798277615,500.0,1086.25,0.8596396703273058,1464320,143,0.7359699561260641,1.6497094839811326,15.968719339370727,1627.5000000000214
