epoch_idx,approx_kl_divergence,PMM:episode_rewards,policy_loss,clip_fraction,P01:episode_rewards,policy_entropy,frames,fps,explained_variance,episode_length,grad_norm,P09:episode_rewards,value_loss,advantage_norm
277,5.823609639525884e-05,148.75,-0.00036156906389805954,0.0,25.0,1.7797400183975696,2836480,192,-1.080334186553955e-08,335.44,0.05428132131328012,300.0,0.02090088258846663,15.968718004226684
278,8.228426938217126e-05,168.0,-0.00045594474140671083,0.0,25.0,1.7634446382522584,2846720,192,-1.4901161193847656e-08,341.11,0.05282798619627246,300.0,0.021539885076344946,15.968718063831329
279,4.865733648404813e-05,183.0,-0.00021962616956443525,0.0,25.0,1.7761394545435905,2856960,192,-2.6077032089233397e-09,344.11,0.05373128078636685,352.5000000000002,0.021360541688045485,15.968718111515045
280,9.83896617825053e-05,179.25,-0.0005440274911961751,0.0,25.0,1.7769944593310356,2867200,192,-4.76837158203125e-08,343.3,0.05619276453380111,327.5000000000002,0.016766500889207236,15.96871789097786
281,5.4390417999705676e-05,163.0,-0.0002918155143561307,0.0,25.0,1.7843650236725808,2877440,192,-7.450580596923828e-09,338.5,0.05289568052952851,325.0,0.02005691604572348,15.968717962503433
282,8.538606464219001e-05,155.5,-0.0004606100985256489,0.0,25.0,1.7872635126113892,2887680,192,4.097819328308106e-09,334.41,0.05761175172306728,300.0,0.01976272265310399,15.968718057870865
283,6.238686691570905e-05,156.0,-0.00033857497473945843,0.0,25.0,1.7826669447124004,2897920,192,1.601874828338623e-08,328.68,0.05469708304061784,300.0,0.02314809834060725,15.968718248605729
284,0.00010277160130893748,172.25,-0.0005897844406717922,0.0,47.50000000000001,1.785103654116392,2908160,192,-2.6077032089233397e-09,333.86,0.055999099727766434,330.0000000000004,0.02066100520314649,15.968718069791795
285,9.391233997924076e-05,186.5,-0.0005290024619171163,0.0,25.0,1.7890749566257,2918400,192,2.2724270820617674e-08,338.24,0.05795136513878256,402.5000000000002,0.01804469708004035,15.968717974424361
286,7.088748691153057e-05,185.25,-0.0004597000403009588,0.0,25.0,1.784340389817953,2928640,192,-6.7055225372314455e-09,339.86,0.0575162377803571,450.0,0.020147423425805756,15.968718230724335
287,7.847940729970304e-05,194.75,-0.00045651160544366574,0.0,25.0,1.7726324699819087,2938880,192,-4.470348358154297e-09,343.12,0.05731340816164292,452.50000000000017,0.02358311490388587,15.968718296289444
288,4.457333693281828e-05,190.0,-0.00024187603121390567,0.0,25.0,1.7804622642695904,2949120,192,-1.899898052215576e-08,345.6,0.05567500099419185,452.50000000000017,0.021387376592610963,15.96871821284294
289,5.9091875396433124e-05,198.25,-0.00032903274641284954,0.0,47.50000000000001,1.7857919216156006,2959360,192,1.1920928955078126e-08,346.12,0.05563636325912448,475.0,0.018000986881088466,15.968717980384827
290,6.143225202510649e-05,178.5,-0.00032741961294959767,0.0,25.0,1.7848677195608615,2969600,192,-3.3527612686157227e-09,338.98,0.054225316439832784,425.0,0.02009741846413817,15.968718045949936
291,8.267108487558517e-05,186.5,-0.000522646928584436,0.0,25.0,1.7802087418735026,2979840,192,5.587935447692871e-09,333.96,0.05718577714519696,380.00000000000045,0.024622868784354067,15.968718266487121
292,6.864013231027144e-05,192.25,-0.0003598542280087713,0.0,50.0,1.776363280415535,2990080,192,-1.862645149230957e-08,342.35,0.053336080420392354,352.5000000000002,0.024624789628433064,15.968718248605729
293,5.0456982542179676e-05,216.75,-0.0002275443224789342,0.0,50.0,1.7826272629201412,3000320,192,-1.4528632164001465e-08,349.57,0.057022282672766475,482.5000000000007,0.02365861806902103,15.968718361854553
294,5.427429870170641e-05,224.25,-0.0002889737876103027,0.0,50.0,1.7826098583638668,3010560,192,-2.0489096641540527e-08,353.85,0.05539271081638077,527.5000000000002,0.021891573996981606,15.968718069791795
295,8.33006742940512e-05,236.5,-0.0005536819488042965,0.0,50.0,1.7753908932209015,3020800,192,-1.862645149230957e-08,355.84,0.05735576323852502,550.0,0.025339831062592567,15.968718427419663
296,0.00012759311808956396,226.25,-0.0007228644160932162,0.0,50.0,1.7831949792802333,3031040,192,-7.078051567077636e-09,349.18,0.057700391336487376,550.0,0.021984893799526617,15.968718105554581
297,5.5469132226626526e-05,211.5,-0.0003660135040263413,0.0,50.0,1.786479089409113,3041280,192,-4.246830940246582e-08,340.2,0.05820146571607694,550.0,0.018922614266921302,15.968717986345291
298,5.9216057078792515e-05,180.5,-0.00032367453350161667,0.0,25.0,1.7797784253954887,3051520,192,-7.450580596923829e-10,329.37,0.05299176031002317,477.5000000000002,0.017098588234512137,15.968717843294144
299,5.975016812289624e-05,169.25,-0.0003255101892136736,0.0,25.0,1.7787132181227208,3061760,192,4.097819328308106e-09,328.44,0.05339955624198317,430.0000000000004,0.02223077449016273,15.968718177080154
300,6.991949408430287e-05,184.0,-0.0003820241985522443,0.0,25.0,1.7858600370585918,3072000,192,-2.6077032089233397e-09,332.97,0.057733566510767075,380.00000000000045,0.022654793231049554,15.968718105554581
301,5.555666740981735e-05,204.75,-0.0003130129916826263,0.0,25.0,1.7894031763076783,3082240,192,-2.905726432800293e-08,342.1,0.05577836511286136,502.5000000000002,0.02266454862547107,15.96871817111969
302,9.609850007468168e-05,200.25,-0.0005822166454890976,0.001025390625,25.0,1.7858347937464714,3092480,192,1.30385160446167e-08,339.06,0.05906908401285266,432.5000000000006,0.01977433070715051,15.968718081712723
303,7.624177549097056e-05,213.75,-0.000411423057448701,0.0,25.0,1.7833673618733883,3102720,192,-1.899898052215576e-08,345.93,0.05863974257442781,527.5000000000002,0.027169644884997977,15.96871838569641
304,8.18110204576783e-05,229.5,-0.0004995568429876585,0.0,50.0,1.7833962224423885,3112960,192,5.960464477539063e-09,348.71,0.0576696577416808,505.00000000000045,0.023209338294691406,15.968718278408051
305,6.373835765991487e-05,232.25,-0.0003453725203144131,0.0,50.0,1.782725266367197,3123200,192,-2.7194619178771972e-08,349.25,0.05976158029418825,505.00000000000045,0.020489349990384653,15.968718016147614
306,6.0015233029631074e-05,188.75,-0.00035053434203291545,0.0,25.0,1.7823268331587314,3133440,192,1.4901161193847657e-09,336.59,0.05730951347133101,452.50000000000017,0.015829139415291137,15.968717980384827
307,8.034157221690209e-05,159.75,-0.00044395063050615133,0.0,25.0,1.7873290747404098,3143680,192,7.450580596923829e-10,328.68,0.05645747618319352,287.5000000000011,0.020144629347487352,15.968718028068542
308,5.359857917959232e-05,151.0,-0.0003382492566743167,0.0,25.0,1.7877715051174163,3153920,192,-9.313225746154785e-09,325.93,0.055268915516845776,275.0,0.01781201622216031,15.96871812939644
309,7.049423866876126e-05,157.75,-0.00040286009880219353,0.0,25.0,1.786998802423477,3164160,192,-8.195638656616212e-09,325.02,0.05810403110570567,302.5000000000002,0.019660211986047216,15.968718028068542
310,6.733700388998898e-05,145.0,-0.00043034468035330065,0.0,25.0,1.7878294870257379,3174400,192,2.2351741790771484e-09,322.38,0.057156893977379296,300.0,0.01514993271266576,15.968717938661575
311,5.52493803922971e-05,134.25,-0.00029919853077444716,0.0,25.0,1.7872187443077565,3184640,192,5.960464477539063e-09,324.67,0.05483811551900123,252.50000000000023,0.016377755437861196,15.968717807531357
312,5.9953380462474114e-05,124.5,-0.0003784356922551524,0.0,22.500000000000007,1.7859943583607674,3194880,192,-2.2351741790771484e-09,325.72,0.053022669222866546,225.0,0.017111963356728665,15.968717956542969
313,8.221604381013492e-05,145.0,-0.000498148298356682,0.0,25.0,1.789814355969429,3205120,192,3.7252902984619143e-10,331.69,0.056345811800721325,302.5000000000002,0.01923804741818458,15.968717962503433
314,7.851716059192881e-05,163.75,-0.00043943376404058653,0.0,25.0,1.7894431419670582,3215360,192,-1.1548399925231934e-08,334.67,0.057222241209610544,452.50000000000017,0.020113510068040342,15.968718039989472
315,4.633399185021148e-05,182.5,-0.0002694449205591809,0.0,47.50000000000001,1.7865730173885823,3225600,192,-2.2724270820617674e-08,339.99,0.055526373575651856,475.0,0.021008313255151734,15.968718248605729
316,8.679093727774756e-05,188.25,-0.0005737675368436612,0.0,25.0,1.7809559985995294,3235840,192,-2.8312206268310546e-08,336.19,0.057367476946076426,500.0,0.018439193736412562,15.968718069791795
317,7.520547056536487e-05,192.75,-0.000395660965659772,0.0,25.0,1.7868867538869382,3246080,192,-1.2665987014770507e-08,337.53,0.056375676646397734,500.0,0.021319997488171795,15.968718200922012
318,5.6529175501207615e-05,192.25,-0.0003320007261208957,0.0,25.0,1.7875643998384476,3256320,192,-2.421438694000244e-08,336.54,0.05813754384576225,475.0,0.02108179765054956,15.968718087673187
319,7.213074662408836e-05,177.5,-0.00043345748099454795,0.0,25.0,1.7845203042030335,3266560,192,2.6077032089233397e-09,337.67,0.056768661796716094,352.5000000000002,0.019627632081392222,15.968718016147614
320,8.413399250084552e-05,169.25,-0.0005793228574475506,0.0,47.50000000000001,1.7861288383603096,3276800,192,-1.1175870895385742e-09,334.95,0.057461055252898116,327.5000000000002,0.02064559487334918,15.968718045949936
321,7.932738455327382e-05,189.5,-0.0005147505891727633,0.0,50.0,1.7793019749224186,3287040,192,-1.899898052215576e-08,336.96,0.058213388622870996,425.0,0.022109529405133797,15.968718183040618
322,0.00010168293432926135,208.75,-0.0006189853811520152,0.0,50.0,1.7822217091917991,3297280,192,-1.862645149230957e-09,344.16,0.057588086843640716,527.5000000000002,0.02453565878677182,15.968718427419663
323,5.738908269883325e-05,202.5,-0.00035753704596572786,0.0,25.0,1.7873025491833687,3307520,192,-1.1175870895385742e-08,339.4,0.05455602648385364,525.0,0.018562936480157076,15.968718069791795
324,7.809143653378925e-05,180.75,-0.0004922807034745347,0.0,22.500000000000007,1.7852227486670018,3317760,192,4.097819328308106e-09,335.09,0.057667738785230925,352.5000000000002,0.019430569518590346,15.968718135356903
325,0.00010646204521194135,143.0,-0.000611605664016679,0.0,0.0,1.7883053980767727,3328000,192,9.685754776000977e-09,323.98,0.056431474719022545,275.0,0.017004132890724576,15.968718028068542
326,5.247068301859059e-05,147.75,-0.00031688027274867636,0.0,25.0,1.7868606686592101,3338240,192,-3.3527612686157227e-08,327.68,0.05421499431026065,327.5000000000002,0.015452428977005184,15.968717992305756
327,5.696078487380518e-05,129.5,-0.0003453766221355181,0.0010986328125,25.0,1.7879100687801839,3348480,192,-1.3783574104309083e-08,323.19,0.05564430723734905,252.50000000000023,0.016712588581140154,15.968718034029006
328,7.493230682378282e-05,144.25,-0.0004868147687375313,0.0011962890625,25.0,1.7851685464382172,3358720,192,-3.427267074584961e-08,324.2,0.05715108816359839,400.0,0.018516632814134938,15.968717986345291
329,5.842688410062635e-05,153.0,-0.0003626017976785079,0.0,25.0,1.7863623335957528,3368960,192,-1.4901161193847656e-08,327.1,0.058007634190653044,305.00000000000045,0.019946807948872446,15.96871822476387
330,6.106690892435652e-05,162.0,-0.0003604641889978666,0.0,25.0,1.7873737685382367,3379200,192,-5.587935447692871e-09,329.03,0.053677868350728,350.0,0.017479079496115445,15.968717986345291
331,6.169540358804681e-05,166.25,-0.00039949731617525683,0.0,25.0,1.7812473438680172,3389440,192,-4.470348358154297e-09,335.9,0.055623345884685774,305.00000000000045,0.020537255620001815,15.968718236684799
332,5.128497274995425e-05,177.5,-0.000342628483849694,0.0,25.0,1.7689626820385456,3399680,192,1.862645149230957e-08,339.48,0.05318939348067002,327.5000000000002,0.02394687506603077,15.968718302249908
333,6.996979958691085e-05,197.0,-0.0004081166709511308,0.0,25.0,1.7629541829228401,3409920,192,1.1175870895385742e-08,342.3,0.056944482862969235,400.0,0.024502294388366864,15.968718415498733
334,7.401827805795236e-05,208.5,-0.00039500912535004316,0.0,50.0,1.7753736339509487,3420160,192,-2.2351741790771484e-09,344.26,0.05668846737003854,425.0,0.020350645016878843,15.968718063831329
335,5.255599976878855e-05,190.75,-0.00031407192473125177,0.0,25.0,1.7809647150337695,3430400,192,-1.862645149230957e-09,341.45,0.05405690252734433,400.0,0.021038400277029724,15.968718260526657
336,5.557800619371278e-05,189.5,-0.0003191266459907638,0.0,25.0,1.7822589233517647,3440640,192,-1.564621925354004e-08,339.67,0.055946308679312017,525.0,0.023356688680360095,15.968718159198762
337,4.873405775391859e-05,196.25,-0.00030197408341336995,0.0,22.500000000000007,1.7795908756554126,3450880,192,-6.332993507385254e-09,341.24,0.05445538004125987,525.0,0.022414954649866557,15.968718165159226
338,5.027514457669469e-05,192.0,-0.00029397064427030275,0.0,25.0,1.7801225185394287,3461120,192,-2.458691596984863e-08,333.44,0.05618884771250252,500.0,0.019314319928525947,15.96871811747551
339,4.9732037254202054e-05,216.25,-0.0003126470579445595,0.0,50.0,1.773942233622074,3471360,192,-1.0430812835693359e-08,343.13,0.05683544724246784,500.0,0.026540195435518398,15.968718457221986
340,7.410741841127333e-05,214.5,-0.00041496352278045376,0.000732421875,50.0,1.7796104274690152,3481600,192,-1.2293457984924316e-08,345.15,0.05689944700221694,500.0,0.024939784995513036,15.96871822476387
341,4.089866626850735e-05,215.75,-0.00022446809889515863,0.0,50.0,1.7816976368427277,3491840,192,3.7252902984619143e-10,350.02,0.053041111810760155,502.5000000000002,0.019576862230314872,15.968718194961548
342,5.700614592232256e-05,191.25,-0.00038068152716732586,0.0,50.0,1.784711030870676,3502080,192,-6.332993507385254e-09,346.15,0.05373144712321698,350.0,0.020123838310246354,15.96871801018715
343,7.59128222563632e-05,167.5,-0.000475778327381704,0.0,25.0,1.7783357731997966,3512320,192,-2.60770320892334e-08,337.56,0.057045338166028414,300.0,0.02174337954784278,15.968718099594117
344,5.6026419141730345e-05,176.0,-0.0003102634997048881,0.0,50.0,1.7828522391617299,3522560,192,7.450580596923828e-09,336.29,0.05618317557520748,355.00000000000045,0.021384783019311727,15.968718105554581
345,8.841522297338144e-05,184.75,-0.0005818977730086772,0.0,50.0,1.780875325202942,3532800,192,-2.9802322387695314e-09,336.81,0.05834294939977645,405.00000000000045,0.02293581213161815,15.968718349933624
346,6.295723633300553e-05,206.75,-0.00044310462144494525,0.0,50.0,1.764034977555275,3543040,192,-3.650784492492676e-08,342.32,0.05474071205483612,477.5000000000002,0.024372254870831965,15.96871839761734
347,6.583636176227259e-05,199.0,-0.00043041532808274496,0.002001953125,50.0,1.7620502144098282,3553280,192,-4.8428773880004884e-09,339.13,0.05330172100239058,325.0,0.023769386968342587,15.968718260526657
348,5.697106731119561e-05,222.5,-0.0003747358900000108,0.0,75.0,1.7654721558094024,3563520,192,-1.1548399925231934e-08,345.02,0.05368576823227576,405.00000000000045,0.027450548385968433,15.96871838569641
349,6.137859659851585e-05,220.0,-0.0002713070673053153,0.0,72.50000000000001,1.7667135551571846,3573760,192,7.450580596923829e-10,341.72,0.055759586978007966,405.00000000000045,0.024593500484479593,15.968718242645263
350,6.578780719443956e-05,202.5,-0.0003729632411705097,0.0,50.0,1.7823173090815545,3584000,192,1.9371509552001954e-08,338.99,0.055265096711604414,352.5000000000002,0.018481083899678195,15.96871801018715
351,7.932623444464326e-05,173.75,-0.0005234743977780454,0.0,50.0,1.7788339793682098,3594240,192,-1.1175870895385742e-08,332.45,0.05413550544304209,302.5000000000002,0.01980872424901463,15.968718093633651
352,6.776906758840796e-05,162.0,-0.00037899463495705277,0.0,47.50000000000001,1.7831691153347493,3604480,193,7.450580596923829e-10,332.43,0.05490790610559926,275.0,0.019950119539862497,15.968717980384827
353,4.069125785814976e-05,181.0,-0.00023372687282972038,0.0,50.0,1.7850121140480042,3614720,193,7.450580596923829e-10,338.74,0.055079603018845846,350.0,0.020990628268918954,15.96871812939644
354,7.137803253165487e-05,183.0,-0.00046965519468358254,0.001025390625,47.50000000000001,1.7844866067171097,3624960,193,-1.1175870895385742e-09,339.37,0.05823622722158876,350.0,0.022301043703919277,15.968718069791795
355,6.554653127546217e-05,174.25,-0.000433124241681071,0.0,25.0,1.7802981451153754,3635200,192,6.7055225372314455e-09,339.72,0.058667873457594034,350.0,0.016797550427145324,15.968717974424361
356,3.967748065463184e-05,167.5,-0.00019133565619995353,0.0,25.0,1.7815382316708566,3645440,192,-1.30385160446167e-08,334.34,0.055915160282517765,352.5000000000002,0.021496111433953045,15.968718034029006
357,6.611635464901511e-05,181.25,-0.00038821175057819347,0.0,47.50000000000001,1.782304235547781,3655680,192,-4.470348358154297e-09,337.98,0.0562379893433367,377.5000000000002,0.022151259201928043,15.968718147277832
358,5.327693541730127e-05,198.75,-0.00031634287661290726,0.0,25.0,1.7858409754931928,3665920,192,6.332993507385254e-09,340.96,0.05805155413877581,477.5000000000002,0.022475519735598935,15.96871833205223
359,5.309560580579742e-05,190.5,-0.00037312891727196983,0.0,25.0,1.7841589123010635,3676160,192,-2.868473529815674e-08,336.91,0.05475065277326616,452.50000000000017,0.01853434036602266,15.968718075752259
360,0.00010420551473551143,184.25,-0.0007317317431443371,0.0,47.50000000000001,1.7802340880036354,3686400,193,0.0,336.05,0.05830965324922114,327.5000000000002,0.021654505137121305,15.968718016147614
361,5.4447731904261334e-05,170.5,-0.0003429811949899886,0.0,50.0,1.7829448662698268,3696640,193,-2.1979212760925294e-08,335.2,0.057611695867489376,327.5000000000002,0.019078334883670323,15.968717902898788
362,7.519346997142407e-05,175.75,-0.00048065778973978014,0.0,50.0,1.7758759178221226,3706880,193,-2.9802322387695312e-08,338.26,0.05626391499837895,352.5000000000002,0.019909791310783475,15.968717801570893
363,6.979863786948926e-05,169.75,-0.0004508029918724787,0.0,50.0,1.7627685144543648,3717120,192,-4.1723251342773435e-08,334.38,0.05418372213556351,300.0,0.02397903742385097,15.968718183040618
364,8.520359982853166e-05,192.75,-0.0004999750846764073,0.00078125,50.0,1.7757684670388698,3727360,192,8.195638656616212e-09,338.1,0.05931948359621787,305.00000000000045,0.025519856810569765,15.96871834397316
365,6.068912637733348e-05,208.25,-0.00036650378287959027,0.0,50.0,1.785748330503702,3737600,193,4.097819328308106e-09,342.77,0.05671667913191216,407.5000000000006,0.0210437843517866,15.96871822476387
366,7.432401368543396e-05,204.5,-0.00047893479422782547,0.0,50.0,1.7875870503485203,3747840,193,-2.5331974029541015e-08,341.54,0.05809655115690373,502.5000000000002,0.02042267611832358,15.968717980384827
367,5.295057667389358e-05,179.5,-0.0003272827605542261,0.0,47.50000000000001,1.788279701024294,3758080,193,5.587935447692871e-09,335.82,0.05478748721267488,330.0000000000004,0.017979722141171807,15.968718016147614
368,6.699217468204565e-05,162.0,-0.0004958651545166504,0.0,50.0,1.7852268643677234,3768320,193,-3.3527612686157227e-09,328.11,0.05537733207920462,302.5000000000002,0.02088491567701567,15.968718296289444
369,8.460608496125843e-05,164.5,-0.0004978425087756478,0.0,50.0,1.7813695780932903,3778560,193,-3.725290298461914e-09,331.85,0.05533928035225224,305.00000000000045,0.021442491869674996,15.968718093633651
370,6.0132044313654376e-05,178.25,-0.000356416483373323,0.0,50.0,1.7872315272688866,3788800,193,-5.960464477539063e-09,335.01,0.056374663839123304,305.00000000000045,0.023783124767942355,15.96871838569641
371,3.244782737050755e-05,186.5,-0.00019115330178465229,0.0,50.0,1.7902370542287827,3799040,193,-4.470348358154297e-09,336.51,0.05300840125790821,352.5000000000002,0.019550509945838714,15.96871821284294
372,7.754671523354517e-05,177.5,-0.0005464983012643642,0.0,47.50000000000001,1.7879761703312398,3809280,193,-9.313225746154785e-09,335.08,0.05870112542843222,300.0,0.020259116042871027,15.96871811747551
373,5.8394755625457154e-05,175.25,-0.0003756058169528842,0.0,25.0,1.78676420673728,3819520,193,-3.3155083656311036e-08,333.42,0.056809506654376216,380.00000000000045,0.021931352384854108,15.968718159198762
374,6.04947684069046e-05,173.0,-0.00039883236231617045,0.0,50.0,1.7864717043936253,3829760,193,8.195638656616212e-09,339.93,0.05725363957569849,350.0,0.023387962637934835,15.968718403577805
375,5.266679158379972e-05,184.5,-0.0003882097571477061,0.0,25.0,1.7804555848240853,3840000,193,-1.862645149230957e-09,342.22,0.05486742422813453,352.5000000000002,0.018673901603324338,15.968718123435973
376,7.522405401445553e-05,182.25,-0.0004783133216733404,0.0009033203125,25.0,1.7762135304510593,3850240,193,-3.054738044738769e-08,342.75,0.055653666518603054,350.0,0.022923425772751214,15.968718200922012
377,5.419414468423867e-05,182.25,-0.00033401167129341045,0.0,25.0,1.781438859552145,3860480,193,-1.2293457984924316e-08,336.49,0.055664826772813494,352.5000000000002,0.02027464158600196,15.968717992305756
378,3.990287440442941e-05,177.5,-0.0002551369754655752,0.0,50.0,1.7827386029064656,3870720,193,5.587935447692871e-09,334.33,0.05075377937602195,350.0,0.019981708307750524,15.968718093633651
379,8.90611314209977e-05,168.0,-0.0005284758710331517,0.0,25.0,1.7856202445924283,3880960,193,-1.601874828338623e-08,328.74,0.06057119216317869,305.00000000000045,0.022170793617260643,15.968718254566193
380,6.531341231452714e-05,183.5,-0.00044091991640016204,0.0,25.0,1.7831928700208663,3891200,193,-4.097819328308106e-09,332.5,0.05397392802556204,427.5000000000002,0.021124962522299028,15.968718105554581
381,6.628606777319135e-05,200.0,-0.0003691027417517034,0.0,25.0,1.7852350652217865,3901440,193,7.078051567077636e-09,338.15,0.05907161448287631,450.0,0.024034661398036405,15.968718379735947
382,4.7883351168565014e-05,197.0,-0.000308462702378165,0.0,25.0,1.7857076495885849,3911680,193,-1.0430812835693359e-08,341.31,0.054810104819729775,427.5000000000002,0.02076976119715255,15.968718165159226
383,5.893622724446601e-05,204.75,-0.000425570445440826,0.0,25.0,1.7814096830785275,3921920,193,-7.82310962677002e-09,343.09,0.057347201041966424,450.0,0.020445052426657638,15.968718135356903
384,3.0614148221586035e-05,191.25,-0.00018708291172515602,0.0,25.0,1.7777334876358508,3932160,193,-1.9744038581848144e-08,342.55,0.05197411424063184,425.0,0.02279422765423078,15.968718093633651
385,4.221225450100619e-05,197.75,-0.000241988950438099,0.0,50.0,1.7790135905146598,3942400,193,6.332993507385254e-09,342.22,0.05533913896367822,400.0,0.02400708417990245,15.968718230724335
386,5.568796936010756e-05,198.5,-0.00033701635802572125,0.0,50.0,1.7840447708964349,3952640,193,6.7055225372314455e-09,342.7,0.057201876373978625,405.00000000000045,0.020792569222976454,15.968718248605729
387,3.833842920020203e-05,184.75,-0.00023972204326128121,0.0,50.0,1.7813980221748351,3962880,193,-8.940696716308593e-09,337.12,0.056494538641028755,402.5000000000002,0.020601609389996157,15.968718194961548
388,5.346821923950529e-05,188.25,-0.00034471631097403587,0.0,50.0,1.786133524030447,3973120,193,-1.30385160446167e-08,338.58,0.05675819701264302,452.50000000000017,0.020601128015550786,15.968717926740647
389,5.453072022216787e-05,184.0,-0.0003196728212060407,0.0,25.0,1.7845163583755492,3983360,193,1.080334186553955e-08,333.12,0.0558687669404949,475.0,0.02205896402010694,15.968718296289444
390,5.4441279715433666e-05,207.75,-0.0003699371634866111,0.0,50.0,1.7813245318830013,3993600,193,-1.4901161193847656e-08,344.4,0.05521009611979315,550.0,0.023644834326114507,15.968718189001084
391,6.541724821751416e-05,222.25,-0.0003890524552843999,0.0,47.50000000000001,1.7832523941993714,4003840,193,-1.080334186553955e-08,352.4,0.05959525187721162,480.00000000000045,0.027161578787490724,15.968718409538269
392,6.412378629274684e-05,211.0,-0.0004319706367823528,0.0,50.0,1.78336436226964,4014080,193,-4.097819328308106e-09,350.19,0.05673113237502052,425.0,0.019980160574777982,15.968718177080154
393,4.547405440322727e-05,195.75,-0.0003175309302605456,0.0,50.0,1.782072764635086,4024320,193,-1.4528632164001465e-08,344.46,0.055208128625786,375.0,0.019920763350091873,15.968718063831329
394,6.0779191352011705e-05,168.5,-0.0004054057331813965,0.0,50.0,1.780775011330843,4034560,193,-2.1979212760925294e-08,330.85,0.057508869695079845,327.5000000000002,0.018587699386989696,15.968718159198762
395,5.631232530696195e-05,177.5,-0.00037760066261398605,0.0,25.0,1.7847395680844784,4044800,193,-5.215406417846679e-09,336.27,0.05866473023768102,377.5000000000002,0.022904389159521088,15.968718254566193
396,7.99763324600633e-05,182.75,-0.0005509272508788854,0.0,25.0,1.7827685289084911,4055040,193,2.6822090148925782e-08,337.29,0.05708694598300297,377.5000000000002,0.021816256269812585,15.968718183040618
397,5.7490815161642675e-05,183.0,-0.00039491257793997645,0.0,25.0,1.778102818876505,4065280,193,6.7055225372314455e-09,336.37,0.05745184386203732,400.0,0.018165847397176547,15.968718099594117
398,5.331905535470583e-05,161.0,-0.0004021571759949438,0.0,25.0,1.7833009131252766,4075520,193,1.862645149230957e-09,325.62,0.05727968500241063,377.5000000000002,0.016354590520495548,15.968717896938324
399,4.5039732165719214e-05,160.0,-0.00030985894773039035,0.0017578125,25.0,1.7842620939016343,4085760,193,-1.9744038581848144e-08,325.33,0.055599384320272116,355.00000000000045,0.020620501358644107,15.968717980384827
400,3.0537065197311365e-05,151.75,-0.00022827057091490133,0.0,25.0,1.7837958566844463,4096000,193,-1.1920928955078126e-08,323.62,0.055668082638782215,277.5000000000002,0.019750104448758066,15.968718063831329
401,4.657424042360247e-05,179.75,-0.00032189505254791583,0.0009765625,47.50000000000001,1.7841454334557056,4106240,193,-1.564621925354004e-08,328.58,0.05413714479838818,357.5000000000007,0.021409968740772455,15.968718183040618
402,5.412524019146048e-05,180.0,-0.00040383923005720134,0.0,25.0,1.7858481012284755,4116480,193,7.078051567077636e-09,331.71,0.05467833757956242,357.5000000000007,0.02171750015259022,15.968718081712723
403,3.325252350201424e-05,174.25,-0.00016211352776736022,0.0,25.0,1.7871343657374381,4126720,193,7.82310962677002e-09,334.83,0.05750461593074037,382.5000000000007,0.016652969997085165,15.96871782541275
404,5.002281092507666e-05,168.5,-0.00036257984029361976,0.0,25.0,1.7856640748679637,4136960,193,-3.054738044738769e-08,334.68,0.05659064551462819,330.0000000000004,0.01856944776227465,15.968718135356903
405,4.521905165866258e-05,153.5,-0.0002564579926911392,0.0,25.0,1.7885687366127967,4147200,193,4.470348358154297e-09,333.05,0.05501185497532703,302.5000000000002,0.016944508634333035,15.968717974424361
406,2.871029024626992e-05,157.75,-0.0001821876172471093,0.0,25.0,1.7903749287128448,4157440,193,-4.1723251342773435e-08,328.37,0.053947070831420085,355.00000000000045,0.017580347074544988,15.968718105554581
407,4.587381557872305e-05,154.5,-0.00026845617621802377,0.0,25.0,1.7892044752836227,4167680,193,2.4959444999694825e-08,324.75,0.056918889927294866,380.00000000000045,0.018666495353681967,15.968718087673187
408,5.155717464955245e-05,157.5,-0.0003725473827216774,0.0,25.0,1.787878792732954,4177920,193,-2.4959444999694825e-08,329.07,0.05741523114981182,377.5000000000002,0.019622904442076105,15.968718016147614
409,4.043293243221058e-05,183.5,-0.00027753034846682566,0.0,25.0,1.7841909162700176,4188160,193,-1.7508864402770997e-08,334.39,0.05474833849785499,377.5000000000002,0.026478782179765403,15.968718379735947
410,4.6317712733978665e-05,195.25,-0.00030789596239628737,0.0,50.0,1.7818080596625805,4198400,193,4.8428773880004884e-09,337.78,0.056671665125359906,400.0,0.0236326074693352,15.968718177080154
411,8.209148471323146e-05,209.0,-0.0005966771321254782,0.0,75.0,1.786916372179985,4208640,193,2.6077032089233397e-09,344.7,0.05918676657291427,355.00000000000045,0.022609169961651788,15.968718183040618
412,5.240433452389226e-05,207.5,-0.00033799631582951404,0.0,75.0,1.787798073142767,4218880,193,4.8428773880004884e-09,348.02,0.05733490633497042,405.00000000000045,0.021835937717696652,15.968718111515045
413,4.21566601916723e-05,197.0,-0.00030411025145440365,0.0,50.0,1.787266730517149,4229120,193,-6.332993507385254e-09,345.31,0.05663438237841121,350.0,0.021977549733128397,15.968718206882476
414,5.652333000281118e-05,185.0,-0.0003811235028479132,0.0,25.0,1.78652660921216,4239360,193,-1.7508864402770997e-08,334.63,0.05787327521749761,425.0,0.020821409093332476,15.968718218803406
