P01:episode_rewards,frames,avg_q_retraced,P09:episode_rewards,policy_loss,policy_gradient_loss,epoch_idx,fps,policy_entropy,rollout_prob_std,advantage_norm,policy_gradient_bias_correction,q_loss,episode_length,model_prob_std,PMM:episode_rewards,explained_variance,avg_q_selected,grad_norm
0.0,7200,0.010766897847255071,0.0,-0.000483349592104787,-0.000483349592104787,1,306,2.176555641492208,0.012864910966406266,0.11987073856095473,0.0,0.0005221402867391589,0,0.012864911680420239,0.0,-4.7775359471639,0.011137790132003526,0.08621226933186045
0.0,14400,0.011465902479055027,0.0,-0.0004920834346800499,-0.0004920834346800499,2,355,2.1883827288945517,0.0077974293225755295,0.08023023245235285,0.0,0.000287258483513142,0,0.0077974291130279505,0.0,-4.657788864771525,0.01206074635653446,0.06169721203103564
0.0,21600,0.0006022968106359864,0.0,0.00011684360603491465,0.00011684360603491465,3,393,2.1966654459635415,0.0028979693772271274,0.03241502704719702,0.0,1.7761912886271602e-05,0,0.0028979694470763206,0.0,-4.819862429300944,0.0004184689714899529,0.005363501406882296
0.0,28800,0.0008492661552736535,0.0,-0.00017016854044413777,-0.00017016854044413777,4,419,2.1964126586914063,0.004284312087111175,0.04226337435344855,0.0,2.091992505484086e-05,0,0.004284312153079857,0.0,-4.832659435272217,0.0010246160275225217,0.004992821478993565
0.0,36000,-0.0005694868854334345,0.0,-3.149530214917225e-05,-3.149530214917225e-05,5,434,2.1970128774642945,0.0017596715168717006,0.0211093133315444,0.0,6.462947381654279e-06,0,0.0017596715925416598,0.0,-4.841561237970988,-0.0005050848695645982,0.001857665690061531
0.0,43200,-0.00038361689730663783,0.0,1.3470459900114898e-05,1.3470459900114898e-05,6,445,2.196904937426249,0.002435028888673211,0.026582505678137143,0.0,8.641717806767702e-06,3324.9166666666665,0.0024350289546418934,0.0,-4.726013739903768,-0.00039803281445832304,0.0022167981819392535
0.0,50400,-0.00036817736302812896,0.0,3.071094483857451e-05,3.071094483857451e-05,7,453,2.197177275021871,0.0008200660231523216,0.009398552123457193,0.0,1.4141682972497924e-06,3324.9166666666665,0.0008200660658379395,0.0,-5.227245155970255,-0.00038184648534903925,0.0010851289269343406
0.0,57600,0.00076165163773112,0.0,-4.5027383778991253e-05,-4.5027383778991253e-05,8,462,2.1971795082092287,0.0008248889770281191,0.010268058783064285,0.0,1.670768806623831e-06,3324.9166666666665,0.0008248890604590997,0.0,-5.065930271148682,0.0007894505669052402,0.0009697705145873033
0.0,64800,-0.0007399651187976512,0.0,5.601453831900471e-05,5.601453831900471e-05,9,467,2.197107760111491,0.001389629580080509,0.015071399137377739,0.0,3.3015668539822704e-06,3324.9166666666665,0.0013896296276167655,0.0,-4.553015454610189,-0.0007788884201242278,0.0009772777242440705
0.0,72000,-0.0008237277516551937,0.0,7.138986143218063e-06,7.138986143218063e-06,10,470,2.197154251734416,0.0009677527399617247,0.01046548787659655,0.0,1.906045762230709e-06,3324.9166666666665,0.0009677527748863212,0.0,-5.348281447092692,-0.0008140760134362305,0.000720468475767715
0.0,79200,-0.0005339127276480819,0.0,-2.4721757654333485e-07,-2.4721757654333485e-07,11,472,2.197093057632446,0.001635341921064537,0.017987325919481614,0.0,3.595761741455779e-06,3324.9166666666665,0.0016353419705410488,0.0,-4.517639684677124,-0.0005214761603080357,0.0010395160436328726
0.0,86400,-0.0009045382151574207,0.0,3.728400629370299e-05,3.728400629370299e-05,12,473,2.1972071727116904,0.00037850469088880346,0.004254829188964019,0.0,4.907010800062987e-07,3324.2916666666665,0.0003785047020452718,0.0,-5.185332266489665,-0.0009362225432899625,0.00026772484366546176
0.0,93600,-0.00026119527833922497,0.0,3.0821558902971445e-05,3.0821558902971445e-05,13,473,2.197214873631795,0.0003675533371279016,0.004501728469040245,0.0,3.4342971038843947e-07,3324.2916666666665,0.00036755331627015645,0.0,-5.167705758412679,-0.0002863275125491782,0.0003247482305173827
0.0,100800,-0.0006838298939328524,0.0,2.533039087211364e-05,2.533039087211364e-05,14,474,2.1972155888875324,0.0002828450162875621,0.004285352878893415,0.0,4.7477814965427946e-07,3324.2916666666665,0.0002828450206531367,0.0,-5.305532566706339,-0.0006995582216404728,0.00030091573309241817
0.0,108000,-0.0005891597645434862,0.0,9.377807267204237e-06,9.377807267204237e-06,15,477,2.197158352533976,0.0012189464435020151,0.013583296960374962,0.0,1.95150442632297e-06,3324.2916666666665,0.0012189464570838027,0.0,-4.425846401850382,-0.0005917703320543903,0.0006668762920359736
0.0,115200,-0.0007483670701428006,0.0,2.5998443910187537e-05,2.5998443910187537e-05,16,482,2.197205169995626,0.0004077286806326204,0.004763200751040131,0.0,5.913726449276643e-07,3324.2916666666665,0.00040772870064150385,0.0,-5.287115168571472,-0.0007572263750868539,0.00025566671347334246
0.0,122400,-0.0004901554593645473,0.0,3.353992209135579e-05,3.353992209135579e-05,17,479,2.197167209803112,0.0019707951341028786,0.012011150370448056,0.0,1.6697698740699423e-06,3324.3333333333335,0.0010866043514634219,0.0,-4.750301762062405,-0.0005128109882530731,0.0005755523483792948
0.0,129600,-0.0005300429728920491,0.0,2.769785047104188e-05,2.769785047104188e-05,18,467,2.197214572975244,0.003072199095007404,0.005058096798138216,0.0,3.159210509200157e-07,3324.3333333333335,0.00044399604123937606,0.0,-4.557299922209568,-0.0005501692736661954,0.00019395481478217224
0.0,136800,-0.0003760252086648996,0.0,1.5535160474056138e-05,1.5535160474056138e-05,19,458,2.1972187269869305,0.0031472936881168385,0.003960398935519605,0.0,1.8840000502219566e-07,3324.3333333333335,0.0003322743480911876,0.0,-4.553516319616017,-0.0003866494057674546,0.00014936189471579547
