fps,approx_kl_divergence,advantage_norm,value_loss,clip_fraction,epoch_idx,policy_loss,grad_norm,frames,explained_variance,P01:episode_rewards,PMM:episode_rewards,P09:episode_rewards,episode_length,policy_entropy
462,0.0027404596402675454,15.968717688322068,0.013589960992976557,0.173681640625,37,-0.0012932080710015726,0.05503992441400205,378880,1.601874828338623e-08,125.0,229.25,325.0,347.95,1.5467184148728848
461,0.0026554884540018974,15.968717795610427,0.012590396830637474,0.1947021484375,38,-0.001537915351218544,0.05842701339917441,389120,-8.195638656616212e-09,125.0,219.5,325.0,344.06,1.5626591838896275
459,0.0025486970048035572,15.968717855215072,0.011059840194138814,0.2068359375,39,-0.001161286069691414,0.057351378909447616,399360,-1.564621925354004e-08,97.5,221.75,327.5000000000002,345.23,1.5159739300608635
459,0.0023091246600529304,15.968717849254608,0.011171230229228968,0.17578125,40,-0.001714384383376455,0.0550329053545889,409600,1.080334186553955e-08,75.0,215.0,325.0,347.06,1.496880628913641
459,0.0031836542036330685,15.968717777729035,0.01161702622048324,0.2341796875,41,-0.0019847481209581018,0.055041058906053555,419840,-2.0861625671386717e-08,72.50000000000001,208.5,327.5000000000002,352.57,1.4825418181717396
459,0.0019742586483857847,15.968717885017394,0.013808430508652237,0.1370361328125,42,-0.0009473584777879296,0.05455390549641405,430080,-5.215406417846679e-09,75.0,219.5,375.0,357.44,1.4743511468172072
459,0.0021225730833691614,15.968717730045318,0.01472867761476664,0.1561279296875,43,-0.0010747604825155576,0.053216456718632586,440320,-3.427267074584961e-08,97.5,239.0,377.5000000000002,357.37,1.4590529039502145
459,0.002039831502480638,15.968717962503433,0.014634495467180385,0.1488037109375,44,-0.0008291379883303307,0.05310157268258715,450560,-8.568167686462402e-09,125.0,263.5,407.5000000000006,357.93,1.395413251966238
459,0.0021438082801125804,15.968717950582505,0.015064178482862189,0.1606689453125,45,-0.0012142693078203593,0.05304291208077577,460800,-8.568167686462402e-09,150.0,277.0,407.5000000000006,360.36,1.3635156273841857
459,0.0023538377893714824,15.968717777729035,0.015182863621157594,0.15341796875,46,-0.0008794089604634792,0.054445031721426215,471040,-5.587935447692871e-09,150.0,274.5,377.5000000000002,358.69,1.4139436669647694
460,0.002470694882003954,15.968717914819717,0.014042535217595287,0.177490234375,47,-0.0011091935266449582,0.05376202823949751,481280,-1.1920928955078126e-08,150.0,265.75,375.0,357.77,1.4450152069330215
459,0.0027253806430962866,15.96871771812439,0.013951662967156154,0.178564453125,48,-0.0008789627157966606,0.053135341553884774,491520,7.450580596923828e-09,150.0,273.75,480.00000000000045,357.21,1.5104749552905559
459,0.002261030854174351,15.968717843294144,0.014941535951220431,0.1696533203125,49,-0.0011587170502025401,0.05925432620235129,501760,-1.1548399925231934e-08,150.0,269.25,435.00000000000085,356.87,1.568145214766264
458,0.0022500199401292776,15.968717557191848,0.013701667067380185,0.1654052734375,50,-0.0006916546917636879,0.0540525645430646,512000,2.2351741790771484e-09,125.0,267.5,527.5000000000002,354.79,1.5753757402300834
459,0.002211837816486195,15.968717789649963,0.014443768907221965,0.1642822265625,51,-0.0011423726682551205,0.05671703432617442,522240,4.470348358154297e-09,125.0,280.5,550.0,358.21,1.5883413635194301
459,0.0026927678014544653,15.968717950582505,0.014135917398380115,0.195263671875,52,-0.001231190259932191,0.055475992698041654,532480,-1.080334186553955e-08,125.0,285.5,552.5000000000002,360.96,1.5803398758172988
459,0.002237680130474473,15.968718034029006,0.014913193661777768,0.167578125,53,-0.0013030672180320835,0.05466311061576147,542720,-1.899898052215576e-08,150.0,289.75,550.0,357.67,1.5466519638895988
459,0.002788321344189626,15.968717950582505,0.015747452061623333,0.2038330078125,54,-0.001271255668689264,0.05972346632284111,552960,1.4528632164001465e-08,150.0,276.0,477.5000000000002,353.89,1.5531529560685158
460,0.002295788050605552,15.968717789649963,0.01493593471677741,0.18447265625,55,-0.0014496786545350915,0.05690065145124362,563200,-1.1175870895385742e-08,150.0,268.5,400.0,348.05,1.5486478731036186
459,0.0019792059973269714,15.968717807531357,0.013470963571307948,0.1578857421875,56,-0.0010439888599648838,0.05380719675178146,573440,-7.450580596923829e-10,147.5,260.25,400.0,350.56,1.532553429156542
460,0.0019350401588980048,15.968717813491821,0.014355091360630467,0.154736328125,57,-0.0011356369439454283,0.05225867947044911,583680,-1.7508864402770997e-08,125.0,273.75,455.0000000000004,359.11,1.483702390640974
459,0.002568573277994801,15.968717831373215,0.015473838584148325,0.1909423828125,58,-0.0017361418678774499,0.05841282123618362,593920,7.450580596923829e-10,125.0,292.25,575.0,366.48,1.4764719501137733
459,0.002707030732676685,15.968717950582505,0.012268758612481178,0.1971435546875,59,-0.0015695861024141778,0.053517203827799106,604160,4.470348358154297e-09,125.0,303.5,600.0,373.91,1.360391678661108
458,0.002139557578749418,15.968717700242996,0.01130718408148823,0.1325927734375,60,-0.000484693164617056,0.04573105872389999,614400,7.450580596923828e-09,125.0,288.25,577.5000000000002,376.31,1.2661059379577637
458,0.0026575339626617733,15.968717861175538,0.01001642156552407,0.1773681640625,61,-0.0007905365975602763,0.04635293776433755,624640,-1.6391277313232423e-08,100.0,272.75,550.0,382.85,1.3239640869200229
458,0.002403379094033653,15.968717753887177,0.010930639822618105,0.18193359375,62,-0.0014143682063149754,0.049004405686262936,634880,1.1175870895385742e-08,97.5,247.75,550.0,379.74,1.4334246300160884
457,0.0022280177141908554,15.968717831373215,0.01149363499134779,0.173681640625,63,-0.0011978818700299598,0.04970108791488509,645120,4.097819328308106e-09,50.0,245.25,550.0,375.63,1.3985549561679362
456,0.002280368845003977,15.96871777176857,0.012197415492482832,0.173681640625,64,-0.00112128545770247,0.047436107220746385,655360,-1.1548399925231934e-08,50.0,250.75,550.0,373.84,1.299107937514782
454,0.0022970401826775343,15.968717849254608,0.012350794544909149,0.153662109375,65,-0.0007493660901673138,0.049793426185057096,665600,1.862645149230957e-09,97.5,296.5,575.0,384.74,1.2516828648746015
454,0.0019813886323504447,15.968717867136002,0.011488810257287697,0.1390869140625,66,-0.0009982155199395493,0.04451875912295218,675840,-1.601874828338623e-08,100.0,291.75,575.0,387.17,1.233546783030033
454,0.002582359297821313,15.968717747926712,0.009716735914116726,0.180029296875,67,-0.0012187954322143923,0.047248310309175076,686080,-2.2724270820617674e-08,75.0,295.25,575.0,387.39,1.3758365117013454
453,0.003154938099555693,15.968713283538818,0.006830017746563044,0.2612060546875,68,-0.00167998303877539,0.048472732403068305,696320,-7.450580596923829e-10,47.50000000000001,248.0,527.5000000000002,368.2,1.3986728742718697
452,0.0030084847293096574,15.968715286254882,0.0065476520909669485,0.2271484375,69,-0.0011696642985043581,0.04742556503813391,706560,1.4901161193847656e-08,0.0,182.25,502.5000000000002,348.16,1.341505166888237
452,0.002445095701074251,15.96871775984764,0.00990194587939186,0.192333984375,70,-0.0012989716997253709,0.052645139722933665,716800,1.4901161193847656e-08,25.0,168.0,502.5000000000002,342.49,1.378697717934847
451,0.0023832564517903164,15.968717682361603,0.01207598638429772,0.1944091796875,71,-0.0012171839178336085,0.05517658210299929,727040,-1.080334186553955e-08,25.0,175.25,450.0,345.65,1.3995871365070343
449,0.0024918576332339628,15.96871770620346,0.012838937027117936,0.1845947265625,72,-0.001043559414392803,0.05055786829589175,737280,-9.685754776000977e-09,50.0,229.0,527.5000000000002,360.9,1.39301900267601
447,0.0025577350015680623,15.968717795610427,0.012768811731075403,0.1874267578125,73,-0.0014958436939195962,0.050043617122161564,747520,2.2351741790771484e-09,125.0,281.5,575.0,382.97,1.3705494925379753
446,0.002569649779786687,15.968717831373215,0.013122480834863382,0.19296875,74,-0.0009366531241539633,0.057554841023312917,757760,-1.4901161193847657e-09,150.0,307.75,575.0,392.38,1.409779029339552
445,0.0025436620184905224,15.968717741966248,0.012114214974280913,0.17568359375,75,-0.0016308743786794366,0.050916552148356733,768000,-9.313225746154785e-09,150.0,318.0,577.5000000000002,396.63,1.3997649237513543
444,0.002000611038619127,15.968717968463897,0.012365019133721945,0.171826171875,76,-0.0009940108495356981,0.05196503669429211,778240,4.470348358154297e-09,150.0,298.0,575.0,387.07,1.3680315397679805
442,0.002191409380168352,15.968717712163926,0.012631883925678267,0.169775390625,77,-0.0004066922381753102,0.051956594095187617,788480,-1.1175870895385742e-09,125.0,275.25,550.0,374.41,1.4292763747274875
438,0.00194983097152317,15.96871783733368,0.013311868801247328,0.1569091796875,78,-0.000872985360911116,0.04879363717580619,798720,1.862645149230957e-09,125.0,250.75,527.5000000000002,363.2,1.4065809182822704
434,0.0023618835136176132,15.968717873096466,0.013164647931989747,0.188720703125,79,-0.0015987510814738926,0.055197993436576206,808960,-3.3527612686157227e-09,125.0,266.25,527.5000000000002,359.55,1.4338004462420941
430,0.0024494371139439862,15.968717795610427,0.009690589604724664,0.1646240234375,80,-0.0011417499699746259,0.04719242013298427,819200,2.4959444999694825e-08,75.0,232.5,480.00000000000045,343.86,1.4038157150149346
427,0.00266994020241782,15.96871737241745,0.007093363641160977,0.21025390625,81,-0.0009797711012652145,0.04896519222754657,829440,2.9802322387695314e-09,25.0,195.75,385.00000000000085,333.48,1.4411921113729478
423,0.0031539657250732487,15.968706142902374,0.005143003646094257,0.232080078125,82,-0.0013283685540955048,0.04552402775307597,839680,-2.9802322387695314e-09,0.0,115.5,225.0,312.99,1.4009361945092678
420,0.0029129353185055606,15.968717068433762,0.005806291580734068,0.2321533203125,83,-0.001123310552429757,0.045137693256093334,849920,-7.82310962677002e-09,0.0,93.0,177.50000000000023,311.22,1.397426974028349
417,0.0037179309039402143,15.968716371059418,0.005659020039843199,0.26943359375,84,-0.0009841562685323879,0.047767502241430816,860160,1.080334186553955e-08,22.500000000000007,72.75,152.50000000000023,303.01,1.4437702260911465
413,0.004061265126892977,15.96871746778488,0.007236247863420431,0.27158203125,85,-0.0009813426397158765,0.051179482866073114,870400,9.313225746154785e-09,25.0,97.0,200.0,311.34,1.556517194956541
410,0.0042126942431195856,15.968716287612915,0.0070144784223202805,0.232763671875,86,-0.0010975892277201638,0.05066098880119613,880640,-1.3411045074462891e-08,25.0,116.5,202.50000000000023,316.92,1.5432302437722683
406,0.003212251824379564,15.968716895580291,0.010231556340335147,0.2235595703125,87,-0.0009699634567368776,0.05307328468954122,890880,-1.6763806343078613e-08,25.0,139.75,275.0,324.66,1.5779964402318
403,0.002324931633899041,15.968717753887177,0.013685741624794901,0.177392578125,88,-0.0012271289557247655,0.054214476983593204,901120,-6.7055225372314455e-09,47.50000000000001,177.75,327.5000000000002,334.31,1.586715006828308
400,0.00290309686170076,15.96871787905693,0.011334982317930554,0.1802001953125,89,-0.0012128657443099655,0.05298274633652182,911360,-7.450580596923829e-10,50.0,207.0,377.5000000000002,340.45,1.6455183647572995
397,0.003026252950030539,15.968717807531357,0.012573190266266465,0.260107421875,90,-0.0014830713282208308,0.05828032686474751,921600,2.2351741790771484e-08,50.0,238.5,577.5000000000002,349.47,1.7015486538410187
395,0.0029146177204324884,15.968717843294144,0.011100606000400148,0.227783203125,91,-0.0016735417077143211,0.05650157899902414,931840,1.0430812835693359e-08,50.0,248.5,577.5000000000002,352.58,1.6874268762767315
393,0.0025340180850406567,15.968717801570893,0.01157350387366023,0.2259033203125,92,-0.0016199366236833157,0.05376247523882841,942080,2.9802322387695314e-09,50.0,241.0,575.0,355.57,1.6242278642952441
391,0.002791857074987547,15.968717557191848,0.010174487470612803,0.21259765625,93,-0.0012248451872437726,0.052710078475981345,952320,8.195638656616212e-09,50.0,229.5,575.0,358.77,1.5722314275801181
389,0.0026683227311878,15.96871758699417,0.00852217070350889,0.2151611328125,94,-0.001106861390871927,0.05199728826435483,962560,7.450580596923829e-10,50.0,198.75,400.0,351.89,1.5798002012073993
387,0.0027171418818511483,15.968717920780183,0.007228646424118778,0.2321533203125,95,-0.001056072494975524,0.05296742032955527,972800,1.825392246246338e-08,25.0,175.0,377.5000000000002,352.74,1.5498772911727428
385,0.0023890916054597256,15.968717682361603,0.009364688025016221,0.218505859375,96,-0.001210408713814104,0.051411335916436054,983040,-1.7508864402770997e-08,25.0,155.0,302.5000000000002,344.93,1.5346290849149227
383,0.0026907023135890997,15.96871771812439,0.01177891282904966,0.2072509765625,97,-0.0011968076880293666,0.05214291551959186,993280,-8.195638656616212e-09,25.0,180.75,327.5000000000002,358.59,1.606147101521492
381,0.002825477980945834,15.968717914819717,0.010658316423359793,0.2043701171875,98,-0.0012140303741034586,0.05384809503926535,1003520,-1.7508864402770997e-08,25.0,183.25,302.5000000000002,359.71,1.697438481450081
379,0.00260748478547157,15.968717777729035,0.01074032604592503,0.230615234375,99,-0.0010279202309902758,0.0550354683408814,1013760,-3.3527612686157227e-09,50.0,212.0,375.0,363.06,1.6636947698891162
377,0.003030351992447322,15.968717652559281,0.008837360542929672,0.23525390625,100,-0.0011726673434168332,0.05378869793198639,1024000,5.587935447692871e-09,50.0,198.5,330.0000000000004,359.48,1.6301063679158687
376,0.003318744609123314,15.96870396733284,0.007768418909132357,0.249267578125,101,-0.0011943753281229875,0.050028650504106,1034240,-7.450580596923828e-09,50.0,181.25,325.0,353.6,1.625944346189499
374,0.0027950500279189327,15.968717950582505,0.008811457583215087,0.2169189453125,102,-0.0014347102784086018,0.048043457583329924,1044480,1.0430812835693359e-08,50.0,158.5,250.0,349.67,1.492744304984808
372,0.00299493908853492,15.968717247247696,0.006259558783222019,0.2318115234375,103,-0.00033494998497189953,0.047056499635461754,1054720,-1.1548399925231934e-08,47.50000000000001,141.75,250.0,349.47,1.5062746033072472
371,0.003478305272705029,15.968712627887726,0.005423172179666836,0.2454833984375,104,-0.0008601191872003256,0.04518734360058875,1064960,8.568167686462402e-09,25.0,127.25,250.0,339.76,1.5411205396056176
369,0.0034175437862018045,15.968717014789581,0.008181818040566214,0.299169921875,105,-0.0014975781952671241,0.0522244931253674,1075200,5.960464477539063e-09,25.0,122.5,225.0,337.35,1.605159915983677
367,0.003002549733309934,15.968717098236084,0.007549021787991705,0.243017578125,106,-0.0011448060555267147,0.04988953949938332,1085440,-1.1548399925231934e-08,25.0,122.0,225.0,334.74,1.6493830695748328
366,0.0029993300406772503,15.968717074394226,0.0063838616807515795,0.253125,107,-0.00155423308351601,0.04922687458602645,1095680,-9.313225746154785e-09,25.0,141.75,282.5000000000007,337.5,1.688173084706068
365,0.003435802965543644,15.968713855743408,0.006521312324838391,0.2498779296875,108,-0.0005911928717978298,0.051871234286399705,1105920,2.2351741790771484e-09,0.0,124.25,275.0,330.79,1.7412329092621803
363,0.0033621361790437732,15.968717437982558,0.009156856849040195,0.2758056640625,109,-0.001399036946531851,0.05544510235670488,1116160,-5.215406417846679e-09,0.0,136.0,282.5000000000007,329.91,1.7314521297812462
362,0.0034900693635279366,15.96871770620346,0.008902553650113987,0.2963623046875,110,-0.0014996298428741283,0.059658401463197876,1126400,-3.3527612686157227e-09,22.500000000000007,144.75,275.0,331.91,1.7600907854735852
360,0.002718310656251788,15.968717807531357,0.00966846145602176,0.23564453125,111,-0.0014136233196040849,0.05438070018209149,1136640,7.450580596923829e-10,25.0,164.75,300.0,335.12,1.7415530510246753
359,0.00217182378958114,15.968717640638351,0.011333125109013053,0.18681640625,112,-0.000786637922283262,0.05388900967663076,1146880,1.30385160446167e-08,25.0,179.25,332.5000000000006,333.37,1.706524334102869
358,0.0024282608563794385,15.968717813491821,0.013237072845004149,0.209765625,113,-0.0012786265371687478,0.05575382856624641,1157120,-9.313225746154785e-09,50.0,197.75,400.0,331.72,1.6669931143522263
356,0.002305035308609149,15.968717801570893,0.012434499157825485,0.1811279296875,114,-0.0015027701901999535,0.04930146570794096,1167360,-2.458691596984863e-08,50.0,217.25,410.00000000000085,338.18,1.5575741782784462
355,0.002390099138972346,15.968717908859253,0.014910565959871747,0.209326171875,115,-0.0010780455446365521,0.05533557559587182,1177600,2.2351741790771484e-09,75.0,236.5,355.00000000000045,344.53,1.5286749973893166
354,0.0023260141694663615,15.968717855215072,0.014732656910200603,0.1990478515625,116,-0.0009130048685619841,0.0571896200291734,1187840,-1.2665987014770507e-08,125.0,259.0,527.5000000000002,354.26,1.6523872584104538
353,0.0026360241072097778,15.96871777176857,0.014291276449512225,0.2165771484375,117,-0.0018248681957629743,0.05625333307723177,1198080,1.0058283805847169e-08,125.0,267.75,525.0,353.98,1.6611869148910046
351,0.0023197721479846223,15.968717724084854,0.015021010331111029,0.1697021484375,118,-0.000761064508697018,0.05507741097242404,1208320,-7.450580596923829e-10,147.5,288.0,550.0,356.45,1.6540195405483247
350,0.004383298239662281,15.96871783733368,0.014434556392370724,0.28984375,119,-0.002016205576364882,0.05785906752119326,1218560,-5.215406417846679e-09,125.0,268.5,410.00000000000085,347.79,1.631605751812458
349,0.0026945739189386587,15.968717688322068,0.010151038070944196,0.2137451171875,120,-0.0010243962045933586,0.05255830029716211,1228800,5.215406417846679e-09,97.5,241.0,375.0,343.08,1.7113008044660092
349,0.002657670505573151,15.968717640638351,0.010616873085018597,0.2400390625,121,-0.0014204163726390107,0.05552457848693112,1239040,-5.587935447692871e-09,50.0,204.5,350.0,335.7,1.7419809982180596
347,0.0020796538049580706,15.96871525645256,0.00963038156831999,0.1933349609375,122,-0.0009188107156660408,0.05417732517466219,1249280,3.725290298461914e-09,50.0,186.5,350.0,336.68,1.721784607321024
347,0.0030288402299902374,15.96871799826622,0.009642934349540156,0.2552490234375,123,-0.0016555521349800983,0.05163923178740955,1259520,-6.332993507385254e-09,50.0,177.75,327.5000000000002,335.77,1.6806597329676152
346,0.002061345934907877,15.968717843294144,0.010938174407056068,0.1820068359375,124,-0.0010925634574959985,0.05382466120911161,1269760,-2.2351741790771484e-09,50.0,180.0,350.0,336.53,1.6760202638804913
345,0.002298870191827973,15.968717753887177,0.012302148375238176,0.2072509765625,125,-0.0012114830024074763,0.05303848170416127,1280000,-6.332993507385254e-09,50.0,195.5,350.0,337.9,1.650401735305786
344,0.002095877045644556,15.968717747926712,0.0099976366305782,0.210205078125,126,-0.0008271984275779687,0.052697566889578364,1290240,-1.1175870895385742e-08,25.0,200.0,352.5000000000002,338.65,1.6353741973638534
342,0.002652650492848352,15.968717926740647,0.011202404131472577,0.2093505859375,127,-0.0012606767486431636,0.05302712907157666,1300480,2.9802322387695314e-09,25.0,219.5,502.5000000000002,345.38,1.649353527277708
342,0.00215483789619384,15.96871754527092,0.009810112068043964,0.1868408203125,128,-0.0007265494252351346,0.052274513795176905,1310720,-2.2351741790771484e-09,25.0,194.75,457.5000000000006,339.55,1.6269805155694486
341,0.0028764434670392803,15.968710798025132,0.005669034841268683,0.254736328125,129,-0.0009376222806167789,0.05023472749116823,1320960,-7.82310962677002e-09,25.0,190.5,527.5000000000002,338.85,1.5867530770599843
340,0.002881704029141474,15.968717765808105,0.00966218097928504,0.210888671875,130,-0.001220163144171238,0.04782279546376996,1331200,-3.725290298461914e-09,25.0,167.75,427.5000000000002,337.39,1.5120833039283752
339,0.0018885042965166576,15.968717974424361,0.01002514518040698,0.171337890625,131,-0.0004178297065664083,0.047132741009219256,1341440,1.0058283805847169e-08,25.0,169.75,427.5000000000002,337.03,1.497056782245636
338,0.0023387967335366964,15.96871758699417,0.00898492466776588,0.1862060546875,132,-0.00108797774737468,0.04449091734834538,1351680,-2.9802322387695314e-09,25.0,175.0,400.0,343.93,1.4001164384186269
337,0.002088901166763435,15.968717551231384,0.01319098795647733,0.156591796875,133,-0.0010368405193730724,0.048410415898924725,1361920,7.82310962677002e-09,50.0,213.25,455.0000000000004,359.74,1.4738588809967041
336,0.0026318800688386545,15.96871777176857,0.01277875200175913,0.207470703125,134,-0.0013506017290637828,0.05317627194267828,1372160,-1.3783574104309083e-08,50.0,240.25,502.5000000000002,361.95,1.5730412319302558
336,0.002296630164434532,15.96871782541275,0.012556057394613162,0.187255859375,135,-0.0011891500696947332,0.05324013903451328,1382400,-5.215406417846679e-09,97.5,259.75,550.0,369.85,1.5468891732394696
335,0.0027441061630668175,15.968717819452285,0.010942586003511678,0.250439453125,136,-0.0011859644422656857,0.05517688250498529,1392640,-1.3783574104309083e-08,97.5,246.5,502.5000000000002,357.09,1.558464677631855
334,0.002338654295613196,15.968717849254608,0.009749820128490683,0.2026123046875,137,-0.0012967340167961082,0.0494235359802255,1402880,1.1920928955078126e-08,50.0,230.75,500.0,352.28,1.5963514998555184
333,0.0034715555779257557,15.968717116117478,0.006604969100794733,0.2807861328125,138,-0.0011776778443163493,0.04920418836447141,1413120,-1.3783574104309083e-08,25.0,172.25,375.0,330.81,1.6361215651035308
