fps,approx_kl_divergence,advantage_norm,value_loss,clip_fraction,epoch_idx,policy_loss,grad_norm,frames,explained_variance,P01:episode_rewards,PMM:episode_rewards,P09:episode_rewards,episode_length,policy_entropy
291,0.0017503116929333373,15.96871799826622,0.013963270632666535,0.1985595703125,258,-0.0010479881831997773,0.05511898571584184,2641920,-5.215406417846679e-09,125.0,234.25,350.0,344.22,1.6562706768512725
291,0.001988361141968653,15.968717861175538,0.012622131836542394,0.2287841796875,259,-0.001262226812832523,0.05424741992256769,2652160,-1.7136335372924803e-08,122.5,245.5,457.5000000000006,353.79,1.6452658846974373
290,0.0015973653142140165,15.96871782541275,0.01319689890187874,0.1815673828125,260,-0.0009405342090758495,0.05338820489943473,2662400,1.3783574104309083e-08,120.00000000000001,261.25,527.5000000000002,362.39,1.6246082492172718
290,0.0014744267118999232,15.968717741966248,0.013842726373877668,0.1855712890625,261,-0.0011137737335957354,0.055786282073704875,2672640,-2.2351741790771484e-09,122.5,256.25,500.0,364.53,1.6331625550985336
290,0.00165897264242858,15.96871789097786,0.014179253787369816,0.2231689453125,262,-0.0012894766518002144,0.05710222556742871,2682880,-1.4156103134155273e-08,97.5,265.75,500.0,368.37,1.6535960637032985
290,0.0014024372749929625,15.968717831373215,0.013860981572361198,0.169775390625,263,-0.0009415242107934319,0.05567339252549961,2693120,1.1175870895385742e-09,125.0,268.0,452.50000000000017,366.31,1.6677552588284015
290,0.0015271260487736526,15.968717807531357,0.013048992377298419,0.18134765625,264,-0.001086433369346196,0.05565110573651906,2703360,-1.0430812835693359e-08,122.5,275.25,505.00000000000045,366.78,1.6469212174415588
290,0.0017016903769217606,15.968718039989472,0.015039236852317117,0.1888671875,265,-0.0010496612907445525,0.05610804769584582,2713600,6.7055225372314455e-09,125.0,269.75,475.0,363.71,1.61409902125597
289,0.0018621228442555094,15.968717741966248,0.01383594543876825,0.213818359375,266,-0.0009903758469590684,0.054773197731234166,2723840,3.3527612686157227e-09,125.0,274.5,532.5000000000007,360.77,1.6099108092486858
289,0.0015476661237670442,15.968717747926712,0.013557578433756134,0.188916015625,267,-0.0009871362413832684,0.052665784212017244,2734080,-1.1920928955078126e-08,125.0,287.0,625.0,362.76,1.563538910448551
289,0.0015214025446425694,15.968717670440673,0.013084181092199287,0.19375,268,-0.0011017495948181023,0.05376517322830916,2744320,-7.078051567077636e-09,125.0,289.25,625.0,364.37,1.563497568666935
289,0.0015756812228005402,15.968717700242996,0.012940404351684264,0.207958984375,269,-0.0010744268038251903,0.05291967994644544,2754560,-1.1175870895385742e-08,125.0,273.75,552.5000000000002,362.96,1.6095781363546848
289,0.0020228904830673854,15.968717622756959,0.010645317575654189,0.2493896484375,270,-0.0015683988211094401,0.05540073637562186,2764800,3.725290298461914e-09,75.0,248.25,552.5000000000002,354.73,1.6726407811045647
289,0.0012815691222044733,15.968717849254608,0.011779803242825437,0.140966796875,271,-0.0005346819623810006,0.053283111112594816,2775040,-1.1920928955078126e-08,50.0,239.0,550.0,350.34,1.6969686858356
288,0.0014834465553235532,15.96871789097786,0.013281445742177312,0.1904541015625,272,-0.0008821738920232747,0.05759469114706327,2785280,-9.313225746154785e-09,50.0,226.5,500.0,351.07,1.6810884907841683
288,0.0015863710359212747,15.968717867136002,0.013266628270503133,0.1979736328125,273,-0.001096587851861841,0.05457715863812627,2795520,-7.82310962677002e-09,50.0,226.5,477.5000000000002,347.56,1.663715671747923
288,0.001393077829564504,15.968718004226684,0.014973892792477272,0.152197265625,274,-0.0008123729756334796,0.05229551195206879,2805760,-1.0058283805847169e-08,97.5,244.25,402.5000000000002,350.51,1.6238503977656364
288,0.0015350615195075079,15.968717747926712,0.012853300423012115,0.2072021484375,275,-0.0006478289440565276,0.056586452630653594,2816000,-5.587935447692871e-09,75.0,251.5,477.5000000000002,344.47,1.6450136311352253
288,0.0017096546636139465,15.968718028068542,0.01407437848247355,0.2288330078125,276,-0.0011092715474660508,0.056381418083133225,2826240,1.3411045074462891e-08,97.5,254.75,455.0000000000004,346.91,1.6711717195808888
288,0.0015681496149774431,15.968717688322068,0.012675820084405131,0.17431640625,277,-0.0008545307722670259,0.053734464848204114,2836480,3.725290298461914e-09,75.0,240.75,382.5000000000007,341.99,1.6988467775285243
288,0.0016609487618325148,15.968717896938324,0.010714733782515395,0.207958984375,278,-0.0008108029767754487,0.05411457054703448,2846720,-4.8428773880004884e-09,72.50000000000001,233.25,427.5000000000002,346.6,1.6844413906335831
287,0.0017509510725744804,15.968717765808105,0.00970297404928715,0.2343017578125,279,-0.0009490100510447519,0.05606764593027249,2856960,-4.097819328308106e-09,50.0,205.25,375.0,340.0,1.6353486143052578
287,0.0015782703197714909,15.968717521429062,0.010553837744009798,0.2093994140625,280,-0.0009484954902291065,0.054903570983997715,2867200,-2.6077032089233397e-09,50.0,195.25,377.5000000000002,340.82,1.6425102069973945
287,0.0017630621319995043,15.968717730045318,0.011340455115714576,0.240576171875,281,-0.001216503745308728,0.0544741503675152,2877440,7.450580596923828e-09,50.0,196.25,402.5000000000002,341.1,1.6838958032429219
287,0.0015709125301356154,15.968717724084854,0.013162803309387527,0.21015625,282,-0.0012560934079374419,0.05346065580486588,2887680,1.0430812835693359e-08,50.0,209.75,350.0,344.99,1.6875483065843582
287,0.0014339090371151997,15.96871787905693,0.013255570313776843,0.1826171875,283,-0.0006402625611372059,0.05609987984039725,2897920,-1.3783574104309083e-08,75.0,230.0,402.5000000000002,346.0,1.6744957812130452
287,0.0016247356667690837,15.968717712163926,0.01068869111550157,0.2142333984375,284,-0.0012768963737471496,0.056271621155058016,2908160,-1.899898052215576e-08,50.0,214.25,350.0,341.7,1.680176594853401
287,0.0017981981578486738,15.96871662735939,0.008847533955884047,0.193798828125,285,-0.0008751846151426434,0.05130446258942807,2918400,1.0430812835693359e-08,25.0,196.75,327.5000000000002,338.23,1.684997383505106
287,0.0021647929173184365,15.96871758699417,0.007415953080453619,0.253173828125,286,-0.0011448110126366373,0.05160683843311602,2928640,-7.450580596923829e-10,25.0,159.0,300.0,330.44,1.7373498551547528
286,0.0027433444848611543,15.968717378377914,0.00837678671418871,0.300439453125,287,-0.0009008516688481904,0.05258051193480915,2938880,-1.30385160446167e-08,22.500000000000007,142.75,275.0,330.19,1.748180766403675
286,0.0021893743584314508,15.968717509508133,0.007561462405556085,0.246044921875,288,-0.0009424795487575465,0.053041716197288036,2949120,1.30385160446167e-08,0.0,130.5,225.0,326.58,1.7143530450761317
286,0.00205907281688269,15.968711721897126,0.004884369711962222,0.25078125,289,-0.0008782798293395899,0.04975920431194207,2959360,-1.2293457984924316e-08,0.0,122.0,225.0,324.55,1.7190018214285374
286,0.0020569687442957727,15.968717277050018,0.00597806490691255,0.2507080078125,290,-0.0010930126380117144,0.049704998411731226,2969600,6.332993507385254e-09,0.0,102.5,200.0,312.32,1.7045953027904033
286,0.0019103658064523188,15.96871613264084,0.006557120507413572,0.2696044921875,291,-0.0011421934243116994,0.05025101053699825,2979840,-3.725290298461914e-09,25.0,98.25,200.0,313.79,1.7208224415779114
286,0.002074851293264146,15.968717402219772,0.006759931911255989,0.2674072265625,292,-0.0009679990413133055,0.05077090092910371,2990080,-7.450580596923829e-10,25.0,99.75,200.0,317.26,1.7397165849804879
286,0.0015800366421672152,15.96871750354767,0.00794506853690109,0.2125732421875,293,-0.0009457835658395197,0.05013671450850029,3000320,7.82310962677002e-09,25.0,124.25,275.0,328.86,1.7153282359242439
285,0.001949358469641993,15.968717497587203,0.007462864776698552,0.245166015625,294,-0.0006618153209274169,0.05068147485412683,3010560,7.450580596923829e-10,22.500000000000007,130.5,275.0,330.72,1.6629945799708366
285,0.0023570511882894606,15.968717569112778,0.007930675433090072,0.286279296875,295,-0.0012965162881300786,0.05191123737507282,3020800,-1.4528632164001465e-08,25.0,144.5,275.0,333.98,1.6578622184693814
285,0.002112501172257453,15.968717020750045,0.0063396906293064605,0.2949951171875,296,-0.0011910237008123659,0.04938004547234507,3031040,2.9802322387695314e-09,25.0,139.75,250.0,329.7,1.7066974759101867
285,0.0019629280528874913,15.968717521429062,0.006738289964459909,0.2614501953125,297,-0.0005876091468962841,0.05240092838511885,3041280,-3.3527612686157227e-09,25.0,133.0,227.5000000000002,325.92,1.7081041254103184
285,0.002504937367984894,15.96871668100357,0.006245979224286202,0.310400390625,298,-0.0010237231464998331,0.05239285320638755,3051520,-8.195638656616212e-09,25.0,125.0,227.5000000000002,320.41,1.6883375704288484
285,0.0023953844752895746,15.968714094161987,0.0048528478338141666,0.331787109375,299,-0.0009957961527106817,0.05087075613463388,3061760,7.450580596923828e-09,0.0,102.5,200.0,312.44,1.7018408007919787
285,0.0021706026186166126,15.968633502721786,0.005048924805794053,0.2790283203125,300,-0.001024897260049329,0.049496522638109886,3072000,-1.1548399925231934e-08,0.0,89.75,200.0,306.9,1.6473165921866895
285,0.002121131175965729,15.968717461824417,0.005369810907882311,0.27294921875,301,-0.0010105712470249272,0.049748017082827535,3082240,7.450580596923828e-09,0.0,79.25,175.0,304.35,1.6731491282582283
284,0.0021638383761995784,15.968716913461686,0.005560916912315861,0.305078125,302,-0.0013537670631194488,0.04956042978193877,3092480,0.0,0.0,89.75,175.0,306.93,1.6841625802218914
284,0.0025258279862725884,15.968716847896577,0.004627946660548332,0.2898193359375,303,-0.0007904087473434629,0.0478374219102055,3102720,1.080334186553955e-08,0.0,85.0,175.0,307.92,1.6072901211678983
284,0.002009659691213983,15.968700963258744,0.0032447848589395533,0.2529541015625,304,-0.0005709946926799603,0.04588046643612019,3112960,1.2665987014770507e-08,0.0,70.25,150.0,303.44,1.646440362930298
284,0.002047481109485716,15.968717783689499,0.007239126972490339,0.277880859375,305,-0.0008932211338105844,0.05221817040939114,3123200,7.82310962677002e-09,0.0,74.25,127.50000000000021,303.58,1.7487303584814071
284,0.0013862128688742815,15.968717610836029,0.009480928158882306,0.1804443359375,306,-0.0005252032708085608,0.05332579840629843,3133440,-8.568167686462402e-09,0.0,112.5,277.5000000000002,315.97,1.7679879069328308
284,0.0018389626231282818,15.968717682361603,0.010715668776629172,0.2480224609375,307,-0.0011561273226107006,0.05736285295784921,3143680,2.9802322387695314e-09,25.0,159.25,377.5000000000002,329.26,1.760872495174408
284,0.0023090094800636506,15.968717694282532,0.008315958275306911,0.289208984375,308,-0.0011989280101261102,0.05271063436630326,3153920,3.7252902984619143e-10,50.0,182.5,402.5000000000002,337.09,1.7563417084515094
284,0.0019283846890942868,15.968717634677887,0.008898953242169227,0.2673828125,309,-0.0010249292907246854,0.054177607790241944,3164160,7.82310962677002e-09,25.0,163.25,352.5000000000002,330.9,1.7387865871191024
283,0.0016092156432421234,15.968716889619827,0.008140835737867747,0.2397705078125,310,-0.0010363137833337532,0.0528800715882765,3174400,-1.4901161193847657e-09,50.0,162.75,377.5000000000002,333.15,1.760227319598198
283,0.0017096337973612208,15.968717670440673,0.008762017677508994,0.265478515625,311,-0.0012265191264305031,0.05396829523235662,3184640,-3.3527612686157227e-09,25.0,145.5,277.5000000000002,332.12,1.7577747687697411
283,0.0019300581297784446,15.968717741966248,0.010671732625633012,0.2813720703125,312,-0.0014855849552986911,0.05629174417590253,3194880,-1.2293457984924316e-08,25.0,158.75,300.0,337.92,1.7604215689003468
283,0.0018085828673974902,15.968717652559281,0.011377058831567411,0.2532470703125,313,-0.0012499081385612953,0.05646427031751959,3205120,-5.215406417846679e-09,25.0,164.25,300.0,339.56,1.7596531055867672
283,0.0014281584657055645,15.96871758699417,0.009698434406527668,0.20595703125,314,-0.0007814835393219255,0.05494451492457083,3215360,9.685754776000977e-09,47.50000000000001,189.25,302.5000000000002,350.57,1.742482915520668
283,0.0020598414414962464,15.968717712163926,0.011805667213047854,0.2762451171875,315,-0.001627270391327329,0.05727554217401774,3225600,-5.215406417846679e-09,50.0,199.75,400.0,353.74,1.7138395622372626
283,0.0017409689801468175,15.96871775984764,0.010803383765050967,0.2455322265625,316,-0.0011396584148315014,0.05290757367027203,3235840,-1.9744038581848144e-08,50.0,201.0,400.0,352.8,1.6778076067566872
283,0.0019337671744040108,15.968717736005782,0.011123813866288402,0.276904296875,317,-0.001303781641399837,0.0562649987757247,3246080,-2.9429793357849122e-08,72.50000000000001,192.75,302.5000000000002,348.4,1.6575781978666781
282,0.0013704124676536366,15.96871782541275,0.011461549164960162,0.2024169921875,318,-0.0008201926524634473,0.0560427322539017,3256320,5.215406417846679e-09,75.0,199.75,327.5000000000002,347.87,1.7127585656940938
282,0.001510038891495924,15.968717777729035,0.012172368046594783,0.2093505859375,319,-0.0008182398581993766,0.05476896838863612,3266560,0.0,75.0,205.75,327.5000000000002,345.98,1.725542066246271
282,0.002118836300741123,15.968717694282532,0.01020206403463817,0.2752197265625,320,-0.0011624803672020789,0.05550382850507346,3276800,2.9802322387695314e-09,75.0,211.75,452.50000000000017,343.28,1.7383304096758365
282,0.0015954344602903347,15.968717741966248,0.011978759013436502,0.231884765625,321,-0.0009078471877728589,0.05437230412970786,3287040,2.2351741790771484e-09,75.0,215.5,452.50000000000017,344.79,1.7382952235639095
282,0.0016345498014061377,15.96871777176857,0.012887708420748822,0.2482177734375,322,-0.0013488174765370787,0.05831555216250741,3297280,3.7252902984619143e-10,75.0,219.25,455.0000000000004,345.23,1.6923679500818252
282,0.0015294707368241234,15.968717831373215,0.01140323762083426,0.2052978515625,323,-0.0008102237559796776,0.05519969321944351,3307520,-1.4156103134155273e-08,75.0,217.75,402.5000000000002,347.46,1.735305418819189
282,0.001365984197468606,15.968717831373215,0.011956367381208111,0.216845703125,324,-0.0005778807710157708,0.057184412485930466,3317760,-1.1920928955078126e-08,75.0,218.75,402.5000000000002,345.36,1.7542386546730995
281,0.0014308234281713793,15.96871758699417,0.011199279871652834,0.213623046875,325,-0.0010917250492639141,0.05443137010605849,3328000,-2.9802322387695314e-09,50.0,205.25,377.5000000000002,341.25,1.7601493678987026
281,0.0016922801663270092,15.968717652559281,0.010233811853413498,0.2581787109375,326,-0.0009659443127020495,0.05528091435968078,3338240,-1.862645149230957e-09,50.0,211.25,382.5000000000007,342.74,1.7537123881280423
281,0.0017460147931501525,15.968717640638351,0.009128624089862569,0.263525390625,327,-0.0010220035419479245,0.05433660992985238,3348480,-4.8428773880004884e-09,50.0,193.5,352.5000000000002,338.17,1.7588003732264041
281,0.0017481127898236082,15.968717694282532,0.011080913865589537,0.26474609375,328,-0.0010917668372712797,0.0550613712895577,3358720,1.0058283805847169e-08,50.0,189.0,327.5000000000002,337.2,1.7695719078183174
281,0.0017710245410626157,15.968717670440673,0.010922146026132395,0.2723388671875,329,-0.001189669228551793,0.056128511687646855,3368960,2.2351741790771484e-09,50.0,188.5,325.0,340.22,1.748119991272688
281,0.0012471471199091866,15.968717849254608,0.011002806265605614,0.190234375,330,-0.0007758317860862007,0.05507510013371163,3379200,9.685754776000977e-09,50.0,193.75,325.0,338.69,1.7472901433706283
281,0.0014309305729739209,15.968717843294144,0.009811101067134587,0.20234375,331,-0.0007649629435036332,0.05305749644456202,3389440,1.4901161193847657e-09,50.0,198.0,427.5000000000002,340.87,1.7506515696644782
281,0.0017965113631476016,15.96871721148491,0.010360128883257857,0.265576171875,332,-0.0009109857222938444,0.05693595603141236,3399680,-1.0058283805847169e-08,50.0,185.5,402.5000000000002,335.08,1.7593208886682987
281,0.001604963596980724,15.968717688322068,0.010644640630926006,0.222216796875,333,-0.0008856459531671135,0.05412080087991389,3409920,-7.450580596923828e-09,50.0,192.0,502.5000000000002,335.2,1.7541595347225667
281,0.0016834275227211037,15.96871787905693,0.012406661521890783,0.2527099609375,334,-0.0013107797429256606,0.0565854983852571,3420160,-1.2293457984924316e-08,50.0,201.25,455.0000000000004,335.59,1.7445245698094367
281,0.0017575550333333468,15.96871775984764,0.010675381583860144,0.2254638671875,335,-0.000945179254267714,0.052880825085050785,3430400,-5.960464477539063e-09,50.0,216.75,500.0,343.9,1.7458453245460988
280,0.001727691891875338,15.968717592954636,0.009609112852194812,0.2563232421875,336,-0.0009889132401440293,0.05378789476029877,3440640,-5.960464477539063e-09,72.50000000000001,203.5,382.5000000000007,343.33,1.740082448720932
280,0.0015939417495076213,15.968717640638351,0.009723629194832028,0.2784912109375,337,-0.0014472107799520018,0.056064642269177865,3450880,-1.1175870895385742e-09,47.50000000000001,187.5,360.0000000000009,340.24,1.7434043742716312
280,0.0016567845108511393,15.968717908859253,0.01039119600172853,0.2552001953125,338,-0.0014045424843061483,0.05625956360656302,3461120,1.4901161193847656e-08,25.0,183.25,455.0000000000004,333.51,1.7292387776076794
280,0.0013698084686495804,15.968717640638351,0.010335748391662491,0.2062255859375,339,-0.0010129583984962664,0.05133863660823201,3471360,0.0,25.0,200.0,500.0,338.73,1.703613641858101
280,0.0014889696293153066,15.96871766448021,0.008556838724689441,0.2399169921875,340,-0.0009608563555957517,0.05278531718464913,3481600,2.2351741790771484e-09,25.0,188.0,427.5000000000002,334.2,1.741709265857935
280,0.0017963398878123372,15.968717473745347,0.00878328540666189,0.283349609375,341,-0.0013881330083677311,0.05392169482849927,3491840,8.568167686462402e-09,25.0,188.5,475.0,335.81,1.74436169937253
280,0.001889187833324968,15.968717563152314,0.007433804301217606,0.257763671875,342,-0.0010807408740220125,0.05136863887998448,3502080,1.7508864402770997e-08,25.0,169.75,452.50000000000017,328.82,1.7344245955348014
280,0.002060658261575554,15.968717658519745,0.0071830454092832955,0.2932861328125,343,-0.00097425613712403,0.05177917115685735,3512320,1.30385160446167e-08,25.0,167.75,475.0,328.35,1.76037612631917
280,0.0018533495636575026,15.968717658519745,0.006258005181916815,0.2545654296875,344,-0.0009401946910656989,0.05034643722997154,3522560,-4.470348358154297e-09,25.0,126.5,250.0,322.5,1.7668904550373554
280,0.002291566998042072,15.968715900182724,0.005538861008983531,0.326025390625,345,-0.0013090095490042586,0.04966057350139227,3532800,0.0,25.0,106.25,200.0,317.36,1.7543320424854756
280,0.0020155845299200336,15.968717592954636,0.008140543012268608,0.2716552734375,346,-0.0007930540206871229,0.052514020780116896,3543040,3.3527612686157227e-09,0.0,97.0,200.0,313.21,1.732103817164898
279,0.0019184282516732764,15.968717330694199,0.0067984055924171114,0.26396484375,347,-0.0009272059964132495,0.05030251752937859,3553280,-2.6077032089233397e-09,0.0,104.75,225.0,317.6,1.7183379910886287
279,0.0015154658568064861,15.968717861175538,0.009812255245196865,0.2307373046875,348,-0.0009646371909184381,0.054663127167864464,3563520,1.1175870895385742e-09,25.0,138.5,252.50000000000023,325.11,1.7219192154705525
279,0.001497214047651596,15.968717581033706,0.009798397945633041,0.2161376953125,349,-0.0007502274933358421,0.051961984950918125,3573760,6.332993507385254e-09,25.0,166.25,402.5000000000002,335.41,1.715564075857401
279,0.0019888977525965856,15.968717634677887,0.008420688488331506,0.3128662109375,350,-0.0016326404780556913,0.05273970242634901,3584000,-2.2351741790771484e-09,25.0,178.0,425.0,338.56,1.7400178879499435
279,0.0016290121873680618,15.968717640638351,0.0069684334697740265,0.267822265625,351,-0.0008220599956985097,0.05322321192257138,3594240,-1.4901161193847656e-08,25.0,163.25,332.5000000000006,335.26,1.7563770323991776
279,0.00182968994301973,15.96871742606163,0.007909701339576714,0.2768798828125,352,-0.0010119076461705845,0.05240367945861156,3604480,-1.2293457984924316e-08,25.0,142.5,277.5000000000002,329.92,1.7407817088067532
279,0.0020508227969571633,15.968717962503433,0.008684093069678055,0.29013671875,353,-0.001158559282339411,0.05405211157725413,3614720,-1.30385160446167e-08,25.0,130.5,252.50000000000023,325.61,1.7522926017642022
279,0.0018500228954735575,15.968717646598815,0.009688790889231313,0.303076171875,354,-0.0013598502249806189,0.05696951194622096,3624960,-1.7508864402770997e-08,25.0,152.0,277.5000000000002,332.14,1.7510438293218613
279,0.0015366710996659095,15.968716937303544,0.008613150123073865,0.25107421875,355,-0.0014900968388246838,0.051141692029109606,3635200,-1.4901161193847657e-09,47.50000000000001,158.75,302.5000000000002,334.56,1.734972146898508
279,0.0016901796837373694,15.968717730045318,0.009854715863184538,0.241943359375,356,-0.0006892962202982745,0.054068398305267426,3645440,1.4901161193847657e-09,50.0,163.0,277.5000000000002,336.58,1.7217132493853569
279,0.0014591684758329393,15.968717646598815,0.01137735901720589,0.223876953125,357,-0.0011400396131648449,0.05645745008555288,3655680,-2.2351741790771484e-09,50.0,179.0,302.5000000000002,342.67,1.7024122856557369
279,0.00121981638190789,15.96871789097786,0.01023856378506025,0.1958740234375,358,-0.000770322126118117,0.05315420061680809,3665920,-8.940696716308593e-09,50.0,177.25,300.0,342.25,1.7181582227349281
279,0.0014845633229924715,15.96871758699417,0.010095001834838514,0.2188232421875,359,-0.000846427699434571,0.05266533874726813,3676160,-3.203749656677246e-08,50.0,189.5,300.0,349.81,1.7347586944699287
278,0.001370052209063033,15.968717753887177,0.009996598266297951,0.2121337890625,360,-0.0006039256113581359,0.05355797657963588,3686400,-6.332993507385254e-09,50.0,174.25,300.0,342.08,1.7518215216696262
278,0.0013811419364685661,15.968717819452285,0.010595204496348742,0.1998779296875,361,-0.0004553449591185199,0.054579533647390065,3696640,-2.16066837310791e-08,50.0,179.75,300.0,345.81,1.7658928997814656
278,0.0012764084895025007,15.968717741966248,0.011959857420879415,0.222900390625,362,-0.0006065456538635772,0.05730823419554798,3706880,-1.080334186553955e-08,50.0,186.25,350.0,341.52,1.76082206889987
278,0.0013725553088079323,15.968717801570893,0.010561030009921524,0.219384765625,363,-0.0010749166071036599,0.05696511953065149,3717120,-7.450580596923829e-10,47.50000000000001,193.25,350.0,338.16,1.7518758200109006
278,0.0016758101117829937,15.968717473745347,0.008661412043511518,0.2695068359375,364,-0.0014058751170523466,0.054242241539648184,3727360,-1.1175870895385742e-09,25.0,189.25,350.0,334.7,1.7212097384035587
278,0.0014975593580004443,15.968717789649963,0.006905849047780066,0.24736328125,365,-0.0008803671888017561,0.0516580093941305,3737600,-1.825392246246338e-08,25.0,153.75,275.0,330.89,1.702223715186119
278,0.001525580144726746,15.968717366456985,0.00834042489013882,0.23095703125,366,-0.0007111416023690253,0.05228678102431209,3747840,-6.332993507385254e-09,25.0,132.75,250.0,335.77,1.6889387935400009
278,0.0014802108493114474,15.968705344200135,0.006820953443327849,0.2489013671875,367,-0.0008568555800593458,0.0522736203982125,3758080,1.2665987014770507e-08,25.0,126.25,227.5000000000002,334.41,1.6715815551578999
278,0.0022808456242614738,15.96871480345726,0.004102897874571454,0.316796875,368,-0.0011177025218785275,0.047291836624083,3768320,1.0058283805847169e-08,0.0,109.25,225.0,328.32,1.6612136267125606
278,0.002134192131035206,15.968715327978135,0.005000205750729947,0.3367431640625,369,-0.0013730656646657735,0.046433993071728095,3778560,4.8428773880004884e-09,0.0,89.0,200.0,317.48,1.7212129391729831
278,0.0019990695100204903,15.968715226650238,0.005136491760438844,0.3243896484375,370,-0.001093729745480232,0.049091207569291466,3788800,-1.4901161193847656e-08,0.0,75.25,175.0,315.52,1.7493880242109299
278,0.0018980887274210544,15.968716633319854,0.005441255841310522,0.318408203125,371,-0.0009211991426127497,0.05139201449386223,3799040,7.450580596923828e-09,0.0,83.5,200.0,316.09,1.7502455405890942
277,0.0014518070182475639,15.968716263771057,0.0068686569553136675,0.259033203125,372,-0.0009881204794510267,0.05229782906158124,3809280,1.0058283805847169e-08,0.0,96.75,200.0,321.41,1.7458164691925049
277,0.0015872954487917922,15.968717414140702,0.006597663841512258,0.2602294921875,373,-0.0009687874917290173,0.05092867373133185,3819520,-1.4156103134155273e-08,0.0,100.75,202.50000000000023,322.25,1.729265607893467
277,0.0017030415194724923,15.968717616796493,0.007255190439582293,0.26494140625,374,-0.0012112108335713856,0.051605019573358946,3829760,9.685754776000977e-09,0.0,119.0,225.0,328.22,1.7201656557619571
277,0.0017830709432416826,15.968716025352478,0.005212285905832914,0.29111328125,375,-0.0009099945673369803,0.05058940838574666,3840000,-7.450580596923828e-09,22.500000000000007,118.0,225.0,327.36,1.6930140189826488
277,0.0015072741934432088,15.968713462352753,0.005592269271699024,0.2578369140625,376,-0.0006093937932746485,0.05229025178276041,3850240,-1.3411045074462891e-08,0.0,108.5,202.50000000000023,324.55,1.6902912072837353
277,0.0020607219577073012,15.968713653087615,0.004853856552142588,0.30517578125,377,-0.0007123236937331967,0.05046628743428838,3860480,-1.0430812835693359e-08,0.0,81.75,152.50000000000023,317.0,1.69225796982646
277,0.0015425435576389645,15.968716877698899,0.006181949107224227,0.24423828125,378,-0.0006246645178180188,0.05118615735135108,3870720,0.0,0.0,79.25,152.50000000000023,318.6,1.698088450729847
277,0.002240415024914455,15.968715679645538,0.005594112722133104,0.3305908203125,379,-0.0012482556739996653,0.05019222632031935,3880960,1.862645149230957e-09,0.0,87.25,175.0,322.17,1.7070008412003517
277,0.002140282843910768,15.968716925382614,0.00468811873552113,0.333203125,380,-0.0015886061519267969,0.04956442239900617,3891200,-1.5273690223693846e-08,0.0,90.25,200.0,317.41,1.6861023850739003
277,0.0017277786489955816,15.968717187643051,0.0054006408564418965,0.2884765625,381,-0.001365000617079204,0.04668129628213821,3901440,-2.7567148208618165e-08,0.0,87.0,175.0,314.05,1.6018541991710662
277,0.0021811752347275616,15.968705773353577,0.004277237683976409,0.3427490234375,382,-0.0009677512702182866,0.047141733730152804,3911680,1.1548399925231934e-08,0.0,80.75,175.0,309.04,1.64068845808506
277,0.0014961214049279193,15.968717348575591,0.006430738898654908,0.243994140625,383,-0.0005597538161964622,0.05201582486000554,3921920,-1.3411045074462891e-08,0.0,87.75,175.0,313.05,1.6912786014378072
277,0.001492419811481227,15.968712538480759,0.0074406613683351,0.234423828125,384,-0.0008924419629693148,0.05137196633694245,3932160,-1.4901161193847656e-08,0.0,100.0,200.0,313.82,1.6784162759780883
277,0.0023249732721012605,15.968713933229447,0.005157991965336351,0.329150390625,385,-0.0009762300767761189,0.0485220962683262,3942400,-9.313225746154785e-09,0.0,103.5,225.0,317.4,1.6651098921895027
277,0.0020136349979907207,15.968711918592453,0.0053275947774244605,0.309130859375,386,-0.0009271817729313625,0.04945104863783421,3952640,3.725290298461914e-09,0.0,105.0,225.0,317.17,1.730468276143074
276,0.001484251003182635,15.968717694282532,0.00592022576911404,0.248388671875,387,-0.00040376299293711784,0.053102197244192406,3962880,-7.82310962677002e-09,0.0,91.5,200.0,318.1,1.756035253405571
276,0.0014236534525139178,15.968717485666275,0.008411073585193662,0.252099609375,388,-0.0010529610168305225,0.05555437974412345,3973120,1.0430812835693359e-08,0.0,116.75,225.0,327.53,1.7482351042330264
276,0.0012963141320142314,15.968717652559281,0.0067404196864345066,0.219970703125,389,-0.0004974903215043014,0.052426902443989246,3983360,1.30385160446167e-08,25.0,109.25,202.50000000000023,325.66,1.7251168943941593
276,0.0012712379468780455,15.968717187643051,0.006355222799447802,0.2273193359375,390,-0.0005809761903947219,0.05128193893076073,3993600,5.215406417846679e-09,25.0,125.75,225.0,330.57,1.695645771175623
276,0.0014901039250162285,15.968717032670975,0.00611938211523011,0.251708984375,391,-0.001035891831634217,0.049690576174583924,4003840,-3.3527612686157227e-09,0.0,110.75,225.0,325.23,1.6881587468087673
276,0.0013291511663879874,15.9687171459198,0.008581501236039912,0.23720703125,392,-0.0009663267741416348,0.05200785215458166,4014080,3.3527612686157227e-09,0.0,127.25,227.5000000000002,332.29,1.7093215472996235
276,0.001434763214172108,15.96871758699417,0.008531134926943195,0.267724609375,393,-0.0007615701120812446,0.05246665659154868,4024320,1.3411045074462891e-08,0.0,138.25,305.00000000000045,336.43,1.7166782990098
276,0.001490877630999421,15.968716633319854,0.0073833576936578995,0.2439453125,394,-0.0010283300565788523,0.051936580724318726,4034560,-3.3527612686157227e-09,25.0,151.75,352.5000000000002,339.97,1.7178021974861621
