approx_kl_divergence,value_loss,episode_length,explained_variance,PMM:episode_rewards,frames,P09:episode_rewards,P01:episode_rewards,epoch_idx,clip_fraction,policy_entropy,policy_loss,advantage_norm,fps,grad_norm
0.008744356858097503,0.5877251418307423,299.258064516129,0.0555171512067318,72.58064516129032,10240,150.0,25.0,1,0.296630859375,1.469226998090744,0.006135045928385807,15.968719279766082,164,24.401312983875382
0.002622503668317737,0.10176400919444858,314.63492063492066,0.34949789457023145,102.38095238095238,20480,195.0000000000001,25.0,2,0.1671875,1.5792054764926433,-0.0022865179831569548,15.96871913075447,155,3.3415753943505373
0.002305010074610861,0.10755327264778317,320.7368421052632,0.4105513982474804,126.3157894736842,30720,240.00000000000023,25.0,3,0.144873046875,1.6566145494580269,-0.004277934802303207,15.968719190359115,166,2.8464997852755842
0.0018016454976990414,0.12179206067230552,336.87,0.43448331765830517,175.25,40960,327.5000000000002,47.50000000000001,4,0.1050537109375,1.6927408829331398,-0.003699722364763147,15.968719273805618,171,2.873817337596325
0.0019807988861888287,0.11742412324529142,347.36,0.603700953349471,216.0,51200,352.5000000000002,50.0,5,0.1093505859375,1.7159352138638497,-0.005006227305784705,15.968719309568405,174,2.6797391553252
0.0020401703280871464,0.13122164630331098,360.96,0.646865539997816,264.25,61440,525.0,97.5,6,0.1204345703125,1.7135221846401691,-0.004630197394726565,15.96871920824051,175,2.8095616805566914
0.0019983343126572664,0.1439097342081368,369.32,0.6818963810801506,299.75,71680,577.5000000000002,122.5,7,0.120849609375,1.7275289669632912,-0.00529750821806374,15.968719214200974,175,3.161245711160321
0.001995930854241503,0.12035572710447014,370.07,0.6772178646177054,309.5,81920,600.0,125.0,8,0.1240234375,1.702993044257164,-0.005890068767257617,15.968719279766082,176,2.7134245054896526
0.0021927823261766463,0.12726314049214124,379.29,0.7386338412761688,329.25,92160,600.0,125.0,9,0.141162109375,1.7123254783451558,-0.006039899779716506,15.968719178438187,178,2.49345518348169
0.002431613927229054,0.09372316970257089,379.75,0.784575006738305,332.5,102400,600.0,147.5,10,0.15634765625,1.7258599065244198,-0.006913792450723122,15.968719184398651,179,2.292127637177581
0.002003621523295242,0.13390968036837875,387.36,0.7888908810913563,331.0,112640,600.0,150.0,11,0.121337890625,1.7272067680954932,-0.007019789202604443,15.968719309568405,181,2.8745752212967317
0.0020959756447158718,0.09927684247959405,390.16,0.8181173391640186,332.5,122880,577.5000000000002,172.5,12,0.1289306640625,1.7241071209311485,-0.007614495213420014,15.968719202280045,182,2.1261269063744774
0.002277770596163355,0.1407078190241009,385.32,0.6734991427510977,309.75,133120,550.0,150.0,13,0.1392333984375,1.7341970004141332,-0.007752792612154735,15.968719160556793,182,2.441368065734185
0.002338749582213858,0.12749078038614242,387.11,0.7014448307454586,317.25,143360,575.0,150.0,14,0.1423828125,1.7393462792038918,-0.007294037967949407,15.968719291687012,183,2.3376610656235846
0.002446317205044922,0.12578176967799665,396.07,0.7944637935608625,347.25,153600,627.5000000000002,175.0,15,0.15703125,1.739804944396019,-0.0074380934667715335,15.96871924996376,184,2.1527690242481934
0.0023582289313484397,0.12417856007814407,401.66,0.7963959634304046,349.75,163840,650.0,150.0,16,0.1494140625,1.7326707348227501,-0.007875952625545324,15.968719226121902,185,1.878626723676809
0.002245071725565472,0.12932626747060566,408.21,0.8023975349962711,356.0,174080,650.0,175.0,17,0.1426513671875,1.7259603135287762,-0.008869236352256848,15.968719053268433,186,1.9931954450043243
0.0024440466688933045,0.10308813848532736,418.22,0.8548216123133898,373.5,184320,650.0,175.0,18,0.1602294921875,1.718205028772354,-0.009271685660496586,15.968719232082368,186,1.939631676327395
0.0024900258337087026,0.10914243101142347,416.07,0.8582614161074161,374.25,194560,650.0,197.5,19,0.152392578125,1.7282823763787747,-0.00952531730363262,15.968719166517257,186,2.019018388586597
0.0022525907733100653,0.10783527516759932,427.48,0.8706164453178644,419.25,204800,700.0,200.0,20,0.1417724609375,1.726425176858902,-0.009227641984034562,15.96871920824051,187,1.8631741177475216
0.002474325246726407,0.11751884387340397,435.23,0.8735422477126121,470.75,215040,700.0,225.0,21,0.155517578125,1.7185607209801674,-0.009379055785029778,15.968719190359115,188,1.9626409678901808
0.0020759360814967174,0.11535147456452251,441.33,0.868164923787117,491.5,225280,702.5000000000002,250.0,22,0.1252197265625,1.7273622795939445,-0.009115245031716767,15.968719238042832,188,1.9995094374194131
0.0023227680409153317,0.1289772048825398,440.84,0.8641559273004532,487.75,235520,700.0,250.0,23,0.14765625,1.7148346111178399,-0.008909538811712992,15.968719041347503,188,1.928932846804911
0.0024232543449901763,0.17007250573951752,440.01,0.8543793354183435,477.75,245760,700.0,250.0,24,0.1502685546875,1.708758181333542,-0.009082790947104513,15.968719333410263,189,2.3655418494726126
0.0023895848828036762,0.1355729617876932,438.96,0.877620081230998,477.0,256000,725.0,250.0,25,0.154443359375,1.7115448527038097,-0.009990460132394218,15.96871930360794,189,2.015175979924334
0.002537516505140396,0.1406299051363021,434.63,0.8487069278955459,467.25,266240,725.0,250.0,26,0.1624755859375,1.6971858330070972,-0.009142250291915843,15.968719279766082,189,2.001035768922541
0.002280506699753773,0.1723717276006937,434.21,0.8350302260369062,473.25,276480,725.0,225.0,27,0.1376220703125,1.7180781379342078,-0.010070537874707953,15.96871936917305,189,2.218758387467553
0.0019814430155978254,0.16007614214904606,424.58,0.8336129140108823,465.25,286720,725.0,222.5,28,0.1220703125,1.7065000861883164,-0.009175677225721301,15.968719255924224,189,2.0972168623143523
0.002163303304155579,0.12294088373892009,425.97,0.8356744680553675,462.5,296960,725.0,225.0,29,0.133642578125,1.7219595953822135,-0.010256991981441388,15.968719291687012,190,1.627888938377426
0.00210491288371515,0.14489966006949545,432.64,0.8705244462937116,450.75,307200,725.0,200.0,30,0.1273681640625,1.71394112855196,-0.010155030539317522,15.968719351291657,190,1.8092966269039163
0.0020990830886833574,0.15362162827514111,433.03,0.8518688030540943,439.25,317440,700.0,225.0,31,0.1260986328125,1.7172480143606663,-0.009637284064956475,15.96871930360794,190,2.148631278965657
0.002278988723037697,0.09844190012663603,445.19,0.8915879230946302,443.5,327680,700.0,225.0,32,0.145263671875,1.7182301729917526,-0.01089261754787003,15.968719172477723,190,1.5596530835661366
0.0022029389753246325,0.12134963201824575,440.51,0.8840499568730593,440.75,337920,700.0,225.0,33,0.1340087890625,1.7001830391585826,-0.009833802214052412,15.968719321489335,191,2.0792367532890133
0.0021642619415846304,0.12943565750028937,441.43,0.8718993421643972,441.25,348160,700.0,225.0,34,0.1356201171875,1.7092587292194366,-0.010719016386246949,15.96871926188469,191,1.95042949865663
0.002113698939911378,0.16913316533900796,447.71,0.8375095725059509,441.5,358400,700.0,225.0,35,0.1283447265625,1.6993164233863354,-0.010213346881209872,15.968719279766082,191,2.3185446204109867
