P09:episode_rewards,PMM:episode_rewards,grad_norm,clip_fraction,advantage_norm,value_loss,fps,epoch_idx,explained_variance,policy_loss,frames,approx_kl_divergence,episode_length,P01:episode_rewards,policy_entropy
195.0,112.12121212121212,240.14214947751674,0.2964111328125,15.968717962503433,32.844453848683045,166,1,0.017139697074890138,0.01948527330878278,10240,0.19861109141365935,298.6363636363636,25.0,1.5699612020282074
355.0000000000002,120.76923076923077,0.46540074230757184,0.2136474609375,15.968717873096466,0.01425464689382352,171,2,3.166496753692627e-08,-0.00061440035533451,20480,0.003143046822697215,304.46153846153845,25.0,1.6907094515860082
225.0,120.61855670103093,0.300053857070716,0.1427490234375,15.968717974424361,0.01725724816642469,178,3,-1.825392246246338e-08,-0.0007850665886508068,30720,0.0021203059274967017,308.63917525773195,25.0,1.7432234354317189
255.00000000000043,131.25,0.21236413581661373,0.1418212890625,15.968717992305756,0.015708462589827832,181,4,-1.601874828338623e-08,-0.0021890341329708464,40960,0.0018294412324181054,317.19,25.0,1.7677344679832458
300.0,149.0,0.14964039036883658,0.02685546875,15.968718123435973,0.019636514890589752,182,5,-4.8428773880004884e-09,-0.0010735540108726127,51200,0.0007340410055604707,328.75,25.0,1.7783447287976741
302.5000000000002,147.0,0.11252999265038902,0.0068359375,15.968717938661575,0.015936534941283755,185,6,-3.7252902984619143e-10,-0.001099597039501532,61440,0.0004625291240813567,325.08,22.500000000000007,1.7794534102082253
327.5000000000002,162.0,0.09308324971988637,0.0157958984375,15.968718004226684,0.02003417576197535,187,7,-1.0430812835693359e-08,-0.001127886399262934,71680,0.0005263423572756665,331.24,25.0,1.7514528878033162
377.5000000000002,177.25,0.11007936246868924,0.0100341796875,15.968718522787094,0.0270606552134268,188,8,-1.862645149230957e-09,-0.0009767703882971545,81920,0.00043946789116091625,332.76,25.0,1.7473096668720245
402.5000000000002,198.0,0.10794739110455334,0.0171142578125,15.968718242645263,0.021493664500303565,188,9,-1.825392246246338e-08,-0.0009894737482682102,92160,0.0005226182882893226,342.23,50.0,1.7544394113123416
330.0000000000004,178.75,0.08128764003097913,0.0205810546875,15.968717920780183,0.01594395462598186,188,10,-1.7881393432617187e-08,-0.0011782110072090291,102400,0.0004588982101047634,338.93,25.0,1.7823061995208263
277.5000000000002,163.0,0.0708011230250037,0.0,15.968717885017394,0.018411533301696183,188,11,-8.940696716308593e-09,-0.0011015820115062524,112640,0.0002673170169245509,341.45,25.0,1.7801754496991635
275.0,160.75,0.07232918496310338,0.0,15.96871812939644,0.022329754641395992,188,12,-1.9744038581848144e-08,-0.0003693910995934857,122880,0.00010348789277720982,340.2,25.0,1.7770865976810455
352.5000000000002,190.0,0.08091273534063326,0.0,15.968718338012696,0.025649608566891403,187,13,1.1920928955078126e-08,-0.0005303749792801681,133120,0.00015007743578436815,350.38,47.50000000000001,1.7797587566077708
505.00000000000045,224.75,0.07733436288674399,0.0,15.968718189001084,0.023854922421742232,187,14,8.568167686462402e-09,-0.00038639248523395506,143360,0.00012892487295230738,358.84,50.0,1.7730099342763423
500.0,215.0,0.0773812116200571,0.0,15.968718183040618,0.020226689224364235,187,15,-1.4901161193847656e-08,-0.0005378026868129382,153600,0.0001454242423045926,354.22,50.0,1.779252042621374
410.00000000000085,195.25,0.07556854331836693,0.0,15.968718081712723,0.020586522688972764,186,16,1.4901161193847657e-09,-0.0002647818593686679,163840,7.966344193945928e-05,348.48,50.0,1.78461589589715
410.00000000000085,171.75,0.07158474812827703,0.0,15.968718099594117,0.01780153798026731,186,17,2.6077032089233397e-09,-0.000550484281120589,174080,0.00014043580114631027,335.22,25.0,1.784836196154356
405.00000000000045,159.75,0.0784922779566278,0.0,15.96871801018715,0.018110932150739244,186,18,-7.450580596923828e-09,-0.0005284463790303562,184320,0.00014060282620089736,330.29,25.0,1.7867732964456082
500.0,178.25,0.07128136004430823,0.0,15.968718081712723,0.019924991767038592,185,19,8.940696716308593e-09,-0.0005019225027353968,194560,0.00013112809543969206,336.07,25.0,1.7842478729784488
477.5000000000002,179.75,0.056405407678670395,0.0,15.968717980384827,0.01831244546046946,185,20,-5.960464477539063e-09,-0.0006263196082727518,204800,0.00014821617286315815,335.15,25.0,1.7856832228600978
