clip_fraction,P01:episode_rewards,epoch_idx,policy_loss,explained_variance,frames,advantage_norm,value_loss,policy_entropy,approx_kl_divergence,P09:episode_rewards,fps,grad_norm,PMM:episode_rewards,episode_length
0.3038818359375,25.0,1,0.004984078463894548,-0.041740546748042104,10240,15.96871907711029,0.3151257429155521,1.6449734151363373,0.007672184052308617,225.0,171,12.665313859956562,133.03571428571428,326.32142857142856
0.1505615234375,45.000000000000014,2,-0.003756479288858827,0.19644471146166326,20480,15.96871919631958,0.10179477098863572,1.717531156539917,0.0023667264923464015,300.0,161,2.6781728128641693,166.10169491525423,330.1864406779661
0.12763671875,50.0,3,-0.0044878879678435625,0.3305314786732197,30720,15.968719309568405,0.1037216660566628,1.767078122496605,0.002021968622341579,417.5000000000004,173,2.4208378759406775,183.69565217391303,335.5
0.120166015625,50.0,4,-0.004626453769014915,0.43594004176557066,40960,15.968719291687012,0.11943427175283432,1.7404339276254177,0.002002903418724917,477.5000000000002,176,2.813446071980219,219.0,346.5
0.10341796875,50.0,5,-0.004642375004914356,0.4828735213726759,51200,15.968719178438187,0.13540813950821756,1.7440500870347022,0.0017868086402816666,452.50000000000017,180,3.0773603727392524,232.0,347.11
0.128125,100.0,6,-0.004564442493574461,0.6891903877258301,61440,15.968719202280045,0.11880945730954409,1.731561404466629,0.002130747907176886,455.0000000000004,182,2.6562432708822117,258.5,358.93
0.1262451171875,125.0,7,-0.00504252815298969,0.7039804890751838,71680,15.968719333410263,0.1369347048457712,1.7288566052913665,0.002070023796523253,550.0,184,2.605995160563613,277.25,363.72
0.115771484375,125.0,8,-0.005273963476065546,0.7573825336992741,81920,15.96871936917305,0.11767494287341833,1.7337647907435894,0.0019478176837995583,550.0,183,2.590762840281221,304.5,378.74
0.135595703125,147.5,9,-0.006025015911654918,0.7921234019100666,92160,15.96871938109398,0.12476173464674503,1.7192854039371013,0.0021407025577221805,552.5000000000002,184,2.7192329457291513,312.5,382.13
0.1141845703125,125.0,10,-0.004605952351266751,0.7427815433591605,102400,15.968719297647477,0.13543222593143583,1.697677807509899,0.0019040531529529766,552.5000000000002,186,3.2217569460325906,307.5,376.59
0.1298095703125,125.0,11,-0.006052317060130008,0.7766200114041567,112640,15.968719428777694,0.1119034463306889,1.7132086671888829,0.002082983984417134,480.00000000000045,186,2.7155701396742886,289.0,373.88
0.1198486328125,125.0,12,-0.005542427565160324,0.7634129915386438,122880,15.968719255924224,0.13373618153855205,1.7041749581694603,0.0019531227817427045,452.50000000000017,186,2.710784367297138,292.5,368.79
0.127783203125,150.0,13,-0.005840942373470171,0.7403850719332695,133120,15.968719470500947,0.11888814880512655,1.7253909938037395,0.00210694079755768,427.5000000000002,187,2.299203968378696,296.5,372.62
0.1395263671875,175.0,14,-0.006452625777455978,0.8237665567547083,143360,15.968719279766082,0.10200460031628608,1.7278117381036282,0.0021233672948031477,550.0,187,1.9672969406273857,315.75,379.42
0.114404296875,175.0,15,-0.006099091782743926,0.8398463048040867,153600,15.96871930360794,0.11739583811722695,1.7366821385920048,0.0018680699459312534,577.5000000000002,187,2.462339552995542,335.75,386.28
0.1201171875,175.0,16,-0.006543471221084474,0.8076623503118754,163840,15.968719190359115,0.11880299544427544,1.7453901894390582,0.0020076230216548416,625.0,188,2.3022535557129307,363.25,404.24
0.131201171875,172.5,17,-0.0074120751334703526,0.817826596274972,174080,15.968719232082368,0.12512254430912434,1.719373270124197,0.002082253729350047,625.0,189,2.3726915102792208,383.0,413.57
0.1278076171875,150.0,18,-0.006554320497889421,0.7750599600374699,184320,15.968719202280045,0.12654509884305298,1.7369067177176476,0.002133506213999947,650.0,190,2.1703949229623696,382.0,415.24
