fps,advantage_norm,episode_length,approx_kl_divergence,epoch_idx,PMM:episode_rewards,grad_norm,P01:episode_rewards,clip_fraction,P09:episode_rewards,policy_entropy,value_loss,frames,policy_loss,explained_variance
277,15.96871771812439,357.29,0.002078137408227576,43,223.75,0.049199480700925245,125.0,0.151123046875,300.0,1.28322010114789,0.013419334757600154,440320,-0.0011157113927765749,-1.0430812835693359e-08
277,15.968717807531357,358.58,0.0023216902034164377,44,239.25,0.05726655402301768,125.0,0.144970703125,350.0,1.289280641824007,0.01621557054168079,450560,-0.0014352058400618263,-1.2665987014770507e-08
278,15.968717730045318,355.39,0.00221281850036803,45,255.75,0.05572579214793949,125.0,0.1597900390625,400.0,1.30633367523551,0.013596430157122086,460800,-0.0014100403303018538,-7.82310962677002e-09
278,15.968717789649963,350.55,0.002424967224317243,46,243.0,0.058601278598952686,125.0,0.1770751953125,400.0,1.3503094546496868,0.01414603046287084,471040,-0.0016041612427216024,3.7252902984619143e-10
278,15.968717849254608,346.59,0.0026834460616669276,47,242.25,0.05958807827410386,125.0,0.2083251953125,402.5000000000002,1.4263018481433392,0.013889663690861198,481280,-0.0021175787031097572,-4.097819328308106e-09
278,15.9687180519104,344.34,0.0022842773285219665,48,237.75,0.061005359978358834,125.0,0.169775390625,355.00000000000045,1.4458056293427943,0.016380693120299838,491520,-0.001981178906862624,-2.1979212760925294e-08
279,15.968717956542969,354.42,0.0020213693944469923,49,251.75,0.056570513923143106,125.0,0.15029296875,402.5000000000002,1.4144165255129337,0.013557859662978445,501760,-0.0013054818329692353,4.097819328308106e-09
279,15.968717712163926,341.61,0.0020967555513948357,50,217.0,0.05432761777949111,75.0,0.153955078125,350.0,1.3926409311592578,0.010952634623026824,512000,-0.001147725011469447,9.313225746154785e-09
278,15.968717670440673,334.52,0.0022533919323677763,51,176.5,0.05234598633541667,50.0,0.1563720703125,325.0,1.3813576810061932,0.0106465374385607,522240,-0.0011228578834561632,3.3527612686157227e-09
279,15.968717765808105,331.61,0.002198281591739715,52,169.0,0.05605819063971599,50.0,0.170849609375,300.0,1.404878979921341,0.010782480933994521,532480,-0.0012160113252321024,-3.7252902984619143e-10
279,15.96871789097786,328.56,0.00208962445093448,53,162.5,0.05577105114772518,25.0,0.1318359375,300.0,1.417868285626173,0.012726951434888178,542720,-0.0006347761122015072,1.4156103134155273e-08
279,15.968717950582505,335.42,0.0022314763228905576,54,192.5,0.05642287791564145,25.0,0.1591064453125,325.0,1.4125059455633164,0.012422865105327219,552960,-0.0012915267045173096,-1.899898052215576e-08
279,15.968717789649963,333.86,0.0023163349414403456,55,188.5,0.05317953955989323,25.0,0.179833984375,327.5000000000002,1.4100810706615448,0.010060808303387602,563200,-0.0013626054278574884,-9.685754776000977e-09
279,15.968717873096466,333.04,0.002101933993969851,56,185.25,0.05405036595980935,47.50000000000001,0.156103515625,327.5000000000002,1.4004156574606896,0.011126059547859769,573440,-0.001175031187449349,-4.097819328308106e-09
279,15.968717843294144,332.83,0.0030203702204376626,57,179.0,0.05720873577364884,50.0,0.223095703125,335.00000000000085,1.4098155111074449,0.010568156701265253,583680,-0.0017822276393417269,-2.2724270820617674e-08
279,15.968718153238296,329.54,0.0021805605833833397,58,177.0,0.05772645411214283,50.0,0.173486328125,325.0,1.3494017869234085,0.012394921771192457,593920,-0.0014791941695875721,6.7055225372314455e-09
279,15.968717813491821,333.93,0.0018282757979079633,59,191.25,0.04980457718164896,50.0,0.1197509765625,327.5000000000002,1.3074826449155807,0.013568531169585184,604160,-0.0007570836041850271,-2.0489096641540527e-08
279,15.968717610836029,329.95,0.0021609972324995396,60,175.5,0.05308193832348766,47.50000000000001,0.165380859375,325.0,1.2366109609603881,0.009367199025291484,614400,-0.001260657979582902,2.6077032089233397e-09
279,15.968717670440673,331.44,0.002322210509873912,61,177.75,0.057042401135169715,47.50000000000001,0.181689453125,325.0,1.2892665661871434,0.011875041465737013,624640,-0.0011028315413568635,4.097819328308106e-09
279,15.968717896938324,333.85,0.0017731913252930554,62,174.0,0.05338590087893944,50.0,0.1309326171875,325.0,1.3313031673431397,0.011593662437371676,634880,-0.0007819089471013286,1.0058283805847169e-08
279,15.968717813491821,338.64,0.0020680434446944673,63,178.5,0.05604508539930435,50.0,0.17353515625,350.0,1.3148109577596188,0.011785937281092628,645120,-0.0013876692009944236,-3.725290298461914e-09
279,15.968717896938324,339.19,0.002207705566732443,64,186.0,0.051118706547451175,50.0,0.1494873046875,302.5000000000002,1.242182396352291,0.014594814316660631,655360,-0.0011365109512553317,-1.7881393432617187e-08
279,15.968717861175538,337.02,0.0013828083954670945,65,189.25,0.044511603321239566,75.0,0.0951416015625,300.0,1.09094949811697,0.012997489772533299,665600,-0.0008198980573070003,-1.4528632164001465e-08
279,15.968717908859253,340.94,0.0020619624919930857,66,204.0,0.04753980260998317,97.5,0.1361572265625,300.0,1.0057493012398482,0.013137025231844745,675840,-0.001024389353551669,5.960464477539063e-09
278,15.968717819452285,340.66,0.0015198055620267326,67,208.25,0.04731907479464523,125.0,0.0945556640625,275.0,1.0725338235497475,0.014278799544263166,686080,-0.000581071745546069,-1.1175870895385742e-09
279,15.968717849254608,341.1,0.0014753114915151855,68,211.25,0.04549932748847341,75.0,0.0925537109375,277.5000000000002,1.1230566903948784,0.011648853372025769,696320,-0.000883287417673273,-8.568167686462402e-09
278,15.968717885017394,337.64,0.0012242676090224336,69,197.25,0.04462787186202334,75.0,0.075927734375,275.0,1.0616097271442413,0.011546648022704175,706560,-0.00035567363192967605,3.725290298461914e-09
278,15.96871758699417,334.12,0.0023115933543678578,70,177.5,0.045234470084455344,50.0,0.149462890625,275.0,1.0403883256018163,0.010851346274830576,716800,-0.001272767994669266,1.7881393432617187e-08
278,15.968717962503433,336.84,0.0016831852797054125,71,164.75,0.046424205326339466,72.50000000000001,0.104052734375,250.0,1.006726599857211,0.010700300430471543,727040,-0.0005032213470258284,-5.960464477539063e-09
278,15.96871771812439,339.8,0.0022437283358101466,72,162.25,0.04386730257012868,75.0,0.13818359375,250.0,1.0477478835731744,0.011852892587012321,737280,-0.0012657878847676328,1.4156103134155273e-08
279,15.968717765808105,343.41,0.0017110355149853262,73,165.5,0.03950109173323626,75.0,0.11181640625,252.50000000000023,0.9025347508490086,0.010552970165736041,747520,-0.0009965978671971243,2.421438694000244e-08
279,15.968717730045318,341.41,0.0013282945216886333,74,154.25,0.03282445384715892,75.0,0.0880615234375,250.0,0.8002736512571573,0.009144900559840607,757760,-0.0007104721818905091,-1.862645149230957e-09
278,15.968717360496521,337.94,0.0017508938660213858,75,146.75,0.041930737050266245,75.0,0.1100830078125,225.0,1.004477820545435,0.009877539662556955,768000,-0.0003401267749723047,-5.587935447692871e-09
279,15.968717896938324,338.51,0.002058629424308833,76,141.25,0.03810334217071411,75.0,0.10830078125,225.0,0.9718985516577959,0.00976205272381776,778240,-0.0008653111701278249,-9.685754776000977e-09
279,15.968717747926712,333.06,0.0016465054853995297,77,154.0,0.04012250694458812,75.0,0.0927734375,250.0,0.9491318620741367,0.013364081837062258,788480,-0.00035229669665568506,-2.9802322387695314e-09
278,15.968717908859253,327.73,0.0014591569043304275,78,160.5,0.03887899235657358,125.0,0.0904052734375,250.0,0.9205127123743295,0.011833950736036058,798720,-0.00066035355484928,-1.4528632164001465e-08
278,15.968717867136002,332.1,0.0012916014703193922,79,175.25,0.043707770916902845,125.0,0.0887939453125,250.0,0.9511501543223858,0.012250518810469657,808960,-0.0003014773148606764,1.1175870895385742e-08
278,15.968717956542969,341.29,0.0012026965922075305,80,179.0,0.043030833123140134,125.0,0.07734375,250.0,1.0314328879117967,0.012498684250749648,819200,-0.0002672800415894017,-5.215406417846679e-09
279,15.968717819452285,348.49,0.00221585846413177,81,180.75,0.04941566929917677,125.0,0.13779296875,275.0,1.1600332595407963,0.011640210924088023,829440,-0.0002843563110218383,-7.82310962677002e-09
279,15.968717902898788,350.12,0.0024814313544794684,82,182.75,0.056004671557485855,75.0,0.1809326171875,275.0,1.3114800170063972,0.011437531535921152,839680,-0.0011372028558980674,-2.2351741790771484e-09
279,15.968717658519745,345.49,0.0021497141270515386,83,183.75,0.05763413442532099,75.0,0.168212890625,277.5000000000002,1.3322757922112942,0.012482173283933662,849920,-0.0006681966453470523,-3.3527612686157227e-09
278,15.968717986345291,340.6,0.0020329041707327633,84,198.5,0.054736761192437464,75.0,0.134033203125,300.0,1.3359087750315666,0.014807699082302861,860160,-0.0010918420724919998,6.7055225372314455e-09
279,15.96871777176857,346.16,0.002401479895650027,85,211.75,0.060139884010382505,100.0,0.2189697265625,302.5000000000002,1.3332730166614055,0.012334306981938426,870400,-0.001942578722446342,-2.2351741790771484e-09
279,15.968717843294144,344.66,0.001638182639601382,86,210.75,0.05427877677441546,100.0,0.137353515625,300.0,1.2875740252435208,0.013620808151608798,880640,-0.0008038529369514436,1.1175870895385742e-08
279,15.968717753887177,343.21,0.0026557924668566104,87,200.25,0.05942980572701746,100.0,0.2187255859375,300.0,1.3295178286731244,0.011860713645000942,890880,-0.0015296316603780724,-8.568167686462402e-09
279,15.96871782541275,334.85,0.0015934368354294294,88,182.75,0.053594121354090495,75.0,0.1130859375,275.0,1.35134644433856,0.011657395499787527,901120,-0.0006102324776293244,-2.0489096641540527e-08
279,15.968717730045318,333.24,0.0023461923927641237,89,173.25,0.05191906995433247,25.0,0.1816650390625,275.0,1.324550347775221,0.008854022341620294,911360,-0.0014819644631643314,-7.078051567077636e-09
279,15.96871783733368,330.77,0.0022838403306820964,90,148.5,0.05292816228857402,25.0,0.17138671875,275.0,1.3189180575311183,0.00850986539189762,921600,-0.0009149919154879171,1.564621925354004e-08
279,15.968717557191848,328.43,0.002045550315867217,91,131.25,0.04943109775454261,25.0,0.150732421875,227.5000000000002,1.3100345462560654,0.009253941077258788,931840,-0.0010480621396709467,-1.862645149230957e-09
279,15.968717873096466,330.63,0.0019945694018247196,92,147.25,0.05351498343484037,25.0,0.1129150390625,275.0,1.306112640351057,0.013265103782759979,942080,-0.0007638024697371292,4.470348358154297e-09
279,15.96871783733368,334.57,0.0020571701111634865,93,176.0,0.05639269743112117,25.0,0.1629638671875,300.0,1.3449421986937522,0.013071449933340773,952320,-0.0012420357757946475,-2.2351741790771484e-09
279,15.968717974424361,341.21,0.0019250440555538262,94,213.25,0.060871399466343755,75.0,0.1616943359375,350.0,1.3730985291302205,0.014638267950795125,962560,-0.0009123188647208735,-6.332993507385254e-09
279,15.968717908859253,343.05,0.0020846659391736467,95,231.5,0.054376328525119554,100.0,0.1523681640625,375.0,1.4040852524340153,0.014607702076318674,972800,-0.0008157635553288856,7.82310962677002e-09
279,15.968718194961548,343.9,0.0020571699942763646,96,241.25,0.05935973163497392,122.5,0.171875,375.0,1.4524366803467275,0.01573651928338222,983040,-0.0009790650943614309,-4.8428773880004884e-09
279,15.96871801018715,341.25,0.002653297552950562,97,242.0,0.06341960264333035,125.0,0.2065185546875,350.0,1.415740153193474,0.016454034123307794,993280,-0.001938075269572437,-5.587935447692871e-09
279,15.968717950582505,338.48,0.002017992030800997,98,239.5,0.05830078574535361,125.0,0.16201171875,350.0,1.3437999300658703,0.01562928416678915,1003520,-0.0014528020772559102,-3.3527612686157227e-09
280,15.968717885017394,338.4,0.001961613155134501,99,255.0,0.056867640266247424,125.0,0.139892578125,375.0,1.3443190060555934,0.01630466153146699,1013760,-0.0011902861551789101,8.568167686462402e-09
280,15.968718022108078,334.98,0.0019257704336382631,100,250.0,0.05537352455324425,125.0,0.14052734375,377.5000000000002,1.3126552820205688,0.015318469631893095,1024000,-0.0009452080332266633,-2.60770320892334e-08
280,15.968718069791795,339.56,0.0019280981279976572,101,252.75,0.05793576940092158,147.5,0.148974609375,352.5000000000002,1.3385368026793003,0.016919724085892086,1034240,-0.0010434616757265757,1.825392246246338e-08
280,15.968717688322068,343.67,0.0017008578212681868,102,259.75,0.05349843471051807,147.5,0.11201171875,375.0,1.3437052890658379,0.01702810986607801,1044480,-0.000735895853722468,-2.9429793357849122e-08
280,15.968717873096466,351.21,0.0019737439073878706,103,280.0,0.057545463840281544,150.0,0.159033203125,402.5000000000002,1.331510966271162,0.01758624714857433,1054720,-0.0013069566237390972,-1.7881393432617187e-08
280,15.968718039989472,352.74,0.0018759843620216542,104,292.25,0.05918161038747598,150.0,0.1531005859375,402.5000000000002,1.2599691532552242,0.017542537176632324,1064960,-0.00110634997690795,1.1548399925231934e-08
280,15.968717962503433,350.38,0.0015779470895921576,105,290.75,0.05417886055896772,147.5,0.13134765625,402.5000000000002,1.2357328727841377,0.01733378927310696,1075200,-0.0010027053689555033,6.332993507385254e-09
280,15.968717992305756,345.15,0.001478249652973318,106,288.0,0.051900193338891135,147.5,0.1087646484375,377.5000000000002,1.1482003912329675,0.01798880307469517,1085440,-0.0011368197618139674,-3.725290298461914e-09
280,15.968717974424361,346.79,0.001844944109785729,107,292.5,0.052711535739817274,125.0,0.143212890625,405.00000000000045,1.1574886463582517,0.01795226609101519,1095680,-0.0013538655348384054,-1.1920928955078126e-08
280,15.968718075752259,349.48,0.0018359940374182316,108,293.5,0.057083077912508065,175.0,0.136083984375,400.0,1.2467753119766711,0.01742408334685024,1105920,-0.0012382170585624407,-7.82310962677002e-09
280,15.96871799826622,350.61,0.0016349239752344146,109,283.0,0.053990266470878526,172.5,0.133544921875,400.0,1.1983309470117092,0.0165104082232574,1116160,-0.0012785505627107342,2.9802322387695314e-09
280,15.96871783733368,341.68,0.0017438897552949583,110,259.25,0.05313261220677923,147.5,0.1375244140625,400.0,1.2218238040804863,0.014202239912992808,1126400,-0.0012108926832297584,-8.195638656616212e-09
280,15.968717795610427,337.53,0.0017494281941935696,111,227.0,0.051931974284426696,125.0,0.1262451171875,350.0,1.2501783326268197,0.013947188232850748,1136640,-0.0008760953256569337,8.568167686462402e-09
280,15.968717765808105,337.36,0.0016010118355811898,112,215.5,0.05509839303520503,100.0,0.1298095703125,350.0,1.2407218195497989,0.01312572203532909,1146880,-0.000909918286561151,-1.6391277313232423e-08
280,15.968717670440673,334.89,0.002065061948863445,113,189.5,0.0454238929652492,50.0,0.131884765625,350.0,1.1531826987862588,0.008421102997090202,1157120,-0.0008240939816460014,-8.568167686462402e-09
280,15.968717640638351,325.98,0.0020372004968407962,114,161.5,0.047665370247663305,25.0,0.1550537109375,350.0,1.210620103776455,0.008690223759504078,1167360,-0.0011321799269353506,1.4901161193847657e-09
280,15.968717551231384,316.42,0.002146088087982889,115,144.0,0.05269614311362784,25.0,0.1629150390625,302.5000000000002,1.2644897453486919,0.010452420152978448,1177600,-0.0009678686401457526,1.5273690223693846e-08
280,15.968717855215072,320.54,0.0021092159506110875,116,143.75,0.05663698089334024,25.0,0.166845703125,302.5000000000002,1.2864918433129788,0.010854572319658473,1187840,-0.001438718422286911,-2.60770320892334e-08
281,15.968717646598815,330.38,0.0026520040977231927,117,157.25,0.057448479769967656,25.0,0.220068359375,325.0,1.2615485660731793,0.011158560952662811,1198080,-0.0012147988065407845,-3.7252902984619143e-10
281,15.968717765808105,333.6,0.0016398317018229136,118,154.5,0.05107160904280178,25.0,0.1166259765625,300.0,1.2743495762348176,0.011856580706080422,1208320,-0.0006217134450707817,-2.6077032089233397e-09
281,15.96871771812439,336.38,0.0018325237422459396,119,168.25,0.04915237804607633,25.0,0.1429443359375,300.0,1.2635589621961116,0.009838263672281754,1218560,-0.0008678116930241231,1.2293457984924316e-08
281,15.968717747926712,335.2,0.0017471979324056974,120,164.0,0.049971595870822706,25.0,0.137255859375,300.0,1.2686211243271828,0.008822675504416112,1228800,-0.0009041168497788022,6.7055225372314455e-09
281,15.96871725320816,327.23,0.0020333079618580995,121,146.75,0.049997378431074595,25.0,0.17666015625,277.5000000000002,1.2827305272221565,0.0069141721247433455,1239040,-0.0007024776641628705,-7.450580596923829e-10
281,15.968711334466935,314.8,0.002816237731315141,122,104.0,0.04634591325151346,0.0,0.1983154296875,225.0,1.248816679418087,0.005500670089588766,1249280,-0.0006146833336970303,7.450580596923829e-10
281,15.968717753887177,311.13,0.0020868780019753785,123,96.75,0.049883954169523535,25.0,0.188525390625,177.50000000000023,1.2911600396037102,0.008648997155978578,1259520,-0.0010515524383663433,5.960464477539063e-09
281,15.968717688322068,317.58,0.002460935076072701,124,112.75,0.054832393786511315,25.0,0.2164794921875,250.0,1.3276713252067567,0.010273172903544037,1269760,-0.0012553285770991352,-5.215406417846679e-09
281,15.96871771812439,324.7,0.002046001870088787,125,138.5,0.05129211609975304,50.0,0.1409423828125,250.0,1.3242062725126744,0.011277941122534685,1280000,-0.0009064793513971381,-5.960464477539063e-09
281,15.968717950582505,329.61,0.0022914296790190747,126,168.75,0.04879081314030441,50.0,0.1628662109375,275.0,1.2427761524915695,0.012348773544363211,1290240,-0.001557642324041808,-2.123415470123291e-08
281,15.96871775984764,331.6,0.0017204965193400312,127,177.5,0.04756906890487721,50.0,0.10322265625,277.5000000000002,1.156708125025034,0.012803910016373266,1300480,-0.0008567814722482581,-1.3783574104309083e-08
281,15.968717604875565,335.94,0.0021228276288070445,128,189.0,0.047526182243091866,75.0,0.167431640625,277.5000000000002,1.3073927894234658,0.010988964411262713,1310720,-0.0006491280415502843,-5.960464477539063e-09
281,15.968717765808105,337.23,0.0019885406228809187,129,181.75,0.04969500124341329,50.0,0.13974609375,275.0,1.3458889305591584,0.011870819120213127,1320960,-0.0005970771802822128,-6.7055225372314455e-09
281,15.968717801570893,336.92,0.002003152468978442,130,191.0,0.05677656477232749,50.0,0.1681884765625,327.5000000000002,1.3858491726219655,0.012923503520141821,1331200,-0.0008061871547397458,1.0430812835693359e-08
281,15.968717795610427,330.41,0.0022589337994304514,131,190.75,0.055426446964509525,72.50000000000001,0.175244140625,350.0,1.3577743574976922,0.01385869797286432,1341440,-0.001518784439031151,-3.3527612686157227e-09
281,15.968717861175538,331.55,0.0017861120493762428,132,223.75,0.05396155039438494,75.0,0.1402587890625,375.0,1.360423980653286,0.01587715678033419,1351680,-0.0014557468828570563,-8.940696716308593e-09
281,15.968717914819717,341.19,0.0019537542848979683,133,246.0,0.05582411203900235,100.0,0.151318359375,377.5000000000002,1.389806305617094,0.014668862047255971,1361920,-0.0012828254701162222,-7.450580596923829e-10
281,15.968717795610427,349.09,0.0022519919080053797,134,258.75,0.058930289214726816,122.5,0.203076171875,402.5000000000002,1.4003234840929508,0.01361210320264945,1372160,-0.000817877482768381,-2.6077032089233397e-09
281,15.968718075752259,353.59,0.002113681165099024,135,262.25,0.05425273127826678,100.0,0.15703125,502.5000000000002,1.372819173336029,0.01595613733807113,1382400,-0.0010706549954193178,-7.450580596923829e-10
281,15.968718081712723,350.13,0.0020434532023699604,136,272.75,0.05489078787057491,100.0,0.1509765625,575.0,1.4040473364293575,0.015787316954811104,1392640,-0.0010727519365900662,-4.470348358154297e-09
281,15.968717896938324,346.04,0.0016418400229326834,137,264.25,0.05495541196701463,100.0,0.1416259765625,502.5000000000002,1.420796249806881,0.015442082678782753,1402880,-0.000734570439090021,-1.2293457984924316e-08
281,15.9687180519104,362.25,0.0014326452699549464,138,302.0,0.053197408021528905,147.5,0.1201171875,627.5000000000002,1.4405333667993545,0.015583690028870478,1413120,-0.0007415990377921844,-6.7055225372314455e-09
