advantage_norm,value_loss,P09:episode_rewards,fps,epoch_idx,policy_entropy,grad_norm,episode_length,P01:episode_rewards,policy_loss,PMM:episode_rewards,explained_variance,frames
3.4652339259162543,0.49311815261885383,5.0,354,1,1.3043317824602128,9.781363653173388,189.8918918918919,0.0,0.033757942441152405,1.5135135135135136,-1.366189461350441,8000
1.1979405507445335,0.014862026469509147,5.0,235,2,1.3773338043689727,0.2558163802690752,189.14457831325302,0.0,0.004013868914043996,1.4939759036144578,-0.04902965068817139,16000
1.2964549326524137,0.014844531885000834,4.1000000000000085,251,3,1.3836331486701965,0.2100296163495349,190.89,0.0,0.00022255464922636746,1.57,-0.012975038290023803,24000
1.0809890799596906,0.01178249597793183,3.0,263,4,1.3802882421016693,0.20858501969322837,183.48,0.0,0.0021219707326963545,1.4,-0.027167266607284545,32000
1.6545397543907165,0.03847683792977477,4.0,270,5,1.3499714279174804,0.7009833719862297,186.56,0.0,0.007227747857104987,1.49,-0.027346091866493224,40000
1.5851842463761567,0.02070331552953576,5.0,278,6,1.3472177577018738,0.40377175430724466,195.89,0.0,0.002980849995292374,1.72,-0.05250875234603882,48000
1.3033476330339908,0.014425698900886345,5.1000000000000085,283,7,1.3712739205360414,0.29539654010059496,212.21,0.0,0.002097501340904273,2.18,0.05550186157226562,56000
1.6352055038511752,0.03719995337742148,4.0,286,8,1.3446168690919875,0.7582880687984936,195.15,0.0,-0.0043657707556849345,1.76,-1.022341757416725,64000
1.1670988626033068,0.012152054289908848,3.0,287,9,1.3655251562595367,0.33576462026667003,173.21,0.0,0.0003197351958078798,1.18,0.06345644533634186,72000
1.607613455504179,0.022754734344780446,4.0,288,10,1.3316108119487762,0.6362902759944066,181.21,0.0,-0.0023141524062884854,1.29,0.10553923904895783,80000
1.1728660598397256,0.010807783110067248,5.0,290,11,1.3685807061195374,0.33033007794082886,190.71,0.0,-0.0007868543692165986,1.53,0.5017552679777145,88000
1.4076717901229858,0.01765685334947193,4.0,291,12,1.3633298826217652,0.5040610234948901,184.32,0.0,-0.0004198889984400012,1.42,0.4172665023803711,96000
1.3034455275535584,0.015598979458154645,4.0,291,13,1.3741297125816345,0.44572602285797513,183.45,0.0,-0.0007661312643904239,1.44,0.36222369849681857,104000
1.4277583315968514,0.015528217473765836,3.1000000000000085,290,14,1.3714921081066132,0.47461351105005584,184.43,0.0,-0.004973846883513033,1.55,0.621885575056076,112000
