advantage_norm,grad_norm,frames,PMM:episode_rewards,policy_loss,value_loss,P09:episode_rewards,policy_entropy,clip_fraction,fps,P01:episode_rewards,episode_length,explained_variance,epoch_idx,approx_kl_divergence
15.96871127486229,237988189.1747249,10240,168.75,0.042770015057794805,218216121.5379239,320.0,0.11485839273487228,0.19384765625,196,35.0,559.875,-0.4765615835785866,1,644858.393954715
15.967581659555435,0.09965721375296725,20480,56.25,0.0013243415924080182,0.002220356736659948,219.99999999999994,0.06734630659773291,0.075390625,180,0.0,752.5833333333334,1.862645149230957e-08,2,0.09689886798801547
15.958177161216735,0.02415117572660429,30720,50.75757575757576,4.371453769635991e-07,0.00017984479144963483,230.00000000000006,3.356808065020644e-11,0.0,196,0.0,808.030303030303,-1.1920928955078126e-08,3,0.0
15.93930578827858,0.024973345777031784,40960,39.88095238095238,5.779400225947029e-07,0.0005357000386326681,147.49999999999994,1.710920059924334e-10,0.0,206,0.0,856.5952380952381,-2.421438694000244e-08,4,0.0
15.764502882957458,0.052184854187302156,51200,31.01851851851852,1.2941840395797043e-06,0.002272598074781193,110.00000000000014,5.177169646545382e-08,0.0,210,0.0,896.2407407407408,-1.4901161193847656e-08,5,0.0
14.226207035779954,0.00023794582317998776,61440,26.171875,9.324605798610719e-07,3.984129320504933e-08,67.50000000000007,1.3547408279634964e-07,0.0,215,0.0,917.953125,2.2351741790771484e-09,6,0.0
3.370794569188729,2.519519834601138e-07,71680,22.945205479452056,-2.9173542515081863e-07,2.0507429896302096e-14,39.99999999999986,1.3559617491054609e-07,0.0,220,0.0,932.3013698630137,1.9371509552001954e-08,7,0.0
2.2032916793599724,1.7007310865618055e-07,81920,20.426829268292682,-1.328446529669236e-07,7.365252653118931e-15,0.0,1.3573933204114043e-07,0.0,221,0.0,943.560975609756,nan,8,0.0
2.544896552991122,2.0477258877019077e-07,92160,17.819148936170212,1.0923065048018543e-07,1.017628603311496e-14,0.0,1.3591138756652298e-07,0.0,224,0.0,955.1595744680851,1.5273690223693846e-08,9,0.0
4.193580726906657,4.0868898956191396e-07,102400,14.25,-2.958795278118487e-07,4.093806215217269e-14,0.0,1.3608575821777436e-07,0.0,226,0.0,984.47,nan,10,0.0
6.1259773967787625,6.043650351195081e-07,112640,3.25,-2.084131210722262e-07,1.2063504829786763e-13,0.0,1.362806138160977e-07,0.0,226,0.0,998.49,-2.421438694000244e-08,11,0.0
15.533406174182891,0.019690588313587745,122880,3.25,-2.477844464010559e-06,0.00043009100116054194,0.0,3.333608630207152e-06,0.0,227,0.0,1020.63,-2.868473529815674e-08,12,0.0
12.22572600543499,1.628776728799781e-05,133120,0.0,1.37492194198785e-06,2.4494663922525544e-10,0.0,6.554090040822302e-06,0.0,228,0.0,1034.69,-7.078051567077636e-09,13,0.0
5.651813406776637,2.1287937981106712e-06,143360,0.0,-6.139421657280764e-07,3.643100507712661e-14,0.0,7.1864872523974554e-06,0.0,228,0.0,1034.72,-3.91155481338501e-08,14,0.0
6.962102963775396,2.3723833546740247e-06,153600,0.0,-4.217106720716401e-07,4.9605405468129944e-14,0.0,8.033826387077169e-06,0.0,230,0.0,1034.7,-2.458691596984863e-08,15,0.0
6.3114510046318175,3.0024914630613918e-06,163840,0.0,-1.102951614484482e-06,9.611395871275843e-14,0.0,1.0024416491205557e-05,0.0,230,0.0,1034.68,-1.5273690223693846e-08,16,2.842170943040401e-15
7.30900121005252,2.173890738894745e-05,174080,0.0,-5.822441266900569e-07,1.599644512437171e-09,0.0,1.2160605655253675e-05,0.0,231,0.0,1034.73,-3.01748514175415e-08,17,0.0
15.771201521158218,0.008281678622111132,184320,0.0,-2.298208528372925e-07,0.00010329209028368192,0.0,0.00010732582576338246,0.0,231,0.0,1034.75,1.4901161193847657e-09,18,2.1884716261411086e-12
15.906273150444031,0.027945050828471325,194560,5.5,0.001176885421955376,0.0037752129009059965,0.0,0.27559758313946076,0.10009765625,231,0.0,977.93,-2.0489096641540527e-08,19,0.005253504672773346
15.968692827224732,0.013637571526537237,204800,22.0,0.0015371946661616675,0.0033220736320284773,75.0,0.6019265023991466,0.126708984375,232,0.0,789.67,7.450580596923828e-09,20,0.007290362567661646
15.968716812133788,0.03734534650845297,215040,58.25,0.001348425086325733,0.005997129313277583,125.0,1.090436926484108,0.259228515625,233,0.0,603.1,-4.470348358154297e-09,21,0.00711231975865303
15.968717175722123,0.04040912149402252,225280,92.25,0.0009162590868072584,0.0058037033220898595,175.0,1.419175148010254,0.2106689453125,232,0.0,365.65,-2.9802322387695314e-09,22,0.005775138136300484
15.968716752529144,0.04709058600917374,235520,105.0,-0.00014757689568796196,0.005930310172539066,225.0,1.496903694421053,0.3481689453125,233,0.0,335.97,7.078051567077636e-09,23,0.006698291965176395
15.968712896108627,0.04230353654365554,245760,92.25,-0.0006646977242780849,0.004425861433901446,177.50000000000023,1.4860576875507832,0.3215576171875,233,0.0,319.61,8.568167686462402e-09,24,0.005799121752136216
15.968704622983932,0.04773539805366457,256000,82.25,-4.624915382009931e-05,0.0043342032951841246,150.0,1.6328604094684125,0.2888671875,234,0.0,313.85,-3.7252902984619143e-10,25,0.005104410744854704
15.968706703186035,0.04594344191444812,266240,65.75,-0.0008436536882072687,0.003519378756080016,127.50000000000021,1.6503963440656662,0.3890625,235,0.0,305.91,-4.097819328308106e-09,26,0.006271129255583219
15.96865772008896,0.047587513557082566,276480,52.25,-0.0005549997142225039,0.0028157430583639178,100.0,1.6184715710580349,0.3366943359375,235,0.0,300.93,1.862645149230957e-09,27,0.005897255778234012
15.968708276748657,0.0465404059076147,286720,53.25,-0.0013853004602424335,0.004439712283569719,100.0,1.5570312537252904,0.2796142578125,235,0.0,303.97,1.1175870895385742e-09,28,0.004325157398807278
15.968717920780183,0.05107265938586132,296960,65.0,-0.0019412601519434246,0.00637958651941517,125.0,1.5999887503683567,0.3224853515625,235,0.0,309.9,-5.587935447692871e-09,29,0.004909757625637212
