P01:episode_rewards,PMM:episode_rewards,fps,epoch_idx,policy_loss,episode_length,frames,value_loss,grad_norm,advantage_norm,P09:episode_rewards,policy_entropy,explained_variance
0.0,1.0,258,17,0.0011598714713181835,166.02,136000,0.006012366758877761,0.1645572087656826,0.7854642295837402,2.0,1.3832995426654815,-0.21956838190555572
0.0,1.44,259,18,-0.00025896443345118313,183.67,144000,0.008051664740851266,0.21996361285186475,0.9437989984452725,4.0,1.372803248167038,-0.09620634615421295
0.0,1.58,259,19,-0.0005584170747897588,191.06,152000,0.006660009728366276,0.1852301817657725,0.8315013720095158,4.0,1.3786245810985565,-0.2550631153583527
0.0,1.32,261,20,0.0011517677188385277,181.54,160000,0.006126839546850533,0.16743247026316577,0.7657867383956909,3.1000000000000085,1.378512591123581,-0.32875231802463534
0.0,1.3,261,21,-0.0010615674973814748,177.69,168000,0.006762416595884133,0.1980885727324107,0.8483475504815579,3.0,1.3780169248580934,-0.19299072444438933
0.0,1.21,261,22,-0.0020363742734480182,172.59,176000,0.0068226676239282824,0.20321566977981154,0.8650667062401771,3.0,1.3806860339641571,-0.2888836455345154
0.0,1.23,261,23,0.0004279083651999827,174.74,184000,0.006772833098075352,0.181027953464592,0.8779904240369797,3.0,1.381810622215271,0.09195369303226471
0.0,1.31,261,24,-0.00048154661431908607,178.56,192000,0.004989679674035869,0.15820105097227455,0.737508335262537,3.0,1.373558257818222,-0.2649875211715698
0.0,1.11,261,25,-0.0007014897014596499,171.65,200000,0.006185945490942686,0.1867462136109219,0.8108423215895891,2.1000000000000085,1.3801657855510712,-0.31811400175094606
0.0,1.3,261,26,-0.0009190194235998206,179.09,208000,0.00821604305660003,0.23514912929097587,1.001854003071785,3.0,1.3699806249141693,-0.0680888831615448
0.0,1.48,262,27,0.00021420449716970326,186.7,216000,0.005419156948410091,0.15580854268022568,0.7628421594947576,3.0,1.3685207509994506,-0.042622539401054385
0.0,1.14,262,28,0.0003090412850724533,175.75,224000,0.00550189220084576,0.1797624680879555,0.7972696088254452,3.0,1.3765799689292908,-0.21965345978736878
0.0,1.35,262,29,-0.0012729306564870058,185.14,232000,0.00585992655629525,0.19562052919697642,0.821487083286047,4.0,1.378646399974823,-0.003632783889770508
0.0,1.65,263,30,-2.64177838107571e-05,194.63,240000,0.005358738668001024,0.16878459609670862,0.77418138474226,5.0,1.375200356245041,0.2289115619659424
0.0,1.55,264,31,-0.0009164988668635488,188.14,248000,0.005580525770928943,0.19463217691415255,0.8045848877727986,5.0,1.3811885941028594,-0.10574420869350433
0.0,1.22,265,32,-0.00013323083840077743,175.39,256000,0.004334544183584512,0.1595585225532168,0.6817332644760609,4.0,1.3830782055854798,-0.0523133248090744
0.0,1.06,265,33,-0.0017820038011996076,169.27,264000,0.004331226334688836,0.17077864775842153,0.6808455213159322,3.0,1.3687422013282775,-0.20207586705684663
0.0,1.33,265,34,4.392701957840472e-06,180.11,272000,0.005953504024510039,0.19123667708132433,0.8503727510571479,3.0,1.374889281988144,0.2378124338388443
0.0,1.44,266,35,-0.0016789627773687243,182.98,280000,0.006400676235934952,0.19848518751162966,0.8591540694236756,4.0,1.382697592973709,0.03330231547355652
0.0,1.5,265,36,-0.0011087739383219741,185.19,288000,0.0053059455077163874,0.18811982957127335,0.8125890280306339,4.0,1.3841229963302613,-0.04808104872703552
0.0,1.25,265,37,-0.0004912645649164916,176.97,296000,0.005439475917810342,0.18354611253300093,0.7843562515079975,3.0,1.383292977809906,-0.16178906440734864
0.0,1.13,265,38,-8.225534984376281e-05,172.1,304000,0.005207535397639731,0.1587386443998997,0.738941738307476,3.0,1.3804848527908324,0.0014872491359710694
0.0,1.11,265,39,0.0006357117946026847,172.28,312000,0.004329934333218262,0.16604939493750387,0.6817805236577987,3.0,1.3784375822544097,0.06421642184257507
0.0,1.23,265,40,-0.0013579738676708075,176.74,320000,0.005292076805635588,0.18254532821386235,0.7697420045733452,3.0,1.3802014529705047,0.03596386075019836
0.0,1.31,265,41,-1.3606731372419744e-05,179.35,328000,0.00538530318379344,0.17280330838529673,0.7722610732167959,3.0,1.381527259349823,-0.1887618625164032
0.0,1.17,265,42,-0.0002653498051222414,174.67,336000,0.005466116740208236,0.18090866402982983,0.796913251131773,3.0,1.3798789286613464,-0.3255911952257156
0.0,1.22,265,43,-0.0012929657133645379,174.51,344000,0.005189160050067585,0.18604581262566527,0.7898828563094139,3.0,1.37274054646492,-0.14068536460399628
0.0,1.29,265,44,-0.0006715259837801568,176.24,352000,0.005947971015848453,0.19797869931689666,0.830407308191061,3.0,1.3810396218299865,0.1296869421005249
0.0,1.15,265,45,0.00034300729836104436,171.57,360000,0.004526234999066219,0.17055343452481458,0.7118656456470489,3.0,1.3740702617168425,-0.18565818965435027
0.0,1.02,265,46,5.802283856610302e-05,167.14,368000,0.005320091039320687,0.1839021184711018,0.7675032082200051,3.0,1.3826833009719848,0.02535386323928833
0.0,1.11,265,47,-3.7079660687595604e-05,171.15,376000,0.004647816576180048,0.1597467441946909,0.7300179575383663,3.0,1.3834438812732697,0.12037184476852417
0.0,1.18,265,48,0.0004869604323175736,173.44,384000,0.004856072858819971,0.1752320342493173,0.7523269410431385,3.0,1.3814603745937348,-0.17814212441444396
0.0,1.64,265,49,-0.00010902427689870819,189.55,392000,0.0054705247453239285,0.1903011815173282,0.8187564776837826,4.0,1.3765969753265381,0.3201877647638321
0.0,1.74,265,50,-0.0007318532146200595,195.43,400000,0.005033850269683171,0.17647694105636205,0.7614940533041954,4.0,1.3828851115703582,0.46900637209415436
0.0,1.51,265,51,0.0005240747961943271,188.44,408000,0.004681484719767468,0.15049557588878198,0.7199822976440191,4.0,1.3813459074497223,0.08139666795730591
0.0,1.45,266,52,-0.00024503585475031285,186.36,416000,0.005086725940054748,0.16790356319507457,0.7454730780422687,3.0,1.3843705332279206,-0.4094655752182007
0.0,1.6,266,53,0.00021917307371040805,190.04,424000,0.005690870495309355,0.18284947948428867,0.814980675727129,3.1000000000000085,1.3839538276195527,-0.056210917234420774
0.0,1.41,266,54,-0.0008679872508218977,182.52,432000,0.004765906440588878,0.14495996477283524,0.740344664156437,3.1000000000000085,1.3843540477752685,0.021545642018318177
0.0,1.35,266,55,-0.00017918637742695865,181.83,440000,0.005841322629130445,0.17765314265737733,0.8411571256816387,3.1000000000000085,1.3843073654174805,0.39970012426376345
0.0,1.56,266,56,-0.00019815214298432693,191.02,448000,0.005621281955754966,0.1760568332911704,0.826660827100277,4.0,1.3840977084636688,0.2896178334951401
0.0,1.61,266,57,-0.00024324330472154542,191.71,456000,0.004941650483960985,0.16305620555224531,0.7801717619597912,4.0,1.382672575712204,0.2362182492017746
0.0,1.39,266,58,0.00016285970894386993,182.4,464000,0.003896673907584045,0.13519832422037278,0.6844339691102505,4.0,1.3819845724105835,0.23817968666553496
0.0,1.22,266,59,-0.00052782325357839,177.48,472000,0.004156903175316984,0.1390083989416137,0.687587281614542,3.1000000000000085,1.373281512260437,0.44999059319496154
0.0,1.47,266,60,-0.0015628002898301929,185.84,480000,0.0053939478840038645,0.18259317156140484,0.8114423225820064,4.0,1.378053356409073,0.44692231714725494
0.0,1.89,266,61,0.0006598800725805631,200.57,488000,0.005708695522625931,0.16193912991582096,0.8175740624964237,5.1000000000000085,1.3750675988197327,0.522030839920044
0.0,1.85,267,62,-0.000904201942612417,197.37,496000,0.00497114172030706,0.17226597379684452,0.7574692830443382,6.0,1.381198934316635,0.2331811648607254
0.0,1.51,267,63,0.0014814777091669384,186.34,504000,0.004363826706103282,0.1581846815412839,0.7290745683014392,4.0,1.3841164410114288,0.25688215494155886
0.0,1.38,266,64,-0.0008705834760257858,184.84,512000,0.005566124048782512,0.16570912938952403,0.8128602460026741,3.0,1.3796654176712035,-0.12139618754386902
0.0,1.1,266,65,-0.0012027796087056685,173.62,520000,0.003585190482044709,0.13805927169388502,0.62746483117342,3.0,1.381513465642929,-0.0008005529642105102
0.0,1.06,266,66,-0.00044068799150409177,172.56,528000,0.004268539683398558,0.16038401073048242,0.7065572114288807,3.0,1.3812609994411469,0.24809358179569244
0.0,1.29,266,67,0.00028428597544916557,181.98,536000,0.0044939428385987416,0.15054707673436524,0.7175244258344173,4.0,1.3834980928897858,0.21269198298454284
0.0,1.34,267,68,-0.0002082031469035428,180.88,544000,0.0033098579943180084,0.12370841691844538,0.6357994470000267,4.0,1.3815744590759278,0.53010462641716
0.0,1.32,267,69,0.00027887172938790173,181.29,552000,0.004485891425574664,0.16093051499477562,0.7426346608996391,3.1000000000000085,1.3830912017822266,0.45737431466579437
0.0,1.3,267,70,-0.00017463617528846954,181.08,560000,0.003960489476739894,0.1376961713744898,0.6807367321103811,4.0,1.3848870253562928,0.14880075454711914
0.0,1.25,267,71,0.00014497167489025743,178.25,568000,0.004440436931618024,0.13111236966293158,0.7248417417705059,4.0,1.382240571975708,0.3818660992383957
0.0,1.57,267,72,-0.00010954264405881986,191.47,576000,0.004569352584221633,0.14841063540537858,0.7344396425783635,4.1000000000000085,1.3820242595672607,0.07062252879142761
0.0,1.52,267,73,2.5388362992089242e-05,190.12,584000,0.004831088202481623,0.15933754107813333,0.7453313216567039,4.0,1.3843831670284272,-0.01770831286907196
0.0,1.43,267,74,-0.0001957142585888505,185.26,592000,0.0043913368778885345,0.15215254420273994,0.7106719337403774,3.0,1.3834807479381561,0.10189756274223327
0.0,1.35,267,75,-0.000777644710324239,178.7,600000,0.0027468607568880542,0.11749707675294216,0.5311256191134452,3.1000000000000085,1.3832600784301758,0.1569792979955673
0.0,1.19,267,76,0.00010211987711954861,172.52,608000,0.003967375673964852,0.14963887746419774,0.6821276091039181,3.0,1.373472239971161,0.49207394659519194
0.0,1.08,267,77,-0.0002500070503447205,169.71,616000,0.00318442837728071,0.13017517953394453,0.6196493700891733,2.1000000000000085,1.3785875785350798,-0.1911573415994644
0.0,1.02,267,78,0.0005610401029116474,168.22,624000,0.003282070394488983,0.12801320911859093,0.6172237651050091,3.0,1.3792598581314086,0.16397470235824585
0.0,1.24,267,79,-0.0018052483611973003,176.6,632000,0.004341612010030076,0.16889108579790466,0.7316447523236275,3.0,1.383016835451126,0.36319723546504973
0.0,1.32,267,80,0.0007782549659896176,178.33,640000,0.003630515671684407,0.12431598649313835,0.6338618187606335,3.1000000000000085,1.3840019750595092,0.5331293630599976
0.0,1.48,267,81,-0.0005945590766350506,184.14,648000,0.004271259994493448,0.14218912636667086,0.7175530797988177,3.1000000000000085,1.3820468509197235,0.24425631284713745
0.0,1.48,267,82,-0.00019353647614479995,185.47,656000,0.004889435328004765,0.15907382760309685,0.7502131089568138,3.0,1.383326015472412,-0.3128410929441452
0.0,1.09,268,83,0.0005386969703249634,171.66,664000,0.002368826987221837,0.10701517892398663,0.5264990982413292,3.0,1.3844320571422577,-0.12426143407821655
0.0,0.99,268,84,-0.0005993596750704456,167.51,672000,0.0031677208305336533,0.11998582545809951,0.5970901349186897,2.1000000000000085,1.3852325773239136,0.09849180936813355
0.0,1.11,268,85,-0.0013533432252006605,171.96,680000,0.0040869774114980825,0.16510462979066942,0.6835314758121968,3.0,1.3828850126266479,0.4261274176836014
0.0,1.24,268,86,-6.756199756637216e-05,176.02,688000,0.0037251345223921818,0.13630610368030832,0.6519292365014553,3.0,1.381939059495926,0.3093657487630844
0.0,1.26,268,87,-4.386283588246442e-05,175.1,696000,0.00407112384091306,0.1463530670002614,0.6850140519440174,3.0,1.3837442183494568,0.10588374555110931
0.0,1.33,267,88,-3.3688957046251744e-07,177.39,704000,0.00482392799356603,0.1517512579717526,0.760176639854908,3.1000000000000085,1.3808881640434265,-0.09935453474521637
0.0,1.41,267,89,-0.0003292164372760453,181.04,712000,0.002958291276154341,0.11339738894300806,0.5765658146888017,3.0,1.3828562414646148,0.22078441262245177
0.0,1.26,267,90,-0.00012782189212884987,176.4,720000,0.003705551621314953,0.14338213969727995,0.657546895891428,3.0,1.3834673881530761,-0.45848395526409147
0.0,1.27,267,91,-0.000920686082681641,176.06,728000,0.004525519607777823,0.15849018557227912,0.7146661078929901,3.0,1.3820074892044067,0.41388502895832063
0.0,1.21,267,92,-0.000620682616790873,173.03,736000,0.003509705460164696,0.1286554157343115,0.6145471336692572,3.0,1.3816202545166016,-0.41505712568759917
0.0,1.21,268,93,0.00024409550242125987,173.07,744000,0.003298869051723159,0.11803889921172607,0.6079733440279961,3.0,1.3816761195659637,0.507784230709076
0.0,1.25,268,94,0.00019212926825275644,174.81,752000,0.0029786238801898434,0.12204857113336441,0.5886155866086483,3.0,1.3824535810947418,0.5024086368083954
0.0,1.17,268,95,-0.0005930929919122719,172.75,760000,0.003354778318462195,0.13112943086939988,0.620168993100524,3.0,1.3840394151210784,0.3848745942115784
0.0,1.35,268,96,0.00012142299034167082,180.75,768000,0.004144688313681399,0.1597061177997907,0.722981665879488,4.0,1.3801596927642823,0.31240237891674044
0.0,1.18,268,97,-0.00035338429268449544,174.93,776000,0.002535167493770132,0.10082358325395725,0.5147616124153137,3.0,1.3818015265464783,0.2845637536048889
0.0,0.98,268,98,0.0005061442470469047,165.87,784000,0.0028797362164914376,0.12344922911609241,0.5799867584556341,2.1000000000000085,1.381198810338974,0.1276932740211487
0.0,1.14,268,99,-0.000829318497562781,171.66,792000,0.0046397824822634,0.16253748105850338,0.7625780500471592,3.0,1.3813802576065064,0.25865734696388243
0.0,1.44,268,100,-0.0003027532597479876,184.3,800000,0.0045026224144385195,0.14491142745864946,0.7298822467029095,4.0,1.3797635924816132,0.427317185997963
0.0,1.4,268,101,0.00033908658850123174,183.1,808000,0.003106398627642193,0.12232869115201118,0.575365734398365,3.0,1.383499848842621,-0.28892398715019224
0.0,1.08,267,102,-0.0001680866809329018,171.36,816000,0.0038538507076737007,0.14392053024767767,0.6848117345571518,3.0,1.3838610792160033,0.20373974561691285
0.0,1.27,267,103,0.0003634466981748119,178.64,824000,0.0037140990120678907,0.13080494930313258,0.6461325722932816,3.0,1.3853840792179108,0.4100471007823944
0.0,1.43,267,104,0.00010835142325959169,184.63,832000,0.0035644348017376615,0.1295594801468084,0.6427518638968468,3.1000000000000085,1.3846333360671996,0.344244629740715
0.0,1.25,267,105,-0.0003199054053038708,178.76,840000,0.0031675969493517187,0.1166060452581447,0.5960277627408505,3.0,1.382981926202774,0.5005683541297913
0.0,1.25,267,106,-0.0002779762748832582,178.12,848000,0.002912892977692536,0.12440602890445197,0.5867006143927574,3.0,1.3847989189624785,0.4845924270153046
0.0,1.3,267,107,-0.0009712114128706162,179.32,856000,0.00313224312470993,0.13283246155607367,0.6013113997876645,3.0,1.383088572025299,0.31663972735404966
0.0,1.16,268,108,-0.000319021989707835,174.84,864000,0.003518112894744263,0.12917846607973857,0.6395296657085419,3.0,1.380898302793503,0.4974233102798462
0.0,1.5,268,109,0.00036871683318167925,187.73,872000,0.004525080060775508,0.15804526590338122,0.7185005865991115,4.0,1.3822212493419648,0.2804498910903931
0.0,1.78,268,110,-0.001165224094002042,199.28,880000,0.0040496450517093765,0.14607255765765975,0.7081401978433132,4.0,1.380213440656662,0.4161922186613083
0.0,1.83,268,111,0.00027906314317078796,200.79,888000,0.003713648531047511,0.1309207937047697,0.6424223356693983,5.0,1.382620552778244,0.48817007064819334
0.0,1.65,268,112,-0.0008944289252031013,192.2,896000,0.0030960037199838555,0.1294031229131472,0.5798440004885197,4.1000000000000085,1.3851530957221985,0.4381385278701782
0.0,1.64,268,113,0.0003554574295412749,191.25,904000,0.00365452164245653,0.12908447264860468,0.6602671056985855,3.1000000000000085,1.3846148729324341,0.18078326880931855
0.0,1.39,268,114,-0.0005309345611021854,180.84,912000,0.0029944208526285366,0.1295009072073932,0.6032579915225506,3.0,1.3827344119548797,-0.1576474392414093
0.0,1.24,268,115,-0.00016587484162300826,178.13,920000,0.003301284422777826,0.1282454570687578,0.6441136407852173,3.0,1.381807713508606,0.26313638091087344
0.0,1.47,268,116,0.0006229612353490665,188.42,928000,0.0021603914875595364,0.09737288985198023,0.5096912243962288,4.0,1.3826790356636047,0.6050243437290191
0.0,1.39,268,117,-0.00048477720003575086,185.58,936000,0.0027129920115839925,0.11269155297149981,0.5576603987812996,4.0,1.3845020067691802,0.3508314210176468
0.0,1.5,268,118,-0.0001996276419959031,188.75,944000,0.0024702008785970975,0.10523080174925069,0.5350127612054348,3.0,1.3846882796287536,0.6759531468152999
0.0,1.5,268,119,-0.0005296067448216491,187.15,952000,0.003914330265033641,0.1466943095294995,0.6736913930624724,4.0,1.3793371033668518,0.47421640694141387
0.0,1.4,268,120,7.850285262065881e-05,181.44,960000,0.0026389171760092724,0.1097780186965589,0.5168676313012839,4.0,1.3812984430789947,0.23794808328151704
0.0,1.65,268,121,-0.0007263262060587294,191.61,968000,0.00337083039994468,0.13178650599970193,0.6260175441205501,5.0,1.3837606465816499,0.5801951456069946
0.0,1.41,268,122,0.00020346263248939068,184.36,976000,0.002128024270859896,0.09334995040182145,0.47212049543857576,4.0,1.3808631718158721,0.32995722532272337
0.0,1.28,269,123,0.0004952879230040708,179.99,984000,0.003531455208430998,0.13340209974410613,0.647804400473833,3.1000000000000085,1.3832136547565461,0.4570086222887039
0.0,1.34,269,124,-0.001224550906335935,181.1,992000,0.002945128103965544,0.1191333651195592,0.5677983053028584,3.0,1.385017795562744,0.23481317579746247
0.0,1.39,269,125,0.000589152910397388,183.77,1000000,0.0028903759198874467,0.11921123184122959,0.5739298965036869,3.0,1.3825685346126557,0.39614847660064695
0.0,1.29,269,126,-0.0010778156820742879,180.74,1008000,0.0031651272450108083,0.11855009941116691,0.5820021936297417,4.0,1.3842989325523376,0.5316974741220474
0.0,1.26,269,127,0.00024753848992986605,177.58,1016000,0.002372138580903993,0.10287955354954796,0.5246271412819624,4.0,1.384325957298279,0.4862171423435211
0.0,1.28,269,128,2.673098075320013e-05,178.02,1024000,0.0031661352442461065,0.129930340995292,0.580044911429286,3.0,1.3839639580249787,0.042733910083770754
0.0,1.21,269,129,-0.0006148893394856713,174.63,1032000,0.0032556532502349,0.12923910017784887,0.6347284942865372,3.0,1.3806617617607118,0.3114037108421326
0.0,1.12,269,130,-0.00019856844388414175,169.64,1040000,0.002924945036502322,0.12560906972853067,0.5921536155045033,3.0,1.3771374416351319,0.1810202956199646
0.0,1.12,269,131,9.991981962230056e-05,169.69,1048000,0.002851611815058277,0.11034124346006663,0.569191186875105,2.1000000000000085,1.3816636574268342,0.30962882816791537
0.0,1.28,269,132,-9.482218527409714e-05,176.77,1056000,0.003468573489735718,0.13768149026671903,0.6369088652729988,3.0,1.382019611597061,0.3804071271419525
0.0,1.4,269,133,-0.00030234434467274696,181.92,1064000,0.0029694836550334,0.1040190574556623,0.572254272699356,4.0,1.3839666724205018,0.2301586389541626
0.0,1.19,269,134,0.0005095138982596836,170.91,1072000,0.0025419201859767783,0.0988531179357891,0.5322938634455204,4.0,1.3849567651748658,0.3850627762079239
0.0,1.11,269,135,-0.0008920690046215896,168.94,1080000,0.0026935955115186517,0.11473282235716241,0.5462417730689049,3.0,1.3825742495059967,0.6569740551710129
0.0,1.31,269,136,-0.00011789086182034225,181.58,1088000,0.002253303473844426,0.10065393638736411,0.5076950971782207,3.0,1.383014017343521,0.4820565098524094
0.0,1.39,269,137,0.0007255666078708601,185.2,1096000,0.002874048158992082,0.1255660055048582,0.5982140369713307,3.1000000000000085,1.3836578333377838,0.6167487508058548
0.0,1.44,269,138,-0.0005786163956508971,186.53,1104000,0.0024602175303152763,0.11118066319702803,0.54330247849226,3.0,1.3836726260185241,0.35603861093521116
0.0,1.32,269,139,-0.00014155032287817447,179.91,1112000,0.0031005106167140183,0.1226799847228666,0.5685941797494888,3.0,1.3825522243976593,0.47572610557079315
0.0,1.19,269,140,-5.01121103297919e-06,173.96,1120000,0.0025792205595644192,0.1145389828976588,0.5517389123141766,3.0,1.38463045835495,0.3640487891435623
0.0,1.39,269,141,-2.3205515171866865e-05,183.24,1128000,0.0029207644129928666,0.12009175198861383,0.5973565550148487,3.0,1.3837655091285705,0.39353083848953246
0.0,1.37,269,142,-0.0001973729942983482,182.45,1136000,0.0023021242153117784,0.10193953753259154,0.5102682998031378,3.0,1.3853011238574982,0.1594892704486847
0.0,1.21,269,143,-0.00022983502931310794,176.31,1144000,0.0024851638008476585,0.10756061952515716,0.5156899449229241,3.0,1.3855231070518494,0.7390735977888108
0.0,1.23,269,144,-3.994487808085978e-05,179.33,1152000,0.0022056708102172707,0.10510008930746881,0.509513785392046,3.0,1.38471897482872,0.19092714548110962
0.0,1.25,269,145,-0.00016332581421011128,179.29,1160000,0.003107218415607349,0.12971883985961746,0.5895904908329248,3.0,1.3791189801692962,0.15023088753223418
0.0,1.05,269,146,-4.738634837849531e-05,168.58,1168000,0.0015297324272250988,0.08919993121079284,0.41950599864125254,3.0,1.3825587964057922,0.6216397887468338
0.0,1.0,269,147,-9.566598306264496e-05,167.42,1176000,0.0020063066125294428,0.09764089929964231,0.4700076674669981,3.0,1.3847772884368896,-0.03600720584392548
0.0,1.36,269,148,-5.1141983440174955e-05,182.88,1184000,0.0032113653490523576,0.1227486535875311,0.6177651627361774,3.1000000000000085,1.3855880320072174,0.16496964752674104
0.0,1.28,269,149,-8.932712615205673e-05,179.04,1192000,0.0020558038521994604,0.09746340866255673,0.49319515340030196,3.0,1.3834765040874482,0.33690506041049956
0.0,1.05,269,150,-0.0009210936519957613,169.52,1200000,0.00259390683597303,0.10841163463751828,0.5261060338467359,3.0,1.3841636884212494,0.5015554010868073
0.0,1.26,269,151,0.0002926018479615777,177.82,1208000,0.003805911584640853,0.1285087440753131,0.6715633916854858,3.0,1.384575012922287,0.2618427401781082
0.0,1.29,269,152,-0.0002655343047808856,179.0,1216000,0.002400242341827834,0.10569071915490336,0.532358451038599,3.0,1.3846459841728211,-0.12263182938098907
0.0,1.27,269,153,0.0002619120642339112,178.47,1224000,0.0023513836097845344,0.11151851721161453,0.5208790791034699,3.0,1.3837051904201507,0.5836572670936584
0.0,1.24,269,154,-0.0008614423606195487,176.18,1232000,0.0023232285841368137,0.0961803032441439,0.4892217353731394,3.0,1.3836326861381532,0.41613112926483153
0.0,1.48,269,155,0.00038825694500701504,185.89,1240000,0.0028083945020625834,0.10479682186506029,0.5898606587946414,4.0,1.3838593244552613,0.410979260802269
0.0,1.38,269,156,-0.0006953458816860803,182.9,1248000,0.003297261848783819,0.1190409812608753,0.6041544751822948,3.1000000000000085,1.3842631840705872,0.41177092790603637
0.0,1.11,269,157,0.00013492427169694565,170.72,1256000,0.002539731056167511,0.10605669814192398,0.5377149140834808,3.0,1.3844979560375215,0.22555148959159851
0.0,1.27,269,158,5.8642944786697626e-05,176.52,1264000,0.003126131953467848,0.11996083118943951,0.6169001017510891,3.0,1.3834858071804046,0.33849262952804565
0.0,1.32,269,159,-3.180678904755041e-05,179.77,1272000,0.0018068307272915262,0.08808540815009365,0.4621702995151281,3.0,1.3848224413394927,0.44164793848991396
0.0,1.24,270,160,-0.0004836818255716935,177.48,1280000,0.002248153067412204,0.10933080817158858,0.5065288728475571,3.0,1.3837565791606903,0.7273315227031708
0.0,1.39,270,161,-0.00012360643595457076,184.02,1288000,0.002720390962786041,0.112185430065214,0.5633750049769879,3.0,1.3837434029579163,0.34877466201782226
0.0,1.3,270,162,0.00018559717189418735,179.44,1296000,0.002054375130974222,0.09308788379011522,0.496346148326993,3.0,1.3828875589370728,0.21004207015037538
0.0,1.01,270,163,-0.00047377807224620484,167.73,1304000,0.0026743405298475407,0.12052851857246136,0.5511258190125227,2.1000000000000085,1.3834964406490327,0.4414337980747223
0.0,1.24,270,164,0.00015595127682900057,175.57,1312000,0.002347595822357107,0.09545432324505031,0.5074482717365026,3.0,1.3839276587963105,0.547179548740387
0.0,1.16,270,165,0.00017701803386444226,173.06,1320000,0.0017763452458166285,0.08604816404103068,0.4352184271067381,3.0,1.3853770685195923,0.325926850438118
0.0,1.07,270,166,-0.00017613650707062333,170.48,1328000,0.002497432365635177,0.10997177914521847,0.5447964063286781,3.0,1.3845796120166778,0.6131478863954544
0.0,1.47,270,167,-0.00021168874751310797,186.19,1336000,0.0026033494222792797,0.09511825501607149,0.5294799198210239,4.0,1.3790965127944945,0.476024221777916
0.0,1.52,269,168,0.00020685360650531947,187.74,1344000,0.0019559191229200222,0.08957712596200786,0.4722325724363327,4.0,1.382573685646057,0.815940210223198
0.0,1.42,269,169,-7.174985235906205e-05,184.04,1352000,0.0026216271465818865,0.10322597215517636,0.5548206312954426,3.0,1.3850823283195495,0.6648906064033508
0.0,1.57,269,170,-0.0002685577081865631,185.69,1360000,0.003196718669787515,0.11875530972107791,0.5805960209667682,3.1000000000000085,1.383850122690201,-0.025832042694091797
0.0,1.72,269,171,1.9590527517721055e-06,193.39,1368000,0.0028972397568577434,0.1140075810620911,0.5709699010848999,4.0,1.384483608007431,0.10512839138507843
0.0,1.62,269,172,-2.70857269060798e-05,191.94,1376000,0.001863252689872752,0.0832753421886996,0.44730233438313005,3.1000000000000085,1.3852503037452697,0.8136079061031342
