clip_fraction,P09:episode_rewards,approx_kl_divergence,episode_length,advantage_norm,policy_loss,value_loss,frames,policy_entropy,PMM:episode_rewards,P01:episode_rewards,explained_variance,grad_norm,epoch_idx,fps
0.29306640625,147.50000000000006,2317564.525857667,286.15625,15.968598538637162,0.04342042166987312,5585196162.927659,10240,0.4625860066503079,41.40625,0.0,-4.508796685934067,4079705493.8715796,1,351
0.3873779296875,50.0,0.012326196339290618,281.625,15.968467992544173,0.0020815220290387516,0.0014396583978486532,20480,1.2396082073450088,25.34722222222222,0.0,-8.568167686462402e-09,0.07037806289812576,2,304
0.368408203125,50.0,0.007523951630605552,280.87,15.968660748004913,-0.001118585796939442,0.001834893742432797,30720,1.4689648009836673,18.0,0.0,3.725290298461914e-09,0.03761971109570593,3,325
0.3768798828125,75.0,0.00763014118360843,287.62,15.96865709424019,-0.0011603335806285031,0.0031747588472137876,40960,1.6260678954422474,32.75,0.0,1.1175870895385742e-08,0.045278801993430526,4,339
0.311474609375,75.0,0.005337867322623424,294.01,15.96871435046196,-0.0009594545466825366,0.004039755421433711,51200,1.5985753268003464,43.0,0.0,-7.078051567077636e-09,0.046945158997629445,5,347
0.3328857421875,75.0,0.005167542967132022,293.43,15.968688678741454,-0.0013547456015658098,0.002199100930979547,61440,1.5324756681919098,45.0,0.0,7.450580596923828e-09,0.04112130081888079,6,353
0.353369140625,75.0,0.005927479120452972,292.96,15.96871241927147,-0.0008182248784578405,0.0038551780782029254,71680,1.599927230924368,46.5,0.0,2.4959444999694825e-08,0.04921096558327539,7,359
0.328125,75.0,0.006513645030997851,292.5,15.968703752756118,-0.0007581624357044347,0.004314246457385628,81920,1.6195766508579255,48.5,0.0,-9.688809514045716e-05,0.047856379919285694,8,363
0.320068359375,125.0,0.00481243438622414,299.83,15.968717294931412,-0.001477774532395415,0.004983561818949056,92160,1.5948173969984054,67.25,0.0,-1.1175870895385742e-09,0.04865503786892629,9,362
0.2890869140625,150.0,0.004581314352799381,301.37,15.968715649843215,-0.0012760608522512484,0.005179686130520622,102400,1.5704797782003879,76.0,0.0,-7.82310962677002e-09,0.04868192190981431,10,364
0.2978515625,200.0,0.004317879769109823,310.6,15.968717634677887,-0.001667476429429371,0.0076699179800925775,112640,1.623076655715704,102.25,25.0,-6.332993507385254e-09,0.05251317746465073,11,363
0.2769775390625,250.0,0.004340395369581529,318.53,15.968717700242996,-0.001700991496545612,0.007571701087726979,122880,1.64248204305768,121.75,25.0,-5.960464477539063e-09,0.05343921185607755,12,361
0.2976806640625,250.0,0.0044179976565146715,320.67,15.968704104423523,-0.0014044121460756287,0.0062525999518300065,133120,1.6563256889581681,124.5,25.0,9.313225746154785e-09,0.049837934495782055,13,365
0.2424072265625,275.0,0.003673563675215519,327.6,15.968717783689499,-0.0009923213583533652,0.009283948622305615,143360,1.644079651683569,137.5,25.0,-3.7252902984619143e-10,0.051284023869907304,14,366
0.2521484375,275.0,0.0035892663999447906,332.16,15.968717646598815,-0.0015519097305514151,0.011054321267874912,153600,1.6569455660879613,153.5,25.0,5.587935447692871e-09,0.05465446350796958,15,366
0.198974609375,380.00000000000045,0.0033155098335782896,346.99,15.968717902898788,-0.0009130575861490797,0.013507374734035692,163840,1.7062194228172303,197.25,25.0,-2.0861625671386717e-08,0.05687654599088442,16,368
0.260693359375,550.0,0.003989202418074456,358.29,15.968717783689499,-0.0017010423413012176,0.01195852166529221,174080,1.736090374737978,233.5,25.0,4.470348358154297e-09,0.05654161817021747,17,369
0.2519287109375,575.0,0.003444134071605731,363.05,15.968717968463897,-0.001975825546105625,0.010956543762949878,184320,1.7346451617777348,255.5,50.0,-1.1920928955078126e-08,0.055257625338191854,18,370
0.2487060546875,575.0,0.0034105743342195184,352.05,15.968717688322068,-0.0018080349796946392,0.011298820305091795,194560,1.693808126449585,237.5,50.0,7.82310962677002e-09,0.0548681812337251,19,370
0.1615966796875,577.5000000000002,0.002525614399303322,352.16,15.968717813491821,-0.0008804264529317152,0.012584389092808124,204800,1.6459081433713436,246.5,50.0,3.7252902984619143e-10,0.05197118060956638,20,371
0.18916015625,525.0,0.002751957322726639,348.57,15.968717813491821,-0.0011399143008020475,0.009670226048547193,215040,1.6185795433819294,224.0,47.50000000000001,0.0,0.05107720203571755,21,370
