explained_variance,fps,PMM:episode_rewards,epoch_idx,value_loss,episode_length,P01:episode_rewards,clip_fraction,P09:episode_rewards,advantage_norm,grad_norm,policy_entropy,policy_loss,frames,approx_kl_divergence
0.09659343287348747,308,269.0,1,0.5821037195157259,341.0,185.0,0.25859375,375.0,15.968719202280045,17.55794701277464,1.6605516895651817,0.004784829067830287,10240,0.006057610002882138
0.24530863016843796,241,280.55555555555554,2,0.1528254047036171,354.55555555555554,140.00000000000006,0.1375,460.00000000000017,15.968719357252121,2.9096991921862028,1.7232796646654607,-0.002858114974515047,20480,0.0022138655091343837
0.3813607022166252,237,281.25,3,0.13382265311665834,356.8690476190476,125.0,0.155224609375,525.0,15.968719267845154,3.6144773306913485,1.7357129469513892,-0.0037278674288245385,30720,0.00236545035008968
0.5163076456636191,238,265.0,4,0.13024997152388096,355.39,125.0,0.146630859375,525.0,15.96871919631958,3.1123519038681087,1.7305795803666115,-0.004439983095653588,40960,0.002287036594634966
0.6124606415629387,239,264.75,5,0.12402526959776879,355.71,125.0,0.111962890625,577.5000000000002,15.968719333410263,3.0140286809221033,1.7207930237054825,-0.00467951275568339,51200,0.0018826409607531134
0.7256232641637326,240,275.25,6,0.11685577556490898,361.59,125.0,0.1183837890625,575.0,15.968719416856766,3.194237994816168,1.7171909220516681,-0.0038249257748248057,61440,0.0019738690743001793
0.7170843217521906,240,298.0,7,0.1273288479540497,379.48,150.0,0.1249755859375,600.0,15.968719327449799,2.88036726083145,1.7354656726121902,-0.004918651435218635,71680,0.001989162166797
0.6383926384150982,241,307.5,8,0.16813746928237377,383.08,150.0,0.13623046875,600.0,15.96871926188469,4.41107268176045,1.7223251797258854,-0.00439497055413085,81920,0.0021416764765266813
0.7739734426140785,240,297.25,9,0.1251039475435391,388.29,150.0,0.119677734375,575.0,15.968719232082368,3.3364997337778357,1.7307216078042984,-0.00549177203392901,92160,0.001982363323600491
0.7835398253053427,240,306.5,10,0.1248745663324371,382.45,150.0,0.1368408203125,575.0,15.968719333410263,2.7784513409635196,1.6968917690217495,-0.005263401414777036,102400,0.0022179841321307895
0.7243497058749199,240,305.75,11,0.16495861085131763,368.94,150.0,0.140869140625,575.0,15.96871919631958,3.3139162730774765,1.682675825804472,-0.004861523956788005,112640,0.0021893645506683565
0.7927803311496973,241,331.0,12,0.13448437303304672,367.86,175.0,0.1437255859375,577.5000000000002,15.968719118833542,2.5576184989133965,1.6986942194402217,-0.006496260502899531,122880,0.0023116795852050663
0.7284112174063921,241,326.25,13,0.1420810190727934,366.59,150.0,0.1381591796875,602.5000000000002,15.968719345331191,2.759706753205959,1.7211664840579033,-0.005632063275697874,133120,0.002173662605764859
0.7159969236701726,241,323.75,14,0.1430087888147682,370.88,150.0,0.1209716796875,650.0,15.968719148635865,2.631413787951241,1.7200817607343197,-0.006023633184668142,143360,0.0020237456285034034
0.7731271978467703,242,315.5,15,0.13376330328173935,377.49,125.0,0.1301025390625,650.0,15.968719255924224,2.4530258858668943,1.7131068728864194,-0.005474403218249791,153600,0.002012804590640694
