policy_loss,value_loss,grad_norm,PMM:episode_rewards,episode_length,frames,P01:episode_rewards,policy_entropy,advantage_norm,epoch_idx,P09:episode_rewards,explained_variance,fps
-0.034919137520191726,0.08076588157742663,3.321235507553745,0.9523809523809523,163.47619047619048,8000,0.0,1.3223984114825726,1.9159642393141985,1,3.0,-0.9312856286764145,263
0.004721152196580079,0.01773062022166414,0.35452443261350225,1.202247191011236,173.58426966292134,16000,0.0,1.3637491953372955,1.3361774366348982,2,3.0,-0.07722722113132477,244
0.0004042659024707973,0.019256980056889007,0.31491295742060854,1.74,195.35,24000,0.0,1.3595585763454436,1.5689610385149717,3,4.0,-0.004749060869216919,254
-0.00026719556488387754,0.01787394029346615,0.367098029851232,1.91,199.87,32000,0.0,1.3267935740947723,1.4331002900749445,4,5.0,0.012742146849632263,261
0.003326911443436984,0.014000880533531017,0.27695758803349707,1.88,199.79,40000,0.0,1.3593479180336,1.2131561432778835,5,5.1000000000000085,-0.00137007474899292,266
0.0021552170976065098,0.013755859143784618,0.3091657738257605,1.33,180.27,48000,0.0,1.3714438498020172,1.2425585091114044,6,3.0,0.08277809917926789,268
-0.0011870162878767588,0.019553387078049128,0.394266674625293,1.03,167.53,56000,0.0,1.3621836549043655,1.0911213962733746,7,2.0,-0.01986564099788666,266
0.0043977103948145664,0.012220464016718325,0.4190763935051492,0.82,156.62,64000,0.0,1.3507495909929275,1.0631028397381306,8,2.0,-0.046738584041595456,266
-0.0036859112736419776,0.007519680551049532,0.2863154795512153,0.8,154.3,72000,0.0,1.3438749718666076,0.9255419999361039,9,2.0,0.09044435977935791,268
0.002396964250074234,0.013541385321586859,0.4819192015713814,0.85,155.95,80000,0.0,1.3551812827587129,1.264341956526041,10,2.0,0.10237326323986054,269
0.0026791507424786688,0.01490701834380161,0.49883493304320337,1.15,167.57,88000,0.0,1.3622719860076904,1.3560631977021693,11,2.0,0.3497412896156311,268
0.0005084574699867517,0.011301090770284645,0.38326869739868236,1.39,174.3,96000,0.0,1.364666532278061,1.1878144066035747,12,2.0,0.10985976934432984,269
-0.007948706203023903,0.04105405988811981,0.8553715121190438,1.31,175.41,104000,0.0,1.3669698542356492,1.4758009946346282,13,3.0,0.3714219582080841,268
-0.002464285773166921,0.013971252177725546,0.4086145008921492,1.43,187.6,112000,0.0,1.3756540524959564,1.349294674694538,14,4.0,0.5687705790996551,268
-0.004824922990228515,0.010872486022999511,0.3937099169009683,1.59,195.13,120000,0.0,1.3718872582912445,1.2138139948248863,15,4.0,0.67135333776474,269
0.0007492058540810831,0.011843304765643553,0.4370425986510766,1.49,187.09,128000,0.0,1.3648889529705048,1.2572829082608223,16,4.1000000000000085,0.6854145675897598,270
-0.00670436529268045,0.01553712216904387,0.5407153128438429,1.51,187.33,136000,0.0,1.3780601739883422,1.3860314592719079,17,4.0,0.7446245133876801,270
0.0010644358149147592,0.010006923537002877,0.37641629970388607,1.21,176.62,144000,0.0,1.36722598195076,1.1718417206406593,18,3.0,0.7020895206928253,270
-0.00703034337842837,0.013910252670757472,0.4698887780512934,1.51,185.87,152000,0.0,1.3421546244621276,1.4142293816804885,19,3.1000000000000085,0.8052251541614532,270
-0.001267874176555779,0.009140104624675587,0.3454454951887525,1.8,195.22,160000,0.0,1.3223155093193055,1.1144255912303924,20,5.0,0.8555882346630096,270
-0.0026848323558442645,0.006490266898763366,0.3232207560810647,2.01,201.11,168000,0.0,1.3354994475841522,0.9404494711756706,21,8.0,0.9146583241224289,270
0.000217947441326487,0.008991082293214277,0.35620247062822125,1.82,197.04,176000,0.0,1.367482328414917,1.0916543453931808,22,6.0,0.857816988825798,271
-0.002207940330496285,0.009234078838489949,0.3620825834634999,1.8,199.64,184000,0.0,1.363058329820633,1.0830524209141732,23,5.0,0.8981722021102905,271
0.0006553537756553851,0.031378440005355515,0.657000476667704,1.9,201.88,192000,0.0,1.3584882748126983,1.203004994094372,24,5.0,0.8771814233064652,271
