avg_q_retraced,advantage_norm,episode_length,epoch_idx,grad_norm,policy_entropy,P01:episode_rewards,frames,fps,rollout_prob_std,explained_variance,q_loss,PMM:episode_rewards,P09:episode_rewards,avg_q_selected,policy_gradient_bias_correction,policy_gradient_loss,policy_loss,model_prob_std
-0.011587337668364247,0.03748928178101778,0,1,0.10142414751260546,2.163245626290639,0.0,7200,325,0.014096875123990079,-77.25844790140788,0.0011290591160407833,0.0,0.0,-0.012009297109519443,0.0,0.00020295177843460504,0.00020295177843460504,0.014096875403386852
-0.0035576837854023324,0.01491133753831188,0,2,0.06853451915936865,2.18746116956075,0.0,14400,191,0.008709676169867937,-459.64994678497317,0.00020682397710819107,0.0,0.0,-0.00379419721037569,0.0,-3.2848931239944554e-05,-3.2848931239944554e-05,0.008709676059273383
-0.0010366794973379,0.012735932180657984,0,3,0.004485897515628255,2.1966609636942547,0.0,21600,224,0.0027924292585036407,-124.33961149851481,2.834652653594579e-05,0.0,0.0,-0.0010620303515073222,0.0,-5.32704605878583e-06,-5.32704605878583e-06,0.0027924292953684926
-0.002403754509577993,0.024708496561894815,0,4,0.0032854462449406767,2.196630350748698,0.0,28800,256,0.0037048172865373394,-66.66940840085347,2.224875673467371e-05,0.0,0.0,-0.002505845843067315,0.0,6.614360181250352e-05,6.614360181250352e-05,0.0037048171972855924
-0.00043093840480044795,0.010651287824536363,0,5,0.0014735073450840507,2.1970340410868325,0.0,36000,282,0.0016949147393461317,-218.70918027559915,1.220927833855967e-05,0.0,0.0,-0.0005016269460914676,0.0,2.231437633781752e-06,2.231437633781752e-06,0.0016949147548681745
-0.0007611991911024537,0.016638513390595713,3324.5833333333335,6,0.0016465387785000302,2.1969316244125365,0.0,43200,303,0.002342640245721365,-104.67753388086955,1.206180078649292e-05,0.0,0.0,-0.0007239230874498995,0.0,2.4369787718943788e-05,2.4369787718943788e-05,0.002342640276765451
8.159905761810176e-06,0.006476569082587957,3324.5833333333335,7,0.0012366207638904367,2.197158439954122,0.0,50400,322,0.0009379980231945714,-206.03770833015443,5.751370311675904e-06,0.0,0.0,2.1954056683171076e-05,0.0,-1.0565484103608469e-06,-1.0565484103608469e-06,0.0009379980270750821
0.00016784947628896893,0.00557083300082013,3324.5833333333335,8,0.0014083672264693617,2.1971440156300863,0.0,57600,337,0.0009572917032831658,-164.8799220085144,5.267910205475346e-06,0.0,0.0,0.00015850446682937522,0.0,-2.319508161126767e-06,-2.319508161126767e-06,0.0009572917265662302
-3.6516359735590716e-05,0.01142560966933767,3324.5833333333335,9,0.0008905402984462067,2.1970943291982015,0.0,64800,349,0.0015497447884020707,-22.661906814575197,4.137431892559107e-06,0.0,0.0,3.315814607655435e-05,0.0,-3.6738240197564664e-06,-3.6738240197564664e-06,0.0015497447864618152
0.0004316116800206752,0.0077465159314063685,3324.5833333333335,10,0.0006944614250128192,2.197146685918172,0.0,72000,362,0.0010850057888698453,-238.68582960764567,3.1558162921404196e-06,0.0,0.0,0.0005035162312651664,0.0,-8.774418286823978e-06,-8.774418286823978e-06,0.0010850057830490794
0.00025741415728740925,0.013679277279879897,3324.5833333333335,11,0.0009957755737266733,2.1970753908157348,0.0,79200,371,0.001767957687843591,-58.2929550965627,4.297842436547702e-06,0.0,0.0,0.00020767030649343116,0.0,-7.423930117056443e-06,-7.423930117056443e-06,0.0017679576383670792
0.0005222805477387738,0.0031397719595891733,3324.125,12,0.0002691176206800582,2.1972070932388306,0.0,86400,379,0.0004400137938015784,-204.91034078598022,1.4863438063154414e-06,0.0,0.0,0.0004931417658857148,0.0,-1.0530104532335827e-05,-1.0530104532335827e-05,0.00044001379671196144
0.00041918336258580285,0.0037224008546521267,3324.125,13,0.0006911441680256987,2.197197612126668,0.0,93600,385,0.0005376704168156721,-236.04859433174133,2.4480014928940365e-06,0.0,0.0,0.0004096506536977055,0.0,-9.89982639794107e-06,-9.89982639794107e-06,0.0005376704143903528
0.0005686734803020954,0.003583181921082238,3324.125,14,0.0005005486986505338,2.1972006638844808,0.0,100800,392,0.0004795142958755605,-108.6457063039144,1.1097610581600748e-06,0.0,0.0,0.0005467440472178472,0.0,-9.44404302269201e-06,-9.44404302269201e-06,0.000479514315763178
0.0003620440766098909,0.011110371559819516,3324.125,15,0.0007142185801530397,2.1971285581588744,0.0,108000,396,0.001471824110194575,-45.917853657404585,2.703430125923963e-06,0.0,0.0,0.0003412880636460613,0.0,-8.235617648703435e-06,-8.235617648703435e-06,0.0014718241126198941
0.0006177491615138327,0.0034235437623768425,3324.125,16,0.0002444510541781353,2.1972028573354083,0.0,115200,401,0.0004508537533790028,-306.5209395567576,8.208614625952274e-07,0.0,0.0,0.0006254633374434585,0.0,-1.4744309995270062e-05,-1.4744309995270062e-05,0.0004508537662331946
0.0005374015966293564,0.009513814739415436,3324.3055555555557,17,0.0005439134276785906,2.1971622723435598,0.0,122400,401,0.0022993888091026285,-44.15097920357235,1.769578620696049e-06,0.0,0.0,0.0005357563115461427,5.567074670883206e-08,-1.2780430033628034e-05,-1.2724759292982498e-05,0.0011529829197483887
0.000614974921511367,0.004379445865717244,3324.3055555555557,18,0.00022890920425777079,2.1972110311505655,0.0,129600,395,0.0035614815134967963,-122.62668285871942,6.325464207898724e-07,0.0,0.0,0.0006189788305157519,5.085218976180133e-08,-1.469826388786927e-05,-1.4647411693607366e-05,0.0005031654472128697
0.0005101323843377434,0.0035731274698148825,3324.3055555555557,19,0.00018364387662992302,2.197215714189741,0.0,136800,391,0.0032197927796712043,-112.60230831074338,5.794792063152867e-07,0.0,0.0,0.0005204882661275896,8.345840024996202e-08,-1.0833576906477337e-05,-1.0750118524780436e-05,0.00042145577594597164
0.0005860182507060035,0.0035521222704256827,3324.3055555555557,20,0.00014160283991402256,2.1972168021548417,0.0,144000,386,0.003069631653509135,-237.4266953220621,3.235561964466853e-07,0.0,0.0,0.0005890998673443542,9.440855394634202e-08,-1.3453198137625837e-05,-1.3358789578962998e-05,0.0004031841422563571
0.0005676605980030246,0.002842862995720578,3324.3055555555557,21,0.00010339535352172228,2.197219814222956,0.0,151200,382,0.0030187182857257322,-975.4150297842328,2.0973173699012808e-07,0.0,0.0,0.0005764225604278701,1.993185345139546e-08,-1.3178706745950618e-05,-1.3158774886499084e-05,0.000310853358952218
0.0005620507437671765,0.002978851175119424,3324.3055555555557,22,0.00010100731848765749,2.1972195832909382,0.0,158400,378,0.0034087353245226613,-319.56598004939525,1.9447950881754124e-07,0.0,0.0,0.0005643890359202906,3.8792604640151306e-08,-1.3383990009437177e-05,-1.3345197395984089e-05,0.0003265044212522994
0.0005408931657688979,0.002196206773968321,3324.1666666666665,23,7.554898174946281e-05,2.1972214443575253,0.0,165600,375,0.002988331842418276,-1318.4994792869356,1.2703970907813734e-07,0.0,0.0,0.0005502296220962455,5.785241564843339e-08,-1.2891708280002745e-05,-1.283385587803199e-05,0.00024236905372388245
0.0005040651887779065,0.0019213831610033509,3324.1666666666665,24,7.272582401528127e-05,2.197222238400626,0.0,172800,372,0.002656839832895106,-650.6528728823372,1.2061772728312565e-07,0.0,0.0,0.0005074726203512727,1.6372910894887392e-08,-1.1998381132497627e-05,-1.1982008227693176e-05,0.0002136046626712712
0.000515054113169773,0.001752794045849961,3324.1666666666665,25,6.170931828086773e-05,2.197222660981788,0.0,180000,371,0.0017459379765064813,-1364.329748574527,9.743225251910047e-08,0.0,0.0,0.0005201429931454455,1.3569032830673678e-09,-1.2570020073233672e-05,-1.2568663170803256e-05,0.0001871765735892984
0.0005263130718719882,0.0020823945854476374,3324.1666666666665,26,5.94193640987149e-05,2.1972223836088935,0.0,187200,368,0.002907953822197005,-183.5444323537022,8.370424994150148e-08,0.0,0.0,0.0005308951130400939,5.074722637830207e-08,-1.1472473605401753e-05,-1.1421726389132705e-05,0.00022178915160178873
0.0005266174683704599,0.0017077487252379162,3324.1666666666665,27,4.989528432158101e-05,2.197223225024642,0.0,194400,367,0.0026755540808536976,-1539.4394065258866,5.9573390824464216e-08,0.0,0.0,0.0005273283596838752,2.297025587558838e-08,-1.1401011093022932e-05,-1.1378040835212526e-05,0.00016765363194237926
0.0005225536732928411,0.0021810237029537337,3324.15,28,6.30915094121938e-05,2.1972223464647924,0.0,201600,366,0.003002855593332199,-542.9035104932483,8.24992928390277e-08,0.0,0.0,0.0005283824398747316,4.882952021982116e-08,-1.1915144989366521e-05,-1.1866315465341349e-05,0.0002156705878885063
0.000515786625366586,0.001368984650761997,3324.15,29,4.164269295846414e-05,2.1972237205694594,0.0,208800,365,0.0024244620707614627,-1622.8998903080023,4.6795119822193446e-08,0.0,0.0,0.000519744423289676,1.5442248803979612e-08,-1.1588788433031361e-05,-1.1573346184422216e-05,0.0001421140957297161
0.0004979226537328768,0.0013767656293428101,3324.15,30,4.953749393737724e-05,2.197223682176499,0.0,216000,365,0.0025675809248265967,-300.61548368556157,5.946982618234635e-08,0.0,0.0,0.0005031176241801217,2.1875271490519783e-08,-1.1515025339865552e-05,-1.14931500570853e-05,0.0001485521321256018
0.0005027676161046623,0.0015927839985191,3324.15,31,4.663494411228911e-05,2.1972235324174645,0.0,223200,364,0.002813751033582203,-1176.5836742267218,4.766131587718051e-08,0.0,0.0,0.0005061994666806804,7.2145075760860495e-09,-1.1409228903794935e-05,-1.1402014393447356e-05,0.00015858695282741026
0.0004952979663704662,0.001654627113398426,3324.15,32,4.496363212084223e-05,2.197223356918626,0.0,230400,362,0.0024572802340834176,-677.0842797456746,5.003401444930011e-08,0.0,0.0,0.0005000778962942015,1.2388356098982615e-08,-1.1766857076848843e-05,-1.175446871972352e-05,0.00016990310245551781
0.0004961298586151045,0.0015699043086977874,3324.15,33,4.286083603864318e-05,2.1972235099302564,0.0,237600,361,0.002076266930693285,-580.9866989507216,4.440210206820139e-08,0.0,0.0,0.0004979170660013238,5.918503355836547e-09,-1.0944914235635544e-05,-1.0938995729432885e-05,0.00015933841572495462
0.0004926649019242697,0.0013441105714648279,3324.3055555555557,34,3.780701168370374e-05,2.1972238235341175,0.0,244800,360,0.0025774982206239446,-1394.2104574243983,3.68053794136755e-08,0.0,0.0,0.0004972128645045265,1.026965764575986e-08,-1.1986709064475444e-05,-1.1976439408037608e-05,0.00013320789559747215
0.0004922661486589325,0.001201090133619906,3324.3055555555557,35,3.612493334613835e-05,2.197224136196747,0.0,252000,358,0.002515078781259165,-736.2672227335039,3.48917102076894e-08,0.0,0.0,0.0004946340686979176,1.3320627761320086e-08,-1.1190212003792188e-05,-1.1176891376927507e-05,0.00012353078731191798
0.000490661257086137,0.0011516922566881967,3324.3055555555557,36,3.576246777908832e-05,2.1972241644632247,0.0,259200,358,0.0029772459112700745,-994.0653269487714,3.321503232756746e-08,0.0,0.0,0.000492743384511125,2.8424602918322407e-08,-1.1236137889783197e-05,-1.1207713278054145e-05,0.00011936574551154556
0.0004846536764390298,0.0014775870268234814,3324.3055555555557,37,3.7983227061056344e-05,2.197223815974735,0.0,266400,357,0.0018444780628752238,-240.32052964318683,3.5809612545842493e-08,0.0,0.0,0.0004907163604350961,3.2531914051503462e-09,-1.1399030941161241e-05,-1.1395777746825101e-05,0.00014784900296869333
0.00047554340681161856,0.0010796038940676016,3324.3055555555557,38,3.0505009480598645e-05,2.197224337537452,0.0,273600,356,0.002294381958075566,-1285.4042800794011,2.771735698196544e-08,0.0,0.0,0.0004789288910132002,4.044201352405287e-09,-1.0307106021359035e-05,-1.0303061820111892e-05,0.00010935607627503588
0.00046796651257205755,0.001445012240431509,3324.345238095238,39,3.6464810289986226e-05,2.197223814608616,0.0,280800,355,0.0016621889477656277,-406.27205457201194,3.32201245482415e-08,0.0,0.0,0.00047491132287341215,4.410357693631288e-09,-1.1262790951659666e-05,-1.1258380594341985e-05,0.00014201473716206502
0.00045381590874707666,0.0010176747921133707,3324.345238095238,40,2.7835556150937535e-05,2.1972244631203393,0.0,288000,354,0.0019111598152397034,-1667.7702635823923,2.1220176949060703e-08,0.0,0.0,0.0004588727211052578,4.611772233939097e-09,-9.860260303924852e-06,-9.855648529537574e-06,9.971350064872586e-05
0.0004574027272595294,0.0010446428089626208,3324.345238095238,41,3.196867156459278e-05,2.197224359594325,0.0,295200,353,0.0019342986657440832,-178.68301251501634,2.9133217587657592e-08,0.0,0.0,0.0004636835084465688,1.3653307953004081e-08,-1.0324307710326805e-05,-1.0310654404556182e-05,0.0001116712573894999
0.00043672081704941953,0.001034662408550522,3324.345238095238,42,2.7067382628310045e-05,2.1972244686771325,0.0,302400,352,0.00201772478645455,-1406.1225544105764,2.1331065945080474e-08,0.0,0.0,0.000442132523892618,4.665446283976081e-09,-9.928994299400227e-06,-9.924328851255307e-06,0.00010175899761605483
0.0004340181052767938,0.0011310803935908004,3324.345238095238,43,2.9713992379624323e-05,2.1972242522050465,0.0,309600,352,0.002180186917908374,-651.3272862069127,2.1799112763314452e-08,0.0,0.0,0.00043795323751322625,3.3836959768498854e-09,-1.0270180277124597e-05,-1.026679657805833e-05,0.00011291782745553262
0.00042986802083009576,0.0012142238555252478,3324.345238095238,44,2.931203861481804e-05,2.1972242496884054,0.0,316800,352,0.0019144780825274127,-760.8338694721177,2.5122105603904807e-08,0.0,0.0,0.0004332830542712362,3.3690841918756734e-09,-9.904253932738415e-06,-9.900884843513527e-06,0.00011349916676473575
0.00042210867540104247,0.0010448860416955353,3324.2708333333335,45,2.6762593663518835e-05,2.1972244693236376,0.0,324000,352,0.001875694998763567,-1194.82218211543,2.0654811778548578e-08,0.0,0.0,0.00042611196122831966,4.194578709062726e-10,-9.866840962193132e-06,-9.866421504920922e-06,0.00010040842929891336
0.00042034603339469336,0.0009407877020809488,3324.2708333333335,46,2.4976472224066358e-05,2.1972246002488665,0.0,331200,352,0.002253743357982766,-1191.6975736625043,2.0642997056393085e-08,0.0,0.0,0.00042413821103446747,3.2940331368400795e-09,-9.490301045439588e-06,-9.487007021504276e-06,9.130638554092047e-05
0.00041736976350038613,0.000821409299681522,3324.2708333333335,47,2.2236814625620092e-05,2.197224695067557,0.0,338400,352,0.0016923079014735966,-1191.1842122181636,1.7558400960378187e-08,0.0,0.0,0.0004205733994557892,2.7486569267567676e-09,-9.700138429133447e-06,-9.697389773193556e-06,8.187003970880099e-05
0.00041061532590160987,0.0011258451060350233,3324.2708333333335,48,2.7391665914074522e-05,2.1972243666175815,0.0,345600,352,0.0021412940029857186,-467.17144441605876,2.130882757900827e-08,0.0,0.0,0.0004147028347475622,1.5147940464117411e-09,-9.183276648675846e-06,-9.18176186099685e-06,0.0001093462581464279
