policy_gradient_loss,P09:episode_rewards,avg_q_retraced,frames,avg_q_selected,model_prob_std,epoch_idx,policy_entropy,policy_gradient_bias_correction,advantage_norm,policy_loss,episode_length,q_loss,P01:episode_rewards,explained_variance,rollout_prob_std,grad_norm,PMM:episode_rewards,fps
8.018970493139933e-06,0.0,-0.000903761456720531,79200,-0.0008840483186456064,0.001579623556366035,11,2.1971038659413655,0.0,0.01720699602738023,8.018970493139933e-06,3324.5833333333335,3.149022661593411e-06,0.0,-4.45255921681722,0.0015796235369634815,0.0011236514197420539,0.0,427
2.4553189549199792e-05,0.0,-0.00105937963235192,86400,-0.0010637292444395522,0.00035400832469652716,12,2.197209024429321,0.0,0.004628854307035605,2.4553189549199792e-05,3324.25,4.78177776604601e-07,0.0,-5.961550537745158,0.00035400830990208,0.00032239397957824423,0.0,432
3.77519596440834e-05,0.0,-0.0015636394149623812,93600,-0.0015721929531234006,0.00043478377313779977,13,2.197211011250814,0.0,0.004966090716576824,3.77519596440834e-05,3324.25,4.855392344182973e-07,0.0,-5.345984474817912,0.0004347837714400763,0.0006016043286784458,0.0,438
4.2715337137148406e-05,0.0,-0.0011861625748376052,100800,-0.0012021251779515297,0.0003114426751077796,14,2.197217313448588,0.0,0.004413327772635966,4.2715337137148406e-05,3324.25,3.9361699073481303e-07,0.0,-5.602621555328369,0.0003114426809285457,0.00032192619241545206,0.0,442
5.1889969699914215e-05,0.0,-0.000984655957048138,108000,-0.0010263963117419432,0.0010632271034410224,15,2.197175113360087,0.0,0.012059263326227665,5.1889969699914215e-05,3324.25,1.4133318064324385e-06,0.0,-4.714889319737752,0.001063227076762511,0.0006181652172189383,0.0,447
4.672986245471596e-05,0.0,-0.0009747961419634521,115200,-0.0010088365195163836,0.0003471410903633417,16,2.197212815284729,0.0,0.004174419572033609,4.672986245471596e-05,3324.25,3.4586801769265205e-07,0.0,-5.1514639536539715,0.0003471410678078731,0.00022562735033162894,0.0,452
2.8033190620821496e-05,0.0,-0.0010008436835455036,122400,-0.0010164681212174603,0.0009546368711623171,17,2.19718181848526,2.6187938731128313e-10,0.010595416178855685,2.8033452519926367e-05,3324.4166666666665,1.1300799772007151e-06,0.0,-4.739441738261117,0.0025901648954863455,0.0005170754077559207,0.0,454
2.7775954284581736e-05,0.0,-0.0008836159783499574,129600,-0.0008969379739700964,0.00045869237939725625,18,2.1972139597317533,6.514728023709892e-09,0.005259787148252289,2.778246903883681e-05,3324.4166666666665,3.572754478265941e-07,0.0,-5.16610582767025,0.004641664176612274,0.00022824432501514975,0.0,451
3.1327975665606446e-05,0.0,-0.0007367294170372016,136800,-0.0007550840083372326,0.0003813585815341819,19,2.197217764775589,2.5123081933821192e-08,0.0043712016380353215,3.135309876963025e-05,3324.4166666666665,2.467432849267599e-07,0.0,-5.411193384985444,0.004175476452104963,0.00018326217961101512,0.0,449
1.9377898553672807e-05,0.0,-0.000629357335458894,144000,-0.0006361230530975652,0.0003219364461677735,20,2.197219444361944,1.0572223478324608e-08,0.0037164345323057314,1.9388470797969323e-05,3324.4166666666665,1.719428281755677e-07,0.0,-5.118317228707058,0.003444891228397706,0.00013839679893580816,0.0,446
1.8282360390247042e-05,0.0,-0.0004973493605400828,151200,-0.0005071964277587675,0.0002953083263725995,21,2.1972203076625454,2.684567893963488e-09,0.0033261095615407313,1.8285044980261315e-05,3324.4166666666665,1.291637325648294e-07,0.0,-5.167445568988506,0.003274875784703827,0.00011558340843707188,0.0,444
1.7533771214057954e-05,0.0,-0.00034262778585091133,158400,-0.00035531904266222634,0.0003019488003190985,22,2.197220327696472,-2.8457411595291026e-09,0.0034747317700858393,1.753092547757988e-05,3324.4166666666665,1.331191984664034e-07,0.0,-5.197235450158044,0.004363206185705778,0.00011614201265707724,0.0,444
8.528162844097353e-06,0.0,-0.0002621904497944766,165600,-0.00026514728156476014,0.00023683368573663893,23,2.19722163636533,-4.016108002762802e-09,0.002647556687446364,8.524146719372718e-06,3324.0,8.670173875882398e-08,0.0,-5.323119584542734,0.003087466415941654,8.866760905503705e-05,0.0,441
9.220411692394368e-06,0.0,-0.00024117803978336428,172800,-0.0002456993540452834,0.00021522291308017535,24,2.197222290303972,3.077447421974609e-09,0.00247323681477509,9.223489128422283e-06,3324.0,8.119444105831911e-08,0.0,-5.66223201840643,0.003238958954838858,8.755263235192498e-05,0.0,440
1.72437074471543e-06,0.0,-0.00023990845839468643,180000,-0.00023537796168716222,0.00018980602541146424,25,2.1972226717610837,-8.96690848034359e-09,0.002151757031735744,1.7154038275905608e-06,3324.0,7.581070672254607e-08,0.0,-5.496131118882901,0.0026019748300879376,7.528545644996029e-05,0.0,440
7.191857192907116e-06,0.0,-0.00022264111039966956,187200,-0.00022562149062044533,0.00022319612308615555,26,2.197222440848275,5.5856370813279185e-09,0.00257454075104626,7.197442837528937e-06,3324.0,7.133255711522058e-08,0.0,-5.2762896741950325,0.003079589158613152,7.900518536808867e-05,0.0,436
7.164615767516573e-06,0.0,-0.0001729285638148252,194400,-0.00017715876492693127,0.00016386760738006635,27,2.197223311313475,1.0592858940174382e-09,0.0018727061898269747,7.1656750472969635e-06,3324.0,4.5567827237117665e-08,0.0,-5.476741894232418,0.00237291600786375,5.847345934511981e-05,0.0,434
9.132731068382958e-06,0.0,-0.0001349569259461229,201600,-0.00014260305287554353,0.00020894503707574863,28,2.1972223421221693,2.2242918322016674e-09,0.0024138782308722197,9.134955366015952e-06,3324.35,7.240446050681247e-08,0.0,-5.374561217323181,0.0023931259009719323,7.116792937530767e-05,0.0,433
4.533117405245505e-06,0.0,-8.299378711964612e-05,208800,-8.633609953259116e-05,0.00014668017077999366,29,2.1972236189356553,1.355805189599361e-09,0.0017606209403960044,4.5344732337142615e-06,3324.35,4.3015600845014704e-08,0.0,-5.922934649060011,0.002594465533942995,5.5744070897773546e-05,0.0,432
4.5641121434841045e-06,0.0,-4.9400809275207016e-05,216000,-5.301472645956417e-05,0.00017005127000831839,30,2.19722316164819,3.84647766477681e-09,0.001968349796456837,4.567958616372455e-06,3324.35,5.2521488194740625e-08,0.0,-5.360361244514507,0.0024536282427030415,6.645617055844965e-05,0.0,431
-4.350428792516892e-07,0.0,-3.74781803245985e-05,223200,-3.538584522860197e-05,0.0001482465321529191,31,2.1972236173777353,5.0101454112423075e-09,0.0017535855541941675,-4.300327370213241e-07,3324.35,3.50691982198887e-08,0.0,-5.2062765637087445,0.002882497925289023,5.010032291224127e-05,0.0,430
-2.1942880572187417e-07,0.0,-3.1377796355901945e-05,230400,-3.012784405600824e-05,0.00014838391688149456,32,2.197223682233265,9.297562818409864e-10,0.0018283377693358238,-2.184990545519935e-07,3324.35,4.017630417216785e-08,0.0,-5.097294955978949,0.0018575905818114752,5.147034098031274e-05,0.0,428
4.369102809348875e-07,0.0,-4.2928579706414084e-05,237600,-4.1633373238393486e-05,0.00015690141236125293,33,2.197223441014214,-1.209211421152442e-09,0.0018104152122904208,4.357010716739119e-07,3324.35,3.999382628808498e-08,0.0,-5.191935111019347,0.0020374066125695184,5.128049962787024e-05,0.0,428
1.8744126141564925e-06,0.0,-6.807748737828494e-05,244800,-6.8329210931773e-05,0.00013831393044637055,34,2.197223725457958,5.300587238926473e-09,0.0016797836435792832,1.8797132112128705e-06,3324.5138888888887,3.607277550836552e-08,0.0,-5.220484470531825,0.0024489855187136006,4.9988802151312594e-05,0.0,426
3.7017953275249427e-06,0.0,-5.215162966708574e-05,252000,-5.486050894714503e-05,0.00012050838208699771,35,2.1972239722997426,1.0945994224600655e-08,0.0014515833428912816,3.712741323634456e-06,3324.5138888888887,2.5942216172101962e-08,0.0,-5.374308742738904,0.0026084590604754307,4.4915363953190196e-05,0.0,426
1.5135846867170728e-06,0.0,-3.840442826508984e-05,259200,-3.9280731213029724e-05,0.00012188349843946914,36,2.1972240034549957,4.17677100736501e-09,0.0014422323621444762,1.5177614581977098e-06,3324.5138888888887,2.912619978216063e-08,0.0,-6.336188605020916,0.0023479636907927674,4.556325731048483e-05,0.0,426
3.065138530497702e-08,0.0,-3.6711797336913204e-05,266400,-3.555327571793366e-05,0.00013489131709068609,37,2.1972239671371603,6.776556106499111e-09,0.0015744721688101002,3.7427937573863835e-08,3324.5138888888887,2.3264401012476515e-08,0.0,-5.268042387214918,0.0024485107835463715,4.237166757634908e-05,0.0,424
2.1485200464208173e-06,0.0,-3.807812408403965e-05,273600,-3.962641186696222e-05,0.00010701109748679686,38,2.1972242637916843,5.75841031500188e-09,0.0013016961862342127,2.1542784467551614e-06,3324.5138888888887,2.4376860268135303e-08,0.0,-5.721342168680574,0.002553569649211707,3.908834524614224e-05,0.0,424
2.5745329367898156e-06,0.0,-4.489912206660544e-05,280800,-4.667360260200322e-05,0.00014325083819347214,39,2.197223709954156,3.4429031477619296e-10,0.0017548711762471597,2.5748772260091715e-06,3324.4166666666665,3.757950471263378e-08,0.0,-5.291736240973548,0.0013602114908761516,4.965557496534892e-05,0.0,423
1.2511154889237617e-06,0.0,-1.6159886350887104e-05,288000,-1.6928338945859143e-05,0.00010400417092319762,40,2.197224373237453,6.751767211165282e-10,0.0012435018169201252,1.251790665789618e-06,3324.4166666666665,1.989112371311737e-08,0.0,-5.340170982653458,0.0016403290522686847,3.483798274855297e-05,0.0,421
-1.6967198923508708e-06,0.0,-1.1168890415286981e-05,295200,-8.970598362925413e-06,0.00013392436092232024,41,2.197223894722247,3.740923659734108e-10,0.0016214287456829673,-1.6963457942531858e-06,3324.4166666666665,3.170844892219696e-08,0.0,-5.276417337025284,0.0017496441272017427,4.866294057062388e-05,0.0,421
7.227244548607768e-07,0.0,-4.2941162069000135e-05,302400,-4.323809511608113e-05,0.00010645525860354608,42,2.1972243609787925,2.431452267674198e-09,0.0013237095279154823,7.251559048177068e-07,3324.4166666666665,2.113895183121759e-08,0.0,-5.313414825276723,0.0018961595628415818,3.584856005947158e-05,0.0,420
1.4746633173994591e-06,0.0,-3.620513636835515e-05,309600,-3.678861032229843e-05,0.00011434886850244606,43,2.197224225997925,8.742601598574162e-10,0.0013873873176069333,1.4755375788358968e-06,3324.4166666666665,2.1346041282419523e-08,0.0,-5.427667319623252,0.002055698081531621,3.7479899166423276e-05,0.0,420
8.180196986758786e-07,0.0,-1.9952582293120143e-05,316800,-2.0621196339075696e-05,0.00010671731831595536,44,2.197224366242293,4.1102364176754106e-09,0.0012657139413888563,8.221299227179157e-07,3324.4166666666665,1.78143922477434e-08,0.0,-5.416584601272983,0.002246010514180595,3.335300366269128e-05,0.0,419
2.1211063461640206e-06,0.0,-8.031317987105663e-06,324000,-1.07208824185166e-05,0.00010953566412852548,45,2.197224241396398,1.8648943623923566e-09,0.0012876425491963835,2.1229712359967026e-06,3324.53125,2.0706747471261438e-08,0.0,-5.323898912695399,0.002187751206656628,3.442842654206558e-05,0.0,418
-1.0346458898671321e-06,0.0,-1.2510749226736e-05,331200,-1.1471379945258753e-05,9.281115612966893e-05,46,2.1972244761387505,6.043928427858071e-09,0.0011588764896967201,-1.0286019590397123e-06,3324.53125,1.629680799956218e-08,0.0,-5.448330560236697,0.0029865408689225405,3.38672366174553e-05,0.0,418
1.1431192998068517e-06,0.0,-3.2722692353729906e-05,338400,-3.2141518481916786e-05,0.00011127581212466162,47,2.1972242219233635,1.7964073253631498e-10,0.0015161735147330786,1.1432989439582581e-06,3324.53125,3.60290505472145e-08,0.0,-5.421905754788842,0.0019644077487264945,4.59834145942249e-05,0.0,418
1.4725410154834052e-06,0.0,-4.142737699932801e-05,345600,-4.167169964577826e-05,9.94082170702419e-05,48,2.1972245001351394,1.009191144643698e-09,0.001207160405094482,1.4735502076469871e-06,3324.53125,1.4614687401715396e-08,0.0,-5.25113387280671,0.0013882595226030188,3.1438981335559966e-05,0.0,417
9.162078837352821e-07,0.0,-4.772747833533411e-05,352800,-4.758405651883218e-05,8.406453038170574e-05,49,2.1972246444982195,2.841374772010062e-09,0.0010463316137368872,9.190492593757333e-07,3324.53125,1.3159049317020176e-08,0.0,-5.6243631998792525,0.0018661204785508554,2.8418813770994995e-05,0.0,417
1.6460462663205843e-06,0.0,-4.1955009175783045e-05,360000,-4.308356680592614e-05,0.00011834776469720327,50,2.1972242236389685,-1.82838166946442e-10,0.0013902373655817612,1.645863428194616e-06,3324.61,2.079959494904783e-08,0.0,-5.567052116703104,0.0016271916329599772,3.76256305266616e-05,0.0,416
1.1483840655828273e-06,0.0,-3.204243200407387e-05,367200,-3.2431292999991994e-05,7.557891702993128e-05,51,2.1972247983412765,1.2360026230020421e-10,0.0009639340040200089,1.1485076659127981e-06,3324.61,1.3359518636037158e-08,0.0,-5.519012778221614,0.0011446114635526334,2.5986874617088092e-05,0.0,416
-1.2957941378898093e-06,0.0,-3.669186370476206e-05,374400,-3.4459834009520885e-05,9.928295783916241e-05,52,2.197224513106245,3.101186991156308e-09,0.0012994342020403815,-1.292692942066212e-06,3324.61,2.0656680353327566e-08,0.0,-5.4406764357935185,0.0021449321061924854,3.810878517657736e-05,0.0,416
6.280782683613171e-07,0.0,-6.209495110914562e-05,381600,-6.123367321845969e-05,7.91178240600431e-05,53,2.197224781705589,-6.003859734474251e-10,0.0010118765596371544,6.274778835396233e-07,3324.61,1.3138627097219505e-08,0.0,-5.372585618749812,0.0015110406407254494,2.7797207847257507e-05,0.0,416
1.4219648936454454e-06,0.0,-5.119124938390944e-05,388800,-5.140175156522779e-05,9.637007807316965e-05,54,2.1972245076062182,-8.804374308977814e-10,0.0011841738558771232,1.4210844590317649e-06,3324.61,1.5814237625412317e-08,0.0,-5.752956649165935,0.001370569782267949,3.0112207168307664e-05,0.0,415
3.2602977504081064e-06,0.0,-4.6753883095705e-05,396000,-4.950738045324586e-05,8.54496449132798e-05,55,2.1972246118386582,0.0,0.0009981362228649636,3.2602977504081064e-06,3324.61,1.1255165096762083e-08,0.0,-5.322045771104318,0.0007765157301080898,2.600447993419164e-05,0.0,415
1.1296087481114563e-06,0.0,-3.274082033029541e-05,403200,-3.3293110828586944e-05,9.507189585220927e-05,56,2.19722453049251,0.0,0.0011667654089256112,1.1296087481114563e-06,3324.62,1.7433340447474232e-08,0.0,-5.51127399818607,0.0011211793809215176,3.182321764020291e-05,0.0,415
1.3051407935933672e-06,0.0,-2.7970759287868942e-05,410400,-2.860578559099916e-05,8.092899799395228e-05,57,2.197224669693008,-1.0479598598365801e-10,0.0009713618199174365,1.3050359992243e-06,3324.62,9.963246570006407e-09,0.0,-6.3849833291264435,0.0012250973625584519,2.7615630735855122e-05,0.0,414
1.0962981140819516e-06,0.0,-3.883973416240797e-05,417600,-3.873860301656884e-05,8.373391698526611e-05,58,2.1972247004855876,1.1125960005150167e-10,0.0010745330389977546,1.096409373326732e-06,3324.62,1.499035648702637e-08,0.0,-5.585778281360707,0.001292290769451679,3.125728702257933e-05,0.0,413
-4.2692444564423456e-07,0.0,-2.835090962909658e-05,424800,-2.723388054278075e-05,8.894575474638286e-05,59,2.197224663458173,6.327818343384213e-10,0.0011602689561677545,-4.2629166975822446e-07,3324.62,1.6194940015819447e-08,0.0,-4.767463348129439,0.0012852175851996855,3.057918602628866e-05,0.0,413
1.2013090060097965e-06,0.0,-2.655794540331083e-05,432000,-2.7774897309473336e-05,7.464508426771677e-05,60,2.197224841354385,4.1659385317077953e-10,0.0009105017618265592,1.2017255999316247e-06,3324.62,9.724809755116432e-09,0.0,-5.24287284542013,0.0015414813815894626,2.3276853365819156e-05,0.0,413
-7.493551452221266e-07,0.0,-3.4251275635573205e-05,439200,-3.1399474154606287e-05,0.0001049467937516129,61,2.1972244542883015,-9.080671029929969e-11,0.0012781370648766173,-7.494459427940568e-07,3324.64,1.9652330043330476e-08,0.0,-4.681405952645645,0.001474780745132586,3.3783100727834275e-05,0.0,413
-2.2210574561732862e-07,0.0,-3.7735715939287195e-05,446400,-3.655536864132031e-05,6.139669861156671e-05,62,2.197224941017136,-2.168918768289766e-09,0.0007704654224252162,-2.2427466361265645e-07,3324.64,7.569672018624285e-09,0.0,-4.787407205890094,0.0021247152313791295,2.0689151812996013e-05,0.0,413
2.70844571773463e-06,0.0,-5.459809709923368e-05,453600,-5.655303035924552e-05,7.994453952942676e-05,63,2.197224791681841,-6.728986026818921e-10,0.0010651129654985602,2.7077728196582766e-06,3324.64,1.0159757147050055e-08,0.0,-4.157715759338697,0.0013817640907727818,3.071841827715991e-05,0.0,412
6.589827103672027e-07,0.0,-3.715200557813641e-05,460800,-3.668135421393676e-05,6.73353630817613e-05,64,2.197224889429158,1.518961974718754e-10,0.000826595434539033,6.591346086142693e-07,3324.64,1.2022069177403352e-08,0.0,-4.926870706453525,0.001385782653403988,2.3070647551544735e-05,0.0,412
8.361848022330956e-07,0.0,-2.0913087951344122e-05,468000,-2.128575232729547e-05,7.515553717173744e-05,65,2.197224876013382,-3.196153718231109e-10,0.0009204330778442618,8.358651868470864e-07,3324.64,9.452602253463333e-09,0.0,-4.642021715823936,0.0022072489669279966,2.3754415415391597e-05,0.0,412
1.0024004649065153e-06,0.0,-2.085744828710094e-05,475200,-2.1403840118558815e-05,6.95301727550905e-05,66,2.1972248767166542,-1.4712705720398843e-09,0.0008779300969678731,1.0009291942752635e-06,3324.64,9.415238777574126e-09,0.0,-4.550834221817829,0.0012789586576084104,2.3181429807082022e-05,0.0,413
6.498841107177366e-07,0.0,-1.4757252314661793e-05,482400,-1.494128957838518e-05,8.475076070067442e-05,67,2.19722470693946,1.782840985953271e-10,0.001031985266687989,6.50062399039127e-07,3324.78,1.1397699380547727e-08,0.0,-4.417558013742621,0.001651537552594854,2.6705078660286854e-05,0.0,412
-3.9207277119550754e-08,0.0,-2.3227401928203993e-05,489600,-2.2454441614346226e-05,7.101055674947279e-05,68,2.197224881926542,1.8731947383873517e-09,0.0009227348213220053,-3.73340808843888e-08,3324.78,9.00970773588827e-09,0.0,-4.0476032465128675,0.0015655136364313342,2.5427301516402146e-05,0.0,412
8.218210649724225e-07,0.0,-3.146148904461271e-05,496800,-3.1657912255895924e-05,7.566553090085533e-05,69,2.197224810549191,1.643347844635543e-11,0.0010128345363202684,8.218374981942839e-07,3324.78,1.2295113071173328e-08,0.0,-4.217494783270611,0.0012436752826678272,2.788792316912817e-05,0.0,411
2.0786042113838737e-07,0.0,-1.4661505466616358e-05,504000,-1.5222525153127135e-05,7.856442560952527e-05,70,2.197224765259122,0.0,0.0009816466137408737,2.0786042113838737e-07,3324.78,1.0931394491875156e-08,0.0,-4.120665435951854,0.0009609069255372051,2.5990078135405793e-05,0.0,411
-7.484035277813121e-07,0.0,-1.97473191060989e-05,511200,-1.8222914263614454e-05,7.157284672557087e-05,71,2.19722485172079,-5.4744387153982465e-11,0.0009070619277209074,-7.484582715294709e-07,3324.78,9.301685937578334e-09,0.0,-4.300301273445507,0.0012093461573583022,2.3057446472323786e-05,0.0,411
-6.341209716313045e-08,0.0,-3.545365969510761e-05,518400,-3.456978598293331e-05,8.90738633244269e-05,72,2.197224626692514,-2.6953299228329697e-10,0.001142405085391907,-6.368163231814882e-08,3324.75,1.2745159023613575e-08,0.0,-3.9799535369699597,0.0015506642779456298,2.902380503042019e-05,0.0,410
1.2953175176933306e-06,0.0,-3.306203242132936e-05,525600,-3.3791360935993e-05,5.970217173187718e-05,73,2.19722499218252,-8.517334760762974e-11,0.0007860044117702303,1.295232339048241e-06,3324.78,8.395906369008697e-09,0.0,-4.055958107927489,0.002167445358958022,1.983554051398454e-05,0.0,410
6.632662603475916e-07,0.0,-5.4899471569832144e-05,532800,-5.4551345882294025e-05,7.440329908159204e-05,74,2.1972248688639784,0.0,0.0010030573545484688,6.632662603475916e-07,3324.78,1.0367585174750619e-08,0.0,-3.9205736372458246,0.0007472024375763833,2.7275276717757617e-05,0.0,410
1.1391417756169085e-06,0.0,-3.366695677948247e-05,540000,-3.4000208856508524e-05,5.7891253697240995e-05,75,2.197225006572784,1.4524226562192173e-10,0.0007732988881965981,1.1392870181312204e-06,3324.78,1.0174960554594156e-08,0.0,-3.49671446433143,0.0008843275102647692,2.111793751574466e-05,0.0,410
1.8886258085592714e-07,0.0,-2.8739904307713002e-05,547200,-2.8256815916706948e-05,7.524225058934089e-05,76,2.1972248360088886,8.596354123244883e-11,0.000950236557620219,1.889485453206801e-07,3324.78,9.619891535853692e-09,0.0,-3.97624840321522,0.0012550831248611916,2.429964401824078e-05,0.0,409
1.3557929101737717e-06,0.0,-3.304815733105305e-05,554400,-3.3892308550396896e-05,6.430179052158349e-05,77,2.197224945425987,1.0014007348214618e-10,0.0008185546034754169,1.3558930490593153e-06,3324.78,8.185151382936806e-09,0.0,-3.6961940415605667,0.0013059610892767139,2.0744730896492743e-05,0.0,409
1.269887637067742e-06,0.0,-1.787086655392842e-05,561600,-1.8873813771795877e-05,7.18825587167962e-05,78,2.1972248339595675,0.0,0.0009072695064360902,1.269887637067742e-06,3324.72,9.916443678676968e-09,0.0,-3.5580809793256116,0.0009583797303557542,2.400840700002666e-05,0.0,409
6.276325774150164e-07,0.0,-1.65335977423282e-05,568800,-1.6994899659231858e-05,5.9311188925313994e-05,79,2.1972249042104792,-1.6197974295195648e-10,0.0007494919992260057,6.274705975454991e-07,3324.72,6.537996575447426e-09,0.0,-3.641808257997036,0.001364103342838571,2.034260272041604e-05,0.0,409
9.425881899283113e-07,0.0,-2.6789498793196125e-05,576000,-2.686969704247005e-05,6.691757167057887e-05,80,2.1972249308181184,-2.5922131231660554e-10,0.0009060373664398973,9.423289689853289e-07,3324.72,8.991582249738529e-09,0.0,-3.2754157198500384,0.0014497981927238126,2.470058504380764e-05,0.0,409
6.297597591828896e-07,0.0,-7.270976507012345e-06,583200,-7.96316407951965e-06,6.375555965439797e-05,81,2.197224976562318,3.763987603081868e-10,0.0007907288178692051,6.301361551047276e-07,3324.72,6.515219161533645e-09,0.0,-3.5132698715363864,0.0012125346606933242,1.981466943285267e-05,0.0,409
9.45715248513083e-08,0.0,9.111480888510648e-07,590400,9.665539556602011e-07,6.376037182752755e-05,82,2.1972250165825797,-1.7727830120756389e-09,0.0008598277427683097,9.279874249451096e-08,3324.72,1.0017671211346202e-08,0.0,-3.791359694646622,0.001270113468457297,2.1990212429025953e-05,0.0,408
2.515410600669803e-07,0.0,-1.8329382097482222e-06,597600,-2.0177218240942186e-06,7.852526091369629e-05,83,2.197224807739258,0.0,0.0009834555703180923,2.515410600669803e-07,3324.72,1.0549623190078815e-08,0.0,-3.765492790406028,0.0006248935154756254,2.4710319959442678e-05,0.0,408
-3.4356765933627163e-07,0.0,1.0047814810171963e-05,604800,1.0233015761184018e-05,5.423506866125815e-05,84,2.197225028569736,0.0,0.0007241508804325725,-3.4356765933627163e-07,3324.72,6.594749443023018e-09,0.0,-3.8390928934159736,0.0009115743433336855,1.8827915773570916e-05,0.0,408
1.0227022664030188e-06,0.0,-1.0745010608827439e-05,612000,-1.1815966436983432e-05,6.186133381487718e-05,85,2.197225020260063,0.0,0.0008543002251455631,1.0227022664030188e-06,3324.72,6.822785423997467e-09,0.0,-3.532438941063245,0.0006163647858288014,2.2647675557699745e-05,0.0,408
-1.042924875215742e-06,0.0,1.8766367813169736e-06,619200,3.141276408211137e-06,5.371061562685655e-05,86,2.1972250357380623,0.0,0.0007314199283576239,-1.042924875215742e-06,3324.72,8.713996641222951e-09,0.0,-3.680356373036349,0.0004317136208539683,2.0010268999913483e-05,0.0,408
-8.057066207120853e-07,0.0,7.692156564480629e-06,626400,8.098443308254462e-06,7.194013546174416e-05,87,2.197224903787885,0.0,0.0009039088599369971,-8.057066207120853e-07,3324.72,7.848891703720676e-09,0.0,-3.4639019188521396,0.00036620176388089655,2.1662837334750406e-05,0.0,408
8.043065371610073e-07,0.0,1.1292719537127864e-05,633600,1.0180653720819377e-05,5.469336790482727e-05,88,2.197225050388075,0.0,0.0007027554246298271,8.043065371610073e-07,3324.72,5.76447634749457e-09,0.0,-3.4950922416489596,0.00025156065117280525,1.7542082619776376e-05,0.0,408
-4.6096327238598246e-07,0.0,1.4357758709426594e-05,640800,1.4477202151490485e-05,7.10139366587432e-05,89,2.1972247933584543,0.0,0.0009406811744735005,-4.6096327238598246e-07,3324.76,1.0638068373159117e-08,0.0,-3.172360589783343,0.0002960650493403509,2.393343626899724e-05,0.0,408
3.249576060447135e-07,0.0,9.08138023657771e-06,648000,8.183929931284318e-06,5.386127902172707e-05,90,2.1972250636828643,0.0,0.0007253916470203661,3.249576060447135e-07,3324.76,5.7186522124569154e-09,0.0,-3.0901793499046533,0.0002737675758445526,1.939981143275022e-05,0.0,408
