P01:episode_rewards,episode_length,policy_loss,epoch_idx,grad_norm,avg_q_retraced,policy_gradient_bias_correction,P09:episode_rewards,rollout_prob_std,explained_variance,avg_q_selected,frames,model_prob_std,PMM:episode_rewards,advantage_norm,policy_entropy,q_loss,policy_gradient_loss,fps
0.0,0,-6.400606192376775e-05,1,0.024341714122446168,0.0028005728498101236,0.0,0.0,0.006912245609176655,-10.77236675421397,0.0028830124084682513,7200,0.006912245772158107,0.0,0.03954943809658289,2.1915225982666016,9.087232037927607e-05,-6.400606192376775e-05,460
0.0,0,-3.089570745942183e-05,2,0.06698691032155861,0.001293158780390513,0.0,0.0,0.009699877669724325,-14.974336075782777,0.0011767838446151775,14400,0.009699878158668677,0.0,0.04345287584389249,2.1850643237431844,0.00022046716268656988,-3.089570745942183e-05,279
0.0,0,1.5070960898810881e-05,3,0.0023740789451049274,0.0002786707397414527,0.0,0.0,0.0021559994046886763,-16.583746019999186,0.00023148899587492147,21600,0.002155999439613273,0.0,0.017611104839791853,2.196999955177307,1.0858409602102863e-05,1.5070960898810881e-05,331
0.0,0,-1.8659623068136475e-05,4,0.0023446522895490215,0.0007124477927087961,0.0,0.0,0.00286893326168259,-10.160984086990357,0.0007030479007274456,28800,0.002868933358695358,0.0,0.02211805551002423,2.196868101755778,9.61327463452714e-06,-1.8659623068136475e-05,370
0.0,0,-4.862444196381451e-06,5,0.0009079089734098003,0.00039898538913500187,0.0,0.0,0.0013773460775458565,-10.101359558105468,0.000403998420855108,36000,0.00137734609694841,0.0,0.011328841109449666,2.197130298614502,2.944661828981528e-06,-4.862444196381451e-06,399
0.0,3323.75,-2.4332415661850368e-05,6,0.0013013595836407728,0.00046693995042825046,0.0,0.0,0.0018229309818707407,-10.751797183354695,0.000475813595467874,43200,0.0018229310497796783,0.0,0.015589589641119042,2.1970638116200765,4.550705375550023e-06,-2.4332415661850368e-05,422
0.0,3323.75,3.755268555020545e-06,7,0.0017573896638173787,1.6255549902174e-05,0.0,0.0,0.0011882772125924627,-11.004889595508576,1.1357651328580686e-05,50400,0.0011882771563250572,0.0,0.011689487379044294,2.197022875150045,4.337028644840757e-06,3.755268555020545e-06,440
0.0,3323.75,4.2753349384838656e-05,8,0.0012245829983070682,-0.0006002156413160264,0.0,0.0,0.0012096382308906565,-9.836901076634724,-0.0006775726980170778,57600,0.001209638238651678,0.0,0.009667827670151988,2.197152352333069,2.2320750379852448e-06,4.2753349384838656e-05,455
0.0,3323.75,-1.7026857301516428e-05,9,0.0006340381743811387,0.00048614524566801263,0.0,0.0,0.0011315848270896823,-9.995723438262939,0.0005098789908515756,64800,0.0011315848620142787,0.0,0.009644048831736049,2.1971638361612955,1.9211903653134263e-06,-1.7026857301516428e-05,466
0.0,3323.75,-1.3590486166018915e-05,10,0.0005720645190729335,0.0004423547574939827,0.0,0.0,0.0009191559899287919,-9.906996695200602,0.0004499416347243823,72000,0.0009191560093313456,0.0,0.007949118642136455,2.197174827257792,1.4518164581052892e-06,-1.3590486166018915e-05,476
